,Concept_ID,fa,zh
361,Rohr::N,لوله,管子
362,Haus::N,منزل,房屋
363,Heim::N,خانه,家
364,Heim::N,کاشانه,家
365,Ofen::N,بخاری,炉子
366,Fußboden::N,کف اتاق,地板
367,Tisch::N,میز,桌子
368,Stuhl::N,صندلی,椅子
369,Wiege::N,گهواره,摇蓝
370,Bett::N,تختخواب,床
371,Regal::N,قفسه,架子
372,Kiste::N,صندوق,箱子
373,Fenster::N,پنجره,窗户
374,Tür::N,در,门
375,Tür::N,درب,门
376,Tor::N,دروازه,大门
377,Zaun::N,حصار,篱笆
378,Dach::N,بام,屋顶
379,Leiter::N,نردبان,梯子
380,Besen::N,جارو,扫帚
381,Spaten::N,بیل,铁锹
382,Schaufel::N,بیل,铁锹
383,Schaufel::N,پارو,铁锹
384,Gabel::N,چنگال,叉
385,Löffel::N,قاشق,食匙
386,Messer::N,کارد,刀
387,Nagel::N,میخ,钉子
388,Netz::N,تور,网
389,Netz::N,شبکه,网
390,Haken::N,قلاب,钩子
391,Griff::N,دسته,把柄
392,Schloss::N,قفل,锁
393,Bild::N,عکس,图画
394,Bild::N,تصویر,图画
395,Figur::N,تندیس,人像
396,Puppe::N,عروسک,娃娃
397,Beutel::N,کیسه,袋子
398,Bündel::N,بسته,捆
399,Tasche::N,کیف,手提包
400,Eimer::N,سطل,桶
401,Deckel::N,در,盖子
402,Geschirr::N,ظرف,餐具
403,Sack::N,گونی,袋子
404,Tasse::N,فنجان,杯子
405,Topf::N,دیگ,锅
406,Topf::N,قابلمه,锅
407,Kessel::N,دیگ,水壶
408,Essen::N,خوراک,进餐
409,Nahrung::N,غذا,食物
410,Speise::N,خوراک,菜肴
411,Fleisch::N,گوشت,肉
412,Getreide::N,غله,谷物
413,Brei::N,فرنی,粥
414,Brei::N,حریره,粥
415,Brot::N,نان,面包
416,Scheibe::N,قاچ,片
417,Scheibe::N,لزگه,片
418,Fett::N,چربی,脂肪
419,Butter::N,کره,黄油
420,Öl::N,روغن,油
421,Salz::N,نمک,盐
422,Suppe::N,آش,汤
423,Suppe::N,سوپ,汤
424,Honig::N,عسل,蜂蜜
425,Milch::N,شیر,奶
426,Tee::N,چای,茶
427,Leder::N,چرم,皮革
428,Wolle::N,پشم,毛线
429,Stoff::N,پارچه,织物
430,Nadel::N,سوزن,针
431,Faden::N,نخ,线
432,Knopf::N,دکمه,纽扣
433,Knoten::N,گره,结
434,Farbe::N,رنگ,颜色
435,Kleidung::N,لباس,衣服
436,Kleidung::N,پوشاک,衣服
437,Hemd::N,پیراهن,衬衫
438,Kragen::N,یقه,领子
439,Ärmel::N,آستین,袖子
440,Hose::N,شلوار,裤子
441,Gürtel::N,کمر‌بند,腰带
442,Mütze::N,کلاه,帽子
443,Schuh::N,کفش,鞋
444,Stiefel::N,چکمه,靴子
445,Ring::N,حلقه,戒指
446,Ring::N,انگشتر,戒指
447,Band::N,نوار,带子
448,Band::N,روبان,带子
449,Kamm::N,شانه,梳子
450,Spiegel::N,آینه,镜子
451,Riemen::N,تسمه,皮带
452,Schnur::N,ریسمان,绳子
453,Leine::N,قلاده,皮带
454,Decke::N,پتو,被子
455,Kissen::N,بالش,软垫
456,Tuch::N,شال,巾
457,Handtuch::N,حوله,手巾
458,Kraft::N,نیرو,力
459,Stärke::N,زور,力量
460,Gesundheit::N,سلامتی,健康
461,Gesundheit::N,تندرستی,健康
462,Krankheit::N,بیماری,病
463,Schmerz::N,درد,痛
464,Wunde::N,زخم,伤口
465,Fieber::N,تب,发烧
466,Arznei::N,دارو,药
467,Brücke::N,پل,桥
468,Brunnen::N,چاه,井
469,Weide::N,چراگاه,牧场
470,Pfad::N,راه,小路
471,Weg::N,راه,路
472,Weg::N,طریق,路
473,Straße::N,راه,街
474,Straße::N,جاده,街
475,Dorf::N,ده,村庄
476,Dorf::N,روستا,村庄
477,Stadt::N,شهر,城市
478,Brief::N,نامه,信
479,Buch::N,کتاب,书
480,Buchstabe::N,حرف,字母
481,Zeitung::N,روزنامه,报纸
482,Leben::N,عمر,生命
483,Leben::N,زندگی,生命
484,Tod::N,مرگ,死亡
485,Grab::N,گور,坟墓
486,Grab::N,مزار,坟墓
487,Kirche::N,کلیسا,教堂
488,Sünde::N,بزه,罪
489,Sünde::N,گناه,罪
490,Gott::N,خدا,上帝
491,Arbeiter::N,کارگر,工人
492,Chef::N,رئیس,上司
493,Meister::N,استاد,师傅
494,Arzt::N,پزشک,医生
495,Lehrer::N,معلم,教师
496,Lehrer::N,آموزگار,教师
497,Geld::N,پول,钱
498,Geschäft::N,کار,交易
499,Geschäft::N,بیزنس,交易
500,Laden::N,دکان,商店
501,Laden::N,مغازه,商店
502,Preis::N,بها,价格
503,Preis::N,قیمت,价格
504,Ware::N,جنس,商品
505,Ware::N,کالا,商品
506,Nutzen::N,مزیت,好处
507,Nutzen::N,امتیاز,好处
508,Reichtum::N,مال,财富
509,Reichtum::N,ثروت,财富
510,Welt::N,دنیا,世界
511,Land::N,کشور,国家
512,Land::N,مملکت,国家
513,Staat::N,دولت,国家
514,König::N,شاه,国王
515,König::N,پادشاه,国王
516,Macht::N,قدرت,权力
517,Macht::N,اختیار,权力
518,Grenze::N,مرز,边界
519,Krieg::N,جنگ,战争
520,Feind::N,دشمن,敌人
521,Gewalt::N,زور,暴力
522,Gewalt::N,خشونت,暴力
523,Kampf::N,نبرد,战斗
524,Kampf::N,مبارزه,战斗
525,Bogen[Waffe]::N,کمان,弓
526,Pfeil::N,تیر,箭
527,Gewehr::N,تفنگ,枪
528,Fehler::N,غلط,错误
529,Fehler::N,اشتباه,错误
530,Lüge::N,دروغ,谎话
531,Schaden::N,آسیب,损失
532,Schaden::N,خسارت,损失
533,Unglück::N,بلا,不幸
534,Schuld::N,گناه,过错
535,Schuld::N,تقصیر,过错
536,Alter::N,سن,年龄
537,Alter::N,عمر,年龄
538,Schluss::N,انتها,结束
539,Zeit::N,وقت,时间
540,Zeit::N,زمان,时间
541,Tag::N,روز,天
542,Morgen::N,صبح,早晨
543,Mittag::N,ظهر,中午
544,Abend::N,شب,晚上
545,Abend::N,عصر,晚上
546,Nacht::N,شب,夜
547,Woche::N,هفته,星期
548,Monat::N,ماه,月
549,Jahr::N,سال,年
550,Frühling::N,بهار,春天
551,Sommer::N,تابستان,夏天
552,Herbst::N,پاییز,秋天
553,Winter::N,زمستان,冬天
554,Januar::N,ژانویه,一月
555,Februar::N,فوریه,二月
556,März::N,مارس,三月
557,April::N,آوریل,四月
558,Mai::N,مه,五月
559,Juni::N,ژوئن,六月
560,Juli::N,ژویه,七月
561,August::N,اوت,八月
562,September::N,سپتامبر,九月
563,Oktober::N,اکتبر,十月
564,November::N,نوامبر,十一月
565,Dezember::N,دسامبر,十二月
566,Montag::N,دو‌شنبه,星期一
567,Dienstag::N,سه‌شنبه,星期二
568,Mittwoch::N,چهار‌شنبه,星期三
569,Donnerstag::N,پنج شنبه,星期四
570,Freitag::N,جمعه,星期五
571,Samstag::N,شنبه,星期六
572,Sonntag::N,یکشنبه,星期日
573,groß::A,بزرگ,大
574,klein::A,کوچک,小
575,lang::A,بلند,长
576,kurz::A,کوتاه,短
577,breit::A,پهن,宽
578,schmal::A,تنگ,细长的
579,schmal::A,نازک,细长的
580,dicht::A,چگال,密
581,dicht::A,انبوه,密
582,dick[Gegenstand]::A,ضخیم,厚
583,dünn::A,نازک,薄
584,fein::A,ریز,细小
585,fein::A,باریک,细小
586,fest::A,محکم,固体
587,flach::A,صاف,平坦
588,flach::A,مسطح,平坦
589,glatt::A,لیز,光滑
590,hart::A,سفت,硬
591,weich::A,نرم,软
592,weich::A,ملایم,软
593,rund::A,گرد,圆
594,spitz::A,تیز,尖
595,spitz::A,نوک‌تیز,尖
596,scharf::A,تیز,锋利
597,scharf::A,برنده,锋利
598,stumpf::A,کند,钝
599,schwer::A,سنگین,重
600,schön::A,زیبا,美丽
601,heiß::A,داغ,烫
602,warm::A,گرم,暖和
603,kalt::A,سرد,冷
604,kühl::A,خنک,凉
605,frisch::A,تازه,新鲜
606,feucht::A,مرطوب,潮湿
607,nass::A,تر,湿
608,nass::A,خیش,湿
609,trocken::A,خشک,干
610,voll::A,پر,满
611,leer::A,خالی,空
612,offen::A,باز,敞开
613,geschlossen::A,بسته,关闭
614,sauber::A,پاک,干净
615,sauber::A,تمیز,干净
616,schmutzig::A,کثیف,肮脏
617,schmutzig::A,آلوده,肮脏
618,roh::A,خام,生
619,reif::A,رسیده,成熟
620,lecker::A,لذیذ,好吃
621,lecker::A,خوشمزه,好吃
622,süß::A,شیرین,甜
623,bitter::A,تلخ,苦
624,sauer::A,ترش,酸
625,hell::A,روشن,亮
626,dunkel::A,تاریک,阴暗
627,schwarz::A,سیاه,黑
628,weiß::A,سفید,白
629,rot::A,سرخ,红
630,rot::A,قرمز,红
631,gelb::A,زرد,黄
632,blau::A,آبی,蓝
633,grün::A,سبز,绿
634,grau::A,طوسی,灰色
635,grau::A,خاکستری,灰色
636,bunt::A,رنگارنگ,五彩
637,billig::A,ارزان,便宜
638,teuer::A,گران,贵
639,wertvoll::A,قیمتی,贵重
640,wertvoll::A,گرانبها,贵重
641,blind::A,کور,瞎
642,blind::A,نابینا,瞎
643,taub::A,کر,聋
644,taub::A,ناشنوا,聋
645,kräftig::A,قوی,强壮
646,stark::A,قوی,强壮
647,stark::A,نیرومند,强壮
648,schwach::A,ضعیف,弱
649,fett::A,چرب,胖
650,schlank::A,باریک‌اندام,苗条
651,hübsch::A,قشنگ,漂亮
652,hübsch::A,خوشگل,漂亮
653,böse::A,بد,邪恶
654,dumm::A,احمق,笨
655,faul::A,لش,懒惰
656,faul::A,تنبل,懒惰
657,fleißig::A,زرنگ,勤奋
658,geizig::A,خسیس,吝啬
659,klug::A,عاقل,聪明
660,klug::A,باهوش,聪明
661,geschickt::A,ماهر,灵巧
662,lieb::A,عزیز,可爱
663,lustig::A,شاد,快乐
664,lustig::A,خوشحال,快乐
665,sanft::A,لطیف,柔和
666,hungrig::A,گرسنه,饥饿
667,krank::A,مریض,患病
668,krank::A,بیمار,患病
669,nackt::A,لخت,裸体
670,nackt::A,برهنه,裸体
671,traurig::A,غمگین,悲哀
672,lebendig::A,زنده,活
673,gut::A,خوب,好
674,schlecht::A,بد,坏
675,richtig::A,درست,正确
676,schlimm::A,وخيم,糟糕
677,wahr::A,درست,真
678,wahr::A,حقیقی,真
679,alt::A,کهنه,旧
680,neu::A,نو,新
681,ehemalig::A,قبلی,以前
682,alt[Lebewesen]::A,پیر,老
683,jung::A,جوان,年轻
684,arm::A,فقیر,贫穷
685,reich::A,پولدار,富裕
686,reich::A,ثروتمند,富裕
687,bekannt::A,آشنا,出名
688,bekannt::A,معلوم,出名
689,berühmt::A,مشهور,著名
690,fremd::A,خارجی,陌生
691,fremd::A,بیگانه,陌生
692,verschieden::A,مختلف,不同
693,verschieden::A,متفاوت,不同
694,nah::A,نزدیک,近
695,fern::A,دور,遥远
696,linker::A,چپ,左
697,rechter::A,راست,右
698,anderer::A,دیگر,别的
699,erster::A,اول,第一
700,zweiter::A,دوم,第二
701,dritter::A,سوم,第三
702,letzter::A,آخر,最后
703,allein::ADV,تنها,单独
704,auf einmal::ADV,همزمان,同时
705,zusammen::ADV,باهم,一起
706,lange::ADV,مدت‌ها,许久
707,lange::ADV,مدت زیادی,许久
708,plötzlich::ADV,ناگهان,忽然
709,sofort::ADV,فوراً,立刻
710,später::ADV,بعدها,以后
711,jetzt::ADV,حالا,现在
712,jetzt::ADV,اکنون,现在
713,heute::ADV,امروز,今天
714,morgen::ADV,فردا,明天
715,bald::ADV,زود,即将
716,bald::ADV,بزودی,即将
717,dann::ADV,سپس,然后
718,dann::ADV,آنوقت,然后
719,gestern::ADV,دیروز,昨天
720,einst::ADV,وقتی,曾经
721,einst::ADV,زمانی,曾经
722,damals::ADV,آنوقت,当时
723,damals::ADV,آنزمان,当时
724,danach::ADV,بعد,随后
725,vorher::ADV,قبلاً,事先
726,zuerst::ADV,اول,首先
727,zuerst::ADV,ابتداء,首先
728,einmal::ADV,یکدفعه,一次
729,manchmal::ADV,گاهی,有时
730,manchmal::ADV,بعضی اوقات,有时
731,oft::ADV,اغلب,时常
732,immer::ADV,همیشه,总是
733,niemals::ADV,هرگز,从未
734,hier::ADV,اینجا,这里
735,hierhin::ADV,به اینجا,到这里
736,von hier::ADV,از اینجا,由此
737,dort::ADV,آنجا,那里
738,dorthin::ADV,به آنجا,到那里
739,geradeaus::ADV,راست,一直往前
740,vorwärts::ADV,جلو,向前
741,vorwärts::ADV,به پیش,向前
742,rückwärts::ADV,عقب,向后
743,zurück::ADV,پس,退后
744,zurück::ADV,عقب,退后
745,zurück::ADV,بالعکس,退后
746,unten::ADV,زیر,下面
747,unten::ADV,پایین,下面
748,hinab::ADV,به پایین,向下
749,oben::ADV,بالا,上面
750,hinauf::ADV,به بالا,向上
751,überall::ADV,همه‌جا,到处
752,nicht::ADV,نه,不
753,ein wenig::ADV,کمی,一点儿
754,kaum::ADV,به سختی,几乎不
755,sehr::ADV,خیلی,很
756,sehr::ADV,بسیار,很
757,so::ADV,چنین,如此
758,so::ADV,اینطور,如此
759,noch::ADV,هنوز,还
760,nur::ADV,فقط,只
761,nur::ADV,تنها,只
762,schon::ADV,قبلاً,已经
763,schon::ADV,به این زودی,已经
764,wieder::ADV,باز,又
765,wieder::ADV,دوباره,又
766,vergebens::ADV,بیهوده,
767,vor::PRP,در جلوی,在...面前
768,hinter::PRP,پشت,在...背后
769,unter::PRP,تحت,在...下面
770,durch::PRP,از وسط,穿过
771,durch::PRP,از ميان,穿过
772,neben::PRP,کنار,在...旁
773,neben::PRP,پهلوی,在...旁
774,zwischen::PRP,بین,在...之间
775,zwischen::PRP,میان,在...之间
776,wegen::PRP,برای,由于
777,wegen::PRP,بخاطر,由于
778,dies::PRN,این,这
779,das::PRN,آن,那
780,alles::PRN,تمام,一切
781,alles::PRN,همه‌چیر,一切
782,ich::PRN,من,我
783,du::PRN,تو,你
784,er::PRN,او,他
785,wir::PRN,ما,我们
786,ihr::PRN,شما,你们
787,sie::PRN,آنها,她
788,was::FPRN,چه,什么
789,wer::FPRN,کی,谁
790,wo::FADV,کجا,哪里
791,wohin::FADV,بکجا,去哪里
792,wie::FADV,چطور,怎么
793,wie::FADV,چگونه,怎么
794,warum::FADV,چرا,为什么
795,warum::FADV,برای چه,为什么
796,wieviel::FNUM,چند,多少
797,wieviel::FNUM,چقدر,多少
798,eins::NUM,یک,一
799,zwei::NUM,دو,二
800,drei::NUM,سه,三
801,vier::NUM,چهار,四
802,fünf::NUM,پنج,五
803,sechs::NUM,شش,六
804,sieben::NUM,هفت,七
805,acht::NUM,هشت,八
806,neun::NUM,نه,九
807,zehn::NUM,ده,十
808,elf::NUM,یازده,十一
809,zwölf::NUM,دوازده,十二
810,zwanzig::NUM,بیست,二十
811,dreißig::NUM,سی,三十
812,vierzig::NUM,چهل,四十
813,fünfzig::NUM,پنجاه,五十
814,sechzig::NUM,شصت,六十
815,siebzig::NUM,هفتاد,七十
816,achtzig::NUM,هشتاد,八十
817,neunzig::NUM,نود,九十
818,hundert::NUM,صد,百
819,tausend::NUM,هزار,千
820,und::CNJ,و,和
821,oder::CNJ,یا,或者
822,stehen::V,ایستادن,站
823,sitzen::V,نشستن,坐
824,liegen::V,خوابیدن,躺着
825,liegen::V,دراز کشیدن,躺着
826,hängen::V,آویزان بودن,挂着
827,werden::V,شدن,成为
828,passieren::V,گذشتن,发生
829,passieren::V,اتفاق افتادن,发生
830,beginnen::V,شروع شدن,开始
831,enden::V,تمام شدن,终止
832,wechseln::V,عوض شدن,变迁
