,Concept_ID,uk,zh
543,offen::A,відкритий,敞开
544,geschlossen::A,закритий,关闭
545,geschlossen::A,зачинений,关闭
546,sauber::A,чистий,干净
547,sauber::A,охайний,干净
548,schmutzig::A,брудний,肮脏
549,roh::A,сирий,生
550,reif::A,зрілий,成熟
551,lecker::A,смачний,好吃
552,süß::A,солодкий,甜
553,bitter::A,гіркий,苦
554,sauer::A,кислий,酸
555,hell::A,світлий,亮
556,dunkel::A,темний,阴暗
557,schwarz::A,чорний,黑
558,weiß::A,сивий,白
559,rot::A,червоний,红
560,gelb::A,жовтий,黄
561,blau::A,синій,蓝
562,grün::A,зелений,绿
563,grau::A,сірий,灰色
564,bunt::A,барвистий,五彩
565,billig::A,дешевий,便宜
566,teuer::A,дорогий,贵
567,wertvoll::A,цінний,贵重
568,blind::A,сліпий,瞎
569,taub::A,глухий,聋
570,kräftig::A,могутній,强壮
571,stark::A,сильний,强壮
572,schwach::A,слабкий,弱
573,fett::A,жирний,胖
574,fett::A,товстий,胖
575,schlank::A,тонкий,苗条
576,schlank::A,стрункий,苗条
577,hübsch::A,чарівний,漂亮
578,böse::A,злий,邪恶
579,böse::A,лихий,邪恶
580,dumm::A,дурний,笨
581,faul::A,ледачий,懒惰
582,fleißig::A,старанний,勤奋
583,geizig::A,скупий,吝啬
584,klug::A,мудрий,聪明
585,klug::A,розумний,聪明
586,geschickt::A,умілий,灵巧
587,lieb::A,милий,可爱
588,lustig::A,веселий,快乐
589,sanft::A,лагідний,柔和
590,hungrig::A,голодний,饥饿
591,krank::A,слабий,患病
592,nackt::A,голий,裸体
593,traurig::A,сумний,悲哀
594,lebendig::A,живий,活
595,gut::A,добрий,好
596,schlecht::A,поганий,坏
597,schlecht::A,кепський,坏
598,richtig::A,правильний,正确
599,schlimm::A,бридкий,糟糕
600,wahr::A,справжній,真
601,alt::A,старий,旧
602,neu::A,новий,新
603,ehemalig::A,колишній,以前
604,alt[Lebewesen]::A,старий,老
605,jung::A,молодий,年轻
606,arm::A,бідний,贫穷
607,reich::A,багатий,富裕
608,bekannt::A,знайомий,出名
609,berühmt::A,славетний,著名
610,fremd::A,чужий,陌生
611,verschieden::A,різний,不同
612,nah::A,близький,近
613,fern::A,далекий,遥远
614,linker::A,лівий,左
615,rechter::A,правий,右
616,anderer::A,інакший,别的
617,erster::A,перший,第一
618,zweiter::A,другий,第二
619,dritter::A,третій,第三
620,letzter::A,останній,最后
621,allein::ADV,сам,单独
622,allein::ADV,один,单独
623,auf einmal::ADV,відразу,同时
624,zusammen::ADV,разом,一起
625,zusammen::ADV,спільно,一起
626,lange::ADV,довго,许久
627,plötzlich::ADV,раптом,忽然
628,sofort::ADV,зараз,立刻
629,später::ADV,пізніше,以后
630,jetzt::ADV,тепер,现在
631,heute::ADV,сьогодні,今天
632,morgen::ADV,завтра,明天
633,bald::ADV,незабаром,即将
634,dann::ADV,потім,然后
635,gestern::ADV,вчора,昨天
636,einst::ADV,колись,曾经
637,damals::ADV,тоді,当时
638,danach::ADV,згодом,随后
639,vorher::ADV,раніше,事先
640,zuerst::ADV,спершу,首先
641,zuerst::ADV,спочатку,首先
642,einmal::ADV,один раз,一次
643,manchmal::ADV,іноді,有时
644,manchmal::ADV,інколи,有时
645,oft::ADV,часто,时常
646,immer::ADV,завжди,总是
647,niemals::ADV,ніколи,从未
648,hier::ADV,тут,这里
649,hierhin::ADV,сюди,到这里
650,von hier::ADV,звідси,由此
651,dort::ADV,там,那里
652,dorthin::ADV,туди,到那里
653,geradeaus::ADV,прямо,一直往前
654,vorwärts::ADV,вперед,向前
655,rückwärts::ADV,назад,向后
656,zurück::ADV,назад,退后
657,unten::ADV,внизу,下面
658,hinab::ADV,вниз,向下
659,oben::ADV,вгорі,上面
660,hinauf::ADV,вгору,向上
661,überall::ADV,скрізь,到处
662,nicht::ADV,не,不
663,ein wenig::ADV,трохи,一点儿
664,ein wenig::ADV,небагато,一点儿
665,kaum::ADV,ледве,几乎不
666,sehr::ADV,дуже,很
667,so::ADV,так,如此
668,noch::ADV,ще,还
669,nur::ADV,лише,只
670,nur::ADV,тільки,只
671,schon::ADV,вже,已经
672,wieder::ADV,знову,又
673,vergebens::ADV,дарма,
674,vor::PRP,перед,在...面前
675,hinter::PRP,ззаду,在...背后
676,hinter::PRP,позаду,在...背后
677,unter::PRP,під,在...下面
678,durch::PRP,крізь,穿过
679,neben::PRP,біля,在...旁
680,zwischen::PRP,між,在...之间
681,wegen::PRP,з-за,由于
682,wegen::PRP,через,由于
683,dies::PRN,це,这
684,das::PRN,то,那
685,alles::PRN,все,一切
686,ich::PRN,я,我
687,du::PRN,ти,你
688,er::PRN,він,他
689,wir::PRN,ми,我们
690,ihr::PRN,ви,你们
691,sie::PRN,вони,她
692,was::FPRN,що,什么
693,wer::FPRN,хто,谁
694,wo::FADV,де,哪里
695,wohin::FADV,куди,去哪里
696,wie::FADV,як,怎么
697,warum::FADV,чому,为什么
698,wieviel::FNUM,скільки,多少
699,eins::NUM,один,一
700,zwei::NUM,два,二
701,drei::NUM,три,三
702,vier::NUM,чотири,四
703,fünf::NUM,п’ять,五
704,sechs::NUM,шість,六
705,sieben::NUM,сім,七
706,acht::NUM,вісім,八
707,neun::NUM,дев’ять,九
708,zehn::NUM,десять,十
709,elf::NUM,одинадцять,十一
710,zwölf::NUM,дванадцять,十二
711,zwanzig::NUM,двадцять,二十
712,dreißig::NUM,тридцять,三十
713,vierzig::NUM,сорок,四十
714,fünfzig::NUM,п’ятдесят,五十
715,sechzig::NUM,шістдесят,六十
716,siebzig::NUM,сімдесят,七十
717,achtzig::NUM,вісімдесят,八十
718,neunzig::NUM,дев’яносто,九十
719,hundert::NUM,сто,百
720,tausend::NUM,тисяча,千
721,und::CNJ,і,和
722,oder::CNJ,або,或者
723,stehen::V,стояти,站
724,sitzen::V,сидіти,坐
725,liegen::V,лежати,躺着
726,hängen::V,висіти,挂着
727,werden::V,стати,成为
728,werden::V,робитися,成为
729,passieren::V,трапитися,发生
730,beginnen::V,початися,开始
731,enden::V,кінчитися,终止
732,wechseln::V,мінятися,变迁
733,aufgehen[Sonne]::V,зійти,升起
734,untergehen[Sonne]::V,зайти,下落
735,scheinen[Sonne]::V,світити,照射
736,donnern::V,гриміти,打雷
737,wehen::V,віяти,飘扬
738,strömen::V,литися,流
739,fließen::V,текти,流动
740,sich drehen::V,обертатися,转动
741,schwanken::V,коливатися,摇摆
742,schwingen::V,хитатися,摇
743,schwingen::V,гойдатися,摇
744,fallen::V,падати,坠落
745,brennen::V,горіти,燃烧
746,rauchen::V,диміти,冒烟
747,regnen::V,дощити,下雨
748,gefrieren::V,змерзнути,结冰
749,tauen::V,танути,融化
750,schmelzen::V,плавитися,溶化
751,trocknen::V,сохнути,变干
752,sieden::V,кипіти,煮
753,faulen::V,гнити,腐烂
754,verfaulen::V,згнити,腐烂
755,reißen::V,рватися,撕
756,versinken::V,тонути,下沉
757,vergehen::V,проходити,流逝
758,erscheinen::V,з’явитися,出现
759,verschwinden::V,щезнути,消失
760,verschwinden::V,зникнути,消失
761,sinken::V,спадати,下降
762,abnehmen::V,поменшитися,减少
763,zunehmen::V,збільшуватися,增加
764,steigen::V,підніматися,上升
765,wachsen::V,рости,生长
766,glänzen::V,блищати,发光
767,funkeln::V,блискати,闪烁
768,lärmen::V,шуміти,吵闹
769,läuten::V,дзвонити,响
770,klingeln::V,дзвонити,按铃
771,klirren::V,дзвякати,
772,brausen::V,бушувати,疾驶
773,rauschen::V,шелестіти,
774,klingen::V,лунати,听起来
775,klingen::V,звучати,听起来
776,bellen::V,гавкати,吠
777,heulen::V,вити,嗥
778,blasen::V,дунути,吹
779,pfeifen::V,свистіти,吹口哨
780,schreien::V,кричати,叫喊
781,stöhnen::V,стогнати,呻吟
782,zittern::V,тремтіти,颤抖
783,leben::V,жити,生存
784,geboren werden::V,народитися,出生
785,atmen::V,дихати,呼吸
786,trinken::V,пити,喝
787,essen::V,їсти,吃
788,schlucken::V,ковтати,咽
789,müde werden::V,втомитися,疲倦
790,einschlafen::V,заснути,入睡
791,schlafen::V,спати,睡觉
792,aufwachen::V,прокинутися,睡醒
793,aufstehen::V,встати,起床
794,sich erholen::V,відпочивати,休养
795,krank werden::V,захворіти,生病
796,krank sein::V,хворіти,生病
797,schmerzen::V,боліти,疼痛
798,husten::V,кашляти,咳
799,genesen::V,одужати,痊愈
800,genesen::V,видужати,痊愈
801,sterben::V,померти,死
802,umkommen::V,згинути,丧命
803,sich bewegen::V,рухатися,移动
804,sich rühren::V,ворушитися,动弹
805,sich erheben::V,встати,站起
806,sich setzen::V,сісти,坐
807,hinfallen::V,упасти,跌倒
808,laufen::V,ходити,步行
809,schreiten::V,крокувати,迈步
810,spazierengehen::V,гуляти,散步
811,eilen::V,спішити,急忙
812,sich beeilen::V,поспішати,赶快
813,sausen::V,мчатися,疾驰
814,rennen::V,бігати,奔跑
815,springen::V,скакати,跳
816,springen::V,стрибати,跳
817,klettern::V,лазити,攀缘
818,schaukeln::V,гойдатися,荡秋千
819,kriechen::V,повзати,爬行
820,schwimmen::V,пливти,游泳
821,schwimmen::V,плавати,游泳
822,tauchen::V,пірнати,潜水
823,rudern::V,гребти,划船
824,rudern::V,веслувати,划船
825,fahren::V,їхати,行驶
826,fliegen::V,літати,飞
827,gehen::V,іти,走
828,weggehen::V,піти,离去
829,abfahren::V,від’їхати,出发
830,abfahren::V,відправитися,出发
831,anhalten::V,зупинитися,停住
832,hineingehen::V,входити,进去
833,eintreten::V,увійти,进入
834,kommen::V,прийти,来
835,ankommen::V,прибути,到达
836,zurückkommen::V,повернутися,回来
837,bleiben::V,залишитися,停留
838,warten::V,чекати,等
839,erwarten::V,чекати,等候
840,suchen::V,шукати,找
841,finden::V,знайти,找到
842,versuchen::V,випробовувати,尝试
843,vorbereiten::V,підготувати,预备
844,lieben::V,любити,爱
845,mögen::V,любити,喜欢
846,mögen::V,подобатися,喜欢
847,lachen::V,сміятися,笑
848,rühren::V,розчулити,
849,weinen::V,плакати,哭
850,schimpfen::V,лаятися,骂
851,sich ärgern::V,сердитися,生气
852,sich fürchten::V,боятися,害怕
853,fürchten::V,боятися,害怕
854,fliehen::V,тікати,逃走
855,flüchten::V,утекти,逃跑
856,sehen::V,бачити,看
857,anschauen::V,поглянути,注视
858,ansehen::V,дивитися на,注视
859,hören::V,чути,听
