,Concept_ID,sv,ru
141,Ast::N,gren,сук
142,Zweig::N,kvist,ветвь
143,Blatt::N,löv,лист
144,Blatt::N,blad,лист
145,Birke::N,björk,береза
146,Kiefer[Baum]::N,tall,сосна
147,Weide[Baum]::N,pil,ива
148,Weide[Baum]::N,vide,ива
149,Tanne::N,gran,ель
150,Horn::N,horn,рог
151,Feder::N,fjäder,перо
152,Fell::N,fäll,шкура
153,Fell::N,skinn,шкура
154,Flügel::N,vinge,крыло
155,Klaue::N,klöv,коготь
156,Kralle::N,klo,лапа
157,Schwanz::N,svans,хвост
158,Schwanz::N,stjärt,хвост
159,Ei::N,ägg,яйцо
160,Nest::N,rede,гнездо
161,Nest::N,näste,гнездо
162,Bau::N,bo,нора
163,Tier::N,djur,животное
164,Herde::N,flock,стадо
165,Kuh::N,ko,корова
166,Bulle::N,tjur,бык
167,Pferd::N,häst,лошадь
168,Schaf::N,får,овца
169,Schwein::N,svin,свинья
170,Hund::N,hund,собака
171,Katze::N,katt,кошка
172,Bär::N,björn,медведь
173,Eichhörnchen::N,ekorre,белка
174,Elch::N,älg,лось
175,Fuchs::N,räv,лиса
176,Hase::N,hare,заяц
177,Maus::N,mus,мышь
178,Wolf::N,varg,волк
179,Vogel::N,fågel,птица
180,Schwarm::N,svärm,стая
181,Huhn::N,höns,курица
182,Hahn::N,tupp,петух
183,Gans::N,gås,гусь
184,Adler::N,örn,орел
185,Ente::N,anka,утка
186,Eule::N,uggla,сова
187,Kranich::N,trana,журавль
188,Krähe::N,kråka,ворона
189,Kuckuck::N,gök,кукушка
190,Schwan::N,svan,лебедь
191,Fisch::N,fisk,рыба
192,Barsch::N,abborre,окунь
193,Hecht::N,gädda,щука
194,Schlange[Tier]::N,orm,змея
195,Wurm::N,mask,червяк
196,Spinne::N,spindel,паук
197,Ameise::N,myra,муравей
198,Laus::N,lus,вошь
199,Mücke::N,mygga,комар
200,Fliege::N,fluga,муха
201,Schmetterling::N,fjäril,бабочка
202,Beere::N,bär,ягода
203,Apfel::N,äpple,яблоко
204,Pilz::N,svamp,гриб
205,Zwiebel::N,lök,луковица
206,Saat::N,sådd,семя
207,Korn::N,korn,зерно
208,Heu::N,hö,сено
209,Schale::N,skal,шелуха
210,Grube::N,grop,яма
211,Falle::N,fälla,ловушка
212,Schlinge::N,snara,силок
213,Spur::N,spår,след
214,Asche::N,aska,зола
215,Asche::N,aska,пепел
216,Dreck::N,lort,грязь
217,Eisen::N,järn,железо
218,Gold::N,guld,золото
219,Silber::N,silver,серебро
220,Kohle::N,kol,уголь
221,Glas::N,glas,стекло
222,Lehm::N,lera,глина
223,Sand::N,sand,песок
224,Mensch::N,människa,человек
225,Mann::N,man,мужчина
226,Frau::N,kvinna,женщина
227,Kind::N,barn,ребенок
228,Junge::N,pojke,мальчик
229,Mädchen::N,flicka,девочка
230,Familie::N,familj,семья
231,Großvater::N,morfar,дедушка
232,Großmutter::N,farmor,бабушка
233,Eltern::N,föräldrar,родители
234,Vater::N,far,отец
235,Mutter::N,mor,мать
236,Sohn::N,son,сын
237,Tochter::N,dotter,дочь
238,Bruder::N,bror,брат
239,Schwester::N,syster,сестра
240,Onkel::N,morbror,дядя
241,Tante::N,tant,тетя
242,Ehemann::N,äkta man,муж
243,Ehefrau::N,hustru,жена
244,Freude::N,fröjd,радость
245,Freude::N,glädje,радость
246,Gelächter::N,åtlöje,смех
247,Glück::N,lycka,счастье
248,Kummer::N,sorg,горе
249,Wunsch::N,önskan,желание
250,Lust::N,lust,влечение
251,Geist::N,ande,дух
252,Gedanke::N,tanke,мысль
253,Gedächtnis::N,minne,память
254,Verstand::N,förstånd,ум
255,Sinn::N,mening,смысл
256,Sinn::N,betydelse,смысл
257,Grund::N,skäl,повод
258,Grund::N,grund,повод
259,Wahrheit::N,sanning,правда
260,Gespräch::N,samtal,беседа
261,Märchen::N,saga,сказка
262,Erzählung::N,berättelse,рассказ
263,Nachricht::N,meddelande,сообщение
264,Neuigkeit::N,nyhet,новость
265,Name::N,namn,имя
266,Rätsel::N,gåta,загадка
267,Rede::N,tal,речь
268,Sprache::N,språk,язык
269,Stimme::N,stämma,голос
270,Wort::N,ord,слово
271,Zeichen::N,tecken,знак
272,Ruf::N,rop,зов
273,Lärm::N,bråk,шум
274,Lärm::N,oväsen,шум
275,Laut::N,ljud,звук
276,Ton::N,ton,звучание
277,Lied::N,sång,песня
278,Ruhe::N,ro,покой
279,Ruhe::N,lugn,покой
280,Leute::N,folk,люди
281,Volk::N,folk,народ
282,Arbeit::N,arbete,работа
283,Gast::N,gäst,гость
284,Geschenk::N,gåva,подарок
285,Geschenk::N,present,подарок
286,Spiel::N,lek,игра
287,Spiel::N,spel,игра
288,Gesellschaft::N,sällskap,общество
289,Hilfe::N,hjälp,помощь
290,Freund::N,vän,друг
291,Kamerad::N,kamrat,приятель
292,Angelegenheit::N,ärende,дело
293,Angelegenheit::N,angelägenhet,дело
294,Anzahl::N,antal,количество
295,Art::N,art,вид
296,Art::N,slag,вид
297,Stück::N,stycke,кусок
298,Teil::N,del,часть
299,Hälfte::N,halva,половина
300,Kreis::N,krets,круг
301,Kreis::N,cirkel,круг
302,Kreuz::N,kors,крест
303,Kreuz::N,kryss,крест
304,Linie::N,linje,линия
305,Strich::N,streck,черта
306,Abstand::N,avstånd,промежуток
307,Entfernung::N,avstånd,расстояние
308,Gegend::N,trakt,местность
309,Platz::N,plats,пространство
310,Ort::N,plats,место
311,Ort::N,ställe,место
312,Seite::N,sida,сторона
313,Mitte::N,mitt,середина
314,Gegenstand::N,föremål,предмет
315,Sache::N,sak,вещь
316,Rand::N,rand,край
317,Kante::N,kant,ребро
318,Ecke::N,vrå,угол
319,Ecke::N,hörn,угол
320,Spitze::N,spets,кончик
321,Ende::N,ända,конец
322,Loch::N,hål,дыра
323,Winkel::N,vinkel,угол
324,Muster::N,mönster,узор
325,Größe::N,storlek,размер
326,Länge::N,längd,длина
327,Höhe::N,höjd,высота
328,Gewicht::N,tyngd,вес
329,Menge::N,mängd,количество
330,Haufen::N,hög,куча
331,Reihe::N,rad,ряд
332,Boot::N,båt,лодка
333,Ruder::N,åra,весло
334,Schlitten::N,släde,сани
335,Ski::N,skida,лыжа
336,Lagerfeuer::N,lägereld,костер
337,Last::N,last,тяжесть
338,Last::N,börda,тяжесть
339,Gang::N,gång,ход
340,Schritt::N,steg,шаг
341,Norden::N,norr,север
342,Süden::N,söder,юг
343,Westen::N,väster,запад
344,Osten::N,öster,восток
345,Holz::N,trä,древесина
346,Brett::N,bräda,доска
347,Platte::N,platta,плита
348,Stütze::N,stöd,подпорка
349,Stütze::N,stötta,подпорка
350,Stange::N,stång,жердь
351,Stock::N,käpp,палка
352,Stock::N,pinne,палка
353,Stab::N,stav,шест
354,Rohr::N,rör,труба
355,Haus::N,hus,дом
356,Heim::N,hem,дом
357,Ofen::N,ugn,печь
358,Fußboden::N,golv,пол
359,Tisch::N,bord,стол
360,Stuhl::N,stol,стул
361,Wiege::N,vagga,колыбель
362,Bett::N,säng,постель
363,Regal::N,hylla,полка
364,Kiste::N,låda,ящик
365,Fenster::N,fönster,окно
366,Tür::N,dörr,дверь
367,Tor::N,port,ворота
368,Zaun::N,staket,забор
369,Zaun::N,stängsel,забор
370,Dach::N,tak,крыша
371,Leiter::N,stege,лестница
372,Besen::N,kvast,метла
373,Spaten::N,spade,лопата
374,Schaufel::N,skovel,совок
375,Schaufel::N,skyffel,совок
376,Gabel::N,gaffel,вилка
377,Löffel::N,sked,ложка
378,Messer::N,kniv,нож
379,Nagel::N,spik,гвоздь
380,Netz::N,nät,сеть
381,Haken::N,krok,крюк
382,Griff::N,tag,ручка
383,Griff::N,handtag,ручка
384,Schloss::N,las,замок
385,Bild::N,bild,картина
386,Figur::N,figur,фигура
387,Puppe::N,docka,кукла
388,Beutel::N,påse,мешок
389,Bündel::N,bunt,связка
390,Bündel::N,knippa,связка
391,Tasche::N,väska,сумка
392,Eimer::N,hink,ведро
393,Eimer::N,ämbar,ведро
394,Deckel::N,lock,крышка
395,Geschirr::N,servis,посуда
396,Geschirr::N,porslin,посуда
397,Sack::N,säck,мешок
398,Tasse::N,kopp,чашка
399,Topf::N,gryta,кастрюля
400,Topf::N,kastrull,кастрюля
401,Kessel::N,kittel,котел
402,Essen::N,mål,еда
403,Nahrung::N,näring,пища
404,Speise::N,maträtt,блюдо
405,Speise::N,maträtt,кушанье
406,Fleisch::N,kött,мясо
407,Getreide::N,säd,хлеб
408,Getreide::N,spannmål,хлеб
409,Brei::N,gröt,каша
410,Brot::N,bröd,хлеб
411,Scheibe::N,skiva,ломоть
412,Fett::N,fett,жир
413,Butter::N,smör,масло
414,Öl::N,olja,масло
415,Salz::N,salt,соль
416,Suppe::N,soppa,суп
417,Honig::N,honung,мед
418,Milch::N,mjölk,молоко
419,Tee::N,te,чай
420,Leder::N,läder,кожа
421,Wolle::N,ull,шерсть
422,Wolle::N,ylle,шерсть
423,Stoff::N,tyg,ткань
424,Stoff::N,stoff,ткань
425,Nadel::N,nål,игла
426,Faden::N,tråd,нитка
427,Knopf::N,knapp,пуговица
428,Knoten::N,knut,узел
429,Farbe::N,färg,краска
430,Kleidung::N,klädsel,одежда
431,Hemd::N,skjorta,рубашка
432,Kragen::N,krage,воротник
433,Ärmel::N,ärm,рукав
434,Hose::N,byxor,брюки
435,Gürtel::N,bälte,пояс
436,Mütze::N,mössa,шапка
437,Schuh::N,sko,ботинок
438,Stiefel::N,stövel,сапог
439,Ring::N,ring,кольцо
440,Band::N,band,лента
441,Kamm::N,kam,расческа
442,Spiegel::N,spegel,зеркало
443,Riemen::N,rem,ремень
444,Schnur::N,snöre,веревка
445,Leine::N,lina,поводок
446,Decke::N,täcke,одеяло
447,Kissen::N,dyna,подушка
448,Kissen::N,kudde,подушка
449,Tuch::N,sjal,платок
450,Handtuch::N,handduk,полотенце
451,Kraft::N,kraft,сила
452,Stärke::N,styrka,крепость
453,Gesundheit::N,hälsa,здоровье
454,Krankheit::N,sjukdom,болезнь
455,Schmerz::N,smärta,боль
456,Wunde::N,sår,рана
457,Fieber::N,feber,лихорадка
458,Fieber::N,feber,температура
459,Arznei::N,medicin,лекарство
460,Arznei::N,läkemedel,лекарство
461,Brücke::N,bro,мост
462,Brunnen::N,brunn,колодец
463,Weide::N,bete,пастбище
464,Pfad::N,stig,тропа
465,Weg::N,väg,путь
466,Weg::N,väg,дорога
467,Straße::N,gata,улица
468,Straße::N,gata,дорога
469,Dorf::N,by,деревня
470,Stadt::N,stad,город
471,Brief::N,brev,письмо
472,Buch::N,bok,книга
473,Buchstabe::N,bokstav,буква
474,Zeitung::N,tidning,газета
475,Leben::N,liv,жизнь
476,Tod::N,död,смерть
477,Grab::N,grav,могила
478,Kirche::N,kyrka,церковь
479,Sünde::N,synd,грех
480,Gott::N,gud,бог
481,Arbeiter::N,arbetare,рабочий
482,Chef::N,chef,начальник
483,Meister::N,mästare,мастер
484,Arzt::N,läkare,врач
485,Lehrer::N,lärare,учитель
486,Geld::N,pengar,деньги
487,Geschäft::N,rörelse,занятие
488,Laden::N,affär,магазин
489,Preis::N,pris,цена
490,Ware::N,vara,товар
491,Nutzen::N,gagn,выгода
492,Nutzen::N,nytta,выгода
493,Reichtum::N,rikedom,богатство
494,Welt::N,värld,мир
495,Land::N,land,страна
496,Staat::N,stat,государство
497,König::N,kung,король
498,König::N,konung,король
499,Macht::N,makt,власть
500,Grenze::N,gräns,граница
501,Krieg::N,krig,война
502,Feind::N,fiende,враг
503,Gewalt::N,våld,насилие
504,Kampf::N,kamp,борьба
505,Kampf::N,strid,борьба
506,Bogen[Waffe]::N,båge,лук
507,Pfeil::N,pil,стрела
508,Gewehr::N,gevär,ружье
509,Fehler::N,fel,ошибка
510,Lüge::N,lögn,ложь
511,Schaden::N,skada,вред
512,Unglück::N,otur,беда
513,Unglück::N,olycka,беда
514,Schuld::N,skuld,вина
515,Alter::N,ålder,возраст
516,Schluss::N,slut,окончание
517,Zeit::N,tid,время
518,Tag::N,dag,день
519,Morgen::N,morgon,утро
520,Mittag::N,middag,полдень
521,Abend::N,kväll,вечер
522,Nacht::N,natt,ночь
523,Woche::N,vecka,неделя
524,Monat::N,månad,месяц
525,Jahr::N,år,год
526,Frühling::N,vår,весна
527,Sommer::N,sommar,лето
528,Herbst::N,höst,осень
529,Winter::N,vinter,зима
530,Januar::N,januari,январь
531,Februar::N,februari,февраль
532,März::N,mars,март
533,April::N,april,апрель
534,Mai::N,maj,май
535,Juni::N,juni,июнь
536,Juli::N,juli,июль
537,August::N,augusti,август
538,September::N,september,сентябрь
539,Oktober::N,oktober,октябрь
540,November::N,november,ноябрь
541,Dezember::N,december,декабрь
542,Montag::N,måndag,понедельник
543,Dienstag::N,tisdag,вторник
544,Mittwoch::N,onsdag,среда
545,Donnerstag::N,torsdag,четверг
546,Freitag::N,fredag,пятница
547,Samstag::N,lördag,суббота
548,Sonntag::N,söndag,воскресенье
549,groß::A,stor,большой
550,klein::A,liten,маленький
551,lang::A,lång,длинный
552,kurz::A,kort,короткий
553,breit::A,bred,широкий
554,schmal::A,smal,узкий
555,dicht::A,tät,густой
556,dick[Gegenstand]::A,tjock,толстый
557,dünn::A,tunn,тонкий
558,fein::A,fin,тонкий
559,fest::A,fast,крепкий
560,flach::A,platt,плоский
561,glatt::A,glatt,гладкий
562,hart::A,hård,твердый
563,weich::A,mjuk,мягкий
564,rund::A,rund,круглый
565,spitz::A,toppig,остроконечный
566,spitz::A,spetsig,остроконечный
567,scharf::A,vass,острый
568,scharf::A,skarp,острый
569,stumpf::A,slö,тупой
570,schwer::A,tung,тяжелый
571,schön::A,skön,красивый
572,schön::A,vacker,красивый
573,heiß::A,het,жаркий
574,warm::A,varm,теплый
575,kalt::A,kall,холодный
576,kühl::A,sval,прохладный
577,kühl::A,kylig,прохладный
578,frisch::A,färsk,свежий
579,feucht::A,fuktig,влажный
580,nass::A,våt,мокрый
581,trocken::A,torr,сухой
582,voll::A,full,полный
583,voll::A,full,наполненный
584,leer::A,tom,пустой
585,offen::A,öppen,открытый
586,geschlossen::A,stängd,закрытый
587,sauber::A,ren,чистый
588,schmutzig::A,snuskig,грязный
589,roh::A,rå,сырой
590,reif::A,mogen,зрелый
591,lecker::A,läcker,вкусный
592,süß::A,söt,сладкий
593,bitter::A,besk,горький
594,bitter::A,bitter,горький
595,sauer::A,sur,кислый
596,hell::A,ljus,светлый
597,dunkel::A,mörk,темный
598,schwarz::A,svart,черный
599,weiß::A,vit,белый
600,rot::A,röd,красный
601,gelb::A,gul,желтый
602,blau::A,blå,синий
603,grün::A,grön,зеленый
604,grau::A,grå,серый
605,bunt::A,brokig,пестрый
606,billig::A,billig,дешевый
607,teuer::A,dyr,дорогой
608,wertvoll::A,värdefull,ценный
609,blind::A,blind,слепой
610,taub::A,döv,глухой
611,kräftig::A,kraftig,могучий
612,stark::A,stark,сильный
613,schwach::A,svag,слабый
614,fett::A,fet,жирный
615,schlank::A,slank,стройный
616,hübsch::A,snygg,прелестный
617,hübsch::A,vacker,прелестный
618,böse::A,ond,злой
619,böse::A,elak,злой
620,dumm::A,dum,глупый
621,faul::A,lat,ленивый
622,fleißig::A,flitig,прилежный
623,geizig::A,snål,жадный
624,geizig::A,girig,жадный
625,klug::A,klok,умный
626,geschickt::A,händig,искусный
627,geschickt::A,skicklig,искусный
628,lieb::A,kär,милый
629,lieb::A,snäll,милый
630,lustig::A,rolig,веселый
631,lustig::A,lustig,веселый
632,sanft::A,mild,нежный
633,hungrig::A,hungrig,голодный
634,krank::A,sjuk,больной
635,nackt::A,naken,голый
636,traurig::A,ledsen,грустный
637,traurig::A,sorgsen,грустный
638,lebendig::A,levande,живой
639,gut::A,bra,хороший
640,schlecht::A,dålig,плохой
641,richtig::A,riktig,правильный
642,schlimm::A,illa,отвратительный
643,schlimm::A,illa,мерзкий
644,wahr::A,sann,настоящий
645,alt::A,gammal,старый
646,neu::A,ny,новый
647,ehemalig::A,forn,бывший
648,ehemalig::A,tidigare,бывший
649,alt[Lebewesen]::A,gammal,пожилой
650,jung::A,ung,молодой
651,arm::A,fattig,бедный
652,reich::A,rik,богатый
653,bekannt::A,känd,знакомый
654,berühmt::A,berömd,знаменитый
655,fremd::A,främmande,чужой
656,verschieden::A,åtskillig,разный
657,nah::A,nära,близкий
658,fern::A,fjärran,далекий
659,linker::A,vänster,левый
660,rechter::A,höger,правый
661,anderer::A,annan,другой
662,erster::A,första,первый
663,zweiter::A,andra,второй
664,dritter::A,tredje,третий
665,letzter::A,sist,последний
666,allein::ADV,allena,один
667,auf einmal::ADV,på en gång,сразу
668,zusammen::ADV,tillsammans,вместе
669,lange::ADV,länge,долго
670,plötzlich::ADV,plötsligt,вдруг
671,sofort::ADV,strax,тотчас
672,sofort::ADV,genast,тотчас
673,später::ADV,senare,позже
674,jetzt::ADV,nu,сейчас
675,heute::ADV,i dag,сегодня
676,morgen::ADV,i morgon,завтра
677,bald::ADV,snart,скоро
678,dann::ADV,då,потом
679,gestern::ADV,i går,вчера
680,einst::ADV,en gång,однажды
681,damals::ADV,då,тогда
682,damals::ADV,den gången,тогда
683,danach::ADV,därefter,затем
684,vorher::ADV,före,раньше
685,vorher::ADV,förut,раньше
686,zuerst::ADV,först,сперва
687,einmal::ADV,en gång,раз
688,manchmal::ADV,ibland,иногда
689,oft::ADV,ofta,часто
690,immer::ADV,alltid,всегда
691,niemals::ADV,aldrig,никогда
692,hier::ADV,här,здесь
693,hierhin::ADV,hit,сюда
694,von hier::ADV,härifrån,отсюда
695,dort::ADV,där,там
696,dorthin::ADV,dit,туда
697,geradeaus::ADV,rätt fram,прямо
698,vorwärts::ADV,fram,вперед
699,vorwärts::ADV,framåt,вперед
700,rückwärts::ADV,baklänges,назад
701,zurück::ADV,tillbaka,обратно
702,unten::ADV,nere,внизу
703,unten::ADV,nedanför,внизу
704,hinab::ADV,ned,вниз
705,hinab::ADV,nedåt,вниз
706,oben::ADV,ovan,наверху
707,oben::ADV,ovanpå,наверху
708,hinauf::ADV,upp,вверх
709,hinauf::ADV,uppåt,вверх
710,überall::ADV,överallt,везде
711,nicht::ADV,ej,не
712,nicht::ADV,inte,не
713,ein wenig::ADV,litet,немного
714,kaum::ADV,knappt,едва
715,kaum::ADV,knappast,едва
716,sehr::ADV,mycket,очень
717,so::ADV,så,так
718,noch::ADV,än,еще
719,noch::ADV,ännu,еще
720,nur::ADV,bara,только
721,nur::ADV,endast,только
722,schon::ADV,redan,уже
723,wieder::ADV,åter,опять
724,vergebens::ADV,förgäves,напрасно
725,vor::PRP,utanför,перед
726,hinter::PRP,bakom,за
727,hinter::PRP,bakom,позади
728,unter::PRP,under,под
729,durch::PRP,genom,сквозь
730,durch::PRP,igenom,сквозь
731,neben::PRP,bredvid,возле
732,neben::PRP,vid sidan av,возле
733,zwischen::PRP,mellan,между
734,wegen::PRP,på grund av,из-за
735,dies::PRN,detta,это
736,das::PRN,det,то
737,alles::PRN,allt,все
738,ich::PRN,jag,я
739,du::PRN,du,ты
740,er::PRN,han,он
741,wir::PRN,vi,мы
742,ihr::PRN,ni,вы
743,sie::PRN,de,они
744,was::FPRN,vad,что
745,wer::FPRN,vem,кто
746,wo::FADV,var,где
747,wohin::FADV,vart,куда
748,wie::FADV,hur,как
749,warum::FADV,varför,почему
750,wieviel::FNUM,hur mycket,сколько
751,eins::NUM,en,один
752,eins::NUM,ett,один
753,zwei::NUM,två,два
754,drei::NUM,tre,три
755,vier::NUM,fyra,четыре
756,fünf::NUM,fem,пять
757,sechs::NUM,sex,шесть
758,sieben::NUM,sju,семь
759,acht::NUM,åtta,восемь
760,neun::NUM,nio,девять
761,zehn::NUM,tio,десять
762,elf::NUM,elva,одиннадцать
763,zwölf::NUM,tolv,двенадцать
764,zwanzig::NUM,tjugo,двадцать
765,dreißig::NUM,trettio,тридцать
766,vierzig::NUM,fyrtio,сорок
767,fünfzig::NUM,femtio,пятьдесят
768,sechzig::NUM,sextio,шестьдесят
769,siebzig::NUM,sjuttio,семьдесят
770,achtzig::NUM,åttio,восемьдесят
771,neunzig::NUM,nittio,девяносто
772,hundert::NUM,hundra,сто
773,tausend::NUM,tusen,тысяча
774,und::CNJ,och,и
775,oder::CNJ,eller,или
776,oder::CNJ,eller,либо
777,stehen::V,stå,стоять
778,sitzen::V,sitta,сидеть
779,liegen::V,ligga,лежать
780,hängen::V,hänga,висеть
781,werden::V,bli,стать
782,passieren::V,ske,случиться
783,passieren::V,hända,случиться
784,beginnen::V,börja,начаться
785,enden::V,ända,кончиться
786,wechseln::V,växla,меняться
787,aufgehen[Sonne]::V,gå upp,взойти
788,untergehen[Sonne]::V,gå ned,зайти
789,scheinen[Sonne]::V,skina,светить
790,donnern::V,dundra,греметь
791,wehen::V,blåsa,дуть
792,strömen::V,forsa,литься
793,strömen::V,strömma,литься
794,fließen::V,flyta,течь
795,sich drehen::V,snurra,вращаться
796,schwanken::V,vackla,колебаться
797,schwingen::V,svinga,качаться
798,fallen::V,falla,падать
799,brennen::V,brinna,гореть
800,rauchen::V,ryka,дымить
801,regnen::V,regna,дождить
802,gefrieren::V,frysa,замерзнуть
803,tauen::V,töa,таять
804,schmelzen::V,smälta,плавиться
805,trocknen::V,torka,сохнуть
806,sieden::V,koka,кипеть
807,sieden::V,sjuda,кипеть
808,faulen::V,ruttna,гнить
809,verfaulen::V,ruttna,сгнить
810,reißen::V,brista,рваться
811,versinken::V,sjunka,тонуть
812,vergehen::V,förgå,проходить
813,erscheinen::V,synas,появиться
814,erscheinen::V,visa sig,появиться
815,verschwinden::V,försvinna,исчезнуть
816,sinken::V,sjunka,спадать
817,abnehmen::V,avta,уменьшиться
818,abnehmen::V,minskas,уменьшиться
819,zunehmen::V,tilltaga,увеличиваться
820,steigen::V,stiga,подниматься
821,wachsen::V,växa,расти
822,glänzen::V,glimma,блестеть
823,funkeln::V,tindra,сверкать
824,funkeln::V,gnistra,сверкать
825,lärmen::V,bråka,шуметь
826,lärmen::V,väsnas,шуметь
827,läuten::V,ringa,звонить
828,klingeln::V,ringa,звонить
829,klirren::V,klirra,звякать
830,brausen::V,brusa,бушевать
831,rauschen::V,susa,шелестеть
832,klingen::V,låta,звучать
833,klingen::V,klinga,звучать
834,bellen::V,skälla,лаять
835,heulen::V,yla,выть
836,heulen::V,tjuta,выть
837,blasen::V,blåsa,дунуть
838,pfeifen::V,vissla,свистеть
839,schreien::V,skrika,кричать
840,stöhnen::V,stöna,стонать
841,zittern::V,darra,дрожать
842,zittern::V,skälva,дрожать
843,leben::V,leva,жить
844,geboren werden::V,födas,родиться
845,atmen::V,andas,дышать
846,trinken::V,dricka,пить
847,essen::V,äta,есть
848,essen::V,äta,кушать
849,schlucken::V,svälja,глотать
850,müde werden::V,tröttna,устать
851,einschlafen::V,somna,заснуть
852,schlafen::V,sova,спать
853,aufwachen::V,vakna,проснуться
854,aufstehen::V,stiga upp,встать
855,sich erholen::V,repa sig,отдыхать
856,sich erholen::V,hämta sig,отдыхать
857,krank werden::V,insjukna,заболеть
858,krank sein::V,vara sjuk,болеть
859,schmerzen::V,smärta,болеть
860,schmerzen::V,göra ont,болеть
861,husten::V,hosta,кашлять
862,genesen::V,tillfriskna,поправиться
863,sterben::V,dö,умереть
