,Concept_ID,ar,sl
195,Laus::N,قملة,úš
196,Mücke::N,ناموسة,komár
197,Fliege::N,ذبابة,múha
198,Schmetterling::N,فراشة,metúlj
199,Beere::N,حبة,jágoda
200,Apfel::N,تفاح,jábolko
201,Pilz::N,فطر,góba
202,Zwiebel::N,بصل,čebúla
203,Saat::N,زرع,séme
204,Korn::N,حبة,zŕno
205,Heu::N,دريس,senó
206,Schale::N,قشرة,lupína
207,Grube::N,نقرة,jáma
208,Falle::N,فخ,pást
209,Falle::N,مصيدة,pást
210,Schlinge::N,عروة,zánka
211,Schlinge::N,عروة,pêtlja
212,Spur::N,أثر,sléd
213,Asche::N,رماد,pepél
214,Dreck::N,قذر,bláto
215,Eisen::N,حديد,želézo
216,Gold::N,ذهب,zlató
217,Silber::N,فضة,srebró
218,Kohle::N,فحم,ógel
219,Glas::N,زجاج,stêklo
220,Lehm::N,طين,ílo
221,Sand::N,رمل,pések
222,Mensch::N,إنسان,člôvek
223,Mann::N,رجل,móž
224,Mann::N,رجل,môški
225,Frau::N,امرأة,gospá
226,Frau::N,امرأة,žénska
227,Kind::N,طفل,déte
228,Kind::N,طفل,otròk
229,Junge::N,ولد,fànt
230,Junge::N,ولد,déček
231,Mädchen::N,بنت,deklè
232,Mädchen::N,بنت,déklica
233,Familie::N,عائلة,družína
234,Großvater::N,جد,dèd
235,Großvater::N,جد,dédek
236,Großmutter::N,جدة,bábica
237,Eltern::N,أبوان,stárši
238,Eltern::N,والدان,stárši
239,Vater::N,أب,ôče
240,Mutter::N,أم,máma
241,Sohn::N,إبن,sín
242,Tochter::N,بنت,hčí
243,Tochter::N,بنت,hčérka
244,Tochter::N,إبنة,hčí
245,Tochter::N,إبنة,hčérka
246,Bruder::N,أخ,bràt
247,Bruder::N,شقيق,bràt
248,Schwester::N,أخت,sêstra
249,Onkel::N,عم,újec
250,Onkel::N,عم,stríc
251,Tante::N,عمة,têta
252,Tante::N,عمة,strína
253,Ehemann::N,زوج,móž
254,Ehemann::N,زوج,sopróg
255,Ehefrau::N,زوجة,žêna
256,Ehefrau::N,زوجة,sopróga
257,Freude::N,فرح,rádost
258,Freude::N,فرح,vesêlje
259,Freude::N,سرور,rádost
260,Freude::N,سرور,vesêlje
261,Gelächter::N,قهقهة,sméh
262,Gelächter::N,قهقهة,grohòt
263,Glück::N,سعادة,sréča
264,Kummer::N,غم,gorjé
265,Wunsch::N,منية,žêlja
266,Lust::N,شهوة,poželênje
267,Geist::N,روح,dúša
268,Gedanke::N,فكرة,mísel
269,Gedächtnis::N,ذاكرة,pámet
270,Verstand::N,عقل,
271,Sinn::N,معنى,pomèn
272,Sinn::N,معنى,smísel
273,Grund::N,سبب,vzròk
274,Wahrheit::N,حقيقة,resníca
275,Gespräch::N,محادثة,pogóvor
276,Märchen::N,خرافة,právljica
277,Erzählung::N,قصة,povést
278,Erzählung::N,حكاية,povést
279,Nachricht::N,خبر,sporočílo
280,Neuigkeit::N,خبر جديد,novóst
281,Name::N,اسم,imé
282,Rätsel::N,لغز,ugánka
283,Rede::N,خطبة,góvor
284,Sprache::N,لغة,jêzik
285,Stimme::N,صوت,glás
286,Wort::N,كلمة,beséda
287,Zeichen::N,رمز,znák
288,Zeichen::N,إشارة,znák
289,Ruf::N,نداء,klíc
290,Lärm::N,صخب,hrúp
291,Lärm::N,صخب,trúšč
292,Lärm::N,ضجة,hrúp
293,Lärm::N,ضجة,trúšč
294,Laut::N,صوت,glás
295,Ton::N,نغمة,tón
296,Lied::N,أغنية,pésem
297,Ruhe::N,هدوء,pokòj
298,Leute::N,ناس,ljudjé
299,Volk::N,شعب,národ
300,Arbeit::N,عمل,délo
301,Gast::N,ضيف,gòst
302,Geschenk::N,هدية,darílo
303,Spiel::N,لعب,ígra
304,Gesellschaft::N,صحبة,drúžba
305,Hilfe::N,عون,pomóč
306,Hilfe::N,مساعدة,pomóč
307,Freund::N,صديق,prijátelj
308,Kamerad::N,زميل,továriš
309,Angelegenheit::N,أمر,zadéva
310,Angelegenheit::N,شأن,zadéva
311,Anzahl::N,عدد,števílo
312,Art::N,نوع,vŕsta
313,Stück::N,قطعة,kós
314,Teil::N,قسم,dél
315,Hälfte::N,نصف,polovíca
316,Kreis::N,دائرة,króg
317,Kreis::N,دائرة,kolobár
318,Kreuz::N,صليب,kríž
319,Linie::N,خط,próga
320,Strich::N,شرطة,čŕta
321,Abstand::N,مسافة,preslédek
322,Entfernung::N,بعد,oddáljenost
323,Gegend::N,ناحية,kràj
324,Gegend::N,ناحية,dežêla
325,Platz::N,فراغ,prôstor
326,Ort::N,مكان,mésto
327,Seite::N,جانب,bòk
328,Seite::N,جانب,strán
329,Mitte::N,وسط,sredína
330,Gegenstand::N,موضوع,prédmet
331,Sache::N,شيء,réč
332,Sache::N,شيء,stvár
333,Rand::N,حافة,kràj
334,Kante::N,حافة,rób
335,Ecke::N,ركن,vogál
336,Spitze::N,سن,óst
337,Ende::N,طرف,kônec
338,Loch::N,ثقب,lúknja
339,Winkel::N,زاوية,kót
340,Muster::N,عينة,vzórec
341,Größe::N,حجم,veličína
342,Länge::N,طول,dolžína
343,Höhe::N,علو,vršína
344,Höhe::N,ارتفاع,vršína
345,Gewicht::N,وزن,téža
346,Menge::N,كمية,količína
347,Haufen::N,كوم,kùp
348,Haufen::N,كوم,kopíca
349,Reihe::N,صف,níz
350,Reihe::N,صف,vŕsta
351,Boot::N,قارب,čóln
352,Boot::N,زورق,čóln
353,Ruder::N,مجذاف,vêslo
354,Schlitten::N,مزلقة,saní
355,Ski::N,زلاجة,smučí
356,Lagerfeuer::N,نار المخيم,táborni ôgenj
357,Last::N,حمل,tôvor
358,Gang::N,مشية,hòd
359,Schritt::N,خطوة,korák
360,Norden::N,شمال,séver
361,Süden::N,جنوب,júg
362,Westen::N,غرب,zapàd
363,Osten::N,شرق,vzhòd
364,Holz::N,خشب,lés
365,Brett::N,لوح,deskà
366,Platte::N,صفيحة,plôča
367,Stütze::N,سند,opóra
368,Stütze::N,سند,zaslómba
369,Stütze::N,دعامة,opóra
370,Stütze::N,دعامة,zaslómba
371,Stange::N,عود,gréd
372,Stock::N,عصا,pálica
373,Stab::N,قضيب,pálica
374,Rohr::N,أنبوبة,cév
375,Haus::N,دار,híša
376,Haus::N,بيت,híša
377,Heim::N,بيت,dóm
378,Heim::N,مسكن,dóm
379,Ofen::N,مدفأة,péč
380,Fußboden::N,أرضية,pòd
381,Tisch::N,مائدة,míza
382,Stuhl::N,كرسي,stòl
383,Wiege::N,مهد,zíbel
384,Bett::N,سرير,póstelja
385,Regal::N,رف,políca
386,Kiste::N,صندوق,zabòj
387,Fenster::N,شباك,ôkno
388,Fenster::N,نافذة,ôkno
389,Tür::N,باب,vráta
390,Tor::N,بوابة,velíka vráta
391,Zaun::N,سياج,ográja
392,Dach::N,سطح,stréha
393,Leiter::N,سلم,léstev
394,Besen::N,مكنسة,mêtla
395,Spaten::N,مسحاة,lopáta
396,Schaufel::N,مجرفة,lopáta
397,Gabel::N,شوكة,vílice
398,Löffel::N,ملعقة,žlíca
399,Messer::N,سكين,nòž
400,Nagel::N,مسمار,žebèlj
401,Netz::N,شبكة,mréža
402,Haken::N,خطاف,kljúka
403,Haken::N,صنارة,kljúka
404,Griff::N,قبضة,ročáj
405,Griff::N,قبضة,oprijèm
406,Schloss::N,قفل,ključávnica
407,Bild::N,صورة,slíka
408,Figur::N,تمثال,figúra
409,Figur::N,تمثال,postáva
410,Puppe::N,دمية,lútka
411,Beutel::N,كيس,môšnja
412,Bündel::N,ربطة,cúla
413,Bündel::N,ربطة,svéženj
414,Tasche::N,شنطة,tórba
415,Tasche::N,شنطة,tobôlec
416,Tasche::N,محفظة,tórba
417,Tasche::N,محفظة,tobôlec
418,Eimer::N,سطل,vêdro
419,Eimer::N,جردل,vêdro
420,Deckel::N,سداد,pokròv
421,Deckel::N,سداد,poklópec
422,Geschirr::N,أوان,posóda
423,Sack::N,زكيبة,vréča
424,Tasse::N,فنجان,skodélica
425,Topf::N,قدر,lônec
426,Topf::N,طنجرة,lônec
427,Kessel::N,قدر,kôtel
428,Kessel::N,غلاية,kôtel
429,Essen::N,طعام,hrána
430,Nahrung::N,غذاء,živílo
431,Speise::N,أكل,jéd
432,Fleisch::N,لحم,mesó
433,Getreide::N,حبوب,žíto
434,Brei::N,عصيدة,káša
435,Brot::N,خبز,krùh
436,Scheibe::N,شريحة,réženj
437,Fett::N,سمن,mást
438,Fett::N,سمن,maščôba
439,Butter::N,زبدة,máslo
440,Öl::N,زيت,ólje
441,Salz::N,ملح,sól
442,Suppe::N,حساء,júha
443,Suppe::N,شربة,júha
444,Honig::N,عسل,méd
445,Milch::N,حليب,mléko
446,Tee::N,شاي,čáj
447,Leder::N,جلد,úsnje
448,Wolle::N,صوف,vólna
449,Stoff::N,قماش,blagó
450,Nadel::N,إبرة,ígla
451,Faden::N,خيط,nít
452,Knopf::N,زر,gúmb
453,Knoten::N,عقدة,vôzel
454,Farbe::N,صبغة,bárva
455,Kleidung::N,ملابس,obléka
456,Hemd::N,قميص,srájca
457,Kragen::N,ياقة,ovrátnik
458,Ärmel::N,كم,rokáv
459,Hose::N,سروال,hláče
460,Hose::N,بنطلون,hláče
461,Gürtel::N,حزام,pás
462,Mütze::N,طاقية,kápa
463,Mütze::N,طاقية,čépica
464,Schuh::N,حذاء,čévelj
465,Stiefel::N,جزمة,škórenj
466,Stiefel::N,حذاء طويل,škórenj
467,Ring::N,حلقة,pŕstan
468,Band::N,شريط,trák
469,Kamm::N,مشط,glavník
470,Spiegel::N,مرآة,zrcálo
471,Spiegel::N,مرآة,ogledálo
472,Riemen::N,سير,jêrmen
473,Schnur::N,حبل,vŕvca
474,Schnur::N,دوبارة,vŕvca
475,Leine::N,قيد,konôpec
476,Decke::N,بطانية,odéja
477,Kissen::N,وسادة,blazína
478,Tuch::N,منديل,pŕt
479,Tuch::N,منديل,rúta
480,Handtuch::N,فوطة,brisáča
481,Handtuch::N,منشفة,brisáča
482,Kraft::N,قدرة,síla
483,Stärke::N,قوة,jákost
484,Gesundheit::N,صحة,zdrávje
485,Krankheit::N,مرض,bolézen
486,Schmerz::N,ألم,ból
487,Schmerz::N,ألم,bolečína
488,Schmerz::N,وجع,ból
489,Schmerz::N,وجع,bolečína
490,Wunde::N,جرح,rána
491,Fieber::N,حمى,vročína
492,Arznei::N,دواء,lék
493,Arznei::N,دواء,zdravílo
494,Brücke::N,جسر,móst
495,Brunnen::N,بئر,vodnják
496,Weide::N,مرعى,páša
497,Pfad::N,درب,stezà
498,Weg::N,سكة,pót
499,Straße::N,طريق,césta
500,Dorf::N,قرية,vás
501,Stadt::N,مدينة,mésto
502,Brief::N,خطاب,písmo
503,Brief::N,مكتوب,písmo
504,Buch::N,كتاب,knjíga
505,Buchstabe::N,حرف,čŕka
506,Zeitung::N,جريدة,čásnik
507,Leben::N,عيش,življênje
508,Leben::N,حياة,življênje
509,Tod::N,موت,smŕt
510,Tod::N,وفاة,smŕt
511,Grab::N,قبر,gròb
512,Kirche::N,كنيسة,cérkev
513,Sünde::N,خطيئة,gréh
514,Gott::N,إله,bóg
515,Arbeiter::N,عامل,délavec
516,Chef::N,رئيس,šéf
517,Meister::N,أسطى,mójster
518,Arzt::N,طبيب,zdravník
519,Lehrer::N,مدرس,učítelj
520,Geld::N,نقود,denár
521,Geschäft::N,صفقة,kupčíja
522,Laden::N,دكان,trgovína
523,Preis::N,سعر,céna
524,Ware::N,بضاعة,róba
525,Nutzen::N,فائدة,príd
526,Reichtum::N,غنى,bogástvo
527,Reichtum::N,ثروة,bogástvo
528,Welt::N,عالم,svét
529,Welt::N,دنيا,svét
530,Land::N,بلد,dežêla
531,Staat::N,دولة,držáva
532,König::N,ملك,králj
533,Macht::N,سلطة,oblást
534,Grenze::N,حدود,mêja
535,Krieg::N,حرب,vôjna
536,Feind::N,عدو,sovrážnik
537,Gewalt::N,عنف,nasílje
538,Kampf::N,قتال,bòj
539,Kampf::N,قتال,bórba
540,Bogen[Waffe]::N,قوس,lók
541,Pfeil::N,سهم,puščíca
542,Gewehr::N,بندقية,púška
543,Fehler::N,خطأ,zmóta
544,Lüge::N,كذب,láž
545,Schaden::N,تلف,okvára
546,Unglück::N,نحس,nesréča
547,Schuld::N,ذنب,krívda
548,Alter::N,سن,dôba
549,Alter::N,عمر,dôba
550,Schluss::N,ختام,kônec
551,Schluss::N,نهاية,kônec
552,Zeit::N,وقت,čàs
553,Tag::N,يوم,dán
554,Morgen::N,صباح,jútro
555,Mittag::N,ظهر,póldan
556,Abend::N,مساء,večér
557,Nacht::N,ليلة,nóč
558,Woche::N,أسبوع,téden
559,Monat::N,شهر,mésec
560,Jahr::N,عام,léto
561,Jahr::N,سنة,léto
562,Frühling::N,ربيع,pomlád
563,Sommer::N,صيف,polétje
564,Herbst::N,خريف,jesén
565,Winter::N,شتاء,zíma
566,Januar::N,يناير,jánuar
567,Januar::N,كانون الثاني,jánuar
568,Februar::N,شباط,fébruar
569,Februar::N,فبراير,fébruar
570,März::N,آذار,márec
571,März::N,مارس,márec
572,April::N,نيسان,apríl
573,Mai::N,مايو,máj
574,Juni::N,يونيو,júnij
575,Juni::N,حزيران,júnij
576,Juli::N,تموز,júlij
577,Juli::N,يوليو,júlij
578,August::N,آب,avgúst
579,August::N,أغسطس,avgúst
580,September::N,أيلول,septêmber
581,September::N,سبتمبر,septêmber
582,Oktober::N,أكتوبر,október
583,Oktober::N,تشرين الأول,október
584,November::N,نوفمبر,novêmber
585,November::N,تشرين الثاني,novêmber
586,Dezember::N,ديسمبر,decémber
587,Dezember::N,كانون الأول,decémber
588,Montag::N,يوم الاثنين,ponedéljek
589,Dienstag::N,يوم الثلاثاء,tôrek
590,Mittwoch::N,يوم الأربعاء,sréda
591,Donnerstag::N,يوم الخميس,četŕtek
592,Freitag::N,يوم الجمعة,pétek
593,Samstag::N,يوم السبت,sobóta
594,Sonntag::N,يوم الأحد,nedélja
595,groß::A,كبير,vêlik
596,klein::A,صغير,májhen
597,lang::A,طويل,dólg
598,kurz::A,قصير,krátek
599,breit::A,واسع,širòk
600,schmal::A,ضيق,ózek
601,dicht::A,كث,góst
602,dicht::A,كثيف,góst
603,dick[Gegenstand]::A,غليظ,dêbel
604,dünn::A,رفيع,tánek
605,fein::A,رقيق,drôben
606,fest::A,متين,tŕden
607,flach::A,سهل,plán
608,flach::A,سهل,plòsk
609,flach::A,منبسط,plán
610,flach::A,منبسط,plòsk
611,glatt::A,ناعم,gládek
612,hart::A,صلب,tŕd
613,hart::A,جامد,tŕd
614,weich::A,لين,mehák
615,rund::A,مستدير,okrógel
616,spitz::A,مدبب,šílast
617,scharf::A,حاد,óster
618,stumpf::A,ثالم,tóp
619,stumpf::A,ثالم,skŕhan
620,schwer::A,ثقيل,têžek
621,schön::A,جميل,lép
622,schön::A,جميل,krásen
623,heiß::A,حار,vròč
624,heiß::A,ساخن,vròč
625,warm::A,دافئ,tôpel
626,kalt::A,بارد,mŕzel
627,kalt::A,بارد,hláden
628,kühl::A,قر,hláden
629,frisch::A,طازج,svéž
630,feucht::A,رطب,vlážen
631,nass::A,مبلول,móker
632,trocken::A,جاف,súh
633,voll::A,ملء,póln
634,leer::A,خال,prázen
635,leer::A,فارغ,prázen
636,offen::A,مفتوح,odpŕt
637,geschlossen::A,مغلق,zapŕt
638,sauber::A,نظيف,číst
639,sauber::A,نظيف,líčen
640,schmutzig::A,قذر,umázan
641,roh::A,نيء,suròv
642,reif::A,ناضج,zrèl
643,lecker::A,لذيذ,okúsen
644,süß::A,حلو,sládek
645,bitter::A,مر,grenák
646,sauer::A,حامض,kísel
647,hell::A,نير,svetèl
648,dunkel::A,مظلم,temèn
649,schwarz::A,أسود,čŕn
650,weiß::A,أبيض,bél
651,rot::A,أحمر,rdèč
652,gelb::A,أصفر,žólt
653,gelb::A,أصفر,rumèn
654,blau::A,أزرق,móder
655,grün::A,أخضر,zelèn
656,grau::A,رمادي,sív
657,bunt::A,ملوب,písan
658,billig::A,رخيص,pocéni
659,teuer::A,غال,drág
660,wertvoll::A,ثمين,dragocén
661,blind::A,أعمى,slép
662,taub::A,أصم,glúh
663,taub::A,أطرش,glúh
664,kräftig::A,قوي,močán
665,stark::A,قوي,ják
666,schwach::A,ضعيف,šíbek
667,fett::A,سمين,dêbel
668,schlank::A,أهيف,vítek
669,hübsch::A,جميل,lép
670,böse::A,رديء,zèl
671,böse::A,رديء,hudôben
672,dumm::A,أبله,glúp
673,dumm::A,أبله,bédast
674,dumm::A,أحمق,glúp
675,dumm::A,أحمق,bédast
676,faul::A,كسلان,lén
677,fleißig::A,مجتهد,marljív
678,geizig::A,بخيل,škŕt
679,klug::A,ذكي,pámeten
680,klug::A,عاقل,pámeten
681,geschickt::A,ماهر,spréten
682,lieb::A,عزيز,míl
683,lieb::A,عزيز,ljúb
684,lustig::A,مرح,vesél
685,sanft::A,حليم,láhek
686,hungrig::A,جائع,láčen
687,krank::A,مريض,bolán
688,nackt::A,عار,nág
689,traurig::A,حزين,túžen
690,lebendig::A,حي,žív
691,gut::A,جيد,dóber
692,schlecht::A,سيء,malopríden
693,richtig::A,صحيح,pravílen
694,schlimm::A,خبيث,húd
695,wahr::A,حق,resníčen
696,alt::A,قديم,stàr
697,neu::A,جديد,nòv
698,ehemalig::A,سابق,nekdánji
699,alt[Lebewesen]::A,مسن,stàr
700,jung::A,شاب,mlád
701,jung::A,صغير,mlád
702,arm::A,فقير,ubóg
703,arm::A,فقير,réven
704,reich::A,غني,bogàt
705,bekannt::A,معلوم,znán
706,berühmt::A,مشهور,sláven
707,berühmt::A,مشهور,znamenít
708,fremd::A,أجنبي,túj
709,verschieden::A,مختلف,razlíčen
710,nah::A,قريب,blížnji
711,fern::A,بعيد,dáleč
712,linker::A,يسار,lévi
713,rechter::A,يمين,désni
714,anderer::A,آخر,drúgi
715,erster::A,أول,pŕvi
716,zweiter::A,ثان,drúgi
717,dritter::A,ثالث,trétji
718,letzter::A,أخير,poslédnji
719,allein::ADV,وحده,sám
720,auf einmal::ADV,بالمرة,obênem
721,zusammen::ADV,معا,skúpaj
722,lange::ADV,مدة طويلة,dólgo
723,plötzlich::ADV,فجأة,náglo
724,plötzlich::ADV,فجأة,nenádoma
725,sofort::ADV,حالا,prècej
726,sofort::ADV,فورا,prècej
727,später::ADV,فيما بعد,poznêje
728,jetzt::ADV,الآن,zdàj
729,jetzt::ADV,حاليا,zdàj
730,heute::ADV,اليوم,dánes
731,morgen::ADV,غدا,jútri
732,bald::ADV,قريبا,kmálu
733,dann::ADV,ثم,nató
734,gestern::ADV,أمس,včéraj
735,gestern::ADV,البارحة,včéraj
736,einst::ADV,قديما,nékdaj
737,damals::ADV,حينئذ,tedàj
738,damals::ADV,حينئذ,takràt
739,danach::ADV,ثم,potèm
740,danach::ADV,بعد ذلك,potèm
741,vorher::ADV,من قبل,poprèj
742,vorher::ADV,قبل ذلك,poprèj
743,zuerst::ADV,أولا,spŕva
744,einmal::ADV,مرة,ênkrat
745,manchmal::ADV,أحيانا,včásih
746,oft::ADV,كثيرا,pogósto
747,immer::ADV,دائما,védno
748,immer::ADV,دائما,zméraj
749,niemals::ADV,لا أبدا,nikdàr
750,hier::ADV,هنا,tù
751,hier::ADV,هنا,túkaj
752,hierhin::ADV,إلى هنا,sèmkaj
753,von hier::ADV,من هنا,od tú
754,dort::ADV,هناك,tàm
755,dorthin::ADV,إلى هناك,tjà
756,geradeaus::ADV,إلى الأمام,rávno napréj
757,vorwärts::ADV,إلى الأمام,napréj
758,rückwärts::ADV,إلى الوراء,zádaj
759,zurück::ADV,عودا,nazáj
760,zurück::ADV,إلى الخلف,nazáj
761,unten::ADV,تحت,dôli
762,unten::ADV,تحت,spôdaj
763,unten::ADV,في الأسفل,dôli
764,unten::ADV,في الأسفل,spôdaj
765,hinab::ADV,إلى تحت,dôl
766,oben::ADV,فوق,gôri
767,oben::ADV,فوق,zgôraj
768,oben::ADV,في الأعلى,gôri
769,oben::ADV,في الأعلى,zgôraj
770,hinauf::ADV,إلى فوق,gôr
771,hinauf::ADV,إلى الأعلى,gôr
772,überall::ADV,في كل مكان,povsód
773,nicht::ADV,لا,ne
774,nicht::ADV,لم,ne
775,ein wenig::ADV,قليلا,málo
776,kaum::ADV,كاد لا,kómaj
777,sehr::ADV,جدا,zeló
778,sehr::ADV,كثيرا,zeló
779,so::ADV,كذا,takó
780,so::ADV,كذلك,takó
781,noch::ADV,ما زال,še
782,nur::ADV,فقط,samó
783,schon::ADV,قد,žè
784,wieder::ADV,من جديد,spét
785,wieder::ADV,مرة أخرى,spét
786,vergebens::ADV,عبثا,zamàn
787,vergebens::ADV,عبثا,zastónj
788,vor::PRP,أمام,pred
789,hinter::PRP,خلف,za
790,hinter::PRP,وراء,za
791,unter::PRP,تحت,pod
792,durch::PRP,عبر,skózi
793,durch::PRP,خلال,skózi
794,neben::PRP,جنب,kràj
