,Concept_ID,kk,hy
234,Mann::N,еркек,մարդ
235,Mann::N,еркек,տղամարդ
236,Mann::N,ер адам,մարդ
237,Mann::N,ер адам,տղամարդ
238,Frau::N,бике,կին
239,Frau::N,қатын,կին
240,Kind::N,бала,զավակ
241,Kind::N,перзент,զավակ
242,Junge::N,бала,տղա
243,Junge::N,ер бала,տղա
244,Mädchen::N,қыз,աղջիկ
245,Familie::N,жанұя,ընտանիք
246,Großvater::N,ата,պապ
247,Großmutter::N,әже,տատ
248,Großmutter::N,әжей,տատ
249,Eltern::N,ата-аналар,ծնողներ
250,Vater::N,әке,հայր
251,Mutter::N,ана,մայր
252,Sohn::N,ұл,որդի
253,Tochter::N,қызым,աղջիկ
254,Tochter::N,қызым,դուստր
255,Bruder::N,бауырым,եղբայր
256,Schwester::N,әпке,քույր
257,Onkel::N,көке,քեռի
258,Onkel::N,көке,հորեղբայր
259,Tante::N,тәте,մորաքույր
260,Ehemann::N,ер,մարդ
261,Ehemann::N,ер,ամուսին
262,Ehefrau::N,зайып,կին ամուսին
263,Freude::N,қуаныш,ուրախություն
264,Freude::N,сүйініш,ուրախություն
265,Freude::N,шат-думан,ուրախություն
266,Freude::N,қуаныштылық,ուրախություն
267,Gelächter::N,күлу,ծիծաղ
268,Glück::N,бақыт,երջանկություն
269,Glück::N,бақыттылық,երջանկություն
270,Kummer::N,аза,վիշտ
271,Kummer::N,қайғы,վիշտ
272,Kummer::N,қасырет,վիշտ
273,Wunsch::N,мүдде,ցանկություն
274,Lust::N,тәбет,փափագ
275,Lust::N,тәбет,իղձ
276,Lust::N,ынтызар,փափագ
277,Lust::N,ынтызар,իղձ
278,Lust::N,құштарлық,փափագ
279,Lust::N,құштарлық,իղձ
280,Geist::N,рух,ոգի
281,Gedanke::N,ой,միտք
282,Gedächtnis::N,ес,հիշողություն
283,Gedächtnis::N,жады,հիշողություն
284,Gedächtnis::N,ақыл-ес,հիշողություն
285,Verstand::N,ақыл,խելք
286,Verstand::N,парасат,խելք
287,Sinn::N,мән,իմաստ
288,Sinn::N,маныз,իմաստ
289,Sinn::N,мағына,իմաստ
290,Sinn::N,мән-мағына,իմաստ
291,Grund::N,себеп,պատճառ
292,Wahrheit::N,рас,ճշմարտություն
293,Gespräch::N,әңгіме,զրույց
294,Märchen::N,ертеп,պայիկի պատմություն
295,Märchen::N,ертек,պայիկի պատմություն
296,Erzählung::N,әңгіме,պատմվածք
297,Erzählung::N,әңгіме,պատմություն
298,Nachricht::N,хабар,հաղորդագրություն
299,Neuigkeit::N,жаңалық,լուր
300,Neuigkeit::N,жаңалық,նորություն
301,Name::N,ат,անուն
302,Name::N,атау,անուն
303,Rätsel::N,жұмбақ,բարդ խնդիր
304,Rede::N,сөз,ճառ
305,Rede::N,сөз,ելույթ
306,Sprache::N,тіл,լեզու
307,Stimme::N,үн,ձայն
308,Stimme::N,әуен,ձայն
309,Stimme::N,дауыс,ձայն
310,Wort::N,сөз,բառ
311,Zeichen::N,ишара,նշան
312,Ruf::N,айғай,կոչ
313,Ruf::N,айғай,կանչ
314,Lärm::N,айғай-шу,աղմուկ
315,Lärm::N,айғай-ұйғай,աղմուկ
316,Laut::N,дыбыс,հնչյուն
317,Laut::N,дыбыс,ձայն
318,Laut::N,дауыс,հնչյուն
319,Laut::N,дауыс,ձայն
320,Ton::N,әуен,տոն
321,Lied::N,ән,երգ
322,Lied::N,жыр,երգ
323,Lied::N,ән-жыр,երգ
324,Ruhe::N,тыныштық,անդորրություն
325,Leute::N,кісілер,մարդիկ
326,Volk::N,халық,ազգ
327,Arbeit::N,еңбек,գործ
328,Arbeit::N,еңбек,աշխատանք
329,Gast::N,қонақ,հյուր
330,Gast::N,мейман,հյուր
331,Geschenk::N,қадия,նվեր
332,Spiel::N,ойын,խաղ
333,Gesellschaft::N,қауым,ընկերություն
334,Gesellschaft::N,жұртшылық,ընկերություն
335,Hilfe::N,жэрдем,օգնությթուն
336,Freund::N,дос,ընկեր
337,Freund::N,дос,բարեկամ
338,Kamerad::N,дос-жар,ուղեկից
339,Angelegenheit::N,жұмыс,բան
340,Angelegenheit::N,жұмыс,գործ
341,Anzahl::N,сан,քանակ
342,Anzahl::N,сан,գումար
343,Anzahl::N,саны,քանակ
344,Anzahl::N,саны,գումար
345,Art::N,түр,տեսակ
346,Stück::N,тілім,կտոր
347,Teil::N,үлес,մաս
348,Teil::N,бөлшек,մաս
349,Hälfte::N,жарты,կես
350,Kreis::N,шеңбер,շիջանակ
351,Kreuz::N,крест,խաչ
352,Linie::N,сызық,գիծ
353,Strich::N,сызық,գիծ
354,Abstand::N,ара,անջրպետ
355,Abstand::N,аралық,անջրպետ
356,Entfernung::N,аралық,հեռավորություն
357,Gegend::N,өңір,շրջան
358,Platz::N,орны,տարածություն
359,Ort::N,орын,տեղ
360,Ort::N,орын,վայր
361,Seite::N,жақ,կողմ
362,Seite::N,бүйір,կողմ
363,Mitte::N,ортасы,մեջտեղ
364,Gegenstand::N,зат,առարկա
365,Gegenstand::N,нәрсе,առարկա
366,Sache::N,бұйым,բան
367,Rand::N,шет,վերջք
368,Rand::N,шеті,վերջք
369,Kante::N,қыр,եզր
370,Kante::N,қыры,եզր
371,Ecke::N,қыры,անկյուն
372,Ecke::N,бұрыш,անկյուն
373,Spitze::N,ұшы,ծայր
374,Ende::N,аяқ,ծայր
375,Ende::N,соңы,ծայր
376,Loch::N,тесік,անցք
377,Winkel::N,мүйіс,անկյուն
378,Muster::N,мәнер,օրինակ
379,Größe::N,ауқым,մեծություն
380,Größe::N,көлемдік,մեծություն
381,Länge::N,бой,երկարություն
382,Länge::N,ұзындық,երկարություն
383,Höhe::N,жоғарылық,բարձրություն
384,Höhe::N,биіктік,բարձրություն
385,Gewicht::N,салмақ,կշիռ
386,Menge::N,мөлшер,քանակ
387,Haufen::N,үйме,դեզ
388,Haufen::N,үйме,կույտ
389,Haufen::N,үйінді,դեզ
390,Haufen::N,үйінді,կույտ
391,Reihe::N,сап,շարք
392,Reihe::N,сап,կարգ
393,Boot::N,қайық,նավակ
394,Ruder::N,ескек,թի
395,Ruder::N,ескек,թիակ
396,Schlitten::N,шана,բալխիր
397,Ski::N,шаңғы,դահուկ
398,Lagerfeuer::N,алау,բացօդեայ կրակ
399,Last::N,ауырлық,բեռ
400,Last::N,ауыр зат,բեռ
401,Gang::N,жүріс,զբոսանք
402,Schritt::N,адым,քայլ
403,Norden::N,солтүстік,հյուսիս
404,Norden::N,терістік,հյուսիս
405,Süden::N,оңтүстік,հարավ
406,Westen::N,батыс,արեւմուտք
407,Osten::N,күншығыс,արեւելք
408,Holz::N,ағаш,փայտ
409,Holz::N,сүрек,փայտ
410,Brett::N,тақта,տախտակ
411,Platte::N,тақта,թիթեղ
412,Stütze::N,тіреу,նեցուկ
413,Stange::N,қада,ձող
414,Stock::N,сойыл,փայտ
415,Stab::N,сырық,ցուպ
416,Stab::N,сырық,գավազան
417,Rohr::N,құбыр,խողովակ
418,Haus::N,үй,տուն
419,Heim::N,үйлі,տուն
420,Heim::N,шаңырақ,տուն
421,Ofen::N,ошақ,վառարան
422,Ofen::N,пеш,վառարան
423,Fußboden::N,еден,հատակ
424,Tisch::N,үстел,սեղան
425,Stuhl::N,орындық,աթոռ
426,Wiege::N,бесік,օրորոց
427,Bett::N,кереует,անկողին
428,Regal::N,сөре,դարակ
429,Kiste::N,жәшік,տուփ
430,Fenster::N,терезе,պատուհան
431,Tür::N,есік,դուռ
432,Tor::N,дарбаза,դարպաս
433,Zaun::N,дуал,ցանկապատ
434,Dach::N,шатыр,տանիք
435,Dach::N,шатыр,կտուր
436,Leiter::N,саты,սանդուղք
437,Leiter::N,басқыш,սանդուղք
438,Besen::N,сыпырғыш,ավել
439,Spaten::N,күрек,բահ
440,Schaufel::N,қалақ,թի
441,Gabel::N,аша,պատառաքաղ
442,Gabel::N,шанышқы,պատառաքաղ
443,Löffel::N,қасық,գդալ
444,Messer::N,пышақ,դանակ
445,Nagel::N,мық,մեխ
446,Nagel::N,шеге,մեխ
447,Netz::N,керегекөз,ցանց
448,Haken::N,ілмек,կարթ
449,Griff::N,сап,կոթ
450,Griff::N,сап,բռնակ
451,Griff::N,тұтқа,կոթ
452,Griff::N,тұтқа,բռնակ
453,Schloss::N,құлып,կողպեք
454,Schloss::N,бекіткіш,կողպեք
455,Bild::N,сурет,նկար
456,Bild::N,сурет,պատկեր
457,Figur::N,тұлға,քանդակ
458,Figur::N,тұлға,պատկեր
459,Puppe::N,қуыршақ,տիկնիկ
460,Beutel::N,қапшық,տոպրակ
461,Bündel::N,байлам,կապոց
462,Tasche::N,дорба,պայուսակ
463,Eimer::N,шелек,դույլ
464,Deckel::N,жапқыш,կափարիչ
465,Geschirr::N,ыдыс,ամանեղեն
466,Sack::N,қап,պարկ
467,Sack::N,қап,տոպրակ
468,Tasse::N,шыныаяқ,թաս
469,Tasse::N,шыныаяқ,գավաթ
470,Topf::N,кәстрөл,անոթ
471,Kessel::N,қазан,կաթսա
472,Essen::N,ас,կերակուր
473,Nahrung::N,ас,ուտելիք
474,Nahrung::N,тамақ,ուտելիք
475,Speise::N,тағам,խորտիկ
476,Speise::N,тағам,կերակուր
477,Fleisch::N,ет,միս
478,Getreide::N,дәнді,հացահատիկ
479,Brei::N,ботқа,լանդակ
480,Brot::N,күлше,հաց
481,Scheibe::N,тілім,կտոր
482,Scheibe::N,тілім,պատառ
483,Fett::N,май,ճարպ
484,Butter::N,май,կարագ
485,Öl::N,май,ձեթ
486,Salz::N,тұз,աղ
487,Suppe::N,көже,սուպ
488,Suppe::N,көже,ապուր
489,Honig::N,бал,մեղր
490,Milch::N,сүт,կաթ
491,Tee::N,шай,թեյ
492,Leder::N,көн,կաշի
493,Wolle::N,жүн,բուրդ
494,Stoff::N,мата,գործվածք
495,Stoff::N,кездеме,գործվածք
496,Nadel::N,ине,ասեղ
497,Faden::N,жіп,թել
498,Knopf::N,түйме,կոճակ
499,Knoten::N,түйін,հանգույց
500,Farbe::N,рең,ներկ
501,Kleidung::N,киім,հագուստ
502,Hemd::N,жейде,վերնաշապիկ
503,Kragen::N,жаға,օձիք
504,Ärmel::N,жең,թեւք
505,Hose::N,шалбар,շալվար
506,Gürtel::N,белбеу,գոտի
507,Mütze::N,қалпақ,կեպի
508,Schuh::N,кебіс,կոշիկ
509,Stiefel::N,етік,երկարաճիթ կոշիկ
510,Ring::N,жүзік,զնգալ
511,Band::N,таспа,ժապավեն
512,Kamm::N,тарақ,սանր
513,Spiegel::N,айна,հայելի
514,Riemen::N,қайыс,փոկ
515,Schnur::N,жіп,լար
516,Leine::N,тізгін,փոկ
517,Decke::N,көрпе,վերմակ
518,Kissen::N,жастық,բարձ
519,Tuch::N,орамал,թաշկինակ
520,Handtuch::N,сүлгі,սրբիչ
521,Kraft::N,қуат,ուժ
522,Kraft::N,қарқын,ուժ
523,Kraft::N,әл-шама,ուժ
524,Kraft::N,әл-дәрмен,ուժ
525,Stärke::N,әл,պնդություն
526,Stärke::N,әл,ամրություն
527,Stärke::N,күш,պնդություն
528,Stärke::N,күш,ամրություն
529,Gesundheit::N,денсаулык,առողջություն
530,Krankheit::N,ауру,ախտ
531,Krankheit::N,ауру,հիվանդություն
532,Schmerz::N,ауру,ցավ
533,Schmerz::N,ауру,տանջանք
534,Wunde::N,зақым,վերք
535,Wunde::N,жарақат,վերք
536,Fieber::N,безгек,տենդ
537,Fieber::N,қалтырау,տենդ
538,Fieber::N,қызу көтерілуі,տենդ
539,Arznei::N,дәрі,դեղ
540,Arznei::N,дәрі-дәрмек,դեղ
541,Brücke::N,көпір,կամուրջ
542,Brunnen::N,құдық,հոր
543,Brunnen::N,құдық,ջրհոր
544,Weide::N,өріс,արոտավայր
545,Weide::N,жайылым,արոտավայր
546,Pfad::N,жол,արահետ
547,Weg::N,жол,ուղի
548,Straße::N,жол,ճանապարհ
549,Dorf::N,ауыл,գյուղ
550,Stadt::N,қала,քաղաք
551,Stadt::N,шаһар,քաղաք
552,Brief::N,хат,նամակ
553,Brief::N,жазу,նամակ
554,Buch::N,кітап,գիրք
555,Buchstabe::N,әріп,տառ
556,Buchstabe::N,әріп,գիր
557,Buchstabe::N,қаріп,տառ
558,Buchstabe::N,қаріп,գիր
559,Zeitung::N,газет,լրագիր
560,Leben::N,өмір,կյանք
561,Leben::N,тіршілік,կյանք
562,Tod::N,опат,մահ
563,Grab::N,мола,գերեզման
564,Grab::N,мазар,գերեզման
565,Kirche::N,шіркеу,եկեղեցի
566,Sünde::N,күнә,մեղք
567,Gott::N,алла,աստված
568,Gott::N,құдай,աստված
569,Gott::N,тәңірі,աստված
570,Gott::N,пәруардігер,աստված
571,Gott::N,жаратқан тәңірі,աստված
572,Arbeiter::N,жүмысшы,բանվոր
573,Arbeiter::N,жүмысшы,աշխատող
574,Chef::N,басшы,տեր
575,Chef::N,жұмыс басқарушысы,տեր
576,Meister::N,шебер,վարպետ
577,Meister::N,өнерпаз,վարպետ
578,Arzt::N,дәрігер,բժիշկ
579,Lehrer::N,мұғалім,ուսուցիչ
580,Geld::N,пұл,փող
581,Geschäft::N,бизнес,գործ
582,Geschäft::N,бизнес,աշխատանք
583,Laden::N,дүкен,կրպակ
584,Laden::N,дүкен,խանութ
585,Preis::N,ақы,գին
586,Preis::N,құны,գին
587,Preis::N,нарық,գին
588,Ware::N,тауар,ապրանք
589,Nutzen::N,пайда,օգուտ
590,Reichtum::N,бақ-дәулет,հարստություն
591,Welt::N,әлем,աշխարհ
592,Welt::N,жиһан,աշխարհ
593,Land::N,аймақ,երկիր
594,Staat::N,мемлекет,պետություն
595,König::N,патша,արքա
596,König::N,патша,թագավոր
597,Macht::N,өкімет,իշխանություն
598,Macht::N,қожалық,իշխանություն
599,Grenze::N,шек,սահման
600,Krieg::N,соғыс,պատերազմ
601,Feind::N,жау,թշնամի
602,Feind::N,дұшпан,թշնամի
603,Gewalt::N,зорлык,բռնություն
604,Gewalt::N,зорлык,սաստկություն
605,Gewalt::N,зорлық-зомбылык,բռնություն
606,Gewalt::N,зорлық-зомбылык,սաստկություն
607,Kampf::N,күрес,մարտ
608,Kampf::N,алыспақ,մարտ
609,Bogen[Waffe]::N,саржа,աղեղ
610,Pfeil::N,жебе,նետ
611,Gewehr::N,қару,հրացան
612,Fehler::N,әбес,սխալ
613,Fehler::N,қаталық,սխալ
614,Lüge::N,өтірік,սուտ
615,Schaden::N,зиян,վնաս
616,Schaden::N,зарар,վնաս
617,Unglück::N,пәле,դժբախտություն
618,Unglück::N,қасырет,դժբախտություն
619,Unglück::N,ауыртпалық,դժբախտություն
620,Schuld::N,айыптылық,պակասություն
621,Alter::N,жас,հասակ
622,Alter::N,жас шамасы,հասակ
623,Schluss::N,ада,վերջ
624,Schluss::N,ада,վախճան
625,Schluss::N,бітуі,վերջ
626,Schluss::N,бітуі,վախճան
627,Zeit::N,уақыт,ժամանակ
628,Tag::N,күн,օր
629,Morgen::N,таң,առավոտ
630,Morgen::N,таңертең,առավոտ
631,Mittag::N,талтүс,կեսօր
632,Abend::N,кеш,երեկո
633,Nacht::N,түн,գիշեր
634,Woche::N,апта,շաբաթ
635,Monat::N,ай,ամիս
636,Jahr::N,жыл,տարի
637,Frühling::N,көктем,գարուն
638,Sommer::N,жаз,ամառ
639,Herbst::N,күз,աշուն
640,Winter::N,қыс,ձմեռ
641,Januar::N,каңтар,հունվար
642,Februar::N,ақпан,փետրվար
643,März::N,наурыз,մարտ
644,April::N,сәуір,ապրիլ
645,Mai::N,мамыр,մայիս
646,Juni::N,маусым,հունիս
647,Juli::N,шілде,հուլիս
648,August::N,сүмбіле,օգոստոս
649,August::N,тамыз,օգոստոս
650,September::N,қыркүйек,սեպտեմբեր
651,Oktober::N,ақырап,հոկտեմբեր
652,November::N,қараша,նոյեմբեր
653,Dezember::N,желтоқсан,դեկտեմբեր
654,Montag::N,дүйсенбі,երկուշաբթի
655,Dienstag::N,сейсенбі,երեքշաբթի
656,Mittwoch::N,сәрсенбі,չորեքշաբթի
657,Donnerstag::N,бейсенбі,հինգշաբթի
658,Freitag::N,жұма,ուրբաթ
659,Samstag::N,сенбі,շաբաթ
660,Sonntag::N,жексембі,կիրակի
661,groß::A,алпамсадай,մեծ
662,groß::A,алпамсадай,խոշոր
663,klein::A,кішкене,պստիկ
664,klein::A,кішкене,փոքրիկ
665,klein::A,қарғадай,պստիկ
666,klein::A,қарғадай,փոքրիկ
667,lang::A,сопақ,երկար
668,lang::A,сорайған,երկար
669,kurz::A,кеспелтек,կարճ
670,breit::A,айдынды,լայն
671,schmal::A,қысық,նեղ
672,dicht::A,жиі,խիտ
673,dick[Gegenstand]::A,шомбал,հաստ
674,dünn::A,жұқа,բարակ
675,dünn::A,жіңішке,բարակ
676,fein::A,қаңылтақ,նուրբ
677,fest::A,берік,ամուր
678,fest::A,берік,պինդ
679,fest::A,мызғымас,ամուր
680,fest::A,мызғымас,պինդ
681,flach::A,жалпак,տափակ
682,glatt::A,типыл,հարթ
683,hart::A,қатты,կարծր
684,weich::A,жұмсақ,մեղմ
685,weich::A,жұмсақ,փափուկ
686,rund::A,домалақ,կլոր
687,spitz::A,үшкір,սրածայր
688,scharf::A,сүйрік,սուր
689,stumpf::A,доғал,գուլ
690,stumpf::A,өтпейтін,գուլ
691,schwer::A,салмақты,ծանր
692,schön::A,сұлу,սիրուն
693,schön::A,сұлу,գեղեցիկ
694,heiß::A,ыссы,թեժ
695,warm::A,жылы,տաք
696,warm::A,жылы,ջերմ
697,kalt::A,аязды,ցուրտ
698,kühl::A,салқын,զով
699,frisch::A,таза,թարմ
700,frisch::A,жаңа,թարմ
701,feucht::A,нам,ղոնավ
702,feucht::A,дымқылды,ղոնավ
703,nass::A,сулы,թաց
704,trocken::A,құрғақ,ցամաք
705,voll::A,толы,լի
706,voll::A,толы,լիքը
707,leer::A,бос,դատարկ
708,offen::A,ашып қойылған,բաց
709,geschlossen::A,жабулы,գոց
710,sauber::A,дақсыз,մաքուր
711,sauber::A,мұнтаздай,մաքուր
712,schmutzig::A,айғыз,կեղտոտ
713,schmutzig::A,сатпақ,կեղտոտ
714,schmutzig::A,сатал-сатал,կեղտոտ
715,roh::A,шикі,հում
716,reif::A,піскен,հասած
717,reif::A,піскен,հասուն
718,lecker::A,дәмді,համեղ
719,süß::A,тәтті,անուշ
720,bitter::A,ащы,կծու
721,sauer::A,қышқыл,թթու
722,sauer::A,қышқыл,թթված
723,hell::A,жарық,պայծառ
724,hell::A,жарық,խելամիտ
725,hell::A,жарқын,պայծառ
726,hell::A,жарқын,խելամիտ
727,dunkel::A,қараңғы,մութ
728,schwarz::A,қара,սեւ
729,weiß::A,ақ,սպիտակ
730,rot::A,қызыл,կարմիր
731,gelb::A,сары,դեղին
732,blau::A,көк,կապույտ
733,grün::A,жасыл,կանաչ
734,grau::A,бозамық,գորշ
735,bunt::A,алабажак,գոյնզգոյն
736,billig::A,арзан,էժան
737,teuer::A,бағалы,թանկ
