,Concept_ID,kn,ro
95,Regenbogen::N,ಇಂದ್ರಚಾಪ,curcubeu
96,Donner::N,ಗುಡುಗು,tunet
97,Strömung::N,ಪ್ರವಾಹ,curent
98,Tropfen::N,ತೊಟ್ಟು,picătură
99,Schaum::N,ನೊರೆ,spumă
100,Schmutz::N,ಕಸ,murdărie
101,See::N,ಸರೋವರ,lac
102,Sumpf::N,ಜೌಗುಸ್ಥಳ,mlaștină
103,Moor::N,ಬಂಜರು ಭೂಮಿ,bărăgan
104,Wiese::N,ಹುಲ್ಲುಗಾವಲು,fânaț
105,Wiese::N,ಹುಲ್ಲುಗಾವಲು,livadă
106,Wald::N,ಕಾಡು,codru
107,Wald::N,ಕಾಡು,pădure
108,Hügel::N,ಗುಡ್ಡೆ,deal
109,Hügel::N,ಗುಡ್ಡೆ,movilă
110,Anhöhe::N,ದಿಬ್ಬ,deal
111,Anhöhe::N,ದಿಬ್ಬ,ridicătură
112,Berg::N,ಮಲೆ,munte
113,Berg::N,ಪರ್ವತ,munte
114,Gipfel::N,ಶೃಂಗ,pisc
115,Höhle::N,ಗುಹೆ,peșteră
116,Abhang::N,ಇಳಿಜಾರು,pantă
117,Abhang::N,ಇಳಿಜಾರು,versant
118,Quelle::N,ಮೂಲ,izvor
119,Bach::N,ತೊರೆ,gârlă
120,Fluss::N,ನದಿ,râu
121,Fluss::N,ನದಿ,fluviu
122,Ufer::N,ತೀರ,mal
123,Ufer::N,ತೀರ,țărm
124,Küste::N,ದಂಡೆ,coastă
125,Festland::N,ಭೂಮಿ,uscat
126,Meer::N,ಕಡಲು,mare
127,Bucht::N,ಖಾರಿ,golf
128,Insel::N,ದ್ವೀಪ,insulă
129,Blume::N,ಸುಮ,floare
130,Gras::N,ಹುಲ್ಲು,iarbă
131,Wurzel::N,ಬೇರು,rădăcină
132,Baum::N,ಮರ,copac
133,Baum::N,ಮರ,arbore
134,Stamm::N,ಕಾಂಡ,tulpină
135,Rinde::N,ತೂಗಟಿ,scoarță
136,Ast::N,ಶಾಖೆ,cracă
137,Ast::N,ಶಾಖೆ,creangă
138,Zweig::N,ರೆಂಬೆ,ramură
139,Zweig::N,ರೆಂಬೆ,creangă
140,Blatt::N,ಎಲೆ,frunză
141,Birke::N,ಬರ್ಚ್ ಮರ,mesteacăn
142,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pin
143,Weide[Baum]::N,ವಿಲೋಮರ,salcie
144,Weide[Baum]::N,ವಿಲೋಮರ,răchită
145,Tanne::N,ಭದ್ರದಾರು,brad
146,Horn::N,ಕೊಂಬು,corn
147,Feder::N,ಪುಕ್ಕ,pană
148,Fell::N,ರೋಮ,piele
149,Flügel::N,ರೆಕ್ಕೆ,aripă
150,Klaue::N,ಪಂಜ,gheară
151,Kralle::N,ಉಗುರು,labă
152,Kralle::N,ಉಗುರು,gheară
153,Schwanz::N,ಬಾಲ,coadă
154,Ei::N,ಮೊಟ್ಟೆ,ou
155,Nest::N,ಗೂಡು,cuib
156,Bau::N,ಅಡಗುದಾಣ,bârlog
157,Bau::N,ಅಡಗುದಾಣ,vizuină
158,Tier::N,ಪ್ರಾಣಿ,animal
159,Herde::N,ಗುಂಪು,turmă
160,Herde::N,ಗುಂಪು,cireadă
161,Kuh::N,ಹಸು,vacă
162,Bulle::N,ಗೂಳಿ,taur
163,Pferd::N,ಕುದುರೆ,cal
164,Schaf::N,ಕುರಿ,oaie
165,Schwein::N,ಹಂದಿ,porc
166,Hund::N,ನಾಯಿ,câine
167,Katze::N,ಬೆಕ್ಕು,pisică
168,Bär::N,ಕರಡಿ,urs
169,Eichhörnchen::N,ಉಡುತೆ,veveriță
170,Elch::N,ಕಡವೆ,elan
171,Fuchs::N,ನರಿ,vulpe
172,Hase::N,ಮೊಲ,iepure
173,Maus::N,ಇಲಿ,șoarece
174,Wolf::N,ತೋಳ,lup
175,Vogel::N,ಪಕ್ಷಿ,pasăre
176,Schwarm::N,ಗುಂಪು,cârd
177,Huhn::N,ಚಿಕ್,găină
178,Hahn::N,ಹುಂಜ,cocoș
179,Gans::N,ವರಟೆ,gâscă
180,Adler::N,ಗರುಡ,vultur
181,Ente::N,ಬಾತು,rață
182,Eule::N,ಗೂಬೆ,bufniță
183,Kranich::N,ಕೊಕ್ಕರ,cocor
184,Krähe::N,ಕಾಗೆ,cioară
185,Kuckuck::N,ಕೋಗಿಲೆ,cuc
186,Schwan::N,ಹಂಸಪಕ್ಷಿ,lebădă
187,Fisch::N,ಮೀನು,pește
188,Barsch::N,ಪರ್ಚ್ ಮೀನು,biban
189,Hecht::N,ಪೈಕ್ ಮೀನು,știucă
190,Schlange[Tier]::N,ಹಾವು,șarpe
191,Wurm::N,ಹುಳು,vierme
192,Spinne::N,ಊರ್ಣನಾಭ,păianjen
193,Ameise::N,ಇರುವೆ,furnică
194,Laus::N,ಹೇನು,păduche
195,Mücke::N,ಸೊಳ್ಳೆ,țânțar
196,Fliege::N,ನೊಣ,muscă
197,Schmetterling::N,ಪತಂಗ,fluture
198,Beere::N,ನಯವಣ್ಣು,boabă
199,Apfel::N,ಸೇಬು,măr
200,Pilz::N,ಅಣಬೆ,burete
201,Pilz::N,ಅಣಬೆ,ciupercă
202,Zwiebel::N,ನೀರುಳ್ಳಿ,ceapă
203,Saat::N,ಬಿತ್ತ,semănătură
204,Korn::N,ಬೀಜ,grâu
205,Heu::N,ಕರಡ,fân
206,Schale::N,ಹೊಟ್ಟು,coajă
207,Grube::N,ಗುಂಡಿ,groapă
208,Falle::N,ಬೋನು,cursă
209,Falle::N,ಬೋನು,capcană
210,Schlinge::N,ಉರುಲು,laț
211,Spur::N,ಜಾಡು,dâră
212,Asche::N,ಬೂದಿ,cenușă
213,Dreck::N,ಹೊಲಸು,noroi
214,Dreck::N,ಹೊಲಸು,murdărie
215,Eisen::N,ಕಬ್ಬಿಣ,fier
216,Gold::N,ಚಿನ್ನ,aur
217,Silber::N,ಬೆಳ್ಳಿ,argint
218,Kohle::N,ಕಲ್ಲಿದ್ದಲು,cărbune
219,Glas::N,ಗಾಜು,sticlă
220,Lehm::N,ಜೇಡಿಮಣ್ಣು,lut
221,Lehm::N,ಜೇಡಿಮಣ್ಣು,humă
222,Sand::N,ಮರಳು,nisip
223,Mensch::N,ಪುರುಷ,om
224,Mensch::N,ಪುರುಷ,persoană
225,Mann::N,ಆಳು,om
226,Mann::N,ಆಳು,bărbat
227,Frau::N,ಹೆಣ್ಣು,femeie
228,Kind::N,ಮಗು,copil
229,Junge::N,ಹುಡುಗ,băiat
230,Junge::N,ಹುಡುಗ,flăcău
231,Mädchen::N,ಹುಡುಗಿ,fată
232,Familie::N,ಕುಟುಂಬ,familie
233,Großvater::N,ಅಜ್ಜ,bunic
234,Großvater::N,ಅಜ್ಜ,tată mare
235,Großmutter::N,ಅಮ್ಮ,bunică
236,Großmutter::N,ಅಮ್ಮ,mamă mare
237,Eltern::N,ಹೆತ್ತವರು,părinți
238,Vater::N,ತಂದೆ,tată
239,Vater::N,ತಂದೆ,părinte
240,Mutter::N,ಅಮ್ಮ,mamă
241,Sohn::N,ಮಗ ,fiu
242,Sohn::N,ಮಗ ,fecior
243,Tochter::N,ಮಗಳು,fiică
244,Bruder::N,ತಮ್ಮ,frate
245,Schwester::N,ತಂಗಿ,soră
246,Onkel::N,ಸೋದರಮಾವ,unchi
247,Onkel::N,ದೊಡ್ಡಪ್ಪ,unchi
248,Tante::N,ಚಿಕ್ಕಮ್ಮ,mătușă
249,Ehemann::N,ಗಂಡ,soț
250,Ehemann::N,ಗಂಡ,bărbat
251,Ehefrau::N,ಹೆಂಡತಿ,soție
252,Freude::N,ನಲಿವು,bucurie
253,Gelächter::N,ನಗೆ,râset
254,Glück::N,ಆನಂದ,fericire
255,Kummer::N,ದುಃಖ,mâhnire
256,Wunsch::N,ಬಯಕೆ,dorință
257,Wunsch::N,ಬಯಕೆ,deziderat
258,Lust::N,ಇಷ್ಟ,poftă
259,Lust::N,ಇಷ್ಟ,înclinare
260,Geist::N,ಆತ್ಮ,duh
261,Geist::N,ಆತ್ಮ,minte
262,Geist::N,ಆತ್ಮ,suflet
263,Gedanke::N,ಯೋಚನೆ,gând
264,Gedanke::N,ಯೋಚನೆ,cuget
265,Gedächtnis::N,ಸ್ಮರಣೆ,memorie
266,Verstand::N,ಮನಸ್ಸು,minte
267,Verstand::N,ಮನಸ್ಸು,intelect
268,Sinn::N,ಅರ್ಥ,sens
269,Sinn::N,ಅರ್ಥ,înțeles
270,Grund::N,ಕಾರಣ,cauză
271,Grund::N,ಕಾರಣ,pricină
272,Wahrheit::N,ಸತ್ಯ,adevăr
273,Gespräch::N,ಸಂಭಾಷಣೆ,convorbire
274,Gespräch::N,ಸಂಭಾಷಣೆ,conversație
275,Märchen::N,ಸುಳ್ಳು ಕಥೆ,basm
276,Märchen::N,ಸುಳ್ಳು ಕಥೆ,poveste
277,Erzählung::N,ಕಥೆ,poveste
278,Nachricht::N,ಸಂದೇಶ,veste
279,Neuigkeit::N,ಸುದ್ದಿ,noutate
280,Neuigkeit::N,ಸುದ್ದಿ,actualitate
281,Name::N,ಹೆಸರು,nume
282,Rätsel::N,ಒಗಟು,ghicitoare
283,Rede::N,ಮಾತು,discurs
284,Sprache::N,ಭಾಷೆ,limbă
285,Sprache::N,ಭಾಷೆ,limbaj
286,Stimme::N,ಧ್ವನಿ,glas
287,Wort::N,ಮಾತು,cuvânt
288,Zeichen::N,ಗುರುತು,semn
289,Zeichen::N,ಗುರುತು,semnal
290,Ruf::N,ಕೂಗು,chemare
291,Lärm::N,ಸದ್ದು,zgomot
292,Lärm::N,ಸದ್ದು,tărăboi
293,Laut::N,ಶಬ್ದ,sunet
294,Ton::N,ನಾದ,ton
295,Lied::N,ಗಾನ,cântec
296,Ruhe::N,ಶಾಂತಿ,odihnă
297,Ruhe::N,ಶಾಂತಿ,liniște
298,Leute::N,ಮಂದಿ,lume
299,Leute::N,ಮಂದಿ,oameni
300,Volk::N,ಜನಾಂಗ,popor
301,Volk::N,ಜನಾಂಗ,națiune
302,Arbeit::N,ಕೆಲಸ,lucru
303,Gast::N,ಅತಿಥಿ,musafir
304,Geschenk::N,ಕಾಣಿಕೆ,dar
305,Geschenk::N,ಕಾಣಿಕೆ,cadou
306,Spiel::N,ಆಟ,joc
307,Gesellschaft::N,ಸಂಗ,societate
308,Hilfe::N,ಸಹಾಯ,ajutor
309,Freund::N,ಸ್ನೇಹಿತ,amic
310,Freund::N,ಸ್ನೇಹಿತ,prieten
311,Kamerad::N,ಜೊತೆಗಾರ,tovarăș
312,Angelegenheit::N,ವಿಚಾರ,afacere
313,Anzahl::N,ಎಣಿಕೆ,număr
314,Anzahl::N,ಎಣಿಕೆ,cantitate
315,Art::N,ತರ,fel
316,Art::N,ತರ,specie
317,Stück::N,ತುಂಡು,bucată
318,Teil::N,ಭಾಗ,parte
319,Teil::N,ಭಾಗ,porție
320,Hälfte::N,ಅರ್ಧ,jumătate
321,Kreis::N,ವೃತ್ತ,cerc
322,Kreuz::N,ಶಿಲುಬೆ,cruce
323,Linie::N,ರೀಖೆ,linie
324,Strich::N,ಗೀಟು,linie
325,Strich::N,ಗೀಟು,trăsătură
326,Abstand::N,ಅಂತರ,distanță
327,Abstand::N,ಅಂತರ,depărtare
328,Entfernung::N,ದೂರ,distanță
329,Entfernung::N,ದೂರ,depărtare
330,Gegend::N,ವಿಸ್ತೀರ್ಣ,regiune
331,Platz::N,ಅಂತರ,loc
332,Ort::N,ಸ್ಥಳ,loc
333,Seite::N,ಪಕ್ಷ,latură
334,Mitte::N,ನಡು,centru
335,Gegenstand::N,ವಸ್ತು,obiect
336,Sache::N,ವಸ್ತು,lucru
337,Sache::N,ವಸ್ತು,chestie
338,Rand::N,ಅಂಚು,bordură
339,Kante::N,ಅಂಚು,muchie
340,Kante::N,ಅಂಚು,bordură
341,Ecke::N,ಮೂಲೆ,colț
342,Spitze::N,ತುದಿ,vârf
343,Spitze::N,ತುದಿ,creștet
344,Ende::N,ಕೊನೆ,capăt
345,Loch::N,ತೂತು,gaură
346,Winkel::N,ಕೋನ,colț
347,Muster::N,ನಮೂನೆ,desen
348,Größe::N,ಪ್ರಮಾಣ,mărime
349,Länge::N,ಉದ್ದ,lungime
350,Höhe::N,ಎತ್ತರ,înălțime
351,Gewicht::N,ತೂಕ,greutate
352,Menge::N,ಮೊತ್ತ,cantitate
353,Haufen::N,ರಾಶಿ,grămadă
354,Reihe::N,ಸಾಲು,șir
355,Reihe::N,ಸಾಲು,rând
356,Boot::N,ದೋಣಿ,barcă
357,Boot::N,ದೋಣಿ,luntre
358,Ruder::N,ಹುಟ್ಟು,vâslă
359,Ruder::N,ಹುಟ್ಟು,lopată
360,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sanie
361,Ski::N,ಜಾರುಪಟ್ಟಿ,schi
362,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,foc de tabără
363,Last::N,ಹೊರೆ,povară
364,Last::N,ಹೊರೆ,sarcină
365,Gang::N,ತಿರುಗಾಟ,mers
366,Gang::N,ತಿರುಗಾಟ,umblet
367,Schritt::N,ಹೆಜ್ಜೆ,pas
368,Norden::N,ಉತ್ತರ,nord
369,Norden::N,ಉತ್ತರ,miazănoapte
370,Süden::N,ದಕ್ಷಿಣ,sud
371,Süden::N,ದಕ್ಷಿಣ,miazăzi
372,Westen::N,ಪಶ್ಚಿಮ,apus
373,Osten::N,ಮೂಡಲು,est
374,Osten::N,ಮೂಡಲು,răsărit
375,Holz::N,ಚೌಬೀನೆ,lemn
376,Brett::N,ಹಲಗೆ,scândură
377,Platte::N,ಹಲಗೆ,placă
378,Stütze::N,ಆಸರೆ,proptea
379,Stange::N,ಕಂಬ,bară
380,Stange::N,ಕಂಬ,prăjină
381,Stock::N,ಕೋಲು,băț
382,Stock::N,ಕೋಲು,baston
383,Stab::N,ದೊಣ್ಣೆ,baston
384,Stab::N,ದೊಣ್ಣೆ,prăjină
385,Rohr::N,ನಳಿಕೆ,tub
386,Rohr::N,ನಳಿಕೆ,țeavă
387,Haus::N,ಮನೆ,casă
388,Heim::N,ಗೃಹ,casă
389,Heim::N,ಗೃಹ,cămin
390,Ofen::N,ಒಲೆ,sobă
391,Fußboden::N,ನೆಲ,podea
392,Fußboden::N,ನೆಲ,dușumea
393,Tisch::N,ಮೇಜು,masă
394,Stuhl::N,ಕುರ್ಚಿ,scaun
395,Wiege::N,ತೊಟ್ಟಿಲು,leagăn
396,Bett::N,ಹಾಸಿಗೆ,pat
397,Regal::N,ಬೀರು,rafturi
398,Kiste::N,ಪಟ್ಟಿಗೆ,ladă
399,Kiste::N,ಪಟ್ಟಿಗೆ,cutie
400,Fenster::N,ಕಿಟಕಿ,fereastră
401,Tür::N,ಬಾಗಿಲು,ușă
402,Tor::N,ಹೆಬ್ಬಾಗಿಲು,poartă
403,Zaun::N,ಬೇಲಿ,gard
404,Dach::N,ಮಾಳಿಗೆ,acoperiș
405,Leiter::N,ಏಣಿ,scară
406,Besen::N,ಪೊರಕೆ,mătură
407,Spaten::N,ಗುದ್ದಲಿ,cazma
408,Spaten::N,ಗುದ್ದಲಿ,hârleț
409,Schaufel::N,ಸನಿಕೆ,lopată
410,Gabel::N,ಕವಲು,furculiță
411,Löffel::N,ಚಮಚ,lingură
412,Messer::N,ಚಾಕು,cuțit
413,Nagel::N,ಆಣಿ,cui
414,Netz::N,ಬಲೆ,plasă
415,Haken::N,ಕೊಂಡಿ,cârlig
416,Griff::N,ಹಿಡಿ,mâner
417,Schloss::N,ವೀಗ,lacăt
418,Bild::N,ಚಿತ್ರ,tablou
419,Bild::N,ಚಿತ್ರ,imagine
420,Figur::N,ಆಕಾರ,chip
421,Figur::N,ಆಕಾರ,figură
422,Puppe::N,ಗೊಂಬೆ,păpușă
423,Beutel::N,ಸಂಚಿ,pungă
424,Beutel::N,ಸಂಚಿ,săculeț
425,Bündel::N,ಕಟ್ಟು,mănunchi
426,Tasche::N,ಚೀಲ,geantă
427,Eimer::N,ಬಾನೆ,găleată
428,Deckel::N,ಮುಚ್ಚಳ,capac
429,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,vase
430,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,tacâmuri
431,Sack::N,ಮೂಟೆ,sac
432,Tasse::N,ಬಟ್ಟಲು,ceașcă
433,Topf::N,ಮಡಕೆ,oală
434,Kessel::N,ಕೆಟಲ್,cazan
435,Kessel::N,ಕೆಟಲ್,căldare
436,Essen::N,ಊಟ,mâncare
437,Nahrung::N,ಆಹಾರ,hrană
438,Nahrung::N,ಆಹಾರ,aliment
439,Speise::N,ಊಟ,bucate
440,Speise::N,ಊಟ,fel de bucate
441,Fleisch::N,ಮಾಂಸ,carne
442,Getreide::N,ಧಾನ್ಯ,cereale
443,Brei::N,ಗಂಜಿ,pireu
444,Brot::N,ರೊಟ್ಟಿ,pâine
445,Scheibe::N,ಹೋಳು,felie
446,Scheibe::N,ಹೋಳು,bucată
447,Fett::N,ಕೊಬ್ಬು,untură
448,Fett::N,ಕೊಬ್ಬು,grăsime
449,Butter::N,ಬೆಣ್ಣೆ,unt
450,Öl::N,ಎಣ್ಣೆ,ulei
451,Salz::N,ಉಪ್ಪು,sare
452,Suppe::N,ಎಸರು,supă
453,Suppe::N,ಎಸರು,ciorbă
454,Honig::N,ಮಧು,miere
455,Milch::N,ಹಾಲು,lapte
456,Tee::N,ಚಹ,ceai
457,Leder::N,ಚಕ್ಕಳ,piele
458,Wolle::N,ಉಣ್ಣೆ,lână
459,Stoff::N,ಬಟ್ಟೆ,stofă
460,Nadel::N,ಸೂಜಿ,ac
461,Faden::N,ದಾರ,ață
462,Knopf::N,ಗುಂಡು,buton
463,Knoten::N,ಗಂಟು,nod
464,Farbe::N,ಬಣ್ಣ,vopsea
465,Kleidung::N,ಅರಿವೆ,haine
466,Kleidung::N,ಅರಿವೆ,îmbrăcăminte
467,Hemd::N,ಅಂಗಿ,cămașă
468,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,guler
469,Ärmel::N,ತೋಳು,mânecă
470,Hose::N,ಇಜಾರ,pantaloni
471,Gürtel::N,ಬೆಲ್ಟು,cordon
472,Mütze::N,ಟೋಪಿ,șapcă
473,Schuh::N,ಪಾದರಕ್ಷೆ,gheată
474,Stiefel::N,ಬೂಟು,cizmă
475,Ring::N,ಉಂಗುರ,inel
476,Ring::N,ಉಂಗುರ,verigă
477,Band::N,ರಿಬ್ಬನ್,panglică
478,Band::N,ರಿಬ್ಬನ್,șiret
479,Kamm::N,ಹಣಿಗೆ,pieptene
480,Spiegel::N,ಕನ್ನಡಿ,oglindă
481,Riemen::N,ಬಾರು,curea
482,Schnur::N,ಹುರಿ,funie
483,Schnur::N,ಹುರಿ,sfoară
484,Leine::N,ಹಗ್ಗ,lesă
485,Leine::N,ಹಗ್ಗ,curea
486,Decke::N,ಕಂಬಳಿ,pătură
487,Kissen::N,ದಿಂಬು,pernă
488,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,batic
489,Handtuch::N,ಚೌಕ,prosop
490,Handtuch::N,ಚೌಕ,ștergar
491,Kraft::N,ಬಲ,forță
492,Kraft::N,ಬಲ,putere
493,Stärke::N,ಶಕ್ತಿ,tărie
494,Stärke::N,ಶಕ್ತಿ,vigoare
495,Gesundheit::N,ಆರೋಗ್ಯ,sănătate
496,Krankheit::N,ರೋಗ,boală
497,Krankheit::N,ರೋಗ,maladie
498,Schmerz::N,ನೋವು,durere
499,Wunde::N,ಗಾಯ,rană
500,Fieber::N,ಜ್ವರ,febră
501,Arznei::N,ಔಷಧ,leac
502,Arznei::N,ಔಷಧ,medicament
503,Brücke::N,ಸೇತುವೆ,pod
504,Brücke::N,ಸೇತುವೆ,punte
505,Brunnen::N,ಬಾವಿ,puț
506,Weide::N,ಗೋಮಾಳ,izlaz
507,Weide::N,ಗೋಮಾಳ,pășune
508,Pfad::N,ದಾರಿ,cărare
509,Weg::N,ಹಾದಿ,drum
510,Straße::N,ರಸ್ತೆ,cale
511,Straße::N,ರಸ್ತೆ,stradă
512,Dorf::N,ಹಳ್ಳಿ,sat
513,Stadt::N,ಪಟ್ಟಣ,oraș
514,Brief::N,ಕಾಗದ,scrisoare
515,Buch::N,ಪುಸ್ತಕ,carte
516,Buchstabe::N,ಅಕ್ಷರ,literă
517,Buchstabe::N,ಅಕ್ಷರ,caracter
518,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,ziar
519,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,gazetă
520,Leben::N,ಜೀವನ,viață
521,Tod::N,ಮರಣ,moarte
522,Grab::N,ಗೋರಿ,groapă
523,Grab::N,ಗೋರಿ,mormânt
524,Kirche::N,ಚರ್ಚು,biserică
525,Sünde::N,ಪಾಪ,păcat
526,Gott::N,ದೇವರು,zeu
527,Arbeiter::N,ಕೆಲಸಗಾರ,muncitor
528,Chef::N,ದಣಿ,șef
529,Meister::N,ಶಿಕ್ಷಕ,meșter
530,Meister::N,ಶಿಕ್ಷಕ,maestru
531,Arzt::N,ವೈದ್ಯ,medic
532,Arzt::N,ವೈದ್ಯ,doctor
533,Lehrer::N,ಉಪಾಧ್ಯಾಯ,profesor
534,Lehrer::N,ಉಪಾಧ್ಯಾಯ,învățător
535,Geld::N,ಹಣ,bani
536,Geld::N,ಹಣ,parale
537,Geschäft::N,ವಾಣಿಜ್ಯ,treabă
538,Geschäft::N,ವಾಣಿಜ್ಯ,afacere
539,Laden::N,ಅಂಗಡಿ,magazin
540,Laden::N,ಅಂಗಡಿ,prăvălie
541,Preis::N,ಬೆಲೆ,preț
542,Ware::N,ಸರಕು,marfă
543,Nutzen::N,ಲಾಭ,folos
544,Nutzen::N,ಲಾಭ,profit
545,Reichtum::N,ಸಂಪತ್ತು,avuție
546,Reichtum::N,ಸಂಪತ್ತು,bogăție
547,Welt::N,ಭೂಲೋಕ,lume
548,Land::N,ದೇಶ,țară
549,Staat::N,ರಾಜ್ಯ,stat
550,König::N,ರಾಜ,rege
551,Macht::N,ಅಧಿಕಾರ,putere
552,Macht::N,ಅಧಿಕಾರ,putință
553,Grenze::N,ಗಡಿ,hotar
554,Grenze::N,ಗಡಿ,graniță
555,Grenze::N,ಗಡಿ,frontieră
556,Krieg::N,ಯುದ್ಧ,război
557,Feind::N,ಶತ್ರು,dușman
558,Gewalt::N,ಹಿಂಸೆ,violență
559,Kampf::N,ಹೋರಾಟ,luptă
560,Bogen[Waffe]::N,ಬಿಲ್ಲು,arc
561,Pfeil::N,ಅಂಬು,săgeată
562,Gewehr::N,ಬಂದೂಕು,armă
563,Gewehr::N,ಬಂದೂಕು,pușcă
564,Fehler::N,ತಪ್ಪು,eroare
565,Fehler::N,ತಪ್ಪು,greșeală
566,Lüge::N,ಸುಳ್ಳು,minciună
567,Schaden::N,ಹಾನಿ,daună
568,Schaden::N,ಹಾನಿ,pagubă
569,Unglück::N,ಅಪಾಯ,nenorocire
570,Schuld::N,ದೋಷ,vină
571,Alter::N,ಮುಪ್ಪು,etate
572,Alter::N,ಮುಪ್ಪು,vârstă
573,Schluss::N,ಮುಕ್ತಾಯ,sfârșit
574,Zeit::N,ಕಾಲ,timp
575,Zeit::N,ಕಾಲ,vreme
576,Tag::N,ದಿನ,zi
