,Concept_ID,ps,tt
153,Kralle::N,پنجه,тырнак
154,Kralle::N,منګول,тырнак
155,Schwanz::N,لکۍ,койрык
156,Ei::N,وۍ,күкәй
157,Ei::N,وۍ,йомырка
158,Ei::N,هګۍ,күкәй
159,Ei::N,هګۍ,йомырка
160,Nest::N,جاله,оя
161,Bau::N,کاز,өн
162,Tier::N,ژوی,хайван
163,Tier::N,حیوان,хайван
164,Herde::N,رمه,көтү
165,Herde::N,غېله,көтү
166,Kuh::N,غوا,сыер
167,Bulle::N,غوئی,үгез
168,Pferd::N,آس,ат
169,Schaf::N,پسه,сарык
170,Schwein::N,سرکوزی,дуңгыз
171,Hund::N,سپی,эт
172,Katze::N,پشه,песи
173,Bär::N,خرس,аю
174,Eichhörnchen::N,خړ لمی,тиен
175,Elch::N,ګوزن,поши
176,Fuchs::N,سپلم,төлке
177,Hase::N,سوی,куян
178,Maus::N,مږک,тычкан
179,Wolf::N,لېوه,бүре
180,Vogel::N,مرغه,кош
181,Schwarm::N,سېل,көтү
182,Huhn::N,چرګه,тавык
183,Hahn::N,چرګ,әтәч
184,Gans::N,بته,каз
185,Adler::N,عقاب,каракош
186,Ente::N,ایلۍ,үрдәк
187,Eule::N,ګونګی,ябалак
188,Kranich::N,کلنګ,торна
189,Krähe::N,کارغه,карга
190,Kuckuck::N,فاخته,күке
191,Kuckuck::N,فاخته,кәккүк
192,Schwan::N,قو,аккош
193,Fisch::N,کب,балык
194,Fisch::N,ماهی,балык
195,Schlange[Tier]::N,مار,елан
196,Wurm::N,چینجی,корт
197,Spinne::N,غڼه,үрмәкүч
198,Spinne::N,تارکښ,үрмәкүч
199,Ameise::N,مېږی,кырмыска
200,Laus::N,سپږه,бет
201,Mücke::N,ماشی,черки
202,Mücke::N,ماشی,озынборын
203,Fliege::N,مچ,чебен
204,Schmetterling::N,پتنګ,күбәләк
205,Beere::N,مېوۍ,җиләк
206,Apfel::N,مڼه,алма
207,Pilz::N,خرېړی,гөмбә
208,Zwiebel::N,پیاز,суган
209,Zwiebel::N,پیاز,суганбаш
210,Saat::N,تخم,орлык
211,Korn::N,تخم,иген
212,Korn::N,تخم,орлык
213,Korn::N,دانه,иген
214,Korn::N,دانه,орлык
215,Heu::N,بوس,печән
216,Heu::N,پروړه,печән
217,Schale::N,پوستکی,кабык
218,Grube::N,کنده,баз
219,Grube::N,کنده,чокыр
220,Falle::N,دام,тозак
221,Falle::N,دام,капкын
222,Falle::N,لومه,тозак
223,Falle::N,لومه,капкын
224,Schlinge::N,کړۍ,элмәк
225,Spur::N,نښه,эз
226,Asche::N,آس,көл
227,Asche::N,ایره,көл
228,Dreck::N,ناپاکي,пычрак
229,Eisen::N,اوسپنه,тимер
230,Gold::N,سره زر,алтын
231,Silber::N,نقره,көмеш
232,Silber::N,سپین زر,көмеш
233,Kohle::N,سکور,күмер
234,Kohle::N,سکاره,күмер
235,Glas::N,ښيښه,пыяла
236,Lehm::N,خټه,балчык
237,Sand::N,شګه,ком
238,Mensch::N,انسان,адәм
239,Mensch::N,انسان,инсан
240,Mann::N,سړی,ир
241,Mann::N,نارینه,ир
242,Frau::N,ښځه,хатын
243,Kind::N,بچی,бала
244,Kind::N,ماشوم,бала
245,Junge::N,هلک,малай
246,Mädchen::N,نجلۍ,кыз
247,Familie::N,کورنۍ,гаилә
248,Großvater::N,بابا,бабай
249,Großmutter::N,انا,әби
250,Eltern::N,مور او پلار,ата-ана
251,Vater::N,پلار,ата
252,Mutter::N,مور,ана
253,Sohn::N,زوی,ул
254,Tochter::N,لور,кыз
255,Bruder::N,ورور,кардәш
256,Schwester::N,خور,апа
257,Schwester::N,خور,сеңел
258,Onkel::N,تره,дәдә
259,Onkel::N,تره,дәдәй
260,Onkel::N,ماما,дәдә
261,Onkel::N,ماما,дәдәй
262,Tante::N,خاله,түти
263,Tante::N,خاله,тәтәй
264,Ehemann::N,مېړه,ир
265,Ehefrau::N,مېرمن,хатын
266,Freude::N,خوشحالي,сөенеч
267,Gelächter::N,خندا,көлү
268,Gelächter::N,خندا,көлеш
269,Glück::N,بخت,бәхет
270,Kummer::N,غم,хәсрәт
271,Wunsch::N,هيله,теләк
272,Wunsch::N,غوښتنه,теләк
273,Lust::N,شوق,теләк
274,Lust::N,شوق,теләү
275,Lust::N,مینه,теләк
276,Lust::N,مینه,теләү
277,Geist::N,روح,рух
278,Gedanke::N,فکر,уй
279,Gedanke::N,فکر,фикер
280,Gedächtnis::N,یاد,хәтер
281,Gedächtnis::N,حافظه,хәтер
282,Verstand::N,عقل,акыл
283,Verstand::N,شعور,акыл
284,Sinn::N,معنی,мәгънә
285,Grund::N,علت,сәбәп
286,Grund::N,اساس,сәбәп
287,Wahrheit::N,حقیقت,хак
288,Gespräch::N,مرکه,әңгәмә
289,Gespräch::N,خبرې اترې,әңгәмә
290,Märchen::N,افسانه,әкият
291,Erzählung::N,قصه,хикәя
292,Erzählung::N,کیسه,хикәя
293,Nachricht::N,خبر,хәбәр
294,Neuigkeit::N,نوی خبر,яңалык
295,Name::N,نوم,исем
296,Rätsel::N,کیسۍ,табышмак
297,Rätsel::N,چیستان,табышмак
298,Rede::N,وینا,нотык
299,Sprache::N,ژبه,тел
300,Stimme::N,غږ,тавыш
301,Stimme::N,اواز,тавыш
302,Wort::N,لغت,сүз
303,Wort::N,کلمه,сүз
304,Zeichen::N,نښه,ишарә
305,Zeichen::N,اشاره,ишарә
306,Ruf::N,ږغ,дәшү
307,Ruf::N,بلنه,дәшү
308,Lärm::N,غالمغال,шау
309,Laut::N,ږغ,аваз
310,Ton::N,اواز,шалтырату
311,Lied::N,غزله,җыр
312,Lied::N,سندره,җыр
313,Ruhe::N,ارامي,тынлык
314,Leute::N,خلک,халык
315,Volk::N,ولس,халык
316,Arbeit::N,کار,эш
317,Arbeit::N,کار,хезмәт
318,Gast::N,مېلمه,кунак
319,Geschenk::N,تحفه,бүләк
320,Geschenk::N,سوغات,бүләк
321,Spiel::N,لوبه,уен
322,Gesellschaft::N,ډله,җәмгыять
323,Hilfe::N,کومک,ярдәм
324,Hilfe::N,کومک,булышлык
325,Hilfe::N,مرسته,ярдәм
326,Hilfe::N,مرسته,булышлык
327,Freund::N,ملګری,дус
328,Kamerad::N,انډيوال,иптәш
329,Angelegenheit::N,موضوع,эш
330,Anzahl::N,شمېر,микъдар
331,Anzahl::N,تعداد,микъдар
332,Art::N,ډول,төр
333,Stück::N,ټوټه,кисәк
334,Teil::N,برخه,өлеш
335,Hälfte::N,نیم,ярым
336,Kreis::N,دایره,түгәрәк
337,Kreuz::N,صلیب,хач
338,Kreuz::N,صلیب,тәре
339,Linie::N,خط,сызык
340,Linie::N,لیکه,сызык
341,Strich::N,کرښه,сызык
342,Abstand::N,فاصله,ара
343,Entfernung::N,واټن,ераклык
344,Gegend::N,سیمه,урын
345,Gegend::N,منطقه,урын
346,Platz::N,ځای,бушлык
347,Ort::N,ځای,урын
348,Seite::N,مخ,як
349,Seite::N,اړخ,як
350,Mitte::N,وسط,урта
351,Mitte::N,مینځ,урта
352,Gegenstand::N,شی,нәрсә
353,Sache::N,شی,нәрсә
354,Sache::N,څيز,нәрсә
355,Rand::N,څنډه,чит
356,Rand::N,کناره,чит
357,Kante::N,اړخ,кырый
358,Ecke::N,ګوټ,почмак
359,Spitze::N,څوکه,оч
360,Ende::N,څوکه,азак
361,Loch::N,سوری,тишек
362,Winkel::N,کنج,почмак
363,Winkel::N,کوتی,почмак
364,Muster::N,نمونه,парча
365,Größe::N,قد,зурлык
366,Größe::N,لويوالی,зурлык
367,Länge::N,طول,озынлык
368,Länge::N,اوږد والی,озынлык
369,Höhe::N,جګوالی,биеклек
370,Gewicht::N,وزن,авырлык
371,Menge::N,اندازه,микъдар
372,Haufen::N,کوټه,өем
373,Reihe::N,صف,рәт
374,Reihe::N,کتار,рәт
375,Boot::N,قايق,каек
376,Boot::N,قايق,көймә
377,Ruder::N,چپه,ишкәк
378,Schlitten::N,ښویېدونی,чана
379,Ski::N,سکي,чаңгы
380,Lagerfeuer::N,اور,костёр
381,Last::N,بار,йөк
382,Last::N,پېټی,йөк
383,Gang::N,تګ,йөреш
384,Schritt::N,ګام,адым
385,Norden::N,شمال,төньяк
386,Süden::N,سوېل,көньяк
387,Westen::N,لوېدېځ,көнбатыш
388,Osten::N,شرق,шәрык
389,Osten::N,شرق,көнчыгыш
390,Osten::N,ختیځ,шәрык
391,Osten::N,ختیځ,көнчыгыш
392,Holz::N,لرګی,агач
393,Brett::N,تخته,такта
394,Platte::N,تخته,плитә
395,Stütze::N,تکیوان,таяу
396,Stange::N,ډاګه,колга
397,Stock::N,لرګی,таяк
398,Stab::N,چيخله,таяк
399,Rohr::N,نل,торба
400,Haus::N,کور,өй
401,Haus::N,کور,йорт
402,Heim::N,کور,гаилә
403,Heim::N,کور,нәсел
404,Ofen::N,تودنۍ,мич
405,Fußboden::N,غولی,идән
406,Tisch::N,مېز,өстәл
407,Stuhl::N,چوکۍ,утыргыч
408,Wiege::N,زانګو,бишек
409,Bett::N,کټ,ятак
410,Bett::N,کټ,урын-җир
411,Bett::N,چپرکټ,ятак
412,Bett::N,چپرکټ,урын-җир
413,Regal::N,تاخچۍ,киштә
414,Regal::N,تاخچۍ,шүрлек
415,Kiste::N,صندوق,әрҗә
416,Fenster::N,کړکۍ,тәрәзә
417,Tür::N,دروازه,ишек
418,Tor::N,دروازه,капка
419,Zaun::N,کټاره,койма
420,Dach::N,بام,түбә
421,Leiter::N,زينه,баскыч
422,Besen::N,جارو,себерке
423,Spaten::N,یوم,көрәк
424,Schaufel::N,بېلچه,көрәк
425,Gabel::N,پنجه,чәннечке
426,Löffel::N,کاشوغه,кашык
427,Messer::N,چاقو,пычак
428,Nagel::N,ميخ,кадак
429,Netz::N,جال,челтәр
430,Haken::N,څنګک,ыргак
431,Griff::N,لاستی,тотка
432,Schloss::N,کلپ,йозак
433,Bild::N,رسم,рәсем
434,Bild::N,رسم,картина
435,Figur::N,قدوقامت,сын
436,Figur::N,قدوقامت,фигура
437,Puppe::N,ګوډۍ,курчак
438,Beutel::N,کڅوړه,луза
439,Bündel::N,دسته,бәйләм
440,Tasche::N,بکس,букча
441,Tasche::N,توبره,букча
442,Eimer::N,سطل,чиләк
443,Deckel::N,سرپوښ,капкач
444,Geschirr::N,لوښی,савыт-саба
445,Geschirr::N,لوښی,кашык-аяк
446,Sack::N,جوال,капчык
447,Tasse::N,پیاله,чынаяк
448,Topf::N,دېګی,чүлмәк
449,Kessel::N,دېګ,казан
450,Essen::N,خوراک,ашау
451,Nahrung::N,خوراک,азык
452,Nahrung::N,خوراک,тәгам
453,Nahrung::N,خوراک,ашамлык
454,Speise::N,خواړه,ризык
455,Fleisch::N,غوښه,ит
456,Getreide::N,غله,ашлык
457,Brei::N,اوګره,ботка
458,Brot::N,ډوډۍ,ипи
459,Brot::N,ډوډۍ,икмәк
460,Scheibe::N,مړۍ,телем
461,Fett::N,غوړي,май
462,Butter::N,کوچ,май
463,Öl::N,تېل,май
464,Salz::N,مالګه,тоз
465,Suppe::N,شوربا,шулпа
466,Honig::N,شات,бал
467,Milch::N,شوده,сөт
468,Tee::N,چای,чәй
469,Leder::N,څرمن,күн
470,Wolle::N,پشم,йон
471,Stoff::N,ټوټه,тукыма
472,Nadel::N,ستن,энә
473,Faden::N,تار,җеп
474,Knopf::N,تڼۍ,төймә
475,Knopf::N,تکمه,төймә
476,Knoten::N,غوټه,төен
477,Farbe::N,رنګ,буяу
478,Kleidung::N,کالي,кием
479,Hemd::N,کميس,күлмәк
480,Kragen::N,غاړه,яка
481,Ärmel::N,لستوڼی,җиң
482,Hose::N,پطلون,чалбар
483,Gürtel::N,کمربند,билбау
484,Mütze::N,خولۍ,бүрек
485,Schuh::N,بوټ,башмак
486,Stiefel::N,موزه,итек
487,Ring::N,ګوته,балдак
488,Band::N,فيته,тасма
489,Kamm::N,ګمنځ,тарак
490,Spiegel::N,ایینه,көзге
491,Spiegel::N,هنداره,көзге
492,Riemen::N,تسمه,каеш
493,Schnur::N,مزی,бау
494,Leine::N,رسۍ,тезген
495,Decke::N,بړستن,юрган
496,Kissen::N,بالښت,мендәр
497,Tuch::N,ټیکری,яулык
498,Handtuch::N,دسمال,сөлгә
499,Kraft::N,زور,егәр
500,Kraft::N,زور,дәрман
501,Kraft::N,توان,егәр
502,Kraft::N,توان,дәрман
503,Stärke::N,قوت,көч
504,Stärke::N,قوت,дәрман
505,Gesundheit::N,صحت,саулык
506,Gesundheit::N,روغتیا,саулык
507,Krankheit::N,مرض,чир
508,Krankheit::N,مرض,хаста
509,Krankheit::N,مرض,сырхау
510,Krankheit::N,ناروغي,чир
511,Krankheit::N,ناروغي,хаста
512,Krankheit::N,ناروغي,сырхау
513,Schmerz::N,درد,авырту
514,Wunde::N,ټپ,яра
515,Wunde::N,ټپ,җәрәхәт
516,Wunde::N,زخم,яра
517,Wunde::N,زخم,җәрәхәт
518,Fieber::N,تبه,бизгәк
519,Arznei::N,دوا,дару
520,Arznei::N,دارو,дару
521,Brücke::N,پول,күпер
522,Brunnen::N,څاه,кое
523,Brunnen::N,کوهی,кое
524,Weide::N,وله,утлавык
525,Pfad::N,تړه,сукмак
526,Weg::N,لیار,юл
527,Straße::N,سړک,урам
528,Dorf::N,کلی,авыл
529,Stadt::N,ښار,шәһәр
530,Brief::N,لیک,хат
531,Brief::N,مکتوب,хат
532,Buch::N,کتاب,китап
533,Buchstabe::N,حرف,хәреф
534,Buchstabe::N,توری,хәреф
535,Zeitung::N,اخبار,газет
536,Zeitung::N,اخبار,газета
537,Leben::N,ژوند,гомер
538,Leben::N,ژوند,тормыш
539,Leben::N,ژوند,тереклек
540,Tod::N,مرګ,үлем
541,Tod::N,مړینه,үлем
542,Grab::N,قبر,гүр
543,Grab::N,قبر,кабер
544,Grab::N,ډورۍ,гүр
545,Grab::N,ډورۍ,кабер
546,Kirche::N,کلیسا,чиркәү
547,Sünde::N,ګناه,язык
548,Sünde::N,ګناه,гөнаһ
549,Gott::N,خدای,алла
550,Gott::N,خدای,ходай
551,Arbeiter::N,کاریګر,эшче
552,Chef::N,آمر,башлык
553,Meister::N,استاد,оста
554,Arzt::N,طبیب,врач
555,Arzt::N,طبیب,табиб
556,Arzt::N,ډاکټر,врач
557,Arzt::N,ډاکټر,табиб
558,Lehrer::N,معلم,укытучы
559,Lehrer::N,معلم,мөгаллим
560,Lehrer::N,ښوونکی,укытучы
561,Lehrer::N,ښوونکی,мөгаллим
562,Geld::N,پیسې,акча
563,Geschäft::N,سوداګري,эш
564,Laden::N,دکان,кибет
565,Laden::N,دکان,магазин
566,Laden::N,مغازه,кибет
567,Laden::N,مغازه,магазин
568,Preis::N,بیه,бәя
569,Preis::N,بیه,бәһа
570,Ware::N,مال,товар
571,Nutzen::N,ګټه,файда
572,Reichtum::N,شتمني,байлык
573,Welt::N,نړۍ,дөнья
574,Welt::N,دنیا,дөнья
575,Land::N,هېواد,ил
576,Staat::N,دولت,дәүләт
577,König::N,باچا,патша
578,König::N,پادشاه,патша
579,Macht::N,قدرت,хакимият
580,Grenze::N,حد,чик
581,Grenze::N,سرحد,чик
582,Krieg::N,جګړه,сугыш
583,Feind::N,دښمن,дошман
584,Gewalt::N,زور,көчләү
585,Gewalt::N,تشدد,көчләү
586,Kampf::N,جنګ,көрәш
587,Kampf::N,مبارزه,көрәш
588,Bogen[Waffe]::N,لیندۍ,җәя
589,Pfeil::N,غشی,ук
590,Gewehr::N,ټوپک,мылтык
591,Fehler::N,خطا,хата
592,Fehler::N,غلطي,хата
593,Lüge::N,دروغ,ялган
594,Schaden::N,زیان,зыян
595,Schaden::N,زیان,зарар
596,Schaden::N,تاوان,зыян
597,Schaden::N,تاوان,зарар
598,Unglück::N,بدبختي,бәла
599,Schuld::N,ګناه,гаеп
600,Alter::N,منګ,яшь
601,Schluss::N,اخر,ахыр
602,Zeit::N,وخت,заман
603,Tag::N,ورځ,көн
604,Morgen::N,سبا,иртә
605,Morgen::N,سهار,иртә
606,Mittag::N,غرمه,өйлә
607,Abend::N,ماښام,кич
608,Nacht::N,شپه,төн
609,Woche::N,اونۍ,атна
610,Monat::N,مياشت,ай
611,Jahr::N,کال,ел
612,Frühling::N,پسرلی,яз
613,Sommer::N,دوبی,җәй
614,Herbst::N,منی,көз
615,Herbst::N,خزان,көз
616,Winter::N,ژمی,кыш
617,Januar::N,جنوري,гыйнвар
618,Februar::N,فبروري,февраль
619,März::N,مارچ,март
620,April::N,اپریل,апрель
621,Mai::N,مې,май
622,Juni::N,جون,июнь
623,Juli::N,جولای,июль
624,August::N,اګست,август
625,September::N,سپټامبر,сентябрь
626,Oktober::N,اکتوبر,октябрь
627,November::N,نومبر,ноябрь
628,Dezember::N,دسمبر,декабрь
629,Montag::N,دوشنبه,дүшәмбе
630,Dienstag::N,سه شنبه,сишәмбе
631,Mittwoch::N,چارشنبه,чәршәмбе
632,Donnerstag::N,پنجشنبه,атнакич
633,Donnerstag::N,پنجشنبه,пәнҗешәмбе
634,Freitag::N,جمعه,җомга
635,Samstag::N,خالي,шимбә
636,Sonntag::N,یکشنبه,якшәмбе
637,groß::A,لوی,зур
638,klein::A,وړوکی,кечкенә
639,lang::A,اوړد,озын
640,kurz::A,لنډ,кыска
641,breit::A,پراخه,киң
642,schmal::A,تنګ,кысык
643,dicht::A,ګڼ,куе
644,dick[Gegenstand]::A,پنډ,калын
645,dünn::A,نری,нечкә
646,fein::A,نازک,нәзакәтле
647,fest::A,کلک,нык
648,fest::A,ټینګ,нык
649,flach::A,هوار,яссы
650,flach::A,هوار,ялпак
651,glatt::A,ښوی,шома
652,hart::A,کلک,каты
653,weich::A,نرم,йомшак
654,weich::A,پوست,йомшак
655,rund::A,ګرد,түгәрәк
656,spitz::A,تېره,очлы
657,scharf::A,تېز,үткен
658,scharf::A,تېره,үткен
659,stumpf::A,پڅ,үтмәс
660,schwer::A,دروند,салмак
661,schön::A,ښکلی,гүзәл
662,heiß::A,تود,эссе
663,warm::A,تود,җылы
664,kalt::A,ېخ,суык
665,kalt::A,ېخ,салкын
666,kalt::A,سوړ,суык
667,kalt::A,سوړ,салкын
668,kühl::A,ېخ,салкынча
669,kühl::A,سوړ,салкынча
670,frisch::A,تازه,салкынча
671,feucht::A,مرطوب,юеш
672,nass::A,لوند,дымлы
673,trocken::A,وچ,коры
674,voll::A,ډک,тулы
675,leer::A,خالی,буш
676,offen::A,خلاص,ачык
677,offen::A,پرانیستی,ачык
678,geschlossen::A,تړلی,йомык
679,sauber::A,پاک,пакь
680,sauber::A,پاک,чиста
681,schmutzig::A,چټل,керле
682,schmutzig::A,چټل,пычрак
683,roh::A,خام,чи
684,reif::A,پوخ,өлгергән
685,reif::A,رسېدلی,өлгергән
686,lecker::A,خوندور,тәмле
687,lecker::A,مزه دار,тәмле
688,süß::A,خوږ,татлы
689,süß::A,شیرین,татлы
690,bitter::A,تریخ,ачы
691,sauer::A,ټاک,әче
692,sauer::A,تريو,әче
693,hell::A,روڼ,якты
694,hell::A,روښان,якты
695,dunkel::A,تیاره,кара
696,schwarz::A,تور,кара
697,weiß::A,سپين,ак
698,rot::A,سور,кызыл
699,gelb::A,زېړ,сары
700,blau::A,شین,күк
701,blau::A,اسماني رنګه,күк
702,grün::A,زرغون,яшел
703,grau::A,خړ,соры
704,bunt::A,رنګارنګ,чуар
705,billig::A,ارزان,арзан
706,teuer::A,ګران,хаклы
707,wertvoll::A,قیمتي,кыйммәтле
708,blind::A,ړوند,сукыр
709,blind::A,ړوند,күзсез
710,taub::A,کوڼ,чукрак
711,taub::A,کوڼ,саңгырау
712,kräftig::A,قوی,егәрле
713,stark::A,قوی,нык
714,stark::A,قوی,базык
715,stark::A,تکړه,нык
716,stark::A,تکړه,базык
717,schwach::A,ضعیف,зәгыйфь
718,schwach::A,کمزوری,зәгыйфь
719,fett::A,چاغ,симез
720,schlank::A,خوش اندام,нәзек
721,hübsch::A,ښکلی,чибәр
722,hübsch::A,ښایسته,чибәр
723,böse::A,شریر,усал
724,böse::A,قهرناک,усал
725,dumm::A,احمق,акылсыз
726,faul::A,لټ,ялкау
727,faul::A,لټ,иренчәк
728,faul::A,تنبل,ялкау
729,faul::A,تنبل,иренчәк
730,fleißig::A,زحمت کښ,тырыш
731,fleißig::A,زحمت کښ,тырышучан
732,geizig::A,بخیل,саран
733,klug::A,عاقل,акыллы
734,klug::A,هوښیار,акыллы
735,geschickt::A,ماهر,маһир
736,lieb::A,عزیز,сөекле
737,lieb::A,محبوب,сөекле
738,lustig::A,خوشحال,күңелле
739,sanft::A,پوست,басынкы
740,sanft::A,ملایم,басынкы
741,hungrig::A,وږی,ач
742,krank::A,مريض,чирле
743,krank::A,مريض,сырхау
744,krank::A,ناروغ,чирле
745,krank::A,ناروغ,сырхау
746,nackt::A,لوڅ,шәрә
747,traurig::A,غمجن,ямансу
748,lebendig::A,ژوندی,тере
749,gut::A,ښه,яхшы
750,schlecht::A,بد,начар
751,schlecht::A,خراب,начар
752,richtig::A,سم,дөрес
753,richtig::A,صحیح,дөрес
754,schlimm::A,بد,әшәкә
755,schlimm::A,مخوف,әшәкә
756,wahr::A,واقعي,чып-чын
757,alt::A,زوړ,иске
758,neu::A,نوی,яңа
759,ehemalig::A,پخوانی,элекке
760,alt[Lebewesen]::A,زوړ,карт
761,jung::A,ځوان,яшь
762,arm::A,غریب,фәкыйрь
763,arm::A,بې وزله,фәкыйрь
764,reich::A,شتمن,бай
765,reich::A,دولتمند,бай
766,bekannt::A,اشنا,таныш
767,berühmt::A,مشهور,атаклы
768,fremd::A,پردی,ят
769,fremd::A,بېګانه,ят
770,verschieden::A,مختلف,төрле
771,nah::A,نژدې,якын
772,fern::A,لیری,ерак
773,linker::A,چپ,сул
774,linker::A,کیڼ,сул
775,rechter::A,ښی,уң
776,anderer::A,بل,бүтән
777,erster::A,لومړی,беренче
778,zweiter::A,دوهم,икенче
779,dritter::A,درېم,өченче
780,letzter::A,آخرنی,ахыргы
781,letzter::A,وروستی,ахыргы
782,allein::ADV,یوازې,ялгыз
783,auf einmal::ADV,په یوه وخت کی,бердән
784,zusammen::ADV,یو ځای,бергә
785,lange::ADV,ډېر وخت,озак
786,lange::ADV,ډېره موده,озак
787,plötzlich::ADV,ناببره,искәрмәстән
