,Concept_ID,mrj,tr
238,Junge::N,рвезӹ,erkek çocuk
239,Junge::N,ӹрвезӹ,erkek çocuk
240,Mädchen::N,ӹдӹрӓш,kız
241,Familie::N,йиш,aile
242,Familie::N,семня,aile
243,Großvater::N,тьоти,dede
244,Großvater::N,тьоти,büyükbaba
245,Großmutter::N,папа,nine
246,Großmutter::N,папа,büyükanne
247,Eltern::N,ӓтя-ӓвӓ,ebeveyn
248,Eltern::N,ӓтя-ӓвӓ,ana baba
249,Vater::N,ӓтя,ata
250,Vater::N,ӓтя,baba
251,Mutter::N,ӓвӓ,ana
252,Mutter::N,ӓвӓ,anne
253,Sohn::N,эргӹ,oğul
254,Tochter::N,ӹдӹр,kız
255,Tochter::N,ӹдӹр,kız evlât
256,Bruder::N,ӹза,abi
257,Bruder::N,ӹза,erkek kardeş
258,Schwester::N,ӓкӓ,abla
259,Schwester::N,ӓкӓ,kız kardeş
260,Onkel::N,кугуза,dayı
261,Tante::N,куака,hala
262,Tante::N,куака,teyze
263,Ehemann::N,мары,koca
264,Ehefrau::N,вӓтӹ,karı
265,Freude::N,ӹвӹртӹмӓш,neşe
266,Freude::N,ӹвӹртӹмӓш,sevinç
267,Gelächter::N,ваштылмаш,gülme
268,Gelächter::N,ваштылмаш,kahkaha
269,Glück::N,пиӓл,mutluluk
270,Kummer::N,ясы,dert
271,Kummer::N,ясы,keder
272,Wunsch::N,охата,arzu
273,Wunsch::N,охата,istek
274,Wunsch::N,шанымаш,arzu
275,Wunsch::N,шанымаш,istek
276,Lust::N,шӓр,arzu
277,Lust::N,шӓр,heves
278,Lust::N,охата,arzu
279,Lust::N,охата,heves
280,Lust::N,шанымаш,arzu
281,Lust::N,шанымаш,heves
282,Geist::N,тух,tin
283,Gedanke::N,шанымаш,fikir
284,Gedanke::N,шанымаш,düşünce
285,Gedächtnis::N,ӓш,bellek
286,Verstand::N,ыш,zekâ
287,Sinn::N,кын,anlam
288,Grund::N,вир,sebep
289,Wahrheit::N,тöр,doğruluk
290,Wahrheit::N,тöр,gerçeklik
291,Gespräch::N,хытырымаш,görüşme
292,Märchen::N,ямак,masal
293,Erzählung::N,шайыштмаш,öykü
294,Erzählung::N,шайыштмаш,hikâye
295,Nachricht::N,увертӓрӹмӓш,haber
296,Neuigkeit::N,увер,haber
297,Name::N,лӹм,ad
298,Name::N,лӹм,isim
299,Rätsel::N,тышты,bilmece
300,Rede::N,шая,söylev
301,Rede::N,шая,konuşma
302,Rede::N,шамак,söylev
303,Rede::N,шамак,konuşma
304,Sprache::N,йӹлмӹ,dil
305,Sprache::N,йӹлмӹ,lisan
306,Stimme::N,юк,ses
307,Wort::N,шамак,kelime
308,Zeichen::N,палӹ,işaret
309,Ruf::N,сӹгӹрӹмӓш,çağırma
310,Lärm::N,юкланымащ,şamata
311,Lärm::N,юкланымащ,gürültü
312,Laut::N,юк,ses
313,Ton::N,юк,ses
314,Lied::N,мыры,türkü
315,Ruhe::N,тыр,sakinlik
316,Leute::N,эдемвлӓ,halk
317,Leute::N,эдемвлӓ,insanlar
318,Volk::N,халык,ulus
319,Volk::N,халык,millet
320,Arbeit::N,пӓшӓ,iş
321,Arbeit::N,пӓшӓ,çalışma
322,Gast::N,хына,konuk
323,Gast::N,хына,misafir
324,Geschenk::N,подарка,hediye
325,Geschenk::N,подарка,armağan
326,Spiel::N,мадыш,oyun
327,Gesellschaft::N,йӓл,çevre
328,Gesellschaft::N,йӓл,arkadaşlık
329,Gesellschaft::N,йӓлвлӓ,çevre
330,Gesellschaft::N,йӓлвлӓ,arkadaşlık
331,Hilfe::N,палшык,yardım
332,Freund::N,тӓнг,dost
333,Freund::N,тӓнг,arkadaş
334,Kamerad::N,тос,arkadaş
335,Angelegenheit::N,дела,iş
336,Angelegenheit::N,дела,husus
337,Angelegenheit::N,йела,iş
338,Angelegenheit::N,йела,husus
339,Angelegenheit::N,йыла,iş
340,Angelegenheit::N,йыла,husus
341,Angelegenheit::N,пӓшӓ,iş
342,Angelegenheit::N,пӓшӓ,husus
343,Anzahl::N,шот,sayı
344,Art::N,цӹре,çeşit
345,Stück::N,лаштык,tane
346,Stück::N,лаштык,parça
347,Teil::N,пай,kısım
348,Teil::N,часть,kısım
349,Hälfte::N,пел,yarı
350,Kreis::N,тӹртӹш,daire
351,Kreuz::N,крестӹ,haç
352,Abstand::N,ло,aralık
353,Entfernung::N,ло,mesafe
354,Entfernung::N,ло,uzaklık
355,Gegend::N,вӓр,yöre
356,Platz::N,вӓр,yer
357,Ort::N,вӓр,yer
358,Seite::N,öрдӹж,yan
359,Seite::N,öрдӹж,taraf
360,Mitte::N,ло,orta
361,Mitte::N,ло,merkez
362,Gegenstand::N,хӓдӹр,şey
363,Sache::N,хӓдӹр,iş
364,Sache::N,хӓдӹр,şey
365,Rand::N,шöр,kenar
366,Kante::N,шöр,kenar
367,Ecke::N,лык,köşe
368,Spitze::N,вуй,uç
369,Spitze::N,вуй,baş
370,Ende::N,вуй,uç
371,Ende::N,мычаш,uç
372,Loch::N,ыраж,oyuk
373,Loch::N,ыраж,delik
374,Winkel::N,лык,köşe
375,Muster::N,тӹрлец,örnek
376,Größe::N,кӱкшӹц,büyüklük
377,Länge::N,кыт,uzunluk
378,Höhe::N,кӱкшӹц,yükseklik
379,Gewicht::N,нелӹц,ağırlık
380,Menge::N,шот,miktar
381,Haufen::N,ара,küme
382,Haufen::N,ара,yığın
383,Reihe::N,ряд,sıra
384,Boot::N,пыш,kayık
385,Boot::N,пыш,sandal
386,Ruder::N,вешлӓ,kürek
387,Schlitten::N,тир,kızak
388,Ski::N,ечӹ,kayak
389,Lagerfeuer::N,тыл,kamp ateşi
390,Last::N,нелӹц,yük
391,Gang::N,ход,gidiş
392,Gang::N,ход,yürüyüş
393,Schritt::N,ашкыл,adım
394,Norden::N,йыдпелвел,kuzey
395,Süden::N,кечӹвӓлвел,güney
396,Westen::N,кечӹ шӹцмӹ,batı
397,Osten::N,ирвел,doğu
398,Osten::N,кечӹ лӱлтмӹ,doğu
399,Holz::N,пушӓнгӹ,ağaç
400,Holz::N,пушӓнгӹ,tahta
401,Brett::N,ханга,tahta
402,Platte::N,плитӓ,levha
403,Stütze::N,цӓрӓк,dayak
404,Stütze::N,цӓрӓк,destek
405,Stange::N,равы,çubuk
406,Stange::N,намаш,çubuk
407,Stock::N,панды,sopa
408,Stock::N,панды,değnek
409,Stab::N,равы,sırık
410,Stab::N,равы,baston
411,Rohr::N,пыч,boru
412,Haus::N,пöрт,ev
413,Heim::N,пöрт,ev
414,Heim::N,пöрт,yurt
415,Ofen::N,камака,soba
416,Fußboden::N,седӹрӓ,taban
417,Fußboden::N,седӹрӓ,döşeme
418,Tisch::N,стöл,masa
419,Stuhl::N,пöкен,iskemle
420,Stuhl::N,пöкен,sandalye
421,Wiege::N,шипкӓ,beşik
422,Bett::N,койка,yatak
423,Bett::N,кравать,yatak
424,Regal::N,полицӓ,raf
425,Kiste::N,шӱ́ндӹк,sandık
426,Fenster::N,окня,pencere
427,Tür::N,амаса,kapı
428,Tor::N,хапка,kapı
429,Zaun::N,забор,çit
430,Dach::N,левӓш,dam
431,Dach::N,левӓш,çatı
432,Leiter::N,ташкалтыш,merdiven
433,Besen::N,сало,süpürge
434,Besen::N,салко,süpürge
435,Spaten::N,кольмы,bel
436,Schaufel::N,лоток,kürek
437,Gabel::N,ви́лка,çatal
438,Löffel::N,савала,kaşık
439,Messer::N,кӹзӹ,bıçak
440,Nagel::N,пыда,çivi
441,Netz::N,вӓпш,ağ
442,Haken::N,крӱк,çengel
443,Haken::N,кагак,çengel
444,Griff::N,кычем,kulp
445,Griff::N,кычем,tutamak
446,Schloss::N,замок,kilit
447,Schloss::N,сыравач,kilit
448,Bild::N,картин,imaj
449,Bild::N,картин,resim
450,Figur::N,кӓн,şekil
451,Figur::N,кӓн,heykel
452,Puppe::N,поханя,kukla
453,Beutel::N,мешӓк,kese
454,Beutel::N,мешӓк,torba
455,Bündel::N,топ,deste
456,Bündel::N,пидӹш,deste
457,Bündel::N,кӹлдӹш,deste
458,Tasche::N,сумкы,çanta
459,Eimer::N,ведӹрӓ,kova
460,Deckel::N,комдыш,kapak
461,Geschirr::N,ӓтӹ,kap kacak
462,Sack::N,мешӓк,torba
463,Tasse::N,цӓшкӓ,fincan
464,Topf::N,ми́ска,tencere
465,Kessel::N,пад,kazan
466,Essen::N,качкыш,yemek
467,Essen::N,качкыш-йӱш,yemek
468,Nahrung::N,качкыш,gıda
469,Nahrung::N,качкыш,besin
470,Nahrung::N,качкыш-йӱш,gıda
471,Nahrung::N,качкыш-йӱш,besin
472,Speise::N,няня,yemek
473,Fleisch::N,пай,et
474,Getreide::N,киндӹ,tahıl
475,Getreide::N,киндӹ,hububat
476,Brei::N,шӹрӓш,ezme
477,Brot::N,сыкыр,ekmek
478,Scheibe::N,ламыт,dilim
479,Scheibe::N,лаштык,dilim
480,Fett::N,кая,yağ
481,Butter::N,ӱ,tereyağı
482,Öl::N,ӱ,yağ
483,Öl::N,ӱ,akar yağ
484,Salz::N,санзал,tuz
485,Suppe::N,лем,çorba
486,Honig::N,мӱ,bal
487,Milch::N,шӹшер,süt
488,Tee::N,чӓй,çay
489,Leder::N,шарга,deri
490,Leder::N,шарга,meşin
491,Leder::N,кавашты,deri
492,Leder::N,кавашты,meşin
493,Wolle::N,миж,yün
494,Stoff::N,матер,kumaş
495,Stoff::N,матери,kumaş
496,Nadel::N,им,iğne
497,Faden::N,шӹртӹ,tire
498,Faden::N,шӹртӹ,iplik
499,Knopf::N,полдыш,düğme
500,Knoten::N,пӱкшем,düğüm
501,Farbe::N,чиӓ,boya
502,Farbe::N,крӓскӓ,boya
503,Kleidung::N,выргем,giyim
504,Hemd::N,тыгыр,gömlek
505,Kragen::N,шӱ,yaka
506,Ärmel::N,шокш,yen
507,Ärmel::N,шокш,elbise kolu
508,Hose::N,ялаш,pantolon
509,Gürtel::N,ӹштӹ,kuşak
510,Mütze::N,упш,bere
511,Mütze::N,упш,kasket
512,Schuh::N,ту́фльы,kundura
513,Schuh::N,ту́фльы,ayakkabı
514,Stiefel::N,кем,çizme
515,Ring::N,шӓргӓш,yüzük
516,Band::N,лемтӓ,bağ
517,Band::N,лемтӓ,şerit
518,Kamm::N,шерге,tarak
519,Spiegel::N,тӹгӹр,ayna
520,Riemen::N,прӓжӓ,kayış
521,Schnur::N,кӓндӹра,ip
522,Schnur::N,кӓндӹра,sicim
523,Leine::N,керем,kayış
524,Decke::N,одеял,örtü
525,Decke::N,одеял,yorgan
526,Kissen::N,кӹпцӹк,yastık
527,Tuch::N,савыц,bez
528,Handtuch::N,шӹргӹсавыц,havlu
529,Handtuch::N,шӹргӹмсавыц,havlu
530,Kraft::N,ви,güç
531,Kraft::N,ви,kuvvet
532,Stärke::N,ви,kuvvet
533,Gesundheit::N,шу,sağlık
534,Gesundheit::N,шулык,sağlık
535,Krankheit::N,мыж,hastalık
536,Schmerz::N,карштыш,ağrı
537,Schmerz::N,карштыш,sancı
538,Wunde::N,шушыр,yara
539,Fieber::N,ӱштӹмыж,ateş
540,Arznei::N,лекӓрцӹ,ilâç
541,Brücke::N,кӹвер,köprü
542,Brunnen::N,вӹдсӹнзӓ,kuyu
543,Brunnen::N,вӹдсӹнзӓ,çeşme
544,Weide::N,ныр,otlak
545,Pfad::N,ялгорны,patika
546,Pfad::N,ялгорны,keçiyolu
547,Weg::N,корны,yol
548,Straße::N,корны,yol
549,Straße::N,корны,cadde
550,Dorf::N,сола,köy
551,Stadt::N,города,kent
552,Stadt::N,города,şehir
553,Brief::N,сирмӓш,mektup
554,Buch::N,книгӓ,kitap
555,Buchstabe::N,буква́,harf
556,Zeitung::N,газет,gazete
557,Zeitung::N,кайзет,gazete
558,Leben::N,житя,hayat
559,Tod::N,смöрт,ölüm
560,Grab::N,шӹгер,kabir
561,Grab::N,мыгилӓ,kabir
562,Grab::N,шӹгерлӓ,kabir
563,Kirche::N,церкӹ,kilise
564,Sünde::N,сулык,günah
565,Gott::N,йымы,tanrı
566,Arbeiter::N,пӓшӓзӹ,işçi
567,Chef::N,вуй,şef
568,Chef::N,вуй,müdür
569,Meister::N,мастар,usta
570,Arzt::N,доктор,hekim
571,Arzt::N,доктор,doktor
572,Lehrer::N,тымдышы,hoca
573,Lehrer::N,тымдышы,öğretmen
574,Geld::N,окса,para
575,Geschäft::N,торге́йӹмӓш,ticaret
576,Laden::N,лапка,dükkân
577,Laden::N,магазин,dükkân
578,Preis::N,ӓк,fiyat
579,Ware::N,товар,mal
580,Nutzen::N,пайда,fayda
581,Reichtum::N,перке,servet
582,Reichtum::N,перке,zenginlik
583,Welt::N,сӓндӓлӹк,dünya
584,Welt::N,свет,dünya
585,Land::N,сӓндӓлӹк,ülke
586,Staat::N,кугижӓншӹ,devlet
587,König::N,король,kral
588,Macht::N,власть,kudret
589,Macht::N,власть,iktidar
590,Grenze::N,пӹсмӓн,had
591,Grenze::N,пӹсмӓн,sınır
592,Krieg::N,вырсы,savaş
593,Feind::N,тышман,düşman
594,Gewalt::N,ви,zor
595,Gewalt::N,ви,cebir
596,Kampf::N,кредӓлмӓш,savaş
597,Bogen[Waffe]::N,янгеж,yay
598,Pfeil::N,пикш,ok
599,Gewehr::N,пичӓл,tüfek
600,Fehler::N,самынь,hata
601,Fehler::N,самынь,yanlış
602,Lüge::N,шая,yalan
603,Schaden::N,вре́дӓ,zarar
604,Unglück::N,пёда,felâket
605,Unglück::N,пёда,talihsizlik
606,Unglück::N,тымаша,felâket
607,Unglück::N,тымаша,talihsizlik
608,Schuld::N,вуйнамат,suç
609,Schuld::N,вуйнамат,kabahat
610,Alter::N,иӓш,yaş
611,Alter::N,игечӹ,yaş
612,Schluss::N,пӹтӓртӹш,son
613,Zeit::N,веремӓ,zaman
614,Tag::N,кечӹ,gün
615,Morgen::N,ир,sabah
616,Morgen::N,ирок,sabah
617,Mittag::N,кечӹвӓл,öğle
618,Abend::N,вады,akşam
619,Nacht::N,йыд,gece
620,Woche::N,ӓрня,hafta
621,Monat::N,тӹ́лзӹ,ay
622,Jahr::N,год,yıl
623,Jahr::N,год,sene
624,Frühling::N,шошым,ilkbahar
625,Sommer::N,кӓнгӹж,yaz
626,Herbst::N,шӹжӹ,güz
627,Herbst::N,шӹжӹ,sonbahar
628,Winter::N,тел,kış
629,Winter::N,телӹ,kış
630,Januar::N,январ,ocak
631,Januar::N,январь,ocak
632,Februar::N,февраль,şubat
633,März::N,март,mart
634,April::N,апрель,nisan
635,Mai::N,май,mayıs
636,Juni::N,июнь,haziran
637,Juli::N,июль,temmuz
638,August::N,август,ağustos
639,September::N,сентябрь,eylül
640,Oktober::N,октябрь,ekim
641,November::N,ноябрь,kasım
642,Dezember::N,декавыр,aralık
643,Montag::N,шачмы,pazartesi
644,Dienstag::N,кышкыжмы,salı
645,Mittwoch::N,вӹрчегӹ,çarşamba
646,Donnerstag::N,изӓрня,perşembe
647,Freitag::N,когарня,cuma
648,Samstag::N,кукшыгечӹ,cumartesi
649,Sonntag::N,рушӓрня,pazar
650,groß::A,кого,büyük
651,klein::A,изи,ufak
652,klein::A,изи,küçük
653,lang::A,кужы,uzun
654,kurz::A,кӹтӹк,kısa
655,breit::A,кымда,enli
656,breit::A,кымда,geniş
657,schmal::A,ӓнгӹсӹр,dar
658,dicht::A,шӹре,sık
659,dicht::A,шӹре,yoğun
660,dick[Gegenstand]::A,кӹжгӹ,kalın
661,dick[Gegenstand]::A,кӹжгӹ,iri
662,dünn::A,вӹцкӹж,ince
663,fein::A,пыльга,ince
664,fein::A,пыльга,narin
665,fest::A,цаткыды,sabit
666,fest::A,цаткыды,sağlam
667,flach::A,тӓлякӓ,düz
668,flach::A,тӓлякӓ,yassı
669,glatt::A,ягылгы,düz
670,hart::A,пингӹдӹ,katı
671,weich::A,пышкыды,yumuşak
672,rund::A,тӹртӹш,yuvarlak
673,spitz::A,кашар,sivri
674,scharf::A,кашар,keskin
675,stumpf::A,нӹшкӹ,kör
676,schwer::A,нелӹ,ağır
677,schön::A,цевер,güzel
678,schön::A,олмыдшы,güzel
679,heiß::A,шокшы,kızgın
680,warm::A,шокшы,sıcak
681,kalt::A,ӱштӹ,soğuk
682,kühl::A,юалгы,serin
683,kühl::A,йонгата,serin
684,frisch::A,йонгата,taze
685,feucht::A,ӹлӹкшӹ,nemli
686,feucht::A,ӹлӹкшӹ,rutubetli
687,feucht::A,вӹдӹжгӹ,nemli
688,feucht::A,вӹдӹжгӹ,rutubetli
689,nass::A,начкы,yaş
690,nass::A,начкы,ıslak
691,trocken::A,кукшы,kuru
692,voll::A,темшӹ,dolu
693,voll::A,темшӹ,dolmuş
694,voll::A,темыман,dolu
695,voll::A,темыман,dolmuş
696,leer::A,йӓрӓ,boş
697,offen::A,виш,açık
698,geschlossen::A,чӱчмӹ,kapalı
699,geschlossen::A,тӹкӹлӓлтшӹ,kapalı
700,sauber::A,ире,pak
701,sauber::A,ире,temiz
702,schmutzig::A,шоран,pis
703,schmutzig::A,шоран,kirli
704,schmutzig::A,лявӹрӓн,pis
705,schmutzig::A,лявӹрӓн,kirli
706,schmutzig::A,шорангшы,pis
707,schmutzig::A,шорангшы,kirli
708,roh::A,пеле кӱшӹ,çiğ
709,reif::A,кӱшӹ,olgun
710,lecker::A,тотан,lezzetli
711,süß::A,мӱӓн,tatlı
712,süß::A,мӱӓн,şekerli
713,bitter::A,качы,acı
714,sauer::A,шапы,ekşi
715,hell::A,соты,aydınlık
716,hell::A,валгыды,aydınlık
717,dunkel::A,пӹц,karanlık
718,dunkel::A,пӹцкемӹш,karanlık
719,schwarz::A,шим,kara
720,schwarz::A,шим,siyah
721,weiß::A,ош,ak
722,weiß::A,ош,beyaz
723,weiß::A,ошы,ak
724,weiß::A,ошы,beyaz
725,rot::A,якшаргы,kırmızı
726,gelb::A,сар,sarı
727,gelb::A,сары,sarı
728,blau::A,симсӹ,mavi
729,grün::A,ыжар,yeşil
730,grau::A,луды,boz
731,bunt::A,ала,renkli
732,billig::A,шулдаш,ucuz
733,teuer::A,шергӹ,pahalı
734,teuer::A,шергӓкӓн,pahalı
735,wertvoll::A,ӓкӓн,değerli
736,blind::A,слöпöй,kör
737,blind::A,сльöпöй,kör
738,taub::A,тӱтӱк,sağır
739,kräftig::A,виӓн,dinç
740,kräftig::A,виӓн,kuvvetli
741,stark::A,виӓн,güçlü
742,stark::A,виӓн,kuvvetli
743,schwach::A,шава,zayıf
744,schwach::A,шава,güçsüz
745,schwach::A,лӹпкӓ,zayıf
746,schwach::A,лӹпкӓ,güçsüz
747,schwach::A,слабка,zayıf
748,schwach::A,слабка,güçsüz
749,fett::A,таза,şişman
750,schlank::A,яштака,narin
751,hübsch::A,сӹлнӹ,güzel
752,hübsch::A,сӹлнӹ,sevimli
753,hübsch::A,олмыдшы,güzel
754,hübsch::A,олмыдшы,sevimli
755,böse::A,шӹдӓн,kötü
756,dumm::A,окмак,aptal
757,faul::A,ялахай,tembel
