,Concept_ID,bn,hr
65,Mond::N,চন্দ্র,mjesec
66,Stern::N,নক্ষত্র,zvijezda
67,Luft::N,বায়ু,zrak
68,Wind::N,বাতাস,vjetar
69,Welle::N,ঢেউ,val
70,Welle::N,ঢেউ,talas
71,Welle::N,তরঙ্গ,val
72,Welle::N,তরঙ্গ,talas
73,Wasser::N,জল,voda
74,Stein::N,ঢিল,kamen
75,Stein::N,প্রস্তর,kamen
76,Boden::N,ভূতল,tlo
77,Boden::N,ভূতল,zemlja
78,Erde::N,ভূমি,zemlja
79,Staub::N,ধুলা,prah
80,Staub::N,ধুলা,prašina
81,Rauch::N,ধোঁয়া,dim
82,Funke::N,স্ফুলিঙ্গ,iskra
83,Funke::N,স্ফুলিঙ্গ,varnica
84,Feuer::N,অগ্নি,vatra
85,Licht::N,আলো,svjetlo
86,Schatten::N,ছায়া,hlad
87,Schatten::N,ছায়া,sjena
88,Wetter::N,আবহাওয়া,vrijeme
89,Nebel::N,কুহেলিকা,magla
90,Wolke::N,মেঘ,oblak
91,Regen::N,বৃষ্টি,kiša
92,Schnee::N,তুষার,snijeg
93,Eis::N,বরফ,led
94,Frost::N,তুষার,mraz
95,Kälte::N,শৈত্য,studen
96,Kälte::N,শৈত্য,hladnoća
97,Hitze::N,তাপ,vrućina
98,Raureif::N,তুহিন,inje
99,Regenbogen::N,রামধনু,duga
100,Donner::N,বজ্রধ্বনি,grom
101,Donner::N,বজ্রধ্বনি,grmljavina
102,Strömung::N,স্রোত,struja
103,Strömung::N,স্রোত,strujanje
104,Tropfen::N,ফোঁটা,kap
105,Tropfen::N,ফোঁটা,kaplja
106,Schaum::N,ফেনা,pjena
107,Schmutz::N,ধুলা,nečistoća
108,Schmutz::N,ধুলা,prljavština
109,See::N,হ্রদ,jezero
110,Sumpf::N,জলা,bara
111,Moor::N,মাঠ,močvara
112,Wiese::N,তৃণভূমি,livada
113,Wald::N,বন,šuma
114,Hügel::N,পাহাড়,brijeg
115,Hügel::N,পাহাড়,brežuljak
116,Anhöhe::N,টিলা,uzvišica
117,Berg::N,পর্বত,brdo
118,Gipfel::N,শীর্ষ,vrh
119,Höhle::N,গুহা,pećina
120,Höhle::N,গুহা,spilja
121,Abhang::N,ঢাল,obronak
122,Abhang::N,ঢাল,nizbrdica
123,Quelle::N,উৎস,izvor
124,Quelle::N,উৎস,vrelo
125,Bach::N,ক্ষুদ্র নদী,potok
126,Fluss::N,নদী,rijeka
127,Ufer::N,উপকূল,obala
128,Küste::N,তীর,obala
129,Küste::N,তীর,morska obala
130,Festland::N,ভূমি,kopno
131,Meer::N,সমুদ্র,more
132,Bucht::N,উপসাগর,zaliv
133,Insel::N,দ্বীপ,ada
134,Insel::N,দ্বীপ,otok
135,Blume::N,ফুল,cvijet
136,Gras::N,ঘাস,trava
137,Wurzel::N,শিকড়,korijen
138,Baum::N,গাছ,drvo
139,Baum::N,গাছ,stablo
140,Stamm::N,স্কন্ধ,deblo
141,Stamm::N,স্কন্ধ,stablo
142,Rinde::N,বল্কল,kora
143,Ast::N,শাখা,grana
144,Zweig::N,ডাল,grana
145,Blatt::N,পর্ণ,list
146,Birke::N,ভুর্জ,breza
147,Kiefer[Baum]::N,পাইন গাছ,bor
148,Weide[Baum]::N,উইলো,iva
149,Weide[Baum]::N,উইলো,vŕba
150,Tanne::N,দেবদারূ গাছ,jela
151,Horn::N,শিং,rog
152,Feder::N,পালক,pero
153,Fell::N,রোম,koža
154,Flügel::N,ডানা,krilo
155,Klaue::N,নখর,papak
156,Kralle::N,নখর,pandža
157,Schwanz::N,লেজ,rep
158,Ei::N,ডিম,jaje
159,Nest::N,কুলায়,gnijezdo
160,Bau::N,ডেরা,jazbina
161,Tier::N,জন্তু,životinja
162,Herde::N,ঝাঁক,krdo
163,Herde::N,ঝাঁক,stado
164,Kuh::N,গোরু,krava
165,Bulle::N,বৃষ,bik
166,Pferd::N,ঘোড়া,konj
167,Schaf::N,ভেড়া,ovca
168,Schwein::N,শূকর,svinja
169,Hund::N,কুকুর,pas
170,Hund::N,কুকুর,pseto
171,Katze::N,বেড়াল,mačka
172,Bär::N,ভল্লুক,medvjed
173,Eichhörnchen::N,কাঠবিড়াল,vjeverica
174,Elch::N,হরিণবিশেষ,los
175,Fuchs::N,পাঁতিশিয়াল,lisica
176,Hase::N,শশক,zec
177,Maus::N,নেংটি ইঁদুর,miš
178,Wolf::N,নেকড়ে,vuk
179,Wolf::N,নেকড়ে,kurjak
180,Vogel::N,পক্ষী,ptica
181,Schwarm::N,ঝাঁক,roj
182,Schwarm::N,ঝাঁক,jato
183,Huhn::N,মোরগ,kokoš
184,Hahn::N,কুক্কুট,kokot
185,Hahn::N,কুক্কুট,pijevac
186,Gans::N,হংসী,guska
187,Adler::N,ইগল,orao
188,Ente::N,হংসী,patka
189,Eule::N,পেচক,sova
190,Kranich::N,সারস,ždral
191,Krähe::N,কাক,vrana
192,Kuckuck::N,কোকিল,kukavica
193,Schwan::N,মরাল,labud
194,Fisch::N,মাছ,riba
195,Barsch::N,মৎন্যবিশেষ,grgeč
196,Hecht::N,বানমাছ,štuka
197,Schlange[Tier]::N,সর্প,guja
198,Schlange[Tier]::N,সর্প,zmija
199,Wurm::N,কীট,crv
200,Spinne::N,মাকড়সা,pauk
201,Ameise::N,পিপীলিকা,mrav
202,Laus::N,উকুন,uš
203,Mücke::N,মশা,komarac
204,Fliege::N,মাছি,muha
205,Schmetterling::N,প্রজাপতি,leptir
206,Beere::N,বেরি,boba
207,Beere::N,বেরি,bobica
208,Apfel::N,আপেল,jabuka
209,Pilz::N,ছত্রক,pečurka
210,Zwiebel::N,পিয়াজ,luk
211,Zwiebel::N,পিয়াজ,kapula
212,Saat::N,বীজ,sjemenje
213,Korn::N,শস্য,zrno
214,Heu::N,খড়,sijeno
215,Schale::N,খোসা,kora
216,Schale::N,খোসা,ljuska
217,Grube::N,গর্ত,jama
218,Falle::N,ফাঁদ,zamka
219,Falle::N,ফাঁদ,klopka
220,Schlinge::N,পাশ,uzao
221,Schlinge::N,পাশ,petlja
222,Spur::N,চিহ্ন,trag
223,Spur::N,চিহ্ন,slijed
224,Asche::N,ভস্ম,pepeo
225,Dreck::N,ময়লা,blato
226,Eisen::N,লোহা,željezo
227,Gold::N,স্বর্ণ,zlato
228,Silber::N,রৌপ্য,srebro
229,Kohle::N,অঙ্গার,ugalj
230,Kohle::N,অঙ্গার,ugljen
231,Glas::N,কাচ,staklo
232,Lehm::N,মৃত্তিকা,glina
233,Lehm::N,মৃত্তিকা,ilovača
234,Sand::N,বালি,pijesak
235,Mensch::N,নর,čovjek
236,Mensch::N,মানুষ,čovjek
237,Mann::N,মানুষ,muškarac
238,Frau::N,নারী,žena
239,Kind::N,বাচ্চা,čedo
240,Kind::N,বাচ্চা,dijete
241,Junge::N,ছেলে,momče
242,Junge::N,ছেলে,dječak
243,Mädchen::N,মেয়ে,djevojka
244,Mädchen::N,মেয়ে,djevojčica
245,Familie::N,পরিবার,obitelj
246,Familie::N,পরিবার,porodica
247,Großvater::N,মাতামহ,djed
248,Großmutter::N,মাতামহী,baka
249,Eltern::N,মাতাপিতা,roditelji
250,Vater::N,পিতা,otac
251,Mutter::N,মাতা,majka
252,Sohn::N,ছেলে,sin
253,Tochter::N,মেয়ে,kći
254,Tochter::N,মেয়ে,kćerka
255,Bruder::N,দাদা,brat
256,Schwester::N,বোন,sestra
257,Schwester::N,দিদি,sestra
258,Onkel::N,মামা,čika
259,Onkel::N,মামা,ujak
260,Tante::N,মাসী,ujna
261,Tante::N,মাসী,tetka
262,Ehemann::N,স্বামী,muž
263,Ehemann::N,স্বামী,suprug
264,Ehefrau::N,পত্নী,žena
265,Ehefrau::N,পত্নী,supruga
266,Freude::N,উল্লাস,radost
267,Gelächter::N,হাসি,grohot
268,Glück::N,সুখ,sreća
269,Kummer::N,দুঃখ,jad
270,Kummer::N,দুঃখ,briga
271,Wunsch::N,আকাঙ্ক্ষা,želja
272,Lust::N,বাসনা,volja
273,Geist::N,আত্না,duh
274,Gedanke::N,চিন্তা,misao
275,Gedächtnis::N,স্মরণশক্তি,pamćenje
276,Verstand::N,মন,um
277,Verstand::N,মন,razum
278,Sinn::N,পদার্থ,smisao
279,Sinn::N,পদার্থ,značenje
280,Grund::N,কারণ,razlog
281,Wahrheit::N,সত্য,istina
282,Gespräch::N,কথাবার্তা,razgovor
283,Märchen::N,রূপকথা,bajka
284,Erzählung::N,গল্প,priča
285,Erzählung::N,গল্প,pripovijest
286,Nachricht::N,তথ্য,vijest
287,Neuigkeit::N,খবরাখবর,novost
288,Name::N,নাম,ime
289,Rätsel::N,ধাঁধা,zagonetka
290,Rede::N,বক্তৃতা,govor
291,Rede::N,বক্তৃতা,besjeda
292,Sprache::N,ভাষা,jezik
293,Stimme::N,স্বর,glas
294,Wort::N,শব্দ,riječ
295,Zeichen::N,প্রতীক,znak
296,Ruf::N,ডাক,povik
297,Ruf::N,ডাক,poklik
298,Lärm::N,হৈচৈ,buka
299,Lärm::N,হৈচৈ,galama
300,Laut::N,ধ্বনি,zvuk
301,Ton::N,স্বর,ton
302,Lied::N,গান,pjesma
303,Ruhe::N,শান্তি,tišina
304,Ruhe::N,শান্তি,počinak
305,Leute::N,প্রজাপুঞ্জ,ljudi
306,Volk::N,জাতি,puk
307,Volk::N,জাতি,narod
308,Arbeit::N,চাকরি,rad
309,Arbeit::N,চাকরি,posao
310,Gast::N,অতিথি,gost
311,Geschenk::N,উপহার,dar
312,Geschenk::N,উপহার,poklon
313,Spiel::N,খেলা,igra
314,Gesellschaft::N,সঙ্গিগণ,društvo
315,Gesellschaft::N,সঙ্গিগণ,kompanija
316,Hilfe::N,সাহায্য,pomoć
317,Freund::N,বন্ধু,prijatelj
318,Kamerad::N,সঙ্গী,drug
319,Kamerad::N,সঙ্গী,drugar
320,Angelegenheit::N,বিষয়,posao
321,Anzahl::N,পরিমাণ,broj
322,Anzahl::N,পরিমাণ,brojnost
323,Art::N,রকম,vid
324,Art::N,রকম,vrst
325,Stück::N,টুকরো,komad
326,Teil::N,অংশ,dio
327,Hälfte::N,অর্ধেক,polovina
328,Kreis::N,বৃত্ত,krug
329,Kreuz::N,ক্রুশ,križ
330,Linie::N,রেখা,crta
331,Strich::N,কষি,crta
332,Abstand::N,ফাঁক,razmak
333,Abstand::N,ফাঁক,odstojanje
334,Entfernung::N,ব্যবধান,udaljenost
335,Gegend::N,ক্ষেত্র,kraj
336,Gegend::N,ক্ষেত্র,predeo
337,Platz::N,জায়গা,mjesto
338,Ort::N,স্থান,mjesto
339,Seite::N,পার্শ্ব,bok
340,Seite::N,পার্শ্ব,strana
341,Mitte::N,মধ্য,sredina
342,Gegenstand::N,জিনিস,predmet
343,Sache::N,বস্তু,posao
344,Rand::N,কানা,rub
345,Rand::N,কানা,kraj
346,Kante::N,ধার,brid
347,Kante::N,ধার,ivica
348,Ecke::N,কোণ,ugao
349,Spitze::N,ডগা,vrh
350,Spitze::N,ডগা,šiljak
351,Ende::N,প্রান্ত,konac
352,Loch::N,গর্ত,rupa
353,Winkel::N,কোণ,kut
354,Winkel::N,কোণ,ugao
355,Muster::N,নমুন্,uzor
356,Größe::N,আয়তন,veličina
357,Länge::N,দৈর্ঘ্য,duljina
358,Höhe::N,উচ্চতা,visina
359,Gewicht::N,ওজন,težina
360,Menge::N,পরিমাণ,mnoštvo
361,Menge::N,পরিমাণ,količina
362,Haufen::N,পুঞ্জ,hrpa
363,Haufen::N,পুঞ্জ,gomila
364,Reihe::N,শ্রেণী,red
365,Boot::N,নৌকা,čun
366,Boot::N,নৌকা,čamac
367,Ruder::N,দাঁড়,veslo
368,Schlitten::N,স্নেজ্-গাড়ি,saone
369,Ski::N,শী,ski
370,Ski::N,শী,smučka
371,Lagerfeuer::N,অগ্নি,logorska vatra
372,Last::N,বোঝা,tovar
373,Gang::N,হণ্টন,hod
374,Schritt::N,পদ,korak
375,Norden::N,উত্তরদিক্,sjever
376,Süden::N,দক্ষিণদিক,jug
377,Westen::N,পশ্চিমদিক্,zapad
378,Osten::N,পূর্বদিক,istok
379,Holz::N,কাঠ,drvo
380,Brett::N,তক্তা,daska
381,Platte::N,ফলক,ploča
382,Stütze::N,নাগদণ্ড,potpora
383,Stange::N,দণ্ড,motka
384,Stock::N,ছড়ি,štap
385,Stock::N,ছড়ি,palica
386,Stab::N,যষ্টি,štap
387,Stab::N,যষ্টি,šipka
388,Rohr::N,নল,cijev
389,Haus::N,ঘর,kuća
390,Heim::N,বাসা,dom
391,Ofen::N,স্টোভ্,peć
392,Fußboden::N,গহতল,pod
393,Tisch::N,মেজ,stol
394,Tisch::N,মেজ,trpeza
395,Tisch::N,টেবিল,stol
396,Tisch::N,টেবিল,trpeza
397,Stuhl::N,চেয়ার,stolac
398,Stuhl::N,চেয়ার,stolica
399,Stuhl::N,কেদারা,stolac
400,Stuhl::N,কেদারা,stolica
401,Wiege::N,দোলনা,kolijevka
402,Bett::N,শয্যা,krevet
403,Bett::N,শয্যা,postelja
404,Regal::N,তাক,polica
405,Kiste::N,বাক্স,sanduk
406,Fenster::N,জানালা,prozor
407,Tür::N,দ্বার,vrata
408,Tor::N,দ্বার,vrata
409,Tor::N,দ্বার,kapija
410,Zaun::N,বেড়া,plot
411,Zaun::N,বেড়া,ograda
412,Dach::N,ছাদ,krov
413,Leiter::N,মই,ljestve
414,Leiter::N,মই,ljestvice
415,Besen::N,গুল্মবিশেষ,metla
416,Spaten::N,কোদাল,ašov
417,Schaufel::N,বেলচা,lopata
418,Gabel::N,কাঁটা,viljuška
419,Löffel::N,চামচ,žlica
420,Messer::N,ছুরি,nož
421,Nagel::N,পেরেক,čavao
422,Netz::N,জাল,mreža
423,Haken::N,কাচি,kuka
424,Griff::N,হাতল,držak
425,Griff::N,হাতল,ručica
426,Schloss::N,তালা,brava
427,Bild::N,ছবি,slika
428,Bild::N,চিত্র,slika
429,Figur::N,আকার,figura
430,Puppe::N,পুতুল,lutka
431,Beutel::N,বটুয়া,kesa
432,Bündel::N,আঁটি,snop
433,Bündel::N,আঁটি,svežanj
434,Tasche::N,থলি,torba
435,Tasche::N,থলি,taška
436,Eimer::N,বাল্তি,kabao
437,Deckel::N,আবরণ,poklopac
438,Geschirr::N,থালা-বাসন,suđe
439,Geschirr::N,থালা-বাসন,posuđe
440,Sack::N,বস্তা,džak
441,Sack::N,বস্তা,vreća
442,Tasse::N,কাপ,šalica
443,Topf::N,পাত্র,lonac
444,Kessel::N,কেটলি,kazan
445,Essen::N,আহার,obrok
446,Nahrung::N,খাদ্য,hrana
447,Speise::N,খাদ্য,jelo
448,Fleisch::N,মাংস,meso
449,Getreide::N,শস্য,žito
450,Getreide::N,শস্য,žitarice
451,Brei::N,মণ্ড,kaša
452,Brot::N,রুটি,kruh
453,Scheibe::N,ফালি,kriška
454,Fett::N,মেদ,mast
455,Fett::N,মেদ,salo
456,Butter::N,মাখন,buter
457,Butter::N,মাখন,maslac
458,Öl::N,তৈল,ulje
459,Salz::N,নুন,sol
460,Suppe::N,শুরুয়া,supa
461,Honig::N,মধু,med
462,Milch::N,দুধ,mlijeko
463,Tee::N,চা,čaj
464,Leder::N,পাকা চামড়া,koža
465,Wolle::N,পশম,vuna
466,Stoff::N,বস্ত্র,štof
467,Stoff::N,বস্ত্র,tkanina
468,Nadel::N,সুচ,igla
469,Faden::N,সূত্র,nit
470,Faden::N,সূত্র,konac
471,Knopf::N,বোতাম,dugme
472,Knoten::N,গিঁট,čvor
473,Knoten::N,গিঁট,uzao
474,Farbe::N,রং,farba
475,Kleidung::N,কাপড়,odjeća
476,Hemd::N,শার্ট,košulja
477,Kragen::N,গলবন্ধ,ovratnik
478,Ärmel::N,আস্তিন্,rukav
479,Hose::N,ট্রাউজার,hlače
480,Gürtel::N,কটিবন্ধ,pas
481,Gürtel::N,কটিবন্ধ,pojas
482,Mütze::N,টুপি,kapa
483,Schuh::N,জুতো,cipela
484,Stiefel::N,বুট,čizma
485,Ring::N,আংটি,prsten
486,Band::N,ফিতা,vrpca
487,Kamm::N,চিরুনি,češalj
488,Spiegel::N,আয়না,zrcalo
489,Spiegel::N,আয়না,ogledalo
490,Riemen::N,চাবুক,kaiš
491,Riemen::N,চাবুক,remen
492,Schnur::N,দড়ি,vrpca
493,Leine::N,শিকল,uzica
494,Decke::N,কম্বল,ćebe
495,Decke::N,কম্বল,pokrivač
496,Kissen::N,উপাধান,jastuk
497,Tuch::N,বস্ত্র,rubac
498,Tuch::N,বস্ত্র,marama
499,Handtuch::N,তোয়ালে,ručnik
500,Kraft::N,জোর,snaga
501,Stärke::N,শক্তি,jakost
502,Gesundheit::N,স্বাস্থ্য,zdravlje
503,Krankheit::N,অসুখ,bolest
504,Krankheit::N,ব্যামো,bolest
505,Schmerz::N,যন্ত্রণা,bol
506,Wunde::N,ক্ষত,rana
507,Fieber::N,জ্বর,groznica
508,Arznei::N,ঔষধ,lijek
509,Brücke::N,সেতু,most
510,Brücke::N,সেতু,ćuprija
511,Brunnen::N,কূপ,bunar
512,Brunnen::N,কূপ,zdenac
513,Weide::N,পশুচারণভূমি,paša
514,Weide::N,পশুচারণভূমি,pašnjak
515,Pfad::N,পথ,staza
516,Weg::N,পথ,put
517,Straße::N,রাস্তা,drum
518,Straße::N,রাস্তা,cesta
519,Dorf::N,গ্রাম,selo
520,Stadt::N,শহর,grad
521,Stadt::N,শহর,varoš
522,Brief::N,চিঠি,list
523,Brief::N,চিঠি,pismo
524,Buch::N,বই,knjiga
525,Buchstabe::N,অক্ষর,slovo
526,Zeitung::N,সংবাদপত্র,novine
527,Leben::N,জীবন,život
528,Tod::N,মৃত্যু,smrt
529,Grab::N,কবর,raka
530,Kirche::N,গির্জা,crkva
531,Sünde::N,পাপ,grijeh
532,Gott::N,দেবতা,bog
533,Arbeiter::N,শ্রমিক,radnik
534,Chef::N,নেতা,šef
535,Meister::N,ব্যক্তি,majstor
536,Arzt::N,চিকিৎসক,liječnik
537,Lehrer::N,অধ্যাপক,učitelj
538,Geld::N,মুদ্রা,novac
539,Geld::N,টাকাপয়সা,novac
540,Geschäft::N,ব্যস্ততা,posao
541,Geschäft::N,ব্যস্ততা,trgovina
542,Laden::N,দোকান,dućan
543,Preis::N,মূল্য,cijena
544,Ware::N,পণ্যদ্রব্য,roba
545,Nutzen::N,সুবিধা,korist
546,Reichtum::N,ধনদৌলত,bogatstvo
547,Welt::N,জগৎ,svijet
548,Land::N,খেত,zemlja
549,Staat::N,রাষ্ট্র,država
550,König::N,রাজা,kralj
551,Macht::N,প্রভাব,moć
552,Macht::N,প্রভাব,vlast
553,Grenze::N,সীমা,granica
554,Krieg::N,যুদ্ধ,rat
555,Feind::N,শত্রু,neprijatelj
556,Gewalt::N,জোর,sila
557,Gewalt::N,জোর,nasilje
558,Kampf::N,লড়াই,boj
559,Kampf::N,লড়াই,borba
560,Bogen[Waffe]::N,ধনুক,luk
561,Pfeil::N,বাণ,strijela
562,Gewehr::N,বন্দুক,puška
563,Fehler::N,ভুল,pogreška
564,Fehler::N,ভুল,griješka
565,Lüge::N,মিথ্যা,laž
566,Schaden::N,ক্ষতি,šteta
567,Unglück::N,দুর্ভাগ্য,nesreća
568,Schuld::N,অপরাধ,krivnja
569,Alter::N,আয়ু,dob
570,Schluss::N,শেষ,kraj
571,Schluss::N,শেষ,konac
572,Zeit::N,সময়,doba
573,Zeit::N,সময়,vrijeme
574,Tag::N,দিন,dan
575,Morgen::N,সকাল,jutro
576,Mittag::N,মধ্যাহু,podne
577,Abend::N,সন্ধ্যা,veče
578,Abend::N,সন্ধ্যা,večer
579,Nacht::N,রাত্রি,noć
580,Woche::N,সপ্তাহ,sedmica
581,Monat::N,মাস,mjesec
582,Jahr::N,সৌরবর্ষ,godina
583,Frühling::N,বসন্তকাল,proljeće
584,Sommer::N,গ্রীষ্মকাল,ljeto
585,Herbst::N,শরংঋতু,jesen
586,Winter::N,শীতকাল,zima
587,Januar::N,জানুয়ারী,januar
588,Januar::N,জানুয়ারী,siječanj
589,Februar::N,ফেব্রুয়ারী,veljača
590,Februar::N,ফেব্রুয়ারী,februar
591,März::N,মার্চ,mart
592,März::N,মার্চ,ožujak
593,April::N,এপ্রিল,april
594,April::N,এপ্রিল,travanj
595,Mai::N,মে,maj
596,Mai::N,মে,svibanj
597,Juni::N,জুন,juni
598,Juni::N,জুন,lipanj
599,Juli::N,জুলাই,juli
600,Juli::N,জুলাই,srpanj
601,August::N,অগাস্ট,august
602,August::N,অগাস্ট,kolovoz
603,September::N,সেপ্টেম্বর,rujan
604,September::N,সেপ্টেম্বর,septembar
605,Oktober::N,অক্টোবর,oktobar
606,Oktober::N,অক্টোবর,listopad
607,November::N,নভেম্বর,studeni
608,November::N,নভেম্বর,novembar
609,Dezember::N,ডিসেম্বর,prosinac
610,Montag::N,সোমবার,ponedjeljak
611,Montag::N,সোমবার,ponedjeljnik
612,Dienstag::N,মঙ্গলবার,utorak
613,Dienstag::N,মঙ্গলবার,utornik
614,Mittwoch::N,বুধবার,srijeda
615,Donnerstag::N,বৃহম্পতিবার,četvrtak
616,Freitag::N,শুক্রবার,petak
617,Samstag::N,শনিবার,subota
618,Sonntag::N,রবিবার,nedjelja
619,groß::A,বৃহৎ,velik
620,klein::A,ছোট,mali
621,klein::A,ছোট,malen
622,lang::A,দীর্ঘ,dug
623,lang::A,দীর্ঘ,dugačak
624,kurz::A,খর্ব,kratak
625,kurz::A,হ্রস্ব,kratak
626,breit::A,চওড়া,širok
627,schmal::A,সরু,uski
628,schmal::A,সরু,uzak
629,dicht::A,ঘন,gust
630,dick[Gegenstand]::A,পুরু,debeo
631,dünn::A,কৃশ,tanak
632,fein::A,সূক্ষ্ম,fin
633,fein::A,সূক্ষ্ম,tanak
634,fest::A,দৃঢ়,čvrst
635,flach::A,সমতল,ravan
636,flach::A,সমতল,plosnat
637,glatt::A,মসৃণ,gladak
638,hart::A,শক্ত,tvrd
639,weich::A,নরম,mek
640,weich::A,নরম,mekan
641,rund::A,গোলাকার,okrugao
642,spitz::A,তীক্ষ্ন,oštar
643,spitz::A,তীক্ষ্ন,šiljast
644,scharf::A,শাণিত,oštar
645,scharf::A,শাণিত,bridak
646,stumpf::A,ভোঁতা,tup
647,schwer::A,ভারী,težak
648,schön::A,সুন্দর,krasan
649,heiß::A,গরম,vruć
650,warm::A,ঈষদুষ্ণ,topao
651,kalt::A,ঠাণ্ডা,hladan
652,kühl::A,শীতল,hladan
653,frisch::A,তাজা,svjež
654,feucht::A,ভিজা,vlažan
655,nass::A,ভিজা,mokar
656,trocken::A,শুষ্ক,suh
657,voll::A,পূর্ণ,pun
658,leer::A,খালি,prazan
659,offen::A,খোলা,otvoren
660,geschlossen::A,বন্ধ,zatvoren
661,sauber::A,নির্মল,čist
662,schmutzig::A,নোংরা,nečist
663,schmutzig::A,নোংরা,blatan
664,roh::A,কাঁচা,sirov
665,reif::A,পাকা,zreo
666,lecker::A,সুস্বাদ,tečan
667,lecker::A,সুস্বাদ,ukusan
668,süß::A,মিষ্ট,sladak
669,bitter::A,তিক্ত,gorak
670,sauer::A,টক,kiseo
671,hell::A,উজ্জ্বল,vedar
672,hell::A,উজ্জ্বল,svijetao
673,dunkel::A,অন্ধকারময়,taman
674,schwarz::A,কালো,crn
675,weiß::A,সাদা,bio
676,weiß::A,সাদা,bijel
677,rot::A,লাল,crven
678,gelb::A,হলদে,žut
679,blau::A,নীল,plav
680,blau::A,নীল,modar
681,grün::A,সবুজ,zelen
682,grau::A,ছাই-রঙা,siv
683,bunt::A,রঙিন,šaren
684,billig::A,সস্তা,jeftin
685,teuer::A,আক্রা,skup
686,wertvoll::A,মহার্ঘ,vrijedan
687,wertvoll::A,মহার্ঘ,dragocjen
688,blind::A,কানা,slijep
689,taub::A,বধির,gluh
690,kräftig::A,বিশাল,snažan
691,stark::A,শক্তিশালী,jak
692,stark::A,শক্তিশালী,snažan
693,schwach::A,দুর্বল,slab
694,fett::A,মোটা,pretio
695,schlank::A,কৃশ,vitak
696,hübsch::A,সুন্দর,zgodan
697,böse::A,খারাপ,zao
698,böse::A,খারাপ,opak
699,dumm::A,মূর্খ,glup
700,faul::A,শ্রমবিমুখ,lijen
701,fleißig::A,পরিশ্রমী,radin
702,fleißig::A,পরিশ্রমী,marljiv
703,geizig::A,ব্যয়কুণ্ঠ,škrt
704,klug::A,দক্ষ,razborit
705,geschickt::A,পটু,vješt
706,lieb::A,প্রেয়,drag
707,lustig::A,প্রফুল্ল,veseo
708,sanft::A,নম্র,blag
709,hungrig::A,ক্ষুধার্ত,gladan
710,krank::A,অসুস্থ,bolestan
711,nackt::A,উলঙ্গ,nag
712,traurig::A,দুঃখিত,tužan
713,traurig::A,দুঃখিত,žalostan
714,lebendig::A,জীবিত,živ
715,gut::A,ভালো,dobar
716,schlecht::A,মন্দ,loš
717,schlecht::A,মন্দ,rđav
718,richtig::A,ঠিক,tačan
719,richtig::A,ঠিক,ispravan
720,schlimm::A,কদর্য,zao
721,schlimm::A,কদর্য,zločest
722,wahr::A,বাস্তব,istinit
723,alt::A,পুরাতন,star
724,neu::A,নব,nov
725,neu::A,নূতন,nov
726,ehemalig::A,পূর্বকালীন,bivši
