,Concept_ID,es,ko
277,Zeichen::N,señal,신호
278,Ruf::N,llamada,부름
279,Lärm::N,ruido,소동
280,Lärm::N,barullo,소동
281,Laut::N,sonido,음성
282,Ton::N,tono,목소리
283,Lied::N,canción,노래
284,Ruhe::N,calma,쉼
285,Ruhe::N,silencio,쉼
286,Leute::N,gente,사람들
287,Volk::N,pueblo,국중
288,Arbeit::N,trabajo,근로
289,Arbeit::N,trabajo,너무
290,Gast::N,huésped,손님
291,Gast::N,invitado,손님
292,Geschenk::N,regalo,행하
293,Spiel::N,juego,무리
294,Gesellschaft::N,compañía,교제
295,Hilfe::N,ayuda,거들음
296,Hilfe::N,ayuda,보좌
297,Hilfe::N,socorro,거들음
298,Hilfe::N,socorro,보좌
299,Freund::N,amigo,친구
300,Kamerad::N,camarada,동실자
301,Kamerad::N,compañero,동실자
302,Angelegenheit::N,asunto,용무
303,Anzahl::N,cantidad,어떤
304,Anzahl::N,cantidad,수
305,Art::N,tipo,정류
306,Art::N,clase,정류
307,Stück::N,pieza,일부분
308,Teil::N,parte,몱
309,Teil::N,parte,구훠
310,Hälfte::N,mitad,2분의
311,Kreis::N,círculo,고리
312,Kreuz::N,cruz,열십자
313,Linie::N,línea,선
314,Strich::N,raya,스침
315,Strich::N,trazo,스침
316,Abstand::N,distancia,거리
317,Entfernung::N,distancia,거리
318,Gegend::N,región,곳
319,Gegend::N,región,부금
320,Gegend::N,comarca,곳
321,Gegend::N,comarca,부금
322,Platz::N,espacio,장소
323,Ort::N,sitio,장소
324,Seite::N,lado,옆면
325,Seite::N,costado,옆면
326,Mitte::N,medio,궁간
327,Mitte::N,centro,궁간
328,Gegenstand::N,objeto,항목
329,Sache::N,cosa,뭉에
330,Rand::N,borde,가
331,Kante::N,borde,귀퉁
332,Ecke::N,esquina,구석
333,Spitze::N,punta,끝
334,Spitze::N,punta,참단
335,Ende::N,cabo,말당
336,Ende::N,extremo,말당
337,Loch::N,agujero,빙옷
338,Loch::N,abertura,빙옷
339,Winkel::N,ángulo,각도
340,Muster::N,dibujo,본
341,Muster::N,dibujo,견복
342,Größe::N,tamaño,신장
343,Länge::N,longitud,길이긺
344,Höhe::N,altura,높이
345,Höhe::N,altitud,높이
346,Gewicht::N,peso,추
347,Menge::N,cantidad,수양
348,Haufen::N,montón,퇴적
349,Reihe::N,fila,열
350,Boot::N,bote,보트
351,Boot::N,barca,보트
352,Ruder::N,remo,노
353,Schlitten::N,trineo,썰매
354,Ski::N,esquí,스키
355,Lagerfeuer::N,hoguera,캠프의 모닥불
356,Last::N,carga,무거운짐
357,Gang::N,marcha,걸음
358,Schritt::N,paso,보조
359,Norden::N,norte,북쪽 
360,Süden::N,sur,남쪽
361,Westen::N,oeste,서쪽
362,Osten::N,este,동쪽
363,Holz::N,madera,목재
364,Brett::N,tabla,마루널
365,Platte::N,placa,탤
366,Platte::N,placa,금속판
367,Platte::N,plancha,탤
368,Platte::N,plancha,금속판
369,Stütze::N,sostén,버팀목
370,Stütze::N,soporte,버팀목
371,Stange::N,vara,장대
372,Stange::N,percha,장대
373,Stock::N,palo,막대기
374,Stock::N,bastón,막대기
375,Stab::N,vara,작대기
376,Stab::N,bastón,작대기
377,Rohr::N,tubo,갈대
378,Haus::N,casa,집
379,Heim::N,hogar,집
380,Ofen::N,estufa,아궁이
381,Fußboden::N,suelo,마루
382,Tisch::N,mesa,탁자
383,Stuhl::N,silla,의자
384,Wiege::N,cuna,발상지
385,Bett::N,cama,침대
386,Regal::N,estantería,서가
387,Kiste::N,caja,짐궤
388,Fenster::N,ventana,눔
389,Tür::N,puerta,문
390,Tor::N,puerta,대문
391,Zaun::N,valla,담장
392,Zaun::N,cercado,담장
393,Dach::N,techo,지붕
394,Dach::N,tejado,지붕
395,Leiter::N,escalera,사닥다리
396,Besen::N,escoba,비
397,Spaten::N,pala,가래
398,Schaufel::N,pala,삽
399,Schaufel::N,paleta,삽
400,Gabel::N,tenedor,갈래
401,Löffel::N,cuchara,숟가락
402,Messer::N,cuchillo,나이프
403,Nagel::N,clavo,발툽
404,Netz::N,red,그물
405,Haken::N,gancho,갈고리
406,Haken::N,corchete,갈고리
407,Griff::N,asa,움켜쥠
408,Griff::N,mango,움켜쥠
409,Schloss::N,cerradura,자물쇠
410,Bild::N,imagen,그림
411,Figur::N,figura,몸메
412,Puppe::N,muñeca,인형
413,Beutel::N,bolsa,클
414,Bündel::N,haz,자근다발
415,Tasche::N,bolso,가방
416,Eimer::N,cubo,동이
417,Deckel::N,tapa,뚜껑
418,Deckel::N,tapadera,뚜껑
419,Geschirr::N,vajilla,식시
420,Sack::N,saco,조갑
421,Tasse::N,taza,차잔
422,Topf::N,olla,단지
423,Topf::N,marmita,단지
424,Kessel::N,caldera,주전자
425,Essen::N,comida,먹기
426,Nahrung::N,alimento,식료
427,Speise::N,plato,음식물
428,Fleisch::N,carne,고기
429,Getreide::N,cereales,곡물
430,Brei::N,puré,젤리
431,Brei::N,papilla,젤리
432,Brot::N,pan,빵
433,Scheibe::N,lonja,원반
434,Scheibe::N,rebanada,원반
435,Fett::N,grasa,기름
436,Butter::N,mantequilla,버터
437,Öl::N,aceite,올리브유
438,Salz::N,sal,소금
439,Suppe::N,sopa,국
440,Suppe::N,sopa,수프
441,Honig::N,miel,감미
442,Milch::N,leche,유즙
443,Tee::N,té,차
444,Leder::N,cuero,가죽
445,Wolle::N,lana,양털
446,Stoff::N,tela,패료
447,Stoff::N,tejido,패료
448,Nadel::N,aguja,바늘
449,Faden::N,hilo,콘실
450,Knopf::N,botón,단추
451,Knoten::N,nudo,곁절
452,Farbe::N,pintura,색
453,Kleidung::N,ropa,옷입기
454,Kleidung::N,vestidos,옷입기
455,Hemd::N,camisa,속옷
456,Kragen::N,cuello,깃
457,Ärmel::N,manga,소매
458,Hose::N,pantalón,바지
459,Gürtel::N,cinturón,밴드
460,Mütze::N,gorro,모자
461,Schuh::N,zapato,구두
462,Stiefel::N,bota,장화
463,Ring::N,anillo,고리
464,Band::N,cinta,리본
465,Kamm::N,peine,빗
466,Spiegel::N,espejo,거울
467,Riemen::N,correa,가죽끈
468,Schnur::N,cuerda,밧줄
469,Leine::N,correa,고삐줄
470,Decke::N,manta,이부자리
471,Kissen::N,almohada,깔개
472,Tuch::N,pañuelo,천
473,Handtuch::N,toalla,수건
474,Kraft::N,fuerza,세력
475,Stärke::N,fuerza,힘
476,Gesundheit::N,salud,위생
477,Krankheit::N,enfermedad,병
478,Schmerz::N,dolor,아픔고통
479,Wunde::N,llaga,상처
480,Wunde::N,herida,상처
481,Fieber::N,fiebre,열별
482,Arznei::N,medicina,약
483,Arznei::N,medicamento,약
484,Brücke::N,puente,교량
485,Brunnen::N,pozo,원천
486,Weide::N,pasto,목장
487,Pfad::N,sendero,좁은길
488,Weg::N,camino,길
489,Straße::N,vía,길
490,Straße::N,carretera,길
491,Dorf::N,aldea,촌
492,Dorf::N,aldea,촌락
493,Dorf::N,pueblo,촌
494,Dorf::N,pueblo,촌락
495,Stadt::N,ciudad,도시
496,Brief::N,carta,서한
497,Buch::N,libro,책
498,Buchstabe::N,letra,문자
499,Buchstabe::N,carácter,문자
500,Zeitung::N,diario,신문
501,Zeitung::N,periódico,신문
502,Leben::N,vida,삶
503,Tod::N,muerte,죽음
504,Grab::N,tumba,무덤
505,Grab::N,sepulcro,무덤
506,Kirche::N,iglesia,교회
507,Sünde::N,pecado,부정
508,Gott::N,dios,하느님
509,Arbeiter::N,obrero,일하는사람
510,Arbeiter::N,trabajador,일하는사람
511,Chef::N,jefe,사장
512,Meister::N,maestro,명인
513,Meister::N,maestro,대가
514,Arzt::N,médico,의사
515,Lehrer::N,profesor,교사
516,Geld::N,dinero,돈
517,Geschäft::N,negocio,일
518,Laden::N,tienda,가게
519,Preis::N,precio,가격
520,Ware::N,mercancía,상품
521,Nutzen::N,provecho,이익
522,Reichtum::N,riqueza,많음
523,Welt::N,mundo,세상
524,Land::N,país,지방
525,Staat::N,Estado,국가
526,König::N,rey,국왕
527,Macht::N,poder,힘
528,Macht::N,potencia,힘
529,Grenze::N,frontera,국경
530,Krieg::N,guerra,전쟁
531,Feind::N,enemigo,적
532,Gewalt::N,violencia,권력
533,Kampf::N,lucha,전투
534,Kampf::N,combate,전투
535,Bogen[Waffe]::N,arco,활
536,Pfeil::N,flecha,화살
537,Gewehr::N,fusil,무기
538,Gewehr::N,escopeta,무기
539,Fehler::N,error,오류
540,Lüge::N,mentira,거짓말
541,Schaden::N,daño,손상
542,Unglück::N,desgracia,불행
543,Schuld::N,culpa,부채
544,Alter::N,edad,연령
545,Schluss::N,fin,마감
546,Schluss::N,final,마감
547,Zeit::N,tiempo,때
548,Zeit::N,tiempo,시간
549,Tag::N,día,하루
550,Morgen::N,mañana,이침
551,Mittag::N,mediodía,대낮
552,Abend::N,noche,저녁
553,Nacht::N,noche,밤
554,Woche::N,semana,근무일
555,Monat::N,mes,달
556,Jahr::N,año,해
557,Frühling::N,primavera,봄
558,Sommer::N,verano,여름
559,Herbst::N,otoño,가을
560,Winter::N,invierno,겨울
561,Januar::N,enero,일월
562,Februar::N,febrero,이월
563,März::N,marzo,삼월
564,April::N,abril,사월
565,Mai::N,mayo,오월
566,Juni::N,junio,유월
567,Juli::N,julio,칠월
568,August::N,agosto,팔월
569,September::N,septiembre,구월
570,Oktober::N,octubre,시월
571,November::N,noviembre,십일월
572,Dezember::N,diciembre,십이월
573,Montag::N,lunes,월요일
574,Dienstag::N,martes,화요일
575,Mittwoch::N,miércoles,수요일
576,Donnerstag::N,jueves,모교일
577,Freitag::N,viernes,그묘일
578,Samstag::N,sábado,토요일
579,Sonntag::N,domingo,일요일
580,groß::A,grande,큰
581,klein::A,pequeño,자근
582,lang::A,largo,긴
583,kurz::A,corto,짧은
584,breit::A,ancho,넓은
585,schmal::A,estrecho,좁은
586,dicht::A,denso,농밀한
587,dick[Gegenstand]::A,grueso,두꺼운
588,dünn::A,fino,얇은
589,dünn::A,delgado,얇은
590,fein::A,fino,미세한
591,fein::A,delicado,미세한
592,fest::A,firme,굳은
593,fest::A,sólido,굳은
594,flach::A,plano,얕은
595,glatt::A,liso,반들반들한
596,hart::A,duro,굳은
597,weich::A,muelle,연한
598,rund::A,redondo,둥근
599,spitz::A,agudo,뾰족한
600,spitz::A,apuntado,뾰족한
601,scharf::A,agudo,날카로운
602,scharf::A,afilado,날카로운
603,stumpf::A,sin filo,무딘
604,schwer::A,pesado,무거운
605,schön::A,bello,멋진
606,schön::A,hermoso,멋진
607,heiß::A,caluroso,뜨거운
608,warm::A,cálido,따뜻한
609,warm::A,caliente,따뜻한
610,kalt::A,frío,찬
611,kühl::A,fresco,서늘한
612,frisch::A,fresco,신선한
613,feucht::A,húmedo,축축한
614,nass::A,mojado,젖은
615,trocken::A,seco,마른
616,voll::A,lleno,완전한
617,leer::A,vacío,빈
618,offen::A,abierto,열린
619,geschlossen::A,cerrado,닫힌
620,sauber::A,limpio,깨끗한
621,schmutzig::A,sucio,더러운
622,roh::A,crudo,날게잇의
623,reif::A,maduro,이근
624,lecker::A,rico,맛있는
625,lecker::A,sabroso,맛있는
626,süß::A,dulce,단
627,bitter::A,amargo,찌르는듯한
628,sauer::A,agrio,산성의
629,hell::A,claro,밝은
630,dunkel::A,oscuro,어두운
631,schwarz::A,negro,검은
632,weiß::A,blanco,하얀
633,rot::A,rojo,붉은
634,gelb::A,amarillo,황색
635,blau::A,azul,푸른
636,grün::A,verde,녹색의
637,grau::A,gris,회색의
638,bunt::A,multicolor,알록달록한
639,billig::A,barato,싼
640,teuer::A,caro,값비산
641,wertvoll::A,valioso,가치가많은
642,wertvoll::A,precioso,가치가많은
643,blind::A,ciego,눈먼
644,taub::A,sordo,무감간한
645,kräftig::A,fuerte,강장한
646,stark::A,fuerte,강한
647,stark::A,vigoroso,강한
648,schwach::A,débil,약한
649,fett::A,obeso,실찐
650,schlank::A,esbelto,호리호리한
651,hübsch::A,mono,예쁜
652,hübsch::A,guapo,예쁜
653,böse::A,malo,나쁜
654,dumm::A,tonto,어리석은
655,dumm::A,estúpido,어리석은
656,faul::A,vago,너덜너덜한
657,faul::A,perezoso,너덜너덜한
658,fleißig::A,aplicado,근면한
659,fleißig::A,diligente,근면한
660,geizig::A,avaro,인색한
661,klug::A,sensato,
662,klug::A,inteligente,
663,geschickt::A,hábil,교묘한
664,lieb::A,querido,친애하는
665,lustig::A,alegre,유쾌한
666,sanft::A,suave,온화한
667,hungrig::A,hambriento,배고픈
668,krank::A,enfermo,병든
669,nackt::A,desnudo,벌거벗은
670,traurig::A,triste,슬픈
671,lebendig::A,vivo,살아있는
672,lebendig::A,viviente,살아있는
673,gut::A,bueno,좋은
674,schlecht::A,malo,나쁜
675,richtig::A,justo,바른
676,richtig::A,correcto,바른
677,schlimm::A,malo,못된
678,schlimm::A,grave,못된
679,wahr::A,verídico,참된
680,wahr::A,verdadero,참된
681,alt::A,viejo,늙은
682,neu::A,nuevo,새
683,ehemalig::A,antiguo,전의
684,alt[Lebewesen]::A,viejo,낡은
685,jung::A,joven,젊은
686,arm::A,pobre,가난한
687,reich::A,rico,풍부한
688,bekannt::A,conocido,저명한
689,berühmt::A,famoso,유명한
690,berühmt::A,célebre,유명한
691,fremd::A,extraño,타처이
692,verschieden::A,diverso,따른
693,verschieden::A,distinto,따른
694,verschieden::A,diferente,따른
695,nah::A,cercano,가까운
696,fern::A,lejano,먼
697,linker::A,izquierdo,왼쭉의
698,rechter::A,derecho,오른쪽의
699,anderer::A,otro,다른
700,erster::A,primero,첫째
701,zweiter::A,segundo,둘째
702,dritter::A,tercero,셋째
703,letzter::A,último,의후자의
704,allein::ADV,a solo,훌로
705,auf einmal::ADV,de una vez,갑자기
706,zusammen::ADV,juntos,모아서
707,lange::ADV,mucho tiempo,오래
708,plötzlich::ADV,de repente,둘연한
709,sofort::ADV,en seguida,즉시
710,später::ADV,más tarde,보다늦은
711,jetzt::ADV,ahora,목하
712,heute::ADV,hoy,오늘
713,morgen::ADV,mañana,내일
714,bald::ADV,pronto,곱
715,bald::ADV,en breve,곱
716,dann::ADV,luego,그경우에
717,dann::ADV,entonces,그경우에
718,gestern::ADV,ayer,어제
719,einst::ADV,antaño,옛날에
720,damals::ADV,entonces,그때에
721,danach::ADV,después,그 뒤에
722,vorher::ADV,antes,미리
723,zuerst::ADV,primero,최초로
724,einmal::ADV,una vez,한번
725,manchmal::ADV,a veces,땓대로
726,oft::ADV,a menudo,땓대로
727,oft::ADV,con frecuencia,땓대로
728,immer::ADV,siempre,늘
729,niemals::ADV,jamás,결코...(하지)않다
730,hier::ADV,aquí,여기
731,hierhin::ADV,acá,여기로
732,von hier::ADV,desde aquí,
733,dort::ADV,ahí,거기
734,dort::ADV,allí,거기
735,dorthin::ADV,allí,저기예
736,dorthin::ADV,hacia allí,저기예
737,geradeaus::ADV,todo derecho,곧장
738,vorwärts::ADV,adelante,앞으로
739,rückwärts::ADV,hacia atrás,뒤로
740,zurück::ADV,atrás,제자리로
741,unten::ADV,abajo,아래에
742,hinab::ADV,hacia abajo,아래쪽으로
743,oben::ADV,arriba,위에
744,hinauf::ADV,hacia arriba,위쪽으로
745,überall::ADV,por todas partes,도처에
746,nicht::ADV,no,안
747,ein wenig::ADV,un poco,적음
748,kaum::ADV,apenas,가의
749,sehr::ADV,muy,자주
750,sehr::ADV,mucho,자주
751,so::ADV,tan,그와같이
752,noch::ADV,aún,아직
753,noch::ADV,todavía,아직
754,nur::ADV,solamente,다만
755,schon::ADV,ya,이미
756,wieder::ADV,de nuevo,다시
757,vergebens::ADV,en vano,헛되이
758,vor::PRP,antes de,앞에
759,vor::PRP,delante de,앞에
760,hinter::PRP,tras,뒤에
761,hinter::PRP,detrás de,뒤에
762,unter::PRP,bajo,잍에
763,unter::PRP,debajo de,잍에
764,durch::PRP,por,통고하여
765,durch::PRP,a través de,통고하여
766,neben::PRP,al lado de,와나란히
767,zwischen::PRP,entre,의사이로
768,wegen::PRP,por,때문에
769,wegen::PRP,a causa de,때문에
770,dies::PRN,esto,이
771,das::PRN,eso,저
772,das::PRN,esto,저
773,alles::PRN,todo,모든것
774,ich::PRN,yo,나
775,du::PRN,tú,너
776,er::PRN,él,그
777,wir::PRN,nosotros,우리
778,ihr::PRN,vosotros,너희들
779,sie::PRN,ellos,그들
780,was::FPRN,qué,뭣
781,wer::FPRN,quién,누구
782,wo::FADV,dónde,어디
783,wohin::FADV,adónde,어디로
784,wohin::FADV,hacia dónde,어디로
785,wie::FADV,cómo,어떻게
786,warum::FADV,por qué,왜
787,wieviel::FNUM,cuánto,얼마만큰
788,eins::NUM,uno,하나
789,zwei::NUM,dos,둘
790,drei::NUM,tres,셋
791,vier::NUM,cuatro,넷
792,fünf::NUM,cinco,다섯
793,sechs::NUM,seis,여섯
794,sieben::NUM,siete,일곱
795,acht::NUM,ocho,여덟
796,neun::NUM,nueve,아홉
797,zehn::NUM,diez,열
798,elf::NUM,once,열하나
799,zwölf::NUM,doce,열둘
800,zwanzig::NUM,veinte,스물
801,dreißig::NUM,treinta,서름
802,vierzig::NUM,cuarenta,마흔
803,fünfzig::NUM,cincuenta,숸
804,sechzig::NUM,sesenta,에순
805,siebzig::NUM,setenta,일흔
806,achtzig::NUM,ochenta,여든
807,neunzig::NUM,noventa,아흔
808,hundert::NUM,cien,백
809,hundert::NUM,ciento,백
810,tausend::NUM,mil,천
811,und::CNJ,y,와
812,oder::CNJ,o,아니면
813,stehen::V,estar de pie,서다
814,sitzen::V,estar sentado,앉다
815,liegen::V,yacer,눕다
816,liegen::V,estar acostado,눕다
817,hängen::V,pender,달다
818,werden::V,hacerse,되다
819,passieren::V,suceder,지장옶다
820,beginnen::V,iniciarse,시작되다
821,beginnen::V,principiar,시작되다
822,enden::V,acabar,큳내다
823,enden::V,terminar,큳내다
824,wechseln::V,variar,병경하다
825,wechseln::V,alternar,병경하다
826,aufgehen[Sonne]::V,salir,뜨다
827,untergehen[Sonne]::V,ponerse,지다
828,untergehen[Sonne]::V,descender,지다
829,scheinen[Sonne]::V,brillar,빛나다
830,donnern::V,tronar,천둥치다
831,wehen::V,soplar,풀다
832,strömen::V,afluir,흐르다
833,fließen::V,fluir,흐르다
834,fließen::V,correr,흐르다
835,sich drehen::V,girar,돌다
836,schwanken::V,vacilar,동요하다
837,schwingen::V,oscilar,흔들다
838,fallen::V,caer,떨어지다
839,brennen::V,arder,타다
840,brennen::V,quemar,타다
841,rauchen::V,humear,김이나다
842,rauchen::V,echar humo,김이나다
843,regnen::V,llover,비가오다
844,gefrieren::V,helarse,얼다
845,tauen::V,deshelarse,녹다
846,schmelzen::V,fundirse,녹다
847,schmelzen::V,derretirse,녹다
848,trocknen::V,secarse,홈치다
