,Concept_ID,br,it
118,Fluss::N,stêr,fiume
119,Ufer::N,ribl,riva
120,Küste::N,aod,costa
121,Festland::N,douar,terraferma
122,Meer::N,mor,mare
123,Bucht::N,mor-bihan,cala
124,Insel::N,enez,ìsola
125,Blume::N,bleunienn,fiore
126,Gras::N,geot,erba
127,Wurzel::N,gwrizienn,radice
128,Baum::N,gwezenn,àlbero
129,Stamm::N,kef,tronco
130,Rinde::N,rusk,corteccia
131,Ast::N,barr,ramo
132,Zweig::N,bod,ramo
133,Blatt::N,delienn,foglia
134,Birke::N,bezvenn,betulla
135,Kiefer[Baum]::N,pinenn,pino
136,Weide[Baum]::N,halegenn,sàlice
137,Tanne::N,sapenn,abete
138,Horn::N,korn,corno
139,Feder::N,pluñv,penna
140,Fell::N,kreoñ,manto
141,Fell::N,kreoñ,pelame
142,Flügel::N,askell,ala
143,Klaue::N,skilf,grinfia
144,Kralle::N,skilf,unghia
145,Kralle::N,skilf,artiglio
146,Schwanz::N,lost,coda
147,Ei::N,vi,uovo
148,Nest::N,neizh,nido
149,Bau::N,douarenn,covo
150,Tier::N,loen,bestia
151,Tier::N,loen,animale
152,Herde::N,tropell,gregge
153,Kuh::N,buoc'h,vacca
154,Bulle::N,tarv,toro
155,Pferd::N,marc'h,cavallo
156,Schaf::N,dañvad,pècora
157,Schwein::N,pemoc'h,porco
158,Schwein::N,pemoc'h,maiale
159,Hund::N,ki,cane
160,Katze::N,kazh,gatta
161,Bär::N,arzh,orso
162,Eichhörnchen::N,gwiñver,scoiàttolo
163,Elch::N,karv-dour,alce
164,Fuchs::N,louarn,volpe
165,Hase::N,gad,lepre
166,Maus::N,logodenn,topo
167,Maus::N,logodenn,sorcio
168,Wolf::N,bleiz,lupo
169,Vogel::N,labous,uccello
170,Schwarm::N,nijad,stormo
171,Huhn::N,yar,gallina
172,Hahn::N,kilhog,gallo
173,Gans::N,gwazenn,oca
174,Adler::N,erer,àquila
175,Ente::N,houad,ànatra
176,Eule::N,toud,gufo
177,Eule::N,toud,civetta
178,Kranich::N,garan,gru
179,Krähe::N,bran,cornacchia
180,Kuckuck::N,koukoug,cuccù
181,Kuckuck::N,koukoug,cùculo
182,Schwan::N,alarc'h,cigno
183,Fisch::N,pesk,pesce
184,Barsch::N,brell,pèrsico
185,Hecht::N,beked,luccio
186,Schlange[Tier]::N,naer,serpente
187,Wurm::N,preñv,baco
188,Wurm::N,preñv,verme
189,Spinne::N,kevnidenn,ragno
190,Ameise::N,merion,formica
191,Laus::N,laouenn,pidocchio
192,Mücke::N,moustik,zanzara
193,Fliege::N,kelienenn,mosca
194,Schmetterling::N,balafenn,farfalla
195,Beere::N,hog,bacca
196,Apfel::N,aval,mela
197,Pilz::N,kabell-touseg,fungo
198,Zwiebel::N,ognonenn,cipolla
199,Saat::N,had,semente
200,Korn::N,ed,grano
201,Heu::N,foenn,fieno
202,Schale::N,peliadur,buccia
203,Falle::N,pech,tràppola
204,Schlinge::N,krouglas,laccio
205,Asche::N,ludu,cenere
206,Dreck::N,fank,fango
207,Eisen::N,houarn,ferro
208,Gold::N,aour,oro
209,Silber::N,arc'hant,argento
210,Kohle::N,glaou,carbone
211,Glas::N,gwer,vetro
212,Sand::N,traezh,arena
213,Sand::N,traezh,sabbia
214,Mensch::N,den,uomo
215,Mensch::N,den,èssere umano
216,Mann::N,den,uomo
217,Frau::N,maouez,donna
218,Kind::N,bugel,bambino
219,Junge::N,paotr,ragazzo
220,Mädchen::N,plac'h,ragazza
221,Familie::N,familh,famiglia
222,Großvater::N,tad-kozh,nonno
223,Großmutter::N,mamm-gozh,nonna
224,Eltern::N,kerent,genitori
225,Vater::N,tad,padre
226,Mutter::N,mamm,madre
227,Sohn::N,mab,figlio
228,Tochter::N,merc'h,figlia
229,Bruder::N,breur,fratello
230,Schwester::N,c'hoar,sorella
231,Onkel::N,eontr,zio
232,Tante::N,moereb,zia
233,Ehemann::N,gwaz,marito
234,Ehefrau::N,gwreg,moglie
235,Freude::N,levenez,gioia
236,Freude::N,levenez,piacere
237,Gelächter::N,c'hoarzherezh,risata
238,Glück::N,chañs,felicità
239,Kummer::N,doan,afflizione
240,Wunsch::N,c'hoant,desiderio
241,Lust::N,c'hoant,voglia
242,Geist::N,spered,mente
243,Geist::N,spered,spìrito
244,Gedanke::N,soñj,idea
245,Gedanke::N,soñj,pensiero
246,Gedächtnis::N,eñvor,memoria
247,Verstand::N,skiant,intelletto
248,Sinn::N,ster,senso
249,Sinn::N,ster,significato
250,Grund::N,kaoz,causa
251,Grund::N,kaoz,motivo
252,Grund::N,kaoz,ragione
253,Wahrheit::N,gwirionez,verità
254,Gespräch::N,kaozeadenn,discorso
255,Gespräch::N,kaozeadenn,conversazione
256,Märchen::N,kaoz korriganez,fiaba
257,Märchen::N,kaoz korriganez,fàvola
258,Erzählung::N,kontadenn,racconto
259,Erzählung::N,kontadenn,narrazione
260,Nachricht::N,keloù,messaggio
261,Neuigkeit::N,kelaouenn,notizia
262,Name::N,anv,nome
263,Rätsel::N,divinatez,indovinello
264,Rede::N,diskour,discorso
265,Sprache::N,yezh,lingua
266,Sprache::N,yezh,linguaggio
267,Stimme::N,mouezh,voce
268,Wort::N,ger,parola
269,Zeichen::N,sin,segno
270,Zeichen::N,sin,segnale
271,Ruf::N,galv,chiamata
272,Lärm::N,trouz,chiasso
273,Lärm::N,trouz,strèpito
274,Ton::N,ton,tono
275,Lied::N,kanaouenn,canto
276,Lied::N,kanaouenn,canzone
277,Ruhe::N,sioulded,calma
278,Ruhe::N,sioulded,tranquillità
279,Leute::N,tud,gente
280,Volk::N,pobl,pòpolo
281,Arbeit::N,labour,lavoro
282,Gast::N,kouviad,òspite
283,Gast::N,kouviad,invitato
284,Geschenk::N,prof,regalo
285,Spiel::N,c'hoari,gioco
286,Gesellschaft::N,kompagnunezh,compagnìa
287,Gesellschaft::N,kavandad,compagnìa
288,Hilfe::N,sikour,aiuto
289,Hilfe::N,sikour,soccorso
290,Freund::N,mignon,amico
291,Kamerad::N,kamarad,camerata
292,Angelegenheit::N,afer,affare
293,Angelegenheit::N,afer,faccenda
294,Anzahl::N,niver,nùmero
295,Anzahl::N,niver,quantità
296,Art::N,sort,tipo
297,Art::N,sort,specie
298,Stück::N,tamm,pezzo
299,Teil::N,pezh,parte
300,Hälfte::N,hanterenn,metà
301,Kreis::N,kelc'h,cìrcolo
302,Kreuz::N,kroaz,croce
303,Linie::N,linenn,lìnea
304,Strich::N,tenn,tratto
305,Abstand::N,distok,distanza
306,Entfernung::N,keid,distanza
307,Entfernung::N,keid,lontananza
308,Entfernung::N,kehid,distanza
309,Entfernung::N,kehid,lontananza
310,Gegend::N,korn-bro,regione
311,Platz::N,plasenn,posto
312,Platz::N,plasenn,spazio
313,Ort::N,lec'h,luogo
314,Ort::N,lec'h,località
315,Seite::N,tu,lato
316,Seite::N,tu,parte
317,Mitte::N,kreiz,mezzo
318,Mitte::N,kreiz,centro
319,Gegenstand::N,tra,oggetto
320,Sache::N,tra,cosa
321,Rand::N,kantenn,orlo
322,Rand::N,kantenn,bordo
323,Kante::N,kantenn,spìgolo
324,Ecke::N,korn,canto
325,Spitze::N,begell,punta
326,Ende::N,dibenn,capo
327,Ende::N,dibenn,estremità
328,Loch::N,toull,buco
329,Muster::N,tresadenn,disegno
330,Größe::N,ment,taglia
331,Größe::N,ment,grandezza
332,Länge::N,hirder,lunghezza
333,Höhe::N,uhelder,altezza
334,Gewicht::N,pouez,peso
335,Menge::N,bern,quantità
336,Haufen::N,bern,cùmulo
337,Haufen::N,bern,mucchio
338,Reihe::N,steud,fila
339,Boot::N,bag,barca
340,Boot::N,bag,battello
341,Ruder::N,roeñv,remo
342,Schlitten::N,trainell,slitta
343,Ski::N,ski,sci
344,Last::N,karg,càrico
345,Gang::N,kerzh,andata
346,Schritt::N,paz,passo
347,Norden::N,norzh,nord
348,Norden::N,norzh,settentrione
349,Norden::N,hanternoz,nord
350,Norden::N,hanternoz,settentrione
351,Süden::N,su,sud
352,Süden::N,su,meridione
353,Süden::N,kreisteiz,sud
354,Süden::N,kreisteiz,meridione
355,Westen::N,kuzh-heol,òvest
356,Westen::N,kuzh-heol,occidente
357,Osten::N,reter,est
358,Osten::N,reter,oriente
359,Osten::N,sav-heol,est
360,Osten::N,sav-heol,oriente
361,Holz::N,koad,legno
362,Brett::N,plankenn,asse
363,Brett::N,plankenn,tàvola
364,Platte::N,plakenn,lastra
365,Platte::N,plakenn,piastra
366,Stütze::N,harp,supporto
367,Stange::N,sparl,sbarra
368,Stange::N,sparl,pèrtica
369,Stock::N,bazh,verga
370,Stock::N,bazh,bastone
371,Stock::N,bazh,bacchetta
372,Stab::N,bazh,asta
373,Rohr::N,tub,tubo
374,Rohr::N,korz,tubo
375,Haus::N,ti,casa
376,Heim::N,kêr,casa
377,Ofen::N,forn,stufa
378,Fußboden::N,plañchod,pavimento
379,Tisch::N,taol,tàvolo
380,Stuhl::N,kador,sedia
381,Wiege::N,kavell,culla
382,Bett::N,gwele,letto
383,Regal::N,estajerenn,scaffale
384,Kiste::N,kased,cassa
385,Fenster::N,prenestr,finestra
386,Tür::N,dor,porta
387,Tor::N,portal,portone
388,Zaun::N,sklotur,recinto
389,Dach::N,toenn,tetto
390,Leiter::N,skeul,scala
391,Leiter::N,skeul,scala a pioli
392,Besen::N,skubell,scopa
393,Spaten::N,pal,vanga
394,Schaufel::N,pal,pala
395,Gabel::N,fourchetez,forchetta
396,Löffel::N,loa,cucchiaio
397,Messer::N,kontell,coltello
398,Nagel::N,tach,chiodo
399,Netz::N,roued,rete
400,Haken::N,krog,uncino
401,Griff::N,kemer,mànico
402,Griff::N,kemer,maniglia
403,Schloss::N,potenn,serratura
404,Bild::N,skeudenn,quadro
405,Bild::N,skeudenn,immàgine
406,Figur::N,skeud,figura
407,Figur::N,figur,figura
408,Puppe::N,merc'hodenn,bàmbola
409,Beutel::N,sac'h,borsa
410,Beutel::N,sac'h,sacchetto
411,Bündel::N,feskenn,fascio
412,Bündel::N,feskenn,fagotto
413,Tasche::N,sac'h,borsa
414,Eimer::N,sailh,secchio
415,Deckel::N,pallenn,coperchio
416,Geschirr::N,listriaj,stoviglie
417,Sack::N,sac'h,sacco
418,Tasse::N,tas,tazza
419,Topf::N,pod,pèntola
420,Kessel::N,chaodouron,paiolo
421,Kessel::N,chaodouron,calderone
422,Essen::N,pred,pasto
423,Essen::N,pred,mangiare
424,Nahrung::N,boued,cibo
425,Nahrung::N,boued,alimento
426,Speise::N,meuz,piatto
427,Fleisch::N,kig,carne
428,Getreide::N,ed,cereali
429,Brei::N,yod,purè
430,Brei::N,yod,pappa
431,Brot::N,bara,pane
432,Scheibe::N,tailhenn,fetta
433,Scheibe::N,tailhenn,trancia
434,Fett::N,lard,grasso
435,Butter::N,amann,burro
436,Öl::N,eoul,olio
437,Salz::N,holen,sale
438,Suppe::N,soubenn,zuppa
439,Suppe::N,soubenn,minestra
440,Honig::N,mel,miele
441,Milch::N,laezh,latte
442,Tee::N,te,tè
443,Leder::N,lêr,pelle
444,Wolle::N,gloan,lana
445,Stoff::N,danvez,panno
446,Stoff::N,danvez,tessuto
447,Nadel::N,nadoz,ago
448,Faden::N,neudenn,filo
449,Knopf::N,bouton,bottone
450,Knoten::N,skoulm,nodo
451,Farbe::N,liv,pittura
452,Kleidung::N,dilhad,vestiti
453,Kleidung::N,dilhad,vestiario
454,Hemd::N,roc'hed,camicia
455,Kragen::N,gouzoug,bàvero
456,Kragen::N,gouzoug,colletto
457,Ärmel::N,milgin,mànica
458,Hose::N,bragoù,calzoni
459,Gürtel::N,gouriz,cintura
460,Mütze::N,boned,berretto
461,Schuh::N,botez,scarpa
462,Stiefel::N,botez,stivale
463,Ring::N,gwalenn,anello
464,Band::N,bagad,nastro
465,Band::N,bagad,fettuccia
466,Kamm::N,krib,pèttine
467,Spiegel::N,melezour,specchio
468,Riemen::N,lerenn,cinghia
469,Schnur::N,kordenn,corda
470,Leine::N,roll,guinzaglio
471,Decke::N,golo,coperta
472,Kissen::N,goubenner,cuscino
473,Kissen::N,goubenner,guanciale
474,Tuch::N,mezher,fazzoletto
475,Handtuch::N,toailhon,asciugamano
476,Kraft::N,nerzh,forza
477,Stärke::N,nerzhder,forza
478,Stärke::N,nerzhder,vigore
479,Stärke::N,nerzhder,fortezza
480,Gesundheit::N,yec'hed,salute
481,Krankheit::N,klañved,malattìa
482,Schmerz::N,poan,dolore
483,Schmerz::N,droug,dolore
484,Wunde::N,gloazadenn,piaga
485,Wunde::N,gloazadenn,ferita
486,Fieber::N,terzhienn,febbre
487,Arznei::N,louzoù,fàrmaco
488,Arznei::N,louzoù,medicina
489,Brücke::N,pont,ponte
490,Brunnen::N,puñs,pozzo
491,Weide::N,prad,pàscolo
492,Pfad::N,gwenodenn,sentiero
493,Weg::N,hent,via
494,Weg::N,hent,cammino
495,Straße::N,ru,strada
496,Straße::N,hent,strada
497,Dorf::N,kêr,paese
498,Dorf::N,kêr,villaggio
499,Dorf::N,kêriadenn,paese
500,Dorf::N,kêriadenn,villaggio
501,Stadt::N,kêr,città
502,Brief::N,lizher,lèttera
503,Buch::N,levr,libro
504,Buchstabe::N,lizherenn,lèttera
505,Zeitung::N,kazetenn,giornale
506,Leben::N,buhez,vita
507,Tod::N,marv,morte
508,Grab::N,bez,tomba
509,Grab::N,bez,sepolcro
510,Kirche::N,iliz,chiesa
511,Sünde::N,pec'hed,peccato
512,Gott::N,doue,dio
513,Arbeiter::N,labourer,operaio
514,Arbeiter::N,labourer,lavoratore
515,Arbeiter::N,micherour,operaio
516,Arbeiter::N,micherour,lavoratore
517,Chef::N,penn,capo
518,Chef::N,penn,padrone
519,Meister::N,mestr,mastro
520,Meister::N,mestr,maestro
521,Arzt::N,mezeg,mèdico
522,Arzt::N,mezeg,dottore
523,Arzt::N,medisin,mèdico
524,Arzt::N,medisin,dottore
525,Lehrer::N,skolaer,professore
526,Lehrer::N,kelenner,professore
527,Geld::N,arc'hant,soldi
528,Geld::N,arc'hant,denaro
529,Geschäft::N,stal,affare
530,Geschäft::N,stal,negozio
531,Laden::N,stal,negozio
532,Preis::N,priz,prezzo
533,Ware::N,marc'hadourezh,merce
534,Nutzen::N,gounidegezh,ùtile
535,Nutzen::N,gounidegezh,profitto
536,Nutzen::N,lañs,ùtile
537,Nutzen::N,lañs,profitto
538,Nutzen::N,profit,ùtile
539,Nutzen::N,profit,profitto
540,Nutzen::N,spleit,ùtile
541,Nutzen::N,spleit,profitto
542,Reichtum::N,pinvidigezh,ricchezza
543,Welt::N,douar,mondo
544,Land::N,bro,paese
545,Staat::N,stad,Stato
546,König::N,roue,re
547,Macht::N,galloud,potere
548,Grenze::N,harzoù,confine
549,Grenze::N,harzoù,frontiera
550,Krieg::N,brezel,guerra
551,Feind::N,eneber,nemico
552,Gewalt::N,tâerder,violenza
553,Kampf::N,kann,lotta
554,Bogen[Waffe]::N,gwareg,arco
555,Pfeil::N,saezh,freccia
556,Gewehr::N,fuzuilh,fucile
557,Fehler::N,fazi,errore
558,Fehler::N,fazi,sbaglio
559,Lüge::N,gaou,bugìa
560,Lüge::N,gaou,menzogna
561,Schaden::N,gwall,danno
562,Unglück::N,gwalleur,sfortuna
563,Schuld::N,kablusted,colpa
564,Schuld::N,pec'hedigezh,colpa
565,Alter::N,oad,età
566,Schluss::N,diwezh,fine
567,Zeit::N,amzer,tempo
568,Tag::N,deizh,giorno
569,Tag::N,deizh,giornata
570,Morgen::N,beure,mattina
571,Morgen::N,mintin,mattina
572,Mittag::N,kreisteiz,mezzogiorno
573,Abend::N,abardaez,sera
574,Abend::N,abardaez,serata
575,Nacht::N,noz,notte
576,Woche::N,sizhun,settimana
577,Monat::N,miz,mese
578,Jahr::N,bloaz,anno
579,Frühling::N,nevezamzer,primavera
580,Sommer::N,hañv,estate
581,Herbst::N,diskaramzer,autunno
582,Winter::N,goañv,inverno
583,Januar::N,Genver,gennaio
584,Februar::N,C'hwevrer,febbraio
585,März::N,Meurzh,marzo
586,April::N,Ebrel,aprile
587,Mai::N,Mae,maggio
588,Juni::N,Mezheven,giugno
589,Juli::N,Gouhere,luglio
590,August::N,Eost,agosto
591,September::N,Gwengolo,settembre
592,Oktober::N,Here,ottobre
593,November::N,Du,novembre
594,Dezember::N,Kerzu,dicembre
595,Montag::N,Lun,lunedì
596,Dienstag::N,Meurzh,martedì
597,Mittwoch::N,Merc'her,mercoledì
598,Donnerstag::N,Yaou,giovedì
599,Freitag::N,Gwener,venerdì
600,Samstag::N,Sadorn,sàbato
601,Sonntag::N,Sul,domenica
602,groß::A,bras,grande
603,klein::A,bihan,pìccolo
604,lang::A,hir,lungo
605,kurz::A,berr,corto
606,breit::A,ledan,largo
607,schmal::A,strizh,stretto
608,dicht::A,stank,denso
609,dick[Gegenstand]::A,tev,spesso
610,dünn::A,moan,sottile
611,fein::A,munut,fine
612,fein::A,munut,delicato
613,fest::A,start,sodo
614,fest::A,start,fisso
615,flach::A,plaen,piano
616,flach::A,plaen,piatto
617,glatt::A,lintr,liscio
618,glatt::A,levn,liscio
619,hart::A,kalet,duro
620,weich::A,blot,molle
621,rund::A,ront,rotondo
622,spitz::A,poentet,aguzzo
623,spitz::A,poentet,appuntito
624,scharf::A,dremm,affilato
625,scharf::A,dremm,tagliente
626,stumpf::A,talsoc'h,smussato
627,schwer::A,pounner,pesante
628,schön::A,kaer,bello
629,heiß::A,tomm,caldo
630,heiß::A,tomm,bollente
631,warm::A,tomm,caldo
632,kalt::A,yen,freddo
633,kühl::A,yen,fresco
634,frisch::A,fresk,fresco
635,feucht::A,gleb,ùmido
636,nass::A,gleb,bagnato
637,trocken::A,sec'h,secco
638,voll::A,leun,pieno
639,leer::A,goullo,vuoto
640,offen::A,digor,aperto
641,geschlossen::A,serr,chiuso
642,sauber::A,naet,netto
643,sauber::A,naet,pulito
644,schmutzig::A,lous,sporco
645,schmutzig::A,lous,sùdicio
646,roh::A,kriz,crudo
647,reif::A,darev,maturo
648,lecker::A,lipous,ghiotto
649,lecker::A,lipous,squisito
650,lecker::A,saourus,ghiotto
651,lecker::A,saourus,squisito
652,süß::A,dous,dolce
653,bitter::A,c'hwerv,amaro
654,sauer::A,trenk,aspro
655,sauer::A,trenk,acerbo
656,hell::A,sklaer,chiaro
657,dunkel::A,teñval,buio
658,dunkel::A,teñval,oscuro
659,schwarz::A,du,nero
660,weiß::A,gwenn,bianco
661,rot::A,ruz,rosso
662,gelb::A,melen,giallo
663,blau::A,glas,blu
664,blau::A,glas,azzurro
665,grün::A,gwer,verde
666,grau::A,louet,grigio
667,bunt::A,liesliv,variopinto
668,billig::A,marc'had-mat,a buon prezzo
669,billig::A,marc'had-mat,a buon mercato
670,teuer::A,ker,caro
671,wertvoll::A,prizius,prezioso
672,blind::A,dall,cieco
673,taub::A,bouzar,sordo
674,kräftig::A,start,forte
675,kräftig::A,start,robusto
676,stark::A,kreñv,forte
677,stark::A,kreñv,vigoroso
678,schwach::A,gwan,dèbole
679,fett::A,lard,grasso
680,schlank::A,sinkl,snello
681,schlank::A,sinkl,slanciato
682,hübsch::A,koant,bello
683,hübsch::A,koant,carino
684,böse::A,gwall,cattivo
685,dumm::A,glep,stùpido
686,faul::A,lezirek,pigro
687,fleißig::A,studius,diligente
688,geizig::A,tost,avaro
689,klug::A,speredek,intelligente
690,geschickt::A,dornet,àbile
691,lieb::A,koant,caro
692,lustig::A,laouen,gaio
693,lustig::A,laouen,allegro
694,sanft::A,flour,dolce
695,hungrig::A,marnaon,affamato
696,krank::A,klañv,malato
697,krank::A,klañv,infermo
698,nackt::A,noazh,nudo
699,traurig::A,trist,triste
700,lebendig::A,bev,vivo
701,gut::A,mad,buono
702,schlecht::A,fall,cattivo
703,schlecht::A,gwall,cattivo
704,richtig::A,reizh,giusto
705,schlimm::A,gwall,grave
706,wahr::A,gwir,vero
707,alt::A,kozh,vecchio
708,neu::A,nevez,nuovo
709,ehemalig::A,kozh,vecchio
710,ehemalig::A,kozh,d'una_volta
711,alt[Lebewesen]::A,kozh,anziano
712,jung::A,yaouank,giovane
713,arm::A,paour,pòvero
714,reich::A,pinvidik,ricco
715,bekannt::A,anavezet,noto
716,bekannt::A,anavezet,conosciuto
717,berühmt::A,brudet,famoso
718,berühmt::A,brudet,cèlebre
719,fremd::A,dizanav,estràneo
720,fremd::A,dizanav,straniero
721,verschieden::A,disheñel,diverso
722,verschieden::A,disheñel,differente
723,nah::A,nes,vicino
724,nah::A,nes,propinquo
725,fern::A,diabell,lontano
726,linker::A,kleiz,sinistro
727,rechter::A,dehoù,destro
728,anderer::A,all,altro
729,erster::A,kentañ,primo
730,zweiter::A,eil,secondo
731,dritter::A,trede,terzo
732,letzter::A,diwezhañ,ùltimo
733,allein::ADV,e-unan,solo
734,allein::ADV,e-unan,da solo
735,auf einmal::ADV,ar un dro,insieme
736,zusammen::ADV,asambles,insieme
737,lange::ADV,pell,a lungo
738,plötzlich::ADV,en un taol,all'improvviso
739,sofort::ADV,diouzhtu,sùbito
740,sofort::ADV,diouzhtu,all'istante
741,später::ADV,diwezhatoc'h,più tardi
742,jetzt::ADV,bremañ,ora
743,jetzt::ADV,bremañ,adesso
744,heute::ADV,hiziv,oggi
745,morgen::ADV,arc'hoazh,domani
746,bald::ADV,hepdale,presto
747,bald::ADV,hepdale,tra poco
748,dann::ADV,a-c'houde,allora
749,gestern::ADV,dec'h,ieri
750,einst::ADV,gwechall,prima
751,einst::ADV,gwechall,un tempo
752,damals::ADV,neuze,allora
753,danach::ADV,goude,poi
754,danach::ADV,goude,dopo
755,vorher::ADV,diagent,prima
756,zuerst::ADV,da gentañ,prima
757,zuerst::ADV,da gentañ,dapprima
758,einmal::ADV,ur wech,una volta
759,manchmal::ADV,a-wechoù,talvolta
760,manchmal::ADV,a-wechoù,qualche volta
761,oft::ADV,alies,spesso
762,immer::ADV,atav,sempre
763,immer::ADV,bepred,sempre
764,niemals::ADV,gwech ebet,non mai
765,hier::ADV,amañ,qua
766,hierhin::ADV,dre amañ,qua
767,von hier::ADV,alemañ,ne
768,von hier::ADV,alemañ,da qui
769,dort::ADV,aze,lì
770,dort::ADV,ahont,lì
771,dorthin::ADV,di,là
772,dorthin::ADV,aze,là
773,dorthin::ADV,ahont,là
774,geradeaus::ADV,war-eeun,diritto
775,vorwärts::ADV,war-raok,avanti
776,rückwärts::ADV,war-lerc'h,all'indietro
777,zurück::ADV,war-dreñv,di indietro
778,unten::ADV,en traoñ,giù
779,unten::ADV,en traoñ,sotto
780,hinab::ADV,a-izel,giù
781,hinab::ADV,a-izel,in giù
782,oben::ADV,en nec'h,su
783,oben::ADV,en nec'h,sopra
784,hinauf::ADV,e-krec'h,in sù
785,hinauf::ADV,e-krec'h,in alto
786,überall::ADV,dre-holl,dappertutto
787,nicht::ADV,ne ... ket,non
788,ein wenig::ADV,un tammig,un po'
789,ein wenig::ADV,un tammig,un poco
790,kaum::ADV,a-boan,a appena
791,sehr::ADV,-tre,molto
792,sehr::ADV,-kenañ,molto
793,so::ADV,evel-se,così
794,so::ADV,evel-se,tanto
795,noch::ADV,c'hoazh,ancora
796,nur::ADV,hepken,solo
797,nur::ADV,hepken,soltanto
798,schon::ADV,dija,già
799,wieder::ADV,adarre,di nuovo
800,vor::PRP,dirak,davanti a
801,hinter::PRP,a-drek,dietro
802,hinter::PRP,a-dreñv,dietro
803,unter::PRP,dindan,sotto
804,durch::PRP,dre,per
805,durch::PRP,dre,attraverso
806,neben::PRP,e-kichen,a accanto a
807,zwischen::PRP,etre,fra
808,wegen::PRP,abalamour da,a causa di
809,dies::PRN,hemañ,ciò
810,dies::PRN,hemañ,questo
811,das::PRN,se,ciò
812,das::PRN,se,quello
813,das::PRN,hennezh,ciò
814,das::PRN,hennezh,quello
