,Concept_ID,cy,ga
82,Staub::N,llwch,deannach
83,Rauch::N,mwg,toit
84,Rauch::N,mwg,deatach
85,Funke::N,gwreichioni,drithle
86,Feuer::N,tân,tine
87,Licht::N,golau,solas
88,Schatten::N,cysgod,scáth
89,Wetter::N,tywydd,aimsir
90,Nebel::N,niwl,ceo
91,Wolke::N,cwmwl,néal
92,Wolke::N,cwmwl,scamall
93,Regen::N,glaw,báisteach
94,Regen::N,glaw,fearthainn
95,Schnee::N,ôd,sneachta
96,Schnee::N,eira,sneachta
97,Eis::N,iâ,oighear
98,Frost::N,rhew,sioc
99,Kälte::N,oerni,fuacht
100,Kälte::N,annwyd,fuacht
101,Hitze::N,gwres,teas
102,Hitze::N,gwres,teocht
103,Raureif::N,barrug,sioc bán
104,Regenbogen::N,enfys,stua ceatha
105,Regenbogen::N,enfys,bogha báistí
106,Donner::N,tyrfau,toirneach
107,Strömung::N,cerrynt,sruth
108,Tropfen::N,dafn,deoir
109,Tropfen::N,diferyn,deoir
110,Schaum::N,ewyn,cúr
111,Schmutz::N,baw,salachar
112,Schmutz::N,budreddi,salachar
113,See::N,llyn,loch
114,Sumpf::N,cors,portach
115,Moor::N,rhos,caorán
116,Moor::N,rhos,móinteán
117,Wiese::N,dôl,cluain
118,Wiese::N,dôl,móinéar
119,Wald::N,coedwig,coill
120,Wald::N,coedwig,foraois
121,Hügel::N,bryn,ard
122,Anhöhe::N,bryn,ard
123,Anhöhe::N,bryn,ardán
124,Berg::N,mynydd,sliabh
125,Gipfel::N,copa,barr
126,Gipfel::N,copa,mullach
127,Höhle::N,ogof,uaimh
128,Höhle::N,ogof,pluais
129,Abhang::N,llethr,fána
130,Quelle::N,tarddiad,foinse
131,Quelle::N,ffynhonnell,foinse
132,Bach::N,nant,sruthán
133,Bach::N,afonig,sruthán
134,Bach::N,cornant,sruthán
135,Fluss::N,afon,abhainn
136,Ufer::N,glan,bruach
137,Küste::N,traeth,cósta
138,Küste::N,traeth,cladach
139,Küste::N,arfordir,cósta
140,Küste::N,arfordir,cladach
141,Festland::N,tir,míntír
142,Meer::N,môr,muir
143,Meer::N,môr,farraige
144,Bucht::N,bae,bá
145,Bucht::N,bae,cuan
146,Insel::N,ynys,inis
147,Insel::N,ynys,oileán
148,Blume::N,blodyn,bláth
149,Gras::N,glaswellt,féar
150,Wurzel::N,gwreiddyn,rúta
151,Wurzel::N,gwreiddyn,fréamh
152,Baum::N,coeden,crann
153,Stamm::N,colfen,stoc
154,Stamm::N,colfen,tamhan
155,Stamm::N,boncyff,stoc
156,Stamm::N,boncyff,tamhan
157,Rinde::N,rhisgl,coirt
158,Rinde::N,rhisgl,craiceann
159,Ast::N,cangen,géag
160,Zweig::N,cainc,géag
161,Zweig::N,cainc,craobh
162,Zweig::N,cangen,géag
163,Zweig::N,cangen,craobh
164,Blatt::N,deilen,duille
165,Blatt::N,deilen,duilleog
166,Birke::N,bedwen,beith
167,Birke::N,bedwen,crann beithe
168,Kiefer[Baum]::N,pinwydden,péine
169,Weide[Baum]::N,helygen,saileach
170,Tanne::N,ffynidwydden,giúis
171,Horn::N,corn,adharc
172,Feder::N,plufyn,cleite
173,Fell::N,ffwr,clúmh
174,Flügel::N,adain,eite
175,Flügel::N,adain,sciathán
176,Klaue::N,crafanc,crúb
177,Klaue::N,crafanc,crobh
178,Kralle::N,ewin,crobh
179,Schwanz::N,cwt,eireaball
180,Schwanz::N,cynffon,eireaball
181,Ei::N,wy,ubh
182,Nest::N,nyth,nead
183,Bau::N,ffau,brocais
184,Tier::N,anifail,ainmhí
185,Tier::N,anifail,beithíoch
186,Herde::N,praidd,tréad
187,Herde::N,diadell,tréad
188,Kuh::N,buwch,bó
189,Bulle::N,tarw,tarbh
190,Pferd::N,ceffyl,each
191,Pferd::N,ceffyl,capall
192,Schaf::N,dafad,caora
193,Schwein::N,mochyn,muc
194,Hund::N,ci,madra
195,Katze::N,cath,cat
196,Bär::N,arth,béar
197,Eichhörnchen::N,gwiwer,iora
198,Elch::N,elc,eilc
199,Fuchs::N,cadno,sionnach
200,Fuchs::N,cadno,madra rua
201,Hase::N,ysgyfarnog,giorria
202,Maus::N,llygoden,luch
203,Wolf::N,blaidd,mac tíre
204,Vogel::N,aderyn,éan
205,Schwarm::N,haid,saithe
206,Huhn::N,cyw,cearc
207,Hahn::N,ceiliog,coileach
208,Gans::N,gŵydd,gé
209,Adler::N,eryr,iolar
210,Ente::N,hwyad,lacha
211,Eule::N,tylluan,ulchabhán
212,Kranich::N,garan,grús
213,Kranich::N,crychydd,grús
214,Krähe::N,brân,caróg
215,Krähe::N,brân,préachán
216,Kuckuck::N,cog,cuach
217,Kuckuck::N,cwcw,cuach
218,Schwan::N,alarch,eala
219,Fisch::N,pysgod,iasc
220,Barsch::N,draenog,péirse
221,Hecht::N,penhwyad,liús
222,Schlange[Tier]::N,neidr,nathair
223,Wurm::N,abwydyn,péist
224,Wurm::N,pryf genwair,péist
225,Spinne::N,cor,damhán alla
226,Spinne::N,pryf copyn,damhán alla
227,Ameise::N,morgrugyn,seangán
228,Laus::N,lleuen,míol
229,Mücke::N,gwybedyn,muiscít
230,Mücke::N,gwybedyn,corrmhíol
231,Fliege::N,cleren,cuil
232,Fliege::N,cleren,cuileog
233,Schmetterling::N,glöyn byw,féileacán
234,Schmetterling::N,iâr fach yr haf,féileacán
235,Beere::N,aeronen,caor
236,Apfel::N,afal,úll
237,Pilz::N,madarch,beacán
238,Pilz::N,madarch,muisiriún
239,Zwiebel::N,nionyn,oinniún
240,Zwiebel::N,winwnsyn,oinniún
241,Saat::N,had,síol
242,Korn::N,grawn,gráinne
243,Heu::N,gwair,féar
244,Schale::N,croen,scaimh
245,Schale::N,plisgyn,scaimh
246,Grube::N,pwll,poll
247,Grube::N,pydew,poll
248,Falle::N,magl,gaiste
249,Schlinge::N,cwlwm rhedeg,sealán
250,Spur::N,ôl,rian
251,Asche::N,lludw,luaith
252,Dreck::N,baw,salachar
253,Dreck::N,budreddi,salachar
254,Eisen::N,haearn,iarann
255,Gold::N,aur,ór
256,Silber::N,arian,airgead
257,Kohle::N,glo,gual
258,Glas::N,gwydr,gloine
259,Lehm::N,clai,cré
260,Sand::N,tywod,gaineamh
261,Mensch::N,dyn,duine
262,Mann::N,dyn,fear
263,Frau::N,merch,bean
264,Frau::N,gwraig,bean
265,Kind::N,plentyn,gasúr
266,Kind::N,plentyn,páiste
267,Junge::N,hogyn,buachaill
268,Junge::N,bachgen,buachaill
269,Mädchen::N,merch,cailín
270,Mädchen::N,geneth,cailín
271,Familie::N,teulu,teaghlach
272,Familie::N,teulu,comhluadar
273,Familie::N,tylwyth,teaghlach
274,Familie::N,tylwyth,comhluadar
275,Großvater::N,taid,seanathair
276,Großvater::N,tad-cu,seanathair
277,Großmutter::N,nain,seanmháthair
278,Großmutter::N,mam-gu,seanmháthair
279,Eltern::N,rhieni,tuismitheoirí
280,Vater::N,tad,athair
281,Mutter::N,mam,máthair
282,Sohn::N,mab,mac
283,Tochter::N,merch,iníon
284,Bruder::N,brawd,deartháir
285,Schwester::N,chwaer,deirfiúr
286,Onkel::N,ewythr,uncail
287,Tante::N,modryb,aintín
288,Ehemann::N,gŵr,fear céile
289,Ehefrau::N,gwraig,bean chéile
290,Freude::N,gorfoledd,áthas
291,Gelächter::N,chwerthin,gáire
292,Glück::N,hapusrwydd,séan
293,Glück::N,hapusrwydd,sonas
294,Kummer::N,galar,brón
295,Kummer::N,galar,buairt
296,Wunsch::N,dymuniad,guí
297,Wunsch::N,dymuniad,achainí
298,Lust::N,chwant,fonn
299,Geist::N,ysbryd,meon
300,Geist::N,ysbryd,spiorad
301,Gedanke::N,meddwl,smaoineamh
302,Gedächtnis::N,cof,cuimhne
303,Verstand::N,meddwl,ciall
304,Verstand::N,meddwl,intinn
305,Sinn::N,ystyr,brí
306,Sinn::N,ystyr,ciall
307,Grund::N,achos,fáth
308,Grund::N,rheswm,fáth
309,Wahrheit::N,gwir,fírinne
310,Wahrheit::N,gwirionedd,fírinne
311,Gespräch::N,sgwrs,comhrá
312,Märchen::N,chwedl werin,scéal
313,Erzählung::N,stori,scéal
314,Nachricht::N,neges,teachtaireacht
315,Neuigkeit::N,newydd,scéala
316,Name::N,enw,ainm
317,Rätsel::N,pos,tomhas
318,Rede::N,araith,óráid
319,Rede::N,araith,aitheasc
320,Sprache::N,iaith,teanga
321,Stimme::N,llais,guth
322,Wort::N,gair,focal
323,Zeichen::N,arwydd,comhartha
324,Ruf::N,galwad,glaoch
325,Lärm::N,trwst,torann
326,Laut::N,sain,fuaim
327,Ton::N,tôn,ton
328,Lied::N,cân,amhrán
329,Ruhe::N,tawelwch,suaimhneas
330,Leute::N,pobl,muintir
331,Volk::N,pobl,pobal
332,Arbeit::N,gwaith,obair
333,Gast::N,gwestai,aoi
334,Geschenk::N,rhodd,féirín
335,Geschenk::N,rhodd,bronntanas
336,Geschenk::N,anrheg,féirín
337,Geschenk::N,anrheg,bronntanas
338,Spiel::N,chwarae,cluiche
339,Gesellschaft::N,cwmni,comhluadar
340,Hilfe::N,cymorth,cúnamh
341,Hilfe::N,cymorth,cabhair
342,Freund::N,cyfaill,cara
343,Kamerad::N,cydymaith,comrádaí
344,Angelegenheit::N,pwnc,ábhar
345,Anzahl::N,cyfrif,líon
346,Art::N,bath,sórt
347,Art::N,bath,saghas
348,Stück::N,darn,píosa
349,Teil::N,rhan,cuid
350,Teil::N,rhan,páirt
351,Hälfte::N,hanner,leath
352,Kreis::N,cylch,ciorcal
353,Kreuz::N,croes,cros
354,Linie::N,llinell,líne
355,Strich::N,strôc,stríoc
356,Strich::N,trawiad,stríoc
357,Abstand::N,bwlch,achar
358,Abstand::N,pellter,achar
359,Entfernung::N,pellter,fad
360,Gegend::N,cylch,ceantar
361,Platz::N,lle,áit
362,Platz::N,lle,spás
363,Ort::N,lle,áit
364,Seite::N,ochr,taobh
365,Mitte::N,canol,lár
366,Gegenstand::N,eitem,ball
367,Gegenstand::N,eitem,ábhar
368,Sache::N,peth,ní
369,Sache::N,peth,rud
370,Rand::N,cwr,imeall
371,Rand::N,cwr,ciumhais
372,Rand::N,ymyl,imeall
373,Rand::N,ymyl,ciumhais
374,Kante::N,min,corr
375,Kante::N,min,colbha
376,Kante::N,ymyl,corr
377,Kante::N,ymyl,colbha
378,Ecke::N,cornel,coirnéal
379,Spitze::N,blaen,gob
380,Spitze::N,blaen,barr
381,Ende::N,pen,ceann
382,Ende::N,pen,foirceann
383,Loch::N,twll,poll
384,Winkel::N,congl,cúinne
385,Winkel::N,congl,uillinn
386,Muster::N,patrwm,patrún
387,Größe::N,maint,méid
388,Größe::N,maint,toise
389,Größe::N,maintioli,méid
390,Größe::N,maintioli,toise
391,Länge::N,hyd,fad
392,Höhe::N,uchder,airde
393,Gewicht::N,pwysau,meáchan
394,Menge::N,swm,méid
395,Menge::N,maint,méid
396,Haufen::N,pentwr,cnap
397,Reihe::N,rhes,líne
398,Reihe::N,rhes,sraith
399,Boot::N,cwch,bád
400,Ruder::N,rhwyf,rámh
401,Ruder::N,rhwyf,maide rámha
402,Schlitten::N,sled,carr sleamhnáin
403,Schlitten::N,car llusg,carr sleamhnáin
404,Ski::N,sgi,scí
405,Lagerfeuer::N,coelcerth,tine champa
406,Last::N,llwyth,ualach
407,Gang::N,tro,siúlóid
408,Schritt::N,cam,céim
409,Schritt::N,cam,coiscéim
410,Norden::N,gogledd,tuaisceart
411,Süden::N,de,deisceart
412,Westen::N,gorllewin,iarthar
413,Osten::N,dwyrain,oirthear
414,Holz::N,pren,adhmad
415,Brett::N,bwrdd,clár
416,Brett::N,astell,clár
417,Platte::N,llech,leac
418,Stütze::N,ateg,taca
419,Stütze::N,cynhalydd,taca
420,Stange::N,polyn,polla
421,Stange::N,polyn,cuaille
422,Stock::N,ffon,bata
423,Stock::N,ffon,maide
424,Stock::N,brigyn,bata
425,Stock::N,brigyn,maide
426,Stab::N,ffon,maide
427,Stab::N,ffon,bachall
428,Rohr::N,pibell,píopa
429,Haus::N,tŷ,teach
430,Heim::N,cartref,baile
431,Ofen::N,stof,sornóg
432,Fußboden::N,llawr,urlár
433,Tisch::N,bwrdd,bord
434,Tisch::N,bwrdd,tábla
435,Stuhl::N,cadair,cathaoir
436,Wiege::N,crud,cliabhán
437,Bett::N,gwely,leaba
438,Regal::N,silff,seilf
439,Kiste::N,bocs,bosca
440,Kiste::N,blwch,bosca
441,Fenster::N,ffenestr,fuinneoig
442,Tür::N,drws,doras
443,Tor::N,porth,geata
444,Zaun::N,ffens,fál
445,Zaun::N,ffens,claí
446,Dach::N,to,díon
447,Leiter::N,ysgol,dréimire
448,Besen::N,ysgub,scuab
449,Spaten::N,rhaw,spád
450,Spaten::N,rhaw,rámhainn
451,Schaufel::N,rhaw,sluasaid
452,Gabel::N,fforc,forc
453,Gabel::N,fforc,gabhlóg
454,Löffel::N,llwy,spúnóg
455,Messer::N,cyllell,scian
456,Nagel::N,hoel,tairne
457,Netz::N,gwe,líon
458,Netz::N,gwe,eangach
459,Netz::N,rhwyd,líon
460,Netz::N,rhwyd,eangach
461,Haken::N,bach,croch
462,Griff::N,carn,cos
463,Griff::N,carn,hanla
464,Schloss::N,clo,glas
465,Bild::N,llun,pictiúr
466,Bild::N,pictiwr,pictiúr
467,Figur::N,ffigur,fíor
468,Puppe::N,dol,bábóg
469,Beutel::N,cwd,mála
470,Beutel::N,cwd,mealbhóg
471,Bündel::N,bwndel,beart
472,Bündel::N,coflaid,beart
473,Tasche::N,cod,mála
474,Eimer::N,bwced,buicéad
475,Eimer::N,cunnog,buicéad
476,Deckel::N,caead,clár
477,Deckel::N,caead,claibín
478,Geschirr::N,llestri,soithí
479,Geschirr::N,llestri,gréithe
480,Sack::N,sach,sac
481,Sack::N,sach,mála
482,Tasse::N,cwpan,cupán
483,Topf::N,pot,pota
484,Topf::N,crochan,pota
485,Kessel::N,tegell,citeal
486,Essen::N,pryd o fwyd,béile
487,Nahrung::N,bwyd,bia
488,Speise::N,saig,mias
489,Fleisch::N,cig,feoil
490,Getreide::N,ŷd,grán
491,Getreide::N,ŷd,arbhar
492,Getreide::N,llafur,grán
493,Getreide::N,llafur,arbhar
494,Brei::N,uwd,brúitín
495,Brot::N,bara,arán
496,Scheibe::N,tafell,píosa
497,Scheibe::N,tafell,slisne
498,Fett::N,saim,saill
499,Fett::N,saim,méathras
500,Fett::N,braster,saill
501,Fett::N,braster,méathras
502,Butter::N,ymenyn,im
503,Öl::N,olew,ola
504,Salz::N,halen,salann
505,Suppe::N,cawl,sú
506,Suppe::N,cawl,anraith
507,Honig::N,mêl,mil
508,Milch::N,llaeth,bainne
509,Milch::N,llefrith,bainne
510,Tee::N,te,tae
511,Leder::N,lledr,leathar
512,Wolle::N,gwlân,olann
513,Stoff::N,lliain,éadach
514,Stoff::N,brethyn,éadach
515,Nadel::N,nodwydd,snáthaid
516,Faden::N,edau,snáth
517,Faden::N,edefyn,snáth
518,Knopf::N,botwm,cnaipe
519,Knoten::N,cwlwm,snaidhm
520,Farbe::N,paent,péint
521,Kleidung::N,dillad,éadaí
522,Kleidung::N,gwisgoedd,éadaí
523,Hemd::N,crys,léine
524,Kragen::N,coler,bóna
525,Ärmel::N,llawes,muinchille
526,Hose::N,trowsus,bríste
527,Hose::N,trowsus,treabhsar
528,Gürtel::N,gwregys,crios
529,Mütze::N,cap,caipín
530,Schuh::N,esgid,bróg
531,Stiefel::N,botasen,buatais
532,Ring::N,modrwy,fáinne
533,Band::N,rhuban,ribín
534,Kamm::N,crib,cíor
535,Spiegel::N,drych,scáthán
536,Riemen::N,strap,iall
537,Riemen::N,strap,strapa
538,Schnur::N,llinyn,téad
539,Schnur::N,llinyn,sreangán
540,Leine::N,tennyn,iall
541,Decke::N,blanced,pluid
542,Decke::N,blanced,blaincéad
543,Decke::N,gwrthban,pluid
544,Decke::N,gwrthban,blaincéad
545,Kissen::N,clustog,piliúr
546,Kissen::N,clustog,adhartán
547,Kissen::N,gobennydd,piliúr
548,Kissen::N,gobennydd,adhartán
549,Tuch::N,sgarff,scaif
550,Handtuch::N,tywel,tuáille
551,Handtuch::N,lliain sychu,tuáille
552,Kraft::N,grym,fórsa
553,Stärke::N,nerth,neart
554,Stärke::N,cryfder,neart
555,Gesundheit::N,iechyd,sláinte
556,Krankheit::N,afiechyd,tinneas
557,Krankheit::N,afiechyd,breoiteacht
558,Krankheit::N,anhwylder,tinneas
559,Krankheit::N,anhwylder,breoiteacht
560,Schmerz::N,poen,pian
561,Schmerz::N,gwayw,pian
562,Wunde::N,clwyf,goin
563,Fieber::N,twymyn,fiabhras
564,Arznei::N,meddyginiaeth,cógas
565,Brücke::N,pont,droichead
566,Brunnen::N,ffynnon,tobar
567,Weide::N,porfa,féarach
568,Pfad::N,llwybr,cosán
569,Pfad::N,llwybr,conair
570,Weg::N,ffordd,slí
571,Weg::N,ffordd,bealach
572,Straße::N,heol,bóthar
573,Straße::N,ffordd,bóthar
574,Dorf::N,pentref,sráidbhaile
575,Stadt::N,tref,baile
576,Stadt::N,tref,cathair
577,Brief::N,llythyr,litir
578,Buch::N,llyfr,cín
579,Buch::N,llyfr,leabhar
580,Buchstabe::N,llythyren,litir
581,Zeitung::N,papur newydd,nuachtán
582,Leben::N,bywyd,saol
583,Leben::N,bywyd,beatha
584,Tod::N,marwolaeth,bás
585,Grab::N,bedd,uaigh
586,Kirche::N,eglwys,eaglais
587,Sünde::N,pechod,peaca
588,Gott::N,duw,dia
589,Arbeiter::N,gweithiwr,oibrí
590,Chef::N,pennaeth,saoiste
591,Chef::N,pennaeth,ceannasaí
592,Meister::N,meistr,máistir
593,Arzt::N,meddyg,lia
594,Arzt::N,meddyg,dochtúir
595,Lehrer::N,athro,oide
596,Lehrer::N,athro,múinteoir
597,Geld::N,pres,airgead
598,Geld::N,arian,airgead
599,Geschäft::N,busnes,gnó
600,Laden::N,siop,siopa
601,Preis::N,pris,praghas
602,Ware::N,nwydd,earra
603,Nutzen::N,elw,tairbhe
604,Nutzen::N,budd,tairbhe
605,Reichtum::N,cyfoeth,rachmas
606,Reichtum::N,cyfoeth,saibhreas
607,Welt::N,byd,domhan
608,Land::N,gwlad,tír
609,Staat::N,gwladwriaeth,stát
610,König::N,brenin,rí
611,Macht::N,grym,cumhacht
612,Macht::N,awdurdod,cumhacht
613,Grenze::N,ffin,críoch
614,Grenze::N,ffin,teorainn
615,Grenze::N,goror,críoch
616,Grenze::N,goror,teorainn
617,Krieg::N,rhyfel,cogadh
618,Feind::N,gelyn,namhaid
619,Gewalt::N,ffyrnigrwydd,foréigean
620,Kampf::N,brwydr,troid
621,Bogen[Waffe]::N,bwa,bogha
622,Pfeil::N,saeth,saighead
623,Gewehr::N,dryll,gunna
624,Fehler::N,gwall,botún
625,Fehler::N,gwall,meancóg
626,Fehler::N,camgymeriad,botún
627,Fehler::N,camgymeriad,meancóg
628,Lüge::N,celwydd,bréag
629,Lüge::N,celwydd,éitheach
630,Lüge::N,anwiredd,bréag
631,Lüge::N,anwiredd,éitheach
632,Schaden::N,niwed,dochar
633,Schaden::N,niwed,damáiste
634,Schaden::N,difrod,dochar
635,Schaden::N,difrod,damáiste
636,Unglück::N,anffawd,drochrath
637,Schuld::N,bai,locht
638,Schuld::N,bai,milleán
639,Alter::N,oed,aois
640,Schluss::N,diwedd,deireadh
641,Zeit::N,amser,am
642,Zeit::N,amser,aimsir
643,Tag::N,dydd,lá
644,Tag::N,diwrnod,lá
645,Morgen::N,bore,maidin
646,Mittag::N,nawn,nóin
647,Abend::N,noswaith,tráthnóna
648,Nacht::N,nos,oíche
649,Woche::N,wythnos,seachtain
650,Monat::N,mis,mí
651,Jahr::N,blwyddyn,bliain
652,Frühling::N,gwanwyn,earrach
653,Sommer::N,haf,samhradh
654,Herbst::N,hydref,fómhar
655,Winter::N,gaeaf,geimhreadh
656,Januar::N,Ionawr,Eanáir
657,Februar::N,Chwefror,Feabhra
658,März::N,Mawrth,Márta
659,April::N,Ebrill,Aibreán
660,Mai::N,Mai,Bealtaine
661,Juni::N,Mehefin,Meitheamh
662,Juli::N,Gorffennaf,Iúil
663,August::N,Awst,Lúnasa
664,September::N,Medi,Meán Fómhair
665,Oktober::N,Hydref,Deireadh Fómhair
666,November::N,Tachwedd,Samhain
667,November::N,Tachwedd,Mí na Samhna
668,Dezember::N,Rhagfyr,Mí na Nollag
669,Montag::N,dydd Llun,Luan
670,Montag::N,dydd Llun,Dé Luain
671,Dienstag::N,dydd Mawrth,Máirt
672,Dienstag::N,dydd Mawrth,Dé Máirt
673,Mittwoch::N,dydd Mercher,Céadaoin
674,Mittwoch::N,dydd Mercher,Dé Céadaoin
675,Donnerstag::N,dydd Iau,Déardaoin
676,Freitag::N,dydd Gwener,Aoine
677,Freitag::N,dydd Gwener,Dé hAoine
678,Samstag::N,dydd Sadwrn,Satharn
679,Samstag::N,dydd Sadwrn,Dé Sathairn
680,Sonntag::N,dydd Sul,Domhnach
681,Sonntag::N,dydd Sul,Dé Domhnaigh
682,groß::A,mawr,mór
683,klein::A,bach,beag
684,lang::A,hir,fada
685,kurz::A,byr,gearr
686,kurz::A,byr,gairid
687,kurz::A,cwta,gearr
688,kurz::A,cwta,gairid
689,breit::A,llydan,leathan
690,breit::A,llydan,fairsing
691,schmal::A,cul,cúng
692,dicht::A,dwys,dlúth
693,dick[Gegenstand]::A,trwchus,tiubh
694,dünn::A,tenau,caol
695,dünn::A,tenau,tanaí
696,fein::A,main,scáinte
697,fein::A,main,fíneálta
698,fest::A,cadarn,daingean
699,flach::A,gwastad,cothrom
700,glatt::A,llyfn,mín
701,glatt::A,llyfn,sleamhain
702,hart::A,caled,crua
703,weich::A,meddal,bog
704,rund::A,crwn,cruinn
705,spitz::A,pigfain,gobach
706,spitz::A,pigfain,biorach
707,scharf::A,miniog,géar
708,scharf::A,miniog,faobhrach
709,stumpf::A,pŵl,maol
710,schwer::A,trwm,trom
711,schön::A,teg,álainn
712,schön::A,hardd,álainn
713,schön::A,prydferth,álainn
714,heiß::A,poeth,te
715,warm::A,twym,te
716,warm::A,cynnes,te
717,kalt::A,oer,fuar
718,kühl::A,oeraidd,fionnuar
719,frisch::A,iach,úr
720,frisch::A,iach,friseáilte
721,feucht::A,llaith,tais
722,nass::A,gwlyb,fliuch
723,trocken::A,sych,tirim
724,voll::A,llawn,lán
725,leer::A,gwag,folamh
726,offen::A,agored,oscailte
727,geschlossen::A,caead,dúnta
728,geschlossen::A,caead,druidte
729,geschlossen::A,caeëdig,dúnta
730,geschlossen::A,caeëdig,druidte
731,sauber::A,glân,glan
732,schmutzig::A,budr,salach
733,schmutzig::A,brwnt,salach
734,roh::A,amrwd,amh
735,reif::A,aeddfed,aibí
736,lecker::A,blasus,blasta
737,lecker::A,danteithiol,blasta
738,süß::A,melys,milis
739,bitter::A,chwerw,searbh
740,sauer::A,sur,géar
741,sauer::A,sur,searbh
742,hell::A,disglair,geal
743,hell::A,disglair,soilseach
744,dunkel::A,tywyll,dorcha
745,schwarz::A,du,dubh
746,weiß::A,gwyn,bán
747,rot::A,coch,dearg
748,gelb::A,melyn,buí
749,blau::A,glas,gorm
750,grün::A,gwyrdd,glas
751,grün::A,gwyrdd,uaine
752,grau::A,llwyd,liath
753,bunt::A,lliwgar,ildathach
754,bunt::A,lliwgar,dathannach
755,billig::A,rhad,saor
756,teuer::A,drud,daor
757,teuer::A,drud,costasach
758,wertvoll::A,gwerthfawr,luachmhar
759,blind::A,dall,dall
760,blind::A,dall,caoch
761,taub::A,byddar,bodhar
762,kräftig::A,nerthol,cumhachtach
763,kräftig::A,grymus,cumhachtach
764,stark::A,cryf,tréan
765,stark::A,cryf,láidir
766,stark::A,cadarn,tréan
767,stark::A,cadarn,láidir
768,schwach::A,gwan,lag
769,schwach::A,gwan,fann
770,fett::A,tew,ramhar
771,schlank::A,main,caol
772,schlank::A,main,seang
773,hübsch::A,tlws,álainn
774,hübsch::A,tlws,dathúil
775,böse::A,drwg,olc
776,dumm::A,twp,dúr
777,dumm::A,twp,amaideach
778,faul::A,diog,falsa
779,faul::A,diog,leisciúil
780,fleißig::A,dyfal,dícheallach
781,geizig::A,crintach,barainneach
782,geizig::A,crintach,sprionlaithe
783,geizig::A,cybyddlyd,barainneach
784,geizig::A,cybyddlyd,sprionlaithe
785,klug::A,deallus,cliste
786,geschickt::A,medrus,oilte
787,geschickt::A,medrus,ealaíonta
788,geschickt::A,deheuig,oilte
789,geschickt::A,deheuig,ealaíonta
790,lieb::A,hoff,dil
791,lieb::A,hoff,dílis
792,lieb::A,annwyl,dil
793,lieb::A,annwyl,dílis
794,lustig::A,llon,aerach
795,lustig::A,llon,meidhreach
796,sanft::A,mwyn,bog
797,sanft::A,mwyn,séimh
798,hungrig::A,newynog,ocrach
799,krank::A,sâl,tinn
800,krank::A,sâl,breoite
801,krank::A,gwael,tinn
802,krank::A,gwael,breoite
803,nackt::A,noeth,nocht
804,traurig::A,trist,brónach
