,Concept_ID,cy,mdf
318,Geschenk::N,anrheg,казне
319,Spiel::N,chwarae,налхкома
320,Spiel::N,chwarae,налхксема
321,Gesellschaft::N,cwmni,кружок
322,Hilfe::N,cymorth,лездома
323,Freund::N,cyfaill,я́лга
324,Kamerad::N,cydymaith,я́лга
325,Angelegenheit::N,pwnc,тев
326,Anzahl::N,cyfrif,лувкс
327,Art::N,bath,вид
328,Stück::N,darn,пакш
329,Teil::N,rhan,часть
330,Teil::N,rhan,пялькс
331,Hälfte::N,hanner,пяле
332,Kreis::N,cylch,шаркс
333,Kreuz::N,croes,крёз
334,Linie::N,llinell,межа
335,Linie::N,llinell,китькс
336,Strich::N,strôc,межа
337,Strich::N,trawiad,межа
338,Abstand::N,bwlch,ётка
339,Abstand::N,pellter,ётка
340,Entfernung::N,pellter,ётка
341,Gegend::N,cylch,ва́ста
342,Gegend::N,cylch,перьфпя́ль
343,Platz::N,lle,ва́ста
344,Ort::N,lle,ва́ста
345,Seite::N,ochr,пяле
346,Mitte::N,canol,кучка́
347,Gegenstand::N,eitem,веща
348,Sache::N,peth,тев
349,Sache::N,peth,веща
350,Rand::N,cwr,пе
351,Rand::N,ymyl,пе
352,Kante::N,min,и́рдез
353,Kante::N,ymyl,и́рдез
354,Ecke::N,cornel,ужа
355,Spitze::N,blaen,пря
356,Ende::N,pen,пе
357,Loch::N,twll,варя
358,Winkel::N,congl,ужа
359,Muster::N,patrwm,сёрма
360,Größe::N,maint,серь
361,Größe::N,maintioli,серь
362,Länge::N,hyd,кува́лма
363,Höhe::N,uchder,серь
364,Gewicht::N,pwysau,сталма
365,Menge::N,swm,лувкс
366,Menge::N,maint,лувкс
367,Haufen::N,pentwr,мар
368,Reihe::N,rhes,ряд
369,Boot::N,cwch,венеж
370,Ruder::N,rhwyf,миле
371,Schlitten::N,sled,ну́рда
372,Schlitten::N,car llusg,ну́рда
373,Ski::N,sgi,сокс
374,Lagerfeuer::N,coelcerth,то́лмар
375,Last::N,llwyth,канкс
376,Last::N,llwyth,сталма
377,Gang::N,tro,молема
378,Schritt::N,cam,аськолкс
379,Norden::N,gogledd,якшама шире
380,Süden::N,de,ля́мбе ши́ре
381,Westen::N,gorllewin,ши валгома шире
382,Osten::N,dwyrain,шинь стяма шире
383,Holz::N,pren,вирь
384,Holz::N,pren,шуфта
385,Brett::N,bwrdd,лавця
386,Brett::N,astell,лавця
387,Platte::N,llech,плита́
388,Stütze::N,ateg,неже
389,Stütze::N,cynhalydd,неже
390,Stange::N,polyn,олга
391,Stock::N,ffon,байдек
392,Stock::N,brigyn,байдек
393,Stab::N,ffon,олгоня
394,Rohr::N,pibell,турама
395,Haus::N,tŷ,куд
396,Heim::N,cartref,куд
397,Ofen::N,stof,пянакуд
398,Fußboden::N,llawr,кия́кс
399,Tisch::N,bwrdd,шра
400,Tisch::N,bwrdd,моркш
401,Stuhl::N,cadair,стул
402,Wiege::N,crud,нюря́м
403,Bett::N,gwely,ацам
404,Regal::N,silff,лавцяланга
405,Kiste::N,bocs,парга
406,Kiste::N,blwch,парга
407,Fenster::N,ffenestr,валмья
408,Tür::N,drws,кенкш
409,Tor::N,porth,ортат
410,Zaun::N,ffens,перяфкс
411,Dach::N,to,кудпря
412,Leiter::N,ysgol,куцема
413,Besen::N,ysgub,тяльме
414,Spaten::N,rhaw,ка́йме
415,Schaufel::N,rhaw,ко́поня
416,Schaufel::N,rhaw,ця́рдом
417,Gabel::N,fforc,ця́нгоня
418,Löffel::N,llwy,куцю
419,Messer::N,cyllell,пеель
420,Nagel::N,hoel,эска
421,Netz::N,gwe,
422,Netz::N,rhwyd,
423,Haken::N,bach,кя́чказ
424,Griff::N,carn,недь
425,Griff::N,carn,кунда́мка
426,Schloss::N,clo,замо́к
427,Bild::N,llun,карти́на
428,Bild::N,pictiwr,карти́на
429,Figur::N,ffigur,ронга-понда
430,Puppe::N,dol,ня́ка
431,Beutel::N,cwd,кяскав
432,Bündel::N,bwndel,кярьме
433,Bündel::N,coflaid,кярьме
434,Tasche::N,cod,кошяльня
435,Eimer::N,bwced,ве́дарка
436,Eimer::N,cunnog,ве́дарка
437,Deckel::N,caead,тавадкс
438,Deckel::N,caead,вельхкс
439,Geschirr::N,llestri,кядьге
440,Sack::N,sach,кяскав
441,Tasse::N,cwpan,ша́ваня
442,Topf::N,pot,кавозь
443,Topf::N,crochan,кавозь
444,Kessel::N,tegell,сргавозь
445,Essen::N,pryd o fwyd,ярхцама
446,Nahrung::N,bwyd,ярхцампяль
447,Speise::N,saig,ярхцама
448,Fleisch::N,cig,пал
449,Fleisch::N,cig,сиволь
450,Getreide::N,ŷd,сёра
451,Getreide::N,llafur,сёра
452,Brei::N,uwd,ям
453,Brot::N,bara,кши
454,Scheibe::N,tafell,кочам
455,Fett::N,saim,куя́
456,Fett::N,braster,куя́
457,Butter::N,ymenyn,вай
458,Öl::N,olew,вай
459,Salz::N,halen,сал
460,Suppe::N,cawl,шонгарям
461,Suppe::N,cawl,коршампяль
462,Honig::N,mêl,медь
463,Milch::N,llaeth,лофца
464,Milch::N,llefrith,лофца
465,Tee::N,te,чай
466,Leder::N,lledr,кедь
467,Wolle::N,gwlân,пона
468,Stoff::N,lliain,котф
469,Stoff::N,brethyn,котф
470,Nadel::N,nodwydd,салмокс
471,Faden::N,edau,сюре
472,Faden::N,edefyn,сюре
473,Knopf::N,botwm,пуня
474,Knoten::N,cwlwm,сюлма
475,Farbe::N,paent,архтомбяль
476,Kleidung::N,dillad,щам
477,Kleidung::N,gwisgoedd,щам
478,Hemd::N,crys,па́нар
479,Kragen::N,coler,сиве
480,Ärmel::N,llawes,ожа
481,Hose::N,trowsus,понкст
482,Gürtel::N,gwregys,каркс
483,Mütze::N,cap,вазь
484,Schuh::N,esgid,башма́к
485,Stiefel::N,botasen,кя́ме
486,Ring::N,modrwy,суркс
487,Band::N,rhuban,керькс
488,Band::N,rhuban,лента
489,Kamm::N,crib,сюрьхцем
490,Spiegel::N,drych,ванома
491,Riemen::N,strap,шнань каркс
492,Schnur::N,llinyn,пикс
493,Schnur::N,llinyn,карькскя
494,Leine::N,tennyn,вядьме
495,Decke::N,blanced,вельхкс
496,Decke::N,gwrthban,вельхкс
497,Kissen::N,clustog,тоду
498,Kissen::N,gobennydd,тоду
499,Tuch::N,sgarff,руця́
500,Handtuch::N,tywel,на́рдама
501,Handtuch::N,lliain sychu,на́рдама
502,Kraft::N,grym,вий
503,Stärke::N,nerth,вииши
504,Stärke::N,cryfder,вииши
505,Gesundheit::N,iechyd,шумбраши́
506,Krankheit::N,afiechyd,урма́
507,Krankheit::N,afiechyd,сярядема
508,Krankheit::N,anhwylder,урма́
509,Krankheit::N,anhwylder,сярядема
510,Schmerz::N,poen,маряма
511,Schmerz::N,gwayw,маряма
512,Wunde::N,clwyf,керф
513,Fieber::N,twymyn,маштыкс
514,Arznei::N,meddyginiaeth,надо́бья
515,Arznei::N,meddyginiaeth,пъчка́фтома
516,Brücke::N,pont,седь
517,Brunnen::N,ffynnon,эши
518,Weide::N,porfa,ванома васта
519,Pfad::N,llwybr,ян
520,Pfad::N,llwybr,киня́
521,Weg::N,ffordd,ки
522,Straße::N,heol,ки
523,Straße::N,ffordd,ки
524,Dorf::N,pentref,веле
525,Stadt::N,tref,ош
526,Brief::N,llythyr,сёрма
527,Buch::N,llyfr,книга
528,Buchstabe::N,llythyren,бу́ква
529,Zeitung::N,papur newydd,газе́та
530,Leben::N,bywyd,эряф
531,Leben::N,bywyd,эряма
532,Tod::N,marwolaeth,кулома́
533,Grab::N,bedd,калма
534,Kirche::N,eglwys,це́рькав
535,Sünde::N,pechod,пежеть
536,Sünde::N,pechod,муворкс
537,Gott::N,duw,шкай
538,Arbeiter::N,gweithiwr,трудендай
539,Arbeiter::N,gweithiwr,работник
540,Chef::N,pennaeth,азор
541,Chef::N,pennaeth,оцюня
542,Meister::N,meistr,мастяр
543,Arzt::N,meddyg,врач
544,Arzt::N,meddyg,доктор
545,Lehrer::N,athro,учи́тель
546,Geld::N,pres,ярмакт
547,Geld::N,arian,ярмакт
548,Geschäft::N,busnes,ладяфкс
549,Geschäft::N,busnes,ладяф тев
550,Laden::N,siop,ла́вка
551,Preis::N,pris,питне
552,Ware::N,nwydd,миф
553,Ware::N,nwydd,ра́маф
554,Nutzen::N,elw,пара
555,Nutzen::N,elw,лезкс
556,Nutzen::N,budd,пара
557,Nutzen::N,budd,лезкс
558,Reichtum::N,cyfoeth,ко́зяши
559,Welt::N,byd,свет
560,Land::N,gwlad,мастор
561,Staat::N,gwladwriaeth,государства
562,König::N,brenin,король
563,Macht::N,grym,азорондама
564,Macht::N,grym,азорксши
565,Macht::N,awdurdod,азорондама
566,Macht::N,awdurdod,азорксши
567,Grenze::N,ffin,ёткаян
568,Grenze::N,goror,ёткаян
569,Krieg::N,rhyfel,война́
570,Feind::N,gelyn,душман
571,Feind::N,gelyn,каршек тюри
572,Gewalt::N,ffyrnigrwydd,наругама
573,Kampf::N,brwydr,тюрема́
574,Bogen[Waffe]::N,bwa,нал
575,Pfeil::N,saeth,нал
576,Gewehr::N,dryll,винто́вка
577,Fehler::N,gwall,эльбядькс
578,Fehler::N,camgymeriad,эльбядькс
579,Lüge::N,celwydd,васькафнема
580,Lüge::N,anwiredd,васькафнема
581,Schaden::N,niwed,зия́н
582,Schaden::N,difrod,зия́н
583,Unglück::N,anffawd,зия́н
584,Schuld::N,bai,муворши
585,Alter::N,oed,эряф кизот
586,Alter::N,oed,эряфонь пинге
587,Schluss::N,diwedd,пе
588,Zeit::N,amser,пинге
589,Tag::N,dydd,ши
590,Tag::N,diwrnod,ши
591,Morgen::N,bore,шобдава
592,Mittag::N,nawn,шикучка
593,Abend::N,noswaith,иля́дь
594,Nacht::N,nos,ве
595,Woche::N,wythnos,недя́ля
596,Monat::N,mis,ков
597,Jahr::N,blwyddyn,киза
598,Frühling::N,gwanwyn,тунда́
599,Sommer::N,haf,киза
600,Herbst::N,hydref,сёксе
601,Winter::N,gaeaf,тяла
602,Januar::N,Ionawr,кельмеков
603,Februar::N,Chwefror,уфайков
604,März::N,Mawrth,марайков
605,April::N,Ebrill,шудиков
606,Mai::N,Mai,панжиков
607,Juni::N,Mehefin,лямбеков
608,Juli::N,Gorffennaf,псиков
609,August::N,Awst,сёроньков
610,September::N,Medi,тюжягов
611,Oktober::N,Hydref,кельмазаков
612,November::N,Tachwedd,эйндамков
613,Dezember::N,Rhagfyr,кучкаков
614,Montag::N,dydd Llun,одговши
615,Dienstag::N,dydd Mawrth,ша́вши
616,Mittwoch::N,dydd Mercher,вержи
617,Donnerstag::N,dydd Iau,шува́ланя
618,Freitag::N,dydd Gwener,пя́денця
619,Samstag::N,dydd Sadwrn,ёткши
620,Sonntag::N,dydd Sul,таргоши
621,groß::A,mawr,оцю
622,klein::A,bach,ёмла
623,lang::A,hir,кува́ка
624,kurz::A,byr,нюрьхкя́ня
625,kurz::A,cwta,нюрьхкя́ня
626,breit::A,llydan,кели
627,schmal::A,cul,тяйня
628,dicht::A,dwys,сиде
629,dicht::A,dwys,туста
630,dick[Gegenstand]::A,trwchus,эчке
631,dünn::A,tenau,шува́ня
632,fein::A,main,шува́ня
633,fest::A,cadarn,кеме
634,flach::A,gwastad,лапш
635,glatt::A,llyfn,вадяв
636,glatt::A,llyfn,такор
637,hart::A,caled,калгода
638,weich::A,meddal,ляпе
639,rund::A,crwn,кру́глай
640,spitz::A,pigfain,ботаз
641,spitz::A,pigfain,оржа
642,scharf::A,miniog,оржа
643,stumpf::A,pŵl,ношка
644,schwer::A,trwm,стака
645,schön::A,teg,мазы
646,schön::A,hardd,мазы
647,schön::A,prydferth,мазы
648,heiß::A,poeth,пси
649,warm::A,twym,лямбе
650,warm::A,cynnes,лямбе
651,kalt::A,oer,кельме
652,kühl::A,oeraidd,эше
653,frisch::A,iach,свежай
654,feucht::A,llaith,летьке
655,nass::A,gwlyb,начка
656,trocken::A,sych,коське
657,voll::A,llawn,пяшксе
658,leer::A,gwag,шава
659,offen::A,agored,панжада
660,offen::A,agored,виде
661,geschlossen::A,caead,пякстаф
662,geschlossen::A,caead,сёлгф
663,geschlossen::A,caeëdig,пякстаф
664,geschlossen::A,caeëdig,сёлгф
665,sauber::A,glân,ару
666,schmutzig::A,budr,рда́зу
667,schmutzig::A,budr,пя́ндра
668,schmutzig::A,brwnt,рда́зу
669,schmutzig::A,brwnt,пя́ндра
670,roh::A,amrwd,верок
671,reif::A,aeddfed,ке́нерьф
672,lecker::A,blasus,танцти
673,lecker::A,danteithiol,танцти
674,süß::A,melys,ламбама
675,bitter::A,chwerw,сяпи
676,sauer::A,sur,шапама
677,hell::A,disglair,валда
678,dunkel::A,tywyll,шобда
679,schwarz::A,du,равжа
680,weiß::A,gwyn,акша
681,rot::A,coch,якстерь
682,gelb::A,melyn,тюжя́
683,blau::A,glas,сенем
684,grün::A,gwyrdd,пиже
685,grün::A,gwyrdd,сянгяря
686,grau::A,llwyd,уле
687,bunt::A,lliwgar,сёрмав
688,billig::A,rhad,у́цез
689,billig::A,rhad,аф пи́тни
690,teuer::A,drud,пи́тни
691,wertvoll::A,gwerthfawr,питни
692,blind::A,dall,сокор
693,taub::A,byddar,пярав
694,kräftig::A,nerthol,пяк вии
695,kräftig::A,grymus,пяк вии
696,stark::A,cryf,вии
697,stark::A,cadarn,вии
698,schwach::A,gwan,лафча
699,fett::A,tew,куя́
700,schlank::A,main,виде ронга
701,hübsch::A,tlws,мазы
702,böse::A,drwg,кяжи
703,dumm::A,twp,аф ёню
704,dumm::A,twp,шава пря
705,faul::A,diog,нола
706,fleißig::A,dyfal,ку́лхцонды
707,geizig::A,crintach,кирьжя
708,geizig::A,crintach,жаднай
709,geizig::A,cybyddlyd,кирьжя
710,geizig::A,cybyddlyd,жаднай
711,klug::A,deallus,ёню
712,klug::A,deallus,пря́ви
713,geschickt::A,medrus,маштозь тиф
714,geschickt::A,deheuig,маштозь тиф
715,lieb::A,hoff,цебярь
716,lieb::A,annwyl,цебярь
717,lustig::A,llon,ра́хси
718,sanft::A,mwyn,сетьме
719,hungrig::A,newynog,вача
720,hungrig::A,newynog,вачеда
721,krank::A,sâl,сяряди
722,krank::A,gwael,сяряди
723,nackt::A,noeth,штада
724,nackt::A,noeth,кърхтапа
725,traurig::A,trist,ла́жнай
726,lebendig::A,yn fyw,эряй
727,gut::A,da,пара
728,gut::A,da,цебярь
729,schlecht::A,drwg,кальдяв
730,schlecht::A,gwael,кальдяв
731,richtig::A,cywir,виде
732,schlimm::A,enbyd,кальдяв
733,wahr::A,gwir,афкуксонь
734,alt::A,hen,ташта
735,neu::A,newydd,од
736,ehemalig::A,blaenorol,и́нгольдень
737,alt[Lebewesen]::A,oedrannus,сире
738,jung::A,ifanc,од
739,arm::A,tlawd,а́шу
740,reich::A,cyfoethog,козя
741,bekannt::A,cynefin,содаф
742,bekannt::A,cyfarwydd,содаф
743,berühmt::A,enwog,содавикс
744,fremd::A,estron,лия
745,fremd::A,estron,аф содаф
746,verschieden::A,gwahanol,аф фкя ла́цонь
747,nah::A,agos,мала
748,nah::A,agos,аф ичкоздень
749,fern::A,pell,и́чкоздень
750,fern::A,pell,куна́рдонь
751,linker::A,aswy,кержи
752,linker::A,chwith,кержи
753,rechter::A,de,види
754,rechter::A,deau,види
755,anderer::A,arall,лия
756,erster::A,cyntaf,васенце
757,zweiter::A,ail,омбоце
758,dritter::A,trydydd,колмоце
759,letzter::A,olaf,ме́кольце
760,allein::ADV,unig,ськамонза
761,allein::ADV,ar ei ben ei hun,ськамонза
762,auf einmal::ADV,ar yr un pryd,вихцок
763,zusammen::ADV,ynghyd,марс
764,zusammen::ADV,ynghyd,ма́рса
765,zusammen::ADV,gyda'i gilydd,марс
766,zusammen::ADV,gyda'i gilydd,ма́рса
767,lange::ADV,amser hir,кува́тьс
768,plötzlich::ADV,yn sydyn,а́пак учт
769,sofort::ADV,ar unwaith,тяникиге
770,später::ADV,yn ddiweddarach,ме́ле
771,jetzt::ADV,yn awr,тяни
772,heute::ADV,heddiw,тячи
773,morgen::ADV,yfory,ва́нды
774,bald::ADV,yn fuan,курок
775,bald::ADV,gyda hyn,курок
776,dann::ADV,yna,меле
777,dann::ADV,yna,сяда меле
778,dann::ADV,y pryd hwnnw,меле
779,dann::ADV,y pryd hwnnw,сяда меле
780,gestern::ADV,ddoe,ися́к
781,einst::ADV,gynt,весть
782,einst::ADV,gynt,мзя́рда-бди
