,Concept_ID,el,ja
292,Leute::N,κόσμος,人々
293,Leute::N,άνθρωποι,人々
294,Volk::N,λαός,民族
295,Arbeit::N,εργασία,仕事
296,Gast::N,επισκέπτης,客
297,Geschenk::N,δώρο,贈り物
298,Spiel::N,παιχνίδι,遊び
299,Gesellschaft::N,κοινωνία,社会
300,Hilfe::N,βοήθεια,援助
301,Freund::N,φίλος,友達
302,Kamerad::N,σύντροφος,同志
303,Angelegenheit::N,υπόθεση,件
304,Anzahl::N,αριθμός,数
305,Art::N,είδος,種類
306,Stück::N,κομμάτι,部分
307,Teil::N,μέρος,部分
308,Hälfte::N,μισό,半分
309,Kreis::N,κύκλος,円
310,Kreuz::N,σταυρός,十字
311,Linie::N,γραμμή,線
312,Strich::N,γραμμή,線
313,Abstand::N,απόσταση,距離
314,Entfernung::N,απόσταση,距離
315,Gegend::N,περιοχή,辺
316,Gegend::N,περιοχή,地域
317,Gegend::N,τοποθεσία,辺
318,Gegend::N,τοποθεσία,地域
319,Platz::N,χώρος,ゆとり
320,Ort::N,τόπος,所
321,Ort::N,τόπος,場所
322,Seite::N,πλευρά,横
323,Mitte::N,μέση,真ん中
324,Gegenstand::N,αντικείμενο,物件
325,Sache::N,πράγμα,物
326,Rand::N,άκρη,端
327,Rand::N,χείλος,端
328,Kante::N,άκρη,縁
329,Ecke::N,γωνιά,角
330,Spitze::N,μύτη,先頭
331,Ende::N,άκρη,端
332,Loch::N,τρύπα,穴
333,Winkel::N,γωνία,片隅
334,Muster::N,σχέδιο,模様
335,Größe::N,μέγεθος,大きさ
336,Länge::N,μήκος,長さ
337,Höhe::N,ύψος,高さ
338,Gewicht::N,βάρος,重さ
339,Menge::N,ποσότητα,量
340,Haufen::N,σωρός,堆積
341,Reihe::N,αράδα,並び
342,Boot::N,βάρκα,ボート
343,Ruder::N,κουπί,オール
344,Schlitten::N,έλκηθρο,そり
345,Ski::N,σκι,スキー
346,Lagerfeuer::N,φωτιά,篝火
347,Last::N,φορτίο,荷物
348,Gang::N,δρόμος,歩み
349,Schritt::N,βήμα,歩
350,Norden::N,βορράς,北
351,Süden::N,νότος,南
352,Westen::N,δύση,西
353,Osten::N,ανατολή,東
354,Holz::N,ξύλο,木
355,Holz::N,ξύλο,木材
356,Brett::N,σανίδι,板
357,Platte::N,πλάκα,盤
358,Stütze::N,στήριγμα,支柱
359,Stange::N,ραβδί,棒
360,Stange::N,κοντός,棒
361,Stock::N,ξύλο,杖
362,Stock::N,μπαστούνι,杖
363,Stab::N,ραβδί,棒
364,Rohr::N,σωλήνας,管
365,Haus::N,σπίτι,家
366,Heim::N,σπίτι,家
367,Ofen::N,σόμπα,ストーブ
368,Ofen::N,θερμάστρα,ストーブ
369,Fußboden::N,πάτωμα,床
370,Tisch::N,τραπέζι,机
371,Stuhl::N,καρέκλα,椅子
372,Wiege::N,κούνια,揺籃
373,Bett::N,κρεβάτι,ベッド
374,Regal::N,ράφι,棚
375,Kiste::N,κιβώτιο,箱
376,Fenster::N,παράθυρο,窓
377,Tür::N,πόρτα,戸
378,Tür::N,πόρτα,ドア
379,Tor::N,πύλη,門
380,Zaun::N,φράχτης,垣根
381,Dach::N,στέγη,屋根
382,Leiter::N,σκάλα,梯子
383,Leiter::N,κλίμακα,梯子
384,Besen::N,σκούπα,ほうき
385,Spaten::N,φτυάρι,スコップ
386,Schaufel::N,φτυάρι,シャベル
387,Gabel::N,πιρούνι,フォーク
388,Löffel::N,κουτάλι,スプーン
389,Messer::N,μαχαίρι,ナイフ
390,Nagel::N,καρφί,釘
391,Netz::N,δίχτυ,網
392,Haken::N,γάντζος,鉤
393,Haken::N,γάντζος,フック
394,Haken::N,αγκίστρι,鉤
395,Haken::N,αγκίστρι,フック
396,Griff::N,λαβή,取っ手
397,Schloss::N,κλειδαριά,錠
398,Bild::N,εικόνα,絵
399,Figur::N,ανάστημα,像
400,Puppe::N,κούκλα,人形
401,Beutel::N,πουγγί,袋
402,Bündel::N,δεμάτι,束
403,Bündel::N,δεμάτι,包み
404,Tasche::N,τσάντα,かばん
405,Eimer::N,κουβάς,バケツ
406,Deckel::N,καπάκι,蓋
407,Geschirr::N,σκεύη,食器
408,Sack::N,σάκος,袋
409,Tasse::N,φλιτζάνι,カップ
410,Topf::N,χύτρα,鍋
411,Kessel::N,καζάνι,釜
412,Essen::N,φαγητό,食事
413,Nahrung::N,τροφή,食物
414,Speise::N,φαγητό,料理
415,Fleisch::N,κρέας,肉
416,Getreide::N,σιτάρι,麦
417,Getreide::N,σιτάρι,穀物
418,Brei::N,χυλός,粥
419,Brot::N,ψωμί,パン
420,Brot::N,άρτος,パン
421,Scheibe::N,φέτα,枚
422,Scheibe::N,φέτα,切れ
423,Fett::N,πάχος,脂肪
424,Butter::N,βούτυρο,バター
425,Öl::N,λάδι,油
426,Salz::N,αλάτι,塩
427,Suppe::N,σούπα,スープ
428,Honig::N,μέλι,蜂蜜
429,Milch::N,γάλα,牛乳
430,Tee::N,τσάι,茶
431,Tee::N,τσάι,お茶
432,Leder::N,πετσί,革
433,Wolle::N,μαλλί,毛糸
434,Stoff::N,ύφασμα,布
435,Nadel::N,βελόνα,針
436,Faden::N,κλωστή,糸
437,Knopf::N,κουμπί,ボタン
438,Knoten::N,κόμπος,結び目
439,Farbe::N,μπογιά,ペンキ
440,Kleidung::N,ρούχα,衣服
441,Kleidung::N,ενδυμασία,衣服
442,Hemd::N,πουκάμισο,シャツ
443,Kragen::N,κολάρο,襟
444,Ärmel::N,μανίκι,袖
445,Hose::N,πανταλόνι,ズボン
446,Gürtel::N,ζώνη,帯
447,Gürtel::N,ζώνη,ベルト
448,Mütze::N,σκούφος,帽子
449,Schuh::N,παπούτσι,靴
450,Stiefel::N,μπότα,ブーツ
451,Ring::N,δαχτυλίδι,輪
452,Band::N,κορδέλα,リボン
453,Kamm::N,χτένα,櫛
454,Spiegel::N,καθρέφτης,鏡
455,Riemen::N,λουρί,緒
456,Schnur::N,κορδόνι,紐
457,Leine::N,σχοινί,綱
458,Decke::N,κουβέρτα,掛け布団
459,Kissen::N,μαξιλάρι,枕
460,Tuch::N,πανί,スカーフ
461,Tuch::N,μαντήλι,スカーフ
462,Handtuch::N,πετσέτα,タオル
463,Kraft::N,δύναμη,力
464,Stärke::N,ισχύς,強さ
465,Stärke::N,δύναμη,強さ
466,Gesundheit::N,υγεία,健康
467,Krankheit::N,αρρώστια,病気
468,Schmerz::N,πόνος,痛み
469,Wunde::N,πληγή,傷
470,Fieber::N,πυρετός,熱
471,Arznei::N,φάρμακο,薬
472,Brücke::N,γέφυρα,橋
473,Brunnen::N,πηγάδι,井戸
474,Weide::N,βοσκή,牧場
475,Pfad::N,μονοπάτι,小路
476,Weg::N,δρόμος,道
477,Straße::N,οδός,街道
478,Straße::N,δρόμος,街道
479,Dorf::N,χωριό,村
480,Stadt::N,πόλη,町
481,Stadt::N,πόλη,都市
482,Brief::N,γράμμα,手紙
483,Brief::N,επιστολή,手紙
484,Buch::N,βιβλίο,本
485,Buchstabe::N,γράμμα,文字
486,Zeitung::N,εφημερίδα,新聞
487,Leben::N,ζωή,生活
488,Leben::N,βίος,生活
489,Tod::N,θάνατος,死
490,Grab::N,τάφος,墓
491,Kirche::N,εκκλησία,教会
492,Sünde::N,αμαρτία,罪
493,Gott::N,θεός,神
494,Arbeiter::N,εργάτης,労働者
495,Chef::N,προϊστάμενος,上司
496,Meister::N,μάστορας,達人
497,Meister::N,μάστορας,マイスター
498,Meister::N,αρχιτεχνίτης,達人
499,Meister::N,αρχιτεχνίτης,マイスター
500,Arzt::N,γιατρός,医者
501,Lehrer::N,δάσκαλος,先生
502,Geld::N,λεφτά,金
503,Geld::N,χρήματα,金
504,Geschäft::N,συναλλαγή,取り引き
505,Laden::N,μαγαζί,店
506,Laden::N,κατάστημα,店
507,Preis::N,τιμή,値段
508,Ware::N,εμπόρευμα,商品
509,Nutzen::N,όφελος,利益
510,Reichtum::N,πλούτος,豊かさ
511,Welt::N,κόσμος,世界
512,Land::N,χώρα,国
513,Staat::N,κράτος,国家
514,Staat::N,πολιτεία,国家
515,König::N,βασιλιάς,国王
516,Macht::N,εξουσία,権力
517,Grenze::N,σύνορα,国境
518,Krieg::N,πόλεμος,戦争
519,Feind::N,εχθρός,敵
520,Gewalt::N,βία,暴力
521,Kampf::N,αγώνας,戦い
522,Bogen[Waffe]::N,τόξο,弓
523,Pfeil::N,σαΐτα,矢
524,Gewehr::N,τουφέκι,銃
525,Fehler::N,λάθος,間違い
526,Fehler::N,σφάλμα,間違い
527,Lüge::N,ψέμα,嘘
528,Lüge::N,ψεύδος,嘘
529,Schaden::N,ζημία,損害
530,Unglück::N,δυστυχία,不幸
531,Schuld::N,ενοχή,罪
532,Schuld::N,φταίξιμο,罪
533,Alter::N,ηλικία,年
534,Alter::N,ηλικία,年齢
535,Schluss::N,τέλος,終わり
536,Zeit::N,χρόνος,時
537,Zeit::N,χρόνος,時間
538,Tag::N,μέρα,日
539,Tag::N,ημέρα,日
540,Morgen::N,πρωί,朝
541,Mittag::N,μεσημέρι,昼
542,Abend::N,βράδυ,晩
543,Abend::N,βράδυ,夕方
544,Nacht::N,νύχτα,夜
545,Woche::N,εβδομάδα,週
546,Monat::N,μήνας,月
547,Jahr::N,έτος,年
548,Jahr::N,χρόνος,年
549,Frühling::N,άνοιξη,春
550,Sommer::N,καλοκαίρι,夏
551,Herbst::N,φθινόπωρο,秋
552,Winter::N,χειμώνας,冬
553,Januar::N,Ιανουάριος,一月
554,Februar::N,Φεβρουάριος,二月
555,März::N,Μάρτιος,三月
556,April::N,Απρίλιος,四月
557,Mai::N,Μάιος,五月
558,Juni::N,Ιούνιος,六月
559,Juli::N,Ιούλιος,七月
560,August::N,Αύγουστος,八月
561,September::N,Σεπτέμβριος,九月
562,Oktober::N,Οκτώβριος,十月
563,November::N,Νοέμβριος,十一月
564,Dezember::N,Δεκέμβριος,十二月
565,Montag::N,Δευτέρα,月曜日
566,Dienstag::N,Τρίτη,火曜日
567,Mittwoch::N,Τετάρτη,水曜日
568,Donnerstag::N,Πέμπτη,木曜日
569,Freitag::N,Παρασκευή,金曜日
570,Samstag::N,Σάββατο,土曜日
571,Sonntag::N,Κυριακή,日曜日
572,groß::A,μεγάλος,大きい
573,klein::A,μικρός,小さい
574,lang::A,μακρύς,長い
575,kurz::A,κοντός,短い
576,breit::A,φαρδύς,広い
577,schmal::A,στενός,狭い
578,dicht::A,πυκνός,密な
579,dick[Gegenstand]::A,παχύς,厚い
580,dick[Gegenstand]::A,χοντρός,厚い
581,dünn::A,ψιλός,薄い
582,dünn::A,λεπτός,薄い
583,fein::A,ψιλός,細い
584,fest::A,στερεός,硬い
585,flach::A,επίπεδος,平らな
586,glatt::A,λείος,滑らかな
587,glatt::A,ομαλός,滑らかな
588,hart::A,σκληρός,堅い
589,weich::A,μαλακός,柔らかい
590,rund::A,στρογγυλός,丸い
591,spitz::A,μυτερός,尖った
592,scharf::A,κοφτερός,鋭い
593,stumpf::A,αμβλύς,鈍い
594,schwer::A,βαρύς,重い
595,schön::A,ωραίος,綺麗な
596,schön::A,όμορφος,綺麗な
597,heiß::A,ζεστός,熱い
598,warm::A,θερμός,温かい
599,kalt::A,κρύος,寒い
600,kalt::A,κρύος,冷たい
601,kalt::A,ψυχρός,寒い
602,kalt::A,ψυχρός,冷たい
603,kühl::A,δροσερός,涼しい
604,frisch::A,νωπός,ひんやりした
605,frisch::A,φρέσκος,ひんやりした
606,feucht::A,υγρός,湿った
607,nass::A,βρεγμένος,濡れた
608,trocken::A,ξηρός,乾いた
609,trocken::A,στεγνός,乾いた
610,voll::A,γεμάτος,いっぱいの
611,leer::A,άδειος,空の
612,offen::A,ανοιχτός,開いた
613,geschlossen::A,κλειστός,閉まった
614,sauber::A,καθαρός,清潔な
615,schmutzig::A,βρώμικος,汚い
616,schmutzig::A,λερωμένος,汚い
617,roh::A,ωμός,生の
618,reif::A,ώριμος,熟した
619,lecker::A,νόστιμος,美味しい
620,süß::A,γλυκός,甘い
621,bitter::A,πικρός,苦い
622,sauer::A,ξινός,酸っぱい
623,hell::A,φωτεινός,明るい
624,dunkel::A,σκοτεινός,暗い
625,schwarz::A,μαύρος,黒い
626,schwarz::A,μελανός,黒い
627,weiß::A,άσπρος,白い
628,rot::A,κόκκινος,赤い
629,gelb::A,κίτρινος,黄色い
630,blau::A,μπλε,青い
631,blau::A,γαλανός,青い
632,grün::A,πράσινος,緑の
633,grau::A,γκρίζος,灰色の
634,bunt::A,ποικιλόχρωπος,色取り取りの
635,billig::A,φτηνός,安い
636,teuer::A,ακριβός,高い
637,wertvoll::A,πολύτιμος,貴重な
638,blind::A,τυφλός,盲目の
639,taub::A,κουφός,耳が聞こえない
640,kräftig::A,δυνατός,強力な
641,stark::A,γερός,強い
642,schwach::A,αδύνατος,弱い
643,fett::A,παχύς,太った
644,schlank::A,λεπτός,ほっそりした
645,schlank::A,λυγερός,ほっそりした
646,hübsch::A,όμορφος,素敵な
647,hübsch::A,χαριτωμένος,素敵な
648,böse::A,κακός,悪い
649,dumm::A,κουτός,馬鹿な
650,dumm::A,ανόητος,馬鹿な
651,faul::A,τεμπέλης,怠惰な
652,fleißig::A,εργατικός,勤勉な
653,geizig::A,τσιγγούνης,けちな
654,klug::A,έξυπνος,賢い
655,klug::A,έξυπνος,頭のいい
656,geschickt::A,επιδέξιος,器用な
657,lieb::A,φίλος,愛らしい
658,lieb::A,αγαπητός,愛らしい
659,lustig::A,εύθυμος,楽しい
660,lustig::A,χαρούμενος,楽しい
661,sanft::A,ήπιος,温和な
662,hungrig::A,πεινασμένος,空腹の
663,krank::A,άρρωστος,病気の
664,nackt::A,γυμνός,裸の
665,traurig::A,λυπημένος,悲しい
666,lebendig::A,ζωντανός,生きた
667,gut::A,καλός,良い
668,schlecht::A,κακός,悪い
669,schlecht::A,κακός,駄目な
670,richtig::A,σωστός,正しい
671,schlimm::A,άσχημος,ひどい
672,wahr::A,αληθής,本当の
673,wahr::A,αληθινός,本当の
674,alt::A,παλιός,古い
675,neu::A,νέος,新しい
676,neu::A,καινούργιος,新しい
677,ehemalig::A,παλιός,以前の
678,alt[Lebewesen]::A,γέρος,年を取った
679,jung::A,νέος,若い
680,arm::A,φτωχός,貧乏な
681,reich::A,πλούσιος,裕福な
682,bekannt::A,γνωστός,有名な
683,berühmt::A,περίφημος,有名な
684,berühmt::A,ξακουσμένος,有名な
685,fremd::A,ξένος,見知らぬ
686,verschieden::A,διαφορετικός,色々な
687,nah::A,κοντινός,近い
688,fern::A,μακριά,遠い
689,linker::A,αριστερός,左の
690,rechter::A,δεξιός,右の
691,anderer::A,άλλος,別の
692,erster::A,πρώτος,一番目
693,zweiter::A,δεύτερος,二番目
694,dritter::A,τρίτος,三番目
695,letzter::A,τελευταίος,最後の
696,allein::ADV,μόνος,一人で
697,auf einmal::ADV,εφάπαξ,同時に
698,zusammen::ADV,μαζί,一緒に
699,lange::ADV,πολύν καιρό,長い間
700,plötzlich::ADV,έξαφνα,急に
701,sofort::ADV,αμέσως,すぐに
702,später::ADV,αργότερα,後で
703,jetzt::ADV,τώρα,今
704,heute::ADV,σήμερα,今日
705,morgen::ADV,αύριο,明日
706,bald::ADV,σε λίγο,間もなく
707,bald::ADV,εντός ολίγου,間もなく
708,dann::ADV,ύστερα,それから
709,gestern::ADV,χτες,昨日
710,einst::ADV,ποτέ,過去に
711,einst::ADV,άλλοτε,過去に
712,damals::ADV,τότε,あの時
713,danach::ADV,μετά,その後で
714,danach::ADV,ύστερα,その後で
715,vorher::ADV,πριν,以前に
716,vorher::ADV,προηγουμένως,以前に
717,zuerst::ADV,πρώτα,まず
718,zuerst::ADV,πρώτα,最初に
719,einmal::ADV,μία φορά,一回
720,manchmal::ADV,κάποτε,時々
721,oft::ADV,συχνά,よく
722,oft::ADV,πολλές φορές,よく
723,immer::ADV,πάντα,いつも
724,immer::ADV,πάντοτε,いつも
725,niemals::ADV,ποτέ,一度も...ない
726,hier::ADV,εδώ,こちら
727,hierhin::ADV,εδώ,ここへ
728,hierhin::ADV,εδώ,こちらへ
729,von hier::ADV,από δω,ここから
730,dort::ADV,εκεί,そちら
731,dorthin::ADV,προς τα κει,そこへ
732,dorthin::ADV,προς τα κει,そちらへ
733,geradeaus::ADV,κατευθείαν,真っ直ぐに
734,vorwärts::ADV,εμπρός,前へ
735,rückwärts::ADV,πίσω,後ろへ
736,zurück::ADV,πίσω,後ろへ
737,unten::ADV,κάτω,下に
738,hinab::ADV,προς τα κάτω,下へ
739,oben::ADV,πάνω,上に
740,oben::ADV,επάνω,上に
741,hinauf::ADV,προς τα πάνω,上へ
742,überall::ADV,παντού,どこでも
743,nicht::ADV,δεν,ない
744,ein wenig::ADV,λιγάκι,少し
745,ein wenig::ADV,λιγάκι,ちょっと
746,kaum::ADV,μόλις,ほとんど～ない
747,sehr::ADV,πολύ,とても
748,so::ADV,έτσι,こう
749,noch::ADV,ακόμα,まだ
750,nur::ADV,μόνο,～だけ
751,schon::ADV,ήδη,もう
752,schon::ADV,κιόλας,もう
753,wieder::ADV,ξανά,再び
754,vergebens::ADV,μάταια,無駄に
755,vor::PRP,μπροστά σε,前に
