,Concept_ID,ko,es
172,Gans::N,거위,oca
173,Gans::N,거위,ganso
174,Adler::N,수리,águila
175,Ente::N,오리,pato
176,Eule::N,부엉이,lechuza
177,Kranich::N,두루미,grulla
178,Krähe::N,까마귀,corneja
179,Kuckuck::N,뻐꾸기,cuco
180,Schwan::N,배조,cisne
181,Fisch::N,물고기,pez
182,Barsch::N,농어,perca
183,Hecht::N,에속스,lucio
184,Schlange[Tier]::N,뱀,serpiente
185,Wurm::N,벌레,gusano
186,Spinne::N,거미,araña
187,Ameise::N,개미,hormiga
188,Laus::N,이,piojo
189,Mücke::N,모기,mosquito
190,Fliege::N,날기,mosca
191,Schmetterling::N,나비,mariposa
192,Beere::N,장과,baya
193,Apfel::N,사과,manzana
194,Pilz::N,고방이,seta
195,Pilz::N,고방이,hongo
196,Zwiebel::N,양파,cebolla
197,Saat::N,씨,siembra
198,Korn::N,알맹이,grano
199,Heu::N,건초,heno
200,Schale::N,피상,cáscara
201,Falle::N,함정,trampa
202,Schlinge::N,올가미,lazo
203,Schlinge::N,멜빵붕대,lazo
204,Spur::N,발지국,huella
205,Asche::N,재,ceniza
206,Dreck::N,똥,suciedad
207,Dreck::N,오물,suciedad
208,Eisen::N,쇠,hierro
209,Eisen::N,철,hierro
210,Gold::N,항금,oro
211,Silber::N,은,plata
212,Kohle::N,슻,carbón
213,Glas::N,유리,vidrio
214,Glas::N,유리,cristal
215,Lehm::N,찰흙,barro
216,Sand::N,모래,arena
217,Mensch::N,사람,hombre
218,Mensch::N,사람,ser humano
219,Mann::N,남자,hombre
220,Frau::N,여자,mujer
221,Kind::N,아이,niño
222,Junge::N,소녁,chico
223,Junge::N,소녁,muchacho
224,Mädchen::N,소녀,chica
225,Mädchen::N,소녀,muchacha
226,Familie::N,가족,familia
227,Großvater::N,할아버지,abuelo
228,Großmutter::N,할머니,abuela
229,Eltern::N,어버오,padres
230,Vater::N,아버지,padre
231,Mutter::N,어머니,madre
232,Sohn::N,아들,hijo
233,Tochter::N,딸기,hija
234,Bruder::N,형제,hermano
235,Schwester::N,누이,hermana
236,Onkel::N,백부,tío
237,Tante::N,아주머니,tía
238,Ehemann::N,남편,esposo
239,Ehefrau::N,아내,esposa
240,Freude::N,기쁨,placer
241,Freude::N,기쁨,alegría
242,Gelächter::N,웃음,risa
243,Gelächter::N,웃음,carcajada
244,Glück::N,즐거움,felicidad
245,Kummer::N,슬픔,pena
246,Wunsch::N,소망,deseo
247,Geist::N,할기,mente
248,Geist::N,할기,espíritu
249,Gedanke::N,상념,idea
250,Gedanke::N,상념,pensamiento
251,Gedächtnis::N,기억,memoria
252,Verstand::N,분별,razón
253,Verstand::N,분별,entendimiento
254,Verstand::N,지능,razón
255,Verstand::N,지능,entendimiento
256,Sinn::N,센스,sentido
257,Sinn::N,센스,significado
258,Grund::N,까닭,causa
259,Wahrheit::N,참,verdad
260,Wahrheit::N,진실,verdad
261,Gespräch::N,대화,conversación
262,Märchen::N,동화,cuento
263,Erzählung::N,이야기,cuento
264,Erzählung::N,이야기,narración
265,Neuigkeit::N,뉴스,noticia
266,Name::N,이름,nombre
267,Rätsel::N,수수께끼,acertijo
268,Rätsel::N,수수께끼,adivinanza
269,Rede::N,연설,discurso
270,Sprache::N,말,lengua
271,Stimme::N,목소리,voz
272,Wort::N,낱말,palabra
273,Zeichen::N,신호,señal
274,Ruf::N,부름,llamada
275,Lärm::N,소동,ruido
276,Lärm::N,소동,barullo
277,Laut::N,음성,sonido
278,Ton::N,목소리,tono
279,Lied::N,노래,canción
280,Ruhe::N,쉼,calma
281,Ruhe::N,쉼,silencio
282,Leute::N,사람들,gente
283,Volk::N,국중,pueblo
284,Arbeit::N,근로,trabajo
285,Arbeit::N,너무,trabajo
286,Gast::N,손님,huésped
287,Gast::N,손님,invitado
288,Geschenk::N,행하,regalo
289,Spiel::N,무리,juego
290,Gesellschaft::N,교제,compañía
291,Hilfe::N,거들음,ayuda
292,Hilfe::N,거들음,socorro
293,Hilfe::N,보좌,ayuda
294,Hilfe::N,보좌,socorro
295,Freund::N,친구,amigo
296,Kamerad::N,동실자,camarada
297,Kamerad::N,동실자,compañero
298,Angelegenheit::N,용무,asunto
299,Anzahl::N,어떤,cantidad
300,Anzahl::N,수,cantidad
301,Art::N,정류,tipo
302,Art::N,정류,clase
303,Stück::N,일부분,pieza
304,Teil::N,몱,parte
305,Teil::N,구훠,parte
306,Hälfte::N,2분의,mitad
307,Kreis::N,고리,círculo
308,Kreuz::N,열십자,cruz
309,Linie::N,선,línea
310,Strich::N,스침,raya
311,Strich::N,스침,trazo
312,Abstand::N,거리,distancia
313,Entfernung::N,거리,distancia
314,Gegend::N,곳,región
315,Gegend::N,곳,comarca
316,Gegend::N,부금,región
317,Gegend::N,부금,comarca
318,Platz::N,장소,espacio
319,Ort::N,장소,sitio
320,Seite::N,옆면,lado
321,Seite::N,옆면,costado
322,Mitte::N,궁간,medio
323,Mitte::N,궁간,centro
324,Gegenstand::N,항목,objeto
325,Sache::N,뭉에,cosa
326,Rand::N,가,borde
327,Kante::N,귀퉁,borde
328,Ecke::N,구석,esquina
329,Spitze::N,끝,punta
330,Spitze::N,참단,punta
331,Ende::N,말당,cabo
332,Ende::N,말당,extremo
333,Loch::N,빙옷,agujero
334,Loch::N,빙옷,abertura
335,Winkel::N,각도,ángulo
336,Muster::N,본,dibujo
337,Muster::N,견복,dibujo
338,Größe::N,신장,tamaño
339,Länge::N,길이긺,longitud
340,Höhe::N,높이,altura
341,Höhe::N,높이,altitud
342,Gewicht::N,추,peso
343,Menge::N,수양,cantidad
344,Haufen::N,퇴적,montón
345,Reihe::N,열,fila
346,Boot::N,보트,bote
347,Boot::N,보트,barca
348,Ruder::N,노,remo
349,Schlitten::N,썰매,trineo
350,Ski::N,스키,esquí
351,Lagerfeuer::N,캠프의 모닥불,hoguera
352,Last::N,무거운짐,carga
353,Gang::N,걸음,marcha
354,Schritt::N,보조,paso
355,Norden::N,북쪽 ,norte
356,Süden::N,남쪽,sur
357,Westen::N,서쪽,oeste
358,Osten::N,동쪽,este
359,Holz::N,목재,madera
360,Brett::N,마루널,tabla
361,Platte::N,탤,placa
362,Platte::N,탤,plancha
363,Platte::N,금속판,placa
364,Platte::N,금속판,plancha
365,Stütze::N,버팀목,sostén
366,Stütze::N,버팀목,soporte
367,Stange::N,장대,vara
368,Stange::N,장대,percha
369,Stock::N,막대기,palo
370,Stock::N,막대기,bastón
371,Stab::N,작대기,vara
372,Stab::N,작대기,bastón
373,Rohr::N,갈대,tubo
374,Haus::N,집,casa
375,Heim::N,집,hogar
376,Ofen::N,아궁이,estufa
377,Fußboden::N,마루,suelo
378,Tisch::N,탁자,mesa
379,Stuhl::N,의자,silla
380,Wiege::N,발상지,cuna
381,Bett::N,침대,cama
382,Regal::N,서가,estantería
383,Kiste::N,짐궤,caja
384,Fenster::N,눔,ventana
385,Tür::N,문,puerta
386,Tor::N,대문,puerta
387,Zaun::N,담장,valla
388,Zaun::N,담장,cercado
389,Dach::N,지붕,techo
390,Dach::N,지붕,tejado
391,Leiter::N,사닥다리,escalera
392,Besen::N,비,escoba
393,Spaten::N,가래,pala
394,Schaufel::N,삽,pala
395,Schaufel::N,삽,paleta
396,Gabel::N,갈래,tenedor
397,Löffel::N,숟가락,cuchara
398,Messer::N,나이프,cuchillo
399,Nagel::N,발툽,clavo
400,Netz::N,그물,red
401,Haken::N,갈고리,gancho
402,Haken::N,갈고리,corchete
403,Griff::N,움켜쥠,asa
404,Griff::N,움켜쥠,mango
405,Schloss::N,자물쇠,cerradura
406,Bild::N,그림,imagen
407,Figur::N,몸메,figura
408,Puppe::N,인형,muñeca
409,Beutel::N,클,bolsa
410,Bündel::N,자근다발,haz
411,Tasche::N,가방,bolso
412,Eimer::N,동이,cubo
413,Deckel::N,뚜껑,tapa
414,Deckel::N,뚜껑,tapadera
415,Geschirr::N,식시,vajilla
416,Sack::N,조갑,saco
417,Tasse::N,차잔,taza
418,Topf::N,단지,olla
419,Topf::N,단지,marmita
420,Kessel::N,주전자,caldera
421,Essen::N,먹기,comida
422,Nahrung::N,식료,alimento
423,Speise::N,음식물,plato
424,Fleisch::N,고기,carne
425,Getreide::N,곡물,cereales
426,Brei::N,젤리,puré
427,Brei::N,젤리,papilla
428,Brot::N,빵,pan
429,Scheibe::N,원반,lonja
430,Scheibe::N,원반,rebanada
431,Fett::N,기름,grasa
432,Butter::N,버터,mantequilla
433,Öl::N,올리브유,aceite
434,Salz::N,소금,sal
435,Suppe::N,국,sopa
436,Suppe::N,수프,sopa
437,Honig::N,감미,miel
438,Milch::N,유즙,leche
439,Tee::N,차,té
440,Leder::N,가죽,cuero
441,Wolle::N,양털,lana
442,Stoff::N,패료,tela
443,Stoff::N,패료,tejido
444,Nadel::N,바늘,aguja
445,Faden::N,콘실,hilo
446,Knopf::N,단추,botón
447,Knoten::N,곁절,nudo
448,Farbe::N,색,pintura
449,Kleidung::N,옷입기,ropa
450,Kleidung::N,옷입기,vestidos
451,Hemd::N,속옷,camisa
452,Kragen::N,깃,cuello
453,Ärmel::N,소매,manga
454,Hose::N,바지,pantalón
455,Gürtel::N,밴드,cinturón
456,Mütze::N,모자,gorro
457,Schuh::N,구두,zapato
458,Stiefel::N,장화,bota
459,Ring::N,고리,anillo
460,Band::N,리본,cinta
461,Kamm::N,빗,peine
462,Spiegel::N,거울,espejo
463,Riemen::N,가죽끈,correa
464,Schnur::N,밧줄,cuerda
465,Leine::N,고삐줄,correa
466,Decke::N,이부자리,manta
467,Kissen::N,깔개,almohada
468,Tuch::N,천,pañuelo
469,Handtuch::N,수건,toalla
470,Kraft::N,세력,fuerza
471,Stärke::N,힘,fuerza
472,Gesundheit::N,위생,salud
473,Krankheit::N,병,enfermedad
474,Schmerz::N,아픔고통,dolor
475,Wunde::N,상처,llaga
476,Wunde::N,상처,herida
477,Fieber::N,열별,fiebre
478,Arznei::N,약,medicina
479,Arznei::N,약,medicamento
480,Brücke::N,교량,puente
481,Brunnen::N,원천,pozo
482,Weide::N,목장,pasto
483,Pfad::N,좁은길,sendero
484,Weg::N,길,camino
485,Straße::N,길,vía
486,Straße::N,길,carretera
487,Dorf::N,촌,aldea
488,Dorf::N,촌,pueblo
489,Dorf::N,촌락,aldea
490,Dorf::N,촌락,pueblo
491,Stadt::N,도시,ciudad
492,Brief::N,서한,carta
493,Buch::N,책,libro
494,Buchstabe::N,문자,letra
495,Buchstabe::N,문자,carácter
496,Zeitung::N,신문,diario
497,Zeitung::N,신문,periódico
498,Leben::N,삶,vida
499,Tod::N,죽음,muerte
500,Grab::N,무덤,tumba
501,Grab::N,무덤,sepulcro
502,Kirche::N,교회,iglesia
503,Sünde::N,부정,pecado
504,Gott::N,하느님,dios
505,Arbeiter::N,일하는사람,obrero
506,Arbeiter::N,일하는사람,trabajador
507,Chef::N,사장,jefe
508,Meister::N,명인,maestro
509,Meister::N,대가,maestro
510,Arzt::N,의사,médico
511,Lehrer::N,교사,profesor
512,Geld::N,돈,dinero
513,Geschäft::N,일,negocio
514,Laden::N,가게,tienda
515,Preis::N,가격,precio
516,Ware::N,상품,mercancía
517,Nutzen::N,이익,provecho
518,Reichtum::N,많음,riqueza
519,Welt::N,세상,mundo
520,Land::N,지방,país
521,Staat::N,국가,Estado
522,König::N,국왕,rey
523,Macht::N,힘,poder
524,Macht::N,힘,potencia
525,Grenze::N,국경,frontera
526,Krieg::N,전쟁,guerra
527,Feind::N,적,enemigo
528,Gewalt::N,권력,violencia
529,Kampf::N,전투,lucha
530,Kampf::N,전투,combate
531,Bogen[Waffe]::N,활,arco
532,Pfeil::N,화살,flecha
533,Gewehr::N,무기,fusil
534,Gewehr::N,무기,escopeta
535,Fehler::N,오류,error
536,Lüge::N,거짓말,mentira
537,Schaden::N,손상,daño
538,Unglück::N,불행,desgracia
539,Schuld::N,부채,culpa
540,Alter::N,연령,edad
541,Schluss::N,마감,fin
542,Schluss::N,마감,final
543,Zeit::N,때,tiempo
544,Zeit::N,시간,tiempo
545,Tag::N,하루,día
546,Morgen::N,이침,mañana
547,Mittag::N,대낮,mediodía
548,Abend::N,저녁,noche
549,Nacht::N,밤,noche
550,Woche::N,근무일,semana
551,Monat::N,달,mes
552,Jahr::N,해,año
553,Frühling::N,봄,primavera
554,Sommer::N,여름,verano
555,Herbst::N,가을,otoño
556,Winter::N,겨울,invierno
557,Januar::N,일월,enero
558,Februar::N,이월,febrero
559,März::N,삼월,marzo
560,April::N,사월,abril
561,Mai::N,오월,mayo
562,Juni::N,유월,junio
563,Juli::N,칠월,julio
564,August::N,팔월,agosto
565,September::N,구월,septiembre
566,Oktober::N,시월,octubre
567,November::N,십일월,noviembre
568,Dezember::N,십이월,diciembre
569,Montag::N,월요일,lunes
570,Dienstag::N,화요일,martes
571,Mittwoch::N,수요일,miércoles
572,Donnerstag::N,모교일,jueves
573,Freitag::N,그묘일,viernes
574,Samstag::N,토요일,sábado
575,Sonntag::N,일요일,domingo
576,groß::A,큰,grande
577,klein::A,자근,pequeño
578,lang::A,긴,largo
579,kurz::A,짧은,corto
580,breit::A,넓은,ancho
581,schmal::A,좁은,estrecho
582,dicht::A,농밀한,denso
583,dick[Gegenstand]::A,두꺼운,grueso
584,dünn::A,얇은,fino
585,dünn::A,얇은,delgado
586,fein::A,미세한,fino
587,fein::A,미세한,delicado
588,fest::A,굳은,firme
589,fest::A,굳은,sólido
590,flach::A,얕은,plano
591,glatt::A,반들반들한,liso
592,hart::A,굳은,duro
593,weich::A,연한,muelle
594,rund::A,둥근,redondo
595,spitz::A,뾰족한,agudo
596,spitz::A,뾰족한,apuntado
597,scharf::A,날카로운,agudo
598,scharf::A,날카로운,afilado
599,stumpf::A,무딘,sin filo
600,schwer::A,무거운,pesado
601,schön::A,멋진,bello
602,schön::A,멋진,hermoso
603,heiß::A,뜨거운,caluroso
604,warm::A,따뜻한,cálido
605,warm::A,따뜻한,caliente
606,kalt::A,찬,frío
607,kühl::A,서늘한,fresco
608,frisch::A,신선한,fresco
609,feucht::A,축축한,húmedo
610,nass::A,젖은,mojado
611,trocken::A,마른,seco
612,voll::A,완전한,lleno
613,leer::A,빈,vacío
614,offen::A,열린,abierto
615,geschlossen::A,닫힌,cerrado
616,sauber::A,깨끗한,limpio
617,schmutzig::A,더러운,sucio
618,roh::A,날게잇의,crudo
619,reif::A,이근,maduro
620,lecker::A,맛있는,rico
621,lecker::A,맛있는,sabroso
622,süß::A,단,dulce
623,bitter::A,찌르는듯한,amargo
624,sauer::A,산성의,agrio
625,hell::A,밝은,claro
626,dunkel::A,어두운,oscuro
627,schwarz::A,검은,negro
628,weiß::A,하얀,blanco
629,rot::A,붉은,rojo
630,gelb::A,황색,amarillo
631,blau::A,푸른,azul
632,grün::A,녹색의,verde
633,grau::A,회색의,gris
634,bunt::A,알록달록한,multicolor
635,billig::A,싼,barato
636,teuer::A,값비산,caro
637,wertvoll::A,가치가많은,valioso
638,wertvoll::A,가치가많은,precioso
639,blind::A,눈먼,ciego
640,taub::A,무감간한,sordo
641,kräftig::A,강장한,fuerte
642,stark::A,강한,fuerte
643,stark::A,강한,vigoroso
644,schwach::A,약한,débil
645,fett::A,실찐,obeso
646,schlank::A,호리호리한,esbelto
647,hübsch::A,예쁜,mono
648,hübsch::A,예쁜,guapo
649,böse::A,나쁜,malo
650,dumm::A,어리석은,tonto
651,dumm::A,어리석은,estúpido
652,faul::A,너덜너덜한,vago
653,faul::A,너덜너덜한,perezoso
654,fleißig::A,근면한,aplicado
655,fleißig::A,근면한,diligente
656,geizig::A,인색한,avaro
657,geschickt::A,교묘한,hábil
658,lieb::A,친애하는,querido
659,lustig::A,유쾌한,alegre
660,sanft::A,온화한,suave
661,hungrig::A,배고픈,hambriento
662,krank::A,병든,enfermo
663,nackt::A,벌거벗은,desnudo
664,traurig::A,슬픈,triste
665,lebendig::A,살아있는,vivo
666,lebendig::A,살아있는,viviente
667,gut::A,좋은,bueno
668,schlecht::A,나쁜,malo
669,richtig::A,바른,justo
670,richtig::A,바른,correcto
671,schlimm::A,못된,malo
672,schlimm::A,못된,grave
673,wahr::A,참된,verídico
674,wahr::A,참된,verdadero
675,alt::A,늙은,viejo
676,neu::A,새,nuevo
677,ehemalig::A,전의,antiguo
678,alt[Lebewesen]::A,낡은,viejo
679,jung::A,젊은,joven
680,arm::A,가난한,pobre
681,reich::A,풍부한,rico
682,bekannt::A,저명한,conocido
683,berühmt::A,유명한,famoso
684,berühmt::A,유명한,célebre
685,fremd::A,타처이,extraño
686,verschieden::A,따른,diverso
687,verschieden::A,따른,distinto
688,verschieden::A,따른,diferente
689,nah::A,가까운,cercano
690,fern::A,먼,lejano
691,linker::A,왼쭉의,izquierdo
692,rechter::A,오른쪽의,derecho
693,anderer::A,다른,otro
694,erster::A,첫째,primero
695,zweiter::A,둘째,segundo
696,dritter::A,셋째,tercero
697,letzter::A,의후자의,último
698,allein::ADV,훌로,a solo
699,auf einmal::ADV,갑자기,de una vez
700,zusammen::ADV,모아서,juntos
701,lange::ADV,오래,mucho tiempo
702,plötzlich::ADV,둘연한,de repente
703,sofort::ADV,즉시,en seguida
704,später::ADV,보다늦은,más tarde
705,jetzt::ADV,목하,ahora
706,heute::ADV,오늘,hoy
707,morgen::ADV,내일,mañana
708,bald::ADV,곱,pronto
709,bald::ADV,곱,en breve
710,dann::ADV,그경우에,luego
711,dann::ADV,그경우에,entonces
712,gestern::ADV,어제,ayer
713,einst::ADV,옛날에,antaño
714,damals::ADV,그때에,entonces
715,danach::ADV,그 뒤에,después
716,vorher::ADV,미리,antes
717,zuerst::ADV,최초로,primero
718,einmal::ADV,한번,una vez
719,manchmal::ADV,땓대로,a veces
720,oft::ADV,땓대로,a menudo
721,oft::ADV,땓대로,con frecuencia
722,immer::ADV,늘,siempre
723,niemals::ADV,결코...(하지)않다,jamás
724,hier::ADV,여기,aquí
725,hierhin::ADV,여기로,acá
726,dort::ADV,거기,ahí
727,dort::ADV,거기,allí
728,dorthin::ADV,저기예,allí
729,dorthin::ADV,저기예,hacia allí
730,geradeaus::ADV,곧장,todo derecho
731,vorwärts::ADV,앞으로,adelante
732,rückwärts::ADV,뒤로,hacia atrás
733,zurück::ADV,제자리로,atrás
734,unten::ADV,아래에,abajo
735,hinab::ADV,아래쪽으로,hacia abajo
736,oben::ADV,위에,arriba
737,hinauf::ADV,위쪽으로,hacia arriba
738,überall::ADV,도처에,por todas partes
739,nicht::ADV,안,no
740,ein wenig::ADV,적음,un poco
741,kaum::ADV,가의,apenas
742,sehr::ADV,자주,muy
743,sehr::ADV,자주,mucho
744,so::ADV,그와같이,tan
745,noch::ADV,아직,aún
746,noch::ADV,아직,todavía
747,nur::ADV,다만,solamente
748,schon::ADV,이미,ya
749,wieder::ADV,다시,de nuevo
750,vergebens::ADV,헛되이,en vano
751,vor::PRP,앞에,antes de
752,vor::PRP,앞에,delante de
753,hinter::PRP,뒤에,tras
754,hinter::PRP,뒤에,detrás de
755,unter::PRP,잍에,bajo
756,unter::PRP,잍에,debajo de
757,durch::PRP,통고하여,por
758,durch::PRP,통고하여,a través de
759,neben::PRP,와나란히,al lado de
760,zwischen::PRP,의사이로,entre
761,wegen::PRP,때문에,por
762,wegen::PRP,때문에,a causa de
763,dies::PRN,이,esto
764,das::PRN,저,eso
765,das::PRN,저,esto
766,alles::PRN,모든것,todo
767,ich::PRN,나,yo
768,du::PRN,너,tú
769,er::PRN,그,él
770,wir::PRN,우리,nosotros
771,ihr::PRN,너희들,vosotros
772,sie::PRN,그들,ellos
773,was::FPRN,뭣,qué
774,wer::FPRN,누구,quién
775,wo::FADV,어디,dónde
776,wohin::FADV,어디로,adónde
777,wohin::FADV,어디로,hacia dónde
778,wie::FADV,어떻게,cómo
779,warum::FADV,왜,por qué
780,wieviel::FNUM,얼마만큰,cuánto
781,eins::NUM,하나,uno
782,zwei::NUM,둘,dos
783,drei::NUM,셋,tres
784,vier::NUM,넷,cuatro
785,fünf::NUM,다섯,cinco
786,sechs::NUM,여섯,seis
787,sieben::NUM,일곱,siete
788,acht::NUM,여덟,ocho
789,neun::NUM,아홉,nueve
790,zehn::NUM,열,diez
791,elf::NUM,열하나,once
792,zwölf::NUM,열둘,doce
793,zwanzig::NUM,스물,veinte
794,dreißig::NUM,서름,treinta
795,vierzig::NUM,마흔,cuarenta
796,fünfzig::NUM,숸,cincuenta
797,sechzig::NUM,에순,sesenta
798,siebzig::NUM,일흔,setenta
799,achtzig::NUM,여든,ochenta
800,neunzig::NUM,아흔,noventa
801,hundert::NUM,백,cien
802,hundert::NUM,백,ciento
803,tausend::NUM,천,mil
804,und::CNJ,와,y
805,oder::CNJ,아니면,o
806,stehen::V,서다,estar de pie
807,sitzen::V,앉다,estar sentado
808,liegen::V,눕다,yacer
809,liegen::V,눕다,estar acostado
810,hängen::V,달다,pender
811,werden::V,되다,hacerse
812,passieren::V,지장옶다,suceder
813,beginnen::V,시작되다,iniciarse
814,beginnen::V,시작되다,principiar
815,enden::V,큳내다,acabar
816,enden::V,큳내다,terminar
817,wechseln::V,병경하다,variar
818,wechseln::V,병경하다,alternar
819,aufgehen[Sonne]::V,뜨다,salir
820,untergehen[Sonne]::V,지다,ponerse
821,untergehen[Sonne]::V,지다,descender
822,scheinen[Sonne]::V,빛나다,brillar
823,donnern::V,천둥치다,tronar
824,wehen::V,풀다,soplar
825,strömen::V,흐르다,afluir
826,fließen::V,흐르다,fluir
827,fließen::V,흐르다,correr
828,sich drehen::V,돌다,girar
829,schwanken::V,동요하다,vacilar
830,schwingen::V,흔들다,oscilar
831,fallen::V,떨어지다,caer
832,brennen::V,타다,arder
833,brennen::V,타다,quemar
834,rauchen::V,김이나다,humear
835,rauchen::V,김이나다,echar humo
836,regnen::V,비가오다,llover
837,gefrieren::V,얼다,helarse
838,tauen::V,녹다,deshelarse
839,schmelzen::V,녹다,fundirse
840,schmelzen::V,녹다,derretirse
841,trocknen::V,홈치다,secarse
842,sieden::V,끓다,hervir
843,faulen::V,부패하다,pudrirse
844,verfaulen::V,썩다,pudrirse
845,reißen::V,지바찢다,romperse
846,versinken::V,가라앉다,hundirse
