,Concept_ID,hy,pt
143,Rinde::N,կեղեւ,casca
144,Rinde::N,հաչոց,casca
145,Ast::N,ճյուղ,ramo
146,Zweig::N,ճյուղ,galho
147,Blatt::N,տերեւ,folha
148,Birke::N,ցարասի,bétula
149,Kiefer[Baum]::N,սոճի,pinheiro
150,Weide[Baum]::N,ուռենի,salgueiro
151,Tanne::N,եղեւին,abeto
152,Feder::N,փետուր,pena
153,Fell::N,մորթի,pele
154,Flügel::N,թեւ,asa
155,Klaue::N,չանչ,pata
156,Kralle::N,ճանկ,unha
157,Kralle::N,ճանկ,garra
158,Schwanz::N,պոչ,rabo
159,Schwanz::N,պոչ,cauda
160,Ei::N,ձու,ovo
161,Nest::N,բույն,ninho
162,Bau::N,որջ,toca
163,Bau::N,որջ,covil
164,Bau::N,բայոց,toca
165,Bau::N,բայոց,covil
166,Tier::N,կենդանի,animal
167,Herde::N,հոտ,rebanho
168,Kuh::N,կով,vaca
169,Bulle::N,ցուլ,touro
170,Pferd::N,ձի,cavalo
171,Schaf::N,ոչխար,ovelha
172,Schwein::N,խոզ,porco
173,Hund::N,շուն,cão
174,Katze::N,կատու,gata
175,Bär::N,արջ,urso
176,Eichhörnchen::N,սկյուռ,esquilo
177,Elch::N,հիւսիսային եղջերու,alce
178,Fuchs::N,աղվես,raposa
179,Hase::N,նապաստակ,lebre
180,Maus::N,մուկ,rato
181,Wolf::N,գայլ,lobo
182,Vogel::N,թռչուն,ave
183,Vogel::N,թռչուն,pássaro
184,Schwarm::N,երամ,bando
185,Schwarm::N,երամ,enxame
186,Huhn::N,հավ,galinha
187,Hahn::N,աքաղաղ,galo
188,Gans::N,սագ,ganso
189,Adler::N,արծիվ,águia
190,Ente::N,բադ,pata
191,Eule::N,բու,mocho
192,Eule::N,բու,coruja
193,Kranich::N,կռունկ,grou
194,Krähe::N,ագռավ,gralha
195,Kuckuck::N,կուկու,cuco
196,Schwan::N,կարապ,cisne
197,Fisch::N,ձուկ,peixe
198,Barsch::N,պերկես,perca
199,Hecht::N,գայլաձուկ,lúcio
200,Schlange[Tier]::N,օձ,serpente
201,Wurm::N,որդ,verme
202,Wurm::N,ճիճու,verme
203,Spinne::N,սարդ,aranha
204,Ameise::N,միջյուն,formiga
205,Laus::N,ոջիլ,piolho
206,Mücke::N,մժղուկ,mosquito
207,Fliege::N,ճանճ,mosca
208,Schmetterling::N,թիթեռ,borboleta
209,Beere::N,հատապտուղ,bago
210,Apfel::N,խնձոր,maçã
211,Pilz::N,սունկ,fungo
212,Pilz::N,սունկ,cogumelo
213,Zwiebel::N,սոխ,cebola
214,Saat::N,սերմ,sementeira
215,Korn::N,հատիկ,grão
216,Heu::N,խոտ,feno
217,Schale::N,կեղեւ,casca
218,Grube::N,փոս,cova
219,Grube::N,փոս,fossa
220,Falle::N,ծուղակ,armadilha
221,Schlinge::N,խեղդան,laço
222,Spur::N,հետք,pista
223,Spur::N,հետք,vestígio
224,Asche::N,մոխիր,cinza
225,Dreck::N,աղտ,sujidade
226,Eisen::N,երկաթ,ferro
227,Gold::N,ոսկի,ouro
228,Silber::N,արծաթ,prata
229,Kohle::N,քարածուխ,carvão
230,Glas::N,ապակի,vidro
231,Lehm::N,կավ,barro
232,Lehm::N,կավ,argila
233,Sand::N,ավազ,areia
234,Mensch::N,մարդ,homem
235,Mensch::N,մարդ,pessoa
236,Mann::N,մարդ,homem
237,Mann::N,տղամարդ,homem
238,Frau::N,կին,mulher
239,Kind::N,զավակ,filho
240,Kind::N,զավակ,criança
241,Junge::N,տղա,rapaz
242,Junge::N,տղա,menino
243,Mädchen::N,աղջիկ,menina
244,Mädchen::N,աղջիկ,rapariga
245,Familie::N,ընտանիք,família
246,Großvater::N,պապ,avô
247,Großmutter::N,տատ,avó
248,Eltern::N,ծնողներ,pais
249,Vater::N,հայր,pai
250,Mutter::N,մայր,mãe
251,Sohn::N,որդի,filho
252,Tochter::N,աղջիկ,filha
253,Tochter::N,դուստր,filha
254,Bruder::N,եղբայր,irmão
255,Schwester::N,քույր,irmã
256,Onkel::N,քեռի,tio
257,Onkel::N,հորեղբայր,tio
258,Tante::N,մորաքույր,tia
259,Ehemann::N,մարդ,esposo
260,Ehemann::N,ամուսին,esposo
261,Ehefrau::N,կին ամուսին,esposa
262,Freude::N,ուրախություն,prazer
263,Freude::N,ուրախություն,alegria
264,Gelächter::N,ծիծաղ,risada
265,Gelächter::N,ծիծաղ,gargalhada
266,Glück::N,երջանկություն,felicidade
267,Kummer::N,վիշտ,aflição
268,Kummer::N,վիշտ,desgosto
269,Wunsch::N,ցանկություն,desejo
270,Lust::N,փափագ,vontade
271,Lust::N,իղձ,vontade
272,Geist::N,ոգի,mente
273,Geist::N,ոգի,espírito
274,Gedanke::N,միտք,ideia
275,Gedanke::N,միտք,pensamento
276,Gedächtnis::N,հիշողություն,memória
277,Verstand::N,խելք,razão
278,Verstand::N,խելք,inteligência
279,Sinn::N,իմաստ,sentido
280,Sinn::N,իմաստ,significado
281,Grund::N,պատճառ,causa
282,Grund::N,պատճառ,motivo
283,Wahrheit::N,ճշմարտություն,verdade
284,Gespräch::N,զրույց,conversa
285,Gespräch::N,զրույց,conversação
286,Märchen::N,պայիկի պատմություն,conto
287,Erzählung::N,պատմվածք,conto
288,Erzählung::N,պատմվածք,narrativa
289,Erzählung::N,պատմություն,conto
290,Erzählung::N,պատմություն,narrativa
291,Nachricht::N,հաղորդագրություն,mensagem
292,Neuigkeit::N,լուր,notícia
293,Neuigkeit::N,լուր,novidade
294,Neuigkeit::N,նորություն,notícia
295,Neuigkeit::N,նորություն,novidade
296,Name::N,անուն,nome
297,Rätsel::N,բարդ խնդիր,adivinha
298,Rede::N,ճառ,oração
299,Rede::N,ճառ,discurso
300,Rede::N,ելույթ,oração
301,Rede::N,ելույթ,discurso
302,Sprache::N,լեզու,língua
303,Stimme::N,ձայն,voz
304,Wort::N,բառ,palavra
305,Zeichen::N,նշան,marca
306,Ruf::N,կոչ,grito
307,Ruf::N,կոչ,chamada
308,Ruf::N,կանչ,grito
309,Ruf::N,կանչ,chamada
310,Lärm::N,աղմուկ,ruído
311,Lärm::N,աղմուկ,barulho
312,Laut::N,հնչյուն,som
313,Laut::N,ձայն,som
314,Ton::N,տոն,tom
315,Lied::N,երգ,canção
316,Ruhe::N,անդորրություն,calma
317,Ruhe::N,անդորրություն,silêncio
318,Leute::N,մարդիկ,gente
319,Leute::N,մարդիկ,pessoas
320,Volk::N,ազգ,povo
321,Volk::N,ազգ,nação
322,Arbeit::N,գործ,trabalho
323,Arbeit::N,աշխատանք,trabalho
324,Gast::N,հյուր,hóspede
325,Gast::N,հյուր,convidado
326,Geschenk::N,նվեր,prenda
327,Geschenk::N,նվեր,presente
328,Spiel::N,խաղ,jogo
329,Gesellschaft::N,ընկերություն,companhia
330,Hilfe::N,օգնությթուն,ajuda
331,Hilfe::N,օգնությթուն,socorro
332,Freund::N,ընկեր,amigo
333,Freund::N,բարեկամ,amigo
334,Kamerad::N,ուղեկից,camarada
335,Angelegenheit::N,բան,assunto
336,Angelegenheit::N,գործ,assunto
337,Anzahl::N,քանակ,número
338,Anzahl::N,քանակ,quantidade
339,Anzahl::N,գումար,número
340,Anzahl::N,գումար,quantidade
341,Art::N,տեսակ,tipo
342,Art::N,տեսակ,espécie
343,Stück::N,կտոր,pedaço
344,Teil::N,մաս,peça
345,Teil::N,մաս,parte
346,Hälfte::N,կես,metade
347,Kreis::N,շիջանակ,círculo
348,Kreuz::N,խաչ,cruz
349,Linie::N,գիծ,linha
350,Strich::N,գիծ,traço
351,Abstand::N,անջրպետ,distância
352,Entfernung::N,հեռավորություն,distância
353,Gegend::N,շրջան,área
354,Gegend::N,շրջան,região
355,Platz::N,տարածություն,lugar
356,Ort::N,տեղ,sítio
357,Ort::N,վայր,sítio
358,Seite::N,կողմ,lado
359,Mitte::N,մեջտեղ,meio
360,Gegenstand::N,առարկա,objecto
361,Sache::N,բան,coisa
362,Rand::N,վերջք,bordo
363,Rand::N,վերջք,margem
364,Kante::N,եզր,borda
365,Kante::N,եզր,aresta
366,Ecke::N,անկյուն,esquina
367,Spitze::N,ծայր,ponta
368,Ende::N,ծայր,cabo
369,Ende::N,ծայր,extremo
370,Loch::N,անցք,furo
371,Loch::N,անցք,buraco
372,Winkel::N,անկյուն,canto
373,Winkel::N,անկյուն,ângulo
374,Muster::N,օրինակ,padrão
375,Muster::N,օրինակ,desenho
376,Größe::N,մեծություն,tamanho
377,Länge::N,երկարություն,comprimento
378,Höhe::N,բարձրություն,altura
379,Höhe::N,բարձրություն,altitude
380,Gewicht::N,կշիռ,peso
381,Menge::N,քանակ,quantidade
382,Haufen::N,դեզ,pilha
383,Haufen::N,կույտ,pilha
384,Reihe::N,շարք,fila
385,Reihe::N,կարգ,fila
386,Boot::N,նավակ,barco
387,Ruder::N,թի,remo
388,Ruder::N,թիակ,remo
389,Schlitten::N,բալխիր,trenó
390,Ski::N,դահուկ,esqui
391,Lagerfeuer::N,բացօդեայ կրակ,fogueira
392,Last::N,բեռ,carga
393,Gang::N,զբոսանք,curso
394,Gang::N,զբոսանք,caminhada
395,Schritt::N,քայլ,passo
396,Norden::N,հյուսիս,norte
397,Süden::N,հարավ,sul
398,Westen::N,արեւմուտք,oeste
399,Westen::N,արեւմուտք,ocidente
400,Osten::N,արեւելք,este
401,Osten::N,արեւելք,leste
402,Osten::N,արեւելք,oriente
403,Holz::N,փայտ,madeira
404,Brett::N,տախտակ,tábua
405,Brett::N,տախտակ,prancha
406,Platte::N,թիթեղ,laje
407,Platte::N,թիթեղ,chapa
408,Stütze::N,նեցուկ,apoio
409,Stütze::N,նեցուկ,suporte
410,Stange::N,ձող,vara
411,Stange::N,ձող,barra
412,Stock::N,փայտ,pau
413,Stock::N,փայտ,bengala
414,Stab::N,ցուպ,bastão
415,Stab::N,գավազան,bastão
416,Rohr::N,խողովակ,cano
417,Haus::N,տուն,casa
418,Heim::N,տուն,lar
419,Heim::N,տուն,casa
420,Ofen::N,վառարան,estufa
421,Ofen::N,վառարան,aquecedor
422,Fußboden::N,հատակ,piso
423,Tisch::N,սեղան,mesa
424,Stuhl::N,աթոռ,cadeira
425,Wiege::N,օրորոց,berço
426,Bett::N,անկողին,cama
427,Regal::N,դարակ,estante
428,Regal::N,դարակ,prateleira
429,Kiste::N,տուփ,caixa
430,Fenster::N,պատուհան,janela
431,Tür::N,դուռ,porta
432,Tor::N,դարպաս,portão
433,Zaun::N,ցանկապատ,cerca
434,Zaun::N,ցանկապատ,vedação
435,Dach::N,տանիք,telhado
436,Dach::N,կտուր,telhado
437,Leiter::N,սանդուղք,escada
438,Leiter::N,սանդուղք,escada móvel
439,Besen::N,ավել,vassoura
440,Spaten::N,բահ,pá
441,Schaufel::N,թի,pá
442,Gabel::N,պատառաքաղ,garfo
443,Löffel::N,գդալ,colher
444,Messer::N,դանակ,faca
445,Nagel::N,մեխ,cravo
446,Netz::N,ցանց,rede
447,Haken::N,կարթ,gancho
448,Griff::N,կոթ,asa
449,Griff::N,կոթ,cabo
450,Griff::N,բռնակ,asa
451,Griff::N,բռնակ,cabo
452,Schloss::N,կողպեք,fechadura
453,Bild::N,նկար,imagem
454,Bild::N,պատկեր,imagem
455,Figur::N,քանդակ,figura
456,Figur::N,պատկեր,figura
457,Puppe::N,տիկնիկ,boneca
458,Beutel::N,տոպրակ,saco
459,Beutel::N,տոպրակ,bolsa
460,Bündel::N,կապոց,fardo
461,Tasche::N,պայուսակ,saco
462,Tasche::N,պայուսակ,bolso
463,Eimer::N,դույլ,balde
464,Deckel::N,կափարիչ,tampa
465,Geschirr::N,ամանեղեն,louça
466,Sack::N,պարկ,saca
467,Sack::N,տոպրակ,saca
468,Tasse::N,թաս,chávena
469,Tasse::N,գավաթ,chávena
470,Topf::N,անոթ,tacho
471,Topf::N,անոթ,panela
472,Kessel::N,կաթսա,caldeira
473,Essen::N,կերակուր,refeição
474,Nahrung::N,ուտելիք,comida
475,Nahrung::N,ուտելիք,alimento
476,Speise::N,խորտիկ,prato
477,Speise::N,կերակուր,prato
478,Fleisch::N,միս,carne
479,Getreide::N,հացահատիկ,cereais
480,Brei::N,լանդակ,puré
481,Brot::N,հաց,pão
482,Scheibe::N,կտոր,fatia
483,Scheibe::N,պատառ,fatia
484,Fett::N,ճարպ,banha
485,Fett::N,ճարպ,gordura
486,Butter::N,կարագ,manteiga
487,Öl::N,ձեթ,azeite
488,Salz::N,աղ,sal
489,Suppe::N,սուպ,sopa
490,Suppe::N,սուպ,caldo
491,Suppe::N,ապուր,sopa
492,Suppe::N,ապուր,caldo
493,Honig::N,մեղր,mel
494,Milch::N,կաթ,leite
495,Tee::N,թեյ,chá
496,Leder::N,կաշի,couro
497,Wolle::N,բուրդ,lã
498,Stoff::N,գործվածք,pano
499,Stoff::N,գործվածք,tecido
500,Nadel::N,ասեղ,agulha
501,Faden::N,թել,fio
502,Knopf::N,կոճակ,botão
503,Knoten::N,հանգույց,nó
504,Farbe::N,ներկ,corante
505,Kleidung::N,հագուստ,roupa
506,Kleidung::N,հագուստ,vestuário
507,Hemd::N,վերնաշապիկ,camisa
508,Kragen::N,օձիք,gola
509,Ärmel::N,թեւք,manga
510,Hose::N,շալվար,calça
511,Gürtel::N,գոտի,cinto
512,Mütze::N,կեպի,boné
513,Mütze::N,կեպի,barrete
514,Schuh::N,կոշիկ,sapato
515,Stiefel::N,երկարաճիթ կոշիկ,bota
516,Ring::N,զնգալ,anel
517,Band::N,ժապավեն,fita
518,Band::N,ժապավեն,faixa
519,Kamm::N,սանր,pente
520,Spiegel::N,հայելի,espelho
521,Riemen::N,փոկ,correia
522,Schnur::N,լար,corda
523,Schnur::N,լար,cordel
524,Leine::N,փոկ,trela
525,Decke::N,վերմակ,cobertor
526,Kissen::N,բարձ,almofada
527,Tuch::N,թաշկինակ,pano
528,Handtuch::N,սրբիչ,toalha
529,Kraft::N,ուժ,força
530,Stärke::N,պնդություն,força
531,Stärke::N,ամրություն,força
532,Gesundheit::N,առողջություն,saúde
533,Krankheit::N,ախտ,doença
534,Krankheit::N,ախտ,enfermidade
535,Krankheit::N,հիվանդություն,doença
536,Krankheit::N,հիվանդություն,enfermidade
537,Schmerz::N,ցավ,dor
538,Schmerz::N,տանջանք,dor
539,Wunde::N,վերք,chaga
540,Wunde::N,վերք,ferida
541,Fieber::N,տենդ,febre
542,Arznei::N,դեղ,remédio
543,Brücke::N,կամուրջ,ponte
544,Brunnen::N,հոր,poço
545,Brunnen::N,ջրհոր,poço
546,Weide::N,արոտավայր,pastagem
547,Pfad::N,արահետ,senda
548,Pfad::N,արահետ,trilho
549,Weg::N,ուղի,caminho
550,Straße::N,ճանապարհ,via
551,Straße::N,ճանապարհ,estrada
552,Dorf::N,գյուղ,aldeia
553,Stadt::N,քաղաք,cidade
554,Brief::N,նամակ,carta
555,Buch::N,գիրք,livro
556,Buchstabe::N,տառ,letra
557,Buchstabe::N,գիր,letra
558,Zeitung::N,լրագիր,jornal
559,Leben::N,կյանք,vida
560,Tod::N,մահ,morte
561,Grab::N,գերեզման,túmulo
562,Grab::N,գերեզման,sepultura
563,Kirche::N,եկեղեցի,igreja
564,Sünde::N,մեղք,pecado
565,Gott::N,աստված,deus
566,Arbeiter::N,բանվոր,operário
567,Arbeiter::N,բանվոր,trabalhador
568,Arbeiter::N,աշխատող,operário
569,Arbeiter::N,աշխատող,trabalhador
570,Chef::N,տեր,chefe
571,Chef::N,տեր,patrão
572,Meister::N,վարպետ,mestre
573,Arzt::N,բժիշկ,médico
574,Lehrer::N,ուսուցիչ,professor
575,Geld::N,փող,dinheiro
576,Geschäft::N,գործ,negócio
577,Geschäft::N,աշխատանք,negócio
578,Laden::N,կրպակ,loja
579,Laden::N,խանութ,loja
580,Preis::N,գին,preço
581,Ware::N,ապրանք,mercadoria
582,Nutzen::N,օգուտ,proveito
583,Reichtum::N,հարստություն,riqueza
584,Welt::N,աշխարհ,mundo
585,Land::N,երկիր,país
586,Staat::N,պետություն,Estado
587,König::N,արքա,rei
588,König::N,թագավոր,rei
589,Macht::N,իշխանություն,poder
590,Macht::N,իշխանություն,potência
591,Grenze::N,սահման,fronteira
592,Krieg::N,պատերազմ,guerra
593,Feind::N,թշնամի,inimigo
594,Gewalt::N,բռնություն,violência
595,Gewalt::N,սաստկություն,violência
596,Kampf::N,մարտ,luta
597,Kampf::N,մարտ,combate
598,Bogen[Waffe]::N,աղեղ,arco
599,Pfeil::N,նետ,seta
600,Pfeil::N,նետ,flecha
601,Gewehr::N,հրացան,espingarda
602,Fehler::N,սխալ,erro
603,Fehler::N,սխալ,falha
604,Lüge::N,սուտ,mentira
605,Schaden::N,վնաս,dano
606,Schaden::N,վնաս,estrago
607,Unglück::N,դժբախտություն,desgraça
608,Schuld::N,պակասություն,culpa
609,Alter::N,հասակ,idade
610,Schluss::N,վերջ,fim
611,Schluss::N,վախճան,fim
612,Zeit::N,ժամանակ,tempo
613,Tag::N,օր,dia
614,Morgen::N,առավոտ,manhã
615,Mittag::N,կեսօր,meio-dia
616,Abend::N,երեկո,noite
617,Abend::N,երեկո,tardinha
618,Nacht::N,գիշեր,noite
619,Woche::N,շաբաթ,semana
620,Monat::N,ամիս,mês
621,Jahr::N,տարի,ano
622,Frühling::N,գարուն,primavera
623,Sommer::N,ամառ,verão
624,Herbst::N,աշուն,outono
625,Winter::N,ձմեռ,inverno
626,Januar::N,հունվար,Janeiro
627,Februar::N,փետրվար,Fevereiro
628,März::N,մարտ,Março
629,April::N,ապրիլ,Abril
630,Mai::N,մայիս,Maio
631,Juni::N,հունիս,Junho
632,Juli::N,հուլիս,Julho
633,August::N,օգոստոս,Agosto
634,September::N,սեպտեմբեր,Setembro
635,Oktober::N,հոկտեմբեր,Outubro
636,November::N,նոյեմբեր,Novembro
637,Dezember::N,դեկտեմբեր,Dezembro
638,Montag::N,երկուշաբթի,segunda-feira
639,Dienstag::N,երեքշաբթի,terça-feira
640,Mittwoch::N,չորեքշաբթի,quarta-feira
641,Donnerstag::N,հինգշաբթի,quinta-feira
642,Freitag::N,ուրբաթ,sexta-feira
643,Samstag::N,շաբաթ,sábado
644,Sonntag::N,կիրակի,domingo
645,groß::A,մեծ,grande
646,groß::A,խոշոր,grande
647,klein::A,պստիկ,pequeno
648,klein::A,փոքրիկ,pequeno
649,lang::A,երկար,comprido
650,kurz::A,կարճ,curto
651,breit::A,լայն,largo
652,schmal::A,նեղ,estreito
653,dicht::A,խիտ,denso
654,dick[Gegenstand]::A,հաստ,grosso
655,dünn::A,բարակ,delgado
656,fein::A,նուրբ,fino
657,fein::A,նուրբ,subtil
658,fest::A,ամուր,firme
659,fest::A,ամուր,sólido
660,fest::A,պինդ,firme
661,fest::A,պինդ,sólido
662,flach::A,տափակ,plano
663,glatt::A,հարթ,liso
664,hart::A,կարծր,duro
665,weich::A,մեղմ,mole
666,weich::A,փափուկ,mole
667,rund::A,կլոր,redondo
668,spitz::A,սրածայր,agudo
669,scharf::A,սուր,afiado
670,stumpf::A,գուլ,rombo
671,schwer::A,ծանր,pesado
672,schön::A,սիրուն,belo
673,schön::A,սիրուն,bonito
674,schön::A,գեղեցիկ,belo
675,schön::A,գեղեցիկ,bonito
676,heiß::A,թեժ,quente
677,warm::A,տաք,quente
678,warm::A,ջերմ,quente
679,kalt::A,ցուրտ,frio
680,kühl::A,զով,fresco
681,frisch::A,թարմ,fresco
682,feucht::A,ղոնավ,húmido
683,nass::A,թաց,molhado
684,trocken::A,ցամաք,seco
685,voll::A,լի,cheio
686,voll::A,լիքը,cheio
687,leer::A,դատարկ,vazio
688,offen::A,բաց,aberto
689,geschlossen::A,գոց,fechado
690,sauber::A,մաքուր,limpo
691,schmutzig::A,կեղտոտ,sujo
692,roh::A,հում,cru
693,reif::A,հասած,maduro
694,reif::A,հասուն,maduro
695,lecker::A,համեղ,delicioso
696,süß::A,անուշ,doce
697,bitter::A,կծու,amargo
698,sauer::A,թթու,azedo
699,sauer::A,թթված,azedo
700,hell::A,պայծառ,claro
701,hell::A,խելամիտ,claro
702,dunkel::A,մութ,escuro
703,dunkel::A,մութ,sombrio
704,schwarz::A,սեւ,preto
705,weiß::A,սպիտակ,branco
706,rot::A,կարմիր,vermelho
707,gelb::A,դեղին,amarelo
708,blau::A,կապույտ,azul
709,grün::A,կանաչ,verde
710,grau::A,գորշ,cinzento
711,bunt::A,գոյնզգոյն,colorido
712,billig::A,էժան,barato
713,teuer::A,թանկ,caro
714,wertvoll::A,թանկարժեք,valioso
715,wertvoll::A,թանկարժեք,precioso
716,blind::A,կույր,cego
717,taub::A,խուլ,surdo
718,kräftig::A,հզոր,forte
719,kräftig::A,հզոր,poderoso
720,stark::A,ուժեղ,forte
721,stark::A,ուժեղ,robusto
722,schwach::A,տկար,débil
723,schwach::A,թույլ,débil
724,fett::A,գեր,gordo
725,schlank::A,նիհար,esbelto
726,hübsch::A,գրավիչ,giro
727,hübsch::A,գրավիչ,bonito
728,hübsch::A,սիրունիկ,giro
729,hübsch::A,սիրունիկ,bonito
730,böse::A,չար,mau
731,dumm::A,հիմար,parvo
732,dumm::A,հիմար,estúpido
733,faul::A,ծույլ,preguiçoso
734,fleißig::A,ջանասեր,aplicado
735,fleißig::A,ջանասեր,diligente
736,fleißig::A,փութաջան,aplicado
737,fleißig::A,փութաջան,diligente
738,geizig::A,ագահ,avarento
739,geizig::A,կծծի,avarento
740,klug::A,խելոք,prudente
741,klug::A,խելոք,inteligente
742,klug::A,ընդունակ,prudente
743,klug::A,ընդունակ,inteligente
744,geschickt::A,ճարտար,hábil
745,lieb::A,սիրելի,caro
746,lieb::A,սիրելի,querido
747,lustig::A,զվարթ,alegre
748,sanft::A,հեզ,suave
749,sanft::A,հեզ,brando
750,hungrig::A,քաղցած,faminto
751,krank::A,հիվանդ,doente
752,krank::A,հիվանդ,enfermo
753,nackt::A,մերկ,nu
754,nackt::A,մերկ,despido
755,traurig::A,տխուր,triste
756,lebendig::A,կենդանի,vivo
757,gut::A,լավ,bom
758,schlecht::A,վատ,mau
759,schlecht::A,վատ,ruim
760,richtig::A,ձիշտ,justo
761,richtig::A,ձիշտ,correcto
762,schlimm::A,լղրճուկ,mau
763,schlimm::A,լղրճուկ,grave
764,wahr::A,ճիշտ,verdadeiro
765,wahr::A,իրական,verdadeiro
766,alt::A,հին,velho
767,alt::A,հին,antigo
768,neu::A,նոր,novo
769,ehemalig::A,նախկին,antigo
770,alt[Lebewesen]::A,ծեր,velho
771,alt[Lebewesen]::A,պառավ,velho
772,jung::A,մատաղ,jovem
773,arm::A,աղքատ,pobre
