,Concept_ID,ar,nl
288,Volk::N,شعب,volk
289,Arbeit::N,عمل,werk
290,Arbeit::N,عمل,arbeid
291,Gast::N,ضيف,gast
292,Geschenk::N,هدية,cadeau
293,Geschenk::N,هدية,geschenk
294,Spiel::N,لعب,spel
295,Gesellschaft::N,صحبة,gezelschap
296,Hilfe::N,عون,hulp
297,Hilfe::N,مساعدة,hulp
298,Freund::N,صديق,vriend
299,Kamerad::N,زميل,maat
300,Kamerad::N,زميل,metgezel
301,Angelegenheit::N,أمر,zaak
302,Angelegenheit::N,أمر,aangelegenheid
303,Angelegenheit::N,شأن,zaak
304,Angelegenheit::N,شأن,aangelegenheid
305,Anzahl::N,عدد,tal
306,Anzahl::N,عدد,aantal
307,Art::N,نوع,slag
308,Art::N,نوع,soort
309,Stück::N,قطعة,stuk
310,Teil::N,قسم,deel
311,Hälfte::N,نصف,helft
312,Kreis::N,دائرة,kring
313,Kreis::N,دائرة,cirkel
314,Kreuz::N,صليب,kruis
315,Linie::N,خط,lijn
316,Strich::N,شرطة,haal
317,Strich::N,شرطة,streep
318,Abstand::N,مسافة,afstand
319,Entfernung::N,بعد,afstand
320,Gegend::N,ناحية,streek
321,Platz::N,فراغ,ruimte
322,Ort::N,مكان,oord
323,Ort::N,مكان,plaats
324,Seite::N,جانب,zij
325,Seite::N,جانب,kant
326,Seite::N,جانب,zijde
327,Mitte::N,وسط,midden
328,Gegenstand::N,موضوع,voorwerp
329,Sache::N,شيء,zaak
330,Rand::N,حافة,rand
331,Rand::N,حافة,boord
332,Kante::N,حافة,kant
333,Ecke::N,ركن,hoek
334,Spitze::N,سن,punt
335,Spitze::N,سن,spits
336,Ende::N,طرف,einde
337,Ende::N,طرف,uiteinde
338,Loch::N,ثقب,gat
339,Winkel::N,زاوية,hoek
340,Muster::N,عينة,dessin
341,Muster::N,عينة,patroon
342,Größe::N,حجم,grootte
343,Länge::N,طول,lengte
344,Höhe::N,علو,hoogte
345,Höhe::N,ارتفاع,hoogte
346,Gewicht::N,وزن,gewicht
347,Menge::N,كمية,hoeveelheid
348,Haufen::N,كوم,hoop
349,Reihe::N,صف,rij
350,Reihe::N,صف,reeks
351,Boot::N,قارب,boot
352,Boot::N,زورق,boot
353,Ruder::N,مجذاف,roeiriem
354,Schlitten::N,مزلقة,slee
355,Schlitten::N,مزلقة,slede
356,Ski::N,زلاجة,ski
357,Lagerfeuer::N,نار المخيم,kampvuur
358,Last::N,حمل,last
359,Last::N,حمل,vracht
360,Gang::N,مشية,wandeling
361,Schritt::N,خطوة,stap
362,Schritt::N,خطوة,schrede
363,Norden::N,شمال,noorden
364,Süden::N,جنوب,zuiden
365,Westen::N,غرب,westen
366,Osten::N,شرق,oosten
367,Holz::N,خشب,hout
368,Brett::N,لوح,plank
369,Platte::N,صفيحة,plaat
370,Stütze::N,سند,stut
371,Stütze::N,سند,steun
372,Stütze::N,دعامة,stut
373,Stütze::N,دعامة,steun
374,Stange::N,عود,stang
375,Stock::N,عصا,stok
376,Stab::N,قضيب,staf
377,Rohr::N,أنبوبة,pijp
378,Haus::N,دار,huis
379,Haus::N,بيت,huis
380,Heim::N,بيت,tehuis
381,Heim::N,مسكن,tehuis
382,Ofen::N,مدفأة,kachel
383,Fußboden::N,أرضية,vloer
384,Tisch::N,مائدة,tafel
385,Stuhl::N,كرسي,stoel
386,Wiege::N,مهد,wieg
387,Bett::N,سرير,bed
388,Regal::N,رف,rek
389,Kiste::N,صندوق,kist
390,Fenster::N,شباك,raam
391,Fenster::N,شباك,venster
392,Fenster::N,نافذة,raam
393,Fenster::N,نافذة,venster
394,Tür::N,باب,deur
395,Tor::N,بوابة,poort
396,Zaun::N,سياج,omheining
397,Dach::N,سطح,dak
398,Leiter::N,سلم,ladder
399,Besen::N,مكنسة,bezem
400,Spaten::N,مسحاة,schop
401,Schaufel::N,مجرفة,schep
402,Gabel::N,شوكة,vork
403,Löffel::N,ملعقة,lepel
404,Messer::N,سكين,mes
405,Nagel::N,مسمار,spijker
406,Netz::N,شبكة,net
407,Haken::N,خطاف,haak
408,Haken::N,صنارة,haak
409,Griff::N,قبضة,handvat
410,Schloss::N,قفل,slot
411,Bild::N,صورة,beeld
412,Figur::N,تمثال,figuur
413,Puppe::N,دمية,pop
414,Beutel::N,كيس,zak
415,Beutel::N,كيس,buidel
416,Bündel::N,ربطة,pak
417,Bündel::N,ربطة,bundel
418,Tasche::N,شنطة,tas
419,Tasche::N,محفظة,tas
420,Eimer::N,سطل,emmer
421,Eimer::N,جردل,emmer
422,Deckel::N,سداد,deksel
423,Geschirr::N,أوان,vaatwerk
424,Sack::N,زكيبة,zak
425,Tasse::N,فنجان,kop
426,Topf::N,قدر,pan
427,Topf::N,طنجرة,pan
428,Kessel::N,قدر,ketel
429,Kessel::N,غلاية,ketel
430,Essen::N,طعام,eten
431,Nahrung::N,غذاء,voedsel
432,Speise::N,أكل,spijs
433,Fleisch::N,لحم,vlees
434,Getreide::N,حبوب,graan
435,Brei::N,عصيدة,pap
436,Brei::N,عصيدة,brij
437,Brot::N,خبز,brood
438,Scheibe::N,شريحة,plak
439,Scheibe::N,شريحة,snede
440,Fett::N,سمن,vet
441,Butter::N,زبدة,boter
442,Öl::N,زيت,olie
443,Salz::N,ملح,zout
444,Suppe::N,حساء,soep
445,Suppe::N,شربة,soep
446,Honig::N,عسل,honing
447,Milch::N,حليب,melk
448,Tee::N,شاي,thee
449,Leder::N,جلد,leer
450,Leder::N,جلد,leder
451,Wolle::N,صوف,wol
452,Stoff::N,قماش,stof
453,Nadel::N,إبرة,naald
454,Faden::N,خيط,draad
455,Knopf::N,زر,knoop
456,Knoten::N,عقدة,knoop
457,Farbe::N,صبغة,verf
458,Kleidung::N,ملابس,kledij
459,Kleidung::N,ملابس,kleding
460,Hemd::N,قميص,hemd
461,Kragen::N,ياقة,kraag
462,Ärmel::N,كم,mouw
463,Hose::N,سروال,broek
464,Hose::N,سروال,pantalon
465,Hose::N,بنطلون,broek
466,Hose::N,بنطلون,pantalon
467,Gürtel::N,حزام,riem
468,Gürtel::N,حزام,gordel
469,Mütze::N,طاقية,muts
470,Schuh::N,حذاء,schoen
471,Stiefel::N,جزمة,laars
472,Stiefel::N,حذاء طويل,laars
473,Ring::N,حلقة,ring
474,Band::N,شريط,lint
475,Kamm::N,مشط,kam
476,Spiegel::N,مرآة,spiegel
477,Riemen::N,سير,riem
478,Schnur::N,حبل,koord
479,Schnur::N,دوبارة,koord
480,Leine::N,قيد,lijn
481,Decke::N,بطانية,deken
482,Kissen::N,وسادة,kussen
483,Tuch::N,منديل,doek
484,Handtuch::N,فوطة,handdoek
485,Handtuch::N,منشفة,handdoek
486,Kraft::N,قدرة,kracht
487,Stärke::N,قوة,sterkte
488,Gesundheit::N,صحة,gezondheid
489,Krankheit::N,مرض,ziekte
490,Schmerz::N,ألم,pijn
491,Schmerz::N,وجع,pijn
492,Wunde::N,جرح,wond
493,Fieber::N,حمى,koorts
494,Arznei::N,دواء,medicament
495,Arznei::N,دواء,geneesmiddel
496,Brücke::N,جسر,brug
497,Brunnen::N,بئر,put
498,Brunnen::N,بئر,bron
499,Weide::N,مرعى,wei
500,Weide::N,مرعى,weide
501,Pfad::N,درب,pad
502,Weg::N,سكة,weg
503,Straße::N,طريق,baan
504,Straße::N,طريق,straat
505,Dorf::N,قرية,dorp
506,Stadt::N,مدينة,stad
507,Brief::N,خطاب,brief
508,Brief::N,مكتوب,brief
509,Buch::N,كتاب,boek
510,Buchstabe::N,حرف,letter
511,Zeitung::N,جريدة,krant
512,Zeitung::N,جريدة,dagblad
513,Leben::N,عيش,leven
514,Leben::N,حياة,leven
515,Tod::N,موت,dood
516,Tod::N,وفاة,dood
517,Grab::N,قبر,graf
518,Kirche::N,كنيسة,kerk
519,Sünde::N,خطيئة,zonde
520,Gott::N,إله,god
521,Arbeiter::N,عامل,arbeider
522,Chef::N,رئيس,chef
523,Meister::N,أسطى,meester
524,Arzt::N,طبيب,arts
525,Arzt::N,طبيب,dokter
526,Lehrer::N,مدرس,leraar
527,Lehrer::N,مدرس,onderwijzer
528,Geld::N,نقود,geld
529,Geschäft::N,صفقة,zaak
530,Laden::N,دكان,winkel
531,Preis::N,سعر,prijs
532,Ware::N,بضاعة,waar
533,Nutzen::N,فائدة,nut
534,Nutzen::N,فائدة,voordeel
535,Reichtum::N,غنى,rijkdom
536,Reichtum::N,ثروة,rijkdom
537,Welt::N,عالم,wereld
538,Welt::N,دنيا,wereld
539,Land::N,بلد,land
540,Staat::N,دولة,staat
541,König::N,ملك,koning
542,Macht::N,سلطة,macht
543,Grenze::N,حدود,grens
544,Krieg::N,حرب,oorlog
545,Feind::N,عدو,vijand
546,Gewalt::N,عنف,geweld
547,Kampf::N,قتال,strijd
548,Kampf::N,قتال,gevecht
549,Bogen[Waffe]::N,قوس,boog
550,Pfeil::N,سهم,pijl
551,Gewehr::N,بندقية,geweer
552,Fehler::N,خطأ,fout
553,Lüge::N,كذب,leugen
554,Schaden::N,تلف,schade
555,Unglück::N,نحس,tegenspoed
556,Schuld::N,ذنب,schuld
557,Alter::N,سن,leeftijd
558,Alter::N,عمر,leeftijd
559,Schluss::N,ختام,slot
560,Schluss::N,نهاية,slot
561,Zeit::N,وقت,tijd
562,Tag::N,يوم,dag
563,Morgen::N,صباح,morgen
564,Morgen::N,صباح,ochtend
565,Mittag::N,ظهر,middag
566,Abend::N,مساء,avond
567,Nacht::N,ليلة,nacht
568,Woche::N,أسبوع,week
569,Monat::N,شهر,maand
570,Jahr::N,عام,jaar
571,Jahr::N,سنة,jaar
572,Frühling::N,ربيع,lente
573,Frühling::N,ربيع,voorjaar
574,Sommer::N,صيف,zomer
575,Herbst::N,خريف,herfst
576,Winter::N,شتاء,winter
577,Januar::N,يناير,januari
578,Januar::N,كانون الثاني,januari
579,Februar::N,شباط,februari
580,Februar::N,فبراير,februari
581,März::N,آذار,maart
582,März::N,مارس,maart
583,April::N,نيسان,april
584,Mai::N,مايو,mei
585,Juni::N,يونيو,juni
586,Juni::N,حزيران,juni
587,Juli::N,تموز,juli
588,Juli::N,يوليو,juli
589,August::N,آب,augustus
590,August::N,أغسطس,augustus
591,September::N,أيلول,september
592,September::N,سبتمبر,september
593,Oktober::N,أكتوبر,oktober
594,Oktober::N,تشرين الأول,oktober
595,November::N,نوفمبر,november
596,November::N,تشرين الثاني,november
597,Dezember::N,ديسمبر,december
598,Dezember::N,كانون الأول,december
599,Montag::N,يوم الاثنين,maandag
600,Dienstag::N,يوم الثلاثاء,dinsdag
601,Mittwoch::N,يوم الأربعاء,woensdag
602,Donnerstag::N,يوم الخميس,donderdag
603,Freitag::N,يوم الجمعة,vrijdag
604,Samstag::N,يوم السبت,zaterdag
605,Sonntag::N,يوم الأحد,zondag
606,groß::A,كبير,groot
607,klein::A,صغير,klein
608,lang::A,طويل,lang
609,kurz::A,قصير,kort
610,breit::A,واسع,breed
611,schmal::A,ضيق,smal
612,dicht::A,كث,dicht
613,dicht::A,كثيف,dicht
614,dick[Gegenstand]::A,غليظ,dik
615,dünn::A,رفيع,dun
616,fein::A,رقيق,fijn
617,fest::A,متين,vast
618,flach::A,سهل,plat
619,flach::A,منبسط,plat
620,glatt::A,ناعم,glad
621,hart::A,صلب,hard
622,hart::A,جامد,hard
623,weich::A,لين,week
624,rund::A,مستدير,rond
625,spitz::A,مدبب,spits
626,spitz::A,مدبب,puntig
627,scharf::A,حاد,scherp
628,stumpf::A,ثالم,stomp
629,schwer::A,ثقيل,zwaar
630,schön::A,جميل,mooi
631,schön::A,جميل,fraai
632,heiß::A,حار,heet
633,heiß::A,ساخن,heet
634,warm::A,دافئ,warm
635,kalt::A,بارد,koud
636,kühl::A,قر,koel
637,frisch::A,طازج,fris
638,feucht::A,رطب,vochtig
639,nass::A,مبلول,nat
640,trocken::A,جاف,droog
641,voll::A,ملء,vol
642,leer::A,خال,leeg
643,leer::A,فارغ,leeg
644,offen::A,مفتوح,open
645,geschlossen::A,مغلق,gesloten
646,sauber::A,نظيف,net
647,sauber::A,نظيف,schoon
648,schmutzig::A,قذر,vuil
649,roh::A,نيء,rauw
650,reif::A,ناضج,rijp
651,lecker::A,لذيذ,lekker
652,süß::A,حلو,zoet
653,bitter::A,مر,bitter
654,sauer::A,حامض,zuur
655,hell::A,نير,licht
656,hell::A,نير,helder
657,dunkel::A,مظلم,donker
658,schwarz::A,أسود,zwart
659,weiß::A,أبيض,wit
660,rot::A,أحمر,rood
661,gelb::A,أصفر,geel
662,blau::A,أزرق,blauw
663,grün::A,أخضر,groen
664,grau::A,رمادي,grijs
665,bunt::A,ملوب,bont
666,billig::A,رخيص,goedkoop
667,teuer::A,غال,duur
668,wertvoll::A,ثمين,kostbaar
669,wertvoll::A,ثمين,waardevol
670,blind::A,أعمى,blind
671,taub::A,أصم,doof
672,taub::A,أطرش,doof
673,kräftig::A,قوي,krachtig
674,stark::A,قوي,sterk
675,schwach::A,ضعيف,zwak
676,fett::A,سمين,vet
677,schlank::A,أهيف,slank
678,hübsch::A,جميل,leuk
679,böse::A,رديء,kwaad
680,dumm::A,أبله,dom
681,dumm::A,أحمق,dom
682,faul::A,كسلان,lui
683,fleißig::A,مجتهد,vlijtig
684,geizig::A,بخيل,gierig
685,klug::A,ذكي,slim
686,klug::A,ذكي,schrander
687,klug::A,ذكي,verstandig
688,klug::A,عاقل,slim
689,klug::A,عاقل,schrander
690,klug::A,عاقل,verstandig
691,geschickt::A,ماهر,handig
692,geschickt::A,ماهر,vaardig
693,lieb::A,عزيز,lief
694,lustig::A,مرح,vrolijk
695,sanft::A,حليم,zacht
696,hungrig::A,جائع,hongerig
697,krank::A,مريض,ziek
698,nackt::A,عار,naakt
699,traurig::A,حزين,treurig
700,traurig::A,حزين,bedroefd
701,lebendig::A,حي,levend
702,gut::A,جيد,goed
703,schlecht::A,سيء,slecht
704,richtig::A,صحيح,juist
705,schlimm::A,خبيث,erg
706,schlimm::A,خبيث,kwaad
707,wahr::A,حق,waar
708,alt::A,قديم,oud
709,neu::A,جديد,nieuw
710,ehemalig::A,سابق,voormalig
711,alt[Lebewesen]::A,مسن,oud
712,jung::A,شاب,jong
713,jung::A,صغير,jong
714,arm::A,فقير,arm
715,reich::A,غني,rijk
716,bekannt::A,معلوم,bekend
717,berühmt::A,مشهور,beroemd
718,fremd::A,أجنبي,vreemd
719,verschieden::A,مختلف,verscheiden
720,verschieden::A,مختلف,verschillend
721,nah::A,قريب,nabij
722,nah::A,قريب,nabijgelegen
723,fern::A,بعيد,ver
724,linker::A,يسار,linker
725,rechter::A,يمين,rechter
726,anderer::A,آخر,andere
727,erster::A,أول,eerste
728,zweiter::A,ثان,tweede
729,dritter::A,ثالث,derde
730,letzter::A,أخير,laatste
731,allein::ADV,وحده,alleen
732,auf einmal::ADV,بالمرة,ineens
733,auf einmal::ADV,بالمرة,tegelijk
734,zusammen::ADV,معا,samen
735,zusammen::ADV,معا,bijeen
736,lange::ADV,مدة طويلة,lang
737,plötzlich::ADV,فجأة,eensklaps
738,plötzlich::ADV,فجأة,plotsklaps
739,sofort::ADV,حالا,terstond
740,sofort::ADV,حالا,aanstonds
741,sofort::ADV,حالا,onmiddelijk
742,sofort::ADV,فورا,terstond
743,sofort::ADV,فورا,aanstonds
744,sofort::ADV,فورا,onmiddelijk
745,später::ADV,فيما بعد,later
746,jetzt::ADV,الآن,nu
747,jetzt::ADV,الآن,nou
748,jetzt::ADV,الآن,thans
749,jetzt::ADV,حاليا,nu
750,jetzt::ADV,حاليا,nou
751,jetzt::ADV,حاليا,thans
752,heute::ADV,اليوم,heden
753,heute::ADV,اليوم,vandaag
754,morgen::ADV,غدا,morgen
755,bald::ADV,قريبا,gauw
756,bald::ADV,قريبا,weldra
757,dann::ADV,ثم,dan
758,dann::ADV,ثم,toen
759,gestern::ADV,أمس,gisteren
760,gestern::ADV,البارحة,gisteren
761,einst::ADV,قديما,eens
762,damals::ADV,حينئذ,toen
763,damals::ADV,حينئذ,destijds
764,danach::ADV,ثم,daarna
765,danach::ADV,بعد ذلك,daarna
766,vorher::ADV,من قبل,vooraf
767,vorher::ADV,من قبل,van tevoren
768,vorher::ADV,قبل ذلك,vooraf
769,vorher::ADV,قبل ذلك,van tevoren
770,zuerst::ADV,أولا,eerst
771,zuerst::ADV,أولا,het eerst
772,einmal::ADV,مرة,eens
773,einmal::ADV,مرة,eenmaal
774,manchmal::ADV,أحيانا,soms
775,oft::ADV,كثيرا,vaak
776,oft::ADV,كثيرا,dikwijls
777,immer::ADV,دائما,altijd
778,niemals::ADV,لا أبدا,nooit
779,hier::ADV,هنا,hier
780,hierhin::ADV,إلى هنا,hierheen
781,von hier::ADV,من هنا,van hier
782,von hier::ADV,من هنا,hiervandaan
783,dort::ADV,هناك,daar
784,dort::ADV,هناك,ginds
785,dorthin::ADV,إلى هناك,daarheen
786,geradeaus::ADV,إلى الأمام,rechtuit
787,geradeaus::ADV,إلى الأمام,rechtdoor
788,vorwärts::ADV,إلى الأمام,vooruit
789,vorwärts::ADV,إلى الأمام,voorwaarts
790,rückwärts::ADV,إلى الوراء,achteruit
791,rückwärts::ADV,إلى الوراء,achterwaarts
792,zurück::ADV,عودا,terug
793,zurück::ADV,إلى الخلف,terug
794,unten::ADV,تحت,beneden
795,unten::ADV,تحت,onderaan
796,unten::ADV,في الأسفل,beneden
797,unten::ADV,في الأسفل,onderaan
798,hinab::ADV,إلى تحت,omlaag
799,hinab::ADV,إلى تحت,naar beneden
800,oben::ADV,فوق,boven
801,oben::ADV,في الأعلى,boven
802,hinauf::ADV,إلى فوق,omhoog
803,hinauf::ADV,إلى فوق,naar boven
804,hinauf::ADV,إلى الأعلى,omhoog
805,hinauf::ADV,إلى الأعلى,naar boven
806,überall::ADV,في كل مكان,alom
807,überall::ADV,في كل مكان,overal
808,nicht::ADV,لا,niet
809,nicht::ADV,لم,niet
810,ein wenig::ADV,قليلا,wat
811,kaum::ADV,كاد لا,amper
812,kaum::ADV,كاد لا,nauwelijks
