,Concept_ID,hu,fr
102,Donner::N,mennydörgés,tonnerre
103,Strömung::N,áramlat,courant
104,Tropfen::N,csepp,goutte
105,Schaum::N,hab,écume
106,Schaum::N,hab,mousse
107,Schaum::N,tajték,écume
108,Schaum::N,tajték,mousse
109,Schmutz::N,piszok,boue
110,Schmutz::N,piszok,saleté
111,See::N,tó,lac
112,Sumpf::N,mocsár,marais
113,Sumpf::N,mocsár,marécage
114,Moor::N,láp,tourbière
115,Wiese::N,rét,pré
116,Wiese::N,mező,pré
117,Wald::N,erdő,bois
118,Wald::N,erdő,forêt
119,Hügel::N,domb,coteau
120,Hügel::N,domb,colline
121,Anhöhe::N,magaslat,éminence
122,Anhöhe::N,magaslat,élévation
123,Berg::N,hegy,mont
124,Berg::N,hegy,montagne
125,Gipfel::N,csúcs,cime
126,Gipfel::N,csúcs,sommet
127,Höhle::N,barlang,caverne
128,Abhang::N,lejtő,pente
129,Abhang::N,lejtő,versant
130,Quelle::N,forrás,source
131,Quelle::N,forrás,fontaine
132,Bach::N,patak,ruisseau
133,Fluss::N,folyó,fleuve
134,Fluss::N,folyó,rivière
135,Ufer::N,part,bord
136,Ufer::N,part,rivage
137,Küste::N,tengerpart,côte
138,Festland::N,szárazföld,terre ferme
139,Meer::N,tenger,mer
140,Bucht::N,öböl,baie
141,Insel::N,sziget,île
142,Blume::N,virág,fleur
143,Gras::N,fű,herbe
144,Wurzel::N,gyökér,racine
145,Baum::N,fa,arbre
146,Stamm::N,tő,tronc
147,Stamm::N,törzs,tronc
148,Rinde::N,kéreg,écorce
149,Ast::N,ág,branche
150,Zweig::N,gally,rameau
151,Blatt::N,levél,feuille
152,Birke::N,nyír,bouleau
153,Kiefer[Baum]::N,fenyő,pin
154,Weide[Baum]::N,fűz,saule
155,Tanne::N,fenyő,sapin
156,Horn::N,szarv,corne
157,Feder::N,toll,plume
158,Fell::N,szőr,peau
159,Fell::N,bunda,peau
160,Flügel::N,szárny,aile
161,Klaue::N,köröm,serre
162,Kralle::N,karom,ongle
163,Kralle::N,karom,griffe
164,Schwanz::N,farok,queue
165,Ei::N,tojás,œuf
166,Nest::N,fészek,nid
167,Bau::N,odú,terrier
168,Tier::N,állat,animal
169,Herde::N,nyáj,troupeau
170,Herde::N,csorda,troupeau
171,Kuh::N,tehén,vache
172,Bulle::N,bika,taureau
173,Pferd::N,ló,cheval
174,Schaf::N,juh,mouton
175,Schaf::N,birka,mouton
176,Schwein::N,sertés,porc
177,Schwein::N,sertés,cochon
178,Hund::N,eb,chien
179,Hund::N,kutya,chien
180,Katze::N,macska,chat
181,Bär::N,medve,ours
182,Eichhörnchen::N,mókus,écureuil
183,Elch::N,jávorszarvas,élan
184,Fuchs::N,róka,renard
185,Hase::N,nyúl,lièvre
186,Maus::N,egér,souris
187,Wolf::N,farkas,loup
188,Vogel::N,madár,oiseau
189,Schwarm::N,raj,nuée
190,Schwarm::N,raj,volée
191,Huhn::N,tyúk,poule
192,Hahn::N,kakas,coq
193,Gans::N,lúd,oie
194,Gans::N,liba,oie
195,Adler::N,sas,aigle
196,Ente::N,kacsa,canard
197,Eule::N,bagoly,hibou
198,Kranich::N,daru,grue
199,Krähe::N,varjú,corneille
200,Kuckuck::N,kakukk,coucou
201,Schwan::N,hattyú,cygne
202,Fisch::N,hal,poisson
203,Barsch::N,sügér,perche
204,Hecht::N,csuka,brochet
205,Schlange[Tier]::N,kígyó,serpent
206,Wurm::N,kukac,ver
207,Spinne::N,pók,araignée
208,Ameise::N,hangya,fourmi
209,Laus::N,tetű,pou
210,Mücke::N,szúnyog,moucheron
211,Fliege::N,légy,mouche
212,Schmetterling::N,lepke,papillon
213,Schmetterling::N,pillangó,papillon
214,Beere::N,bogyó,baie
215,Apfel::N,alma,pomme
216,Pilz::N,gomba,champignon
217,Zwiebel::N,hagyma,oignon
218,Saat::N,vetőmag,semence
219,Korn::N,mag,grain
220,Korn::N,szem,grain
221,Heu::N,széna,foin
222,Schale::N,héj,pelure
223,Grube::N,verem,fosse
224,Falle::N,csapda,piège
225,Schlinge::N,tőr,lacs
226,Spur::N,nyom,trace
227,Asche::N,hamu,cendre
228,Dreck::N,sár,crotte
229,Dreck::N,piszok,crotte
230,Eisen::N,vas,fer
231,Gold::N,arany,or
232,Silber::N,ezüst,argent
233,Kohle::N,szén,charbon
234,Glas::N,üveg,verre
235,Lehm::N,agyag,glaise
236,Lehm::N,vályog,glaise
237,Sand::N,homok,sable
238,Mensch::N,ember,homme
239,Mann::N,úr,homme
240,Mann::N,férfi,homme
241,Frau::N,nő,femme
242,Frau::N,asszony,femme
243,Kind::N,gyerek,enfant
244,Kind::N,gyermek,enfant
245,Junge::N,fiú,garçon
246,Mädchen::N,lány,fille
247,Mädchen::N,lány,jeune fille
248,Familie::N,család,famille
249,Großvater::N,nagyapa,grand-père
250,Großmutter::N,nagyanya,grand-mère
251,Eltern::N,szülők,parents
252,Vater::N,apa,père
253,Vater::N,atya,père
254,Mutter::N,anya,mère
255,Sohn::N,fiú,fils
256,Tochter::N,lány,fille
257,Bruder::N,fivér,frère
258,Bruder::N,testvér,frère
259,Schwester::N,nővér,sœur
260,Schwester::N,lánytestvér,sœur
261,Onkel::N,nagybácsi,oncle
262,Tante::N,nagynéni,tante
263,Ehemann::N,férj,mari
264,Ehemann::N,férj,époux
265,Ehefrau::N,feleség,femme
266,Ehefrau::N,feleség,épouse
267,Freude::N,öröm,joie
268,Freude::N,öröm,plaisir
269,Gelächter::N,nevetés,rires
270,Gelächter::N,hahotázás,rires
271,Glück::N,boldogság,bonheur
272,Kummer::N,bánat,peine
273,Kummer::N,bánat,chagrin
274,Wunsch::N,óhaj,désir
275,Lust::N,kedv,envie
276,Geist::N,elme,esprit
277,Geist::N,szellem,esprit
278,Gedanke::N,gondolat,idée
279,Gedanke::N,gondolat,pensée
280,Gedächtnis::N,emlékezet,mémoire
281,Verstand::N,ész,raison
282,Verstand::N,értelem,raison
283,Sinn::N,értelem,sens
284,Grund::N,ok,cause
285,Grund::N,ok,raison
286,Grund::N,alap,cause
287,Grund::N,alap,raison
288,Wahrheit::N,igaz,vérité
289,Wahrheit::N,igazság,vérité
290,Gespräch::N,beszélgetés,conversation
291,Märchen::N,mese,conte
292,Märchen::N,mese,conte de fées
293,Erzählung::N,elbeszélés,conte
294,Erzählung::N,elbeszélés,narration
295,Nachricht::N,hír,message
296,Nachricht::N,híradás,message
297,Neuigkeit::N,újság,nouvelle
298,Name::N,név,nom
299,Rätsel::N,rejtvény,énigme
300,Rätsel::N,rejtvény,devinette
301,Rede::N,beszéd,parole
302,Rede::N,beszéd,discours
303,Rede::N,szónoklat,parole
304,Rede::N,szónoklat,discours
305,Sprache::N,nyelv,langue
306,Sprache::N,nyelv,langage
307,Stimme::N,hang,voix
308,Wort::N,szó,mot
309,Zeichen::N,jel,signe
310,Ruf::N,kiáltás,cri
311,Ruf::N,kiáltás,appel
312,Lärm::N,zaj,bruit
313,Laut::N,hang,son
314,Ton::N,hang,ton
315,Lied::N,dal,chant
316,Lied::N,dal,chanson
317,Lied::N,ének,chant
318,Lied::N,ének,chanson
319,Ruhe::N,csend,calme
320,Ruhe::N,csend,tranquillité
321,Ruhe::N,nyugalom,calme
322,Ruhe::N,nyugalom,tranquillité
323,Leute::N,emberek,gens
324,Volk::N,nép,peuple
325,Arbeit::N,dolog,travail
326,Gast::N,vendég,hôte
327,Gast::N,vendég,invité
328,Geschenk::N,ajándék,cadeau
329,Geschenk::N,ajándék,présent
330,Spiel::N,játék,jeu
331,Gesellschaft::N,társaság,compagnie
332,Hilfe::N,segítség,aide
333,Hilfe::N,segítség,secours
334,Freund::N,barát,ami
335,Kamerad::N,társ,copain
336,Kamerad::N,társ,camarade
337,Angelegenheit::N,ügy,affaire
338,Anzahl::N,szám,nombre
339,Art::N,faj,sorte
340,Art::N,faj,espèce
341,Art::N,fajta,sorte
342,Art::N,fajta,espèce
343,Stück::N,darab,morceau
344,Teil::N,rész,part
345,Teil::N,rész,partie
346,Hälfte::N,fél,moitié
347,Kreis::N,kör,cercle
348,Kreuz::N,kereszt,croix
349,Linie::N,vonal,ligne
350,Strich::N,vonás,trait
351,Abstand::N,köz,écart
352,Entfernung::N,távolság,distance
353,Gegend::N,táj,région
354,Gegend::N,táj,contrée
355,Gegend::N,vidék,région
356,Gegend::N,vidék,contrée
357,Platz::N,hely,place
358,Ort::N,hely,lieu
359,Ort::N,hely,endroit
360,Seite::N,fél,côté
361,Seite::N,oldal,côté
362,Mitte::N,közép,milieu
363,Gegenstand::N,tárgy,objet
364,Sache::N,dolog,chose
365,Rand::N,szél,bord
366,Rand::N,perem,bord
367,Rand::N,szegély,bord
368,Kante::N,él,arête
369,Ecke::N,sarok,coin
370,Ecke::N,sarok,tournant
371,Ecke::N,szöglet,coin
372,Ecke::N,szöglet,tournant
373,Spitze::N,csúcs,cime
374,Spitze::N,csúcs,pointe
375,Ende::N,vég,bout
376,Loch::N,lyuk,trou
377,Winkel::N,szög,coin
378,Winkel::N,szög,réduit
379,Muster::N,minta,dessin
380,Größe::N,nagyság,grandeur
381,Länge::N,hossz,longueur
382,Länge::N,hosszúság,longueur
383,Höhe::N,magasság,hauteur
384,Höhe::N,magasság,altitude
385,Gewicht::N,súly,poids
386,Menge::N,sokaság,quantité
387,Menge::N,mennyiség,quantité
388,Haufen::N,halom,tas
389,Reihe::N,sor,file
390,Reihe::N,sor,rangée
391,Boot::N,csónak,canot
392,Boot::N,csónak,bateau
393,Ruder::N,evező,rame
394,Ruder::N,evező,aviron
395,Schlitten::N,szánkó,traîneau
396,Ski::N,sí,ski
397,Lagerfeuer::N,tábortűz,feu de camp
398,Last::N,teher,charge
399,Last::N,teher,fardeau
400,Gang::N,járás,tour
401,Gang::N,járás,marche
402,Schritt::N,lépés,pas
403,Norden::N,észak,nord
404,Süden::N,dél,sud
405,Westen::N,nyugat,ouest
406,Westen::N,nyugat,occident
407,Osten::N,kelet,est
408,Osten::N,kelet,orient
409,Holz::N,fa,bois
410,Brett::N,deszka,planche
411,Platte::N,lap,plaque
412,Platte::N,lemez,plaque
413,Stütze::N,támasz,appui
414,Stütze::N,támasz,soutien
415,Stütze::N,támaszték,appui
416,Stütze::N,támaszték,soutien
417,Stange::N,rúd,barre
418,Stange::N,rúd,perche
419,Stange::N,pózna,barre
420,Stange::N,pózna,perche
421,Stock::N,pálca,canne
422,Stab::N,bot,bâton
423,Rohr::N,cső,tube
424,Rohr::N,cső,tuyau
425,Haus::N,ház,maison
426,Heim::N,otthon,maison
427,Ofen::N,kályha,poêle
428,Fußboden::N,padló,plancher
429,Tisch::N,asztal,table
430,Stuhl::N,szék,chaise
431,Wiege::N,bölcső,berceau
432,Bett::N,ágy,lit
433,Regal::N,polc,étagère
434,Regal::N,állvány,étagère
435,Kiste::N,láda,caisse
436,Fenster::N,ablak,fenêtre
437,Tür::N,ajtó,porte
438,Tor::N,kapu,porte
439,Tor::N,kapu,portail
440,Zaun::N,kerítés,clôture
441,Dach::N,tető,toit
442,Leiter::N,létra,échelle
443,Besen::N,seprű,balai
444,Spaten::N,ásó,bêche
445,Schaufel::N,lapát,pelle
446,Gabel::N,villa,fourchette
447,Löffel::N,kanál,cuiller
448,Messer::N,kés,couteau
449,Nagel::N,szeg,clou
450,Netz::N,háló,filet
451,Haken::N,kampó,croc
452,Haken::N,kampó,crochet
453,Griff::N,nyél,prise
454,Griff::N,nyél,manche
455,Griff::N,fogantyú,prise
456,Griff::N,fogantyú,manche
457,Schloss::N,zár,serrure
458,Bild::N,kép,image
459,Bild::N,kép,tableau
460,Figur::N,alak,figure
461,Puppe::N,bábu,poupée
462,Beutel::N,zacskó,sac
463,Beutel::N,zacskó,petit sac
464,Bündel::N,köteg,paquet
465,Bündel::N,köteg,faisceau
466,Tasche::N,táska,sac
467,Eimer::N,vödör,seau
468,Deckel::N,fedő,couvercle
469,Deckel::N,fedél,couvercle
470,Geschirr::N,edény,vaisselle
471,Sack::N,zsák,sac
472,Tasse::N,csésze,tasse
473,Topf::N,fazék,pot
474,Topf::N,fazék,marmite
475,Kessel::N,üst,chaudron
476,Kessel::N,bogrács,chaudron
477,Essen::N,evés,repas
478,Essen::N,evés,manger
479,Essen::N,étkezés,repas
480,Essen::N,étkezés,manger
481,Nahrung::N,ennivaló,nourriture
482,Speise::N,étel,plat
483,Fleisch::N,hús,viande
484,Getreide::N,gabona,blé
485,Getreide::N,gabona,céréales
486,Brei::N,pép,purée
487,Brei::N,pép,bouillie
488,Brei::N,kása,purée
489,Brei::N,kása,bouillie
490,Brot::N,kenyér,pain
491,Scheibe::N,szelet,tranche
492,Fett::N,háj,graisse
493,Fett::N,zsír,graisse
494,Butter::N,vaj,beurre
495,Öl::N,olaj,huile
496,Salz::N,só,sel
497,Suppe::N,leves,soupe
498,Suppe::N,leves,potage
499,Honig::N,méz,miel
500,Milch::N,tej,lait
501,Tee::N,tea,thé
502,Leder::N,bőr,cuir
503,Wolle::N,gyapjú,laine
504,Stoff::N,szövet,tissu
505,Stoff::N,szövet,étoffe
506,Nadel::N,tű,aiguille
507,Faden::N,fonál,fil
508,Knopf::N,gomb,bouton
509,Knoten::N,csomó,nœud
510,Farbe::N,szín,peinture
511,Farbe::N,festék,peinture
512,Kleidung::N,ruha,vêtements
513,Kleidung::N,ruha,habillement
514,Kleidung::N,ruházat,vêtements
515,Kleidung::N,ruházat,habillement
516,Hemd::N,ing,chemise
517,Kragen::N,gallér,col
518,Ärmel::N,ujj,manche
519,Hose::N,gatya,pantalon
520,Hose::N,nadrág,pantalon
521,Gürtel::N,öv,ceinture
522,Mütze::N,sapka,bonnet
523,Mütze::N,sapka,casquette
524,Schuh::N,cipő,soulier
525,Schuh::N,cipő,chaussure
526,Stiefel::N,csizma,botte
527,Ring::N,gyűrű,bague
528,Band::N,szalag,ruban
529,Kamm::N,fésű,peigne
530,Spiegel::N,tükör,glace
531,Spiegel::N,tükör,miroir
532,Riemen::N,szíj,lanière
533,Riemen::N,szíj,courroie
534,Schnur::N,zsinór,corde
535,Schnur::N,zsinór,ficelle
536,Leine::N,póráz,laisse
537,Decke::N,takaró,couverture
538,Kissen::N,párna,oreiller
539,Tuch::N,kendő,drap
540,Tuch::N,kendő,fichu
541,Handtuch::N,törülköző,serviette
542,Handtuch::N,törülköző,essuie-mains
543,Kraft::N,erő,force
544,Stärke::N,erő,vigueur
545,Stärke::N,erősség,vigueur
546,Gesundheit::N,egészség,santé
547,Krankheit::N,kór,maladie
548,Krankheit::N,betegség,maladie
549,Schmerz::N,fájdalom,douleur
550,Wunde::N,seb,plaie
551,Wunde::N,seb,blessure
552,Fieber::N,láz,fièvre
553,Arznei::N,orvosság,remède
554,Arznei::N,orvosság,médecine
555,Arznei::N,gyógyszer,remède
556,Arznei::N,gyógyszer,médecine
557,Brücke::N,híd,pont
558,Brunnen::N,kút,puits
559,Weide::N,legelő,pâturage
560,Pfad::N,ösvény,sentier
561,Weg::N,út,voie
562,Weg::N,út,chemin
563,Straße::N,út,route
564,Dorf::N,falu,village
565,Stadt::N,város,cité
566,Stadt::N,város,ville
567,Brief::N,levél,lettre
568,Buch::N,könyv,livre
569,Buchstabe::N,betű,lettre
570,Buchstabe::N,betű,caractère
571,Zeitung::N,újság,journal
572,Zeitung::N,hírlap,journal
573,Leben::N,élet,vie
574,Tod::N,halál,mort
575,Grab::N,sír,tombe
576,Kirche::N,templom,église
577,Sünde::N,bűn,péché
578,Sünde::N,vétek,péché
579,Gott::N,isten,dieu
580,Arbeiter::N,munkás,ouvrier
581,Arbeiter::N,munkás,travailleur
582,Chef::N,főnök,chef
583,Chef::N,főnök,patron
584,Meister::N,mester,maître
585,Arzt::N,orvos,médecin
586,Lehrer::N,tanár,professeur
587,Lehrer::N,tanár,instituteur
588,Lehrer::N,tanító,professeur
589,Lehrer::N,tanító,instituteur
590,Geld::N,pénz,argent
591,Geschäft::N,üzlet,affaire
592,Geschäft::N,üzlet,commerce
593,Laden::N,bolt,magasin
594,Laden::N,bolt,boutique
595,Preis::N,ár,prix
596,Ware::N,áru,marchandise
597,Nutzen::N,haszon,profit
598,Reichtum::N,gazdagság,richesse
599,Welt::N,világ,monde
600,Land::N,ország,pays
601,Staat::N,állam,État
602,König::N,király,roi
603,Macht::N,hatalom,pouvoir
604,Macht::N,hatalom,puissance
605,Grenze::N,határ,frontière
606,Krieg::N,háború,guerre
607,Feind::N,ellenség,ennemi
608,Gewalt::N,erőszak,violence
609,Kampf::N,harc,lutte
610,Kampf::N,harc,combat
611,Bogen[Waffe]::N,íj,arc
612,Pfeil::N,nyíl,flèche
613,Gewehr::N,puska,fusil
614,Gewehr::N,fegyver,fusil
615,Fehler::N,hiba,faute
616,Fehler::N,hiba,erreur
617,Lüge::N,hazugság,mensonge
618,Schaden::N,kár,dégât
619,Schaden::N,kár,dommage
620,Unglück::N,csapás,malheur
621,Unglück::N,balszerencse,malheur
622,Schuld::N,bűn,faute
623,Schuld::N,bűn,culpabilité
624,Alter::N,kor,âge
625,Schluss::N,vég,fin
626,Schluss::N,befejezés,fin
627,Zeit::N,idő,temps
628,Tag::N,nap,jour
629,Tag::N,nap,journée
630,Morgen::N,reggel,matin
631,Morgen::N,reggel,matinée
632,Mittag::N,dél,midi
633,Abend::N,este,soir
634,Abend::N,este,soirée
635,Nacht::N,éj,nuit
636,Nacht::N,éjszaka,nuit
637,Woche::N,hét,semaine
638,Monat::N,hó,mois
639,Monat::N,hónap,mois
640,Jahr::N,év,an
641,Jahr::N,év,année
642,Frühling::N,tavasz,printemps
643,Sommer::N,nyár,été
644,Herbst::N,ősz,automne
645,Winter::N,tél,hiver
646,Januar::N,január,janvier
647,Februar::N,február,février
648,März::N,március,mars
649,April::N,április,avril
650,Mai::N,május,mai
651,Juni::N,június,juin
652,Juli::N,július,juillet
653,August::N,augusztus,août
654,September::N,szeptember,septembre
655,Oktober::N,október,octobre
656,November::N,november,novembre
657,Dezember::N,december,décembre
658,Montag::N,hétfő,lundi
659,Dienstag::N,kedd,mardi
660,Mittwoch::N,szerda,mercredi
661,Donnerstag::N,csütörtök,jeudi
662,Freitag::N,péntek,vendredi
663,Samstag::N,szombat,samedi
664,Sonntag::N,vasárnap,dimanche
665,groß::A,nagy,grand
666,klein::A,pici,petit
667,klein::A,kicsi,petit
668,lang::A,hosszú,long
669,kurz::A,rövid,court
670,breit::A,széles,large
671,schmal::A,keskeny,étroit
672,dicht::A,sűrű,dense
673,dick[Gegenstand]::A,vastag,épais
674,dünn::A,vékony,mince
675,fein::A,vékony,fin
676,fein::A,vékony,menu
677,fest::A,szilárd,ferme
678,fest::A,szilárd,solide
679,flach::A,sík,plat
680,flach::A,lapos,plat
681,glatt::A,sima,poli
682,glatt::A,sima,lisse
683,hart::A,kemény,dur
684,weich::A,puha,mou
685,rund::A,kerek,rond
686,spitz::A,hegyes,aigu
687,spitz::A,hegyes,pointu
688,scharf::A,éles,tranchant
689,stumpf::A,tompa,mousse
690,stumpf::A,tompa,émoussé
691,stumpf::A,életlen,mousse
692,stumpf::A,életlen,émoussé
693,schwer::A,nehéz,lourd
694,schwer::A,nehéz,pesant
695,schwer::A,súlyos,lourd
696,schwer::A,súlyos,pesant
697,schön::A,szép,beau
698,heiß::A,forró,chaud
699,heiß::A,forró,très chaud
700,warm::A,meleg,chaud
701,kalt::A,hideg,froid
702,kühl::A,hűs,frais
703,kühl::A,hűvös,frais
704,frisch::A,üde,frais
705,frisch::A,friss,frais
706,feucht::A,nedves,humide
707,nass::A,vizes,mouillé
708,trocken::A,száraz,sec
709,voll::A,telt,plein
710,voll::A,telt,rempli
711,leer::A,üres,vide
712,offen::A,nyílt,ouvert
713,offen::A,nyitott,ouvert
714,geschlossen::A,zárt,clos
715,geschlossen::A,zárt,fermé
716,geschlossen::A,csukott,clos
717,geschlossen::A,csukott,fermé
718,sauber::A,tiszta,net
719,sauber::A,tiszta,propre
720,schmutzig::A,piszkos,sale
721,schmutzig::A,piszkos,crasseux
722,schmutzig::A,szennyes,sale
723,schmutzig::A,szennyes,crasseux
724,roh::A,nyers,cru
725,roh::A,nyers,brut
726,reif::A,érett,mûr
727,lecker::A,finom,délicieux
728,lecker::A,finom,appétissant
729,süß::A,édes,doux
730,bitter::A,keserű,amer
731,sauer::A,savanyú,aigre
732,hell::A,világos,clair
733,dunkel::A,sötét,sombre
734,schwarz::A,fekete,noir
735,weiß::A,fehér,blanc
736,rot::A,vörös,rouge
737,gelb::A,sárga,jaune
738,blau::A,kék,bleu
739,grün::A,zöld,vert
740,grau::A,ősz,gris
741,grau::A,szürke,gris
742,bunt::A,tarka,multicolore
743,bunt::A,színes,multicolore
744,billig::A,olcsó,bon marché
745,teuer::A,drága,cher
746,wertvoll::A,értékes,précieux
747,blind::A,vak,aveugle
748,taub::A,süket,sourd
749,kräftig::A,erős,fort
750,kräftig::A,erős,vigoureux
751,stark::A,erős,fort
752,stark::A,erős,puissant
753,schwach::A,gyenge,faible
754,schwach::A,erőtlen,faible
755,fett::A,hájas,gras
756,schlank::A,karcsú,svelte
757,hübsch::A,csinos,joli
758,böse::A,rossz,mauvais
759,böse::A,gonosz,mauvais
760,dumm::A,buta,sot
761,dumm::A,buta,bête
762,dumm::A,ostoba,sot
763,dumm::A,ostoba,bête
764,faul::A,lusta,fainéant
765,faul::A,lusta,paresseux
766,fleißig::A,szorgalmas,appliqué
767,geizig::A,fukar,avare
768,geizig::A,fösvény,avare
769,klug::A,okos,intelligent
770,klug::A,eszes,intelligent
771,geschickt::A,ügyes,habile
772,lieb::A,drága,cher
773,lieb::A,drága,gentil
774,lieb::A,kedves,cher
775,lieb::A,kedves,gentil
776,lustig::A,víg,gai
777,lustig::A,víg,joyeux
778,lustig::A,vidám,gai
779,lustig::A,vidám,joyeux
780,sanft::A,enyhe,doux
781,hungrig::A,éhes,affamé
782,krank::A,beteg,malade
783,nackt::A,csupasz,nu
784,nackt::A,meztelen,nu
785,traurig::A,bús,triste
786,traurig::A,szomorú,triste
787,lebendig::A,élő,vivant
788,gut::A,jó,bon
789,schlecht::A,rossz,mauvais
790,richtig::A,helyes,juste
791,richtig::A,helyes,correct
792,schlimm::A,rossz,grave
793,schlimm::A,rossz,mauvais
794,wahr::A,igaz,vrai
795,wahr::A,igaz,véritable
796,alt::A,ó,vieux
797,alt::A,régi,vieux
798,neu::A,új,neuf
799,neu::A,új,nouveau
800,ehemalig::A,volt,ancien
801,ehemalig::A,egykori,ancien
802,alt[Lebewesen]::A,öreg,âgé
803,alt[Lebewesen]::A,öreg,vieux
804,jung::A,fiatal,jeune
805,arm::A,szegény,pauvre
806,reich::A,gazdag,riche
807,bekannt::A,ismert,connu
808,bekannt::A,ismeretes,connu
809,berühmt::A,híres,fameux
810,berühmt::A,híres,célèbre
811,fremd::A,idegen,étranger
812,verschieden::A,különböző,différent
813,nah::A,közeli,lié
814,nah::A,közeli,proche
815,fern::A,távoli,éloigné
816,fern::A,távoli,lointain
817,linker::A,bal,gauche
818,rechter::A,jobb,droit
819,anderer::A,más,autre
820,anderer::A,másik,autre
821,erster::A,első,premier
822,zweiter::A,második,second
823,zweiter::A,második,deuxième
824,dritter::A,harmadik,troisième
825,letzter::A,utolsó,dernier
826,allein::ADV,egyedül,seul
827,auf einmal::ADV,egyszerre,à la fois
828,zusammen::ADV,együtt,ensemble
829,zusammen::ADV,összesen,ensemble
830,lange::ADV,sokáig,longtemps
831,lange::ADV,hosszan,longtemps
832,plötzlich::ADV,hirtelen,tout à coup
833,plötzlich::ADV,egyszerre,tout à coup
834,sofort::ADV,rögtön,immédiatement
835,sofort::ADV,tüstént,immédiatement
836,später::ADV,későn,plus tard
837,jetzt::ADV,most,maintenant
838,heute::ADV,ma,aujourd'hui
839,morgen::ADV,holnap,demain
840,bald::ADV,majd,bientôt
841,bald::ADV,nemsokára,bientôt
842,dann::ADV,akkor,puis
843,dann::ADV,akkor,ensuite
844,gestern::ADV,tegnap,hier
845,einst::ADV,hajdan,jadis
846,einst::ADV,hajdan,autrefois
847,damals::ADV,akkor,alors
848,damals::ADV,akkor,à l'époque
849,damals::ADV,akkoriban,alors
850,damals::ADV,akkoriban,à l'époque
851,danach::ADV,azután,après
852,danach::ADV,azután,ensuite
853,vorher::ADV,előbb,auparavant
854,zuerst::ADV,először,d'abord
855,zuerst::ADV,először,premièrement
856,einmal::ADV,egyszer,une fois
857,manchmal::ADV,néha,parfois
858,manchmal::ADV,néha,quelquefois
