,Concept_ID,ru,en
97,Tropfen::N,капля,drop
98,Schaum::N,пена,foam
99,Schmutz::N,грязь,dirt
100,See::N,озеро,lake
101,Sumpf::N,топь,swamp
102,Moor::N,болото,moor
103,Wiese::N,луг,meadow
104,Wald::N,лес,forest
105,Hügel::N,холм,hill
106,Anhöhe::N,возвышенность,elevation
107,Berg::N,гора,mountain
108,Gipfel::N,вершина,summit
109,Höhle::N,пещера,cave
110,Abhang::N,склон,slope
111,Quelle::N,источник,source
112,Bach::N,ручей,brook
113,Fluss::N,река,river
114,Ufer::N,берег,shore
115,Küste::N,побережье,coast
116,Festland::N,суша,land
117,Meer::N,море,sea
118,Bucht::N,бухта,cove
119,Insel::N,остров,island
120,Blume::N,цветок,flower
121,Gras::N,трава,grass
122,Wurzel::N,корень,root
123,Baum::N,дерево,tree
124,Stamm::N,ствол,trunk
125,Rinde::N,кора,bark
126,Ast::N,сук,limb
127,Zweig::N,ветвь,branch
128,Blatt::N,лист,leaf
129,Birke::N,береза,birch
130,Kiefer[Baum]::N,сосна,pine
131,Weide[Baum]::N,ива,willow
132,Tanne::N,ель,fir
133,Horn::N,рог,horn
134,Feder::N,перо,feather
135,Fell::N,шкура,fur
136,Flügel::N,крыло,wing
137,Klaue::N,коготь,claw
138,Kralle::N,лапа,claw
139,Schwanz::N,хвост,tail
140,Ei::N,яйцо,egg
141,Nest::N,гнездо,nest
142,Bau::N,нора,lair
143,Tier::N,животное,animal
144,Herde::N,стадо,flock
145,Kuh::N,корова,cow
146,Bulle::N,бык,bull
147,Pferd::N,лошадь,horse
148,Schaf::N,овца,sheep
149,Schwein::N,свинья,pig
150,Hund::N,собака,dog
151,Katze::N,кошка,cat
152,Bär::N,медведь,bear
153,Eichhörnchen::N,белка,squirrel
154,Elch::N,лось,elk
155,Fuchs::N,лиса,fox
156,Hase::N,заяц,hare
157,Maus::N,мышь,mouse
158,Wolf::N,волк,wolf
159,Vogel::N,птица,bird
160,Schwarm::N,стая,swarm
161,Huhn::N,курица,chicken
162,Hahn::N,петух,cock
163,Gans::N,гусь,goose
164,Adler::N,орел,eagle
165,Ente::N,утка,duck
166,Eule::N,сова,owl
167,Kranich::N,журавль,crane
168,Krähe::N,ворона,crow
169,Kuckuck::N,кукушка,cuckoo
170,Schwan::N,лебедь,swan
171,Fisch::N,рыба,fish
172,Barsch::N,окунь,perch
173,Hecht::N,щука,pike
174,Schlange[Tier]::N,змея,snake
175,Wurm::N,червяк,worm
176,Spinne::N,паук,spider
177,Ameise::N,муравей,ant
178,Laus::N,вошь,louse
179,Mücke::N,комар,midge
180,Fliege::N,муха,fly
181,Schmetterling::N,бабочка,butterfly
182,Beere::N,ягода,berry
183,Apfel::N,яблоко,apple
184,Pilz::N,гриб,mushroom
185,Zwiebel::N,луковица,onion
186,Saat::N,семя,seed
187,Korn::N,зерно,grain
188,Heu::N,сено,hay
189,Schale::N,шелуха,husk
190,Grube::N,яма,pit
191,Falle::N,ловушка,trap
192,Schlinge::N,силок,noose
193,Spur::N,след,track
194,Asche::N,зола,ashes
195,Asche::N,пепел,ashes
196,Dreck::N,грязь,filth
197,Eisen::N,железо,iron
198,Gold::N,золото,gold
199,Silber::N,серебро,silver
200,Kohle::N,уголь,coal
201,Glas::N,стекло,glass
202,Lehm::N,глина,clay
203,Sand::N,песок,sand
204,Mensch::N,человек,human
205,Mann::N,мужчина,man
206,Frau::N,женщина,woman
207,Kind::N,ребенок,child
208,Junge::N,мальчик,boy
209,Mädchen::N,девочка,girl
210,Familie::N,семья,family
211,Großvater::N,дедушка,grandfather
212,Großmutter::N,бабушка,grandmother
213,Eltern::N,родители,parents
214,Vater::N,отец,father
215,Mutter::N,мать,mother
216,Sohn::N,сын,son
217,Tochter::N,дочь,daughter
218,Bruder::N,брат,brother
219,Schwester::N,сестра,sister
220,Onkel::N,дядя,uncle
221,Tante::N,тетя,aunt
222,Ehemann::N,муж,husband
223,Ehefrau::N,жена,wife
224,Freude::N,радость,joy
225,Gelächter::N,смех,laughter
226,Glück::N,счастье,happiness
227,Kummer::N,горе,grief
228,Wunsch::N,желание,wish
229,Lust::N,влечение,desire
230,Geist::N,дух,spirit
231,Gedanke::N,мысль,thought
232,Gedächtnis::N,память,memory
233,Verstand::N,ум,mind
234,Sinn::N,смысл,meaning
235,Grund::N,повод,reason
236,Wahrheit::N,правда,truth
237,Gespräch::N,беседа,talk
238,Märchen::N,сказка,fairy tale
239,Erzählung::N,рассказ,story
240,Nachricht::N,сообщение,message
241,Neuigkeit::N,новость,news
242,Name::N,имя,name
243,Rätsel::N,загадка,puzzle
244,Rede::N,речь,speech
245,Sprache::N,язык,language
246,Stimme::N,голос,voice
247,Wort::N,слово,word
248,Zeichen::N,знак,sign
249,Ruf::N,зов,call
250,Lärm::N,шум,noise
251,Laut::N,звук,sound
252,Ton::N,звучание,tone
253,Lied::N,песня,song
254,Ruhe::N,покой,calm
255,Leute::N,люди,people
256,Volk::N,народ,nation
257,Arbeit::N,работа,work
258,Gast::N,гость,guest
259,Geschenk::N,подарок,gift
260,Spiel::N,игра,game
261,Gesellschaft::N,общество,company
262,Hilfe::N,помощь,help
263,Freund::N,друг,friend
264,Kamerad::N,приятель,companion
265,Angelegenheit::N,дело,matter
266,Anzahl::N,количество,count
267,Art::N,вид,sort
268,Stück::N,кусок,piece
269,Teil::N,часть,part
270,Hälfte::N,половина,half
271,Kreis::N,круг,circle
272,Kreuz::N,крест,cross
273,Linie::N,линия,line
274,Strich::N,черта,stroke
275,Abstand::N,промежуток,gap
276,Entfernung::N,расстояние,distance
277,Gegend::N,местность,area
278,Platz::N,пространство,space
279,Ort::N,место,place
280,Seite::N,сторона,side
281,Mitte::N,середина,middle
282,Gegenstand::N,предмет,item
283,Sache::N,вещь,thing
284,Rand::N,край,fringe
285,Kante::N,ребро,edge
286,Ecke::N,угол,corner
287,Spitze::N,кончик,tip
288,Ende::N,конец,end
289,Loch::N,дыра,hole
290,Winkel::N,угол,angle
291,Muster::N,узор,pattern
292,Größe::N,размер,size
293,Länge::N,длина,length
294,Höhe::N,высота,height
295,Gewicht::N,вес,weight
296,Menge::N,количество,amount
297,Haufen::N,куча,heap
298,Reihe::N,ряд,row
299,Boot::N,лодка,boat
300,Ruder::N,весло,oar
301,Schlitten::N,сани,sleigh
302,Ski::N,лыжа,ski
303,Lagerfeuer::N,костер,campfire
304,Last::N,тяжесть,load
305,Gang::N,ход,walk
306,Schritt::N,шаг,step
307,Norden::N,север,north
308,Süden::N,юг,south
309,Westen::N,запад,west
310,Osten::N,восток,east
311,Holz::N,древесина,wood
312,Brett::N,доска,board
313,Platte::N,плита,slab
314,Stütze::N,подпорка,bracket
315,Stange::N,жердь,pole
316,Stock::N,палка,stick
317,Stab::N,шест,staff
318,Rohr::N,труба,pipe
319,Haus::N,дом,house
320,Heim::N,дом,home
321,Ofen::N,печь,stove
322,Fußboden::N,пол,floor
323,Tisch::N,стол,table
324,Stuhl::N,стул,chair
325,Wiege::N,колыбель,cradle
326,Bett::N,постель,bed
327,Regal::N,полка,shelf
328,Kiste::N,ящик,box
329,Fenster::N,окно,window
330,Tür::N,дверь,door
331,Tor::N,ворота,gate
332,Zaun::N,забор,fence
333,Dach::N,крыша,roof
334,Leiter::N,лестница,ladder
335,Besen::N,метла,broom
336,Spaten::N,лопата,spade
337,Schaufel::N,совок,shovel
338,Gabel::N,вилка,fork
339,Löffel::N,ложка,spoon
340,Messer::N,нож,knife
341,Nagel::N,гвоздь,nail
342,Netz::N,сеть,net
343,Haken::N,крюк,hook
344,Griff::N,ручка,handle
345,Schloss::N,замок,lock
346,Bild::N,картина,picture
347,Figur::N,фигура,figure
348,Puppe::N,кукла,doll
349,Beutel::N,мешок,pouch
350,Bündel::N,связка,bundle
351,Tasche::N,сумка,bag
352,Eimer::N,ведро,bucket
353,Deckel::N,крышка,cover
354,Geschirr::N,посуда,dishes
355,Sack::N,мешок,sack
356,Tasse::N,чашка,cup
357,Topf::N,кастрюля,pot
358,Kessel::N,котел,kettle
359,Essen::N,еда,meal
360,Nahrung::N,пища,food
361,Speise::N,блюдо,dish
362,Speise::N,кушанье,dish
363,Fleisch::N,мясо,meat
364,Getreide::N,хлеб,corn
365,Brei::N,каша,mush
366,Brot::N,хлеб,bread
367,Scheibe::N,ломоть,slice
368,Fett::N,жир,fat
369,Butter::N,масло,butter
370,Öl::N,масло,oil
371,Salz::N,соль,salt
372,Suppe::N,суп,soup
373,Honig::N,мед,honey
374,Milch::N,молоко,milk
375,Tee::N,чай,tea
376,Leder::N,кожа,leather
377,Wolle::N,шерсть,wool
378,Stoff::N,ткань,cloth
379,Nadel::N,игла,needle
380,Faden::N,нитка,thread
381,Knopf::N,пуговица,button
382,Knoten::N,узел,knot
383,Farbe::N,краска,paint
384,Kleidung::N,одежда,clothes
385,Hemd::N,рубашка,shirt
386,Kragen::N,воротник,collar
387,Ärmel::N,рукав,sleeve
388,Hose::N,брюки,trousers
389,Gürtel::N,пояс,belt
390,Mütze::N,шапка,cap
391,Schuh::N,ботинок,shoe
392,Stiefel::N,сапог,boot
393,Ring::N,кольцо,ring
394,Band::N,лента,ribbon
395,Kamm::N,расческа,comb
396,Spiegel::N,зеркало,mirror
397,Riemen::N,ремень,strap
398,Schnur::N,веревка,string
399,Leine::N,поводок,leash
400,Decke::N,одеяло,blanket
401,Kissen::N,подушка,pillow
402,Tuch::N,платок,scarf
403,Handtuch::N,полотенце,towel
404,Kraft::N,сила,force
405,Stärke::N,крепость,strength
406,Gesundheit::N,здоровье,health
407,Krankheit::N,болезнь,illness
408,Schmerz::N,боль,pain
409,Wunde::N,рана,wound
410,Fieber::N,лихорадка,fever
411,Fieber::N,температура,fever
412,Arznei::N,лекарство,medicine
413,Brücke::N,мост,bridge
414,Brunnen::N,колодец,well
415,Weide::N,пастбище,pasture
416,Pfad::N,тропа,path
417,Weg::N,путь,way
418,Weg::N,дорога,way
419,Straße::N,улица,road
420,Straße::N,дорога,road
421,Dorf::N,деревня,village
422,Stadt::N,город,town
423,Brief::N,письмо,letter
424,Buch::N,книга,book
425,Buchstabe::N,буква,character
426,Zeitung::N,газета,newspaper
427,Leben::N,жизнь,life
428,Tod::N,смерть,death
429,Grab::N,могила,grave
430,Kirche::N,церковь,church
431,Sünde::N,грех,sin
432,Gott::N,бог,god
433,Arbeiter::N,рабочий,worker
434,Chef::N,начальник,boss
435,Meister::N,мастер,master
436,Arzt::N,врач,doctor
437,Lehrer::N,учитель,teacher
438,Geld::N,деньги,money
439,Geschäft::N,занятие,business
440,Laden::N,магазин,shop
441,Preis::N,цена,price
442,Ware::N,товар,ware
443,Nutzen::N,выгода,profit
444,Reichtum::N,богатство,wealth
445,Welt::N,мир,world
446,Land::N,страна,country
447,Staat::N,государство,state
448,König::N,король,king
449,Macht::N,власть,power
450,Grenze::N,граница,border
451,Krieg::N,война,war
452,Feind::N,враг,enemy
453,Gewalt::N,насилие,violence
454,Kampf::N,борьба,fight
455,Bogen[Waffe]::N,лук,bow
456,Pfeil::N,стрела,arrow
457,Gewehr::N,ружье,gun
458,Fehler::N,ошибка,mistake
459,Lüge::N,ложь,lie
460,Schaden::N,вред,damage
461,Unglück::N,беда,misfortune
462,Schuld::N,вина,fault
463,Alter::N,возраст,age
464,Schluss::N,окончание,conclusion
465,Zeit::N,время,time
466,Tag::N,день,day
467,Morgen::N,утро,morning
468,Mittag::N,полдень,noon
469,Abend::N,вечер,evening
470,Nacht::N,ночь,night
471,Woche::N,неделя,week
472,Monat::N,месяц,month
473,Jahr::N,год,year
474,Frühling::N,весна,spring
475,Sommer::N,лето,summer
476,Herbst::N,осень,autumn
477,Winter::N,зима,winter
478,Januar::N,январь,January
479,Februar::N,февраль,February
480,März::N,март,March
481,April::N,апрель,April
482,Mai::N,май,May
483,Juni::N,июнь,June
484,Juli::N,июль,July
485,August::N,август,August
486,September::N,сентябрь,September
487,Oktober::N,октябрь,October
488,November::N,ноябрь,November
489,Dezember::N,декабрь,December
490,Montag::N,понедельник,Monday
491,Dienstag::N,вторник,Tuesday
492,Mittwoch::N,среда,Wednesday
493,Donnerstag::N,четверг,Thursday
494,Freitag::N,пятница,Friday
495,Samstag::N,суббота,Saturday
496,Sonntag::N,воскресенье,Sunday
497,groß::A,большой,big
498,klein::A,маленький,little
499,lang::A,длинный,long
500,kurz::A,короткий,short
501,breit::A,широкий,wide
502,schmal::A,узкий,narrow
503,dicht::A,густой,dense
504,dick[Gegenstand]::A,толстый,thick
505,dünn::A,тонкий,thin
506,fein::A,тонкий,delicate
507,fest::A,крепкий,firm
508,flach::A,плоский,flat
509,glatt::A,гладкий,smooth
510,hart::A,твердый,hard
511,weich::A,мягкий,soft
512,rund::A,круглый,round
513,spitz::A,остроконечный,pointed
514,scharf::A,острый,sharp
515,stumpf::A,тупой,blunt
516,schwer::A,тяжелый,heavy
517,schön::A,красивый,beautiful
518,heiß::A,жаркий,hot
519,warm::A,теплый,warm
520,kalt::A,холодный,cold
521,kühl::A,прохладный,cool
522,frisch::A,свежий,fresh
523,feucht::A,влажный,damp
524,nass::A,мокрый,wet
525,trocken::A,сухой,dry
526,voll::A,полный,full
527,voll::A,наполненный,full
528,leer::A,пустой,empty
529,offen::A,открытый,open
530,geschlossen::A,закрытый,closed
531,sauber::A,чистый,clean
532,schmutzig::A,грязный,dirty
533,roh::A,сырой,raw
534,reif::A,зрелый,ripe
535,lecker::A,вкусный,delicious
536,süß::A,сладкий,sweet
537,bitter::A,горький,bitter
538,sauer::A,кислый,sour
539,hell::A,светлый,bright
540,dunkel::A,темный,dark
541,schwarz::A,черный,black
542,weiß::A,белый,white
543,rot::A,красный,red
544,gelb::A,желтый,yellow
545,blau::A,синий,blue
546,grün::A,зеленый,green
547,grau::A,серый,grey
548,bunt::A,пестрый,colourful
549,bunt::A,пестрый,colorful
550,billig::A,дешевый,cheap
551,teuer::A,дорогой,dear
552,wertvoll::A,ценный,precious
553,blind::A,слепой,blind
554,taub::A,глухой,deaf
555,kräftig::A,могучий,powerful
556,stark::A,сильный,strong
557,schwach::A,слабый,weak
558,fett::A,жирный,fat
559,schlank::A,стройный,slim
560,hübsch::A,прелестный,pretty
561,böse::A,злой,evil
562,dumm::A,глупый,stupid
563,faul::A,ленивый,lazy
564,fleißig::A,прилежный,diligent
565,geizig::A,жадный,stingy
566,klug::A,умный,clever
567,geschickt::A,искусный,skilful
568,geschickt::A,искусный,skillful
569,lieb::A,милый,dear
570,lustig::A,веселый,merry
571,sanft::A,нежный,gentle
572,hungrig::A,голодный,hungry
573,krank::A,больной,sick
574,nackt::A,голый,naked
575,traurig::A,грустный,sad
576,lebendig::A,живой,living
577,gut::A,хороший,good
578,schlecht::A,плохой,bad
579,richtig::A,правильный,correct
580,schlimm::A,отвратительный,nasty
581,schlimm::A,мерзкий,nasty
582,wahr::A,настоящий,true
583,alt::A,старый,old
584,neu::A,новый,new
585,ehemalig::A,бывший,former
586,alt[Lebewesen]::A,пожилой,aged
587,jung::A,молодой,young
588,arm::A,бедный,poor
589,reich::A,богатый,rich
590,bekannt::A,знакомый,familiar
591,berühmt::A,знаменитый,famous
592,fremd::A,чужой,foreign
593,verschieden::A,разный,different
594,nah::A,близкий,near
595,fern::A,далекий,far
596,linker::A,левый,left
597,rechter::A,правый,right
598,anderer::A,другой,other
599,erster::A,первый,first
600,zweiter::A,второй,second
601,dritter::A,третий,third
602,letzter::A,последний,last
603,allein::ADV,один,alone
604,auf einmal::ADV,сразу,at once
605,zusammen::ADV,вместе,together
606,lange::ADV,долго,long
607,plötzlich::ADV,вдруг,suddenly
608,sofort::ADV,тотчас,instantly
609,später::ADV,позже,later
610,jetzt::ADV,сейчас,now
611,heute::ADV,сегодня,today
612,morgen::ADV,завтра,tomorrow
613,bald::ADV,скоро,soon
614,dann::ADV,потом,then
615,gestern::ADV,вчера,yesterday
616,einst::ADV,однажды,once
617,damals::ADV,тогда,at that time
618,danach::ADV,затем,afterwards
619,vorher::ADV,раньше,before
620,zuerst::ADV,сперва,at first
621,einmal::ADV,раз,once
622,manchmal::ADV,иногда,sometimes
623,oft::ADV,часто,often
624,immer::ADV,всегда,always
625,niemals::ADV,никогда,never
626,hier::ADV,здесь,here
627,hierhin::ADV,сюда,hither
628,hierhin::ADV,сюда,to here
629,hierhin::ADV,сюда,here
630,von hier::ADV,отсюда,hence
631,dort::ADV,там,there
632,dorthin::ADV,туда,thither
633,dorthin::ADV,туда,there
634,dorthin::ADV,туда,to there
635,geradeaus::ADV,прямо,ahead
636,vorwärts::ADV,вперед,forward
637,rückwärts::ADV,назад,backward
638,zurück::ADV,обратно,back
639,unten::ADV,внизу,below
640,hinab::ADV,вниз,down
641,oben::ADV,наверху,above
642,hinauf::ADV,вверх,up
643,überall::ADV,везде,everywhere
644,nicht::ADV,не,not
645,ein wenig::ADV,немного,a little
646,kaum::ADV,едва,hardly
647,sehr::ADV,очень,very
648,so::ADV,так,so
649,noch::ADV,еще,still
650,nur::ADV,только,only
651,schon::ADV,уже,already
652,wieder::ADV,опять,again
653,vergebens::ADV,напрасно,in vain
654,vor::PRP,перед,in front of
655,hinter::PRP,за,behind
656,hinter::PRP,позади,behind
657,unter::PRP,под,under
658,durch::PRP,сквозь,through
659,neben::PRP,возле,next to
660,zwischen::PRP,между,between
661,wegen::PRP,из-за,because of
662,dies::PRN,это,this
663,das::PRN,то,that
664,alles::PRN,все,everything
665,ich::PRN,я,I
666,du::PRN,ты,you
667,du::PRN,ты,thou
668,er::PRN,он,he
669,wir::PRN,мы,we
670,ihr::PRN,вы,you
671,sie::PRN,они,they
672,was::FPRN,что,what
673,wer::FPRN,кто,who
674,wo::FADV,где,where
675,wohin::FADV,куда,where ... to
676,wohin::FADV,куда,where to
677,wohin::FADV,куда,where
678,wie::FADV,как,how
679,warum::FADV,почему,why
680,wieviel::FNUM,сколько,how much
681,eins::NUM,один,one
682,zwei::NUM,два,two
683,drei::NUM,три,three
684,vier::NUM,четыре,four
685,fünf::NUM,пять,five
686,sechs::NUM,шесть,six
687,sieben::NUM,семь,seven
688,acht::NUM,восемь,eight
689,neun::NUM,девять,nine
690,zehn::NUM,десять,ten
691,elf::NUM,одиннадцать,eleven
692,zwölf::NUM,двенадцать,twelve
693,zwanzig::NUM,двадцать,twenty
694,dreißig::NUM,тридцать,thirty
695,vierzig::NUM,сорок,forty
696,fünfzig::NUM,пятьдесят,fifty
697,sechzig::NUM,шестьдесят,sixty
698,siebzig::NUM,семьдесят,seventy
699,achtzig::NUM,восемьдесят,eighty
700,neunzig::NUM,девяносто,ninety
701,hundert::NUM,сто,a hundred
702,tausend::NUM,тысяча,a thousand
703,und::CNJ,и,and
704,oder::CNJ,или,or
705,oder::CNJ,либо,or
706,stehen::V,стоять,stand
707,sitzen::V,сидеть,sit
708,liegen::V,лежать,lie
709,hängen::V,висеть,hang
710,werden::V,стать,become
711,passieren::V,случиться,happen
712,beginnen::V,начаться,begin
713,enden::V,кончиться,end
714,wechseln::V,меняться,change
715,aufgehen[Sonne]::V,взойти,rise
716,untergehen[Sonne]::V,зайти,set
717,scheinen[Sonne]::V,светить,shine
718,donnern::V,греметь,thunder
719,wehen::V,дуть,blow
720,strömen::V,литься,stream
721,fließen::V,течь,flow
722,sich drehen::V,вращаться,revolve
723,schwanken::V,колебаться,sway
724,schwingen::V,качаться,swing
725,fallen::V,падать,fall
726,brennen::V,гореть,burn
727,rauchen::V,дымить,smoke
728,regnen::V,дождить,rain
729,gefrieren::V,замерзнуть,freeze
730,tauen::V,таять,thaw
731,schmelzen::V,плавиться,melt
732,trocknen::V,сохнуть,dry
733,sieden::V,кипеть,boil
734,faulen::V,гнить,rot
735,verfaulen::V,сгнить,decay
736,reißen::V,рваться,snap
737,versinken::V,тонуть,sink
738,vergehen::V,проходить,pass
739,erscheinen::V,появиться,appear
740,verschwinden::V,исчезнуть,disappear
741,sinken::V,спадать,drop
742,abnehmen::V,уменьшиться,decrease
743,zunehmen::V,увеличиваться,increase
744,steigen::V,подниматься,rise
745,wachsen::V,расти,grow
746,glänzen::V,блестеть,shine
747,funkeln::V,сверкать,sparkle
748,lärmen::V,шуметь,be noisy
749,läuten::V,звонить,chime
750,klingeln::V,звонить,ring
751,klirren::V,звякать,tinkle
752,brausen::V,бушевать,roar
753,rauschen::V,шелестеть,rustle
754,klingen::V,звучать,sound
755,bellen::V,лаять,bark
756,heulen::V,выть,howl
757,blasen::V,дунуть,blow
758,pfeifen::V,свистеть,whistle
759,schreien::V,кричать,shout
760,stöhnen::V,стонать,groan
761,zittern::V,дрожать,tremble
762,leben::V,жить,be alive
763,geboren werden::V,родиться,be born
764,atmen::V,дышать,breathe
765,trinken::V,пить,drink
766,essen::V,есть,eat
767,essen::V,кушать,eat
768,schlucken::V,глотать,swallow
769,müde werden::V,устать,get tired
770,einschlafen::V,заснуть,fall asleep
771,schlafen::V,спать,sleep
772,aufwachen::V,проснуться,wake up
773,aufstehen::V,встать,get up
774,sich erholen::V,отдыхать,relax
775,krank werden::V,заболеть,fall ill
776,krank sein::V,болеть,be ill
777,schmerzen::V,болеть,ache
778,husten::V,кашлять,cough
779,genesen::V,поправиться,recover
780,sterben::V,умереть,die
781,umkommen::V,погибнуть,perish
782,sich bewegen::V,двигаться,move
783,sich rühren::V,шевельнуться,budge
784,sich erheben::V,встать,stand up
785,sich setzen::V,сесть,sit down
786,hinfallen::V,упасть,tumble
787,laufen::V,ходить,walk
788,schreiten::V,шагать,pace
789,spazierengehen::V,гулять,go for a walk
790,eilen::V,спешить,rush
791,sich beeilen::V,торопиться,hurry
792,sausen::V,мчаться,dash
793,rennen::V,бегать,run
794,springen::V,прыгать,jump
795,klettern::V,лазать,climb
796,schaukeln::V,раскачиваться,seesaw
797,kriechen::V,ползать,creep
798,schwimmen::V,плавать,swim
799,tauchen::V,нырять,dive
800,rudern::V,грести,row
801,fahren::V,ехать,drive
802,fliegen::V,летать,fly
803,gehen::V,идти,go
804,weggehen::V,уйти,go away
805,abfahren::V,отправиться,depart
806,anhalten::V,остановиться,stop
807,hineingehen::V,входить,go in
808,eintreten::V,войти,enter
809,kommen::V,прийти,come
810,ankommen::V,прибыть,arrive
811,zurückkommen::V,возвратиться,come back
812,bleiben::V,остаться,stay
813,warten::V,ждать,wait
814,erwarten::V,ожидать,wait for
815,suchen::V,искать,seek
816,suchen::V,искать,look for
817,finden::V,найти,find
818,versuchen::V,пытаться,try
819,vorbereiten::V,подготовить,prepare
820,lieben::V,любить,love
821,mögen::V,любить,like
822,lachen::V,смеяться,laugh
823,rühren::V,растрогать,move
824,weinen::V,плакать,weep
825,schimpfen::V,ругаться,grumble
826,sich ärgern::V,сердиться,be annoyed
827,sich fürchten::V,бояться,be afraid
828,fürchten::V,бояться,be afraid of
829,fliehen::V,убегать,flee
830,flüchten::V,убежать,escape
831,sehen::V,видеть,see
832,anschauen::V,посмотреть,look at
833,ansehen::V,смотреть,watch
834,hören::V,слышать,hear
835,zuhören::V,слушать,listen
836,probieren::V,пробовать,taste
837,riechen::V,нюхать,smell
838,fühlen::V,чувствовать,feel
839,scheinen::V,казаться,seem
840,zu sehen sein::V,виднеться,show
841,vernehmen::V,услышать,hear
842,frieren::V,мерзнуть,be cold
843,tun::V,делать,do
844,können::V,мочь,can
845,können::V,уметь,can
846,wollen::V,хотеть,want
847,anfangen::V,начать,start
848,beenden::V,закончить,finish
849,aufhören::V,перестать,stop
850,gelingen::V,удаться,succeed
851,geraten::V,оказаться,turn out
852,öffnen::V,открыть,open
853,schließen::V,закрыть,close
854,stellen::V,поставить,put
855,setzen::V,посадить,place
856,legen::V,класть,lay
857,berühren::V,трогать,touch
858,verbinden::V,связать,connect
859,bedecken::V,покрыть,cover
860,aufhängen::V,повесить,hang up
861,anzünden::V,зажечь,light
862,aufheben::V,поднять,pick up
863,zurücklassen::V,оставить,leave
864,verlieren::V,потерять,lose
865,fallen lassen::V,уронить,drop
866,machen::V,сделать,make
867,herstellen::V,изготовить,produce
868,bauen::V,строить,build
869,reparieren::V,чинить,mend
870,verbessern::V,улучшить,improve
871,ändern::V,изменить,alter
872,graben::V,копать,dig
873,beugen::V,согнуть,bow
874,biegen::V,погнуть,bend
875,drehen::V,вертеть,spin
876,wenden::V,повернуть,turn
877,umdrehen::V,перевернуть,turn around
878,heben::V,поднимать,raise
879,hochheben::V,поднять,lift
880,ergreifen::V,схватить,seize
881,halten::V,держать,hold
882,drücken::V,нажимать,press
883,schieben::V,толкать,push
884,kratzen::V,скрести,scrape
885,lecken::V,лизать,lick
886,beißen::V,кусать,bite
887,abreißen::V,оторвать,tear off
888,abschneiden::V,отрезать,cut off
889,binden::V,вязать,tie
890,stecken::V,воткнуть,stick
