,Concept_ID,ku,ar
185,Schlange[Tier]::N,mar,ثعبان
186,Wurm::N,kurm,دودة
187,Spinne::N,pîrê,عنكبوت
188,Ameise::N,mîro,نملة
189,Ameise::N,gêrîk,نملة
190,Laus::N,spi,قملة
191,Mücke::N,mêş,ناموسة
192,Fliege::N,mêş,ذبابة
193,Schmetterling::N,perperîk,فراشة
194,Beere::N,hirç,حبة
195,Apfel::N,sêv,تفاح
196,Pilz::N,bîrov,فطر
197,Zwiebel::N,pîvaz,بصل
198,Saat::N,tov,زرع
199,Korn::N,dexl,حبة
200,Heu::N,sap,دريس
201,Schale::N,qaşik,قشرة
202,Grube::N,çahl,نقرة
203,Falle::N,dafik,فخ
204,Falle::N,dafik,مصيدة
205,Schlinge::N,dahf,عروة
206,Spur::N,rêç,أثر
207,Asche::N,xweli,رماد
208,Dreck::N,gemarî,قذر
209,Eisen::N,hesing,حديد
210,Gold::N,zêr,ذهب
211,Silber::N,zîv,فضة
212,Kohle::N,komir,فحم
213,Glas::N,qedeh,زجاج
214,Lehm::N,kelpîç,طين
215,Sand::N,qûm,رمل
216,Mensch::N,mirov,إنسان
217,Mann::N,mêr,رجل
218,Frau::N,jin,امرأة
219,Kind::N,zarok,طفل
220,Junge::N,kur,ولد
221,Mädchen::N,keç,بنت
222,Mädchen::N,keçik,بنت
223,Familie::N,malbat,عائلة
224,Großvater::N,bapîr,جد
225,Großmutter::N,pîrik,جدة
226,Eltern::N,bavudê,أبوان
227,Eltern::N,bavudê,والدان
228,Vater::N,bav,أب
229,Mutter::N,dê,أم
230,Mutter::N,dayik,أم
231,Sohn::N,kur,إبن
232,Tochter::N,keç,بنت
233,Tochter::N,keç,إبنة
234,Bruder::N,bira,أخ
235,Bruder::N,bira,شقيق
236,Schwester::N,xweh,أخت
237,Onkel::N,am,عم
238,Onkel::N,xal,عم
239,Tante::N,metik,عمة
240,Tante::N,xaltîk,عمة
241,Ehemann::N,mêr,زوج
242,Ehefrau::N,kulfet,زوجة
243,Freude::N,kêfxweşî,فرح
244,Freude::N,kêfxweşî,سرور
245,Gelächter::N,pîrqînî,قهقهة
246,Glück::N,bext,سعادة
247,Kummer::N,derd,غم
248,Wunsch::N,daxwaz,منية
249,Wunsch::N,xwestek,منية
250,Lust::N,şewq,شهوة
251,Geist::N,aqil,روح
252,Gedanke::N,fikir,فكرة
253,Gedächtnis::N,aqil,ذاكرة
254,Verstand::N,fêm,عقل
255,Sinn::N,aqil,معنى
256,Grund::N,asas,سبب
257,Wahrheit::N,rastî,حقيقة
258,Gespräch::N,guftûgo,محادثة
259,Märchen::N,çirok,خرافة
260,Erzählung::N,çirok,قصة
261,Erzählung::N,çirok,حكاية
262,Erzählung::N,vegotin,قصة
263,Erzählung::N,vegotin,حكاية
264,Nachricht::N,nûçe,خبر
265,Neuigkeit::N,hewal,خبر جديد
266,Name::N,nav,اسم
267,Name::N,paşnav,اسم
268,Rätsel::N,tiştonek,لغز
269,Rede::N,gotar,خطبة
270,Rede::N,axavtin,خطبة
271,Sprache::N,ziman,لغة
272,Stimme::N,pejn,صوت
273,Wort::N,gotin,كلمة
274,Zeichen::N,şanek,رمز
275,Zeichen::N,şanek,إشارة
276,Ruf::N,hawar,نداء
277,Lärm::N,xarbalix,صخب
278,Lärm::N,xarbalix,ضجة
279,Laut::N,deng,صوت
280,Laut::N,hês,صوت
281,Ton::N,awaz,نغمة
282,Lied::N,sitran,أغنية
283,Ruhe::N,rihetî,هدوء
284,Leute::N,xelk,ناس
285,Volk::N,xelk,شعب
286,Arbeit::N,xebat,عمل
287,Gast::N,mêvan,ضيف
288,Geschenk::N,diyarî,هدية
289,Spiel::N,lîstik,لعب
290,Gesellschaft::N,komal,صحبة
291,Hilfe::N,alîkarî,عون
292,Hilfe::N,alîkarî,مساعدة
293,Freund::N,heval,صديق
294,Kamerad::N,heval,زميل
295,Angelegenheit::N,pirsgirêk,أمر
296,Angelegenheit::N,pirsgirêk,شأن
297,Anzahl::N,çend,عدد
298,Art::N,çeh,نوع
299,Stück::N,lib,قطعة
300,Stück::N,parçe,قطعة
301,Teil::N,parçe,قسم
302,Hälfte::N,nîvî,نصف
303,Kreis::N,çemil,دائرة
304,Kreuz::N,xaç,صليب
305,Linie::N,xezik,خط
306,Strich::N,xezik,شرطة
307,Abstand::N,dûrahî,مسافة
308,Entfernung::N,dûrahî,بعد
309,Gegend::N,dever,ناحية
310,Platz::N,çih,فراغ
311,Ort::N,dever,مكان
312,Seite::N,rûpel,جانب
313,Mitte::N,nav,وسط
314,Mitte::N,nabênê,وسط
315,Gegenstand::N,tişt,موضوع
316,Sache::N,tişt,شيء
317,Rand::N,kevî,حافة
318,Kante::N,kevî,حافة
319,Ecke::N,qunç,ركن
320,Spitze::N,derzî,سن
321,Ende::N,talî,طرف
322,Loch::N,qul,ثقب
323,Winkel::N,kurnîşk,زاوية
324,Muster::N,desen,عينة
325,Größe::N,mezinî,حجم
326,Länge::N,dirêjahî,طول
327,Höhe::N,bilindayî,علو
328,Höhe::N,bilindayî,ارتفاع
329,Gewicht::N,giranî,وزن
330,Menge::N,qas,كمية
331,Haufen::N,lod,كوم
332,Reihe::N,rêz,صف
333,Boot::N,kelek,قارب
334,Boot::N,kelek,زورق
335,Ruder::N,bêrik,مجذاف
336,Schlitten::N,xîjik,مزلقة
337,Ski::N,lakan,زلاجة
338,Lagerfeuer::N,agir,نار المخيم
339,Last::N,bar,حمل
340,Gang::N,fîtêz,مشية
341,Schritt::N,gav,خطوة
342,Norden::N,bakur,شمال
343,Süden::N,başur,جنوب
344,Westen::N,rojava,غرب
345,Osten::N,rojhilat,شرق
346,Holz::N,dep,خشب
347,Brett::N,dep,لوح
348,Platte::N,dep,صفيحة
349,Stütze::N,destek,سند
350,Stütze::N,destek,دعامة
351,Stange::N,sing,عود
352,Stock::N,çam,عصا
353,Stab::N,qat,قضيب
354,Rohr::N,borî,أنبوبة
355,Haus::N,mal,دار
356,Haus::N,mal,بيت
357,Haus::N,xanî,دار
358,Haus::N,xanî,بيت
359,Heim::N,mal,بيت
360,Heim::N,mal,مسكن
361,Ofen::N,sobe,مدفأة
362,Fußboden::N,binpê,أرضية
363,Tisch::N,mase,مائدة
364,Stuhl::N,kursî,كرسي
365,Wiege::N,derguş,مهد
366,Bett::N,qerewêle,سرير
367,Regal::N,rêbaz,رف
368,Kiste::N,sindoq,صندوق
369,Fenster::N,çam,شباك
370,Fenster::N,çam,نافذة
371,Fenster::N,şibeke,شباك
372,Fenster::N,şibeke,نافذة
373,Tür::N,derî,باب
374,Tor::N,derge,بوابة
375,Zaun::N,hejik,سياج
376,Dach::N,sere xanî,سطح
377,Leiter::N,pêling,سلم
378,Besen::N,melkes,مكنسة
379,Spaten::N,mer,مسحاة
380,Schaufel::N,bêr,مجرفة
381,Gabel::N,çetel,شوكة
382,Löffel::N,kevçî,ملعقة
383,Messer::N,kêr,سكين
384,Nagel::N,bizmar,مسمار
385,Netz::N,tor,شبكة
386,Haken::N,çenqel,خطاف
387,Haken::N,çenqel,صنارة
388,Griff::N,destî,قبضة
389,Schloss::N,qonax,قفل
390,Bild::N,dimen,صورة
391,Figur::N,figûr,تمثال
392,Puppe::N,bûk,دمية
393,Beutel::N,kîsik,كيس
394,Bündel::N,pêçek,ربطة
395,Tasche::N,bêrîk,شنطة
396,Tasche::N,bêrîk,محفظة
397,Eimer::N,dewl,سطل
398,Eimer::N,dewl,جردل
399,Deckel::N,devik,سداد
400,Geschirr::N,ferax,أوان
401,Sack::N,tûr,زكيبة
402,Tasse::N,kada,فنجان
403,Topf::N,beroş,قدر
404,Topf::N,beroş,طنجرة
405,Kessel::N,şîril,قدر
406,Kessel::N,şîril,غلاية
407,Essen::N,xwarin,طعام
408,Nahrung::N,xwarin,غذاء
409,Speise::N,xwarin,أكل
410,Fleisch::N,goşt,لحم
411,Getreide::N,zad,حبوب
412,Brei::N,hewdêl,عصيدة
413,Brot::N,,خبز
414,Scheibe::N,parçe,شريحة
415,Fett::N,rûn,سمن
416,Butter::N,rûn,زبدة
417,Öl::N,rûn,زيت
418,Salz::N,xwe,ملح
419,Suppe::N,şorbe,حساء
420,Suppe::N,şorbe,شربة
421,Honig::N,hingiv,عسل
422,Milch::N,şîr,حليب
423,Tee::N,çay,شاي
424,Leder::N,çerm,جلد
425,Wolle::N,herî,صوف
426,Stoff::N,paç,قماش
427,Nadel::N,derzî,إبرة
428,Faden::N,ta,خيط
429,Knopf::N,bişkok,زر
430,Knoten::N,girêk,عقدة
431,Farbe::N,boyax,صبغة
432,Kleidung::N,çil,ملابس
433,Hemd::N,qutik,قميص
434,Hemd::N,miltan,قميص
435,Kragen::N,stûvang,ياقة
436,Ärmel::N,hûçik,كم
437,Hose::N,şewel,سروال
438,Hose::N,şewel,بنطلون
439,Gürtel::N,qayiş,حزام
440,Mütze::N,fîno,طاقية
441,Schuh::N,şêkal,حذاء
442,Stiefel::N,gizme,جزمة
443,Stiefel::N,gizme,حذاء طويل
444,Stiefel::N,çizme,جزمة
445,Stiefel::N,çizme,حذاء طويل
446,Ring::N,xelek,حلقة
447,Band::N,band,شريط
448,Kamm::N,şeh,مشط
449,Spiegel::N,eynik,مرآة
450,Riemen::N,qayiş,سير
451,Schnur::N,doxin,حبل
452,Schnur::N,doxin,دوبارة
453,Leine::N,şirît,قيد
454,Decke::N,bataniye,بطانية
455,Kissen::N,balgî,وسادة
456,Tuch::N,şar,منديل
457,Handtuch::N,dezmal,فوطة
458,Handtuch::N,dezmal,منشفة
459,Kraft::N,hêz,قدرة
460,Kraft::N,qewet,قدرة
461,Stärke::N,xurtî,قوة
462,Gesundheit::N,nojdarî,صحة
463,Krankheit::N,nexweşî,مرض
464,Schmerz::N,êş,ألم
465,Schmerz::N,êş,وجع
466,Wunde::N,kul,جرح
467,Fieber::N,ta,حمى
468,Arznei::N,derman,دواء
469,Brücke::N,kopî,جسر
470,Brunnen::N,çal,بئر
471,Brunnen::N,kani,بئر
472,Weide::N,beyar,مرعى
473,Pfad::N,xaçirek,درب
474,Weg::N,rê,سكة
475,Straße::N,rê,طريق
476,Dorf::N,gund,قرية
477,Stadt::N,baçar,مدينة
478,Brief::N,name,خطاب
479,Brief::N,name,مكتوب
480,Buch::N,kitêb,كتاب
481,Buch::N,pirtûk,كتاب
482,Buchstabe::N,herf,حرف
483,Zeitung::N,rojname,جريدة
484,Leben::N,jiyan,عيش
485,Leben::N,jiyan,حياة
486,Tod::N,mirin,موت
487,Tod::N,mirin,وفاة
488,Grab::N,mezel,قبر
489,Kirche::N,gilyas,كنيسة
490,Sünde::N,guneh,خطيئة
491,Gott::N,xwedê,إله
492,Arbeiter::N,hîşçî,عامل
493,Chef::N,bêg,رئيس
494,Meister::N,hoste,أسطى
495,Arzt::N,doktor,طبيب
496,Lehrer::N,mamoste,مدرس
497,Geld::N,pere,نقود
498,Geschäft::N,firoşgeh,صفقة
499,Laden::N,dikan,دكان
500,Preis::N,buha,سعر
501,Ware::N,tişt,بضاعة
502,Nutzen::N,fêde,فائدة
503,Reichtum::N,serwet,غنى
504,Reichtum::N,serwet,ثروة
505,Welt::N,dinya,عالم
506,Welt::N,dinya,دنيا
507,Land::N,welat,بلد
508,Staat::N,dewlet,دولة
509,König::N,şah,ملك
510,König::N,qral,ملك
511,Macht::N,qewet,سلطة
512,Macht::N,destihilat,سلطة
513,Grenze::N,kevî,حدود
514,Krieg::N,çeng,حرب
515,Krieg::N,sêwaş,حرب
516,Feind::N,dijmin,عدو
517,Gewalt::N,zor,عنف
518,Kampf::N,şer,قتال
519,Bogen[Waffe]::N,kêvan,قوس
520,Pfeil::N,çîrik,سهم
521,Gewehr::N,tifing,بندقية
522,Fehler::N,şaşî,خطأ
523,Lüge::N,derew,كذب
524,Schaden::N,xisar,تلف
525,Unglück::N,bêbextî,نحس
526,Schuld::N,suç,ذنب
527,Alter::N,temen,سن
528,Alter::N,temen,عمر
529,Schluss::N,girtin,ختام
530,Schluss::N,girtin,نهاية
531,Zeit::N,çax,وقت
532,Tag::N,roj,يوم
533,Morgen::N,sibeh,صباح
534,Mittag::N,nîro,ظهر
535,Abend::N,êvar,مساء
536,Nacht::N,şev,ليلة
537,Woche::N,heftî,أسبوع
538,Monat::N,meh,شهر
539,Jahr::N,sal,عام
540,Jahr::N,sal,سنة
541,Frühling::N,bihar,ربيع
542,Sommer::N,havîn,صيف
543,Herbst::N,payîz,خريف
544,Winter::N,zistan,شتاء
545,Januar::N,çile,يناير
546,Januar::N,çile,كانون الثاني
547,Februar::N,sibat,شباط
548,Februar::N,sibat,فبراير
549,März::N,adar,آذار
550,März::N,adar,مارس
551,April::N,nîsan,نيسان
552,Mai::N,gûlan,مايو
553,Juni::N,hezîran,يونيو
554,Juni::N,hezîran,حزيران
555,Juli::N,tîmeh,تموز
556,Juli::N,tîmeh,يوليو
557,August::N,tebax,آب
558,August::N,tebax,أغسطس
559,September::N,îlon,أيلول
560,September::N,îlon,سبتمبر
561,Oktober::N,çotmeh,أكتوبر
562,Oktober::N,çotmeh,تشرين الأول
563,November::N,mijdar,نوفمبر
564,November::N,mijdar,تشرين الثاني
565,Dezember::N,kanûn,ديسمبر
566,Dezember::N,kanûn,كانون الأول
567,Montag::N,duşemb,يوم الاثنين
568,Dienstag::N,sêşem,يوم الثلاثاء
569,Mittwoch::N,çarşemb,يوم الأربعاء
570,Donnerstag::N,pêşemb,يوم الخميس
571,Freitag::N,în,يوم الجمعة
572,Samstag::N,şemî,يوم السبت
573,Sonntag::N,yekşemb,يوم الأحد
574,groß::A,mezin,كبير
575,klein::A,çûçik,صغير
576,lang::A,dirêj,طويل
577,kurz::A,kin,قصير
578,breit::A,fireh,واسع
579,schmal::A,tenik,ضيق
580,dicht::A,gir,كث
581,dicht::A,gir,كثيف
582,dick[Gegenstand]::A,şîşman,غليظ
583,dünn::A,zirav,رفيع
584,fein::A,tenik,رقيق
585,fest::A,saxlem,متين
586,flach::A,pahn,سهل
587,flach::A,pahn,منبسط
588,glatt::A,dûz,ناعم
589,glatt::A,şayîk,ناعم
590,hart::A,hişk,صلب
591,hart::A,hişk,جامد
592,weich::A,nerm,لين
593,rund::A,gilover,مستدير
594,spitz::A,pîj,مدبب
595,scharf::A,tûj,حاد
596,stumpf::A,ne tûj,ثالم
597,schwer::A,giran,ثقيل
598,schön::A,xweş,جميل
599,schön::A,xweşik,جميل
600,heiß::A,kelandî,حار
601,heiß::A,kelandî,ساخن
602,warm::A,germ,دافئ
603,kalt::A,sar,بارد
604,kühl::A,jemîrî,قر
605,frisch::A,ter,طازج
606,feucht::A,şil,رطب
607,nass::A,şilek,مبلول
608,trocken::A,zuwa,جاف
609,voll::A,tijî,ملء
610,leer::A,vala,خال
611,leer::A,vala,فارغ
612,offen::A,vekirî,مفتوح
613,geschlossen::A,asê,مغلق
614,sauber::A,pakij,نظيف
615,schmutzig::A,lewitî,قذر
616,roh::A,xav,نيء
617,reif::A,gihaştî,ناضج
618,lecker::A,xweş,لذيذ
619,süß::A,şîrîn,حلو
620,bitter::A,tahl,مر
621,sauer::A,tirş,حامض
622,hell::A,ronî,نير
623,dunkel::A,tarî,مظلم
624,schwarz::A,reş,أسود
625,weiß::A,sipî,أبيض
626,rot::A,sor,أحمر
627,gelb::A,zer,أصفر
628,blau::A,şîn,أزرق
629,grün::A,şîn,أخضر
630,grau::A,gewr,رمادي
631,bunt::A,rengîn,ملوب
632,billig::A,erzan,رخيص
633,teuer::A,biha,غال
634,wertvoll::A,hêja,ثمين
635,wertvoll::A,giranbiha,ثمين
636,blind::A,kor,أعمى
637,taub::A,kerr,أصم
638,taub::A,kerr,أطرش
639,kräftig::A,gir,قوي
640,kräftig::A,xurt,قوي
641,stark::A,xurt,قوي
642,schwach::A,kesad,ضعيف
643,fett::A,qelew,سمين
644,schlank::A,zirav,أهيف
645,hübsch::A,xweşik,جميل
646,böse::A,xerab,رديء
647,böse::A,aciz,رديء
648,dumm::A,gêj,أبله
649,dumm::A,gêj,أحمق
650,faul::A,têmbêl,كسلان
651,fleißig::A,jêhatî,مجتهد
652,geizig::A,destgirtî,بخيل
653,klug::A,baqil,ذكي
654,klug::A,baqil,عاقل
655,geschickt::A,zîrek,ماهر
656,geschickt::A,ziring,ماهر
657,lieb::A,delal,عزيز
658,lustig::A,kêfxweş,مرح
659,sanft::A,nazenîn,حليم
660,hungrig::A,birçî,جائع
661,krank::A,nexweş,مريض
662,nackt::A,rût,عار
663,nackt::A,tazî,عار
664,traurig::A,xemgîn,حزين
665,lebendig::A,bisaxî,حي
666,gut::A,baş,جيد
667,schlecht::A,xerab,سيء
668,richtig::A,rast,صحيح
669,richtig::A,saxlem,صحيح
670,schlimm::A,nebaş,خبيث
671,wahr::A,rast,حق
672,alt::A,pîr,قديم
673,alt::A,kevn,قديم
674,neu::A,nû,جديد
675,ehemalig::A,kevnar,سابق
676,ehemalig::A,peşidar,سابق
677,alt[Lebewesen]::A,pîr,مسن
678,jung::A,xort,شاب
679,jung::A,xort,صغير
680,arm::A,feqîr,فقير
681,arm::A,desteng,فقير
682,reich::A,dewlemend,غني
683,bekannt::A,naskirî,معلوم
684,berühmt::A,navdar,مشهور
685,fremd::A,xerîb,أجنبي
686,verschieden::A,çîhê,مختلف
687,nah::A,nêzîk,قريب
688,fern::A,dûr,بعيد
689,linker::A,çepê,يسار
690,rechter::A,rastê,يمين
691,anderer::A,yê din,آخر
692,erster::A,yekemîn,أول
693,zweiter::A,duda,ثان
694,dritter::A,sisêya,ثالث
695,letzter::A,paşîn,أخير
696,allein::ADV,tenê,وحده
697,auf einmal::ADV,jar kê,بالمرة
698,zusammen::ADV,tev,معا
699,zusammen::ADV,bi hev re,معا
700,lange::ADV,dirêj,مدة طويلة
701,plötzlich::ADV,ji nişkave,فجأة
702,sofort::ADV,yekser,حالا
703,sofort::ADV,yekser,فورا
704,später::ADV,paşiyê,فيما بعد
705,jetzt::ADV,nuha,الآن
706,jetzt::ADV,nuha,حاليا
707,heute::ADV,îro,اليوم
708,morgen::ADV,sibeh,غدا
709,bald::ADV,nêzîk,قريبا
710,dann::ADV,paşê,ثم
711,gestern::ADV,do,أمس
712,gestern::ADV,do,البارحة
713,einst::ADV,jar ke,قديما
714,damals::ADV,hîngî,حينئذ
715,danach::ADV,piştra,ثم
716,danach::ADV,piştra,بعد ذلك
717,vorher::ADV,pîşî,من قبل
718,vorher::ADV,pîşî,قبل ذلك
719,zuerst::ADV,bere,أولا
720,einmal::ADV,çarik,مرة
721,manchmal::ADV,çarna,أحيانا
722,oft::ADV,gelek çaran,كثيرا
723,immer::ADV,daîm,دائما
724,niemals::ADV,tu çar,لا أبدا
725,hier::ADV,li vir,هنا
726,hierhin::ADV,vir,إلى هنا
727,von hier::ADV,ji vir,من هنا
728,dort::ADV,li wê derê,هناك
729,dorthin::ADV,wêda,إلى هناك
730,geradeaus::ADV,rastê rast,إلى الأمام
731,vorwärts::ADV,ber bi pêş,إلى الأمام
732,rückwärts::ADV,paşpê,إلى الوراء
733,zurück::ADV,paşdo,عودا
734,zurück::ADV,paşdo,إلى الخلف
735,zurück::ADV,paşvê,عودا
736,zurück::ADV,paşvê,إلى الخلف
737,unten::ADV,jêrî,تحت
738,unten::ADV,jêrî,في الأسفل
739,hinab::ADV,berjêr,إلى تحت
740,oben::ADV,banî,فوق
741,oben::ADV,banî,في الأعلى
742,hinauf::ADV,banî,إلى فوق
743,hinauf::ADV,banî,إلى الأعلى
744,überall::ADV,li her derê,في كل مكان
745,nicht::ADV,ne,لا
746,nicht::ADV,ne,لم
747,nicht::ADV,nîn,لا
748,nicht::ADV,nîn,لم
749,nicht::ADV,tine,لا
750,nicht::ADV,tine,لم
751,ein wenig::ADV,hebkî,قليلا
752,kaum::ADV,tema,كاد لا
753,kaum::ADV,himangi,كاد لا
754,sehr::ADV,gelek,جدا
755,sehr::ADV,gelek,كثيرا
756,so::ADV,weha,كذا
757,so::ADV,weha,كذلك
758,noch::ADV,hêj,ما زال
759,noch::ADV,dîsa,ما زال
760,nur::ADV,tenê,فقط
761,nur::ADV,bes,فقط
762,schon::ADV,hew,قد
763,wieder::ADV,jar din,من جديد
764,wieder::ADV,jar din,مرة أخرى
765,wieder::ADV,dîsa,من جديد
766,wieder::ADV,dîsa,مرة أخرى
767,vergebens::ADV,deya çun,عبثا
768,vergebens::ADV,îfleh bûn,عبثا
769,vor::PRP,li ber,أمام
770,hinter::PRP,li pişt,خلف
771,hinter::PRP,li pişt,وراء
772,unter::PRP,li bin,تحت
773,durch::PRP,kura,عبر
774,durch::PRP,kura,خلال
775,neben::PRP,li ba,جنب
776,neben::PRP,li ba,بجانب
777,zwischen::PRP,nabeyne,بين
778,zwischen::PRP,di nav...da,بين
779,wegen::PRP,ji bo,بسبب
780,wegen::PRP,ji ber,بسبب
781,dies::PRN,ev,هذا
782,das::PRN,ev,ذلك
783,alles::PRN,hemû,الكل
784,ich::PRN,ez,أنا
785,du::PRN,tu,أنت
786,er::PRN,wî,هو
787,wir::PRN,êm,نحن
788,ihr::PRN,hûn,أنتم
789,ihr::PRN,hûn,أنتن
790,sie::PRN,we,هم
791,sie::PRN,we,هن
792,was::FPRN,çi,ما
793,wer::FPRN,ki,من
794,wo::FADV,li ku dere,أين
795,wohin::FADV,li ku dere,إلى أين
796,wie::FADV,çawa,كيف
797,warum::FADV,çima,لماذا
798,wieviel::FNUM,çend,كم
