,Concept_ID,te,lbe
124,Blatt::N,ఆకు,чӏапӏи
125,Birke::N,తరహా చెట్టు,кӏялахӏи
126,Birke::N,తరహా చెట్టు,кӏялахӏилул мурхь
127,Kiefer[Baum]::N,దేవదారు చెట్టు,ттар
128,Kiefer[Baum]::N,దేవదారు చెట్టు,ттарлил мурхь
129,Weide[Baum]::N,జాతిచెట్టు,щавщи
130,Tanne::N,దేవదారుచెట్టు,ттарлил мурхь
131,Horn::N,కొమ్ము,хъи
132,Feder::N,ఈక,лелуххул тӏиму
133,Fell::N,తోలు,бурчу
134,Flügel::N,ఱెక్క,хъа
135,Flügel::N,ఱెక్క,ххурупӏайрал тӏиму
136,Klaue::N,వంకరగోరు,михь
137,Kralle::N,వంకరగోరు,ххяппа
138,Schwanz::N,తోక,магъ
139,Ei::N,గ్రుడ్డు,ккунук
140,Nest::N,పక్షిగూడు,кюру
141,Bau::N,గుహ,цукъуккутӏ
142,Tier::N,జంతువు,хӏайван
143,Herde::N,మంద,газу
144,Kuh::N,ఆవు,оьл
145,Bulle::N,గిత్త,ниц
146,Pferd::N,గుఱ్ఱము,чу
147,Schaf::N,గొఱ్ఱె,тта
148,Schwein::N,పంది,дунгъуз
149,Hund::N,కుక్క,ккаччи
150,Katze::N,పిల్లి,ччиту
151,Bär::N,ఎలుగుబంటి,цуша
152,Eichhörnchen::N,ఉడుత,бюрхттукку
153,Elch::N,కణంజు,ниц-бюрин
154,Fuchs::N,గుంటనక్క,цулчӏа
155,Fuchs::N,గుంటనక్క,куча цулчӏа
156,Hase::N,కుందేలు,бюрх
157,Maus::N,చిట్టెలుక,кӏулу
158,Wolf::N,తోడేలు,барцӏ
159,Vogel::N,పక్షి,лелуххи
160,Schwarm::N,గుంపు,гьухъала
161,Huhn::N,కోడిపిల్ల,аьнакӏи
162,Hahn::N,కోడివుంజు,ажари
163,Gans::N,ఆడుబాతు,къаз
164,Adler::N,గ్రద్ద,барзу
165,Ente::N,పాట్టిబాతు,урдак
166,Eule::N,గ్రుడ్లగూబ,ису
167,Eule::N,గ్రుడ్లగూబ,ччиккумяв
168,Kranich::N,కొంగ,кьурукь
169,Krähe::N,కాకి,хъатӏу
170,Kuckuck::N,కోయల,ччикку
171,Schwan::N,హంస,урттил къаз
172,Fisch::N,చేప,чавахъ
173,Barsch::N,ఒకచేఁప,
174,Hecht::N,గండుమీను,
175,Schlange[Tier]::N,పాము,шатта
176,Wurm::N,పురుగు,кьюнукьай шатта
177,Spinne::N,సాలె పురుగు,ххялцу
178,Ameise::N,చీమ,митӏикьукьу
179,Laus::N,పేను,
180,Mücke::N,చీకటీగ,мичӏак
181,Fliege::N,ఈగ,зимиз
182,Schmetterling::N,సీతాకోకచిలుక,чӏимучӏали
183,Beere::N,కాయ,хӏаллил ахъулсса
184,Apfel::N,ఆపిల్ పండు,гьивч
185,Pilz::N,కుక్కగొడుగు,ттуккул иис
186,Zwiebel::N,నీరుల్లి,лаччул чсмусул бакӏ
187,Saat::N,విత్తనము,гьанна
188,Korn::N,గింజ,къама
189,Heu::N,ఎండుగడ్డి,ххулув
190,Schale::N,పొట్టు,ккиртту
191,Grube::N,గొయ్యి,кӏаланг
192,Falle::N,బోను,къатӏа
193,Schlinge::N,ఉరి,хӏатӏ
194,Spur::N,జాడ,ша
195,Asche::N,బూడిద,лах
196,Dreck::N,ముఱికి,кьяркьи
197,Dreck::N,ముఱికి,венп
198,Eisen::N,ఇనుము,мах
199,Gold::N,బంగారము,муси
200,Silber::N,వెండి,арцу
201,Kohle::N,నేలబొగ్గు,кӏалаш
202,Kohle::N,నేలబొగ్గు,хъуручӏ
203,Glas::N,గాజు,пюрун
204,Lehm::N,బంకమన్ను,сина аьрщи
205,Sand::N,ఇసుక,къун
206,Mensch::N,నరుడు,инсан
207,Mann::N,పురుమడు,чув
208,Mann::N,పురుమడు,адимина
209,Frau::N,ఆడుది,щарсса
210,Frau::N,ఆడుది,хъамитайпа
211,Kind::N,బిడ్డ,чӏиви оьрчӏ
212,Junge::N,బాలుడు,оьрчӏ
213,Junge::N,బాలుడు,бурхьин оьрчӏ
214,Mädchen::N,బాలిక,душ
215,Familie::N,కుటుంబము,кулпат
216,Großvater::N,తాత,ттатта
217,Großvater::N,తాత,ниттил ппу
218,Großmutter::N,అయ్యమ్మ,буттал нину
219,Eltern::N,తల్లితండ్రులు,нину-ппу
220,Vater::N,తండ్రి,ппу
221,Mutter::N,తల్లి,нину
222,Sohn::N,కొడుకు,арс
223,Tochter::N,కూతురు,душ
224,Bruder::N,పోదరుడు,уссу
225,Schwester::N,సోదరి,ссу
226,Onkel::N,మేనమామ,буттауссу
227,Tante::N,మేనత్త,буттал ссу
228,Tante::N,పినతల్లి,буттал ссу
229,Ehemann::N,భర్త,лас
230,Ehefrau::N,భార్య,щар
231,Ehefrau::N,భార్య,щарсса
232,Freude::N,సంతోషము,шадшиву
233,Freude::N,సంతోషము,ххаришиву
234,Gelächter::N,నవ్వు,хъяхъаву
235,Glück::N,సంతోషము,талихӏ
236,Kummer::N,దుఃఖము,дард
237,Wunsch::N,కోరిక,мурад
238,Lust::N,కోరిక,гьавас
239,Lust::N,కోరిక,ччаву
240,Geist::N,ఆత్మ,рухӏ
241,Gedanke::N,ఆలోచన,пикри
242,Gedächtnis::N,జ్ఞాపకము,дакӏний личӏаву
243,Verstand::N,మనస్సు,аькьлу
244,Sinn::N,అర్థము,мяъна
245,Grund::N,కారణము,багьана
246,Wahrheit::N,సత్యము,тӏайламур
247,Wahrheit::N,సత్యము,хӏакьмур
248,Gespräch::N,పంభాషణ,ихтилат
249,Märchen::N,అద్భుతకథ,магьа
250,Erzählung::N,కథ,хавар
251,Nachricht::N,వార్త,хавар
252,Neuigkeit::N,వార్త,хавар
253,Name::N,పేరు,цӏа
254,Rätsel::N,చిక్కు,ссигьа
255,Rede::N,ఉపన్యాసము,гъалгъа
256,Sprache::N,భాష,маз
257,Stimme::N,కంరథ్సని,чӏу
258,Stimme::N,కంరథ్సని,чӏукӏа
259,Wort::N,మాట,махъ
260,Zeichen::N,గుర్తు,лишан
261,Ruf::N,పిలువు,
262,Lärm::N,సందడి,чӏу
263,Laut::N,ధ్వని,чӏу
264,Ton::N,స్వరము,чӏу
265,Lied::N,పాట,балай
266,Ruhe::N,గాలిలేమి,дигьалагру
267,Leute::N,జనులు,инсантал
268,Volk::N,జాతి,ил
269,Volk::N,జాతి,халкь
270,Arbeit::N,పని,заву
271,Gast::N,అతిధి,хъамаличу
272,Geschenk::N,దానము,бухчакарши
273,Geschenk::N,దానము,лажинккакку
274,Spiel::N,ఆట,тӏуркӏу
275,Gesellschaft::N,జట్టు,жямат
276,Gesellschaft::N,జట్టు,ккуран
277,Hilfe::N,సాహాయ్యము,кумаг
278,Freund::N,స్నేహితుడు,дус
279,Kamerad::N,చెలికాడు,хӏаласу
280,Angelegenheit::N,విషయము,иш
281,Anzahl::N,లెక్క,аьдад
282,Art::N,జాతి,жинс
283,Stück::N,తునుక,касак
284,Teil::N,భాగము,бутӏа
285,Hälfte::N,సగము,дачӏи
286,Kreis::N,వృత్తము,кюрщан
287,Kreuz::N,సిలువ,ххач
288,Linie::N,గీత,щва
289,Strich::N,గీత,щва
290,Abstand::N,సందు,манзил
291,Entfernung::N,దూరము,манзил
292,Gegend::N,విస్తీర్ణము,кӏану
293,Platz::N,ఎడము,
294,Ort::N,స్థలము,кӏану
295,Seite::N,ప్రక్క,чул
296,Seite::N,ప్రక్క,чулухалу
297,Mitte::N,నడిమి,дя
298,Gegenstand::N,పద్దు,зат
299,Sache::N,వస్తువు,зат
300,Rand::N,అంచు,зума
301,Kante::N,అంచు,
302,Ecke::N,మూల,мурцӏу
303,Spitze::N,మొన,мицӏ
304,Ende::N,కొన,зума
305,Loch::N,రంధ్రము,ккутӏ
306,Winkel::N,కోణము,мурцӏу
307,Muster::N,మాదిరి,накьич
308,Größe::N,పరిమాణము,
309,Länge::N,పొడుగు,лахъишиву
310,Höhe::N,పొడుగు,лахъшиву
311,Gewicht::N,భారము,дуццин
312,Gewicht::N,భారము,кӏушиву
313,Menge::N,మొత్తము,
314,Haufen::N,రాశి,бакӏу
315,Reihe::N,వరుస,кьюкьа
316,Boot::N,పడవ,луткка
317,Ruder::N,అడక,весло
318,Ruder::N,అడక,чӏатӏа
319,Schlitten::N,సరవండ్లు,чана
320,Schlitten::N,సరవండ్లు,санкка
321,Ski::N,స్కీ,лижарду
322,Lagerfeuer::N,నెగడు,къавтӏн
323,Last::N,బరువు,гьиву
324,Gang::N,నడక,нанаву
325,Schritt::N,అడుగు,ша
326,Norden::N,ఉత్తరదిక్కు,ухссав
327,Norden::N,ఉత్తరదిక్కు,ухссавнил чулухалу
328,Süden::N,దక్షిణము,кьилва
329,Westen::N,పడమర,баргълагавал
330,Westen::N,పడమర,баргълагавал чул
331,Osten::N,తూర్పు,баргъбуккай чулухалу
332,Holz::N,కొయ్య,тӏама
333,Brett::N,పలక,тахта
334,Platte::N,పలక,гъуни
335,Stütze::N,వాల్సేడ్లు,гьалакӏу
336,Stange::N,స్తంభము,къазихъ
337,Stock::N,కఱ్ఱ,ттархь
338,Stab::N,కఱ్ఱ,ччантӏакъу
339,Rohr::N,గొట్టము,бургъу
340,Haus::N,ఇల్లు,къатта
341,Heim::N,స్వగృహము,къатта
342,Ofen::N,పొయ్యి,пач
343,Fußboden::N,నేల,чӏанкъатта
344,Tisch::N,మేజా,усттул
345,Stuhl::N,కుర్చీ,кӏану
346,Wiege::N,ఉయ్యాల,оьрчӏал кӏану
347,Bett::N,పడక,тах
348,Bett::N,మంచం,тах
349,Regal::N,అటక,чӏаму
350,Kiste::N,వెట్టె,яшикӏ
351,Kiste::N,వెట్టె,къурши
352,Fenster::N,కిటికి,чӏавахьулу
353,Tür::N,ద్వారము,нуз
354,Tür::N,ద్వారము,нузкьун
355,Tor::N,ద్వారము,къапу
356,Tor::N,ద్వారము,дарваза
357,Zaun::N,కంచె,дайгьузанну
358,Dach::N,ఇంటివైకప్పు,магъи
359,Dach::N,ఇంటివైకప్పు,цӏиялу
360,Leiter::N,నిచ్చెన,чуртту
361,Besen::N,చీపురుకట్ట,чӏатлу
362,Spaten::N,పాఱ,бил
363,Schaufel::N,పాఱ,чӏатӏа
364,Gabel::N,ముండ్లగరిటె,гьиссилу
365,Löffel::N,గరిటె,къуса
366,Messer::N,కత్తి,чӏила
367,Nagel::N,మేకు,мяр
368,Netz::N,వల,къери
369,Haken::N,కొక్కెము,къича
370,Griff::N,పిడి,куяму
371,Schloss::N,తాళము,кьункьула
372,Bild::N,చిత్రము,сурат
373,Figur::N,రూపము,
374,Puppe::N,బొమ్మ,ссихьу
375,Beutel::N,సంచి,чантай
376,Bündel::N,మూట,гьи
377,Bündel::N,మూట,къар
378,Tasche::N,సంచి,
379,Eimer::N,చేద,бадра
380,Deckel::N,మూత,къапаза
381,Geschirr::N,వంటకాలు,пюрунчӏул
382,Geschirr::N,వంటకాలు,тӏахӏникӏичӏу
383,Sack::N,గోనెసంచి,къап
384,Sack::N,గోనెసంచి,дарваг
385,Tasse::N,గిన్నె,пижан
386,Tasse::N,గిన్నె,пинжан
387,Tasse::N,గిన్నె,инкираччатӏи
388,Tasse::N,గిన్నె,цинцилттал бушкъап
389,Topf::N,కుండ,кӏункӏур
390,Kessel::N,నీరుకాచుపాత్ర,чаг
391,Kessel::N,నీరుకాచుపాత్ర,кӏункӏур
392,Essen::N,ఆహారము,дукия
393,Essen::N,ఆహారము,дукин
394,Nahrung::N,ఆహారము,дукра
395,Speise::N,ఆహారము,дукра
396,Fleisch::N,మాంసము,дикӏ
397,Getreide::N,ధాన్యము,къама
398,Brei::N,గుజ్జు,ккурч
399,Brot::N,రొట్టె,ччатӏ
400,Scheibe::N,బద్ద,парча
401,Fett::N,క్రొవ్వు,аьгъушиву
402,Butter::N,వెన్న,нагь
403,Butter::N,వెన్న,лагаву
404,Öl::N,నూనె,
405,Salz::N,ఉప్పు,цӏву
406,Suppe::N,చారు,накь
407,Honig::N,తెనె,ницӏ
408,Milch::N,పాలు,накӏ
409,Tee::N,తేనీరు,чяй
410,Leder::N,బాగుచేసివతోలు,бурчу
411,Wolle::N,ఉన్ని,ппал
412,Stoff::N,బట్ట,янна
413,Nadel::N,సూది,ххалаххи
414,Faden::N,దారము,ххал
415,Knopf::N,బొత్తాము,банд
416,Knoten::N,ముడి,къурхъ
417,Farbe::N,రంగు,сир
418,Kleidung::N,బట్టలు,янна
419,Kleidung::N,బట్టలు,лаххия
420,Hemd::N,చొక్కాయ,гьухъа
421,Kragen::N,మాల,дарвач
422,Ärmel::N,చొక్కాయచెయ్యి,кахха
423,Hose::N,ఇజారు,хӏажак
424,Gürtel::N,పటకా,мухӏлу
425,Mütze::N,టోపి,кьяпа
426,Schuh::N,పాదరక్ష,
427,Stiefel::N,బూటు,чакма
428,Ring::N,ఉంగరము,кӏисса
429,Band::N,నాడా,линт
430,Kamm::N,దువ్వెన,ттарал
431,Spiegel::N,అద్దము,дагьани
432,Riemen::N,వాడా,эн
433,Schnur::N,దారము,хьхьа
434,Leine::N,వారు,
435,Decke::N,కంబళి,виргъан
436,Kissen::N,తలగడ,кӏаралу
437,Tuch::N,బట్ట,карщи
438,Handtuch::N,తువాలు,калихьу
439,Handtuch::N,తువాలు,лажинлихьу
440,Kraft::N,బలము,эллаж
441,Stärke::N,శక్తి,гуж
442,Gesundheit::N,ఆరోగ్యము,цӏуллу-сагъшиву
443,Krankheit::N,రోగము,къашайшиву
444,Schmerz::N,నొప్పి,къюву
445,Wunde::N,గాయము,щаву
446,Fieber::N,జ్వరము,кӏиришиву
447,Arznei::N,మందు,дару
448,Brücke::N,వంతెన,ламу
449,Brunnen::N,బావి,къуй
450,Brunnen::N,కూపము,къуй
451,Brunnen::N,నుయ్యి,къуй
452,Weide::N,పచ్చికబయలు,бизантту
453,Pfad::N,కాలిత్రోవ,жегъир ххуллу
454,Weg::N,మార్గము,ххуллу
455,Straße::N,బాట,ххуллу
456,Dorf::N,గ్రామము,щар
457,Dorf::N,గ్రామము,шяравалу
458,Stadt::N,పట్టణము,шагьру
459,Brief::N,జాబు,чагъар
460,Buch::N,పుస్తకము,лу
461,Buchstabe::N,అక్షరము,хӏарп
462,Zeitung::N,వార్తాపత్రిక,кказит
463,Leben::N,ప్రాణము,оьрму
464,Tod::N,మరణము,ажал
465,Tod::N,మరణము,бивкӏу
466,Tod::N,మరణము,ивчӏаву
467,Grab::N,సమాధి,гьав
468,Kirche::N,క్రెస్తవులగుడి,килиса
469,Sünde::N,పాపము,бунагъ
470,Gott::N,దేవుడు,зал
471,Arbeiter::N,పనిపాటుచేశేవాడు,зузала
472,Chef::N,యజమానుడు,ялувма
473,Meister::N,కళాకారుడు,усттар
474,Arzt::N,వైద్యుడు,хӏакин
475,Lehrer::N,ఉపాధ్యాయుడు,учитель
476,Geld::N,ద్రవ్యము,арцу
477,Geschäft::N,వ్యాపారము,даву
478,Laden::N,అంగడి,ттучан
479,Preis::N,వెల,багъа
480,Ware::N,సరకులు,хъус
481,Nutzen::N,ప్రయోజనము,хайр
482,Nutzen::N,ప్రయోజనము,мюнпат
483,Reichtum::N,ధనము,давлат
484,Reichtum::N,ధనము,аваданшиву
485,Welt::N,ప్రపంచము,дуниял
486,Land::N,దేశము,билаят
487,Staat::N,రాజ్యము,паччахӏлугъ
488,König::N,రాజు,
489,Macht::N,అధికారము,власть
490,Grenze::N,సరిహద్దు,дазу
491,Krieg::N,యుద్ధము,дяъви
492,Feind::N,శత్రువు,душман
493,Gewalt::N,దౌర్జన్యము,къия
494,Kampf::N,పోట్లాట,лачӏуи уккаву
495,Bogen[Waffe]::N,విల్లు,ккуртта
496,Pfeil::N,బాణము,чӏатӏаракӏ
497,Gewehr::N,తుపాకి,ттупанг
498,Fehler::N,తప్ప,гъалатӏ
499,Lüge::N,అసత్యము,щялмахъ
500,Schaden::N,నష్టము,зарал
501,Unglück::N,దురదృష్టము,бала
502,Schuld::N,తప్పు,тахсир
503,Alter::N,వయస్సు,оьрму
504,Schluss::N,ముగింపు,ахир
505,Zeit::N,కాలము,чӏун
506,Tag::N,దినము,кьини
507,Morgen::N,ఉదయము,кӏюрх
508,Mittag::N,మధ్యాహ్నము,ахттайн
509,Mittag::N,మధ్యాహ్నము,дяахттайн
510,Mittag::N,మధ్యాహ్నము,ахттайн чӏун
511,Abend::N,సాయంకాలము,маркӏачӏан
512,Nacht::N,రత్రి,хьхьу
513,Woche::N,వారము,нюжмар
514,Monat::N,నెల,барз
515,Jahr::N,సంవత్సరము,шин
516,Frühling::N,వసంతకాలము,инт
517,Sommer::N,వేసవికాము,гъи
518,Herbst::N,ఆకురాలుకాలము,ссут
519,Winter::N,శీతకాలము,кӏи
520,Januar::N,జనవరి,цалчинмур барз
521,Februar::N,ఫిబ్రవరి,кӏилчинмур барз
522,März::N,మార్చి,шамилчинмур барз
523,April::N,ఏప్రిలు,апрель
524,April::N,ఏప్రిలు,мукьилчинмур барз
525,Mai::N,మే,май
526,Mai::N,మే,ххюлчинмур барз
527,Juni::N,జూన్,июнь
528,Juni::N,జూన్,ряххилчинмур барз
529,Juli::N,జూలై,июль
530,Juli::N,జూలై,Арулчинмур барз
531,August::N,ఆగస్టు,мяйлчинмур барз
532,September::N,సెప్ఠెంబరు,урчӏилчинмур барз
533,Oktober::N,అక్టోబరు,ацӏилчинмур барз
534,November::N,నవంబరు,ацӏния цалчинмур барз
535,Dezember::N,డిసెంబర్,ацӏния кӏилчинмур барз
536,Montag::N,సోమవారము,итин
537,Montag::N,సోమవారము,итин кьини
538,Dienstag::N,మంగళవారము,тталат
539,Dienstag::N,మంగళవారము,тталат кьини
540,Mittwoch::N,బుధవారము,арвахӏ
541,Donnerstag::N,గురువారము,хамис
542,Freitag::N,శుక్రవారము,нюжмар
543,Freitag::N,శుక్రవారము,нюжмар кьини
544,Samstag::N,శనివారము,ххуллун
545,Samstag::N,శనివారము,ххуллун кьини
546,Sonntag::N,ఆదివారము,алхӏат
547,Sonntag::N,ఆదివారము,алхӏат кьини
548,groß::A,గొప్పైన,бугъарасса
549,klein::A,చిన్న,чӏивисса
550,lang::A,పొడుగాటి,лахъисса
551,kurz::A,పొట్టి,кутӏасса
552,breit::A,వెడల్పైన,уттасса
553,schmal::A,ఇఱుకైన,уттакӏюласса
554,dicht::A,దట్టమైన,ццунсса
555,dick[Gegenstand]::A,దట్టమైన,ганзсса
556,dünn::A,పలుచని,кӏюласса
557,fein::A,నాజాకైన,
558,fest::A,దృడమైవ,цӏакьсса
559,fest::A,దృడమైవ,кьянкьасса
560,flach::A,చదువైన,баягъисса
561,flach::A,చదువైన,цӏубакъасса
562,flach::A,చదువైన,куртӏ дакъасса
563,glatt::A,నున్నని,дюрчӏусса
564,hart::A,కఠినమైన,кьянкьасса
565,weich::A,మృదువైన,кӏукӏлусса
566,rund::A,గుండ్రని,ккурккисса
567,spitz::A,మొనగల,ярксса
568,spitz::A,మొనగల,дайлсса
569,spitz::A,మొనగల,мицӏ бусса
570,scharf::A,పదనైన,ярксса
571,scharf::A,పదనైన,дайлсса
572,scharf::A,పదనైన,мицӏ бусса
573,stumpf::A,వాడిలేని,къуркъасса
574,schwer::A,బరువ్తెన,кӏусса
575,schön::A,సుందరమైన,аьнтӏикӏасса
576,heiß::A,వేడియైన,кӏирисса
577,warm::A,వెచ్చని,гъелисса
578,kalt::A,చల్లని,дяркъусса
579,kühl::A,చల్లని,дюхлулсса
580,frisch::A,తాజాయైన,цӏусса
581,feucht::A,చెమ్మగానున్న,атилсса
582,feucht::A,చెమ్మగానున్న,хъавтусса
583,nass::A,తడిగామన్న,атилсса
584,nass::A,తడిగామన్న,хъавтусса
585,trocken::A,ఎండిన,кьавкьсса
586,trocken::A,ఎండిన,кьакьан бувсса
587,voll::A,నిండు,бувцӏусса
588,leer::A,శూన్యమైన,бачӏвасса
589,offen::A,తెఱచియున్న,тӏивтӏусса
590,geschlossen::A,మూసిన,лавкьусса
591,sauber::A,పరిశుద్ధమైన,марцӏсса
592,schmutzig::A,ముఱికియైన,чапалсса
593,roh::A,పచ్చి,шакъавхьсса
594,reif::A,పండివ,дирсса
595,lecker::A,రుచి గల,нахӏусса
596,lecker::A,రుచి గల,тӏааьнсса
597,süß::A,తియ్యని,нацӏусса
598,bitter::A,చేదైన,кьурчӏисса
599,sauer::A,పుల్లని,туршсса
600,hell::A,కాంతిగల,чаннасса
601,dunkel::A,చీకటియైన,цӏансса
602,schwarz::A,నల్లని,лухӏисса
603,weiß::A,తెలుపు,кӏяласса
604,rot::A,ఎఱ్ఱని,ятӏулсса
605,gelb::A,పసుపు పచ్చ,хъахъисса
606,blau::A,నీలవర్ణము,някӏсса
607,grün::A,ఆకుపచ్చని,щюлисса
608,grau::A,నెరిసిన,оьрусса
609,bunt::A,రంగేలీ,оьрчӏикӏурисса
610,billig::A,చౌకయైన,кьювкьусса
611,teuer::A,వెలపొడుగైన,ххирасса
612,wertvoll::A,విలుప్తెన,багьасса
613,blind::A,గ్రుడ్డి,мурчӏисса
614,taub::A,చెవిటి,къюкӏсса
615,kräftig::A,శక్తి గల,гужсса
616,stark::A,బలమైన,кьянкьасса
617,schwach::A,బలహీనమైన,заэвсса
618,fett::A,క్రొవ్విన,бучсса
619,schlank::A,సన్నని,бювхъусса
620,hübsch::A,సాగప్తెన,янусса
621,böse::A,చెడ్డ,оьсса
622,dumm::A,తెలివిలేని,ахӏмакьсса
623,faul::A,సోమరియైన,танмалсса
624,faul::A,సోమరియైన,курчӏилсса
625,fleißig::A,శ్రద్దగల,хӏарачат бусса
626,geizig::A,పిసినారియైన,янттарцӏансса
627,klug::A,తెలివిగల,аькьлу бусса
628,geschickt::A,నిపుణతగల,паргалсса
629,lieb::A,ప్రియమైన,аьзизсса
630,lustig::A,ఉల్లాసము గల,тяхъасса
631,sanft::A,సాధువైన,иминсса
632,hungrig::A,ఆకలిగొనిన,ккашилсса
633,krank::A,వ్యాధిగల,къашавайсса
634,nackt::A,దిగంబరమైన,кӏачӏасса
635,traurig::A,విచారముగల,пашмансса
636,lebendig::A,ప్రాణముతో నున్న,уттавасса
637,gut::A,మంచి,ххуйсса
638,schlecht::A,చెడ్డ,оьккисса
639,richtig::A,సరియైన,саргъунсса
640,schlimm::A,అసహ్యమైన,оьккисса
641,wahr::A,నిజమైన,хӏакьсса
642,alt::A,ముసలి,кугьнасса
643,neu::A,క్రొత్త,цӏусса
644,ehemalig::A,పూర్వపు,хъхъичӏвасса
645,alt[Lebewesen]::A,ముసలి,агьилсса
