,Concept_ID,tt,pt
469,Topf::N,чүлмәк,tacho
470,Topf::N,чүлмәк,panela
471,Kessel::N,казан,caldeira
472,Essen::N,ашау,refeição
473,Nahrung::N,азык,comida
474,Nahrung::N,азык,alimento
475,Nahrung::N,тәгам,comida
476,Nahrung::N,тәгам,alimento
477,Nahrung::N,ашамлык,comida
478,Nahrung::N,ашамлык,alimento
479,Speise::N,ризык,prato
480,Fleisch::N,ит,carne
481,Getreide::N,ашлык,cereais
482,Brei::N,ботка,puré
483,Brot::N,ипи,pão
484,Brot::N,икмәк,pão
485,Scheibe::N,телем,fatia
486,Fett::N,май,banha
487,Fett::N,май,gordura
488,Butter::N,май,manteiga
489,Öl::N,май,azeite
490,Salz::N,тоз,sal
491,Suppe::N,шулпа,sopa
492,Suppe::N,шулпа,caldo
493,Honig::N,бал,mel
494,Milch::N,сөт,leite
495,Tee::N,чәй,chá
496,Leder::N,күн,couro
497,Wolle::N,йон,lã
498,Stoff::N,тукыма,pano
499,Stoff::N,тукыма,tecido
500,Nadel::N,энә,agulha
501,Faden::N,җеп,fio
502,Knopf::N,төймә,botão
503,Knoten::N,төен,nó
504,Farbe::N,буяу,corante
505,Kleidung::N,кием,roupa
506,Kleidung::N,кием,vestuário
507,Hemd::N,күлмәк,camisa
508,Kragen::N,яка,gola
509,Ärmel::N,җиң,manga
510,Hose::N,чалбар,calça
511,Gürtel::N,билбау,cinto
512,Mütze::N,бүрек,boné
513,Mütze::N,бүрек,barrete
514,Schuh::N,башмак,sapato
515,Stiefel::N,итек,bota
516,Ring::N,балдак,anel
517,Band::N,тасма,fita
518,Band::N,тасма,faixa
519,Kamm::N,тарак,pente
520,Spiegel::N,көзге,espelho
521,Riemen::N,каеш,correia
522,Schnur::N,бау,corda
523,Schnur::N,бау,cordel
524,Leine::N,тезген,trela
525,Decke::N,юрган,cobertor
526,Kissen::N,мендәр,almofada
527,Tuch::N,яулык,pano
528,Handtuch::N,сөлгә,toalha
529,Kraft::N,егәр,força
530,Kraft::N,дәрман,força
531,Stärke::N,көч,força
532,Stärke::N,дәрман,força
533,Gesundheit::N,саулык,saúde
534,Krankheit::N,чир,doença
535,Krankheit::N,чир,enfermidade
536,Krankheit::N,хаста,doença
537,Krankheit::N,хаста,enfermidade
538,Krankheit::N,сырхау,doença
539,Krankheit::N,сырхау,enfermidade
540,Schmerz::N,авырту,dor
541,Wunde::N,яра,chaga
542,Wunde::N,яра,ferida
543,Wunde::N,җәрәхәт,chaga
544,Wunde::N,җәрәхәт,ferida
545,Fieber::N,бизгәк,febre
546,Arznei::N,дару,remédio
547,Brücke::N,күпер,ponte
548,Brunnen::N,кое,poço
549,Weide::N,утлавык,pastagem
550,Pfad::N,сукмак,senda
551,Pfad::N,сукмак,trilho
552,Weg::N,юл,caminho
553,Straße::N,урам,via
554,Straße::N,урам,estrada
555,Dorf::N,авыл,aldeia
556,Stadt::N,шәһәр,cidade
557,Brief::N,хат,carta
558,Buch::N,китап,livro
559,Buchstabe::N,хәреф,letra
560,Zeitung::N,газет,jornal
561,Zeitung::N,газета,jornal
562,Leben::N,гомер,vida
563,Leben::N,тормыш,vida
564,Leben::N,тереклек,vida
565,Tod::N,үлем,morte
566,Grab::N,гүр,túmulo
567,Grab::N,гүр,sepultura
568,Grab::N,кабер,túmulo
569,Grab::N,кабер,sepultura
570,Kirche::N,чиркәү,igreja
571,Sünde::N,язык,pecado
572,Sünde::N,гөнаһ,pecado
573,Gott::N,алла,deus
574,Gott::N,ходай,deus
575,Arbeiter::N,эшче,operário
576,Arbeiter::N,эшче,trabalhador
577,Chef::N,башлык,chefe
578,Chef::N,башлык,patrão
579,Meister::N,оста,mestre
580,Arzt::N,врач,médico
581,Arzt::N,табиб,médico
582,Lehrer::N,укытучы,professor
583,Lehrer::N,мөгаллим,professor
584,Geld::N,акча,dinheiro
585,Geschäft::N,эш,negócio
586,Laden::N,кибет,loja
587,Laden::N,магазин,loja
588,Preis::N,бәя,preço
589,Preis::N,бәһа,preço
590,Ware::N,товар,mercadoria
591,Nutzen::N,файда,proveito
592,Reichtum::N,байлык,riqueza
593,Welt::N,дөнья,mundo
594,Land::N,ил,país
595,Staat::N,дәүләт,Estado
596,König::N,патша,rei
597,Macht::N,хакимият,poder
598,Macht::N,хакимият,potência
599,Grenze::N,чик,fronteira
600,Krieg::N,сугыш,guerra
601,Feind::N,дошман,inimigo
602,Gewalt::N,көчләү,violência
603,Kampf::N,көрәш,luta
604,Kampf::N,көрәш,combate
605,Bogen[Waffe]::N,җәя,arco
606,Pfeil::N,ук,seta
607,Pfeil::N,ук,flecha
608,Gewehr::N,мылтык,espingarda
609,Fehler::N,хата,erro
610,Fehler::N,хата,falha
611,Lüge::N,ялган,mentira
612,Schaden::N,зыян,dano
613,Schaden::N,зыян,estrago
614,Schaden::N,зарар,dano
615,Schaden::N,зарар,estrago
616,Unglück::N,бәла,desgraça
617,Schuld::N,гаеп,culpa
618,Alter::N,яшь,idade
619,Schluss::N,ахыр,fim
620,Zeit::N,заман,tempo
621,Tag::N,көн,dia
622,Morgen::N,иртә,manhã
623,Mittag::N,өйлә,meio-dia
624,Abend::N,кич,noite
625,Abend::N,кич,tardinha
626,Nacht::N,төн,noite
627,Woche::N,атна,semana
628,Monat::N,ай,mês
629,Jahr::N,ел,ano
630,Frühling::N,яз,primavera
631,Sommer::N,җәй,verão
632,Herbst::N,көз,outono
633,Winter::N,кыш,inverno
634,Januar::N,гыйнвар,Janeiro
635,Februar::N,февраль,Fevereiro
636,März::N,март,Março
637,April::N,апрель,Abril
638,Mai::N,май,Maio
639,Juni::N,июнь,Junho
640,Juli::N,июль,Julho
641,August::N,август,Agosto
642,September::N,сентябрь,Setembro
643,Oktober::N,октябрь,Outubro
644,November::N,ноябрь,Novembro
645,Dezember::N,декабрь,Dezembro
646,Montag::N,дүшәмбе,segunda-feira
647,Dienstag::N,сишәмбе,terça-feira
648,Mittwoch::N,чәршәмбе,quarta-feira
649,Donnerstag::N,атнакич,quinta-feira
650,Donnerstag::N,пәнҗешәмбе,quinta-feira
651,Freitag::N,җомга,sexta-feira
652,Samstag::N,шимбә,sábado
653,Sonntag::N,якшәмбе,domingo
654,groß::A,зур,grande
655,klein::A,кечкенә,pequeno
656,lang::A,озын,comprido
657,kurz::A,кыска,curto
658,breit::A,киң,largo
659,schmal::A,кысык,estreito
660,dicht::A,куе,denso
661,dick[Gegenstand]::A,калын,grosso
662,dünn::A,нечкә,delgado
663,fein::A,нәзакәтле,fino
664,fein::A,нәзакәтле,subtil
665,fest::A,нык,firme
666,fest::A,нык,sólido
667,flach::A,яссы,plano
668,flach::A,ялпак,plano
669,glatt::A,шома,liso
670,hart::A,каты,duro
671,weich::A,йомшак,mole
672,rund::A,түгәрәк,redondo
673,spitz::A,очлы,agudo
674,scharf::A,үткен,afiado
675,stumpf::A,үтмәс,rombo
676,schwer::A,салмак,pesado
677,schön::A,гүзәл,belo
678,schön::A,гүзәл,bonito
679,heiß::A,эссе,quente
680,warm::A,җылы,quente
681,kalt::A,суык,frio
682,kalt::A,салкын,frio
683,kühl::A,салкынча,fresco
684,frisch::A,салкынча,fresco
685,feucht::A,юеш,húmido
686,nass::A,дымлы,molhado
687,trocken::A,коры,seco
688,voll::A,тулы,cheio
689,leer::A,буш,vazio
690,offen::A,ачык,aberto
691,geschlossen::A,йомык,fechado
692,sauber::A,пакь,limpo
693,sauber::A,чиста,limpo
694,schmutzig::A,керле,sujo
695,schmutzig::A,пычрак,sujo
696,roh::A,чи,cru
697,reif::A,өлгергән,maduro
698,lecker::A,тәмле,delicioso
699,süß::A,татлы,doce
700,bitter::A,ачы,amargo
701,sauer::A,әче,azedo
702,hell::A,якты,claro
703,dunkel::A,кара,escuro
704,dunkel::A,кара,sombrio
705,schwarz::A,кара,preto
706,weiß::A,ак,branco
707,rot::A,кызыл,vermelho
708,gelb::A,сары,amarelo
709,blau::A,күк,azul
710,grün::A,яшел,verde
711,grau::A,соры,cinzento
712,bunt::A,чуар,colorido
713,billig::A,арзан,barato
714,teuer::A,хаклы,caro
715,wertvoll::A,кыйммәтле,valioso
716,wertvoll::A,кыйммәтле,precioso
717,blind::A,сукыр,cego
718,blind::A,күзсез,cego
719,taub::A,чукрак,surdo
720,taub::A,саңгырау,surdo
721,kräftig::A,егәрле,forte
722,kräftig::A,егәрле,poderoso
723,stark::A,нык,forte
724,stark::A,нык,robusto
725,stark::A,базык,forte
726,stark::A,базык,robusto
727,schwach::A,зәгыйфь,débil
728,fett::A,симез,gordo
729,schlank::A,нәзек,esbelto
730,hübsch::A,чибәр,giro
731,hübsch::A,чибәр,bonito
732,böse::A,усал,mau
733,dumm::A,акылсыз,parvo
734,dumm::A,акылсыз,estúpido
735,faul::A,ялкау,preguiçoso
736,faul::A,иренчәк,preguiçoso
737,fleißig::A,тырыш,aplicado
738,fleißig::A,тырыш,diligente
739,fleißig::A,тырышучан,aplicado
740,fleißig::A,тырышучан,diligente
741,geizig::A,саран,avarento
742,klug::A,акыллы,prudente
743,klug::A,акыллы,inteligente
744,geschickt::A,маһир,hábil
745,lieb::A,сөекле,caro
746,lieb::A,сөекле,querido
747,lustig::A,күңелле,alegre
748,sanft::A,басынкы,suave
749,sanft::A,басынкы,brando
750,hungrig::A,ач,faminto
751,krank::A,чирле,doente
752,krank::A,чирле,enfermo
753,krank::A,сырхау,doente
754,krank::A,сырхау,enfermo
755,nackt::A,шәрә,nu
756,nackt::A,шәрә,despido
757,traurig::A,ямансу,triste
758,lebendig::A,тере,vivo
759,gut::A,яхшы,bom
760,schlecht::A,начар,mau
761,schlecht::A,начар,ruim
762,richtig::A,дөрес,justo
763,richtig::A,дөрес,correcto
764,schlimm::A,әшәкә,mau
765,schlimm::A,әшәкә,grave
766,wahr::A,чып-чын,verdadeiro
767,alt::A,иске,velho
768,alt::A,иске,antigo
769,neu::A,яңа,novo
770,ehemalig::A,элекке,antigo
771,alt[Lebewesen]::A,карт,velho
772,jung::A,яшь,jovem
773,arm::A,фәкыйрь,pobre
774,reich::A,бай,rico
775,bekannt::A,таныш,conhecido
776,berühmt::A,атаклы,famoso
777,berühmt::A,атаклы,célebre
778,fremd::A,ят,alheio
779,fremd::A,ят,estranho
780,verschieden::A,төрле,diverso
781,verschieden::A,төрле,diferente
782,nah::A,якын,próximo
783,fern::A,ерак,remoto
784,fern::A,ерак,distante
785,linker::A,сул,esquerdo
786,rechter::A,уң,direito
787,anderer::A,бүтән,outro
788,erster::A,беренче,primeiro
789,zweiter::A,икенче,segundo
790,dritter::A,өченче,terceiro
791,letzter::A,ахыргы,final
792,letzter::A,ахыргы,último
793,allein::ADV,ялгыз,só
794,auf einmal::ADV,бердән,de vez
795,zusammen::ADV,бергә,juntos
796,lange::ADV,озак,muito tempo
797,plötzlich::ADV,искәрмәстән,de repente
798,sofort::ADV,хәзер,imediatamente
799,später::ADV,соңрак,mais tarde
800,jetzt::ADV,хәзер,agora
801,heute::ADV,бүген,hoje
802,morgen::ADV,иртәгә,amanhã
803,bald::ADV,тиздән,logo
804,bald::ADV,тиздән,breve
805,dann::ADV,аннары,então
806,dann::ADV,аннары,depois
807,gestern::ADV,кичә,ontem
808,einst::ADV,берчак,antigamente
809,damals::ADV,ул вакытта,então
810,damals::ADV,ул чакта,então
811,danach::ADV,да,logo
812,danach::ADV,да,depois
813,vorher::ADV,элек,antes
814,zuerst::ADV,башта,primeiro
815,einmal::ADV,бер,uma vez
816,einmal::ADV,бер мәртәбә,uma vez
817,manchmal::ADV,кайчакта,às vezes
818,oft::ADV,еш,muitas vezes
819,immer::ADV,һәркайчан,sempre
820,niemals::ADV,hичбер вакыт,nunca
821,hier::ADV,монда,cá
822,hier::ADV,монда,aqui
823,hier::ADV,биредә,cá
824,hier::ADV,биредә,aqui
825,hierhin::ADV,монда,para cá
826,von hier::ADV,моннан,daqui
827,dort::ADV,анда,lá
828,dort::ADV,анда,ali
829,dorthin::ADV,тегеләй,lá
830,dorthin::ADV,тегеләй,para lá
831,geradeaus::ADV,турыдан-туры,em frente
832,vorwärts::ADV,алга,avante
