,Concept_ID,he,kn
93,Wald::N,יער,ಕಾಡು
94,Hügel::N,תל,ಗುಡ್ಡೆ
95,Anhöhe::N,מעלה,ದಿಬ್ಬ
96,Berg::N,הר,ಮಲೆ
97,Berg::N,הר,ಪರ್ವತ
98,Gipfel::N,פסגה,ಶೃಂಗ
99,Höhle::N,מערה,ಗುಹೆ
100,Abhang::N,מדרון,ಇಳಿಜಾರು
101,Abhang::N,שפוע,ಇಳಿಜಾರು
102,Quelle::N,מעין,ಮೂಲ
103,Bach::N,נחל,ತೊರೆ
104,Fluss::N,נהר,ನದಿ
105,Ufer::N,גדה,ತೀರ
106,Küste::N,חוף,ದಂಡೆ
107,Festland::N,יבשה,ಭೂಮಿ
108,Meer::N,ים,ಕಡಲು
109,Bucht::N,מפרץ,ಖಾರಿ
110,Insel::N,אי,ದ್ವೀಪ
111,Blume::N,פרח,ಸುಮ
112,Gras::N,דשא,ಹುಲ್ಲು
113,Wurzel::N,שרש,ಬೇರು
114,Baum::N,עץ,ಮರ
115,Stamm::N,גזע,ಕಾಂಡ
116,Rinde::N,קלפת עץ,ತೂಗಟಿ
117,Ast::N,ענף,ಶಾಖೆ
118,Zweig::N,ענף,ರೆಂಬೆ
119,Blatt::N,עלה,ಎಲೆ
120,Birke::N,שדר,ಬರ್ಚ್ ಮರ
121,Kiefer[Baum]::N,ארן,ದೇವದಾರು ಮರ
122,Weide[Baum]::N,ערבה,ವಿಲೋಮರ
123,Tanne::N,אשוח,ಭದ್ರದಾರು
124,Horn::N,קרן,ಕೊಂಬು
125,Feder::N,נוצה,ಪುಕ್ಕ
126,Fell::N,פרוה,ರೋಮ
127,Flügel::N,כנף,ರೆಕ್ಕೆ
128,Klaue::N,טלף,ಪಂಜ
129,Kralle::N,טפר,ಉಗುರು
130,Schwanz::N,זנב,ಬಾಲ
131,Ei::N,ביצה,ಮೊಟ್ಟೆ
132,Nest::N,קן,ಗೂಡು
133,Bau::N,מחלה,ಅಡಗುದಾಣ
134,Tier::N,חיה,ಪ್ರಾಣಿ
135,Herde::N,עדר,ಗುಂಪು
136,Kuh::N,פרה,ಹಸು
137,Bulle::N,פר,ಗೂಳಿ
138,Pferd::N,סוס,ಕುದುರೆ
139,Schaf::N,כבשה,ಕುರಿ
140,Schwein::N,חזיר,ಹಂದಿ
141,Hund::N,כלב,ನಾಯಿ
142,Katze::N,חתול,ಬೆಕ್ಕು
143,Bär::N,דב,ಕರಡಿ
144,Eichhörnchen::N,סנאי,ಉಡುತೆ
145,Elch::N,דישון,ಕಡವೆ
146,Fuchs::N,שועל,ನರಿ
147,Hase::N,ארנב,ಮೊಲ
148,Maus::N,עכבר,ಇಲಿ
149,Wolf::N,זאב,ತೋಳ
150,Vogel::N,צפור,ಪಕ್ಷಿ
151,Schwarm::N,נחיל,ಗುಂಪು
152,Schwarm::N,להקה,ಗುಂಪು
153,Huhn::N,תרנגלת,ಚಿಕ್
154,Hahn::N,תרנגול,ಹುಂಜ
155,Gans::N,אוז,ವರಟೆ
156,Adler::N,עיט,ಗರುಡ
157,Ente::N,ברוז,ಬಾತು
158,Eule::N,ינשוף,ಗೂಬೆ
159,Kranich::N,עגור,ಕೊಕ್ಕರ
160,Kranich::N,כרוכיה,ಕೊಕ್ಕರ
161,Krähe::N,עורב,ಕಾಗೆ
162,Kuckuck::N,קוקיה,ಕೋಗಿಲೆ
163,Schwan::N,ברבור,ಹಂಸಪಕ್ಷಿ
164,Fisch::N,דג,ಮೀನು
165,Barsch::N,אוקונוס,ಪರ್ಚ್ ಮೀನು
166,Hecht::N,זאב הים,ಪೈಕ್ ಮೀನು
167,Schlange[Tier]::N,נחש,ಹಾವು
168,Wurm::N,תולעת,ಹುಳು
169,Spinne::N,עכביש,ಊರ್ಣನಾಭ
170,Ameise::N,נמלה,ಇರುವೆ
171,Laus::N,כנה,ಹೇನು
172,Mücke::N,יתוש,ಸೊಳ್ಳೆ
173,Fliege::N,זבוב,ನೊಣ
174,Schmetterling::N,פרפר,ಪತಂಗ
175,Beere::N,ענבה,ನಯವಣ್ಣು
176,Apfel::N,תפוח,ಸೇಬು
177,Pilz::N,פטריה,ಅಣಬೆ
178,Zwiebel::N,בצל,ನೀರುಳ್ಳಿ
179,Saat::N,זרעים,ಬಿತ್ತ
180,Korn::N,גרעין,ಬೀಜ
181,Heu::N,חציר,ಕರಡ
182,Schale::N,קלפה,ಹೊಟ್ಟು
183,Grube::N,בור,ಗುಂಡಿ
184,Grube::N,שוחה,ಗುಂಡಿ
185,Falle::N,מלכדת,ಬೋನು
186,Schlinge::N,לולאה,ಉರುಲು
187,Spur::N,עקבה,ಜಾಡು
188,Asche::N,אפר,ಬೂದಿ
189,Dreck::N,זהמה,ಹೊಲಸು
190,Eisen::N,ברזל,ಕಬ್ಬಿಣ
191,Gold::N,זהב,ಚಿನ್ನ
192,Silber::N,כסף,ಬೆಳ್ಳಿ
193,Kohle::N,פחם,ಕಲ್ಲಿದ್ದಲು
194,Glas::N,זכוכית,ಗಾಜು
195,Lehm::N,חרסית,ಜೇಡಿಮಣ್ಣು
196,Sand::N,חול,ಮರಳು
197,Mensch::N,אדם,ಪುರುಷ
198,Mann::N,איש,ಆಳು
199,Mann::N,גבר,ಆಳು
200,Frau::N,אשה,ಹೆಣ್ಣು
201,Frau::N,גברת,ಹೆಣ್ಣು
202,Kind::N,ילד,ಮಗು
203,Junge::N,ילד,ಹುಡುಗ
204,Mädchen::N,נערה,ಹುಡುಗಿ
205,Familie::N,משפחה,ಕುಟುಂಬ
206,Großvater::N,סבא,ಅಜ್ಜ
207,Großmutter::N,סבתא,ಅಮ್ಮ
208,Eltern::N,הורים,ಹೆತ್ತವರು
209,Vater::N,אב,ತಂದೆ
210,Mutter::N,אם,ಅಮ್ಮ
211,Sohn::N,בן,ಮಗ 
212,Tochter::N,בת,ಮಗಳು
213,Bruder::N,אח,ತಮ್ಮ
214,Schwester::N,אחות,ತಂಗಿ
215,Onkel::N,דוד,ಸೋದರಮಾವ
216,Onkel::N,דוד,ದೊಡ್ಡಪ್ಪ
217,Tante::N,דודה,ಚಿಕ್ಕಮ್ಮ
218,Ehemann::N,איש,ಗಂಡ
219,Ehemann::N,בעל,ಗಂಡ
220,Ehefrau::N,אשה,ಹೆಂಡತಿ
221,Freude::N,שמחה,ನಲಿವು
222,Gelächter::N,צחוק,ನಗೆ
223,Glück::N,אשר,ಆನಂದ
224,Kummer::N,יגון,ದುಃಖ
225,Kummer::N,עגמה,ದುಃಖ
226,Wunsch::N,אחול,ಬಯಕೆ
227,Wunsch::N,משאלה,ಬಯಕೆ
228,Lust::N,חשק,ಇಷ್ಟ
229,Lust::N,תשוקה,ಇಷ್ಟ
230,Geist::N,רוח,ಆತ್ಮ
231,Gedanke::N,מחשבה,ಯೋಚನೆ
232,Gedächtnis::N,זכרון,ಸ್ಮರಣೆ
233,Verstand::N,שכל,ಮನಸ್ಸು
234,Sinn::N,מובן,ಅರ್ಥ
235,Sinn::N,משמעות,ಅರ್ಥ
236,Grund::N,סבה,ಕಾರಣ
237,Wahrheit::N,אמת,ಸತ್ಯ
238,Gespräch::N,דיון,ಸಂಭಾಷಣೆ
239,Märchen::N,אגדה,ಸುಳ್ಳು ಕಥೆ
240,Erzählung::N,ספור,ಕಥೆ
241,Nachricht::N,ידיעה,ಸಂದೇಶ
242,Neuigkeit::N,חדשה,ಸುದ್ದಿ
243,Name::N,שם,ಹೆಸರು
244,Rätsel::N,תעלומה,ಒಗಟು
245,Rede::N,נאום,ಮಾತು
246,Sprache::N,לשון,ಭಾಷೆ
247,Stimme::N,קול,ಧ್ವನಿ
248,Wort::N,מלה,ಮಾತು
249,Zeichen::N,סימן,ಗುರುತು
250,Ruf::N,קריאה,ಕೂಗು
251,Lärm::N,רעש,ಸದ್ದು
252,Laut::N,הגה,ಶಬ್ದ
253,Ton::N,צליל,ನಾದ
254,Lied::N,שיר,ಗಾನ
255,Ruhe::N,שלוה,ಶಾಂತಿ
256,Leute::N,אנשים,ಮಂದಿ
257,Volk::N,עם,ಜನಾಂಗ
258,Arbeit::N,עבודה,ಕೆಲಸ
259,Gast::N,אורח,ಅತಿಥಿ
260,Geschenk::N,מתנה,ಕಾಣಿಕೆ
261,Spiel::N,משחק,ಆಟ
262,Gesellschaft::N,חברה,ಸಂಗ
263,Hilfe::N,עזרה,ಸಹಾಯ
264,Freund::N,חבר,ಸ್ನೇಹಿತ
265,Freund::N,ידיד,ಸ್ನೇಹಿತ
266,Kamerad::N,רע,ಜೊತೆಗಾರ
267,Angelegenheit::N,ענין,ವಿಚಾರ
268,Anzahl::N,מספר,ಎಣಿಕೆ
269,Art::N,סוג,ತರ
270,Stück::N,חתיכה,ತುಂಡು
271,Teil::N,פרק,ಭಾಗ
272,Hälfte::N,חצי,ಅರ್ಧ
273,Kreis::N,מעגל,ವೃತ್ತ
274,Kreuz::N,צלב,ಶಿಲುಬೆ
275,Linie::N,קו,ರೀಖೆ
276,Strich::N,קו קצר,ಗೀಟು
277,Abstand::N,מרחק,ಅಂತರ
278,Entfernung::N,מרחק,ದೂರ
279,Gegend::N,נוף,ವಿಸ್ತೀರ್ಣ
280,Platz::N,שטח,ಅಂತರ
281,Ort::N,אתר,ಸ್ಥಳ
282,Ort::N,מקום,ಸ್ಥಳ
283,Seite::N,צד,ಪಕ್ಷ
284,Mitte::N,אמצע,ನಡು
285,Gegenstand::N,אוביקט,ವಸ್ತು
286,Sache::N,דבר,ವಸ್ತು
287,Rand::N,פרור,ಅಂಚು
288,Kante::N,קצה,ಅಂಚು
289,Ecke::N,פנה,ಮೂಲೆ
290,Spitze::N,קצה,ತುದಿ
291,Ende::N,סוף,ಕೊನೆ
292,Loch::N,חר,ತೂತು
293,Winkel::N,פנה,ಕೋನ
294,Muster::N,תבנית,ನಮೂನೆ
295,Größe::N,גדל,ಪ್ರಮಾಣ
296,Länge::N,ארך,ಉದ್ದ
297,Höhe::N,קומה,ಎತ್ತರ
298,Höhe::N,גבה,ಎತ್ತರ
299,Gewicht::N,משקל,ತೂಕ
300,Menge::N,כמות,ಮೊತ್ತ
301,Haufen::N,ערמה,ರಾಶಿ
302,Reihe::N,רצף,ಸಾಲು
303,Boot::N,סירה,ದೋಣಿ
304,Ruder::N,משוט,ಹುಟ್ಟು
305,Schlitten::N,מזחלת,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
306,Ski::N,מגלשים,ಜಾರುಪಟ್ಟಿ
307,Lagerfeuer::N,מדורה,ಶಿಬಿರಾಗ್ನಿ
308,Last::N,משא,ಹೊರೆ
309,Gang::N,הליכה,ತಿರುಗಾಟ
310,Schritt::N,צעד,ಹೆಜ್ಜೆ
311,Norden::N,צפון,ಉತ್ತರ
312,Süden::N,דרום,ದಕ್ಷಿಣ
313,Westen::N,מערב,ಪಶ್ಚಿಮ
314,Osten::N,מזרח,ಮೂಡಲು
315,Holz::N,עץ,ಚೌಬೀನೆ
316,Brett::N,קרש,ಹಲಗೆ
317,Platte::N,לוח,ಹಲಗೆ
318,Stütze::N,משען,ಆಸರೆ
319,Stange::N,מוט,ಕಂಬ
320,Stock::N,מקל,ಕೋಲು
321,Stab::N,מוט,ದೊಣ್ಣೆ
322,Rohr::N,צנור,ನಳಿಕೆ
323,Haus::N,בית,ಮನೆ
324,Heim::N,בית,ಗೃಹ
325,Ofen::N,תנור,ಒಲೆ
326,Fußboden::N,רצפה,ನೆಲ
327,Tisch::N,שלחן,ಮೇಜು
328,Stuhl::N,כסא,ಕುರ್ಚಿ
329,Wiege::N,ערש,ತೊಟ್ಟಿಲು
330,Bett::N,מטה,ಹಾಸಿಗೆ
331,Regal::N,מדף,ಬೀರು
332,Kiste::N,תבה,ಪಟ್ಟಿಗೆ
333,Kiste::N,ארגז,ಪಟ್ಟಿಗೆ
334,Fenster::N,חלון,ಕಿಟಕಿ
335,Tür::N,דלת,ಬಾಗಿಲು
336,Tor::N,שער,ಹೆಬ್ಬಾಗಿಲು
337,Zaun::N,גדר,ಬೇಲಿ
338,Dach::N,גג,ಮಾಳಿಗೆ
339,Leiter::N,סלם,ಏಣಿ
340,Besen::N,מטאטא,ಪೊರಕೆ
341,Spaten::N,את,ಗುದ್ದಲಿ
342,Schaufel::N,את,ಸನಿಕೆ
343,Gabel::N,מזלג,ಕವಲು
344,Löffel::N,כף,ಚಮಚ
345,Messer::N,סכין,ಚಾಕು
346,Nagel::N,מסמר,ಆಣಿ
347,Netz::N,רשת,ಬಲೆ
348,Haken::N,וו,ಕೊಂಡಿ
349,Haken::N,קרס,ಕೊಂಡಿ
350,Griff::N,ידית,ಹಿಡಿ
351,Schloss::N,מנעול,ವೀಗ
352,Bild::N,תמונה,ಚಿತ್ರ
353,Figur::N,פסל,ಆಕಾರ
354,Puppe::N,בבה,ಗೊಂಬೆ
355,Beutel::N,שק,ಸಂಚಿ
356,Bündel::N,צרור,ಕಟ್ಟು
357,Tasche::N,שקית,ಚೀಲ
358,Eimer::N,דלי,ಬಾನೆ
359,Deckel::N,מכסה,ಮುಚ್ಚಳ
360,Geschirr::N,כלים,ಭಕ್ಷ್ಯಗಳು
361,Sack::N,שק,ಮೂಟೆ
362,Tasse::N,ספל,ಬಟ್ಟಲು
363,Topf::N,סיר,ಮಡಕೆ
364,Kessel::N,קנקן,ಕೆಟಲ್
365,Essen::N,אכל,ಊಟ
366,Essen::N,ארוחה,ಊಟ
367,Nahrung::N,הזנה,ಆಹಾರ
368,Nahrung::N,תזונה,ಆಹಾರ
369,Speise::N,מאכל,ಊಟ
370,Speise::N,ארוחה,ಊಟ
371,Fleisch::N,בשר,ಮಾಂಸ
372,Getreide::N,דגן,ಧಾನ್ಯ
373,Brei::N,מחית,ಗಂಜಿ
374,Brot::N,לחם,ರೊಟ್ಟಿ
375,Scheibe::N,עגול,ಹೋಳು
376,Scheibe::N,פרוסה,ಹೋಳು
377,Fett::N,שמן,ಕೊಬ್ಬು
378,Butter::N,חמאה,ಬೆಣ್ಣೆ
379,Öl::N,שמן,ಎಣ್ಣೆ
380,Salz::N,מלח,ಉಪ್ಪು
381,Suppe::N,מרק,ಎಸರು
382,Honig::N,דבש,ಮಧು
383,Milch::N,חלב,ಹಾಲು
384,Tee::N,תה,ಚಹ
385,Leder::N,עור,ಚಕ್ಕಳ
386,Wolle::N,צמר,ಉಣ್ಣೆ
387,Stoff::N,בד,ಬಟ್ಟೆ
388,Stoff::N,אריג,ಬಟ್ಟೆ
389,Nadel::N,מחט,ಸೂಜಿ
390,Faden::N,חוט,ದಾರ
391,Knopf::N,כפתור,ಗುಂಡು
392,Knoten::N,קשר,ಗಂಟು
393,Farbe::N,צבע,ಬಣ್ಣ
394,Kleidung::N,בגדים,ಅರಿವೆ
395,Hemd::N,חלצה,ಅಂಗಿ
396,Kragen::N,צוארון,ಕುತ್ತಿಗೆಪಟ್ಟಿ
397,Ärmel::N,שרוול,ತೋಳು
398,Hose::N,מכנסים,ಇಜಾರ
399,Gürtel::N,חגורה,ಬೆಲ್ಟು
400,Mütze::N,כובע,ಟೋಪಿ
401,Schuh::N,נעל,ಪಾದರಕ್ಷೆ
402,Stiefel::N,מגף,ಬೂಟು
403,Ring::N,טבעת,ಉಂಗುರ
404,Band::N,סרט,ರಿಬ್ಬನ್
405,Kamm::N,מסרק,ಹಣಿಗೆ
406,Spiegel::N,מראה,ಕನ್ನಡಿ
407,Riemen::N,רצועה,ಬಾರು
408,Schnur::N,חבל,ಹುರಿ
409,Leine::N,מושכות,ಹಗ್ಗ
410,Decke::N,שמיכה,ಕಂಬಳಿ
411,Kissen::N,כרית,ದಿಂಬು
412,Tuch::N,צעיף,ಕೊರಳ ಬಟ್ಟೆ
413,Handtuch::N,מגבת,ಚೌಕ
414,Kraft::N,כוח,ಬಲ
415,Stärke::N,און,ಶಕ್ತಿ
416,Gesundheit::N,בריאות,ಆರೋಗ್ಯ
417,Krankheit::N,מחלה,ರೋಗ
418,Schmerz::N,כאב,ನೋವು
419,Wunde::N,פציעה,ಗಾಯ
420,Fieber::N,חם,ಜ್ವರ
421,Arznei::N,תרופה,ಔಷಧ
422,Brücke::N,גשר,ಸೇತುವೆ
423,Brunnen::N,באר,ಬಾವಿ
424,Weide::N,אחו,ಗೋಮಾಳ
425,Weide::N,מרעה,ಗೋಮಾಳ
426,Pfad::N,שביל,ದಾರಿ
427,Pfad::N,מדרכה,ದಾರಿ
428,Weg::N,דרך,ಹಾದಿ
429,Straße::N,כביש,ರಸ್ತೆ
430,Dorf::N,כפר,ಹಳ್ಳಿ
431,Stadt::N,עיר,ಪಟ್ಟಣ
432,Brief::N,מכתב,ಕಾಗದ
433,Buch::N,ספר,ಪುಸ್ತಕ
434,Buchstabe::N,אות,ಅಕ್ಷರ
435,Zeitung::N,עתון,ವಾರ್ತಾಪತ್ರಿಕೆ
436,Leben::N,חיים,ಜೀವನ
437,Tod::N,מות,ಮರಣ
438,Grab::N,קבר,ಗೋರಿ
439,Kirche::N,כנסיה,ಚರ್ಚು
440,Sünde::N,חטא,ಪಾಪ
441,Gott::N,אל,ದೇವರು
442,Arbeiter::N,פועל,ಕೆಲಸಗಾರ
443,Chef::N,ראש,ದಣಿ
444,Chef::N,מנהל,ದಣಿ
445,Meister::N,ממחה,ಶಿಕ್ಷಕ
446,Arzt::N,רופא,ವೈದ್ಯ
447,Lehrer::N,מורה,ಉಪಾಧ್ಯಾಯ
448,Geld::N,כסף,ಹಣ
449,Geschäft::N,עסקה,ವಾಣಿಜ್ಯ
450,Laden::N,חנות,ಅಂಗಡಿ
451,Preis::N,מחיר,ಬೆಲೆ
452,Ware::N,סחורה,ಸರಕು
453,Nutzen::N,תועלת,ಲಾಭ
454,Reichtum::N,עשר,ಸಂಪತ್ತು
455,Welt::N,עולם,ಭೂಲೋಕ
456,Land::N,ארץ,ದೇಶ
457,Staat::N,מדינה,ರಾಜ್ಯ
458,König::N,מלך,ರಾಜ
459,Macht::N,כוח,ಅಧಿಕಾರ
460,Grenze::N,גבול,ಗಡಿ
461,Krieg::N,מלחמה,ಯುದ್ಧ
462,Feind::N,אויב,ಶತ್ರು
463,Gewalt::N,אלימות,ಹಿಂಸೆ
464,Kampf::N,קרב,ಹೋರಾಟ
465,Kampf::N,לחימה,ಹೋರಾಟ
466,Bogen[Waffe]::N,קשת,ಬಿಲ್ಲು
467,Pfeil::N,חץ,ಅಂಬು
468,Gewehr::N,רובה,ಬಂದೂಕು
469,Fehler::N,טעות,ತಪ್ಪು
470,Lüge::N,שקר,ಸುಳ್ಳು
471,Schaden::N,נזק,ಹಾನಿ
472,Unglück::N,מזל רע,ಅಪಾಯ
473,Schuld::N,אשמה,ದೋಷ
474,Alter::N,גיל,ಮುಪ್ಪು
475,Schluss::N,סיום,ಮುಕ್ತಾಯ
476,Zeit::N,זמן,ಕಾಲ
477,Tag::N,יום,ದಿನ
478,Morgen::N,בקר,ಮುಂಜಾನೆ
479,Mittag::N,צהרים,ನಡುಹಗಲು
480,Abend::N,ערב,ಸಂಜೆ
481,Nacht::N,לילה,ರಾತ್ರಿ
482,Woche::N,שבוע,ವಾರ
483,Monat::N,חדש,ತಿಂಗಳು
484,Jahr::N,שנה,ಸಂವತ್ಸರ
485,Frühling::N,אביב,ವಸಂತ
486,Sommer::N,קיץ,ಬಿಸಿಲುಕಾಲ
487,Herbst::N,סתו,ಶರತ್ಕಾಲ
488,Winter::N,חרף,ಚಳಿಗಾಲ
489,Januar::N,ינואר,ನಾಲ್ಚಳಿ
490,Februar::N,פברואר,ಅಯ್ಚಳಿ
491,März::N,מרץ,ಮೊಬ್ಬೇಸಿಗೆ
492,April::N,אפריל,ಇಬ್ಬೇಸಿಗೆ
493,Mai::N,מאי,ಮುಬ್ಬೇಸಿಗೆ
494,Juni::N,יוני,ಮೊಮ್ಮಳೆ
495,Juli::N,יולי,ಇಮ್ಮಳೆ
496,August::N,אוגוסט,ಮುಮ್ಮಳೆ
497,September::N,ספטמבר,ನಾಲ್ಮಳೆ
498,Oktober::N,אוקטובר,ಮೊಚ್ಚಳಿ
499,November::N,נובמבר,ಇಚ್ಚಳಿ
500,Dezember::N,דצמבר,ಮುಚ್ಚಳಿ
501,Montag::N,יום שני,ಸೋಮುವಾರ
502,Dienstag::N,יום שלישי,ಮಂಗಳವಾರ
503,Mittwoch::N,יום רביעי,ಬುಧವಾರ
504,Donnerstag::N,יום חמישי,ಗುರುವಾರ
505,Freitag::N,יום ששי,ಶುಕ್ರವಾರ
506,Samstag::N,יום שבת,ಶನಿವಾರ
507,Sonntag::N,יום ראשון,ಭಾನುವಾರ
508,groß::A,גדול,ದೊಡ್ಡ
509,klein::A,קטן,ಪುಟ್ಟ
510,lang::A,ארך,ದೀರ್ಘ
511,kurz::A,קצר,ಚಕ್ಕ
512,breit::A,רחב,ಅಗಲವಾದ
513,schmal::A,צר,ಇಕ್ಕಟ್ಟಾದ
514,dicht::A,צפוף,ದಟ್ಟ
515,dick[Gegenstand]::A,עבה,ದಟ್ಟ
516,dünn::A,דק,ತೆಳು
517,fein::A,מעדן,ಕೋಮಲ
518,fest::A,מוצק,ಘನ
519,flach::A,שטוח,ಚಪ್ಪಟೆ
520,glatt::A,חלק,ನಯ
521,hart::A,קשיח,ಗಟ್ಟಿ
522,weich::A,רך,ಮೃದುವಾದ
523,rund::A,עגל,ವರ್ತುಳ
524,spitz::A,חד,ಮೊನಚಾದ
525,scharf::A,חד,ತೀಕ್ಷ್ಣ
526,stumpf::A,קהה,ಮೊಂಡು
527,schwer::A,כבד,ಭಾರಿ
528,schön::A,יפה,ಸುಂದರ
529,heiß::A,חם,ಬಿಸಿ
530,warm::A,חם,ಬಿಸಿ
531,kalt::A,קר,ತಣ್ಣನೆಯ
532,kühl::A,צונן,ತಂಪಾದ
533,frisch::A,טרי,ನಿರ್ಮಲ
534,feucht::A,לח,ಒದ್ದೆಯಾದ
535,nass::A,רטוב,ಒದ್ದೆಯಾದ
536,trocken::A,יבש,ಶುಷ್ಕ
537,voll::A,מלא,ತುಂಬಿದ
538,leer::A,ריק,ಖಾಲಿ
539,offen::A,פתוח,ಮುಚ್ಚಲ್ಲದ
540,geschlossen::A,סגור,ಮುಚ್ಚಿದ
541,sauber::A,נקי,ಶುದ್ಧ
542,schmutzig::A,מלכלך,ಅಶುದ್ಧ
543,roh::A,חי,ಹಸಿ
544,reif::A,בשל,ಹಣ್ಣಾದ
545,lecker::A,טעים,ಗುಚಿಕರ
546,süß::A,מתוק,ಸಿಹಿ
547,bitter::A,מר,ಕಹಿ
548,sauer::A,חמוץ,ಹುಳಿಯಾದ
549,hell::A,בהיר,ಹೊಳೆಯುವ
550,dunkel::A,עמום,ಮಬ್ಬಾದ
551,schwarz::A,שחר,ಕಪ್ಪು
552,weiß::A,לבן,ಬಿಳಿಯ
553,rot::A,אדם,ಕೆಂಪು
554,gelb::A,צהב,ಹಳದಯ
555,blau::A,כחל,ನೀಲ
556,grün::A,ירק,ಕಾಯಾದ
557,grau::A,אפר,ಬೂದುಬಣ್ಣದ
558,bunt::A,צבעוני,ವರ್ಣರಂಜಿತ
559,billig::A,זול,ಅಗ್ಗ
560,teuer::A,יקר,ದುಬಾರಿಯಾದ
561,wertvoll::A,יקר ערך,ಅಮೂಲ್ಯ
562,blind::A,עור,ಅಂಧ
