,Concept_ID,et,bn
162,Vogel::N,lind,পক্ষী
163,Schwarm::N,parv,ঝাঁক
164,Huhn::N,kana,মোরগ
165,Hahn::N,kukk,কুক্কুট
166,Gans::N,hani,হংসী
167,Adler::N,kotkas,ইগল
168,Ente::N,part,হংসী
169,Eule::N,kakk,পেচক
170,Eule::N,öökull,পেচক
171,Kranich::N,kurg,সারস
172,Krähe::N,vares,কাক
173,Kuckuck::N,kägu,কোকিল
174,Schwan::N,luik,মরাল
175,Fisch::N,kala,মাছ
176,Barsch::N,ahven,মৎন্যবিশেষ
177,Hecht::N,haug,বানমাছ
178,Schlange[Tier]::N,uss,সর্প
179,Wurm::N,uss,কীট
180,Wurm::N,vagel,কীট
181,Spinne::N,ämblik,মাকড়সা
182,Ameise::N,sipelgas,পিপীলিকা
183,Laus::N,täi,উকুন
184,Mücke::N,sääsk,মশা
185,Fliege::N,kärbes,মাছি
186,Schmetterling::N,liblikas,প্রজাপতি
187,Beere::N,mari,বেরি
188,Apfel::N,õun,আপেল
189,Pilz::N,seen,ছত্রক
190,Zwiebel::N,sibul,পিয়াজ
191,Saat::N,seeme,বীজ
192,Korn::N,iva,শস্য
193,Korn::N,tera,শস্য
194,Heu::N,hein,খড়
195,Schale::N,koor,খোসা
196,Grube::N,kaevand,গর্ত
197,Falle::N,lõks,ফাঁদ
198,Falle::N,püünis,ফাঁদ
199,Schlinge::N,aas,পাশ
200,Spur::N,jälg,চিহ্ন
201,Asche::N,tuhk,ভস্ম
202,Dreck::N,saast,ময়লা
203,Dreck::N,mustus,ময়লা
204,Eisen::N,raud,লোহা
205,Gold::N,kuld,স্বর্ণ
206,Silber::N,hõbe,রৌপ্য
207,Kohle::N,süsi,অঙ্গার
208,Glas::N,klaas,কাচ
209,Lehm::N,savi,মৃত্তিকা
210,Sand::N,liiv,বালি
211,Mensch::N,inimene,নর
212,Mensch::N,inimene,মানুষ
213,Mann::N,mees,মানুষ
214,Frau::N,naine,নারী
215,Kind::N,laps,বাচ্চা
216,Junge::N,poiss,ছেলে
217,Mädchen::N,tüdruk,মেয়ে
218,Familie::N,perekond,পরিবার
219,Großvater::N,vanaisa,মাতামহ
220,Großmutter::N,vanaema,মাতামহী
221,Eltern::N,vanemad,মাতাপিতা
222,Vater::N,isa,পিতা
223,Mutter::N,ema,মাতা
224,Sohn::N,poeg,ছেলে
225,Tochter::N,tütar,মেয়ে
226,Bruder::N,vend,দাদা
227,Schwester::N,õde,বোন
228,Schwester::N,õde,দিদি
229,Onkel::N,onu,মামা
230,Tante::N,tädi,মাসী
231,Ehemann::N,mees,স্বামী
232,Ehemann::N,abikaasa,স্বামী
233,Ehefrau::N,naine,পত্নী
234,Ehefrau::N,abikaasa,পত্নী
235,Freude::N,rõõm,উল্লাস
236,Gelächter::N,naer,হাসি
237,Glück::N,õnn,সুখ
238,Kummer::N,mure,দুঃখ
239,Kummer::N,kurbus,দুঃখ
240,Wunsch::N,soov,আকাঙ্ক্ষা
241,Lust::N,himu,বাসনা
242,Geist::N,vaim,আত্না
243,Gedanke::N,mõte,চিন্তা
244,Gedächtnis::N,mälu,স্মরণশক্তি
245,Verstand::N,aru,মন
246,Verstand::N,mõistus,মন
247,Sinn::N,tähendus,পদার্থ
248,Grund::N,põhjus,কারণ
249,Wahrheit::N,tõde,সত্য
250,Gespräch::N,kõne,কথাবার্তা
251,Gespräch::N,vestlus,কথাবার্তা
252,Märchen::N,muinasjutt,রূপকথা
253,Erzählung::N,jutustus,গল্প
254,Nachricht::N,teade,তথ্য
255,Neuigkeit::N,uudis,খবরাখবর
256,Name::N,nimi,নাম
257,Rätsel::N,mõistatus,ধাঁধা
258,Rede::N,kõne,বক্তৃতা
259,Sprache::N,keel,ভাষা
260,Stimme::N,hääl,স্বর
261,Wort::N,sõna,শব্দ
262,Zeichen::N,märk,প্রতীক
263,Ruf::N,hüüe,ডাক
264,Lärm::N,müra,হৈচৈ
265,Laut::N,hääl,ধ্বনি
266,Ton::N,toon,স্বর
267,Lied::N,laul,গান
268,Ruhe::N,rahu,শান্তি
269,Ruhe::N,vaikus,শান্তি
270,Leute::N,inimesed,প্রজাপুঞ্জ
271,Volk::N,rahvas,জাতি
272,Arbeit::N,töö,চাকরি
273,Gast::N,külaline,অতিথি
274,Geschenk::N,kingitus,উপহার
275,Spiel::N,mäng,খেলা
276,Gesellschaft::N,selts,সঙ্গিগণ
277,Hilfe::N,abi,সাহায্য
278,Freund::N,sõber,বন্ধু
279,Kamerad::N,sõber,সঙ্গী
280,Angelegenheit::N,asi,বিষয়
281,Anzahl::N,arv,পরিমাণ
282,Anzahl::N,hulk,পরিমাণ
283,Art::N,liik,রকম
284,Stück::N,tükk,টুকরো
285,Teil::N,osa,অংশ
286,Hälfte::N,pool,অর্ধেক
287,Kreis::N,ring,বৃত্ত
288,Kreuz::N,rist,ক্রুশ
289,Linie::N,joon,রেখা
290,Strich::N,joon,কষি
291,Abstand::N,vahe,ফাঁক
292,Entfernung::N,kaugus,ব্যবধান
293,Entfernung::N,vahemaa,ব্যবধান
294,Gegend::N,ümbrus,ক্ষেত্র
295,Platz::N,ruum,জায়গা
296,Ort::N,paik,স্থান
297,Seite::N,pool,পার্শ্ব
298,Mitte::N,keskpaik,মধ্য
299,Gegenstand::N,ese,জিনিস
300,Sache::N,ese,বস্তু
301,Rand::N,äär,কানা
302,Rand::N,serv,কানা
303,Kante::N,kant,ধার
304,Ecke::N,nurk,কোণ
305,Spitze::N,teravik,ডগা
306,Ende::N,ots,প্রান্ত
307,Ende::N,jupp,প্রান্ত
308,Loch::N,auk,গর্ত
309,Winkel::N,nurk,কোণ
310,Muster::N,muster,নমুন্
311,Größe::N,suurus,আয়তন
312,Länge::N,pikkus,দৈর্ঘ্য
313,Höhe::N,kõrgus,উচ্চতা
314,Gewicht::N,kaal,ওজন
315,Gewicht::N,raskus,ওজন
316,Menge::N,arv,পরিমাণ
317,Menge::N,hulk,পরিমাণ
318,Haufen::N,hunnik,পুঞ্জ
319,Reihe::N,rivi,শ্রেণী
320,Boot::N,paat,নৌকা
321,Ruder::N,aer,দাঁড়
322,Schlitten::N,saan,স্নেজ্-গাড়ি
323,Ski::N,suusk,শী
324,Lagerfeuer::N,lõke,অগ্নি
325,Last::N,koorem,বোঝা
326,Gang::N,käik,হণ্টন
327,Schritt::N,samm,পদ
328,Norden::N,põhi,উত্তরদিক্
329,Süden::N,lõuna,দক্ষিণদিক
330,Westen::N,lääs,পশ্চিমদিক্
331,Osten::N,ida,পূর্বদিক
332,Holz::N,puu,কাঠ
333,Brett::N,saelaud,তক্তা
334,Platte::N,plaat,ফলক
335,Stütze::N,tugi,নাগদণ্ড
336,Stange::N,latt,দণ্ড
337,Stange::N,teivas,দণ্ড
338,Stock::N,kepp,ছড়ি
339,Stab::N,varras,যষ্টি
340,Rohr::N,toru,নল
341,Haus::N,maja,ঘর
342,Heim::N,kodu,বাসা
343,Ofen::N,ahi,স্টোভ্
344,Fußboden::N,põrand,গহতল
345,Tisch::N,laud,মেজ
346,Tisch::N,laud,টেবিল
347,Stuhl::N,tool,চেয়ার
348,Stuhl::N,tool,কেদারা
349,Wiege::N,häll,দোলনা
350,Wiege::N,kätki,দোলনা
351,Bett::N,voodi,শয্যা
352,Regal::N,riiul,তাক
353,Kiste::N,kast,বাক্স
354,Fenster::N,aken,জানালা
355,Tür::N,uks,দ্বার
356,Tor::N,värav,দ্বার
357,Zaun::N,aed,বেড়া
358,Zaun::N,tara,বেড়া
359,Dach::N,katus,ছাদ
360,Leiter::N,redel,মই
361,Besen::N,luud,গুল্মবিশেষ
362,Spaten::N,labidas,কোদাল
363,Schaufel::N,kühvel,বেলচা
364,Gabel::N,kahvel,কাঁটা
365,Löffel::N,lusikas,চামচ
366,Messer::N,nuga,ছুরি
367,Nagel::N,nael,পেরেক
368,Netz::N,võrk,জাল
369,Haken::N,haak,কাচি
370,Haken::N,konks,কাচি
371,Griff::N,sang,হাতল
372,Griff::N,käepide,হাতল
373,Schloss::N,lukk,তালা
374,Bild::N,pilt,ছবি
375,Bild::N,pilt,চিত্র
376,Figur::N,kuju,আকার
377,Figur::N,kujund,আকার
378,Puppe::N,nukk,পুতুল
379,Beutel::N,paun,বটুয়া
380,Bündel::N,kimp,আঁটি
381,Tasche::N,kott,থলি
382,Eimer::N,pang,বাল্তি
383,Eimer::N,ämber,বাল্তি
384,Deckel::N,kaas,আবরণ
385,Geschirr::N,nõud,থালা-বাসন
386,Sack::N,kott,বস্তা
387,Tasse::N,tass,কাপ
388,Topf::N,pada,পাত্র
389,Kessel::N,pada,কেটলি
390,Essen::N,söök,আহার
391,Nahrung::N,toit,খাদ্য
392,Speise::N,roog,খাদ্য
393,Fleisch::N,liha,মাংস
394,Getreide::N,teravili,শস্য
395,Brei::N,puder,মণ্ড
396,Brot::N,sai,রুটি
397,Brot::N,leib,রুটি
398,Scheibe::N,viil,ফালি
399,Scheibe::N,viilukas,ফালি
400,Fett::N,rasv,মেদ
401,Butter::N,või,মাখন
402,Öl::N,õli,তৈল
403,Salz::N,sool,নুন
404,Suppe::N,supp,শুরুয়া
405,Honig::N,mesi,মধু
406,Milch::N,piim,দুধ
407,Tee::N,tee,চা
408,Leder::N,nahk,পাকা চামড়া
409,Wolle::N,vill,পশম
410,Stoff::N,kangas,বস্ত্র
411,Nadel::N,nõel,সুচ
412,Faden::N,niit,সূত্র
413,Knopf::N,nööp,বোতাম
414,Knoten::N,sõlm,গিঁট
415,Farbe::N,värv,রং
416,Kleidung::N,riided,কাপড়
417,Kleidung::N,riietus,কাপড়
418,Hemd::N,särk,শার্ট
419,Kragen::N,krae,গলবন্ধ
420,Ärmel::N,varrukas,আস্তিন্
421,Hose::N,püksid,ট্রাউজার
422,Gürtel::N,vöö,কটিবন্ধ
423,Mütze::N,müts,টুপি
424,Schuh::N,king,জুতো
425,Stiefel::N,saabas,বুট
426,Ring::N,sõrmus,আংটি
427,Band::N,lint,ফিতা
428,Kamm::N,kamm,চিরুনি
429,Spiegel::N,peegel,আয়না
430,Riemen::N,rihm,চাবুক
431,Schnur::N,nöör,দড়ি
432,Leine::N,jalutusrihm,শিকল
433,Decke::N,tekk,কম্বল
434,Kissen::N,padi,উপাধান
435,Tuch::N,kalev,বস্ত্র
436,Handtuch::N,käterätik,তোয়ালে
437,Kraft::N,jõud,জোর
438,Stärke::N,tugevus,শক্তি
439,Gesundheit::N,tervis,স্বাস্থ্য
440,Krankheit::N,haigus,অসুখ
441,Krankheit::N,haigus,ব্যামো
442,Schmerz::N,valu,যন্ত্রণা
443,Wunde::N,haav,ক্ষত
444,Fieber::N,palavik,জ্বর
445,Arznei::N,ravim,ঔষধ
446,Brücke::N,sild,সেতু
447,Brunnen::N,kaev,কূপ
448,Weide::N,karjamaa,পশুচারণভূমি
449,Pfad::N,rada,পথ
450,Weg::N,tee,পথ
451,Straße::N,tee,রাস্তা
452,Dorf::N,küla,গ্রাম
453,Stadt::N,linn,শহর
454,Brief::N,kiri,চিঠি
455,Buch::N,raamat,বই
456,Buchstabe::N,täht,অক্ষর
457,Zeitung::N,ajaleht,সংবাদপত্র
458,Leben::N,elu,জীবন
459,Tod::N,surm,মৃত্যু
460,Grab::N,haud,কবর
461,Kirche::N,kirik,গির্জা
462,Sünde::N,patt,পাপ
463,Gott::N,jumal,দেবতা
464,Arbeiter::N,tööline,শ্রমিক
465,Chef::N,ülemus,নেতা
466,Chef::N,juhataja,নেতা
467,Meister::N,meister,ব্যক্তি
468,Arzt::N,arst,চিকিৎসক
469,Lehrer::N,õpetaja,অধ্যাপক
470,Geld::N,raha,মুদ্রা
471,Geld::N,raha,টাকাপয়সা
472,Geschäft::N,äri,ব্যস্ততা
473,Laden::N,pood,দোকান
474,Laden::N,kauplus,দোকান
475,Preis::N,hind,মূল্য
476,Ware::N,kaup,পণ্যদ্রব্য
477,Nutzen::N,tulu,সুবিধা
478,Nutzen::N,kasulikkus,সুবিধা
479,Reichtum::N,rikkus,ধনদৌলত
480,Welt::N,maailm,জগৎ
481,Land::N,maa,খেত
482,Staat::N,riik,রাষ্ট্র
483,König::N,kuningas,রাজা
484,Macht::N,võim,প্রভাব
485,Grenze::N,piir,সীমা
486,Krieg::N,sõda,যুদ্ধ
487,Feind::N,vaenlane,শত্রু
488,Gewalt::N,väevõim,জোর
489,Kampf::N,võitlus,লড়াই
490,Bogen[Waffe]::N,vibu,ধনুক
491,Pfeil::N,nool,বাণ
492,Gewehr::N,püss,বন্দুক
493,Fehler::N,viga,ভুল
494,Lüge::N,vale,মিথ্যা
495,Schaden::N,kahju,ক্ষতি
496,Unglück::N,häda,দুর্ভাগ্য
497,Unglück::N,õnnetus,দুর্ভাগ্য
498,Schuld::N,süü,অপরাধ
499,Alter::N,iga,আয়ু
500,Schluss::N,lõpp,শেষ
501,Zeit::N,aeg,সময়
502,Tag::N,päev,দিন
503,Morgen::N,hommik,সকাল
504,Mittag::N,lõuna,মধ্যাহু
505,Mittag::N,keskpäev,মধ্যাহু
506,Abend::N,õhtu,সন্ধ্যা
507,Nacht::N,öö,রাত্রি
508,Woche::N,nädal,সপ্তাহ
509,Monat::N,kuu,মাস
510,Jahr::N,aasta,সৌরবর্ষ
511,Frühling::N,kevad,বসন্তকাল
512,Sommer::N,suvi,গ্রীষ্মকাল
513,Herbst::N,sügis,শরংঋতু
514,Winter::N,talv,শীতকাল
515,Januar::N,jaanuar,জানুয়ারী
516,Februar::N,veebruar,ফেব্রুয়ারী
517,März::N,märts,মার্চ
518,April::N,aprill,এপ্রিল
519,Mai::N,mai,মে
520,Juni::N,juuni,জুন
521,Juli::N,juuli,জুলাই
522,August::N,august,অগাস্ট
523,September::N,september,সেপ্টেম্বর
524,Oktober::N,oktoober,অক্টোবর
525,November::N,november,নভেম্বর
526,Dezember::N,detsember,ডিসেম্বর
527,Montag::N,esmaspäev,সোমবার
528,Dienstag::N,teisipäev,মঙ্গলবার
529,Mittwoch::N,kesknädal,বুধবার
530,Donnerstag::N,neljapäev,বৃহম্পতিবার
531,Freitag::N,reede,শুক্রবার
532,Samstag::N,laupäev,শনিবার
533,Sonntag::N,pühapäev,রবিবার
534,groß::A,suur,বৃহৎ
535,klein::A,väike,ছোট
536,klein::A,pisike,ছোট
537,lang::A,pikk,দীর্ঘ
538,kurz::A,lühike,খর্ব
539,kurz::A,lühike,হ্রস্ব
540,breit::A,lai,চওড়া
541,schmal::A,kitsas,সরু
542,dicht::A,tihe,ঘন
543,dick[Gegenstand]::A,jäme,পুরু
544,dünn::A,õhuke,কৃশ
545,dünn::A,peenike,কৃশ
546,fein::A,peen,সূক্ষ্ম
547,fein::A,õhuke,সূক্ষ্ম
548,fest::A,püsiv,দৃঢ়
549,fest::A,kindel,দৃঢ়
550,flach::A,lame,সমতল
551,flach::A,tasane,সমতল
552,glatt::A,sile,মসৃণ
553,hart::A,kõva,শক্ত
554,weich::A,pehme,নরম
555,rund::A,ümar,গোলাকার
556,spitz::A,torkav,তীক্ষ্ন
557,scharf::A,terav,শাণিত
558,stumpf::A,nüri,ভোঁতা
559,schwer::A,raske,ভারী
560,schön::A,kena,সুন্দর
561,heiß::A,kuum,গরম
562,heiß::A,palav,গরম
563,warm::A,soe,ঈষদুষ্ণ
564,kalt::A,külm,ঠাণ্ডা
565,kühl::A,jahe,শীতল
566,frisch::A,värske,তাজা
567,feucht::A,niiske,ভিজা
568,nass::A,märg,ভিজা
569,trocken::A,kuiv,শুষ্ক
570,voll::A,täis,পূর্ণ
571,leer::A,tühi,খালি
572,offen::A,avatud,খোলা
573,offen::A,lahtine,খোলা
574,geschlossen::A,suletud,বন্ধ
575,sauber::A,puhas,নির্মল
576,schmutzig::A,räpane,নোংরা
577,schmutzig::A,määrdunud,নোংরা
578,roh::A,toores,কাঁচা
579,reif::A,küps,পাকা
580,lecker::A,hõrk,সুস্বাদ
581,lecker::A,maitsev,সুস্বাদ
582,süß::A,magus,মিষ্ট
583,bitter::A,mõru,তিক্ত
584,sauer::A,hapu,টক
585,hell::A,hele,উজ্জ্বল
586,dunkel::A,pime,অন্ধকারময়
587,schwarz::A,must,কালো
588,weiß::A,valge,সাদা
589,rot::A,punane,লাল
590,gelb::A,kollane,হলদে
591,blau::A,sinine,নীল
592,grün::A,roheline,সবুজ
593,grau::A,hall,ছাই-রঙা
594,bunt::A,kirju,রঙিন
595,bunt::A,värviline,রঙিন
596,billig::A,odav,সস্তা
597,teuer::A,kallis,আক্রা
598,wertvoll::A,väärtuslik,মহার্ঘ
599,blind::A,pime,কানা
600,taub::A,kurt,বধির
601,kräftig::A,jõuline,বিশাল
602,stark::A,tugev,শক্তিশালী
603,schwach::A,nõrk,দুর্বল
604,schwach::A,jõuetu,দুর্বল
605,fett::A,rasvane,মোটা
606,schlank::A,sale,কৃশ
607,hübsch::A,kena,সুন্দর
608,böse::A,tige,খারাপ
609,dumm::A,juhm,মূর্খ
610,dumm::A,rumal,মূর্খ
611,faul::A,laisk,শ্রমবিমুখ
612,fleißig::A,virk,পরিশ্রমী
613,fleißig::A,hoolas,পরিশ্রমী
614,geizig::A,ihne,ব্যয়কুণ্ঠ
615,klug::A,tark,দক্ষ
616,klug::A,arukas,দক্ষ
617,klug::A,mõistlik,দক্ষ
618,geschickt::A,osav,পটু
619,lieb::A,armas,প্রেয়
620,lustig::A,lõbus,প্রফুল্ল
621,sanft::A,õrn,নম্র
622,hungrig::A,näljane,ক্ষুধার্ত
623,krank::A,haige,অসুস্থ
624,nackt::A,alasti,উলঙ্গ
625,traurig::A,kurb,দুঃখিত
626,lebendig::A,elus,জীবিত
627,gut::A,hea,ভালো
628,schlecht::A,halb,মন্দ
629,richtig::A,õige,ঠিক
630,schlimm::A,paha,কদর্য
631,wahr::A,tõene,বাস্তব
632,alt::A,vana,পুরাতন
633,neu::A,uus,নব
634,neu::A,uus,নূতন
635,ehemalig::A,endine,পূর্বকালীন
636,alt[Lebewesen]::A,vana,বৃদ্ধ
637,jung::A,noor,তরুণ
638,arm::A,vaene,ক্ষুদ্র
639,reich::A,rikas,ধনবান্
640,bekannt::A,teada,সুপরিচিত
641,bekannt::A,tuttav,সুপরিচিত
642,berühmt::A,tuntud,বিখ্যাত
643,fremd::A,võõras,বিদেশি
644,verschieden::A,erinev,বিসদৃশ
645,nah::A,lähedane,নিকটবতী
646,fern::A,kauge,দুরবতী
647,linker::A,vasak,বাম
648,rechter::A,parem,ডান
649,rechter::A,parem,ডাইন
650,anderer::A,muu,অন্যতর
651,anderer::A,teine,অন্যতর
652,erster::A,esimene,প্রথম
653,zweiter::A,teine,দ্বিতীয়
654,dritter::A,kolmas,তৃতীয়
655,letzter::A,viimane,সর্বশেষ
656,allein::ADV,üksi,একক
657,auf einmal::ADV,korraga,জলদি
658,auf einmal::ADV,ühekorraga,জলদি
659,zusammen::ADV,koos,একসঙ্গে
660,zusammen::ADV,üheskoos,একসঙ্গে
661,lange::ADV,kaua,লম্বা
662,plötzlich::ADV,äkki,হঠাৎ
663,plötzlich::ADV,järsku,হঠাৎ
664,sofort::ADV,kohe,মুহ্ণর্তমধ্যে
665,später::ADV,hiljem,পশ্চাতে
666,jetzt::ADV,nüüd,এখন
667,heute::ADV,täna,আজ
668,morgen::ADV,homme,আগামিকাল
669,bald::ADV,pea,অস্পকালমধ্যে
670,bald::ADV,varsti,অস্পকালমধ্যে
671,dann::ADV,siis,তখন
672,gestern::ADV,eile,গতকাল
673,einst::ADV,vanasti,একবার মাত্র
674,damals::ADV,tookord,তখন
675,danach::ADV,seejärel,পরে
676,vorher::ADV,enne,আগে
677,zuerst::ADV,enne,আগে
678,zuerst::ADV,esmalt,আগে
679,einmal::ADV,kord,একবার
680,einmal::ADV,üks kord,একবার
681,manchmal::ADV,mõnikord,কখনও কখনও
682,oft::ADV,tihti,ঘনঘন
683,oft::ADV,sageli,ঘনঘন
684,immer::ADV,ikka,সর্বদা
685,immer::ADV,alati,সর্বদা
686,niemals::ADV,mitte kunagi,কখলও নহে
687,hier::ADV,siin,এখানে
688,hierhin::ADV,siia,এখানে
689,von hier::ADV,siit,ত্রই স্তান হইতে
690,dort::ADV,seal,ওখানে
691,dorthin::ADV,sinna,ওখানে
692,geradeaus::ADV,otse edasi,অগ্রগামী
693,vorwärts::ADV,edasi,সন্মুখিকে
694,rückwärts::ADV,tagurpidi,খিরিয়া
695,zurück::ADV,tagasi,পিঠ
696,unten::ADV,all,নীচে
697,unten::ADV,allpool,নীচে
698,hinab::ADV,alla,নিম্নগামী
699,oben::ADV,ülal,উপরে
700,hinauf::ADV,üles,উচ্চতর অংশে
701,überall::ADV,kõikjal,সর্বত্র
702,nicht::ADV,ei,না
703,nicht::ADV,mitte,না
704,ein wenig::ADV,veidi,অল্প
705,ein wenig::ADV,natuke,অল্প
706,kaum::ADV,vaevalt,কষ্টসহকাবে
707,sehr::ADV,väga,খুব
708,so::ADV,nii,তত
709,noch::ADV,veel,এখন পর্যস্ত
710,nur::ADV,ainult,শুধু
711,schon::ADV,juba,ইতঃপুর্বে
712,wieder::ADV,jälle,আবার
713,vergebens::ADV,asjata,বিফলে
714,vor::PRP,ees,সম্মুখে
715,hinter::PRP,taha,পশ্চাতে
716,unter::PRP,all,নীচে
717,durch::PRP,läbi,দ্বারা
718,durch::PRP,kaudu,দ্বারা
719,neben::PRP,kõrval,কাছে
720,zwischen::PRP,vahel,মধ্যে
721,wegen::PRP,tõttu,জন্য
722,wegen::PRP,pärast,জন্য
723,dies::PRN,see,এটা
724,das::PRN,see,ওটা
