,Concept_ID,be,mdf
266,Wahrheit::N,праўда,видеши́
267,Gespräch::N,размова,корхтама
268,Märchen::N,казка,ёфкс
269,Erzählung::N,расказ,азкс
270,Erzählung::N,апавяданне,азкс
271,Nachricht::N,вестка,куля́
272,Nachricht::N,паведамленне,куля́
273,Neuigkeit::N,навіна,куля́
274,Name::N,імя,лем
275,Rätsel::N,загадка,со́дама ёфкс
276,Rede::N,прамова,вал
277,Rede::N,прамова,корхтама
278,Sprache::N,мова,кяль
279,Stimme::N,голас,вайгяль
280,Wort::N,слова,вал
281,Zeichen::N,знак,тя́ште
282,Zeichen::N,знак,тя́штькс
283,Ruf::N,кліч,тердема
284,Lärm::N,шум,гайф
285,Lärm::N,шум,жалакодома
286,Laut::N,гук,вайгяль
287,Ton::N,гучанне,вайгяль
288,Lied::N,песня,мора
289,Ruhe::N,спакой,сетьме
290,Leute::N,людзі,ломатть
291,Volk::N,народ,наро́д
292,Arbeit::N,праца,тев
293,Arbeit::N,работа,тев
294,Gast::N,госць,и́нжи
295,Gast::N,госць,ко́нак
296,Geschenk::N,падарунак,казне
297,Spiel::N,гульня,налхкома
298,Spiel::N,гульня,налхксема
299,Gesellschaft::N,таварыства,кружок
300,Hilfe::N,дапамога,лездома
301,Freund::N,друг,я́лга
302,Freund::N,сябар,я́лга
303,Kamerad::N,прыяцель,я́лга
304,Angelegenheit::N,справа,тев
305,Anzahl::N,колькасць,лувкс
306,Art::N,від,вид
307,Stück::N,кусок,пакш
308,Stück::N,кавалак,пакш
309,Teil::N,частка,часть
310,Teil::N,частка,пялькс
311,Hälfte::N,палова,пяле
312,Hälfte::N,палавіна,пяле
313,Kreis::N,круг,шаркс
314,Kreuz::N,крыж,крёз
315,Linie::N,лінія,межа
316,Linie::N,лінія,китькс
317,Strich::N,рыса,межа
318,Abstand::N,прамежак,ётка
319,Entfernung::N,адлегласць,ётка
320,Gegend::N,мясцовасць,ва́ста
321,Gegend::N,мясцовасць,перьфпя́ль
322,Platz::N,месца,ва́ста
323,Ort::N,месца,ва́ста
324,Seite::N,бок,пяле
325,Mitte::N,сярэдзіна,кучка́
326,Gegenstand::N,прадмет,веща
327,Sache::N,рэч,тев
328,Sache::N,рэч,веща
329,Rand::N,край,пе
330,Kante::N,руб,и́рдез
331,Kante::N,кант,и́рдез
332,Ecke::N,вугал,ужа
333,Spitze::N,кончык,пря
334,Ende::N,канец,пе
335,Loch::N,дзірка,варя
336,Winkel::N,вугал,ужа
337,Muster::N,узор,сёрма
338,Größe::N,памер,серь
339,Länge::N,даўжыня,кува́лма
340,Höhe::N,вышыня,серь
341,Gewicht::N,вага,сталма
342,Menge::N,колькасць,лувкс
343,Haufen::N,куча,мар
344,Reihe::N,рад,ряд
345,Boot::N,лодка,венеж
346,Ruder::N,вясло,миле
347,Schlitten::N,сані,ну́рда
348,Ski::N,лыжа,сокс
349,Lagerfeuer::N,вогнішча,то́лмар
350,Last::N,цяжар,канкс
351,Last::N,цяжар,сталма
352,Gang::N,ход,молема
353,Schritt::N,шаг,аськолкс
354,Schritt::N,крок,аськолкс
355,Norden::N,поўнач,якшама шире
356,Süden::N,поўдзень,ля́мбе ши́ре
357,Westen::N,захад,ши валгома шире
358,Osten::N,усход,шинь стяма шире
359,Holz::N,дрэва,вирь
360,Holz::N,дрэва,шуфта
361,Holz::N,драўніна,вирь
362,Holz::N,драўніна,шуфта
363,Brett::N,дошка,лавця
364,Platte::N,пліта,плита́
365,Stütze::N,падпорка,неже
366,Stange::N,жэрдка,олга
367,Stock::N,палка,байдек
368,Stab::N,шост,олгоня
369,Rohr::N,труба,турама
370,Haus::N,дом,куд
371,Heim::N,дом,куд
372,Heim::N,хата,куд
373,Ofen::N,печ,пянакуд
374,Fußboden::N,падлога,кия́кс
375,Tisch::N,стол,шра
376,Tisch::N,стол,моркш
377,Stuhl::N,стул,стул
378,Stuhl::N,крэсла,стул
379,Wiege::N,калыска,нюря́м
380,Bett::N,ложак,ацам
381,Bett::N,пасцель,ацам
382,Regal::N,паліца,лавцяланга
383,Kiste::N,скрынка,парга
384,Fenster::N,акно,валмья
385,Tür::N,дзверы,кенкш
386,Tor::N,вароты,ортат
387,Zaun::N,агароджа,перяфкс
388,Dach::N,дах,кудпря
389,Leiter::N,лесвіца,куцема
390,Besen::N,мятла,тяльме
391,Spaten::N,лапата,ка́йме
392,Spaten::N,жалязняк,ка́йме
393,Schaufel::N,шуфлік,ко́поня
394,Schaufel::N,шуфлік,ця́рдом
395,Schaufel::N,лапатка,ко́поня
396,Schaufel::N,лапатка,ця́рдом
397,Gabel::N,відэлец,ця́нгоня
398,Löffel::N,лыжка,куцю
399,Messer::N,нож,пеель
400,Nagel::N,цвік,эска
401,Netz::N,сетка,
402,Haken::N,крук,кя́чказ
403,Griff::N,ручка,недь
404,Griff::N,ручка,кунда́мка
405,Schloss::N,замок,замо́к
406,Bild::N,карціна,карти́на
407,Figur::N,фігура,ронга-понда
408,Puppe::N,лялька,ня́ка
409,Beutel::N,мяшок,кяскав
410,Bündel::N,вязка,кярьме
411,Tasche::N,торба,кошяльня
412,Eimer::N,вядро,ве́дарка
413,Deckel::N,накрыўка,тавадкс
414,Deckel::N,накрыўка,вельхкс
415,Geschirr::N,пасуда,кядьге
416,Sack::N,мех,кяскав
417,Tasse::N,кубак,ша́ваня
418,Topf::N,каструля,кавозь
419,Kessel::N,кацёл,сргавозь
420,Essen::N,ежа,ярхцама
421,Nahrung::N,харч,ярхцампяль
422,Speise::N,страва,ярхцама
423,Fleisch::N,мяса,пал
424,Fleisch::N,мяса,сиволь
425,Getreide::N,збожжа,сёра
426,Brei::N,каша,ям
427,Brot::N,хлеб,кши
428,Scheibe::N,луста,кочам
429,Scheibe::N,скібка,кочам
430,Fett::N,тлушч,куя́
431,Butter::N,масла,вай
432,Öl::N,алей,вай
433,Salz::N,соль,сал
434,Suppe::N,суп,шонгарям
435,Suppe::N,суп,коршампяль
436,Honig::N,мёд,медь
437,Milch::N,малако,лофца
438,Tee::N,чай,чай
439,Tee::N,гарбата,чай
440,Leder::N,скура,кедь
441,Wolle::N,воўна,пона
442,Stoff::N,тканіна,котф
443,Nadel::N,іголка,салмокс
444,Faden::N,нітка,сюре
445,Knopf::N,гузік,пуня
446,Knoten::N,вузел,сюлма
447,Farbe::N,фарба,архтомбяль
448,Kleidung::N,адзенне,щам
449,Hemd::N,кашуля,па́нар
450,Kragen::N,каўнер,сиве
451,Ärmel::N,рукаў,ожа
452,Hose::N,штаны,понкст
453,Gürtel::N,пояс,каркс
454,Mütze::N,шапка,вазь
455,Schuh::N,чаравік,башма́к
456,Stiefel::N,бот,кя́ме
457,Ring::N,кольца,суркс
458,Band::N,стужка,керькс
459,Band::N,стужка,лента
460,Kamm::N,расчоска,сюрьхцем
461,Spiegel::N,люстра,ванома
462,Riemen::N,рэмень,шнань каркс
463,Schnur::N,вяроўка,пикс
464,Schnur::N,вяроўка,карькскя
465,Leine::N,павадок,вядьме
466,Decke::N,коўдра,вельхкс
467,Kissen::N,падушка,тоду
468,Tuch::N,хустка,руця́
469,Handtuch::N,ручнік,на́рдама
470,Kraft::N,сіла,вий
471,Stärke::N,моц,вииши
472,Gesundheit::N,здароўе,шумбраши́
473,Krankheit::N,хвароба,урма́
474,Krankheit::N,хвароба,сярядема
475,Schmerz::N,боль,маряма
476,Wunde::N,рана,керф
477,Fieber::N,гарачка,маштыкс
478,Fieber::N,ліхаманка,маштыкс
479,Arznei::N,лекі,надо́бья
480,Arznei::N,лекі,пъчка́фтома
481,Brücke::N,мост,седь
482,Brunnen::N,калодзеж,эши
483,Weide::N,паша,ванома васта
484,Pfad::N,сцежка,ян
485,Pfad::N,сцежка,киня́
486,Weg::N,шлях,ки
487,Weg::N,дарога,ки
488,Straße::N,вуліца,ки
489,Dorf::N,вёска,веле
490,Stadt::N,горад,ош
491,Brief::N,ліст,сёрма
492,Brief::N,пісьмо,сёрма
493,Buch::N,кніга,книга
494,Buchstabe::N,літара,бу́ква
495,Zeitung::N,газета,газе́та
496,Leben::N,жыццё,эряф
497,Leben::N,жыццё,эряма
498,Tod::N,смерць,кулома́
499,Grab::N,магіла,калма
500,Kirche::N,касцёл,це́рькав
501,Kirche::N,царква,це́рькав
502,Sünde::N,грэх,пежеть
503,Sünde::N,грэх,муворкс
504,Gott::N,бог,шкай
505,Arbeiter::N,рабочы,трудендай
506,Arbeiter::N,рабочы,работник
507,Chef::N,начальнік,азор
508,Chef::N,начальнік,оцюня
509,Meister::N,майстар,мастяр
510,Arzt::N,урач,врач
511,Arzt::N,урач,доктор
512,Lehrer::N,настаўнік,учи́тель
513,Geld::N,грошы,ярмакт
514,Geschäft::N,заняцце,ладяфкс
515,Geschäft::N,заняцце,ладяф тев
516,Laden::N,крама,ла́вка
517,Laden::N,магазін,ла́вка
518,Preis::N,цана,питне
519,Ware::N,тавар,миф
520,Ware::N,тавар,ра́маф
521,Nutzen::N,выгада,пара
522,Nutzen::N,выгада,лезкс
523,Reichtum::N,багацце,ко́зяши
524,Welt::N,свет,свет
525,Land::N,краіна,мастор
526,Staat::N,дзяржава,государства
527,König::N,кароль,король
528,Macht::N,улада,азорондама
529,Macht::N,улада,азорксши
530,Grenze::N,граніца,ёткаян
531,Krieg::N,вайна,война́
532,Feind::N,вораг,душман
533,Feind::N,вораг,каршек тюри
534,Gewalt::N,насілле,наругама
535,Kampf::N,барацьба,тюрема́
536,Bogen[Waffe]::N,лук,нал
537,Pfeil::N,страла,нал
538,Gewehr::N,ружжо,винто́вка
539,Fehler::N,памылка,эльбядькс
540,Lüge::N,хлусня,васькафнема
541,Schaden::N,шкода,зия́н
542,Unglück::N,ліха,зия́н
543,Unglück::N,бядота,зия́н
544,Schuld::N,віна,муворши
545,Alter::N,узрост,эряф кизот
546,Alter::N,узрост,эряфонь пинге
547,Schluss::N,канец,пе
548,Zeit::N,час,пинге
549,Tag::N,дзень,ши
550,Morgen::N,ранак,шобдава
551,Morgen::N,раніца,шобдава
552,Mittag::N,паўдня,шикучка
553,Mittag::N,поўдзень,шикучка
554,Abend::N,вечар,иля́дь
555,Nacht::N,ноч,ве
556,Woche::N,тыдзень,недя́ля
557,Monat::N,месяц,ков
558,Jahr::N,год,киза
559,Frühling::N,вясна,тунда́
560,Sommer::N,лета,киза
561,Herbst::N,восень,сёксе
562,Winter::N,зіма,тяла
563,Januar::N,студзень,кельмеков
564,Februar::N,люты,уфайков
565,März::N,сакавік,марайков
566,April::N,красавік,шудиков
567,Mai::N,май,панжиков
568,Mai::N,травень,панжиков
569,Juni::N,чэрвень,лямбеков
570,Juli::N,ліпень,псиков
571,August::N,жнівень,сёроньков
572,September::N,верасень,тюжягов
573,Oktober::N,кастрычнік,кельмазаков
574,November::N,лістапад,эйндамков
575,Dezember::N,снежань,кучкаков
576,Montag::N,панядзелак,одговши
577,Dienstag::N,аўторак,ша́вши
578,Mittwoch::N,серада,вержи
579,Donnerstag::N,чацвер,шува́ланя
580,Freitag::N,пятніца,пя́денця
581,Samstag::N,субота,ёткши
582,Sonntag::N,нядзеля,таргоши
583,groß::A,вялікі,оцю
584,klein::A,маленькі,ёмла
585,lang::A,доўгі,кува́ка
586,kurz::A,кароткі,нюрьхкя́ня
587,breit::A,шырокі,кели
588,schmal::A,вузкі,тяйня
589,dicht::A,густы,сиде
590,dicht::A,густы,туста
591,dick[Gegenstand]::A,тоўсты,эчке
592,dünn::A,тонкі,шува́ня
593,fein::A,тонкі,шува́ня
594,fest::A,моцны,кеме
595,flach::A,плоскі,лапш
596,glatt::A,гладкі,вадяв
597,glatt::A,гладкі,такор
598,hart::A,цвёрды,калгода
599,weich::A,мяккі,ляпе
600,rund::A,круглы,кру́глай
601,spitz::A,спічасты,ботаз
602,spitz::A,спічасты,оржа
603,spitz::A,востраканцовы,ботаз
604,spitz::A,востраканцовы,оржа
605,scharf::A,востры,оржа
606,stumpf::A,тупы,ношка
607,schwer::A,цяжкі,стака
608,schön::A,прыгожы,мазы
609,heiß::A,гарачы,пси
610,warm::A,цёплы,лямбе
611,kalt::A,холадны,кельме
612,kühl::A,халаднаваты,эше
613,frisch::A,свежы,свежай
614,feucht::A,вільготны,летьке
615,nass::A,мокры,начка
616,trocken::A,сухі,коське
617,voll::A,поўны,пяшксе
618,leer::A,пусты,шава
619,offen::A,адкрыты,панжада
620,offen::A,адкрыты,виде
621,offen::A,адчынены,панжада
622,offen::A,адчынены,виде
623,geschlossen::A,закрыты,пякстаф
624,geschlossen::A,закрыты,сёлгф
625,geschlossen::A,зачынены,пякстаф
626,geschlossen::A,зачынены,сёлгф
627,sauber::A,чысты,ару
628,schmutzig::A,брудны,рда́зу
629,schmutzig::A,брудны,пя́ндра
630,roh::A,сыры,верок
631,reif::A,спелы,ке́нерьф
632,lecker::A,смачны,танцти
633,süß::A,салодкі,ламбама
634,bitter::A,горкі,сяпи
635,sauer::A,кіслы,шапама
636,hell::A,светлы,валда
637,dunkel::A,цёмны,шобда
638,schwarz::A,чорны,равжа
639,weiß::A,белы,акша
640,rot::A,чырвоны,якстерь
641,gelb::A,жоўты,тюжя́
642,blau::A,сіні,сенем
643,grün::A,зялёны,пиже
644,grün::A,зялёны,сянгяря
645,grau::A,шэры,уле
646,bunt::A,пяресты,сёрмав
647,billig::A,танны,у́цез
648,billig::A,танны,аф пи́тни
649,teuer::A,дарагі,пи́тни
650,wertvoll::A,цэнны,питни
651,wertvoll::A,каштоўны,питни
652,blind::A,сляпы,сокор
653,taub::A,глухі,пярав
654,kräftig::A,магутны,пяк вии
655,stark::A,сільны,вии
656,schwach::A,слабы,лафча
657,fett::A,тлусты,куя́
658,schlank::A,стройны,виде ронга
659,hübsch::A,чароўны,мазы
660,böse::A,злы,кяжи
661,dumm::A,дурны,аф ёню
662,dumm::A,дурны,шава пря
663,faul::A,лянівы,нола
664,fleißig::A,руплівы,ку́лхцонды
665,geizig::A,прагны,кирьжя
666,geizig::A,прагны,жаднай
667,klug::A,разумны,ёню
668,klug::A,разумны,пря́ви
669,geschickt::A,умелы,маштозь тиф
670,lieb::A,мілы,цебярь
671,lustig::A,вясёлы,ра́хси
672,sanft::A,ласкавы,сетьме
673,hungrig::A,галодны,вача
674,hungrig::A,галодны,вачеда
675,krank::A,хворы,сяряди
676,nackt::A,голы,штада
677,nackt::A,голы,кърхтапа
678,traurig::A,сумны,ла́жнай
679,lebendig::A,жывы,эряй
680,gut::A,добры,пара
681,gut::A,добры,цебярь
682,schlecht::A,кепскі,кальдяв
683,richtig::A,правільны,виде
684,schlimm::A,агідны,кальдяв
685,wahr::A,сапраўдны,афкуксонь
686,alt::A,стары,ташта
687,neu::A,новы,од
688,ehemalig::A,былы,и́нгольдень
689,alt[Lebewesen]::A,стары,сире
690,jung::A,малады,од
691,arm::A,бедны,а́шу
692,reich::A,багаты,козя
693,bekannt::A,знаёмы,содаф
694,berühmt::A,славуты,содавикс
695,fremd::A,чужы,лия
696,fremd::A,чужы,аф содаф
697,verschieden::A,розны,аф фкя ла́цонь
698,nah::A,блізкі,мала
699,nah::A,блізкі,аф ичкоздень
700,fern::A,далёкі,и́чкоздень
701,fern::A,далёкі,куна́рдонь
702,linker::A,левы,кержи
703,rechter::A,правы,види
704,anderer::A,іншы,лия
705,anderer::A,другі,лия
706,erster::A,першы,васенце
707,zweiter::A,другі,омбоце
708,dritter::A,трэці,колмоце
709,letzter::A,апошні,ме́кольце
710,allein::ADV,сам,ськамонза
711,allein::ADV,адзін,ськамонза
712,auf einmal::ADV,адразу,вихцок
713,zusammen::ADV,разам,марс
714,zusammen::ADV,разам,ма́рса
715,lange::ADV,доўга,кува́тьс
716,plötzlich::ADV,раптам,а́пак учт
717,sofort::ADV,зараз,тяникиге
718,später::ADV,пазней,ме́ле
719,jetzt::ADV,цяпер,тяни
720,heute::ADV,сёння,тячи
721,morgen::ADV,заўтра,ва́нды
722,bald::ADV,хутка,курок
723,bald::ADV,неўзабаве,курок
724,dann::ADV,потым,меле
725,dann::ADV,потым,сяда меле
726,gestern::ADV,учора,ися́к
727,einst::ADV,аднойчы,весть
728,einst::ADV,аднойчы,мзя́рда-бди
729,damals::ADV,тады,эста
730,danach::ADV,затым,меле
731,vorher::ADV,раней,инголи
732,zuerst::ADV,спярша,ва́сенда
733,zuerst::ADV,спачатку,ва́сенда
734,einmal::ADV,адзін раз,весть
735,manchmal::ADV,часам,лия́ста
736,manchmal::ADV,часам,ко́ста-ко́ста
737,oft::ADV,часта,си́деста
738,immer::ADV,заўсёды,фалу
739,immer::ADV,заўсёды,най
740,niemals::ADV,ніколі,аф мзя́рдонга
741,hier::ADV,тут,тяса
742,hierhin::ADV,сюды,сей
743,hierhin::ADV,сюды,тяза
744,von hier::ADV,адсюль,тя́ста
745,von hier::ADV,адгэтуль,тя́ста
746,dort::ADV,там,тоса
747,dorthin::ADV,туды,тов
748,dorthin::ADV,туды,тоза
749,geradeaus::ADV,прама,ви́деста
750,vorwärts::ADV,наперад,и́нголи
751,rückwärts::ADV,назад,ме́ки
752,zurück::ADV,назад,ме́ки
753,unten::ADV,унізе,ала
754,hinab::ADV,уніз,алу
755,oben::ADV,угары,вяре
756,oben::ADV,наверсе,вяре
757,hinauf::ADV,угару,вяри
758,überall::ADV,усюды,се́мбе ва́стова
759,nicht::ADV,не,аф
760,ein wenig::ADV,трошкі,аф лама
761,kaum::ADV,ледзьве,а́ньцек
762,sehr::ADV,вельмі,пяк
763,so::ADV,так,ста́не
764,noch::ADV,яшчэ,нинге
765,nur::ADV,толькі,аньцек
766,schon::ADV,ужо,ни
767,wieder::ADV,зноў,та́га
768,vergebens::ADV,дарма,стак
769,vergebens::ADV,дарэмна,стак
770,vor::PRP,перад,инголе
771,hinter::PRP,за,фтала
772,hinter::PRP,за,мельге
773,hinter::PRP,ззаду,фтала
774,hinter::PRP,ззаду,мельге
775,unter::PRP,пад,ала
776,durch::PRP,праз,пачк
777,neben::PRP,каля,ваксса
778,zwischen::PRP,між,ёткса
779,zwischen::PRP,паміж,ёткса
780,wegen::PRP,з-за,сюнеда
781,dies::PRN,гэта,тя
782,das::PRN,тое,ся
783,das::PRN,тое,тона
784,alles::PRN,усё,сембе
785,ich::PRN,я,мон
786,du::PRN,ты,тон
787,er::PRN,ён,сон
788,wir::PRN,мы,минь
789,ihr::PRN,вы,тинь
790,sie::PRN,яны,синь
791,was::FPRN,што,мезе
792,wer::FPRN,хто,кие
793,wo::FADV,дзе,коса
794,wohin::FADV,куды,ков
795,wohin::FADV,куды,коза
796,wie::FADV,як,ко́да
797,warum::FADV,чаму,мес
