,Concept_ID,bn,hi
58,Ferse::N,গোড়ালি,एड़ी
59,Knie::N,হাঁটু,जानु
60,Knie::N,হাঁটু,घुटना
61,Oberschenkel::N,ঊরু,उरु
62,Bein::N,পা,टाँग
63,Körper::N,দেহ,तन
64,Körper::N,দেহ,देह
65,Körper::N,দেহ,शरीर
66,Haut::N,ত্বক,चर्म
67,Haut::N,ত্বক,त्वचा
68,Blut::N,রক্ত,लहू
69,Blut::N,রক্ত,ख़ून
70,Ader::N,শিরা,रग
71,Ader::N,শিরা,शिरा
72,Sehne::N,কণ্ডরা,कंडरा
73,Sehne::N,কণ্ডরা,स्नायु
74,Knochen::N,অস্থি,अस्थि
75,Gehirn::N,মস্তিষ্ক,दिमाग़
76,Gehirn::N,মস্তিষ্ক,मस्तिष्क
77,Herz::N,হৃৎপিণ্ড,दिल
78,Herz::N,হৃৎপিণ্ড,हृदय
79,Magen::N,পাকস্থলী,मेदा
80,Magen::N,পাকস্থলী,अमाशय
81,Leber::N,যকৃৎ,जिगर
82,Leber::N,যকৃৎ,यकृत्
83,Atem::N,শ্বাস,दम
84,Atem::N,শ্বাস,साँस
85,Atem::N,শ্বাস,श्वास
86,Hunger::N,ক্ষুধা,भूख
87,Hunger::N,ক্ষুধা,क्षुधा
88,Träne::N,অশ্রু,आँसू
89,Träne::N,অশ্রু,अश्रु
90,Geschmack::N,স্বাদ,स्वाद
91,Geschmack::N,স্বাদ,ज़ायक़ा
92,Geruch::N,গন্ধ,बू
93,Geruch::N,গন্ধ,गंध
94,Schlaf::N,ঘুম,नींद
95,Schlaf::N,ঘুম,निद्रा
96,Traum::N,স্বপ্ন,सपना
97,Traum::N,স্বপ্ন,स्वप्न
98,Himmel::N,আকাশ,आकाश
99,Himmel::N,আকাশ,आसमान
100,Sonne::N,সূর্য,रवि
101,Sonne::N,সূর্য,सूरज
102,Sonne::N,সূর্য,सूर्य
103,Mond::N,চন্দ্র,चाँद
104,Mond::N,চন্দ্র,चंद्र
105,Stern::N,নক্ষত্র,तारा
106,Stern::N,নক্ষত্র,सितारा
107,Luft::N,বায়ু,हवा
108,Luft::N,বায়ু,वायु
109,Wind::N,বাতাস,पाद
110,Welle::N,ঢেউ,लहर
111,Welle::N,ঢেউ,तरंग
112,Welle::N,তরঙ্গ,लहर
113,Welle::N,তরঙ্গ,तरंग
114,Wasser::N,জল,जल
115,Wasser::N,জল,पानी
116,Stein::N,ঢিল,पत्थर
117,Stein::N,প্রস্তর,पत्थर
118,Boden::N,ভূতল,मिट्टी
119,Erde::N,ভূমি,भूमि
120,Erde::N,ভূমি,ज़मीन
121,Staub::N,ধুলা,धूल
122,Rauch::N,ধোঁয়া,धूआँ
123,Rauch::N,ধোঁয়া,धुम्र
124,Funke::N,স্ফুলিঙ্গ,चिनगारी
125,Funke::N,স্ফুলিঙ্গ,स्फुलिंग
126,Feuer::N,অগ্নি,आग
127,Feuer::N,অগ্নি,आतिश
128,Feuer::N,অগ্নি,अग्नि
129,Licht::N,আলো,रोशनी
130,Licht::N,আলো,प्रकाश
131,Schatten::N,ছায়া,छाया
132,Schatten::N,ছায়া,परछाई
133,Wetter::N,আবহাওয়া,ऋतु
134,Wetter::N,আবহাওয়া,मौसम
135,Nebel::N,কুহেলিকা,धुँध
136,Nebel::N,কুহেলিকা,कुहरा
137,Wolke::N,মেঘ,मेघ
138,Wolke::N,মেঘ,अभ्र
139,Regen::N,বৃষ্টি,मेंह
140,Regen::N,বৃষ্টি,बारिश
141,Schnee::N,তুষার,हिम
142,Schnee::N,তুষার,बर्फ़
143,Eis::N,বরফ,हिम
144,Eis::N,বরফ,बर्फ़
145,Frost::N,তুষার,ठंड
146,Kälte::N,শৈত্য,सर्दी
147,Kälte::N,শৈত্য,शीतलता
148,Hitze::N,তাপ,ताप
149,Hitze::N,তাপ,गरमी
150,Raureif::N,তুহিন,पाला
151,Regenbogen::N,রামধনু,इंद्र-धनुष
152,Donner::N,বজ্রধ্বনি,गरज
153,Donner::N,বজ্রধ্বনি,मेघ-गर्जन
154,Strömung::N,স্রোত,बहाव
155,Strömung::N,স্রোত,प्रवाह
156,Tropfen::N,ফোঁটা,बूँद
157,Schaum::N,ফেনা,झाग
158,Schmutz::N,ধুলা,गंद
159,Schmutz::N,ধুলা,कीचड़
160,See::N,হ্রদ,झील
161,See::N,হ্রদ,सरोवर
162,Sumpf::N,জলা,दलदल
163,Sumpf::N,জলা,धँसान
164,Moor::N,মাঠ,झाबर
165,Moor::N,মাঠ,धँसान
166,Wiese::N,তৃণভূমি,घास-स्थल
167,Wald::N,বন,जंगल
168,Hügel::N,পাহাড়,टीला
169,Hügel::N,পাহাড়,पहाड़
170,Anhöhe::N,টিলা,टीला
171,Anhöhe::N,টিলা,पहाड़ी
172,Berg::N,পর্বত,पहाड़
173,Gipfel::N,শীর্ষ,शिखर
174,Höhle::N,গুহা,गुहा
175,Höhle::N,গুহা,गुफ़ा
176,Abhang::N,ঢাল,ढाल
177,Abhang::N,ঢাল,ढलान
178,Quelle::N,উৎস,चश्मा
179,Bach::N,ক্ষুদ্র নদী,सोता
180,Bach::N,ক্ষুদ্র নদী,नदिका
181,Fluss::N,নদী,नदी
182,Fluss::N,নদী,सरिता
183,Ufer::N,উপকূল,तट
184,Ufer::N,উপকূল,किनारा
185,Küste::N,তীর,समुद्र-तट
186,Festland::N,ভূমি,महाद्वीप
187,Meer::N,সমুদ্র,सागर
188,Meer::N,সমুদ্র,समुद्र
189,Bucht::N,উপসাগর,खाड़ी
190,Insel::N,দ্বীপ,टापू
191,Insel::N,দ্বীপ,द्वीप
192,Blume::N,ফুল,फूल
193,Blume::N,ফুল,पुष्प
194,Gras::N,ঘাস,घास
195,Wurzel::N,শিকড়,मूल
196,Baum::N,গাছ,पेड़
197,Baum::N,গাছ,वृक्ष
198,Stamm::N,স্কন্ধ,धड़
199,Rinde::N,বল্কল,छाल
200,Rinde::N,বল্কল,वल्कल
201,Ast::N,শাখা,डाल
202,Ast::N,শাখা,शाखा
203,Zweig::N,ডাল,टहनी
204,Blatt::N,পর্ণ,पत्र
205,Blatt::N,পর্ণ,पत्ता
206,Birke::N,ভুর্জ,भूर्ज
207,Kiefer[Baum]::N,পাইন গাছ,पाइन-वृक्ष
208,Weide[Baum]::N,উইলো,बेंत
209,Tanne::N,দেবদারূ গাছ,फ़र
210,Horn::N,শিং,सींग
211,Horn::N,শিং,विषाण
212,Feder::N,পালক,पर
213,Feder::N,পালক,पंख
214,Fell::N,রোম,खाल
215,Fell::N,রোম,पशु-चर्म
216,Flügel::N,ডানা,पंख
217,Flügel::N,ডানা,डैना
218,Klaue::N,নখর,पंजा
219,Kralle::N,নখর,पंजा
220,Kralle::N,নখর,नाख़ून
221,Schwanz::N,লেজ,पूँछ
222,Ei::N,ডিম,अंडा
223,Nest::N,কুলায়,नीड़
224,Nest::N,কুলায়,घोंसला
225,Bau::N,ডেরা,बिल
226,Bau::N,ডেরা,माँद
227,Tier::N,জন্তু,पशु
228,Tier::N,জন্তু,जानवर
229,Herde::N,ঝাঁক,गल्ला
230,Kuh::N,গোরু,गौ
231,Kuh::N,গোরু,गाय
232,Bulle::N,বৃষ,साँड़
233,Pferd::N,ঘোড়া,अश्व
234,Pferd::N,ঘোড়া,घोड़ा
235,Schaf::N,ভেড়া,भेड़
236,Schwein::N,শূকর,शूकर
237,Hund::N,কুকুর,श्वान
238,Hund::N,কুকুর,कुत्ता
239,Katze::N,বেড়াল,बिल्ली
240,Bär::N,ভল্লুক,रीछ
241,Bär::N,ভল্লুক,भालू
242,Eichhörnchen::N,কাঠবিড়াল,गिलहरी
243,Elch::N,হরিণবিশেষ,एल्क
244,Fuchs::N,পাঁতিশিয়াল,लोमड़ी
245,Hase::N,শশক,खरहा
246,Hase::N,শশক,ख़रगोश
247,Maus::N,নেংটি ইঁদুর,मूष
248,Maus::N,নেংটি ইঁদুর,चूहा
249,Wolf::N,নেকড়ে,वृक
250,Wolf::N,নেকড়ে,भेड़िया
251,Vogel::N,পক্ষী,पक्षी
252,Vogel::N,পক্ষী,चिड़िया
253,Schwarm::N,ঝাঁক,झुंड
254,Huhn::N,মোরগ,मुर्ग़ी
255,Hahn::N,কুক্কুট,मुर्ग़ा
256,Gans::N,হংসী,हंस
257,Gans::N,হংসী,हंसिनी
258,Adler::N,ইগল,उक़ाब
259,Ente::N,হংসী,बतख़
260,Ente::N,হংসী,बत्तक
261,Eule::N,পেচক,उल्लू
262,Kranich::N,সারস,सारस
263,Kranich::N,সারস,क्रौंंच
264,Krähe::N,কাক,काक
265,Kuckuck::N,কোকিল,कोयल
266,Kuckuck::N,কোকিল,कोकिल
267,Schwan::N,মরাল,हंस
268,Schwan::N,মরাল,मराल
269,Fisch::N,মাছ,मछली
270,Fisch::N,মাছ,मत्स्य
271,Barsch::N,মৎন্যবিশেষ,पर्च
272,Hecht::N,বানমাছ,पाइक
273,Schlange[Tier]::N,সর্প,सर्प
274,Wurm::N,কীট,कृमि
275,Wurm::N,কীট,कीड़ा
276,Spinne::N,মাকড়সা,लूता
277,Spinne::N,মাকড়সা,मकड़ी
278,Ameise::N,পিপীলিকা,चींटी
279,Laus::N,উকুন,जूँ
280,Mücke::N,মশা,डाँस
281,Fliege::N,মাছি,मक्खी
282,Fliege::N,মাছি,मक्षिका
283,Schmetterling::N,প্রজাপতি,तितली
284,Beere::N,বেরি,बेरी
285,Apfel::N,আপেল,सेब
286,Pilz::N,ছত্রক,खुंबी
287,Zwiebel::N,পিয়াজ,प्याज़
288,Saat::N,বীজ,बीज
289,Korn::N,শস্য,दाना
290,Heu::N,খড়,मूखी घास
291,Schale::N,খোসা,बकला
292,Schale::N,খোসা,छिलका
293,Grube::N,গর্ত,गड्ढा
294,Falle::N,ফাঁদ,जाल
295,Falle::N,ফাঁদ,फँदा
296,Schlinge::N,পাশ,फँदा
297,Spur::N,চিহ্ন,सुराग़
298,Spur::N,চিহ্ন,पद-चिह्न
299,Asche::N,ভস্ম,राख
300,Dreck::N,ময়লা,मैल
301,Dreck::N,ময়লা,गंदगी
302,Eisen::N,লোহা,लोहा
303,Gold::N,স্বর্ণ,सोना
304,Gold::N,স্বর্ণ,स्वर्ण
305,Silber::N,রৌপ্য,रजत
306,Silber::N,রৌপ্য,चाँदी
307,Kohle::N,অঙ্গার,कोयला
308,Glas::N,কাচ,काँच
309,Lehm::N,মৃত্তিকা,चिकनी मिट्टी
310,Sand::N,বালি,रेत
311,Sand::N,বালি,बालू
312,Mensch::N,নর,मानव
313,Mensch::N,নর,इनसान
314,Mensch::N,নর,मनुष्य
315,Mensch::N,মানুষ,मानव
316,Mensch::N,মানুষ,इनसान
317,Mensch::N,মানুষ,मनुष्य
318,Mann::N,মানুষ,आदमी
319,Mann::N,মানুষ,पुरुष
320,Frau::N,নারী,औरत
321,Frau::N,নারী,महिला
322,Frau::N,নারী,स्त्री
323,Kind::N,বাচ্চা,बाल
324,Kind::N,বাচ্চা,बच्चा
325,Junge::N,ছেলে,लड़का
326,Mädchen::N,মেয়ে,लड़की
327,Mädchen::N,মেয়ে,कुमारी
328,Familie::N,পরিবার,परिवार
329,Großvater::N,মাতামহ,दादा
330,Großmutter::N,মাতামহী,नानी
331,Eltern::N,মাতাপিতা,माँ-बाप
332,Eltern::N,মাতাপিতা,माता-पिता
333,Vater::N,পিতা,बाप
334,Vater::N,পিতা,पिता
335,Mutter::N,মাতা,माँ
336,Mutter::N,মাতা,माता
337,Sohn::N,ছেলে,बेटा
338,Sohn::N,ছেলে,पुत्र
339,Tochter::N,মেয়ে,बेटी
340,Tochter::N,মেয়ে,पुत्री
341,Bruder::N,দাদা,भाई
342,Bruder::N,দাদা,भ्राता
343,Schwester::N,বোন,बहन
344,Schwester::N,বোন,भगिनी
345,Schwester::N,দিদি,बहन
346,Schwester::N,দিদি,भगिनी
347,Onkel::N,মামা,ताऊ
348,Onkel::N,মামা,काका
349,Tante::N,মাসী,बूआ
350,Tante::N,মাসী,फूफी
351,Tante::N,মাসী,ख़ाला
352,Ehemann::N,স্বামী,पति
353,Ehemann::N,স্বামী,शौहर
354,Ehefrau::N,পত্নী,बीवी
355,Freude::N,উল্লাস,आनंद
356,Freude::N,উল্লাস,प्रसन्नता
357,Gelächter::N,হাসি,हँसी
358,Gelächter::N,হাসি,क़हक़हा
359,Glück::N,সুখ,आनंद
360,Glück::N,সুখ,ख़ुशी
361,Kummer::N,দুঃখ,शोक
362,Kummer::N,দুঃখ,दुःख
363,Wunsch::N,আকাঙ্ক্ষা,इच्छा
364,Wunsch::N,আকাঙ্ক্ষা,अभिलाषा
365,Lust::N,বাসনা,चाह
366,Lust::N,বাসনা,कामना
367,Geist::N,আত্না,जान
368,Geist::N,আত্না,प्राण
369,Gedanke::N,চিন্তা,विचार
370,Gedächtnis::N,স্মরণশক্তি,याददाश्त
371,Gedächtnis::N,স্মরণশক্তি,स्मरण-शक्ति
372,Verstand::N,মন,समझ
373,Verstand::N,মন,अक़्ल
374,Verstand::N,মন,बुद्धि
375,Sinn::N,পদার্থ,अर्थ
376,Grund::N,কারণ,वजह
377,Grund::N,কারণ,कारण
378,Wahrheit::N,সত্য,सत्य
379,Wahrheit::N,সত্য,सच्चाई
380,Gespräch::N,কথাবার্তা,चर्चा
381,Gespräch::N,কথাবার্তা,वार्ता
382,Gespräch::N,কথাবার্তা,बात-चीत
383,Märchen::N,রূপকথা,क़िस्सा
384,Erzählung::N,গল্প,कथा
385,Erzählung::N,গল্প,कहानी
386,Nachricht::N,তথ্য,सूचना
387,Nachricht::N,তথ্য,समाचार
388,Neuigkeit::N,খবরাখবর,ख़बर
389,Neuigkeit::N,খবরাখবর,समाचार
390,Name::N,নাম,नाम
391,Rätsel::N,ধাঁধা,पहेली
392,Rede::N,বক্তৃতা,वचन
393,Rede::N,বক্তৃতা,भाषण
394,Sprache::N,ভাষা,भाषा
395,Sprache::N,ভাষা,ज़बान
396,Stimme::N,স্বর,स्वर
397,Stimme::N,স্বর,आवाज़
398,Wort::N,শব্দ,शब्द
399,Wort::N,শব্দ,लफ़्ज़
400,Zeichen::N,প্রতীক,निशान
401,Ruf::N,ডাক,पुकार
402,Ruf::N,ডাক,आह्वान
403,Lärm::N,হৈচৈ,शोर
404,Lärm::N,হৈচৈ,हुल्लड़
405,Laut::N,ধ্বনি,स्वर
406,Laut::N,ধ্বনি,ध्वनि
407,Ton::N,স্বর,सुर
408,Ton::N,স্বর,स्वर
409,Lied::N,গান,गीत
410,Ruhe::N,শান্তি,आराम
411,Ruhe::N,শান্তি,ख़ामोशी
412,Leute::N,প্রজাপুঞ্জ,लोग
413,Volk::N,জাতি,क़ौम
414,Volk::N,জাতি,प्रजा
415,Arbeit::N,চাকরি,काम
416,Gast::N,অতিথি,अतिथि
417,Gast::N,অতিথি,मेहमान
418,Geschenk::N,উপহার,उपहार
419,Geschenk::N,উপহার,तोहफ़ा
420,Spiel::N,খেলা,खेल
421,Spiel::N,খেলা,क्रीड़ा
422,Gesellschaft::N,সঙ্গিগণ,साथ
423,Hilfe::N,সাহায্য,मदद
424,Hilfe::N,সাহায্য,सहायता
425,Freund::N,বন্ধু,मित्र
426,Kamerad::N,সঙ্গী,साथी
427,Kamerad::N,সঙ্গী,कामरेड
428,Angelegenheit::N,বিষয়,बात
429,Angelegenheit::N,বিষয়,मामला
430,Anzahl::N,পরিমাণ,तादाद
431,Anzahl::N,পরিমাণ,संख्या
432,Art::N,রকম,तरह
433,Art::N,রকম,क़िस्म
434,Stück::N,টুকরো,फाँक
435,Stück::N,টুকরো,टुकड़ा
436,Teil::N,অংশ,भाग
437,Teil::N,অংশ,हिस्सा
438,Hälfte::N,অর্ধেক,अर्धभाग
439,Kreis::N,বৃত্ত,चक्कर
440,Kreuz::N,ক্রুশ,सलीब
441,Kreuz::N,ক্রুশ,क्रूस
442,Linie::N,রেখা,लाइन
443,Strich::N,কষি,लकीर
444,Abstand::N,ফাঁক,अंतर
445,Abstand::N,ফাঁক,फ़ासला
446,Entfernung::N,ব্যবধান,दूरी
447,Entfernung::N,ব্যবধান,फ़ासला
448,Gegend::N,ক্ষেত্র,इलाक़ा
449,Platz::N,জায়গা,जगह
450,Platz::N,জায়গা,स्थान
451,Ort::N,স্থান,स्थल
452,Ort::N,স্থান,स्थान
453,Seite::N,পার্শ্ব,ओर
454,Seite::N,পার্শ্ব,तरफ़
455,Mitte::N,মধ্য,बीच
456,Mitte::N,মধ্য,मध्य
457,Gegenstand::N,জিনিস,चीज़
458,Gegenstand::N,জিনিস,पदार्थ
459,Sache::N,বস্তু,चीज़
460,Sache::N,বস্তু,वस्तु
461,Rand::N,কানা,छोर
462,Rand::N,কানা,उपांत
463,Kante::N,ধার,कोर
464,Kante::N,ধার,किनारा
465,Ecke::N,কোণ,कोना
466,Ecke::N,কোণ,नुक्कड़
467,Spitze::N,ডগা,नोक
468,Ende::N,প্রান্ত,छोर
469,Ende::N,প্রান্ত,सिरा
470,Loch::N,গর্ত,छेद
471,Loch::N,গর্ত,सूराख़
472,Winkel::N,কোণ,कोण
473,Winkel::N,কোণ,कोना
474,Muster::N,নমুন্,नमूना
475,Muster::N,নমুন্,डिज़ाइन
476,Größe::N,আয়তন,परिमाण
477,Größe::N,আয়তন,विस्तार
478,Länge::N,দৈর্ঘ্য,लंबाई
479,Höhe::N,উচ্চতা,ऊँचाई
480,Höhe::N,উচ্চতা,उच्चता
481,Gewicht::N,ওজন,भार
482,Gewicht::N,ওজন,वज़न
483,Menge::N,পরিমাণ,मात्रा
484,Haufen::N,পুঞ্জ,ढेर
485,Haufen::N,পুঞ্জ,अंबार
486,Reihe::N,শ্রেণী,क़तार
487,Reihe::N,শ্রেণী,पंक्ति
488,Boot::N,নৌকা,नाव
489,Boot::N,নৌকা,नौका
490,Ruder::N,দাঁড়,चप्पू
491,Schlitten::N,স্নেজ্-গাড়ি,बर्फ़-गाड़ी
492,Ski::N,শী,स्की
493,Lagerfeuer::N,অগ্নি,अलाव
494,Lagerfeuer::N,অগ্নি,कैंप-फ़ायर
495,Last::N,বোঝা,भार
496,Gang::N,হণ্টন,चाल
497,Schritt::N,পদ,डग
498,Schritt::N,পদ,क़दम
499,Norden::N,উত্তরদিক্,उत्तर
500,Süden::N,দক্ষিণদিক,दक्खिन
501,Westen::N,পশ্চিমদিক্,पश्चिम
502,Osten::N,পূর্বদিক,पूरब
503,Holz::N,কাঠ,काठ
504,Holz::N,কাঠ,काष्ठ
505,Brett::N,তক্তা,पटरा
506,Brett::N,তক্তা,तख़्ता
507,Platte::N,ফলক,फलक
508,Platte::N,ফলক,तख़्ता
509,Stütze::N,নাগদণ্ড,टेक
510,Stütze::N,নাগদণ্ড,थूनी
511,Stange::N,দণ্ড,छड़
512,Stange::N,দণ্ড,बाँस
513,Stock::N,ছড়ি,लाठी
514,Stab::N,যষ্টি,लग्गा
515,Rohr::N,নল,नल
516,Haus::N,ঘর,घर
517,Haus::N,ঘর,मकान
518,Heim::N,বাসা,घर
519,Heim::N,বাসা,गृह
520,Ofen::N,স্টোভ্,चूल्हा
521,Fußboden::N,গহতল,फ़र्श
522,Tisch::N,মেজ,मेज़
523,Tisch::N,টেবিল,मेज़
524,Stuhl::N,চেয়ার,कुरसी
525,Stuhl::N,কেদারা,कुरसी
526,Wiege::N,দোলনা,पालना
527,Wiege::N,দোলনা,हिंडोला
528,Bett::N,শয্যা,खाट
529,Bett::N,শয্যা,पलंग
530,Regal::N,তাক,शेल्फ़
531,Kiste::N,বাক্স,पेटी
532,Kiste::N,বাক্স,डिब्बा
533,Fenster::N,জানালা,खिड़की
534,Tür::N,দ্বার,द्वार
535,Tür::N,দ্বার,दरवाज़ा
536,Tor::N,দ্বার,फाटक
537,Zaun::N,বেড়া,बाड़ा
538,Dach::N,ছাদ,छत
539,Dach::N,ছাদ,छप्पर
540,Leiter::N,মই,सीढ़ी
541,Besen::N,গুল্মবিশেষ,झाड़ू
542,Besen::N,গুল্মবিশেষ,बुहारी
543,Spaten::N,কোদাল,कुदाल
544,Schaufel::N,বেলচা,बेलचा
545,Schaufel::N,বেলচা,फावड़ा
546,Gabel::N,কাঁটা,काँटा
547,Löffel::N,চামচ,चम्मच
548,Messer::N,ছুরি,छुरा
549,Messer::N,ছুরি,चाक़ू
550,Nagel::N,পেরেক,कील
551,Nagel::N,পেরেক,मेख़
552,Netz::N,জাল,जाल
553,Haken::N,কাচি,अंकुश
554,Griff::N,হাতল,मूठ
555,Griff::N,হাতল,हत्था
556,Schloss::N,তালা,ताला
557,Bild::N,ছবি,चित्र
558,Bild::N,চিত্র,चित्र
559,Figur::N,আকার,मूर्ति
560,Puppe::N,পুতুল,पुतली
561,Puppe::N,পুতুল,गुड़िया
562,Beutel::N,বটুয়া,झोला
563,Bündel::N,আঁটি,पुलिंदा
564,Tasche::N,থলি,बेग
565,Tasche::N,থলি,बस्ता
566,Eimer::N,বাল্তি,बाल्टी
567,Deckel::N,আবরণ,ढक्कन
568,Geschirr::N,থালা-বাসন,बरतन-भाँड़े
569,Sack::N,বস্তা,बोरा
570,Tasse::N,কাপ,प्याला
571,Topf::N,পাত্র,देग़चा
572,Kessel::N,কেটলি,देग़
573,Kessel::N,কেটলি,बटलोई
574,Essen::N,আহার,खाना
575,Nahrung::N,খাদ্য,भोजन
576,Speise::N,খাদ্য,खाना
577,Speise::N,খাদ্য,व्यंजन
578,Fleisch::N,মাংস,मांस
579,Fleisch::N,মাংস,गोश्त
580,Getreide::N,শস্য,अनाज
581,Brei::N,মণ্ড,भरता
582,Brei::N,মণ্ড,दलिया
583,Brot::N,রুটি,रोटी
584,Scheibe::N,ফালি,कतला
585,Fett::N,মেদ,वसा
586,Fett::N,মেদ,चरबी
587,Butter::N,মাখন,मक्खन
588,Öl::N,তৈল,तेल
589,Salz::N,নুন,नमक
590,Suppe::N,শুরুয়া,सूप
591,Suppe::N,শুরুয়া,शोरबा
592,Honig::N,মধু,शहद
593,Milch::N,দুধ,दूध
594,Tee::N,চা,चाय
595,Leder::N,পাকা চামড়া,चमड़ा
596,Wolle::N,পশম,ऊन
597,Stoff::N,বস্ত্র,कपड़ा
598,Nadel::N,সুচ,सूई
599,Faden::N,সূত্র,डोरा
600,Knopf::N,বোতাম,बटन
601,Knopf::N,বোতাম,घुंडी
602,Knoten::N,গিঁট,गाँठ
603,Knoten::N,গিঁট,गुत्थी
604,Farbe::N,রং,रंग
605,Farbe::N,রং,वर्ण
606,Kleidung::N,কাপড়,पहनावा
607,Hemd::N,শার্ট,कुरता
608,Hemd::N,শার্ট,क़मीज़
609,Kragen::N,গলবন্ধ,गरदनी
610,Kragen::N,গলবন্ধ,गरेबान
611,Ärmel::N,আস্তিন্,आस्तीन
612,Hose::N,ট্রাউজার,पैंट
613,Hose::N,ট্রাউজার,पतलून
614,Gürtel::N,কটিবন্ধ,पेटी
615,Gürtel::N,কটিবন্ধ,मेखला
616,Mütze::N,টুপি,टोपी
617,Schuh::N,জুতো,जूता
618,Stiefel::N,বুট,बूट
619,Ring::N,আংটি,अँगूठी
620,Band::N,ফিতা,पट्टी
621,Kamm::N,চিরুনি,कंघी
622,Spiegel::N,আয়না,आईना
623,Spiegel::N,আয়না,दर्पण
624,Riemen::N,চাবুক,तसमा
625,Riemen::N,চাবুক,पट्टा
626,Schnur::N,দড়ি,डोरी
627,Schnur::N,দড়ি,सुतली
628,Leine::N,শিকল,रस्सी
629,Decke::N,কম্বল,रज़ाई
630,Kissen::N,উপাধান,तकिया
631,Kissen::N,উপাধান,गाद्दा
632,Tuch::N,বস্ত্র,रूमाल
633,Tuch::N,বস্ত্র,वस्त्र
634,Handtuch::N,তোয়ালে,अँगोछा
635,Kraft::N,জোর,ज़ोर
636,Kraft::N,জোর,शक्ति
637,Stärke::N,শক্তি,बल
638,Stärke::N,শক্তি,ताक़त
639,Gesundheit::N,স্বাস্থ্য,स्वास्थ्य
640,Gesundheit::N,স্বাস্থ্য,तंदुरुस्ती
641,Krankheit::N,অসুখ,रोग
642,Krankheit::N,অসুখ,बीमारी
643,Krankheit::N,ব্যামো,रोग
644,Krankheit::N,ব্যামো,बीमारी
645,Schmerz::N,যন্ত্রণা,दर्द
646,Schmerz::N,যন্ত্রণা,पीड़ा
647,Wunde::N,ক্ষত,घाव
648,Wunde::N,ক্ষত,ज़ख़्म
649,Fieber::N,জ্বর,ज्वर
650,Fieber::N,জ্বর,बुख़ार
651,Arznei::N,ঔষধ,दवा
652,Arznei::N,ঔষধ,औषाधि
653,Brücke::N,সেতু,पुल
654,Brücke::N,সেতু,सेतु
655,Brunnen::N,কূপ,कुआँ
656,Weide::N,পশুচারণভূমি,चरागाह
657,Pfad::N,পথ,पथ
658,Pfad::N,পথ,पगडंडी
659,Weg::N,পথ,मार्ग
660,Straße::N,রাস্তা,राह
661,Straße::N,রাস্তা,रास्ता
662,Dorf::N,গ্রাম,गाँव
663,Dorf::N,গ্রাম,ग्राम
664,Stadt::N,শহর,शहर
665,Brief::N,চিঠি,ख़त
666,Brief::N,চিঠি,पत्र
667,Brief::N,চিঠি,चिट्ठी
668,Buch::N,বই,किताब
669,Buch::N,বই,पुस्तक
670,Buchstabe::N,অক্ষর,अक्षर
671,Zeitung::N,সংবাদপত্র,अख़बार
672,Zeitung::N,সংবাদপত্র,समाचार-पत्र
673,Leben::N,জীবন,जीवन
674,Leben::N,জীবন,ज़िंदगी
