,Concept_ID,ta,hr
239,Junge::N,பையன்,dječak
240,Mädchen::N,சிறுமி,djevojka
241,Mädchen::N,சிறுமி,djevojčica
242,Familie::N,குடும்பம்,obitelj
243,Familie::N,குடும்பம்,porodica
244,Großvater::N,தாத்தா,djed
245,Großmutter::N,பாட்டி,baka
246,Eltern::N,பெற்றோர்,roditelji
247,Vater::N,தந்தை,otac
248,Mutter::N,தாய்,majka
249,Sohn::N,மகன்,sin
250,Tochter::N,மகள்,kći
251,Tochter::N,மகள்,kćerka
252,Bruder::N,சகோதரன்,brat
253,Schwester::N,அக்கா,sestra
254,Onkel::N,தாய் மாமன்,čika
255,Onkel::N,தாய் மாமன்,ujak
256,Tante::N,அத்தை,ujna
257,Tante::N,அத்தை,tetka
258,Ehemann::N,கணவன்,muž
259,Ehemann::N,கணவன்,suprug
260,Ehefrau::N,மனைவி,žena
261,Ehefrau::N,மனைவி,supruga
262,Freude::N,கொண்டாட்டம்,radost
263,Gelächter::N,சிரிப்பு,grohot
264,Glück::N,மகிழ்ச்சி,sreća
265,Kummer::N,துயரம்,jad
266,Kummer::N,துயரம்,briga
267,Wunsch::N,விருப்பம்,želja
268,Lust::N,விருப்பம்,volja
269,Geist::N,ஆன்மா,duh
270,Gedanke::N,எண்ணம்,misao
271,Gedächtnis::N,ஞாபகம்,pamćenje
272,Verstand::N,மனம்,um
273,Verstand::N,மனம்,razum
274,Sinn::N,அர்த்தம்,smisao
275,Sinn::N,அர்த்தம்,značenje
276,Grund::N,காரணம்,razlog
277,Wahrheit::N,உண்நை,istina
278,Gespräch::N,பெசு,razgovor
279,Märchen::N,நம்பத்தகாத கதை,bajka
280,Erzählung::N,கதை,priča
281,Erzählung::N,கதை,pripovijest
282,Nachricht::N,செய்தி,vijest
283,Neuigkeit::N,செய்தி,novost
284,Name::N,பெயர்,ime
285,Rätsel::N,புதிர்,zagonetka
286,Rede::N,பேச்சு,govor
287,Rede::N,பேச்சு,besjeda
288,Sprache::N,மொழி,jezik
289,Stimme::N,குரல்,glas
290,Wort::N,வார்த்தை,riječ
291,Zeichen::N,குறி,znak
292,Ruf::N,அழைப்பு,povik
293,Ruf::N,அழைப்பு,poklik
294,Lärm::N,சத்தம்,buka
295,Lärm::N,சத்தம்,galama
296,Laut::N,ஒலி,zvuk
297,Ton::N,குரல்,ton
298,Lied::N,பாட்டு,pjesma
299,Ruhe::N,அமைதி,tišina
300,Ruhe::N,அமைதி,počinak
301,Leute::N,மக்கள்,ljudi
302,Volk::N,மக்கள்,puk
303,Volk::N,மக்கள்,narod
304,Arbeit::N,வேலை,rad
305,Arbeit::N,வேலை,posao
306,Gast::N,விருந்தாளி,gost
307,Geschenk::N,பரிசுப் பொருள்,dar
308,Geschenk::N,பரிசுப் பொருள்,poklon
309,Spiel::N,விளையாட்டு,igra
310,Gesellschaft::N,சமுதாயம்,društvo
311,Gesellschaft::N,சமுதாயம்,kompanija
312,Hilfe::N,உதவி,pomoć
313,Freund::N,நண்பன்,prijatelj
314,Kamerad::N,உடனிருப்பவன்,drug
315,Kamerad::N,உடனிருப்பவன்,drugar
316,Angelegenheit::N,செய்தி,posao
317,Anzahl::N,எண்ணிக்கை,broj
318,Anzahl::N,எண்ணிக்கை,brojnost
319,Art::N,வகை,vid
320,Art::N,வகை,vrst
321,Stück::N,துண்டம்,komad
322,Teil::N,பகுதி,dio
323,Hälfte::N,பாதி,polovina
324,Kreis::N,வட்டம்,krug
325,Kreuz::N,சிலுவை,križ
326,Linie::N,கோடு,crta
327,Strich::N,வாத நோய்,crta
328,Abstand::N,இடைவெளி,razmak
329,Abstand::N,இடைவெளி,odstojanje
330,Entfernung::N,தூரம்,udaljenost
331,Gegend::N,வட்டாரம்,kraj
332,Gegend::N,வட்டாரம்,predeo
333,Platz::N,வெற்றிடம்,mjesto
334,Ort::N,இடம்,mjesto
335,Seite::N,பக்கம்,bok
336,Seite::N,பக்கம்,strana
337,Mitte::N,இடைப்பகுதி,sredina
338,Gegenstand::N,உருப்படி,predmet
339,Sache::N,பொருள்,posao
340,Rand::N,தொங்கு,rub
341,Rand::N,தொங்கு,kraj
342,Kante::N,விளிம்பு,brid
343,Kante::N,விளிம்பு,ivica
344,Ecke::N,மூலை,ugao
345,Spitze::N,முனை,vrh
346,Spitze::N,முனை,šiljak
347,Ende::N,முடிவு,konac
348,Loch::N,துளை,rupa
349,Winkel::N,கோணம்,kut
350,Winkel::N,கோணம்,ugao
351,Muster::N,பாங்கு,uzor
352,Größe::N,அளவு,veličina
353,Länge::N,நீளம்,duljina
354,Höhe::N,உயரம்,visina
355,Gewicht::N,எடை,težina
356,Menge::N,தொகை,mnoštvo
357,Menge::N,தொகை,količina
358,Haufen::N,குவியல்,hrpa
359,Haufen::N,குவியல்,gomila
360,Reihe::N,வரிசை,red
361,Boot::N,படகு,čun
362,Boot::N,படகு,čamac
363,Ruder::N,துடுப்பு,veslo
364,Schlitten::N,சகடையிலா வண்டி,saone
365,Ski::N,பனிச் சறுக்கல்,ski
366,Ski::N,பனிச் சறுக்கல்,smučka
367,Lagerfeuer::N,மூட்டம்,logorska vatra
368,Last::N,பாரம்,tovar
369,Gang::N,நடை,hod
370,Schritt::N,காலடி,korak
371,Norden::N,வடக்கு,sjever
372,Süden::N,தெற்கு,jug
373,Westen::N,மேற்கு திசை,zapad
374,Osten::N,கிழக்கு,istok
375,Holz::N,மரக்கட்டை,drvo
376,Brett::N,பலகை,daska
377,Platte::N,பலகம்,ploča
378,Stütze::N,அடைப்புகன்,potpora
379,Stange::N,கம்பம்,motka
380,Stock::N,குச்சி,štap
381,Stock::N,குச்சி,palica
382,Stab::N,கம்பு,štap
383,Stab::N,கம்பு,šipka
384,Rohr::N,குழாய்,cijev
385,Haus::N,வீடு,kuća
386,Heim::N,வீடு,dom
387,Ofen::N,அடுப்பு,peć
388,Fußboden::N,தரை,pod
389,Tisch::N,மேசை,stol
390,Tisch::N,மேசை,trpeza
391,Stuhl::N,நாற்காலி,stolac
392,Stuhl::N,நாற்காலி,stolica
393,Wiege::N,தொட்டில்,kolijevka
394,Bett::N,படுக்கை,krevet
395,Bett::N,படுக்கை,postelja
396,Regal::N,அலமாரி,polica
397,Kiste::N,பெட்டி,sanduk
398,Fenster::N,சாளரம்,prozor
399,Tür::N,கதவு,vrata
400,Tor::N,வாசற்கதவு,vrata
401,Tor::N,வாசற்கதவு,kapija
402,Zaun::N,வேலி,plot
403,Zaun::N,வேலி,ograda
404,Dach::N,கூரை,krov
405,Leiter::N,ஏணி,ljestve
406,Leiter::N,ஏணி,ljestvice
407,Besen::N,விளக்குமாறு,metla
408,Spaten::N,மண்வெட்டி,ašov
409,Schaufel::N,அடிதண்டா,lopata
410,Gabel::N,முட்கரண்டி,viljuška
411,Löffel::N,கரண்டி,žlica
412,Messer::N,கத்தி,nož
413,Nagel::N,ஆணி,čavao
414,Netz::N,வலை,mreža
415,Haken::N,கொக்கி,kuka
416,Griff::N,கைப்பிடி,držak
417,Griff::N,கைப்பிடி,ručica
418,Schloss::N,பூட்டு,brava
419,Bild::N,படம்,slika
420,Figur::N,எண்ணிக்கை,figura
421,Puppe::N,பொம்மை,lutka
422,Beutel::N,பை,kesa
423,Bündel::N,பொதி,snop
424,Bündel::N,பொதி,svežanj
425,Tasche::N,பை,torba
426,Tasche::N,பை,taška
427,Eimer::N,வாளி,kabao
428,Deckel::N,உறை,poklopac
429,Geschirr::N,பாத்திரம்,suđe
430,Geschirr::N,பாத்திரம்,posuđe
431,Sack::N,பை,džak
432,Sack::N,பை,vreća
433,Tasse::N,கிண்ணம்,šalica
434,Topf::N,பானை,lonac
435,Kessel::N,கெண்டி,kazan
436,Essen::N,உணவருந்துதல்,obrok
437,Nahrung::N,உணவு,hrana
438,Speise::N,உணவு வகை,jelo
439,Fleisch::N,இறைச்சி,meso
440,Getreide::N,மக்காச்சோளம்,žito
441,Getreide::N,மக்காச்சோளம்,žitarice
442,Brei::N,கஞ்சி,kaša
443,Brot::N,ரொட்டி,kruh
444,Scheibe::N,துண்டு,kriška
445,Fett::N,கொழுப்பு,mast
446,Fett::N,கொழுப்பு,salo
447,Butter::N,வெண்ணெய்,buter
448,Butter::N,வெண்ணெய்,maslac
449,Öl::N,எண்ணெய்,ulje
450,Salz::N,உப்பு,sol
451,Suppe::N,ரசம்,supa
452,Honig::N,தேன்,med
453,Milch::N,பால்,mlijeko
454,Tee::N,தெனீர்,čaj
455,Leder::N,பதம் செய்யப்பட்ட தோல்,koža
456,Wolle::N,கம்பளி,vuna
457,Stoff::N,துணி,štof
458,Stoff::N,துணி,tkanina
459,Nadel::N,ஊசி,igla
460,Faden::N,நூல்,nit
461,Faden::N,நூல்,konac
462,Knopf::N,பொத்தான்,dugme
463,Knoten::N,முடிச்சு,čvor
464,Knoten::N,முடிச்சு,uzao
465,Farbe::N,வண்ணக் குழம்பு,farba
466,Kleidung::N,ஆடைகள்,odjeća
467,Hemd::N,சட்டை,košulja
468,Kragen::N,கழுத்துப் பட்டை,ovratnik
469,Ärmel::N,சட்டைக்கை,rukav
470,Hose::N,கால்சட்டை,hlače
471,Gürtel::N,பெல்ட்,pas
472,Gürtel::N,பெல்ட்,pojas
473,Mütze::N,தொப்பி,kapa
474,Schuh::N,காலணி,cipela
475,Stiefel::N,காலணி,čizma
476,Ring::N,மோதிரம்,prsten
477,Band::N,நாடா,vrpca
478,Kamm::N,கீப்பு,češalj
479,Spiegel::N,ஆடி,zrcalo
480,Spiegel::N,ஆடி,ogledalo
481,Spiegel::N,கண்ணாடி,zrcalo
482,Spiegel::N,கண்ணாடி,ogledalo
483,Riemen::N,வார்,kaiš
484,Riemen::N,வார்,remen
485,Schnur::N,கயிறு,vrpca
486,Leine::N,தோல்வார்,uzica
487,Decke::N,போர்வை,ćebe
488,Decke::N,போர்வை,pokrivač
489,Kissen::N,தலையணை,jastuk
490,Tuch::N,துணி,rubac
491,Tuch::N,துணி,marama
492,Handtuch::N,தண்டு,ručnik
493,Kraft::N,நிர்பந்தம்,snaga
494,Stärke::N,பலம்,jakost
495,Gesundheit::N,ஆரோக்கியம்,zdravlje
496,Krankheit::N,நோய்,bolest
497,Schmerz::N,வலி,bol
498,Wunde::N,காயம்,rana
499,Fieber::N,காய்ச்சல்,groznica
500,Arznei::N,மருந்து,lijek
501,Brücke::N,பாலம்,most
502,Brücke::N,பாலம்,ćuprija
503,Brunnen::N,கேணி,bunar
504,Brunnen::N,கேணி,zdenac
505,Weide::N,மேய்ச்சல் நிலம்,paša
506,Weide::N,மேய்ச்சல் நிலம்,pašnjak
507,Pfad::N,நடை வழி,staza
508,Weg::N,வழி,put
509,Straße::N,சாலை,drum
510,Straße::N,சாலை,cesta
511,Dorf::N,கிராமம்,selo
512,Stadt::N,நகரம்,grad
513,Stadt::N,நகரம்,varoš
514,Brief::N,கடிதம்,list
515,Brief::N,கடிதம்,pismo
516,Buch::N,புத்தகம்,knjiga
517,Buchstabe::N,எழத்து,slovo
518,Zeitung::N,செய்தித்தாள்,novine
519,Leben::N,வாழ்க்கை,život
520,Tod::N,மரணம்,smrt
521,Grab::N,சமாதி,raka
522,Kirche::N,தேவாலயம்,crkva
523,Sünde::N,பாவம்,grijeh
524,Gott::N,கடவுள்,bog
525,Arbeiter::N,தொழிலாளி,radnik
526,Chef::N,மேலாளர்,šef
527,Meister::N,தலைவன்,majstor
528,Arzt::N,மருத்துவர்,liječnik
529,Lehrer::N,ஆசிரியர்,učitelj
530,Geld::N,பணம்,novac
531,Geschäft::N,வாணிபம்,posao
532,Geschäft::N,வாணிபம்,trgovina
533,Laden::N,கடை,dućan
534,Preis::N,விலை,cijena
535,Ware::N,சாமன்கள்,roba
536,Nutzen::N,இலாபம்,korist
537,Reichtum::N,சொத்து,bogatstvo
538,Welt::N,உலகம்,svijet
539,Land::N,நாடு,zemlja
540,Staat::N,நாடு,država
541,König::N,அரசன்,kralj
542,Macht::N,அதிகாரம்,moć
543,Macht::N,அதிகாரம்,vlast
544,Grenze::N,எல்லை,granica
545,Krieg::N,போர்,rat
546,Feind::N,எதிரி,neprijatelj
547,Gewalt::N,வன்முறை,sila
548,Gewalt::N,வன்முறை,nasilje
549,Kampf::N,போராட்டம்,boj
550,Kampf::N,போராட்டம்,borba
551,Bogen[Waffe]::N,வில்,luk
552,Pfeil::N,அம்பு,strijela
553,Gewehr::N,துப்பாக்கி,puška
554,Fehler::N,தவறு,pogreška
555,Fehler::N,தவறு,griješka
556,Lüge::N,பொய்,laž
557,Schaden::N,சேதாரம்,šteta
558,Unglück::N,இடையூறு,nesreća
559,Schuld::N,குற்றம்,krivnja
560,Alter::N,வயது,dob
561,Schluss::N,முடிவு,kraj
562,Schluss::N,முடிவு,konac
563,Zeit::N,காலம்,doba
564,Zeit::N,காலம்,vrijeme
565,Tag::N,நாள்,dan
566,Morgen::N,காலை நேரம்,jutro
567,Mittag::N,மதியம்,podne
568,Abend::N,மாலைப் பொழுது,veče
569,Abend::N,மாலைப் பொழுது,večer
570,Nacht::N,இரவு,noć
571,Woche::N,வாரம்,sedmica
572,Monat::N,மாதம்,mjesec
573,Jahr::N,வருடம்,godina
574,Frühling::N,வசந்தம்,proljeće
575,Sommer::N,கோடை,ljeto
576,Herbst::N,இலையுதிர் காலம்,jesen
577,Winter::N,குளிர்காலம்,zima
578,Januar::N,ஜனவரி,januar
579,Januar::N,ஜனவரி,siječanj
580,Februar::N,பிபரவரி மாதம்,veljača
581,Februar::N,பிபரவரி மாதம்,februar
582,März::N,மார்ச் மாதம்,mart
583,März::N,மார்ச் மாதம்,ožujak
584,April::N,ஏப்ரல் மாதம்,april
585,April::N,ஏப்ரல் மாதம்,travanj
586,Mai::N,மே மாதம்,maj
587,Mai::N,மே மாதம்,svibanj
588,Juni::N,ஜூன் மாதம்,juni
589,Juni::N,ஜூன் மாதம்,lipanj
590,Juli::N,ஜூலை மாதம்,juli
591,Juli::N,ஜூலை மாதம்,srpanj
592,August::N,ஆகஸ்ட் மாதம்,august
593,August::N,ஆகஸ்ட் மாதம்,kolovoz
594,September::N,செப்டம்பர் மாதம்,rujan
595,September::N,செப்டம்பர் மாதம்,septembar
596,Oktober::N,அக்டோபர் மாதம்,oktobar
597,Oktober::N,அக்டோபர் மாதம்,listopad
598,November::N,நவம்பர் மாதம்,studeni
599,November::N,நவம்பர் மாதம்,novembar
600,Dezember::N,டிசம்பர்,prosinac
601,Montag::N,திங்கட் கிழமை,ponedjeljak
602,Montag::N,திங்கட் கிழமை,ponedjeljnik
603,Dienstag::N,செவ்வாய்க்கிழமை,utorak
604,Dienstag::N,செவ்வாய்க்கிழமை,utornik
605,Mittwoch::N,புதன் கிழமை,srijeda
606,Donnerstag::N,வியாழக் கிழமை,četvrtak
607,Freitag::N,வெள்ளிக்கிழமை,petak
608,Samstag::N,சனிக்கிழமை,subota
609,Sonntag::N,ஞாயிறுக் கிழமை,nedjelja
610,groß::A,பெரிய,velik
611,klein::A,சிறிய,mali
612,klein::A,சிறிய,malen
613,lang::A,நீண்ட,dug
614,lang::A,நீண்ட,dugačak
615,kurz::A,குட்டையான,kratak
616,breit::A,அகலமான,širok
617,schmal::A,குறுகலான,uski
618,schmal::A,குறுகலான,uzak
619,dicht::A,அடர்த்தியான,gust
620,dick[Gegenstand]::A,தடித்த,debeo
621,dünn::A,சன்னமான,tanak
622,fein::A,மெல்லிய,fin
623,fein::A,மெல்லிய,tanak
624,fest::A,உறுதியாள,čvrst
625,flach::A,தட்டையான,ravan
626,flach::A,தட்டையான,plosnat
627,glatt::A,வழுவழுப்பான,gladak
628,hart::A,கடினமான,tvrd
629,weich::A,மென்மையான,mek
630,weich::A,மென்மையான,mekan
631,rund::A,உருண்டையான,okrugao
632,spitz::A,திகந்தமாக,oštar
633,spitz::A,திகந்தமாக,šiljast
634,scharf::A,கூரான,oštar
635,scharf::A,கூரான,bridak
636,stumpf::A,உளம் திறந்த,tup
637,schwer::A,கனமான,težak
638,schön::A,அழகான,krasan
639,heiß::A,சூடான,vruć
640,warm::A,இதமான,topao
641,kalt::A,குளிர்ச்சியான,hladan
642,kühl::A,குளிர்ச்சியான,hladan
643,frisch::A,சுத்தமான,svjež
644,feucht::A,ஈரமான,vlažan
645,nass::A,ஈரமான,mokar
646,trocken::A,உலர்ந்த,suh
647,voll::A,நிரம்பிய,pun
648,leer::A,காலியான,prazan
649,offen::A,திறந்த,otvoren
650,geschlossen::A,மூடப்பட்ட,zatvoren
651,sauber::A,சுத்தமான,čist
652,schmutzig::A,அழக்கான,nečist
653,schmutzig::A,அழக்கான,blatan
654,roh::A,கச்சா,sirov
655,reif::A,பழுத்த,zreo
656,lecker::A,சுவைமிக்க,tečan
657,lecker::A,சுவைமிக்க,ukusan
658,süß::A,இனிப்பான,sladak
659,bitter::A,கசப்பான,gorak
660,sauer::A,புளிப்பாக,kiseo
661,hell::A,பளபளப்பான,vedar
662,hell::A,பளபளப்பான,svijetao
663,dunkel::A,கருமையான,taman
664,schwarz::A,கருப்பு வண்ண,crn
665,weiß::A,வெண்மையன,bio
666,weiß::A,வெண்மையன,bijel
667,rot::A,சிவப்பு,crven
668,gelb::A,மஞ்சள் வண்ணம்,žut
669,blau::A,நீல வண்ண,plav
670,blau::A,நீல வண்ண,modar
671,grün::A,பச்சை வண்ண,zelen
672,grau::A,சாம்பல் நிற,siv
673,bunt::A,வண்ண மயமான,šaren
674,billig::A,மலிவான,jeftin
675,teuer::A,விலை அதிகமான,skup
676,wertvoll::A,மதிப்புள்ள,vrijedan
677,wertvoll::A,மதிப்புள்ள,dragocjen
678,blind::A,பார்வையற்ற,slijep
679,taub::A,செவிடான,gluh
680,kräftig::A,வலிமையான,snažan
681,stark::A,பலமான,jak
682,stark::A,பலமான,snažan
683,schwach::A,பலவீனமான,slab
684,fett::A,பருமனாக,pretio
685,schlank::A,ஒல்லியான,vitak
686,hübsch::A,அழகிய,zgodan
687,böse::A,கேடு விளைவிக்கும்,zao
688,böse::A,கேடு விளைவிக்கும்,opak
689,dumm::A,முட்டாள்தனமான,glup
690,faul::A,சோம்பலான,lijen
691,fleißig::A,ஊக்கந்தளராத,radin
692,fleißig::A,ஊக்கந்தளராத,marljiv
693,geizig::A,கஞேசத்தனமான,škrt
694,klug::A,சாதுரியமான,razborit
695,geschickt::A,திறமையள்ள,vješt
696,lieb::A,அன்புக்குரிய,drag
697,lustig::A,களிப்புமிக்க,veseo
698,sanft::A,சாதுவான,blag
