,Concept_ID,te,nl
132,Feder::N,ఈక,veer
133,Feder::N,ఈక,pluim
134,Fell::N,తోలు,vel
135,Flügel::N,ఱెక్క,vleugel
136,Klaue::N,వంకరగోరు,klauw
137,Kralle::N,వంకరగోరు,klauw
138,Schwanz::N,తోక,staart
139,Ei::N,గ్రుడ్డు,ei
140,Nest::N,పక్షిగూడు,nest
141,Bau::N,గుహ,hol
142,Tier::N,జంతువు,dier
143,Herde::N,మంద,kudde
144,Kuh::N,ఆవు,koe
145,Bulle::N,గిత్త,stier
146,Pferd::N,గుఱ్ఱము,paard
147,Schaf::N,గొఱ్ఱె,schaap
148,Schwein::N,పంది,varken
149,Hund::N,కుక్క,hond
150,Katze::N,పిల్లి,kat
151,Bär::N,ఎలుగుబంటి,beer
152,Eichhörnchen::N,ఉడుత,eekhoorntje
153,Elch::N,కణంజు,eland
154,Fuchs::N,గుంటనక్క,vos
155,Hase::N,కుందేలు,haas
156,Maus::N,చిట్టెలుక,muis
157,Wolf::N,తోడేలు,wolf
158,Vogel::N,పక్షి,vogel
159,Schwarm::N,గుంపు,zwerm
160,Huhn::N,కోడిపిల్ల,kip
161,Huhn::N,కోడిపిల్ల,hoen
162,Hahn::N,కోడివుంజు,haan
163,Gans::N,ఆడుబాతు,gans
164,Adler::N,గ్రద్ద,arend
165,Ente::N,పాట్టిబాతు,eend
166,Eule::N,గ్రుడ్లగూబ,uil
167,Kranich::N,కొంగ,kraanvogel
168,Krähe::N,కాకి,kraai
169,Kuckuck::N,కోయల,koekoek
170,Schwan::N,హంస,zwaan
171,Fisch::N,చేప,vis
172,Barsch::N,ఒకచేఁప,baars
173,Hecht::N,గండుమీను,snoek
174,Schlange[Tier]::N,పాము,slang
175,Wurm::N,పురుగు,worm
176,Spinne::N,సాలె పురుగు,spin
177,Ameise::N,చీమ,mier
178,Laus::N,పేను,luis
179,Mücke::N,చీకటీగ,mug
180,Fliege::N,ఈగ,vlieg
181,Schmetterling::N,సీతాకోకచిలుక,vlinder
182,Beere::N,కాయ,bes
183,Apfel::N,ఆపిల్ పండు,appel
184,Pilz::N,కుక్కగొడుగు,paddestoel
185,Zwiebel::N,నీరుల్లి,ui
186,Saat::N,విత్తనము,zaad
187,Korn::N,గింజ,graan
188,Korn::N,గింజ,korrel
189,Heu::N,ఎండుగడ్డి,hooi
190,Schale::N,పొట్టు,schil
191,Grube::N,గొయ్యి,kuil
192,Falle::N,బోను,val
193,Schlinge::N,ఉరి,strop
194,Spur::N,జాడ,spoor
195,Asche::N,బూడిద,as
196,Dreck::N,ముఱికి,drek
197,Eisen::N,ఇనుము,ijzer
198,Gold::N,బంగారము,goud
199,Silber::N,వెండి,zilver
200,Kohle::N,నేలబొగ్గు,kool
201,Glas::N,గాజు,glas
202,Lehm::N,బంకమన్ను,klei
203,Sand::N,ఇసుక,zand
204,Mensch::N,నరుడు,mens
205,Mann::N,పురుమడు,man
206,Frau::N,ఆడుది,vrouw
207,Kind::N,బిడ్డ,kind
208,Junge::N,బాలుడు,jongen
209,Mädchen::N,బాలిక,meisje
210,Familie::N,కుటుంబము,gezin
211,Familie::N,కుటుంబము,familie
212,Großvater::N,తాత,grootvader
213,Großmutter::N,అయ్యమ్మ,grootmoeder
214,Eltern::N,తల్లితండ్రులు,ouders
215,Vater::N,తండ్రి,vader
216,Mutter::N,తల్లి,moeder
217,Sohn::N,కొడుకు,zoon
218,Tochter::N,కూతురు,dochter
219,Bruder::N,పోదరుడు,broer
220,Bruder::N,పోదరుడు,broeder
221,Schwester::N,సోదరి,zus
222,Schwester::N,సోదరి,zuster
223,Onkel::N,మేనమామ,oom
224,Tante::N,మేనత్త,tante
225,Tante::N,పినతల్లి,tante
226,Ehemann::N,భర్త,echtgenoot
227,Ehefrau::N,భార్య,echtgenote
228,Freude::N,సంతోషము,vreugde
229,Gelächter::N,నవ్వు,gelach
230,Glück::N,సంతోషము,geluk
231,Kummer::N,దుఃఖము,verdriet
232,Wunsch::N,కోరిక,wens
233,Wunsch::N,కోరిక,verlangen
234,Lust::N,కోరిక,zin
235,Lust::N,కోరిక,lust
236,Geist::N,ఆత్మ,geest
237,Gedanke::N,ఆలోచన,gedachte
238,Gedächtnis::N,జ్ఞాపకము,geheugen
239,Verstand::N,మనస్సు,verstand
240,Sinn::N,అర్థము,betekenis
241,Grund::N,కారణము,reden
242,Wahrheit::N,సత్యము,waarheid
243,Gespräch::N,పంభాషణ,gesprek
244,Märchen::N,అద్భుతకథ,sprookje
245,Erzählung::N,కథ,verhaal
246,Nachricht::N,వార్త,tijding
247,Neuigkeit::N,వార్త,nieuws
248,Neuigkeit::N,వార్త,nieuwtje
249,Name::N,పేరు,naam
250,Rätsel::N,చిక్కు,raadsel
251,Rede::N,ఉపన్యాసము,rede
252,Sprache::N,భాష,taal
253,Stimme::N,కంరథ్సని,stem
254,Wort::N,మాట,woord
255,Zeichen::N,గుర్తు,teken
256,Ruf::N,పిలువు,roep
257,Lärm::N,సందడి,lawaai
258,Laut::N,ధ్వని,klank
259,Laut::N,ధ్వని,geluid
260,Ton::N,స్వరము,toon
261,Ton::N,స్వరము,klank
262,Lied::N,పాట,lied
263,Ruhe::N,గాలిలేమి,rust
264,Ruhe::N,గాలిలేమి,stilte
265,Leute::N,జనులు,lui
266,Leute::N,జనులు,mensen
267,Volk::N,జాతి,volk
268,Arbeit::N,పని,werk
269,Arbeit::N,పని,arbeid
270,Gast::N,అతిధి,gast
271,Geschenk::N,దానము,cadeau
272,Geschenk::N,దానము,geschenk
273,Spiel::N,ఆట,spel
274,Gesellschaft::N,జట్టు,gezelschap
275,Hilfe::N,సాహాయ్యము,hulp
276,Freund::N,స్నేహితుడు,vriend
277,Kamerad::N,చెలికాడు,maat
278,Kamerad::N,చెలికాడు,metgezel
279,Angelegenheit::N,విషయము,zaak
280,Angelegenheit::N,విషయము,aangelegenheid
281,Anzahl::N,లెక్క,tal
282,Anzahl::N,లెక్క,aantal
283,Art::N,జాతి,slag
284,Art::N,జాతి,soort
285,Stück::N,తునుక,stuk
286,Teil::N,భాగము,deel
287,Hälfte::N,సగము,helft
288,Kreis::N,వృత్తము,kring
289,Kreis::N,వృత్తము,cirkel
290,Kreuz::N,సిలువ,kruis
291,Linie::N,గీత,lijn
292,Strich::N,గీత,haal
293,Strich::N,గీత,streep
294,Abstand::N,సందు,afstand
295,Entfernung::N,దూరము,afstand
296,Gegend::N,విస్తీర్ణము,streek
297,Platz::N,ఎడము,ruimte
298,Ort::N,స్థలము,oord
299,Ort::N,స్థలము,plaats
300,Seite::N,ప్రక్క,zij
301,Seite::N,ప్రక్క,kant
302,Seite::N,ప్రక్క,zijde
303,Mitte::N,నడిమి,midden
304,Gegenstand::N,పద్దు,voorwerp
305,Sache::N,వస్తువు,zaak
306,Rand::N,అంచు,rand
307,Rand::N,అంచు,boord
308,Kante::N,అంచు,kant
309,Ecke::N,మూల,hoek
310,Spitze::N,మొన,punt
311,Spitze::N,మొన,spits
312,Ende::N,కొన,einde
313,Ende::N,కొన,uiteinde
314,Loch::N,రంధ్రము,gat
315,Winkel::N,కోణము,hoek
316,Muster::N,మాదిరి,dessin
317,Muster::N,మాదిరి,patroon
318,Größe::N,పరిమాణము,grootte
319,Länge::N,పొడుగు,lengte
320,Höhe::N,పొడుగు,hoogte
321,Gewicht::N,భారము,gewicht
322,Menge::N,మొత్తము,hoeveelheid
323,Haufen::N,రాశి,hoop
324,Reihe::N,వరుస,rij
325,Reihe::N,వరుస,reeks
326,Boot::N,పడవ,boot
327,Ruder::N,అడక,roeiriem
328,Schlitten::N,సరవండ్లు,slee
329,Schlitten::N,సరవండ్లు,slede
330,Ski::N,స్కీ,ski
331,Lagerfeuer::N,నెగడు,kampvuur
332,Last::N,బరువు,last
333,Last::N,బరువు,vracht
334,Gang::N,నడక,wandeling
335,Schritt::N,అడుగు,stap
336,Schritt::N,అడుగు,schrede
337,Norden::N,ఉత్తరదిక్కు,noorden
338,Süden::N,దక్షిణము,zuiden
339,Westen::N,పడమర,westen
340,Osten::N,తూర్పు,oosten
341,Holz::N,కొయ్య,hout
342,Brett::N,పలక,plank
343,Platte::N,పలక,plaat
344,Stütze::N,వాల్సేడ్లు,stut
345,Stütze::N,వాల్సేడ్లు,steun
346,Stange::N,స్తంభము,stang
347,Stock::N,కఱ్ఱ,stok
348,Stab::N,కఱ్ఱ,staf
349,Rohr::N,గొట్టము,pijp
350,Haus::N,ఇల్లు,huis
351,Heim::N,స్వగృహము,tehuis
352,Ofen::N,పొయ్యి,kachel
353,Fußboden::N,నేల,vloer
354,Tisch::N,మేజా,tafel
355,Stuhl::N,కుర్చీ,stoel
356,Wiege::N,ఉయ్యాల,wieg
357,Bett::N,పడక,bed
358,Bett::N,మంచం,bed
359,Regal::N,అటక,rek
360,Kiste::N,వెట్టె,kist
361,Fenster::N,కిటికి,raam
362,Fenster::N,కిటికి,venster
363,Tür::N,ద్వారము,deur
364,Tor::N,ద్వారము,poort
365,Zaun::N,కంచె,omheining
366,Dach::N,ఇంటివైకప్పు,dak
367,Leiter::N,నిచ్చెన,ladder
368,Besen::N,చీపురుకట్ట,bezem
369,Spaten::N,పాఱ,schop
370,Schaufel::N,పాఱ,schep
371,Gabel::N,ముండ్లగరిటె,vork
372,Löffel::N,గరిటె,lepel
373,Messer::N,కత్తి,mes
374,Nagel::N,మేకు,spijker
375,Netz::N,వల,net
376,Haken::N,కొక్కెము,haak
377,Griff::N,పిడి,handvat
378,Schloss::N,తాళము,slot
379,Bild::N,చిత్రము,beeld
380,Figur::N,రూపము,figuur
381,Puppe::N,బొమ్మ,pop
382,Beutel::N,సంచి,zak
383,Beutel::N,సంచి,buidel
384,Bündel::N,మూట,pak
385,Bündel::N,మూట,bundel
386,Tasche::N,సంచి,tas
387,Eimer::N,చేద,emmer
388,Deckel::N,మూత,deksel
389,Geschirr::N,వంటకాలు,vaatwerk
390,Sack::N,గోనెసంచి,zak
391,Tasse::N,గిన్నె,kop
392,Topf::N,కుండ,pan
393,Kessel::N,నీరుకాచుపాత్ర,ketel
394,Essen::N,ఆహారము,eten
395,Nahrung::N,ఆహారము,voedsel
396,Speise::N,ఆహారము,spijs
397,Fleisch::N,మాంసము,vlees
398,Getreide::N,ధాన్యము,graan
399,Brei::N,గుజ్జు,pap
400,Brei::N,గుజ్జు,brij
401,Brot::N,రొట్టె,brood
402,Scheibe::N,బద్ద,plak
403,Scheibe::N,బద్ద,snede
404,Fett::N,క్రొవ్వు,vet
405,Butter::N,వెన్న,boter
406,Öl::N,నూనె,olie
407,Salz::N,ఉప్పు,zout
408,Suppe::N,చారు,soep
409,Honig::N,తెనె,honing
410,Milch::N,పాలు,melk
411,Tee::N,తేనీరు,thee
412,Leder::N,బాగుచేసివతోలు,leer
413,Leder::N,బాగుచేసివతోలు,leder
414,Wolle::N,ఉన్ని,wol
415,Stoff::N,బట్ట,stof
416,Nadel::N,సూది,naald
417,Faden::N,దారము,draad
418,Knopf::N,బొత్తాము,knoop
419,Knoten::N,ముడి,knoop
420,Farbe::N,రంగు,verf
421,Kleidung::N,బట్టలు,kledij
422,Kleidung::N,బట్టలు,kleding
423,Hemd::N,చొక్కాయ,hemd
424,Kragen::N,మాల,kraag
425,Ärmel::N,చొక్కాయచెయ్యి,mouw
426,Hose::N,ఇజారు,broek
427,Hose::N,ఇజారు,pantalon
428,Gürtel::N,పటకా,riem
429,Gürtel::N,పటకా,gordel
430,Mütze::N,టోపి,muts
431,Schuh::N,పాదరక్ష,schoen
432,Stiefel::N,బూటు,laars
433,Ring::N,ఉంగరము,ring
434,Band::N,నాడా,lint
435,Kamm::N,దువ్వెన,kam
436,Spiegel::N,అద్దము,spiegel
437,Riemen::N,వాడా,riem
438,Schnur::N,దారము,koord
439,Leine::N,వారు,lijn
440,Decke::N,కంబళి,deken
441,Kissen::N,తలగడ,kussen
442,Tuch::N,బట్ట,doek
443,Handtuch::N,తువాలు,handdoek
444,Kraft::N,బలము,kracht
445,Stärke::N,శక్తి,sterkte
446,Gesundheit::N,ఆరోగ్యము,gezondheid
447,Krankheit::N,రోగము,ziekte
448,Schmerz::N,నొప్పి,pijn
449,Wunde::N,గాయము,wond
450,Fieber::N,జ్వరము,koorts
451,Arznei::N,మందు,medicament
452,Arznei::N,మందు,geneesmiddel
453,Brücke::N,వంతెన,brug
454,Brunnen::N,బావి,put
455,Brunnen::N,బావి,bron
456,Brunnen::N,కూపము,put
457,Brunnen::N,కూపము,bron
458,Brunnen::N,నుయ్యి,put
459,Brunnen::N,నుయ్యి,bron
460,Weide::N,పచ్చికబయలు,wei
461,Weide::N,పచ్చికబయలు,weide
462,Pfad::N,కాలిత్రోవ,pad
463,Weg::N,మార్గము,weg
464,Straße::N,బాట,baan
465,Straße::N,బాట,straat
466,Dorf::N,గ్రామము,dorp
467,Stadt::N,పట్టణము,stad
468,Brief::N,జాబు,brief
469,Buch::N,పుస్తకము,boek
470,Buchstabe::N,అక్షరము,letter
471,Zeitung::N,వార్తాపత్రిక,krant
472,Zeitung::N,వార్తాపత్రిక,dagblad
473,Leben::N,ప్రాణము,leven
474,Tod::N,మరణము,dood
475,Grab::N,సమాధి,graf
476,Kirche::N,క్రెస్తవులగుడి,kerk
477,Sünde::N,పాపము,zonde
478,Gott::N,దేవుడు,god
479,Arbeiter::N,పనిపాటుచేశేవాడు,arbeider
480,Chef::N,యజమానుడు,chef
481,Meister::N,కళాకారుడు,meester
482,Arzt::N,వైద్యుడు,arts
483,Arzt::N,వైద్యుడు,dokter
484,Lehrer::N,ఉపాధ్యాయుడు,leraar
485,Lehrer::N,ఉపాధ్యాయుడు,onderwijzer
486,Geld::N,ద్రవ్యము,geld
487,Geschäft::N,వ్యాపారము,zaak
488,Laden::N,అంగడి,winkel
489,Preis::N,వెల,prijs
490,Ware::N,సరకులు,waar
491,Nutzen::N,ప్రయోజనము,nut
492,Nutzen::N,ప్రయోజనము,voordeel
493,Reichtum::N,ధనము,rijkdom
494,Welt::N,ప్రపంచము,wereld
495,Land::N,దేశము,land
496,Staat::N,రాజ్యము,staat
497,König::N,రాజు,koning
498,Macht::N,అధికారము,macht
499,Grenze::N,సరిహద్దు,grens
500,Krieg::N,యుద్ధము,oorlog
501,Feind::N,శత్రువు,vijand
502,Gewalt::N,దౌర్జన్యము,geweld
503,Kampf::N,పోట్లాట,strijd
504,Kampf::N,పోట్లాట,gevecht
505,Bogen[Waffe]::N,విల్లు,boog
506,Pfeil::N,బాణము,pijl
507,Gewehr::N,తుపాకి,geweer
508,Fehler::N,తప్ప,fout
509,Lüge::N,అసత్యము,leugen
510,Schaden::N,నష్టము,schade
511,Unglück::N,దురదృష్టము,tegenspoed
512,Schuld::N,తప్పు,schuld
513,Alter::N,వయస్సు,leeftijd
514,Schluss::N,ముగింపు,slot
515,Zeit::N,కాలము,tijd
516,Tag::N,దినము,dag
517,Morgen::N,ఉదయము,morgen
518,Morgen::N,ఉదయము,ochtend
519,Mittag::N,మధ్యాహ్నము,middag
520,Abend::N,సాయంకాలము,avond
521,Nacht::N,రత్రి,nacht
522,Woche::N,వారము,week
523,Monat::N,నెల,maand
524,Jahr::N,సంవత్సరము,jaar
525,Frühling::N,వసంతకాలము,lente
526,Frühling::N,వసంతకాలము,voorjaar
527,Sommer::N,వేసవికాము,zomer
528,Herbst::N,ఆకురాలుకాలము,herfst
529,Winter::N,శీతకాలము,winter
530,Januar::N,జనవరి,januari
531,Februar::N,ఫిబ్రవరి,februari
532,März::N,మార్చి,maart
533,April::N,ఏప్రిలు,april
534,Mai::N,మే,mei
535,Juni::N,జూన్,juni
536,Juli::N,జూలై,juli
537,August::N,ఆగస్టు,augustus
538,September::N,సెప్ఠెంబరు,september
539,Oktober::N,అక్టోబరు,oktober
540,November::N,నవంబరు,november
541,Dezember::N,డిసెంబర్,december
542,Montag::N,సోమవారము,maandag
543,Dienstag::N,మంగళవారము,dinsdag
544,Mittwoch::N,బుధవారము,woensdag
545,Donnerstag::N,గురువారము,donderdag
546,Freitag::N,శుక్రవారము,vrijdag
547,Samstag::N,శనివారము,zaterdag
548,Sonntag::N,ఆదివారము,zondag
549,groß::A,గొప్పైన,groot
550,klein::A,చిన్న,klein
551,lang::A,పొడుగాటి,lang
552,kurz::A,పొట్టి,kort
553,breit::A,వెడల్పైన,breed
554,schmal::A,ఇఱుకైన,smal
555,dicht::A,దట్టమైన,dicht
556,dick[Gegenstand]::A,దట్టమైన,dik
557,dünn::A,పలుచని,dun
558,fein::A,నాజాకైన,fijn
559,fest::A,దృడమైవ,vast
560,flach::A,చదువైన,plat
561,glatt::A,నున్నని,glad
562,hart::A,కఠినమైన,hard
563,weich::A,మృదువైన,week
564,rund::A,గుండ్రని,rond
565,spitz::A,మొనగల,spits
566,spitz::A,మొనగల,puntig
567,scharf::A,పదనైన,scherp
568,stumpf::A,వాడిలేని,stomp
569,schwer::A,బరువ్తెన,zwaar
570,schön::A,సుందరమైన,mooi
571,schön::A,సుందరమైన,fraai
572,heiß::A,వేడియైన,heet
573,warm::A,వెచ్చని,warm
574,kalt::A,చల్లని,koud
575,kühl::A,చల్లని,koel
576,frisch::A,తాజాయైన,fris
577,feucht::A,చెమ్మగానున్న,vochtig
578,nass::A,తడిగామన్న,nat
579,trocken::A,ఎండిన,droog
580,voll::A,నిండు,vol
581,leer::A,శూన్యమైన,leeg
582,offen::A,తెఱచియున్న,open
583,geschlossen::A,మూసిన,gesloten
584,sauber::A,పరిశుద్ధమైన,net
585,sauber::A,పరిశుద్ధమైన,schoon
586,schmutzig::A,ముఱికియైన,vuil
587,roh::A,పచ్చి,rauw
588,reif::A,పండివ,rijp
589,lecker::A,రుచి గల,lekker
590,süß::A,తియ్యని,zoet
591,bitter::A,చేదైన,bitter
592,sauer::A,పుల్లని,zuur
593,hell::A,కాంతిగల,licht
594,hell::A,కాంతిగల,helder
595,dunkel::A,చీకటియైన,donker
596,schwarz::A,నల్లని,zwart
597,weiß::A,తెలుపు,wit
598,rot::A,ఎఱ్ఱని,rood
599,gelb::A,పసుపు పచ్చ,geel
600,blau::A,నీలవర్ణము,blauw
601,grün::A,ఆకుపచ్చని,groen
602,grau::A,నెరిసిన,grijs
603,bunt::A,రంగేలీ,bont
604,billig::A,చౌకయైన,goedkoop
605,teuer::A,వెలపొడుగైన,duur
606,wertvoll::A,విలుప్తెన,kostbaar
607,wertvoll::A,విలుప్తెన,waardevol
608,blind::A,గ్రుడ్డి,blind
609,taub::A,చెవిటి,doof
610,kräftig::A,శక్తి గల,krachtig
611,stark::A,బలమైన,sterk
612,schwach::A,బలహీనమైన,zwak
613,fett::A,క్రొవ్విన,vet
614,schlank::A,సన్నని,slank
615,hübsch::A,సాగప్తెన,leuk
616,böse::A,చెడ్డ,kwaad
617,dumm::A,తెలివిలేని,dom
618,faul::A,సోమరియైన,lui
619,fleißig::A,శ్రద్దగల,vlijtig
620,geizig::A,పిసినారియైన,gierig
621,klug::A,తెలివిగల,slim
622,klug::A,తెలివిగల,schrander
623,klug::A,తెలివిగల,verstandig
624,geschickt::A,నిపుణతగల,handig
625,geschickt::A,నిపుణతగల,vaardig
626,lieb::A,ప్రియమైన,lief
627,lustig::A,ఉల్లాసము గల,vrolijk
628,sanft::A,సాధువైన,zacht
629,hungrig::A,ఆకలిగొనిన,hongerig
630,krank::A,వ్యాధిగల,ziek
631,nackt::A,దిగంబరమైన,naakt
632,traurig::A,విచారముగల,treurig
633,traurig::A,విచారముగల,bedroefd
634,lebendig::A,ప్రాణముతో నున్న,levend
635,gut::A,మంచి,goed
636,schlecht::A,చెడ్డ,slecht
637,richtig::A,సరియైన,juist
638,schlimm::A,అసహ్యమైన,erg
639,schlimm::A,అసహ్యమైన,kwaad
640,wahr::A,నిజమైన,waar
641,alt::A,ముసలి,oud
642,neu::A,క్రొత్త,nieuw
643,ehemalig::A,పూర్వపు,voormalig
644,alt[Lebewesen]::A,ముసలి,oud
645,jung::A,పసి,jong
646,arm::A,బీద,arm
647,reich::A,ధనవంతుడైన,rijk
648,bekannt::A,తెలిసిన,bekend
649,berühmt::A,ప్రపిద్దికెక్కివ,beroemd
650,fremd::A,అన్యమైన,vreemd
651,verschieden::A,భేదమైన,verscheiden
652,verschieden::A,భేదమైన,verschillend
653,nah::A,దగ్గఱనున్న,nabij
654,nah::A,దగ్గఱనున్న,nabijgelegen
655,fern::A,దూరమందున్న,ver
656,linker::A,ఎడమప్రక్కగ,linker
657,rechter::A,కుడి,rechter
658,anderer::A,వేఱ్తెన,andere
659,erster::A,మొదటి,eerste
660,zweiter::A,రెండన,tweede
661,dritter::A,మూడో,derde
662,letzter::A,కడపటి,laatste
663,allein::ADV,ఒంటిగా,alleen
664,auf einmal::ADV,హరాత్తుగ,ineens
665,auf einmal::ADV,హరాత్తుగ,tegelijk
666,zusammen::ADV,కలిసి,samen
667,zusammen::ADV,కలిసి,bijeen
668,lange::ADV,బహుకాలము,lang
669,plötzlich::ADV,హరాత్తుగ,eensklaps
670,plötzlich::ADV,హరాత్తుగ,plotsklaps
671,sofort::ADV,తక్షణము,terstond
672,sofort::ADV,తక్షణము,aanstonds
673,sofort::ADV,తక్షణము,onmiddelijk
674,später::ADV,ఇటీవలి,later
675,jetzt::ADV,ఇప్పుడు,nu
676,jetzt::ADV,ఇప్పుడు,nou
677,jetzt::ADV,ఇప్పుడు,thans
678,heute::ADV,నేడు,heden
679,heute::ADV,నేడు,vandaag
680,morgen::ADV,ఱేపు,morgen
681,bald::ADV,శీఘ్రముగ,gauw
682,bald::ADV,శీఘ్రముగ,weldra
683,dann::ADV,అప్పుడు,dan
684,dann::ADV,అప్పుడు,toen
685,gestern::ADV,నిన్నటి దినము,gisteren
686,einst::ADV,పూర్వమొకప్పుడు,eens
687,damals::ADV,అప్పుడు,toen
688,damals::ADV,అప్పుడు,destijds
689,danach::ADV,అప్పుడు,daarna
690,vorher::ADV,ఎదుట,vooraf
691,vorher::ADV,ఎదుట,van tevoren
692,zuerst::ADV,మొదటిలో,eerst
693,zuerst::ADV,మొదటిలో,het eerst
694,einmal::ADV,ఒకసారి,eens
695,einmal::ADV,ఒకసారి,eenmaal
696,manchmal::ADV,అప్పటప్పటికి,soms
697,oft::ADV,తఱచుగా,vaak
698,oft::ADV,తఱచుగా,dikwijls
699,immer::ADV,ఎల్లప్పుడు,altijd
700,niemals::ADV,ఎప్పుడునులేదు,nooit
701,hier::ADV,ఇక్కడ,hier
702,hierhin::ADV,ఇక్కడకు,hierheen
703,von hier::ADV,ఇక్కడనుండి,van hier
704,von hier::ADV,ఇక్కడనుండి,hiervandaan
705,dort::ADV,అక్కడ,daar
706,dort::ADV,అక్కడ,ginds
