,Concept_ID,br,hy
94,Tropfen::N,bannac'h,կաթիլ
95,Tropfen::N,takenn,կաթիլ
96,Schaum::N,spoum,փրփուր
97,Schmutz::N,fank,կեղտ
98,See::N,lenn,լիճ
99,Sumpf::N,gwern,ճահիճ
100,Moor::N,taouarc'heg,ճահիճ
101,Wiese::N,prad,մարգագետին
102,Wald::N,koad,անտառ
103,Hügel::N,torgenn,բլուր
104,Anhöhe::N,run,բարձունք
105,Berg::N,menez,լեռ
106,Gipfel::N,barr,գագաթ
107,Gipfel::N,barr,կատար
108,Höhle::N,kav,քարայր
109,Abhang::N,naou,լանջ
110,Abhang::N,naou,զառիվայր
111,Quelle::N,feunteun,աղբյուր
112,Bach::N,gwazh,վտակ
113,Fluss::N,stêr,գետ
114,Ufer::N,ribl,ծովափ
115,Küste::N,aod,ափ
116,Küste::N,aod,ծովափ
117,Festland::N,douar,ցամաք
118,Meer::N,mor,ծով
119,Bucht::N,mor-bihan,հաչիւն
120,Insel::N,enez,վղզի
121,Blume::N,bleunienn,ծաղիկ
122,Gras::N,geot,խոտ
123,Wurzel::N,gwrizienn,արմատ
124,Baum::N,gwezenn,ծառ
125,Stamm::N,kef,իրան
126,Rinde::N,rusk,կեղեւ
127,Rinde::N,rusk,հաչոց
128,Ast::N,barr,ճյուղ
129,Zweig::N,bod,ճյուղ
130,Blatt::N,delienn,տերեւ
131,Birke::N,bezvenn,ցարասի
132,Kiefer[Baum]::N,pinenn,սոճի
133,Weide[Baum]::N,halegenn,ուռենի
134,Tanne::N,sapenn,եղեւին
135,Horn::N,korn,
136,Feder::N,pluñv,փետուր
137,Fell::N,kreoñ,մորթի
138,Flügel::N,askell,թեւ
139,Klaue::N,skilf,չանչ
140,Kralle::N,skilf,ճանկ
141,Schwanz::N,lost,պոչ
142,Ei::N,vi,ձու
143,Nest::N,neizh,բույն
144,Bau::N,douarenn,որջ
145,Bau::N,douarenn,բայոց
146,Tier::N,loen,կենդանի
147,Herde::N,tropell,հոտ
148,Kuh::N,buoc'h,կով
149,Bulle::N,tarv,ցուլ
150,Pferd::N,marc'h,ձի
151,Schaf::N,dañvad,ոչխար
152,Schwein::N,pemoc'h,խոզ
153,Hund::N,ki,շուն
154,Katze::N,kazh,կատու
155,Bär::N,arzh,արջ
156,Eichhörnchen::N,gwiñver,սկյուռ
157,Elch::N,karv-dour,հիւսիսային եղջերու
158,Fuchs::N,louarn,աղվես
159,Hase::N,gad,նապաստակ
160,Maus::N,logodenn,մուկ
161,Wolf::N,bleiz,գայլ
162,Vogel::N,labous,թռչուն
163,Schwarm::N,nijad,երամ
164,Huhn::N,yar,հավ
165,Hahn::N,kilhog,աքաղաղ
166,Gans::N,gwazenn,սագ
167,Adler::N,erer,արծիվ
168,Ente::N,houad,բադ
169,Eule::N,toud,բու
170,Kranich::N,garan,կռունկ
171,Krähe::N,bran,ագռավ
172,Kuckuck::N,koukoug,կուկու
173,Schwan::N,alarc'h,կարապ
174,Fisch::N,pesk,ձուկ
175,Barsch::N,brell,պերկես
176,Hecht::N,beked,գայլաձուկ
177,Schlange[Tier]::N,naer,օձ
178,Wurm::N,preñv,որդ
179,Wurm::N,preñv,ճիճու
180,Spinne::N,kevnidenn,սարդ
181,Ameise::N,merion,միջյուն
182,Laus::N,laouenn,ոջիլ
183,Mücke::N,moustik,մժղուկ
184,Fliege::N,kelienenn,ճանճ
185,Schmetterling::N,balafenn,թիթեռ
186,Beere::N,hog,հատապտուղ
187,Apfel::N,aval,խնձոր
188,Pilz::N,kabell-touseg,սունկ
189,Zwiebel::N,ognonenn,սոխ
190,Saat::N,had,սերմ
191,Korn::N,ed,հատիկ
192,Heu::N,foenn,խոտ
193,Schale::N,peliadur,կեղեւ
194,Falle::N,pech,ծուղակ
195,Schlinge::N,krouglas,խեղդան
196,Asche::N,ludu,մոխիր
197,Dreck::N,fank,աղտ
198,Eisen::N,houarn,երկաթ
199,Gold::N,aour,ոսկի
200,Silber::N,arc'hant,արծաթ
201,Kohle::N,glaou,քարածուխ
202,Glas::N,gwer,ապակի
203,Sand::N,traezh,ավազ
204,Mensch::N,den,մարդ
205,Mann::N,den,մարդ
206,Mann::N,den,տղամարդ
207,Frau::N,maouez,կին
208,Kind::N,bugel,զավակ
209,Junge::N,paotr,տղա
210,Mädchen::N,plac'h,աղջիկ
211,Familie::N,familh,ընտանիք
212,Großvater::N,tad-kozh,պապ
213,Großmutter::N,mamm-gozh,տատ
214,Eltern::N,kerent,ծնողներ
215,Vater::N,tad,հայր
216,Mutter::N,mamm,մայր
217,Sohn::N,mab,որդի
218,Tochter::N,merc'h,աղջիկ
219,Tochter::N,merc'h,դուստր
220,Bruder::N,breur,եղբայր
221,Schwester::N,c'hoar,քույր
222,Onkel::N,eontr,քեռի
223,Onkel::N,eontr,հորեղբայր
224,Tante::N,moereb,մորաքույր
225,Ehemann::N,gwaz,մարդ
226,Ehemann::N,gwaz,ամուսին
227,Ehefrau::N,gwreg,կին ամուսին
228,Freude::N,levenez,ուրախություն
229,Gelächter::N,c'hoarzherezh,ծիծաղ
230,Glück::N,chañs,երջանկություն
231,Kummer::N,doan,վիշտ
232,Wunsch::N,c'hoant,ցանկություն
233,Lust::N,c'hoant,փափագ
234,Lust::N,c'hoant,իղձ
235,Geist::N,spered,ոգի
236,Gedanke::N,soñj,միտք
237,Gedächtnis::N,eñvor,հիշողություն
238,Verstand::N,skiant,խելք
239,Sinn::N,ster,իմաստ
240,Grund::N,kaoz,պատճառ
241,Wahrheit::N,gwirionez,ճշմարտություն
242,Gespräch::N,kaozeadenn,զրույց
243,Märchen::N,kaoz korriganez,պայիկի պատմություն
244,Erzählung::N,kontadenn,պատմվածք
245,Erzählung::N,kontadenn,պատմություն
246,Nachricht::N,keloù,հաղորդագրություն
247,Neuigkeit::N,kelaouenn,լուր
248,Neuigkeit::N,kelaouenn,նորություն
249,Name::N,anv,անուն
250,Rätsel::N,divinatez,բարդ խնդիր
251,Rede::N,diskour,ճառ
252,Rede::N,diskour,ելույթ
253,Sprache::N,yezh,լեզու
254,Stimme::N,mouezh,ձայն
255,Wort::N,ger,բառ
256,Zeichen::N,sin,նշան
257,Ruf::N,galv,կոչ
258,Ruf::N,galv,կանչ
259,Lärm::N,trouz,աղմուկ
260,Ton::N,ton,տոն
261,Lied::N,kanaouenn,երգ
262,Ruhe::N,sioulded,անդորրություն
263,Leute::N,tud,մարդիկ
264,Volk::N,pobl,ազգ
265,Arbeit::N,labour,գործ
266,Arbeit::N,labour,աշխատանք
267,Gast::N,kouviad,հյուր
268,Geschenk::N,prof,նվեր
269,Spiel::N,c'hoari,խաղ
270,Gesellschaft::N,kompagnunezh,ընկերություն
271,Gesellschaft::N,kavandad,ընկերություն
272,Hilfe::N,sikour,օգնությթուն
273,Freund::N,mignon,ընկեր
274,Freund::N,mignon,բարեկամ
275,Kamerad::N,kamarad,ուղեկից
276,Angelegenheit::N,afer,բան
277,Angelegenheit::N,afer,գործ
278,Anzahl::N,niver,քանակ
279,Anzahl::N,niver,գումար
280,Art::N,sort,տեսակ
281,Stück::N,tamm,կտոր
282,Teil::N,pezh,մաս
283,Hälfte::N,hanterenn,կես
284,Kreis::N,kelc'h,շիջանակ
285,Kreuz::N,kroaz,խաչ
286,Linie::N,linenn,գիծ
287,Strich::N,tenn,գիծ
288,Abstand::N,distok,անջրպետ
289,Entfernung::N,keid,հեռավորություն
290,Entfernung::N,kehid,հեռավորություն
291,Gegend::N,korn-bro,շրջան
292,Platz::N,plasenn,տարածություն
293,Ort::N,lec'h,տեղ
294,Ort::N,lec'h,վայր
295,Seite::N,tu,կողմ
296,Mitte::N,kreiz,մեջտեղ
297,Gegenstand::N,tra,առարկա
298,Sache::N,tra,բան
299,Rand::N,kantenn,վերջք
300,Kante::N,kantenn,եզր
301,Ecke::N,korn,անկյուն
302,Spitze::N,begell,ծայր
303,Ende::N,dibenn,ծայր
304,Loch::N,toull,անցք
305,Muster::N,tresadenn,օրինակ
306,Größe::N,ment,մեծություն
307,Länge::N,hirder,երկարություն
308,Höhe::N,uhelder,բարձրություն
309,Gewicht::N,pouez,կշիռ
310,Menge::N,bern,քանակ
311,Haufen::N,bern,դեզ
312,Haufen::N,bern,կույտ
313,Reihe::N,steud,շարք
314,Reihe::N,steud,կարգ
315,Boot::N,bag,նավակ
316,Ruder::N,roeñv,թի
317,Ruder::N,roeñv,թիակ
318,Schlitten::N,trainell,բալխիր
319,Ski::N,ski,դահուկ
320,Last::N,karg,բեռ
321,Gang::N,kerzh,զբոսանք
322,Schritt::N,paz,քայլ
323,Norden::N,norzh,հյուսիս
324,Norden::N,hanternoz,հյուսիս
325,Süden::N,su,հարավ
326,Süden::N,kreisteiz,հարավ
327,Westen::N,kuzh-heol,արեւմուտք
328,Osten::N,reter,արեւելք
329,Osten::N,sav-heol,արեւելք
330,Holz::N,koad,փայտ
331,Brett::N,plankenn,տախտակ
332,Platte::N,plakenn,թիթեղ
333,Stütze::N,harp,նեցուկ
334,Stange::N,sparl,ձող
335,Stock::N,bazh,փայտ
336,Stab::N,bazh,ցուպ
337,Stab::N,bazh,գավազան
338,Rohr::N,tub,խողովակ
339,Rohr::N,korz,խողովակ
340,Haus::N,ti,տուն
341,Heim::N,kêr,տուն
342,Ofen::N,forn,վառարան
343,Fußboden::N,plañchod,հատակ
344,Tisch::N,taol,սեղան
345,Stuhl::N,kador,աթոռ
346,Wiege::N,kavell,օրորոց
347,Bett::N,gwele,անկողին
348,Regal::N,estajerenn,դարակ
349,Kiste::N,kased,տուփ
350,Fenster::N,prenestr,պատուհան
351,Tür::N,dor,դուռ
352,Tor::N,portal,դարպաս
353,Zaun::N,sklotur,ցանկապատ
354,Dach::N,toenn,տանիք
355,Dach::N,toenn,կտուր
356,Leiter::N,skeul,սանդուղք
357,Besen::N,skubell,ավել
358,Spaten::N,pal,բահ
359,Schaufel::N,pal,թի
360,Gabel::N,fourchetez,պատառաքաղ
361,Löffel::N,loa,գդալ
362,Messer::N,kontell,դանակ
363,Nagel::N,tach,մեխ
364,Netz::N,roued,ցանց
365,Haken::N,krog,կարթ
366,Griff::N,kemer,կոթ
367,Griff::N,kemer,բռնակ
368,Schloss::N,potenn,կողպեք
369,Bild::N,skeudenn,նկար
370,Bild::N,skeudenn,պատկեր
371,Figur::N,skeud,քանդակ
372,Figur::N,skeud,պատկեր
373,Figur::N,figur,քանդակ
374,Figur::N,figur,պատկեր
375,Puppe::N,merc'hodenn,տիկնիկ
376,Beutel::N,sac'h,տոպրակ
377,Bündel::N,feskenn,կապոց
378,Tasche::N,sac'h,պայուսակ
379,Eimer::N,sailh,դույլ
380,Deckel::N,pallenn,կափարիչ
381,Geschirr::N,listriaj,ամանեղեն
382,Sack::N,sac'h,պարկ
383,Sack::N,sac'h,տոպրակ
384,Tasse::N,tas,թաս
385,Tasse::N,tas,գավաթ
386,Topf::N,pod,անոթ
387,Kessel::N,chaodouron,կաթսա
388,Essen::N,pred,կերակուր
389,Nahrung::N,boued,ուտելիք
390,Speise::N,meuz,խորտիկ
391,Speise::N,meuz,կերակուր
392,Fleisch::N,kig,միս
393,Getreide::N,ed,հացահատիկ
394,Brei::N,yod,լանդակ
395,Brot::N,bara,հաց
396,Scheibe::N,tailhenn,կտոր
397,Scheibe::N,tailhenn,պատառ
398,Fett::N,lard,ճարպ
399,Butter::N,amann,կարագ
400,Öl::N,eoul,ձեթ
401,Salz::N,holen,աղ
402,Suppe::N,soubenn,սուպ
403,Suppe::N,soubenn,ապուր
404,Honig::N,mel,մեղր
405,Milch::N,laezh,կաթ
406,Tee::N,te,թեյ
407,Leder::N,lêr,կաշի
408,Wolle::N,gloan,բուրդ
409,Stoff::N,danvez,գործվածք
410,Nadel::N,nadoz,ասեղ
411,Faden::N,neudenn,թել
412,Knopf::N,bouton,կոճակ
413,Knoten::N,skoulm,հանգույց
414,Farbe::N,liv,ներկ
415,Kleidung::N,dilhad,հագուստ
416,Hemd::N,roc'hed,վերնաշապիկ
417,Kragen::N,gouzoug,օձիք
418,Ärmel::N,milgin,թեւք
419,Hose::N,bragoù,շալվար
420,Gürtel::N,gouriz,գոտի
421,Mütze::N,boned,կեպի
422,Schuh::N,botez,կոշիկ
423,Stiefel::N,botez,երկարաճիթ կոշիկ
424,Ring::N,gwalenn,զնգալ
425,Band::N,bagad,ժապավեն
426,Kamm::N,krib,սանր
427,Spiegel::N,melezour,հայելի
428,Riemen::N,lerenn,փոկ
429,Schnur::N,kordenn,լար
430,Leine::N,roll,փոկ
431,Decke::N,golo,վերմակ
432,Kissen::N,goubenner,բարձ
433,Tuch::N,mezher,թաշկինակ
434,Handtuch::N,toailhon,սրբիչ
435,Kraft::N,nerzh,ուժ
436,Stärke::N,nerzhder,պնդություն
437,Stärke::N,nerzhder,ամրություն
438,Gesundheit::N,yec'hed,առողջություն
439,Krankheit::N,klañved,ախտ
440,Krankheit::N,klañved,հիվանդություն
441,Schmerz::N,poan,ցավ
442,Schmerz::N,poan,տանջանք
443,Schmerz::N,droug,ցավ
444,Schmerz::N,droug,տանջանք
445,Wunde::N,gloazadenn,վերք
446,Fieber::N,terzhienn,տենդ
447,Arznei::N,louzoù,դեղ
448,Brücke::N,pont,կամուրջ
449,Brunnen::N,puñs,հոր
450,Brunnen::N,puñs,ջրհոր
451,Weide::N,prad,արոտավայր
452,Pfad::N,gwenodenn,արահետ
453,Weg::N,hent,ուղի
454,Straße::N,ru,ճանապարհ
455,Straße::N,hent,ճանապարհ
456,Dorf::N,kêr,գյուղ
457,Dorf::N,kêriadenn,գյուղ
458,Stadt::N,kêr,քաղաք
459,Brief::N,lizher,նամակ
460,Buch::N,levr,գիրք
461,Buchstabe::N,lizherenn,տառ
462,Buchstabe::N,lizherenn,գիր
463,Zeitung::N,kazetenn,լրագիր
464,Leben::N,buhez,կյանք
465,Tod::N,marv,մահ
466,Grab::N,bez,գերեզման
467,Kirche::N,iliz,եկեղեցի
468,Sünde::N,pec'hed,մեղք
469,Gott::N,doue,աստված
470,Arbeiter::N,labourer,բանվոր
471,Arbeiter::N,labourer,աշխատող
472,Arbeiter::N,micherour,բանվոր
473,Arbeiter::N,micherour,աշխատող
474,Chef::N,penn,տեր
475,Meister::N,mestr,վարպետ
476,Arzt::N,mezeg,բժիշկ
477,Arzt::N,medisin,բժիշկ
478,Lehrer::N,skolaer,ուսուցիչ
479,Lehrer::N,kelenner,ուսուցիչ
480,Geld::N,arc'hant,փող
481,Geschäft::N,stal,գործ
482,Geschäft::N,stal,աշխատանք
483,Laden::N,stal,կրպակ
484,Laden::N,stal,խանութ
485,Preis::N,priz,գին
486,Ware::N,marc'hadourezh,ապրանք
487,Nutzen::N,gounidegezh,օգուտ
488,Nutzen::N,lañs,օգուտ
489,Nutzen::N,profit,օգուտ
490,Nutzen::N,spleit,օգուտ
491,Reichtum::N,pinvidigezh,հարստություն
492,Welt::N,douar,աշխարհ
493,Land::N,bro,երկիր
494,Staat::N,stad,պետություն
495,König::N,roue,արքա
496,König::N,roue,թագավոր
497,Macht::N,galloud,իշխանություն
498,Grenze::N,harzoù,սահման
499,Krieg::N,brezel,պատերազմ
500,Feind::N,eneber,թշնամի
501,Gewalt::N,tâerder,բռնություն
502,Gewalt::N,tâerder,սաստկություն
503,Kampf::N,kann,մարտ
504,Bogen[Waffe]::N,gwareg,աղեղ
505,Pfeil::N,saezh,նետ
506,Gewehr::N,fuzuilh,հրացան
507,Fehler::N,fazi,սխալ
508,Lüge::N,gaou,սուտ
509,Schaden::N,gwall,վնաս
510,Unglück::N,gwalleur,դժբախտություն
511,Schuld::N,kablusted,պակասություն
512,Schuld::N,pec'hedigezh,պակասություն
513,Alter::N,oad,հասակ
514,Schluss::N,diwezh,վերջ
515,Schluss::N,diwezh,վախճան
516,Zeit::N,amzer,ժամանակ
517,Tag::N,deizh,օր
518,Morgen::N,beure,առավոտ
519,Morgen::N,mintin,առավոտ
520,Mittag::N,kreisteiz,կեսօր
521,Abend::N,abardaez,երեկո
522,Nacht::N,noz,գիշեր
523,Woche::N,sizhun,շաբաթ
524,Monat::N,miz,ամիս
525,Jahr::N,bloaz,տարի
526,Frühling::N,nevezamzer,գարուն
527,Sommer::N,hañv,ամառ
528,Herbst::N,diskaramzer,աշուն
529,Winter::N,goañv,ձմեռ
530,Januar::N,Genver,հունվար
531,Februar::N,C'hwevrer,փետրվար
532,März::N,Meurzh,մարտ
533,April::N,Ebrel,ապրիլ
534,Mai::N,Mae,մայիս
535,Juni::N,Mezheven,հունիս
536,Juli::N,Gouhere,հուլիս
537,August::N,Eost,օգոստոս
538,September::N,Gwengolo,սեպտեմբեր
539,Oktober::N,Here,հոկտեմբեր
540,November::N,Du,նոյեմբեր
541,Dezember::N,Kerzu,դեկտեմբեր
542,Montag::N,Lun,երկուշաբթի
543,Dienstag::N,Meurzh,երեքշաբթի
544,Mittwoch::N,Merc'her,չորեքշաբթի
545,Donnerstag::N,Yaou,հինգշաբթի
546,Freitag::N,Gwener,ուրբաթ
547,Samstag::N,Sadorn,շաբաթ
548,Sonntag::N,Sul,կիրակի
549,groß::A,bras,մեծ
550,groß::A,bras,խոշոր
551,klein::A,bihan,պստիկ
552,klein::A,bihan,փոքրիկ
553,lang::A,hir,երկար
554,kurz::A,berr,կարճ
555,breit::A,ledan,լայն
556,schmal::A,strizh,նեղ
557,dicht::A,stank,խիտ
558,dick[Gegenstand]::A,tev,հաստ
559,dünn::A,moan,բարակ
560,fein::A,munut,նուրբ
561,fest::A,start,ամուր
562,fest::A,start,պինդ
563,flach::A,plaen,տափակ
564,glatt::A,lintr,հարթ
565,glatt::A,levn,հարթ
566,hart::A,kalet,կարծր
567,weich::A,blot,մեղմ
568,weich::A,blot,փափուկ
569,rund::A,ront,կլոր
570,spitz::A,poentet,սրածայր
571,scharf::A,dremm,սուր
572,stumpf::A,talsoc'h,գուլ
573,schwer::A,pounner,ծանր
574,schön::A,kaer,սիրուն
575,schön::A,kaer,գեղեցիկ
576,heiß::A,tomm,թեժ
577,warm::A,tomm,տաք
578,warm::A,tomm,ջերմ
579,kalt::A,yen,ցուրտ
580,kühl::A,yen,զով
581,frisch::A,fresk,թարմ
582,feucht::A,gleb,ղոնավ
583,nass::A,gleb,թաց
584,trocken::A,sec'h,ցամաք
585,voll::A,leun,լի
586,voll::A,leun,լիքը
587,leer::A,goullo,դատարկ
588,offen::A,digor,բաց
589,geschlossen::A,serr,գոց
590,sauber::A,naet,մաքուր
591,schmutzig::A,lous,կեղտոտ
592,roh::A,kriz,հում
593,reif::A,darev,հասած
594,reif::A,darev,հասուն
595,lecker::A,lipous,համեղ
596,lecker::A,saourus,համեղ
597,süß::A,dous,անուշ
598,bitter::A,c'hwerv,կծու
599,sauer::A,trenk,թթու
600,sauer::A,trenk,թթված
601,hell::A,sklaer,պայծառ
602,hell::A,sklaer,խելամիտ
603,dunkel::A,teñval,մութ
604,schwarz::A,du,սեւ
605,weiß::A,gwenn,սպիտակ
606,rot::A,ruz,կարմիր
607,gelb::A,melen,դեղին
608,blau::A,glas,կապույտ
609,grün::A,gwer,կանաչ
610,grau::A,louet,գորշ
611,bunt::A,liesliv,գոյնզգոյն
612,billig::A,marc'had-mat,էժան
613,teuer::A,ker,թանկ
614,wertvoll::A,prizius,թանկարժեք
615,blind::A,dall,կույր
616,taub::A,bouzar,խուլ
617,kräftig::A,start,հզոր
618,stark::A,kreñv,ուժեղ
619,schwach::A,gwan,տկար
620,schwach::A,gwan,թույլ
621,fett::A,lard,գեր
622,schlank::A,sinkl,նիհար
623,hübsch::A,koant,գրավիչ
624,hübsch::A,koant,սիրունիկ
625,böse::A,gwall,չար
626,dumm::A,glep,հիմար
627,faul::A,lezirek,ծույլ
628,fleißig::A,studius,ջանասեր
629,fleißig::A,studius,փութաջան
630,geizig::A,tost,ագահ
631,geizig::A,tost,կծծի
632,klug::A,speredek,խելոք
633,klug::A,speredek,ընդունակ
634,geschickt::A,dornet,ճարտար
635,lieb::A,koant,սիրելի
636,lustig::A,laouen,զվարթ
637,sanft::A,flour,հեզ
638,hungrig::A,marnaon,քաղցած
639,krank::A,klañv,հիվանդ
640,nackt::A,noazh,մերկ
641,traurig::A,trist,տխուր
642,lebendig::A,bev,կենդանի
643,gut::A,mad,լավ
644,schlecht::A,fall,վատ
645,schlecht::A,gwall,վատ
646,richtig::A,reizh,ձիշտ
647,schlimm::A,gwall,լղրճուկ
648,wahr::A,gwir,ճիշտ
649,wahr::A,gwir,իրական
650,alt::A,kozh,հին
651,neu::A,nevez,նոր
652,ehemalig::A,kozh,նախկին
653,alt[Lebewesen]::A,kozh,ծեր
654,alt[Lebewesen]::A,kozh,պառավ
655,jung::A,yaouank,մատաղ
656,arm::A,paour,աղքատ
657,reich::A,pinvidik,հարուստ
658,bekannt::A,anavezet,ծանոթ
659,berühmt::A,brudet,հայտնի
660,berühmt::A,brudet,հռչակավոր
661,fremd::A,dizanav,օտար
662,verschieden::A,disheñel,տարբեր
663,nah::A,nes,մոտ
664,nah::A,nes,մերձ
665,fern::A,diabell,հեռավոր
666,linker::A,kleiz,ձախ
667,rechter::A,dehoù,աջ
668,anderer::A,all,այլ
669,anderer::A,all,ուրիշ
670,erster::A,kentañ,առաջին
671,zweiter::A,eil,երկրորդ
672,dritter::A,trede,երրորդ
673,letzter::A,diwezhañ,վերջին
674,allein::ADV,e-unan,միայնակ
675,auf einmal::ADV,ar un dro,միասնաբար
676,zusammen::ADV,asambles,միասին
677,zusammen::ADV,asambles,իրար հետ
678,lange::ADV,pell,երկար ժամանակ
679,plötzlich::ADV,en un taol,հանկարծ
680,sofort::ADV,diouzhtu,իսկույն
681,später::ADV,diwezhatoc'h,ավելի ուշ
682,später::ADV,diwezhatoc'h,հետո
683,jetzt::ADV,bremañ,այժմ
684,heute::ADV,hiziv,այսօր
685,morgen::ADV,arc'hoazh,վաղը
686,bald::ADV,hepdale,շուտով
687,dann::ADV,a-c'houde,ապա
688,dann::ADV,a-c'houde,հետո
689,gestern::ADV,dec'h,երեկ
690,einst::ADV,gwechall,հին ատեն
691,damals::ADV,neuze,ատէնին
692,danach::ADV,goude,ապա
693,danach::ADV,goude,այն ժամանակ
694,vorher::ADV,diagent,առաջ
695,zuerst::ADV,da gentañ,նախ
696,einmal::ADV,ur wech,մի անգամ
697,manchmal::ADV,a-wechoù,երբեմն
698,oft::ADV,alies,հաճախ
699,immer::ADV,atav,միշտ
700,immer::ADV,bepred,միշտ
701,niemals::ADV,gwech ebet,երբեք
702,hier::ADV,amañ,այստեղ
703,hierhin::ADV,dre amañ,այստեղ
704,von hier::ADV,alemañ,այդտեղից
705,dort::ADV,aze,այնտեղ
706,dort::ADV,ahont,այնտեղ
707,dorthin::ADV,di,այնտեղ
708,dorthin::ADV,aze,այնտեղ
709,dorthin::ADV,ahont,այնտեղ
710,geradeaus::ADV,war-eeun,ուղիղ
711,vorwärts::ADV,war-raok,առաջ
712,rückwärts::ADV,war-lerc'h,դեպի ետ
713,zurück::ADV,war-dreñv,ետ
714,unten::ADV,en traoñ,ներքեւում
715,hinab::ADV,a-izel,ներքեւ
716,oben::ADV,en nec'h,վերեւում
717,hinauf::ADV,e-krec'h,վերեւ
718,überall::ADV,dre-holl,ամենուր
719,nicht::ADV,ne ... ket,չէ
720,ein wenig::ADV,un tammig,մի քիչ
721,kaum::ADV,a-boan,հազիվ
722,sehr::ADV,-tre,շատ
723,sehr::ADV,-kenañ,շատ
724,so::ADV,evel-se,այդպես
725,noch::ADV,c'hoazh,դեռ
726,nur::ADV,hepken,միայն
727,schon::ADV,dija,արդեն
728,wieder::ADV,adarre,նորից
729,wieder::ADV,adarre,դարձյալ
730,vor::PRP,dirak,դիմացը
731,hinter::PRP,a-drek,ետեւը
732,hinter::PRP,a-dreñv,ետեւը
733,unter::PRP,dindan,տակ
734,durch::PRP,dre,միջով
735,neben::PRP,e-kichen,քովը
736,zwischen::PRP,etre,միջեւ
737,wegen::PRP,abalamour da,պատճառով
738,wegen::PRP,abalamour da,շնորհից
739,dies::PRN,hemañ,սա
740,dies::PRN,hemañ,այս
741,das::PRN,se,դա
742,das::PRN,se,այդ
743,das::PRN,hennezh,դա
744,das::PRN,hennezh,այդ
745,alles::PRN,pep tra,ամեն ինչ
746,ich::PRN,me,ես
747,du::PRN,te,դու
748,er::PRN,eñ,նա
749,wir::PRN,ni,մենք
