,Concept_ID,hu,he
72,Stein::N,kő,אבן
73,Boden::N,föld,קרקע
74,Boden::N,talaj,קרקע
75,Erde::N,föld,אדמה
76,Staub::N,por,אבק
77,Rauch::N,füst,עשן
78,Funke::N,szikra,ניצוץ
79,Feuer::N,tűz,אש
80,Licht::N,fény,אור
81,Schatten::N,árnyék,צל
82,Wetter::N,idő,מזג אויר
83,Wetter::N,időjárás,מזג אויר
84,Nebel::N,köd,ערפל
85,Wolke::N,felhő,ענן
86,Regen::N,eső,גשם
87,Schnee::N,hó,שלג
88,Eis::N,jég,קרח
89,Frost::N,fagy,צנה
90,Kälte::N,hideg,קר
91,Hitze::N,hő,חם
92,Hitze::N,hőség,חם
93,Raureif::N,zúzmara,כפור
94,Regenbogen::N,szivárvány,קשת
95,Donner::N,dörgés,רעם
96,Donner::N,mennydörgés,רעם
97,Strömung::N,áramlat,זרימה
98,Tropfen::N,csepp,טפה
99,Schaum::N,hab,קצף
100,Schaum::N,tajték,קצף
101,Schmutz::N,piszok,לכלוך
102,See::N,tó,אגם
103,Sumpf::N,mocsár,בצה
104,Moor::N,láp,בצה
105,Wiese::N,rét,מרעה
106,Wiese::N,mező,מרעה
107,Wald::N,erdő,יער
108,Hügel::N,domb,תל
109,Anhöhe::N,magaslat,מעלה
110,Berg::N,hegy,הר
111,Gipfel::N,csúcs,פסגה
112,Höhle::N,barlang,מערה
113,Abhang::N,lejtő,מדרון
114,Abhang::N,lejtő,שפוע
115,Quelle::N,forrás,מעין
116,Bach::N,patak,נחל
117,Fluss::N,folyó,נהר
118,Ufer::N,part,גדה
119,Küste::N,tengerpart,חוף
120,Festland::N,szárazföld,יבשה
121,Meer::N,tenger,ים
122,Bucht::N,öböl,מפרץ
123,Insel::N,sziget,אי
124,Blume::N,virág,פרח
125,Gras::N,fű,דשא
126,Wurzel::N,gyökér,שרש
127,Baum::N,fa,עץ
128,Stamm::N,tő,גזע
129,Stamm::N,törzs,גזע
130,Rinde::N,kéreg,קלפת עץ
131,Ast::N,ág,ענף
132,Zweig::N,gally,ענף
133,Blatt::N,levél,עלה
134,Birke::N,nyír,שדר
135,Kiefer[Baum]::N,fenyő,ארן
136,Weide[Baum]::N,fűz,ערבה
137,Tanne::N,fenyő,אשוח
138,Horn::N,szarv,קרן
139,Feder::N,toll,נוצה
140,Fell::N,szőr,פרוה
141,Fell::N,bunda,פרוה
142,Flügel::N,szárny,כנף
143,Klaue::N,köröm,טלף
144,Kralle::N,karom,טפר
145,Schwanz::N,farok,זנב
146,Ei::N,tojás,ביצה
147,Nest::N,fészek,קן
148,Bau::N,odú,מחלה
149,Tier::N,állat,חיה
150,Herde::N,nyáj,עדר
151,Herde::N,csorda,עדר
152,Kuh::N,tehén,פרה
153,Bulle::N,bika,פר
154,Pferd::N,ló,סוס
155,Schaf::N,juh,כבשה
156,Schaf::N,birka,כבשה
157,Schwein::N,sertés,חזיר
158,Hund::N,eb,כלב
159,Hund::N,kutya,כלב
160,Katze::N,macska,חתול
161,Bär::N,medve,דב
162,Eichhörnchen::N,mókus,סנאי
163,Elch::N,jávorszarvas,דישון
164,Fuchs::N,róka,שועל
165,Hase::N,nyúl,ארנב
166,Maus::N,egér,עכבר
167,Wolf::N,farkas,זאב
168,Vogel::N,madár,צפור
169,Schwarm::N,raj,נחיל
170,Schwarm::N,raj,להקה
171,Huhn::N,tyúk,תרנגלת
172,Hahn::N,kakas,תרנגול
173,Gans::N,lúd,אוז
174,Gans::N,liba,אוז
175,Adler::N,sas,עיט
176,Ente::N,kacsa,ברוז
177,Eule::N,bagoly,ינשוף
178,Kranich::N,daru,עגור
179,Kranich::N,daru,כרוכיה
180,Krähe::N,varjú,עורב
181,Kuckuck::N,kakukk,קוקיה
182,Schwan::N,hattyú,ברבור
183,Fisch::N,hal,דג
184,Barsch::N,sügér,אוקונוס
185,Hecht::N,csuka,זאב הים
186,Schlange[Tier]::N,kígyó,נחש
187,Wurm::N,kukac,תולעת
188,Spinne::N,pók,עכביש
189,Ameise::N,hangya,נמלה
190,Laus::N,tetű,כנה
191,Mücke::N,szúnyog,יתוש
192,Fliege::N,légy,זבוב
193,Schmetterling::N,lepke,פרפר
194,Schmetterling::N,pillangó,פרפר
195,Beere::N,bogyó,ענבה
196,Apfel::N,alma,תפוח
197,Pilz::N,gomba,פטריה
198,Zwiebel::N,hagyma,בצל
199,Saat::N,vetőmag,זרעים
200,Korn::N,mag,גרעין
201,Korn::N,szem,גרעין
202,Heu::N,széna,חציר
203,Schale::N,héj,קלפה
204,Grube::N,verem,בור
205,Grube::N,verem,שוחה
206,Falle::N,csapda,מלכדת
207,Schlinge::N,tőr,לולאה
208,Spur::N,nyom,עקבה
209,Asche::N,hamu,אפר
210,Dreck::N,sár,זהמה
211,Dreck::N,piszok,זהמה
212,Eisen::N,vas,ברזל
213,Gold::N,arany,זהב
214,Silber::N,ezüst,כסף
215,Kohle::N,szén,פחם
216,Glas::N,üveg,זכוכית
217,Lehm::N,agyag,חרסית
218,Lehm::N,vályog,חרסית
219,Sand::N,homok,חול
220,Mensch::N,ember,אדם
221,Mann::N,úr,איש
222,Mann::N,úr,גבר
223,Mann::N,férfi,איש
224,Mann::N,férfi,גבר
225,Frau::N,nő,אשה
226,Frau::N,nő,גברת
227,Frau::N,asszony,אשה
228,Frau::N,asszony,גברת
229,Kind::N,gyerek,ילד
230,Kind::N,gyermek,ילד
231,Junge::N,fiú,ילד
232,Mädchen::N,lány,נערה
233,Familie::N,család,משפחה
234,Großvater::N,nagyapa,סבא
235,Großmutter::N,nagyanya,סבתא
236,Eltern::N,szülők,הורים
237,Vater::N,apa,אב
238,Vater::N,atya,אב
239,Mutter::N,anya,אם
240,Sohn::N,fiú,בן
241,Tochter::N,lány,בת
242,Bruder::N,fivér,אח
243,Bruder::N,testvér,אח
244,Schwester::N,nővér,אחות
245,Schwester::N,lánytestvér,אחות
246,Onkel::N,nagybácsi,דוד
247,Tante::N,nagynéni,דודה
248,Ehemann::N,férj,איש
249,Ehemann::N,férj,בעל
250,Ehefrau::N,feleség,אשה
251,Freude::N,öröm,שמחה
252,Gelächter::N,nevetés,צחוק
253,Gelächter::N,hahotázás,צחוק
254,Glück::N,boldogság,אשר
255,Kummer::N,bánat,יגון
256,Kummer::N,bánat,עגמה
257,Wunsch::N,óhaj,אחול
258,Wunsch::N,óhaj,משאלה
259,Lust::N,kedv,חשק
260,Lust::N,kedv,תשוקה
261,Geist::N,elme,רוח
262,Geist::N,szellem,רוח
263,Gedanke::N,gondolat,מחשבה
264,Gedächtnis::N,emlékezet,זכרון
265,Verstand::N,ész,שכל
266,Verstand::N,értelem,שכל
267,Sinn::N,értelem,מובן
268,Sinn::N,értelem,משמעות
269,Grund::N,ok,סבה
270,Grund::N,alap,סבה
271,Wahrheit::N,igaz,אמת
272,Wahrheit::N,igazság,אמת
273,Gespräch::N,beszélgetés,דיון
274,Märchen::N,mese,אגדה
275,Erzählung::N,elbeszélés,ספור
276,Nachricht::N,hír,ידיעה
277,Nachricht::N,híradás,ידיעה
278,Neuigkeit::N,újság,חדשה
279,Name::N,név,שם
280,Rätsel::N,rejtvény,תעלומה
281,Rede::N,beszéd,נאום
282,Rede::N,szónoklat,נאום
283,Sprache::N,nyelv,לשון
284,Stimme::N,hang,קול
285,Wort::N,szó,מלה
286,Zeichen::N,jel,סימן
287,Ruf::N,kiáltás,קריאה
288,Lärm::N,zaj,רעש
289,Laut::N,hang,הגה
290,Ton::N,hang,צליל
291,Lied::N,dal,שיר
292,Lied::N,ének,שיר
293,Ruhe::N,csend,שלוה
294,Ruhe::N,nyugalom,שלוה
295,Leute::N,emberek,אנשים
296,Volk::N,nép,עם
297,Arbeit::N,dolog,עבודה
298,Gast::N,vendég,אורח
299,Geschenk::N,ajándék,מתנה
300,Spiel::N,játék,משחק
301,Gesellschaft::N,társaság,חברה
302,Hilfe::N,segítség,עזרה
303,Freund::N,barát,חבר
304,Freund::N,barát,ידיד
305,Kamerad::N,társ,רע
306,Angelegenheit::N,ügy,ענין
307,Anzahl::N,szám,מספר
308,Art::N,faj,סוג
309,Art::N,fajta,סוג
310,Stück::N,darab,חתיכה
311,Teil::N,rész,פרק
312,Hälfte::N,fél,חצי
313,Kreis::N,kör,מעגל
314,Kreuz::N,kereszt,צלב
315,Linie::N,vonal,קו
316,Strich::N,vonás,קו קצר
317,Abstand::N,köz,מרחק
318,Entfernung::N,távolság,מרחק
319,Gegend::N,táj,נוף
320,Gegend::N,vidék,נוף
321,Platz::N,hely,שטח
322,Ort::N,hely,אתר
323,Ort::N,hely,מקום
324,Seite::N,fél,צד
325,Seite::N,oldal,צד
326,Mitte::N,közép,אמצע
327,Gegenstand::N,tárgy,אוביקט
328,Sache::N,dolog,דבר
329,Rand::N,szél,פרור
330,Rand::N,perem,פרור
331,Rand::N,szegély,פרור
332,Kante::N,él,קצה
333,Ecke::N,sarok,פנה
334,Ecke::N,szöglet,פנה
335,Spitze::N,csúcs,קצה
336,Ende::N,vég,סוף
337,Loch::N,lyuk,חר
338,Winkel::N,szög,פנה
339,Muster::N,minta,תבנית
340,Größe::N,nagyság,גדל
341,Länge::N,hossz,ארך
342,Länge::N,hosszúság,ארך
343,Höhe::N,magasság,קומה
344,Höhe::N,magasság,גבה
345,Gewicht::N,súly,משקל
346,Menge::N,sokaság,כמות
347,Menge::N,mennyiség,כמות
348,Haufen::N,halom,ערמה
349,Reihe::N,sor,רצף
350,Boot::N,csónak,סירה
351,Ruder::N,evező,משוט
352,Schlitten::N,szánkó,מזחלת
353,Ski::N,sí,מגלשים
354,Lagerfeuer::N,tábortűz,מדורה
355,Last::N,teher,משא
356,Gang::N,járás,הליכה
357,Schritt::N,lépés,צעד
358,Norden::N,észak,צפון
359,Süden::N,dél,דרום
360,Westen::N,nyugat,מערב
361,Osten::N,kelet,מזרח
362,Holz::N,fa,עץ
363,Brett::N,deszka,קרש
364,Platte::N,lap,לוח
365,Platte::N,lemez,לוח
366,Stütze::N,támasz,משען
367,Stütze::N,támaszték,משען
368,Stange::N,rúd,מוט
369,Stange::N,pózna,מוט
370,Stock::N,pálca,מקל
371,Stab::N,bot,מוט
372,Rohr::N,cső,צנור
373,Haus::N,ház,בית
374,Heim::N,otthon,בית
375,Ofen::N,kályha,תנור
376,Fußboden::N,padló,רצפה
377,Tisch::N,asztal,שלחן
378,Stuhl::N,szék,כסא
379,Wiege::N,bölcső,ערש
380,Bett::N,ágy,מטה
381,Regal::N,polc,מדף
382,Regal::N,állvány,מדף
383,Kiste::N,láda,תבה
384,Kiste::N,láda,ארגז
385,Fenster::N,ablak,חלון
386,Tür::N,ajtó,דלת
387,Tor::N,kapu,שער
388,Zaun::N,kerítés,גדר
389,Dach::N,tető,גג
390,Leiter::N,létra,סלם
391,Besen::N,seprű,מטאטא
392,Spaten::N,ásó,את
393,Schaufel::N,lapát,את
394,Gabel::N,villa,מזלג
395,Löffel::N,kanál,כף
396,Messer::N,kés,סכין
397,Nagel::N,szeg,מסמר
398,Netz::N,háló,רשת
399,Haken::N,kampó,וו
400,Haken::N,kampó,קרס
401,Griff::N,nyél,ידית
402,Griff::N,fogantyú,ידית
403,Schloss::N,zár,מנעול
404,Bild::N,kép,תמונה
405,Figur::N,alak,פסל
406,Puppe::N,bábu,בבה
407,Beutel::N,zacskó,שק
408,Bündel::N,köteg,צרור
409,Tasche::N,táska,שקית
410,Eimer::N,vödör,דלי
411,Deckel::N,fedő,מכסה
412,Deckel::N,fedél,מכסה
413,Geschirr::N,edény,כלים
414,Sack::N,zsák,שק
415,Tasse::N,csésze,ספל
416,Topf::N,fazék,סיר
417,Kessel::N,üst,קנקן
418,Kessel::N,bogrács,קנקן
419,Essen::N,evés,אכל
420,Essen::N,evés,ארוחה
421,Essen::N,étkezés,אכל
422,Essen::N,étkezés,ארוחה
423,Nahrung::N,ennivaló,הזנה
424,Nahrung::N,ennivaló,תזונה
425,Speise::N,étel,מאכל
426,Speise::N,étel,ארוחה
427,Fleisch::N,hús,בשר
428,Getreide::N,gabona,דגן
429,Brei::N,pép,מחית
430,Brei::N,kása,מחית
431,Brot::N,kenyér,לחם
432,Scheibe::N,szelet,עגול
433,Scheibe::N,szelet,פרוסה
434,Fett::N,háj,שמן
435,Fett::N,zsír,שמן
436,Butter::N,vaj,חמאה
437,Öl::N,olaj,שמן
438,Salz::N,só,מלח
439,Suppe::N,leves,מרק
440,Honig::N,méz,דבש
441,Milch::N,tej,חלב
442,Tee::N,tea,תה
443,Leder::N,bőr,עור
444,Wolle::N,gyapjú,צמר
445,Stoff::N,szövet,בד
446,Stoff::N,szövet,אריג
447,Nadel::N,tű,מחט
448,Faden::N,fonál,חוט
449,Knopf::N,gomb,כפתור
450,Knoten::N,csomó,קשר
451,Farbe::N,szín,צבע
452,Farbe::N,festék,צבע
453,Kleidung::N,ruha,בגדים
454,Kleidung::N,ruházat,בגדים
455,Hemd::N,ing,חלצה
456,Kragen::N,gallér,צוארון
457,Ärmel::N,ujj,שרוול
458,Hose::N,gatya,מכנסים
459,Hose::N,nadrág,מכנסים
460,Gürtel::N,öv,חגורה
461,Mütze::N,sapka,כובע
462,Schuh::N,cipő,נעל
463,Stiefel::N,csizma,מגף
464,Ring::N,gyűrű,טבעת
465,Band::N,szalag,סרט
466,Kamm::N,fésű,מסרק
467,Spiegel::N,tükör,מראה
468,Riemen::N,szíj,רצועה
469,Schnur::N,zsinór,חבל
470,Leine::N,póráz,מושכות
471,Decke::N,takaró,שמיכה
472,Kissen::N,párna,כרית
473,Tuch::N,kendő,צעיף
474,Handtuch::N,törülköző,מגבת
475,Kraft::N,erő,כוח
476,Stärke::N,erő,און
477,Stärke::N,erősség,און
478,Gesundheit::N,egészség,בריאות
479,Krankheit::N,kór,מחלה
480,Krankheit::N,betegség,מחלה
481,Schmerz::N,fájdalom,כאב
482,Wunde::N,seb,פציעה
483,Fieber::N,láz,חם
484,Arznei::N,orvosság,תרופה
485,Arznei::N,gyógyszer,תרופה
486,Brücke::N,híd,גשר
487,Brunnen::N,kút,באר
488,Weide::N,legelő,אחו
489,Weide::N,legelő,מרעה
490,Pfad::N,ösvény,שביל
491,Pfad::N,ösvény,מדרכה
492,Weg::N,út,דרך
493,Straße::N,út,כביש
494,Dorf::N,falu,כפר
495,Stadt::N,város,עיר
496,Brief::N,levél,מכתב
497,Buch::N,könyv,ספר
498,Buchstabe::N,betű,אות
499,Zeitung::N,újság,עתון
500,Zeitung::N,hírlap,עתון
501,Leben::N,élet,חיים
502,Tod::N,halál,מות
503,Grab::N,sír,קבר
504,Kirche::N,templom,כנסיה
505,Sünde::N,bűn,חטא
506,Sünde::N,vétek,חטא
507,Gott::N,isten,אל
508,Arbeiter::N,munkás,פועל
509,Chef::N,főnök,ראש
510,Chef::N,főnök,מנהל
511,Meister::N,mester,ממחה
512,Arzt::N,orvos,רופא
513,Lehrer::N,tanár,מורה
514,Lehrer::N,tanító,מורה
515,Geld::N,pénz,כסף
516,Geschäft::N,üzlet,עסקה
517,Laden::N,bolt,חנות
518,Preis::N,ár,מחיר
519,Ware::N,áru,סחורה
520,Nutzen::N,haszon,תועלת
521,Reichtum::N,gazdagság,עשר
522,Welt::N,világ,עולם
523,Land::N,ország,ארץ
524,Staat::N,állam,מדינה
525,König::N,király,מלך
526,Macht::N,hatalom,כוח
527,Grenze::N,határ,גבול
528,Krieg::N,háború,מלחמה
529,Feind::N,ellenség,אויב
530,Gewalt::N,erőszak,אלימות
531,Kampf::N,harc,קרב
532,Kampf::N,harc,לחימה
533,Bogen[Waffe]::N,íj,קשת
534,Pfeil::N,nyíl,חץ
535,Gewehr::N,puska,רובה
536,Gewehr::N,fegyver,רובה
537,Fehler::N,hiba,טעות
538,Lüge::N,hazugság,שקר
539,Schaden::N,kár,נזק
540,Unglück::N,csapás,מזל רע
541,Unglück::N,balszerencse,מזל רע
542,Schuld::N,bűn,אשמה
543,Alter::N,kor,גיל
544,Schluss::N,vég,סיום
545,Schluss::N,befejezés,סיום
546,Zeit::N,idő,זמן
547,Tag::N,nap,יום
548,Morgen::N,reggel,בקר
549,Mittag::N,dél,צהרים
550,Abend::N,este,ערב
551,Nacht::N,éj,לילה
552,Nacht::N,éjszaka,לילה
553,Woche::N,hét,שבוע
554,Monat::N,hó,חדש
555,Monat::N,hónap,חדש
556,Jahr::N,év,שנה
557,Frühling::N,tavasz,אביב
558,Sommer::N,nyár,קיץ
559,Herbst::N,ősz,סתו
560,Winter::N,tél,חרף
561,Januar::N,január,ינואר
562,Februar::N,február,פברואר
563,März::N,március,מרץ
564,April::N,április,אפריל
565,Mai::N,május,מאי
566,Juni::N,június,יוני
567,Juli::N,július,יולי
568,August::N,augusztus,אוגוסט
569,September::N,szeptember,ספטמבר
570,Oktober::N,október,אוקטובר
571,November::N,november,נובמבר
572,Dezember::N,december,דצמבר
573,Montag::N,hétfő,יום שני
574,Dienstag::N,kedd,יום שלישי
575,Mittwoch::N,szerda,יום רביעי
576,Donnerstag::N,csütörtök,יום חמישי
577,Freitag::N,péntek,יום ששי
578,Samstag::N,szombat,יום שבת
579,Sonntag::N,vasárnap,יום ראשון
580,groß::A,nagy,גדול
581,klein::A,pici,קטן
582,klein::A,kicsi,קטן
583,lang::A,hosszú,ארך
584,kurz::A,rövid,קצר
585,breit::A,széles,רחב
586,schmal::A,keskeny,צר
587,dicht::A,sűrű,צפוף
588,dick[Gegenstand]::A,vastag,עבה
589,dünn::A,vékony,דק
590,fein::A,vékony,מעדן
591,fest::A,szilárd,מוצק
592,flach::A,sík,שטוח
593,flach::A,lapos,שטוח
594,glatt::A,sima,חלק
595,hart::A,kemény,קשיח
596,weich::A,puha,רך
597,rund::A,kerek,עגל
598,spitz::A,hegyes,חד
599,scharf::A,éles,חד
600,stumpf::A,tompa,קהה
601,stumpf::A,életlen,קהה
602,schwer::A,nehéz,כבד
603,schwer::A,súlyos,כבד
604,schön::A,szép,יפה
605,heiß::A,forró,חם
606,warm::A,meleg,חם
607,kalt::A,hideg,קר
608,kühl::A,hűs,צונן
609,kühl::A,hűvös,צונן
610,frisch::A,üde,טרי
611,frisch::A,friss,טרי
612,feucht::A,nedves,לח
613,nass::A,vizes,רטוב
614,trocken::A,száraz,יבש
615,voll::A,telt,מלא
616,leer::A,üres,ריק
617,offen::A,nyílt,פתוח
618,offen::A,nyitott,פתוח
619,geschlossen::A,zárt,סגור
620,geschlossen::A,csukott,סגור
621,sauber::A,tiszta,נקי
622,schmutzig::A,piszkos,מלכלך
623,schmutzig::A,szennyes,מלכלך
624,roh::A,nyers,חי
625,reif::A,érett,בשל
626,lecker::A,finom,טעים
627,süß::A,édes,מתוק
628,bitter::A,keserű,מר
629,sauer::A,savanyú,חמוץ
630,hell::A,világos,בהיר
631,dunkel::A,sötét,עמום
632,schwarz::A,fekete,שחר
633,weiß::A,fehér,לבן
634,rot::A,vörös,אדם
635,gelb::A,sárga,צהב
636,blau::A,kék,כחל
637,grün::A,zöld,ירק
638,grau::A,ősz,אפר
639,grau::A,szürke,אפר
640,bunt::A,tarka,צבעוני
641,bunt::A,színes,צבעוני
642,billig::A,olcsó,זול
643,teuer::A,drága,יקר
644,wertvoll::A,értékes,יקר ערך
645,blind::A,vak,עור
646,taub::A,süket,חרש
647,kräftig::A,erős,חסן
648,stark::A,erős,חזק
649,schwach::A,gyenge,חלש
650,schwach::A,erőtlen,חלש
651,fett::A,hájas,שמן
652,schlank::A,karcsú,רזה
653,hübsch::A,csinos,יפה תאר
654,böse::A,rossz,רשע
655,böse::A,gonosz,רשע
656,dumm::A,buta,טפש
657,dumm::A,ostoba,טפש
658,faul::A,lusta,עצלן
659,fleißig::A,szorgalmas,חרוץ
660,geizig::A,fukar,קמצן
661,geizig::A,fösvény,קמצן
662,klug::A,okos,נבון
663,klug::A,okos,פקח
664,klug::A,eszes,נבון
665,klug::A,eszes,פקח
666,geschickt::A,ügyes,מימן
667,lieb::A,drága,יקר
668,lieb::A,drága,אהוב
669,lieb::A,kedves,יקר
670,lieb::A,kedves,אהוב
671,lustig::A,víg,עליז
672,lustig::A,vidám,עליז
673,sanft::A,enyhe,עדין
674,hungrig::A,éhes,רעב
675,krank::A,beteg,חולה
676,nackt::A,csupasz,ערום
677,nackt::A,meztelen,ערום
678,traurig::A,bús,עצוב
679,traurig::A,szomorú,עצוב
680,lebendig::A,élő,חי
681,gut::A,jó,טוב
682,schlecht::A,rossz,גרוע
683,richtig::A,helyes,נכון
684,schlimm::A,rossz,רע
685,wahr::A,igaz,אמתי
686,alt::A,ó,ישן
687,alt::A,régi,ישן
688,neu::A,új,חדש
689,ehemalig::A,volt,לשעבר
690,ehemalig::A,egykori,לשעבר
691,alt[Lebewesen]::A,öreg,זקן
692,jung::A,fiatal,צעיר
693,arm::A,szegény,עני
694,reich::A,gazdag,עשיר
695,bekannt::A,ismert,ידוע
696,bekannt::A,ismeretes,ידוע
697,berühmt::A,híres,מפרסם
698,fremd::A,idegen,זר
699,verschieden::A,különböző,שונה
700,nah::A,közeli,קרוב
701,fern::A,távoli,רחוק
702,linker::A,bal,שמאלי
703,rechter::A,jobb,ימין
704,anderer::A,más,אחר
705,anderer::A,másik,אחר
706,erster::A,első,ראשון
707,zweiter::A,második,שני
708,dritter::A,harmadik,שלישי
709,letzter::A,utolsó,אחרון
710,allein::ADV,egyedül,לבד
711,auf einmal::ADV,egyszerre,בו-זמנית
712,zusammen::ADV,együtt,ביחד
713,zusammen::ADV,összesen,ביחד
714,lange::ADV,sokáig,הרבה זמן
715,lange::ADV,hosszan,הרבה זמן
716,plötzlich::ADV,hirtelen,לפתע
717,plötzlich::ADV,hirtelen,פתאום
718,plötzlich::ADV,egyszerre,לפתע
719,plötzlich::ADV,egyszerre,פתאום
720,sofort::ADV,rögtön,מיד
721,sofort::ADV,tüstént,מיד
722,später::ADV,későn,לאחר זמן
723,später::ADV,későn,יותר מאחר
724,jetzt::ADV,most,עכשיו
725,heute::ADV,ma,היום
726,morgen::ADV,holnap,מחר
727,bald::ADV,majd,בקרוב
728,bald::ADV,nemsokára,בקרוב
729,dann::ADV,akkor,אחר-כך
730,gestern::ADV,tegnap,אתמול
731,einst::ADV,hajdan,לפנים
732,damals::ADV,akkor,אז
733,damals::ADV,akkoriban,אז
734,danach::ADV,azután,אחר-כך
735,vorher::ADV,előbb,לפני זה
736,zuerst::ADV,először,קדם
737,einmal::ADV,egyszer,פעם
738,manchmal::ADV,néha,לפעמים
739,manchmal::ADV,olykor,לפעמים
740,oft::ADV,sokszor,לעתים קרובות
741,immer::ADV,mindig,תמיד
742,niemals::ADV,sohasem,אף פעם
743,hier::ADV,itt,כאן
744,hierhin::ADV,erre,פה
745,von hier::ADV,innen,מפה
746,dort::ADV,ott,שם
747,dorthin::ADV,oda,שם
748,geradeaus::ADV,egyenesen,ישר
749,vorwärts::ADV,előre,קדימה
750,rückwärts::ADV,hátrafelé,לאחור
751,zurück::ADV,hátra,בחזרה
752,zurück::ADV,hátra,אחורנית
753,zurück::ADV,vissza,בחזרה
754,zurück::ADV,vissza,אחורנית
755,unten::ADV,alul,למטה
756,hinab::ADV,le,למטה
757,hinab::ADV,lefelé,למטה
758,oben::ADV,fenn,מעל
759,oben::ADV,fenn,למעלה
760,oben::ADV,felül,מעל
761,oben::ADV,felül,למעלה
762,hinauf::ADV,fel,למעלה
763,hinauf::ADV,felfelé,למעלה
764,überall::ADV,mindenütt,בכל מקום
765,nicht::ADV,nem,לא
766,ein wenig::ADV,egy kicsit,קצת
767,kaum::ADV,alig,בקשי
768,sehr::ADV,nagyon,מאוד
769,so::ADV,úgy,כך
770,so::ADV,úgy,ככה
771,noch::ADV,még,עוד
772,noch::ADV,még,עדין
773,nur::ADV,csak,רק
774,nur::ADV,csupán,רק
775,schon::ADV,már,כבר
776,wieder::ADV,ismét,שוב
777,wieder::ADV,megint,שוב
778,vergebens::ADV,hiába,לריק
779,vergebens::ADV,hiába,לשוא
780,vor::PRP,előtt,מול
781,hinter::PRP,mögött,מאחורי
782,unter::PRP,alatt,מתחת
783,durch::PRP,át,דרך
784,durch::PRP,keresztül,דרך
785,neben::PRP,mellett,ליד
786,neben::PRP,mellett,על-יד
787,zwischen::PRP,között,בין
788,wegen::PRP,miatt,בשל
789,wegen::PRP,miatt,בגלל
790,wegen::PRP,végett,בשל
791,wegen::PRP,végett,בגלל
792,dies::PRN,ez,זה
793,das::PRN,az,זה
794,alles::PRN,minden,הכל
795,ich::PRN,én,אני
796,du::PRN,te,את
797,du::PRN,te,אתה
798,er::PRN,ő,הוא
799,wir::PRN,mi,אנחנו
800,ihr::PRN,ti,לה
801,sie::PRN,ők,הם
802,was::FPRN,mi,מה
803,wer::FPRN,ki,מי
804,wo::FADV,hol,איפה
805,wohin::FADV,hova,לאן
806,wie::FADV,hogy,איך
807,wie::FADV,hogyan,איך
808,warum::FADV,miért,למה
809,wieviel::FNUM,hány,כמה
810,wieviel::FNUM,mennyi,כמה
811,eins::NUM,egy,אחד
812,zwei::NUM,kettő,שתים
813,drei::NUM,három,שלושה
814,vier::NUM,négy,ארבעה
815,fünf::NUM,öt,חמשה
816,sechs::NUM,hat,ששה
817,sieben::NUM,hét,שבעה
818,acht::NUM,nyolc,שמונה
819,neun::NUM,kilenc,תשעה
820,zehn::NUM,tíz,עשרה
821,elf::NUM,tizenegy,אחת עשרה
