,Concept_ID,bn,kl
191,Wurm::N,কীট,
192,Spinne::N,মাকড়সা,aasiaq
193,Spinne::N,মাকড়সা,nissavaarsuk
194,Ameise::N,পিপীলিকা,uniaaluk
195,Laus::N,উকুন,kumak
196,Mücke::N,মশা,ippernaq
197,Fliege::N,মাছি,ippernaq
198,Schmetterling::N,প্রজাপতি,paluaq
199,Schmetterling::N,প্রজাপতি,pakkaluaq
200,Schmetterling::N,প্রজাপতি,utsuppaluaq
201,Schmetterling::N,প্রজাপতি,taqaleqisaaq
202,Beere::N,বেরি,paarmaq
203,Beere::N,বেরি,paarngaq
204,Apfel::N,আপেল,iipili
205,Pilz::N,ছত্রক,anngiusaq
206,Zwiebel::N,পিয়াজ,uanitsoq
207,Saat::N,বীজ,naatsiiassaq
208,Korn::N,শস্য,maannineq
209,Heu::N,খড়,
210,Schale::N,খোসা,niutsivik
211,Schale::N,খোসা,ilulissaq qaartussaq
212,Grube::N,গর্ত,itersaq
213,Falle::N,ফাঁদ,pualavoq
214,Schlinge::N,পাশ,orseq
215,Schlinge::N,পাশ,norloq
216,Spur::N,চিহ্ন,tumaa
217,Asche::N,ভস্ম,arsat
218,Dreck::N,ময়লা,minguk
219,Eisen::N,লোহা,savimineq
220,Eisen::N,লোহা,saffiugassaq
221,Gold::N,স্বর্ণ,kuulti
222,Silber::N,রৌপ্য,siilviuvoq
223,Kohle::N,অঙ্গার,aamarsuit aamaruutissat
224,Glas::N,কাচ,igalaaq
225,Glas::N,কাচ,imertarfik
226,Glas::N,কাচ,igalaamineq
227,Lehm::N,মৃত্তিকা,marraq
228,Sand::N,বালি,sioqqat
229,Mensch::N,নর,inuk
230,Mensch::N,নর,silamiu
231,Mensch::N,মানুষ,inuk
232,Mensch::N,মানুষ,silamiu
233,Mann::N,মানুষ,angut
234,Frau::N,নারী,arnaq
235,Kind::N,বাচ্চা,meeraq
236,Junge::N,ছেলে,nukappiaraq
237,Mädchen::N,মেয়ে,arnannguaq
238,Familie::N,পরিবার,ilaqutakka
239,Familie::N,পরিবার,ilaqutariit
240,Großvater::N,মাতামহ,aatak
241,Großmutter::N,মাতামহী,aanaq
242,Eltern::N,মাতাপিতা,angajoqqaat
243,Vater::N,পিতা,ataata
244,Vater::N,পিতা,ataataq
245,Mutter::N,মাতা,anaana
246,Sohn::N,ছেলে,erneq
247,Tochter::N,মেয়ে,panik
248,Bruder::N,দাদা,ani
249,Bruder::N,দাদা,aqqaluk
250,Bruder::N,দাদা,qatanngut
251,Schwester::N,বোন,naja
252,Schwester::N,বোন,aleqa
253,Schwester::N,বোন,qatanngut
254,Schwester::N,দিদি,naja
255,Schwester::N,দিদি,aleqa
256,Schwester::N,দিদি,qatanngut
257,Onkel::N,মামা,akkak
258,Tante::N,মাসী,aja
259,Tante::N,মাসী,ajak
260,Tante::N,মাসী,atsak
261,Ehemann::N,স্বামী,ui
262,Ehefrau::N,পত্নী,nuliaq
263,Freude::N,উল্লাস,tipaatsussuseq
264,Gelächter::N,হাসি,illaq
265,Glück::N,সুখ,usornaat
266,Glück::N,সুখ,usornarsuseq
267,Kummer::N,দুঃখ,
268,Wunsch::N,আকাঙ্ক্ষা,kissaat
269,Lust::N,বাসনা,illigussuseq
270,Lust::N,বাসনা,piummaseq
271,Geist::N,আত্না,anerneq
272,Geist::N,আত্না,toornaq
273,Gedanke::N,চিন্তা,isumassaq
274,Gedächtnis::N,স্মরণশক্তি,eqqaamannissuseq
275,Verstand::N,মন,isuma
276,Verstand::N,মন,sianissut
277,Verstand::N,মন,misigissut
278,Verstand::N,মন,sianissuseq
279,Verstand::N,মন,silaqassuseq
280,Sinn::N,পদার্থ,isuma
281,Grund::N,কারণ,patsit
282,Wahrheit::N,সত্য,sallusuissut
283,Gespräch::N,কথাবার্তা,
284,Märchen::N,রূপকথা,oqalualaarut
285,Märchen::N,রূপকথা,oqaluasaaq
286,Erzählung::N,গল্প,oqaluttuaq
287,Nachricht::N,তথ্য,oqaassut
288,Nachricht::N,তথ্য,oqqersuut
289,Neuigkeit::N,খবরাখবর,tusarnartaq
290,Name::N,নাম,ateq
291,Rätsel::N,ধাঁধা,nalorsitsaarut
292,Rede::N,বক্তৃতা,oqaluuseq
293,Sprache::N,ভাষা,oqaatsit
294,Stimme::N,স্বর,erinaq
295,Stimme::N,স্বর,qarluuseq
296,Wort::N,শব্দ,oqaasii
297,Zeichen::N,প্রতীক,nalunaaqqut
298,Ruf::N,ডাক,qaaqqussut
299,Lärm::N,হৈচৈ,perpaluk
300,Laut::N,ধ্বনি,torsukattak
301,Ton::N,স্বর,erinaq
302,Lied::N,গান,taalliaq
303,Lied::N,গান,erinarsuut
304,Ruhe::N,শান্তি,qatsunganeq
305,Leute::N,প্রজাপুঞ্জ,inuiak
306,Leute::N,প্রজাপুঞ্জ,inuiaqatigiit
307,Volk::N,জাতি,inuiaat
308,Arbeit::N,চাকরি,suliaq
309,Gast::N,অতিথি,qaaqqusaq
310,Geschenk::N,উপহার,pajugut
311,Spiel::N,খেলা,
312,Gesellschaft::N,সঙ্গিগণ,
313,Hilfe::N,সাহায্য,annertoqqut
314,Freund::N,বন্ধু,tiliaq
315,Freund::N,বন্ধু,ikinngut
316,Kamerad::N,সঙ্গী,tiliaq
317,Kamerad::N,সঙ্গী,ikinngut
318,Angelegenheit::N,বিষয়,
319,Anzahl::N,পরিমাণ,
320,Art::N,রকম,ileqquuseq
321,Stück::N,টুকরো,nakkaalaniku
322,Teil::N,অংশ,tassiaasat
323,Hälfte::N,অর্ধেক,affaq
324,Kreis::N,বৃত্ত,kaajaluinneq or kaajaluitsoq
325,Kreuz::N,ক্রুশ,sanningasulik
326,Linie::N,রেখা,tittaq
327,Linie::N,রেখা,titarneq
328,Strich::N,কষি,
329,Abstand::N,ফাঁক,aku
330,Abstand::N,ফাঁক,ikiaq
331,Entfernung::N,ব্যবধান,asi
332,Gegend::N,ক্ষেত্র,nuna
333,Platz::N,জায়গা,ini
334,Platz::N,জায়গা,inissaq
335,Ort::N,স্থান,sumiiffik
336,Seite::N,পার্শ্ব,saneraq
337,Mitte::N,মধ্য,qiteq
338,Gegenstand::N,জিনিস,
339,Sache::N,বস্তু,pigisaq
340,Rand::N,কানা,sini
341,Rand::N,কানা,akerfineq
342,Kante::N,ধার,akerfineq
343,Ecke::N,কোণ,teqeqqoq
344,Ecke::N,কোণ,tikeqqoq
345,Spitze::N,ডগা,inngik
346,Ende::N,প্রান্ত,isu
347,Loch::N,গর্ত,putu
348,Winkel::N,কোণ,teqeqqorissaat
349,Muster::N,নমুন্,ilisserut
350,Größe::N,আয়তন,angissuseq
351,Länge::N,দৈর্ঘ্য,takissuseq
352,Höhe::N,উচ্চতা,
353,Gewicht::N,ওজন,oqimaalutaq
354,Menge::N,পরিমাণ,amerlassuseq
355,Haufen::N,পুঞ্জ,eqimattat
356,Reihe::N,শ্রেণী,allunaasaq
357,Boot::N,নৌকা,qajaq
358,Boot::N,নৌকা,angallat
359,Boot::N,নৌকা,umiatsiaq
360,Ruder::N,দাঁড়,iput
361,Schlitten::N,স্নেজ্-গাড়ি,qamutit
362,Schlitten::N,স্নেজ্-গাড়ি,qimusseq
363,Ski::N,শী,ataarut
364,Lagerfeuer::N,অগ্নি,
365,Last::N,বোঝা,nammagaq
366,Gang::N,হণ্টন,
367,Schritt::N,পদ,allorneq
368,Norden::N,উত্তরদিক্,avannaq
369,Süden::N,দক্ষিণদিক,qava
370,Süden::N,দক্ষিণদিক,kujat
371,Süden::N,দক্ষিণদিক,kujataa
372,Westen::N,পশ্চিমদিক্,kitaa
373,Osten::N,পূর্বদিক,kangi
374,Holz::N,কাঠ,qisuk
375,Brett::N,তক্তা,salliligaq
376,Platte::N,ফলক,qaateq
377,Stütze::N,নাগদণ্ড,ajagutaq
378,Stütze::N,নাগদণ্ড,ajaagutaq
379,Stange::N,দণ্ড,kaaviffik
380,Stock::N,ছড়ি,ajaappissat
381,Stab::N,যষ্টি,ajaappissat
382,Rohr::N,নল,sullulik
383,Haus::N,ঘর,illu
384,Heim::N,বাসা,
385,Ofen::N,স্টোভ্,kissarsuut
386,Fußboden::N,গহতল,nateq
387,Tisch::N,মেজ,allattarfik
388,Tisch::N,টেবিল,allattarfik
389,Stuhl::N,চেয়ার,issiavik
390,Stuhl::N,চেয়ার,issiaffik
391,Stuhl::N,কেদারা,issiavik
392,Stuhl::N,কেদারা,issiaffik
393,Wiege::N,দোলনা,uaasoq
394,Bett::N,শয্যা,nallavik
395,Regal::N,তাক,ilisivik
396,Kiste::N,বাক্স,sakissat
397,Kiste::N,বাক্স,illerfiusaq
398,Fenster::N,জানালা,aki
399,Fenster::N,জানালা,igalaaq
400,Tür::N,দ্বার,matu
401,Tor::N,দ্বার,isaaffik
402,Zaun::N,বেড়া,saputit
403,Dach::N,ছাদ,qaliaq
404,Leiter::N,মই,tummeqqat
405,Leiter::N,মই,majuartarfiit
406,Besen::N,গুল্মবিশেষ,saligutit
407,Spaten::N,কোদাল,nivaataq
408,Schaufel::N,বেলচা,nivaataq
409,Gabel::N,কাঁটা,qilluaq
410,Gabel::N,কাঁটা,ajassaatit
411,Löffel::N,চামচ,alussaat
412,Messer::N,ছুরি,savik
413,Nagel::N,পেরেক,kukik
414,Netz::N,জাল,anguffaseq
415,Haken::N,কাচি,nissik
416,Haken::N,কাচি,qarsorsaq
417,Haken::N,কাচি,qarsorsartoq
418,Griff::N,হাতল,ipi
419,Schloss::N,তালা,illussaarsuaq
420,Bild::N,ছবি,assiliaq
421,Bild::N,চিত্র,assiliaq
422,Figur::N,আকার,kisitsit
423,Puppe::N,পুতুল,inuusaq
424,Beutel::N,বটুয়া,
425,Bündel::N,আঁটি,qilertaq
426,Tasche::N,থলি,pooqattaq
427,Eimer::N,বাল্তি,
428,Deckel::N,আবরণ,matu
429,Geschirr::N,থালা-বাসন,anut
430,Sack::N,বস্তা,
431,Tasse::N,কাপ,tiitorfik
432,Tasse::N,কাপ,tiitorfiup ilorlia
433,Topf::N,পাত্র,qoqqoq
434,Kessel::N,কেটলি,uunnaavik
435,Essen::N,আহার,igaaq
436,Nahrung::N,খাদ্য,neqissaq
437,Speise::N,খাদ্য,nerisassat
438,Fleisch::N,মাংস,neqi
439,Getreide::N,শস্য,maannineq
440,Brei::N,মণ্ড,
441,Brot::N,রুটি,iffit
442,Brot::N,রুটি,iffiaq
443,Scheibe::N,ফালি,igalaassiaq
444,Fett::N,মেদ,tarnutissaq
445,Fett::N,মেদ,tarnutissiaq
446,Butter::N,মাখন,punneq
447,Öl::N,তৈল,uulia
448,Salz::N,নুন,taratsut
449,Suppe::N,শুরুয়া,qajoq
450,Honig::N,মধু,tungusunnitsuut
451,Milch::N,দুধ,immuk
452,Tee::N,চা,tii
453,Tee::N,চা,teeq
454,Leder::N,পাকা চামড়া,
455,Wolle::N,পশম,nuersagassiaq
456,Stoff::N,বস্ত্র,milliaq
457,Stoff::N,বস্ত্র,qarlissiaq
458,Nadel::N,সুচ,meqqut
459,Faden::N,সূত্র,ujalussiaq
460,Knopf::N,বোতাম,attat
461,Knoten::N,গিঁট,akeroq
462,Knoten::N,গিঁট,qilerneq
463,Farbe::N,রং,qalipaat
464,Kleidung::N,কাপড়,atisat
465,Kleidung::N,কাপড়,annoraaq
466,Hemd::N,শার্ট,ilupaaq
467,Kragen::N,গলবন্ধ,qungasiinnaq
468,Ärmel::N,আস্তিন্,aaq
469,Hose::N,ট্রাউজার,qarliit
470,Gürtel::N,কটিবন্ধ,qiterut
471,Gürtel::N,কটিবন্ধ,unngersaq
472,Mütze::N,টুপি,nasaq
473,Schuh::N,জুতো,skuu
474,Schuh::N,জুতো,ikernuk
475,Schuh::N,জুতো,ateraasaq
476,Stiefel::N,বুট,kamik
477,Ring::N,আংটি,assammiu
478,Band::N,ফিতা,qilerutissiaq
479,Kamm::N,চিরুনি,illaagutit
480,Kamm::N,চিরুনি,illaajaatit pl.
481,Spiegel::N,আয়না,tarrarsuut
482,Riemen::N,চাবুক,allunaaq
483,Schnur::N,দড়ি,kujaaq
484,Schnur::N,দড়ি,allunaasaq
485,Leine::N,শিকল,aleq
486,Decke::N,কম্বল,qipik
487,Kissen::N,উপাধান,akit
488,Tuch::N,বস্ত্র,qarlissiaq
489,Handtuch::N,তোয়ালে,allarut
490,Handtuch::N,তোয়ালে,allarterut
491,Kraft::N,জোর,pissak
492,Stärke::N,শক্তি,qerattarsaat
493,Gesundheit::N,স্বাস্থ্য,peqqisusseq
494,Krankheit::N,অসুখ,nappaat
495,Krankheit::N,ব্যামো,nappaat
496,Schmerz::N,যন্ত্রণা,anniaat
497,Wunde::N,ক্ষত,iki
498,Fieber::N,জ্বর,nappaat qanimanartoq
499,Arznei::N,ঔষধ,imigassaq
500,Brücke::N,সেতু,ikaartarfik
501,Brunnen::N,কূপ,tissaluttuliaq
502,Weide::N,পশুচারণভূমি,masarsuk
503,Pfad::N,পথ,aqqut
504,Weg::N,পথ,aggerfik
505,Straße::N,রাস্তা,aqqusineq
506,Dorf::N,গ্রাম,nunaqarfik
507,Stadt::N,শহর,illorpaat
508,Stadt::N,শহর,illorpalik
509,Brief::N,চিঠি,allagarsiaq
510,Buch::N,বই,atuakkat
511,Buch::N,বই,mappersagaq
512,Buchstabe::N,অক্ষর,naqinneq
513,Zeitung::N,সংবাদপত্র,aviisi
514,Leben::N,জীবন,inuussuseq
515,Tod::N,মৃত্যু,toqu
516,Tod::N,মৃত্যু,toquneq
517,Grab::N,কবর,iliveq
518,Grab::N,কবর,illissat
519,Kirche::N,গির্জা,oqaluffik
520,Sünde::N,পাপ,ajorti
521,Gott::N,দেবতা,
522,Arbeiter::N,শ্রমিক,sulisoq
523,Chef::N,নেতা,ittoqut
524,Meister::N,ব্যক্তি,naalagaq
525,Arzt::N,চিকিৎসক,katsorsaasoq
526,Lehrer::N,অধ্যাপক,ilinniartitsisoq
527,Geld::N,মুদ্রা,aningaasat
528,Geld::N,টাকাপয়সা,aningaasat
529,Geschäft::N,ব্যস্ততা,niuertarfik
530,Laden::N,দোকান,niuertarfik
531,Preis::N,মূল্য,aki
532,Ware::N,পণ্যদ্রব্য,qaliata pii
533,Ware::N,পণ্যদ্রব্য,nioqqutissaq
534,Nutzen::N,সুবিধা,iluaqut
535,Reichtum::N,ধনদৌলত,
536,Welt::N,জগৎ,nunarsuaq
537,Land::N,খেত,nuna
538,Staat::N,রাষ্ট্র,
539,König::N,রাজা,kunngi
540,Macht::N,প্রভাব,pissaassuseq
541,Grenze::N,সীমা,killik
542,Krieg::N,যুদ্ধ,sorsunneq
543,Feind::N,শত্রু,akeraq
544,Feind::N,শত্রু,akerartorti
545,Feind::N,শত্রু,qinngarsuisoq
546,Gewalt::N,জোর,
547,Kampf::N,লড়াই,sorsunneq
548,Bogen[Waffe]::N,ধনুক,
549,Pfeil::N,বাণ,qalugiusaq
550,Gewehr::N,বন্দুক,aallaat
551,Fehler::N,ভুল,kukkuneq
552,Fehler::N,ভুল,paarlaappaa
553,Lüge::N,মিথ্যা,
554,Schaden::N,ক্ষতি,
555,Unglück::N,দুর্ভাগ্য,perluut
556,Schuld::N,অপরাধ,akiitsugaq
557,Schuld::N,অপরাধ,akiligassaq
558,Alter::N,আয়ু,utoqqaq
559,Schluss::N,শেষ,isu
560,Zeit::N,সময়,ulloq
561,Zeit::N,সময়,akuttoqatigiinneq
562,Tag::N,দিন,ulloq
563,Morgen::N,সকাল,ullaaq
564,Mittag::N,মধ্যাহু,ulloqeqqa
565,Abend::N,সন্ধ্যা,unnuk
566,Nacht::N,রাত্রি,unnuaq
567,Woche::N,সপ্তাহ,sapaatip akunnera
568,Monat::N,মাস,qaammat
569,Jahr::N,সৌরবর্ষ,ukioq
570,Frühling::N,বসন্তকাল,upernaaq
571,Sommer::N,গ্রীষ্মকাল,aasaq
572,Herbst::N,শরংঋতু,ukiaq
573,Winter::N,শীতকাল,ukioq
574,Januar::N,জানুয়ারী,siulleeq
575,Januar::N,জানুয়ারী,qaammaliaq
576,Februar::N,ফেব্রুয়ারী,aarlaat
577,März::N,মার্চ,marsi
578,März::N,মার্চ,martsi
579,April::N,এপ্রিল,
580,Mai::N,মে,maaji
581,Juni::N,জুন,juuni
582,Juli::N,জুলাই,juuli
583,August::N,অগাস্ট,aggusti
584,September::N,সেপ্টেম্বর,septembari
585,Oktober::N,অক্টোবর,oktobari
586,November::N,নভেম্বর,novembari
587,Dezember::N,ডিসেম্বর,detsembari
588,Montag::N,সোমবার,ataasinngortoq
589,Dienstag::N,মঙ্গলবার,marlunngorneq
590,Mittwoch::N,বুধবার,pingasunngorneq
591,Donnerstag::N,বৃহম্পতিবার,sisamanngorneq
592,Freitag::N,শুক্রবার,tallimanngorneq
593,Samstag::N,শনিবার,arfininngorneq
594,Sonntag::N,রবিবার,sapaat
595,Sonntag::N,রবিবার,sapaati
596,groß::A,বৃহৎ,angivoq
597,klein::A,ছোট,mikivoq
598,lang::A,দীর্ঘ,takisooq
599,kurz::A,খর্ব,naatsoq
600,kurz::A,হ্রস্ব,naatsoq
601,breit::A,চওড়া,silippoq
602,schmal::A,সরু,amitsoq
603,dicht::A,ঘন,torsusooq
604,dick[Gegenstand]::A,পুরু,issuvoq
605,dick[Gegenstand]::A,পুরু,issusooq
606,dünn::A,কৃশ,amitsoq
607,fein::A,সূক্ষ্ম,mamarpoq
608,fest::A,দৃঢ়,tangeqarpoq
609,flach::A,সমতল,nalimmappoq
610,glatt::A,মসৃণ,quasak
611,hart::A,শক্ত,mattusooq
612,hart::A,শক্ত,manngerpoq
613,hart::A,শক্ত,titeqquluppoq
614,weich::A,নরম,nerumaarpoq
615,rund::A,গোলাকার,ammallorippoq
616,spitz::A,তীক্ষ্ন,qummukujooq
617,scharf::A,শাণিত,ipippoq
618,stumpf::A,ভোঁতা,anngerpoq
619,schwer::A,ভারী,oqimaappoq
620,schön::A,সুন্দর,kusanarpoq
621,heiß::A,গরম,kiappoq
622,warm::A,ঈষদুষ্ণ,oqorpoq
623,kalt::A,ঠাণ্ডা,issippoq
624,kühl::A,শীতল,pueqqortippoq
625,frisch::A,তাজা,
626,feucht::A,ভিজা,isugutavoq
627,feucht::A,ভিজা,qaasernarpoq
628,nass::A,ভিজা,imerorpoq
629,trocken::A,শুষ্ক,panerpoq
630,voll::A,পূর্ণ,ulikkaarpoq
631,leer::A,খালি,imaattuarpoq
632,offen::A,খোলা,ammavoq
633,geschlossen::A,বন্ধ,matuvoq
634,sauber::A,নির্মল,eqqippoq
635,sauber::A,নির্মল,sukuluippoq
636,sauber::A,নির্মল,ipeqanngilaq
637,schmutzig::A,নোংরা,tapappoq
638,schmutzig::A,নোংরা,minguppoq
639,roh::A,কাঁচা,aapavoq
640,reif::A,পাকা,qaarulerpoq
641,lecker::A,সুস্বাদ,
642,süß::A,মিষ্ট,tungusunnippoq
643,bitter::A,তিক্ত,qasilippoq
644,sauer::A,টক,
645,hell::A,উজ্জ্বল,qaamavoq
646,dunkel::A,অন্ধকারময়,qernerpoq
647,schwarz::A,কালো,qernerpoq
648,weiß::A,সাদা,qaqorpoq
649,rot::A,লাল,aappaluppoq
650,gelb::A,হলদে,sungaarpoq
651,blau::A,নীল,tungujorpoq
652,grün::A,সবুজ,qorsooqqippoq
653,grau::A,ছাই-রঙা,qaserpoq
654,bunt::A,রঙিন,
655,billig::A,সস্তা,akikippoq
656,teuer::A,আক্রা,
657,wertvoll::A,মহার্ঘ,erlinnarpoq
658,blind::A,কানা,tappiippoq
659,blind::A,কানা,isigisaqanngilaq
660,taub::A,বধির,tusilarpoq
661,kräftig::A,বিশাল,pissaq
662,kräftig::A,বিশাল,pissarsuaq
663,stark::A,শক্তিশালী,sanngivoq
664,schwach::A,দুর্বল,nakuippoq
665,fett::A,মোটা,pualavoq
666,schlank::A,কৃশ,tuappoq
667,hübsch::A,সুন্দর,aatsialaq
668,böse::A,খারাপ,ajorpoq
669,dumm::A,মূর্খ,taqajak
