,Concept_ID,bn,sah
52,Leber::N,যকৃৎ,быар
53,Atem::N,শ্বাস,тыын
54,Hunger::N,ক্ষুধা,аас
55,Träne::N,অশ্রু,харах уута
56,Geschmack::N,স্বাদ,амтан
57,Geruch::N,গন্ধ,сыт
58,Schlaf::N,ঘুম,утуйуу
59,Traum::N,স্বপ্ন,түүл
60,Himmel::N,আকাশ,халлаан
61,Sonne::N,সূর্য,күн
62,Mond::N,চন্দ্র,ый
63,Stern::N,নক্ষত্র,сулус
64,Luft::N,বায়ু,салгын
65,Wind::N,বাতাস,тыал
66,Welle::N,ঢেউ,долгун
67,Welle::N,ঢেউ,балхаан
68,Welle::N,তরঙ্গ,долгун
69,Welle::N,তরঙ্গ,балхаан
70,Wasser::N,জল,уу
71,Stein::N,ঢিল,таас
72,Stein::N,প্রস্তর,таас
73,Boden::N,ভূতল,сир
74,Erde::N,ভূমি,буор
75,Staub::N,ধুলা,быыл
76,Rauch::N,ধোঁয়া,буруо
77,Funke::N,স্ফুলিঙ্গ,кыым
78,Feuer::N,অগ্নি,уот
79,Licht::N,আলো,уот
80,Schatten::N,ছায়া,күлүк
81,Wetter::N,আবহাওয়া,күн-дьыл
82,Nebel::N,কুহেলিকা,туман
83,Wolke::N,মেঘ,былыт
84,Regen::N,বৃষ্টি,самыыр
85,Schnee::N,তুষার,хаар
86,Eis::N,বরফ,муус
87,Frost::N,তুষার,тымныы
88,Kälte::N,শৈত্য,тымныы
89,Hitze::N,তাপ,куйаас
90,Raureif::N,তুহিন,кырыа
91,Regenbogen::N,রামধনু,кустук
92,Donner::N,বজ্রধ্বনি,этиҥ
93,Strömung::N,স্রোত,сүүрүк
94,Tropfen::N,ফোঁটা,таммах
95,Tropfen::N,ফোঁটা,хааппыла
96,Schaum::N,ফেনা,күүгэн
97,Schmutz::N,ধুলা,кир
98,See::N,হ্রদ,күөл
99,Sumpf::N,জলা,бадараан
100,Moor::N,মাঠ,дьэбэрэ
101,Wiese::N,তৃণভূমি,ходуһа
102,Wald::N,বন,ойуур
103,Hügel::N,পাহাড়,булгунньах
104,Anhöhe::N,টিলা,үрдэл
105,Berg::N,পর্বত,хайа
106,Gipfel::N,শীর্ষ,чыпчаал
107,Höhle::N,গুহা,хайа_хаспаҕа
108,Höhle::N,গুহা,көҥүс
109,Abhang::N,ঢাল,эниэ
110,Quelle::N,উৎস,дьүүктэ
111,Bach::N,ক্ষুদ্র নদী,үрүйэ
112,Fluss::N,নদী,өрүс
113,Ufer::N,উপকূল,биэрэк
114,Küste::N,তীর,кытыл
115,Festland::N,ভূমি,кураанах сир
116,Meer::N,সমুদ্র,муора
117,Bucht::N,উপসাগর,хомо
118,Bucht::N,উপসাগর,бухта
119,Insel::N,দ্বীপ,арыы
120,Blume::N,ফুল,сибэкки
121,Gras::N,ঘাস,от
122,Wurzel::N,শিকড়,силис
123,Baum::N,গাছ,мас
124,Stamm::N,স্কন্ধ,умнас
125,Rinde::N,বল্কল,хатырык
126,Ast::N,শাখা,мутук
127,Zweig::N,ডাল,лабаа
128,Blatt::N,পর্ণ,сэбирдэх
129,Birke::N,ভুর্জ,хатыҥ
130,Kiefer[Baum]::N,পাইন গাছ,бэс
131,Weide[Baum]::N,উইলো,үөт
132,Weide[Baum]::N,উইলো,талах
133,Tanne::N,দেবদারূ গাছ,харыйа
134,Horn::N,শিং,муос
135,Feder::N,পালক,куорсун
136,Fell::N,রোম,тирии
137,Flügel::N,ডানা,кынат
138,Klaue::N,নখর,тыҥырах
139,Kralle::N,নখর,баппаҕай
140,Schwanz::N,লেজ,кутурук
141,Ei::N,ডিম,сымыыт
142,Nest::N,কুলায়,уйа
143,Bau::N,ডেরা,хороон
144,Tier::N,জন্তু,кыыл
145,Tier::N,জন্তু,харамай
146,Herde::N,ঝাঁক,үөр
147,Kuh::N,গোরু,ынах
148,Bulle::N,বৃষ,оҕус
149,Pferd::N,ঘোড়া,сылгы
150,Schaf::N,ভেড়া,овца
151,Schwein::N,শূকর,сибиинньэ
152,Hund::N,কুকুর,ыт
153,Katze::N,বেড়াল,куоска
154,Bär::N,ভল্লুক,эһэ
155,Eichhörnchen::N,কাঠবিড়াল,тииҥ
156,Elch::N,হরিণবিশেষ,тайах
157,Fuchs::N,পাঁতিশিয়াল,саһыл
158,Hase::N,শশক,куобах
159,Maus::N,নেংটি ইঁদুর,кутуйах
160,Wolf::N,নেকড়ে,бөрө
161,Vogel::N,পক্ষী,көтөр
162,Schwarm::N,ঝাঁক,бөлөх
163,Huhn::N,মোরগ,куурусса
164,Hahn::N,কুক্কুট,бөтүүк
165,Gans::N,হংসী,хаас
166,Adler::N,ইগল,хотой
167,Ente::N,হংসী,кус
168,Eule::N,পেচক,мэкчиргэ
169,Kranich::N,সারস,туруйа
170,Krähe::N,কাক,тураах
171,Kuckuck::N,কোকিল,кэҕэ
172,Schwan::N,মরাল,куба
173,Fisch::N,মাছ,балык
174,Barsch::N,মৎন্যবিশেষ,алыһар
175,Hecht::N,বানমাছ,сордон
176,Schlange[Tier]::N,সর্প,моҕой
177,Schlange[Tier]::N,সর্প,эриэн үөн
178,Wurm::N,কীট,үөн
179,Spinne::N,মাকড়সা,ооҕуй
180,Ameise::N,পিপীলিকা,кымырдаҕас
181,Laus::N,উকুন,быт
182,Mücke::N,মশা,кумаар
183,Fliege::N,মাছি,сахсырҕа
184,Schmetterling::N,প্রজাপতি,лыах
185,Schmetterling::N,প্রজাপতি,үрүмэччи
186,Beere::N,বেরি,отон
187,Apfel::N,আপেল,яблоко
188,Pilz::N,ছত্রক,тэллэй
189,Zwiebel::N,পিয়াজ,луук
190,Saat::N,বীজ,сиэмэ
191,Korn::N,শস্য,сиэмэ
192,Heu::N,খড়,от
193,Schale::N,খোসা,хах
194,Grube::N,গর্ত,дьаама
195,Falle::N,ফাঁদ,сохсо
196,Schlinge::N,পাশ,уктаа
197,Spur::N,চিহ্ন,суол
198,Asche::N,ভস্ম,күл
199,Dreck::N,ময়লা,бадараан
200,Eisen::N,লোহা,тимир
201,Gold::N,স্বর্ণ,көмүс
202,Gold::N,স্বর্ণ,кыһыл көмүс
203,Silber::N,রৌপ্য,көмүс
204,Silber::N,রৌপ্য,үрүҥ көмүс
205,Kohle::N,অঙ্গার,чох
206,Glas::N,কাচ,өстүөкүлэ
207,Lehm::N,মৃত্তিকা,туой
208,Sand::N,বালি,кумах
209,Mensch::N,নর,киһи
210,Mensch::N,মানুষ,киһи
211,Mann::N,মানুষ,эр
212,Frau::N,নারী,дьахтар
213,Kind::N,বাচ্চা,оҕо
214,Junge::N,ছেলে,уол
215,Mädchen::N,মেয়ে,кыыс оҕо
216,Familie::N,পরিবার,кэргэн
217,Großvater::N,মাতামহ,эһэ
218,Großmutter::N,মাতামহী,эбэ
219,Eltern::N,মাতাপিতা,аҕа-ийэ
220,Vater::N,পিতা,аҕа
221,Mutter::N,মাতা,ийэ
222,Sohn::N,ছেলে,уол
223,Tochter::N,মেয়ে,кыыс
224,Bruder::N,দাদা,убай
225,Bruder::N,দাদা,быраат
226,Schwester::N,বোন,аҕас
227,Schwester::N,বোন,балыс
228,Schwester::N,দিদি,аҕас
229,Schwester::N,দিদি,балыс
230,Onkel::N,মামা,таай
231,Onkel::N,মামা,абаҕа
232,Tante::N,মাসী,эдьиий
233,Ehemann::N,স্বামী,эр
234,Ehefrau::N,পত্নী,ойох
235,Freude::N,উল্লাস,үөрүү
236,Gelächter::N,হাসি,күлүү
237,Glück::N,সুখ,дьол
238,Glück::N,সুখ,соргу
239,Kummer::N,দুঃখ,кутурҕан
240,Wunsch::N,আকাঙ্ক্ষা,баҕарыы
241,Lust::N,বাসনা,баҕа
242,Geist::N,আত্না,тыын
243,Gedanke::N,চিন্তা,санаа
244,Gedächtnis::N,স্মরণশক্তি,өй
245,Verstand::N,মন,өй
246,Sinn::N,পদার্থ,суолта
247,Grund::N,কারণ,төрүөт
248,Wahrheit::N,সত্য,кырдьык
249,Gespräch::N,কথাবার্তা,бэсиэдэ
250,Gespräch::N,কথাবার্তা,кэпсэтии
251,Märchen::N,রূপকথা,остуоруйа
252,Erzählung::N,গল্প,кэпсээн
253,Nachricht::N,তথ্য,биллэриллии
254,Neuigkeit::N,খবরাখবর,сонун
255,Name::N,নাম,аат
256,Rätsel::N,ধাঁধা,таабырын
257,Rede::N,বক্তৃতা,этии
258,Sprache::N,ভাষা,тыл
259,Stimme::N,স্বর,куолас
260,Wort::N,শব্দ,тыл
261,Zeichen::N,প্রতীক,бэлиэ
262,Ruf::N,ডাক,ыҥырыы
263,Lärm::N,হৈচৈ,айдаан
264,Laut::N,ধ্বনি,тыас
265,Ton::N,স্বর,дорҕоон
266,Lied::N,গান,ырыа
267,Ruhe::N,শান্তি,уу чуумпу
268,Leute::N,প্রজাপুঞ্জ,дьон
269,Volk::N,জাতি,дьон
270,Volk::N,জাতি,норуот
271,Arbeit::N,চাকরি,үлэ
272,Gast::N,অতিথি,ыалдьыт
273,Geschenk::N,উপহার,бэлэх
274,Spiel::N,খেলা,оонньуу
275,Gesellschaft::N,সঙ্গিগণ,общество
276,Hilfe::N,সাহায্য,көмө
277,Freund::N,বন্ধু,доҕор
278,Kamerad::N,সঙ্গী,атас
279,Angelegenheit::N,বিষয়,дьыала
280,Anzahl::N,পরিমাণ,ахсаан
281,Art::N,রকম,биис
282,Stück::N,টুকরো,кырбас
283,Teil::N,অংশ,ирээт
284,Hälfte::N,অর্ধেক,аҥар
285,Kreis::N,বৃত্ত,төгүрүк
286,Kreis::N,বৃত্ত,төгүрүмтэ
287,Kreuz::N,ক্রুশ,кириэс
288,Linie::N,রেখা,сурааһын
289,Strich::N,কষি,сурааһын
290,Abstand::N,ফাঁক,арыт
291,Entfernung::N,ব্যবধান,ыраах
292,Gegend::N,ক্ষেত্র,сир
293,Platz::N,জায়গা,арыт
294,Ort::N,স্থান,сир
295,Seite::N,পার্শ্ব,өрүт
296,Seite::N,পার্শ্ব,сирэй
297,Mitte::N,মধ্য,орто
298,Gegenstand::N,জিনিস,предмет
299,Sache::N,বস্তু,мал
300,Rand::N,কানা,кытыы
301,Rand::N,কানা,ойоҕос
302,Kante::N,ধার,кырыы
303,Ecke::N,কোণ,муннук
304,Spitze::N,ডগা,чыпчаал
305,Ende::N,প্রান্ত,төбө
306,Loch::N,গর্ত,тэһэҕэс
307,Loch::N,গর্ত,дьөлөҕөс
308,Winkel::N,কোণ,муннук
309,Muster::N,নমুন্,оһуор
310,Größe::N,আয়তন,кээмэй
311,Länge::N,দৈর্ঘ্য,уста
312,Höhe::N,উচ্চতা,үрдүк
313,Gewicht::N,ওজন,ыйааһын
314,Menge::N,পরিমাণ,ахсаан
315,Haufen::N,পুঞ্জ,чөмчөх
316,Reihe::N,শ্রেণী,кэккэ
317,Boot::N,নৌকা,оҥочо
318,Ruder::N,দাঁড়,эрдии
319,Schlitten::N,স্নেজ্-গাড়ি,сыарҕа
320,Ski::N,শী,хайыһар
321,Lagerfeuer::N,অগ্নি,кутаа
322,Last::N,বোঝা,ыарахан
323,Gang::N,হণ্টন,хаамыы
324,Schritt::N,পদ,хардыы
325,Norden::N,উত্তরদিক্,хоту
326,Süden::N,দক্ষিণদিক,соҕуруу
327,Westen::N,পশ্চিমদিক্,арҕаа
328,Osten::N,পূর্বদিক,илин
329,Holz::N,কাঠ,мас
330,Brett::N,তক্তা,дуоска
331,Brett::N,তক্তা,хаптаһын
332,Platte::N,ফলক,билиитэ
333,Stütze::N,নাগদণ্ড,тулааһын
334,Stange::N,দণ্ড,ураҕас
335,Stock::N,ছড়ি,мас
336,Stock::N,ছড়ি,баалкы
337,Stab::N,যষ্টি,ураҕас
338,Rohr::N,নল,турба
339,Haus::N,ঘর,дьиэ
340,Heim::N,বাসা,дьиэ
341,Ofen::N,স্টোভ্,оһох
342,Fußboden::N,গহতল,муоста
343,Tisch::N,মেজ,остуол
344,Tisch::N,টেবিল,остуол
345,Stuhl::N,চেয়ার,устуул
346,Stuhl::N,কেদারা,устуул
347,Wiege::N,দোলনা,биһик
348,Bett::N,শয্যা,кырабаат
349,Regal::N,তাক,долбуур
350,Kiste::N,বাক্স,дьааһык
351,Fenster::N,জানালা,түннүк
352,Tür::N,দ্বার,аан
353,Tor::N,দ্বার,аан
354,Zaun::N,বেড়া,соппулуот
355,Dach::N,ছাদ,кырыыса
356,Leiter::N,মই,кирилиэс
357,Besen::N,গুল্মবিশেষ,миинньик
358,Spaten::N,কোদাল,күрдьэх
359,Schaufel::N,বেলচা,күрдьэх
360,Gabel::N,কাঁটা,биилкэ
361,Löffel::N,চামচ,луоска
362,Messer::N,ছুরি,быһах
363,Nagel::N,পেরেক,тоһоҕо
364,Netz::N,জাল,илим
365,Haken::N,কাচি,көхө
366,Griff::N,হাতল,ук
367,Griff::N,হাতল,тутаах
368,Schloss::N,তালা,күлүүс
369,Bild::N,ছবি,хартыына
370,Bild::N,চিত্র,хартыына
371,Figur::N,আকার,фигура
372,Puppe::N,পুতুল,куукула
373,Beutel::N,বটুয়া,мөһөөччук
374,Bündel::N,আঁটি,баайыы
375,Tasche::N,থলি,суумка
376,Eimer::N,বাল্তি,биэдэрэ
377,Deckel::N,আবরণ,хаппах
378,Geschirr::N,থালা-বাসন,иһит
379,Sack::N,বস্তা,куул
380,Tasse::N,কাপ,сэлиэнэй
381,Topf::N,পাত্র,көстүрүүҥкэ
382,Kessel::N,কেটলি,хочуол
383,Essen::N,আহার,аһылык
384,Nahrung::N,খাদ্য,ас
385,Speise::N,খাদ্য,аһылык
386,Fleisch::N,মাংস,эт
387,Getreide::N,শস্য,злактар
388,Brei::N,মণ্ড,хааһы
389,Brot::N,রুটি,килиэп
390,Scheibe::N,ফালি,куһуок
391,Fett::N,মেদ,сыа
392,Butter::N,মাখন,арыы
393,Öl::N,তৈল,арыы
394,Salz::N,নুন,туус
395,Suppe::N,শুরুয়া,мин
396,Honig::N,মধু,мүөт
397,Milch::N,দুধ,үүт
398,Tee::N,চা,чэй
399,Leder::N,পাকা চামড়া,тирии
400,Wolle::N,পশম,түү
401,Stoff::N,বস্ত্র,таҥас
402,Nadel::N,সুচ,иннэ
403,Faden::N,সূত্র,сап
404,Knopf::N,বোতাম,тимэх
405,Knoten::N,গিঁট,түмүк
406,Farbe::N,রং,кырааска
407,Kleidung::N,কাপড়,таҥас
408,Hemd::N,শার্ট,ырбаахы
409,Kragen::N,গলবন্ধ,саҕа
410,Ärmel::N,আস্তিন্,сиэх
411,Hose::N,ট্রাউজার,ыстаан
412,Hose::N,ট্রাউজার,бүрүүкэ
413,Gürtel::N,কটিবন্ধ,кур
414,Mütze::N,টুপি,бэргэһэ
415,Schuh::N,জুতো,бачыыҥка
416,Stiefel::N,বুট,саппыкы
417,Ring::N,আংটি,биһилэх
418,Band::N,ফিতা,лиэнтэ
419,Kamm::N,চিরুনি,тараах
420,Spiegel::N,আয়না,сиэркилэ
421,Riemen::N,চাবুক,кур
422,Schnur::N,দড়ি,быа
423,Leine::N,শিকল,тэһиин
424,Decke::N,কম্বল,суорҕан
425,Kissen::N,উপাধান,сыттык
426,Tuch::N,বস্ত্র,былаат
427,Handtuch::N,তোয়ালে,соттор
428,Kraft::N,জোর,сыра
429,Stärke::N,শক্তি,күүс
430,Gesundheit::N,স্বাস্থ্য,доруобуйа
431,Krankheit::N,অসুখ,ыарыы
432,Krankheit::N,ব্যামো,ыарыы
433,Schmerz::N,যন্ত্রণা,ыарыы
434,Wunde::N,ক্ষত,баас
435,Fieber::N,জ্বর,түрүлгэн
436,Fieber::N,জ্বর,лихорадка
437,Fieber::N,জ্বর,температура
438,Arznei::N,ঔষধ,эмп
439,Brücke::N,সেতু,күргэ
440,Brunnen::N,কূপ,холуодьас
441,Weide::N,পশুচারণভূমি,мэччирэҥ
442,Pfad::N,পথ,ыллык
443,Weg::N,পথ,суол
444,Straße::N,রাস্তা,суол
445,Dorf::N,গ্রাম,дэриэбинэ
446,Stadt::N,শহর,куорат
447,Brief::N,চিঠি,сурук
448,Buch::N,বই,кинигэ
449,Buchstabe::N,অক্ষর,буква
450,Zeitung::N,সংবাদপত্র,хаһыат
451,Leben::N,জীবন,тыын
452,Tod::N,মৃত্যু,өлүү
453,Grab::N,কবর,иин
454,Kirche::N,গির্জা,таҥара дьиэтэ
455,Sünde::N,পাপ,айыы
456,Gott::N,দেবতা,тангара
457,Arbeiter::N,শ্রমিক,үлэһит
458,Chef::N,নেতা,баһылык
459,Chef::N,নেতা,начальник
460,Meister::N,ব্যক্তি,уус
461,Meister::N,ব্যক্তি,маастар
462,Arzt::N,চিকিৎসক,врач
463,Lehrer::N,অধ্যাপক,учуутал
464,Geld::N,মুদ্রা,харчы
465,Geld::N,টাকাপয়সা,харчы
466,Geschäft::N,ব্যস্ততা,идэ
467,Laden::N,দোকান,маҕаһыын
468,Preis::N,মূল্য,сыана
469,Ware::N,পণ্যদ্রব্য,табаар
470,Nutzen::N,সুবিধা,туһа
471,Reichtum::N,ধনদৌলত,баай
472,Welt::N,জগৎ,аан дойду
473,Land::N,খেত,дойду
474,Staat::N,রাষ্ট্র,государство
475,König::N,রাজা,король
476,Macht::N,প্রভাব,былаас
477,Grenze::N,সীমা,кыраныысса
478,Krieg::N,যুদ্ধ,сэрии
479,Feind::N,শত্রু,өстөөх
480,Gewalt::N,জোর,күүһүлээһин
481,Kampf::N,লড়াই,охсуһуу
482,Bogen[Waffe]::N,ধনুক,ох
483,Pfeil::N,বাণ,ох
484,Gewehr::N,বন্দুক,саа
485,Fehler::N,ভুল,сыыһа
486,Lüge::N,মিথ্যা,сымыйа
487,Schaden::N,ক্ষতি,хоромньу
488,Unglück::N,দুর্ভাগ্য,алдьархай
489,Schuld::N,অপরাধ,буруй
490,Alter::N,আয়ু,саас
491,Schluss::N,শেষ,тиһэх
492,Zeit::N,সময়,бириэмэ
493,Tag::N,দিন,күн
494,Morgen::N,সকাল,сарсыарда
495,Mittag::N,মধ্যাহু,күн ортото
496,Abend::N,সন্ধ্যা,киэһэ
497,Nacht::N,রাত্রি,түүн
498,Woche::N,সপ্তাহ,нэдиэлэ
499,Monat::N,মাস,ый
500,Jahr::N,সৌরবর্ষ,сыл
501,Jahr::N,সৌরবর্ষ,дьыл
502,Frühling::N,বসন্তকাল,саас
503,Sommer::N,গ্রীষ্মকাল,сайын
504,Herbst::N,শরংঋতু,күһүн
505,Winter::N,শীতকাল,кыһын
506,Januar::N,জানুয়ারী,тохсунньу
507,Februar::N,ফেব্রুয়ারী,олунньу
508,März::N,মার্চ,кулун тутар
509,April::N,এপ্রিল,муус устар ый
510,Mai::N,মে,ыам ыйа
511,Juni::N,জুন,бэс ыйа
512,Juli::N,জুলাই,от ыйа
513,August::N,অগাস্ট,атырдьах ыйа
514,September::N,সেপ্টেম্বর,балаҕан ыйа
515,Oktober::N,অক্টোবর,алтынньы
516,November::N,নভেম্বর,сэтинньи
517,Dezember::N,ডিসেম্বর,ахсынньы
518,Montag::N,সোমবার,бэнидиэнньик
519,Dienstag::N,মঙ্গলবার,оптуорунньук
520,Mittwoch::N,বুধবার,сэрэдэ
521,Donnerstag::N,বৃহম্পতিবার,чэппиэр
522,Freitag::N,শুক্রবার,бээтинсэ
523,Samstag::N,শনিবার,субуота
524,Sonntag::N,রবিবার,баскыһыанньа
525,groß::A,বৃহৎ,бөдөҥ
526,groß::A,বৃহৎ,улахан
527,klein::A,ছোট,кыр
528,lang::A,দীর্ঘ,уһун
529,kurz::A,খর্ব,кылгас
530,kurz::A,হ্রস্ব,кылгас
531,breit::A,চওড়া,кэтит
532,schmal::A,সরু,кыараҕас
533,dicht::A,ঘন,хойуу
534,dick[Gegenstand]::A,পুরু,суон
535,dick[Gegenstand]::A,পুরু,хойуу
536,dünn::A,কৃশ,чараас
537,fein::A,সূক্ষ্ম,бытархай
538,fein::A,সূক্ষ্ম,синньигес
539,fest::A,দৃঢ়,бөҕө
540,fest::A,দৃঢ়,кытаанах
541,flach::A,সমতল,хаптаҕай
542,glatt::A,মসৃণ,кылааккай
543,hart::A,শক্ত,хатан
544,hart::A,শক্ত,кытаанах
545,weich::A,নরম,сымнаҕас
546,rund::A,গোলাকার,төгүрүк
547,spitz::A,তীক্ষ্ন,сытыы
548,spitz::A,তীক্ষ্ন,уһуктаах
549,scharf::A,শাণিত,сытыы
550,stumpf::A,ভোঁতা,сыппах
551,schwer::A,ভারী,ыарахан
552,schön::A,সুন্দর,кыраһыабай
553,heiß::A,গরম,итии
554,warm::A,ঈষদুষ্ণ,ичигэс
555,kalt::A,ঠাণ্ডা,тымныы
556,kühl::A,শীতল,сөрүүн
557,frisch::A,তাজা,ыраас
558,frisch::A,তাজা,сөрүүн
559,frisch::A,তাজা,тымныы
560,feucht::A,ভিজা,сииктээх
561,nass::A,ভিজা,инчэҕэй
562,trocken::A,শুষ্ক,кураан
563,voll::A,পূর্ণ,толору
564,leer::A,খালি,иччитэх
565,offen::A,খোলা,аһаҕас
566,geschlossen::A,বন্ধ,бүтэй
567,sauber::A,নির্মল,сэбэр
568,schmutzig::A,নোংরা,кирдээх
569,roh::A,কাঁচা,сиикэй
570,reif::A,পাকা,буспут
571,reif::A,পাকা,сиппит-хоппут
572,lecker::A,সুস্বাদ,минньигэс
573,süß::A,মিষ্ট,минньигэс
574,bitter::A,তিক্ত,аһыы
575,sauer::A,টক,аһыы
576,hell::A,উজ্জ্বল,сырдык
577,dunkel::A,অন্ধকারময়,хараҥа
578,schwarz::A,কালো,хара
579,weiß::A,সাদা,үрүҥ
580,weiß::A,সাদা,маҥан
581,rot::A,লাল,кыһыл
582,gelb::A,হলদে,саһархай
583,blau::A,নীল,күөх
584,grün::A,সবুজ,күөх
585,grün::A,সবুজ,от күөҕэ
586,grau::A,ছাই-রঙা,сиэрэй
587,bunt::A,রঙিন,эриэн
588,billig::A,সস্তা,чэпчэки
589,teuer::A,আক্রা,сыаналаах
590,wertvoll::A,মহার্ঘ,сыаналаах
591,blind::A,কানা,хараҕа суох
592,taub::A,বধির,дьүлэй
593,kräftig::A,বিশাল,модун
594,stark::A,শক্তিশালী,күүстээх
595,schwach::A,দুর্বল,мөлтөх
596,fett::A,মোটা,эмис
597,schlank::A,কৃশ,дьылҕан
598,schlank::A,কৃশ,дьыпсаҕай
599,hübsch::A,সুন্দর,олус кэрэ
600,hübsch::A,সুন্দর,көрүөхтэн үчүгэй
601,böse::A,খারাপ,өһүөннээх
602,dumm::A,মূর্খ,акаары
603,faul::A,শ্রমবিমুখ,нэс
604,fleißig::A,পরিশ্রমী,кыһамньылаах
605,geizig::A,ব্যয়কুণ্ঠ,иҥсэлээх
606,klug::A,দক্ষ,өйдөөх
607,geschickt::A,পটু,наһаа дьоҕурдаах
608,lieb::A,প্রেয়,тапталлаах
609,lustig::A,প্রফুল্ল,көрдөөх
610,sanft::A,নম্র,намчы
611,sanft::A,নম্র,сымнаҕас
612,hungrig::A,ক্ষুধার্ত,аччык
613,krank::A,অসুস্থ,ыалдьар
614,nackt::A,উলঙ্গ,сыгынньах
615,traurig::A,দুঃখিত,санаарҕабыллаах
616,lebendig::A,জীবিত,тыыннаах
617,gut::A,ভালো,үтүө
618,gut::A,ভালো,үчүгэй
619,schlecht::A,মন্দ,куһаҕан
620,richtig::A,ঠিক,сөп
621,schlimm::A,কদর্য,сидьиҥ
622,schlimm::A,কদর্য,быдьар
623,wahr::A,বাস্তব,кырдьык
624,alt::A,পুরাতন,былыргы
625,neu::A,নব,саҥа
626,neu::A,নূতন,саҥа
627,ehemalig::A,পূর্বকালীন,урукку
628,alt[Lebewesen]::A,বৃদ্ধ,кырдьаҕас
629,jung::A,তরুণ,эдэр
630,arm::A,ক্ষুদ্র,дьадаҥы
631,reich::A,ধনবান্,баай
632,bekannt::A,সুপরিচিত,билэр
633,berühmt::A,বিখ্যাত,аатырбыт
634,fremd::A,বিদেশি,атын
635,verschieden::A,বিসদৃশ,араас
636,nah::A,নিকটবতী,чугас
637,fern::A,দুরবতী,ыраах
638,linker::A,বাম,хаҥас
639,rechter::A,ডান,уҥа
640,rechter::A,ডাইন,уҥа
641,anderer::A,অন্যতর,атын
642,erster::A,প্রথম,маҥнайгы
643,zweiter::A,দ্বিতীয়,иккис
644,dritter::A,তৃতীয়,үһүс
645,letzter::A,সর্বশেষ,тиһэх
646,allein::ADV,একক,соҕотох
647,auf einmal::ADV,জলদি,биирдэ
648,zusammen::ADV,একসঙ্গে,холбуу
649,lange::ADV,লম্বা,уһуннук
650,plötzlich::ADV,হঠাৎ,эмискэ
651,sofort::ADV,মুহ্ণর্তমধ্যে,тута
652,später::ADV,পশ্চাতে,хойут
653,jetzt::ADV,এখন,билигин
654,heute::ADV,আজ,бүгүн
655,morgen::ADV,আগামিকাল,сарсын
656,bald::ADV,অস্পকালমধ্যে,өтөр
657,dann::ADV,তখন,кэнна
658,gestern::ADV,গতকাল,бэҕэһээ
659,einst::ADV,একবার মাত্র,биир төгүл
660,einst::ADV,একবার মাত্র,арай биирдэ
661,damals::ADV,তখন,оччоҕо
662,danach::ADV,পরে,аары
663,danach::ADV,পরে,ол кэнниттэн
664,vorher::ADV,আগে,урут
665,zuerst::ADV,আগে,маҥнай
666,einmal::ADV,একবার,биирдэ
667,manchmal::ADV,কখনও কখনও,арыт
668,oft::ADV,ঘনঘন,чаастатык
669,immer::ADV,সর্বদা,мэлдьи
670,niemals::ADV,কখলও নহে,хаһан да
671,hier::ADV,এখানে,маныаха
672,hierhin::ADV,এখানে,бэттэх
673,von hier::ADV,ত্রই স্তান হইতে,мантан
674,dort::ADV,ওখানে,онно
675,dorthin::ADV,ওখানে,онно
