,Concept_ID,az,fr
208,Schale::N,qabıq,pelure
209,Grube::N,çuxur,fosse
210,Falle::N,tələ,piège
211,Falle::N,duzaq,piège
212,Schlinge::N,ilmək,lacs
213,Spur::N,iz,trace
214,Asche::N,kül,cendre
215,Dreck::N,kir,crotte
216,Eisen::N,dəmir,fer
217,Gold::N,altun,or
218,Silber::N,gümüş,argent
219,Kohle::N,kömür,charbon
220,Glas::N,şüşə,verre
221,Lehm::N,gil,glaise
222,Lehm::N,palçıq,glaise
223,Sand::N,qum,sable
224,Mensch::N,adam,homme
225,Mensch::N,insan,homme
226,Mann::N,kişi,homme
227,Frau::N,qadın,femme
228,Kind::N,uşaq,enfant
229,Junge::N,oğlan,garçon
230,Mädchen::N,qız,fille
231,Mädchen::N,qız,jeune fille
232,Familie::N,ailə,famille
233,Großvater::N,baba,grand-père
234,Großmutter::N,nənə,grand-mère
235,Eltern::N,valideyn,parents
236,Vater::N,ata,père
237,Mutter::N,ana,mère
238,Sohn::N,oğul,fils
239,Tochter::N,qız,fille
240,Bruder::N,qardaş,frère
241,Schwester::N,bacı,sœur
242,Onkel::N,əmi,oncle
243,Onkel::N,dayı,oncle
244,Tante::N,bibi,tante
245,Ehemann::N,ər,mari
246,Ehemann::N,ər,époux
247,Ehefrau::N,arvad,femme
248,Ehefrau::N,arvad,épouse
249,Freude::N,nəşə,joie
250,Freude::N,nəşə,plaisir
251,Freude::N,sevinc,joie
252,Freude::N,sevinc,plaisir
253,Gelächter::N,gülüş,rires
254,Gelächter::N,qəhqəhə,rires
255,Glück::N,səadət,bonheur
256,Glück::N,xoşbəxtlik,bonheur
257,Kummer::N,qəm,peine
258,Kummer::N,qəm,chagrin
259,Kummer::N,kədər,peine
260,Kummer::N,kədər,chagrin
261,Wunsch::N,arzu,désir
262,Lust::N,həvəs,envie
263,Geist::N,ruh,esprit
264,Gedanke::N,fikir,idée
265,Gedanke::N,fikir,pensée
266,Gedanke::N,düşüncə,idée
267,Gedanke::N,düşüncə,pensée
268,Gedächtnis::N,xatir,mémoire
269,Gedächtnis::N,hafizə,mémoire
270,Verstand::N,ağıl,raison
271,Sinn::N,məna,sens
272,Grund::N,səbəb,cause
273,Grund::N,səbəb,raison
274,Wahrheit::N,haqq,vérité
275,Wahrheit::N,doğruluq,vérité
276,Gespräch::N,söhbət,conversation
277,Gespräch::N,qonuşma,conversation
278,Märchen::N,nağıl,conte
279,Märchen::N,nağıl,conte de fées
280,Erzählung::N,hekayə,conte
281,Erzählung::N,hekayə,narration
282,Nachricht::N,xəbər,message
283,Neuigkeit::N,xəbər,nouvelle
284,Neuigkeit::N,yenilik,nouvelle
285,Name::N,ad,nom
286,Rätsel::N,tapmaca,énigme
287,Rätsel::N,tapmaca,devinette
288,Rede::N,nitq,parole
289,Rede::N,nitq,discours
290,Sprache::N,dil,langue
291,Sprache::N,dil,langage
292,Stimme::N,səs,voix
293,Wort::N,söz,mot
294,Wort::N,kəlmə,mot
295,Zeichen::N,nişan,signe
296,Ruf::N,çığırtı,cri
297,Ruf::N,çığırtı,appel
298,Lärm::N,gurultu,bruit
299,Laut::N,səs,son
300,Ton::N,ton,ton
301,Lied::N,mahnı,chant
302,Lied::N,mahnı,chanson
303,Ruhe::N,sakitlik,calme
304,Ruhe::N,sakitlik,tranquillité
305,Leute::N,xalq,gens
306,Volk::N,millət,peuple
307,Arbeit::N,iş,travail
308,Arbeit::N,əmək,travail
309,Gast::N,qonaq,hôte
310,Gast::N,qonaq,invité
311,Gast::N,müsafir,hôte
312,Gast::N,müsafir,invité
313,Geschenk::N,hədiyyə,cadeau
314,Geschenk::N,hədiyyə,présent
315,Spiel::N,oyun,jeu
316,Spiel::N,tamaşa,jeu
317,Gesellschaft::N,cəmiyyet,compagnie
318,Hilfe::N,kömək,aide
319,Hilfe::N,kömək,secours
320,Hilfe::N,yardım,aide
321,Hilfe::N,yardım,secours
322,Freund::N,dost,ami
323,Kamerad::N,yoldaş,copain
324,Kamerad::N,yoldaş,camarade
325,Angelegenheit::N,iş,affaire
326,Anzahl::N,say,nombre
327,Art::N,çeşid,sorte
328,Art::N,çeşid,espèce
329,Stück::N,dənə,morceau
330,Stück::N,parça,morceau
331,Teil::N,qisim,part
332,Teil::N,qisim,partie
333,Hälfte::N,yarım,moitié
334,Kreis::N,dairə,cercle
335,Kreuz::N,xaç,croix
336,Linie::N,xətt,ligne
337,Strich::N,cızıq,trait
338,Abstand::N,məsafə,écart
339,Entfernung::N,məsafə,distance
340,Entfernung::N,uzaqlıq,distance
341,Gegend::N,bölgə,région
342,Gegend::N,bölgə,contrée
343,Platz::N,yer,place
344,Ort::N,yer,lieu
345,Ort::N,yer,endroit
346,Seite::N,yan,côté
347,Seite::N,tərəf,côté
348,Mitte::N,orta,milieu
349,Gegenstand::N,şey,objet
350,Sache::N,şey,chose
351,Rand::N,kənar,bord
352,Kante::N,tiyə,arête
353,Kante::N,kənar,arête
354,Ecke::N,bucaq,coin
355,Ecke::N,bucaq,tournant
356,Spitze::N,uc,cime
357,Spitze::N,uc,pointe
358,Ende::N,son,bout
359,Ende::N,axır,bout
360,Loch::N,deşik,trou
361,Winkel::N,guşə,coin
362,Winkel::N,guşə,réduit
363,Muster::N,ülgü,dessin
364,Größe::N,böyüklük,grandeur
365,Länge::N,uzunluq,longueur
366,Höhe::N,yüksəklik,hauteur
367,Höhe::N,yüksəklik,altitude
368,Gewicht::N,çəki,poids
369,Gewicht::N,ağırlıq,poids
370,Menge::N,miqdar,quantité
371,Haufen::N,yığın,tas
372,Reihe::N,səf,file
373,Reihe::N,səf,rangée
374,Reihe::N,sıra,file
375,Reihe::N,sıra,rangée
376,Boot::N,qayıq,canot
377,Boot::N,qayıq,bateau
378,Ruder::N,kürək,rame
379,Ruder::N,kürək,aviron
380,Schlitten::N,kirşə,traîneau
381,Ski::N,xizək,ski
382,Lagerfeuer::N,düşərgə tonqalı,feu de camp
383,Last::N,yük,charge
384,Last::N,yük,fardeau
385,Gang::N,yeriş,tour
386,Gang::N,yeriş,marche
387,Schritt::N,addım,pas
388,Norden::N,şimal,nord
389,Süden::N,cənub,sud
390,Westen::N,qərb,ouest
391,Westen::N,qərb,occident
392,Osten::N,şərq,est
393,Osten::N,şərq,orient
394,Holz::N,ağac,bois
395,Holz::N,taxta,bois
396,Brett::N,taxta,planche
397,Platte::N,lövhə,plaque
398,Stütze::N,dayaq,appui
399,Stütze::N,dayaq,soutien
400,Stütze::N,dəstək,appui
401,Stütze::N,dəstək,soutien
402,Stange::N,şüvül,barre
403,Stange::N,şüvül,perche
404,Stock::N,dəyənək,canne
405,Stab::N,əsa,bâton
406,Stab::N,şüvül,bâton
407,Rohr::N,boru,tube
408,Rohr::N,boru,tuyau
409,Rohr::N,truba,tube
410,Rohr::N,truba,tuyau
411,Haus::N,ev,maison
412,Heim::N,ev,maison
413,Ofen::N,peç,poêle
414,Ofen::N,soba,poêle
415,Fußboden::N,döşəmə,plancher
416,Tisch::N,masa,table
417,Stuhl::N,stul,chaise
418,Wiege::N,beşik,berceau
419,Bett::N,yataq,lit
420,Regal::N,rəf,étagère
421,Kiste::N,yeşik,caisse
422,Kiste::N,sandıq,caisse
423,Fenster::N,pəncərə,fenêtre
424,Tür::N,qapı,porte
425,Tor::N,darvaza,porte
426,Tor::N,darvaza,portail
427,Zaun::N,çəpər,clôture
428,Dach::N,dam,toit
429,Leiter::N,nərdivan,échelle
430,Besen::N,süpürgə,balai
431,Spaten::N,kürək,bêche
432,Schaufel::N,kürək,pelle
433,Gabel::N,çəngəl,fourchette
434,Löffel::N,qaşıq,cuiller
435,Messer::N,bıçaq,couteau
436,Nagel::N,mıx,clou
437,Netz::N,tor,filet
438,Haken::N,çəngəl,croc
439,Haken::N,çəngəl,crochet
440,Griff::N,qulp,prise
441,Griff::N,qulp,manche
442,Griff::N,tutacaq,prise
443,Griff::N,tutacaq,manche
444,Schloss::N,qıfıl,serrure
445,Bild::N,rəsm,image
446,Bild::N,rəsm,tableau
447,Figur::N,şəkil,figure
448,Figur::N,heykəl,figure
449,Puppe::N,kukla,poupée
450,Puppe::N,gəlincik,poupée
451,Beutel::N,kisə,sac
452,Beutel::N,kisə,petit sac
453,Beutel::N,torba,sac
454,Beutel::N,torba,petit sac
455,Bündel::N,bağlama,paquet
456,Bündel::N,bağlama,faisceau
457,Tasche::N,çanta,sac
458,Eimer::N,vedrə,seau
459,Eimer::N,çəllək,seau
460,Deckel::N,qapaq,couvercle
461,Geschirr::N,qab-qazan,vaisselle
462,Sack::N,çuval,sac
463,Tasse::N,fincan,tasse
464,Topf::N,qazan,pot
465,Topf::N,qazan,marmite
466,Kessel::N,qazan,chaudron
467,Essen::N,yemək,repas
468,Essen::N,yemək,manger
469,Nahrung::N,qida,nourriture
470,Speise::N,xörək,plat
471,Fleisch::N,ət,viande
472,Getreide::N,taxıl,blé
473,Getreide::N,taxıl,céréales
474,Brei::N,aş,purée
475,Brei::N,aş,bouillie
476,Brei::N,sıyıq,purée
477,Brei::N,sıyıq,bouillie
478,Brot::N,çörək,pain
479,Scheibe::N,dilim,tranche
480,Fett::N,yağ,graisse
481,Butter::N,kərə yağı,beurre
482,Öl::N,yağ,huile
483,Salz::N,duz,sel
484,Suppe::N,şorba,soupe
485,Suppe::N,şorba,potage
486,Honig::N,bal,miel
487,Milch::N,süd,lait
488,Tee::N,çay,thé
489,Leder::N,dəri,cuir
490,Wolle::N,yun,laine
491,Stoff::N,qumaş,tissu
492,Stoff::N,qumaş,étoffe
493,Nadel::N,iynə,aiguille
494,Faden::N,sap,fil
495,Knopf::N,düymə,bouton
496,Knoten::N,düyün,nœud
497,Farbe::N,boya,peinture
498,Kleidung::N,geyim,vêtements
499,Kleidung::N,geyim,habillement
500,Hemd::N,köynək,chemise
501,Kragen::N,yaxa,col
502,Ärmel::N,qol,manche
503,Hose::N,şalvar,pantalon
504,Gürtel::N,kəmər,ceinture
505,Mütze::N,şapka,bonnet
506,Mütze::N,şapka,casquette
507,Schuh::N,tufli,soulier
508,Schuh::N,tufli,chaussure
509,Schuh::N,ayaqqabı,soulier
510,Schuh::N,ayaqqabı,chaussure
511,Stiefel::N,çəkmə,botte
512,Ring::N,üzük,bague
513,Band::N,lent,ruban
514,Kamm::N,daraq,peigne
515,Spiegel::N,güzgü,glace
516,Spiegel::N,güzgü,miroir
517,Riemen::N,qayış,lanière
518,Riemen::N,qayış,courroie
519,Schnur::N,ip,corde
520,Schnur::N,ip,ficelle
521,Leine::N,kəmsik,laisse
522,Decke::N,ədyal,couverture
523,Decke::N,yorğan,couverture
524,Kissen::N,yastıq,oreiller
525,Tuch::N,şarf,drap
526,Tuch::N,şarf,fichu
527,Tuch::N,kaşne,drap
528,Tuch::N,kaşne,fichu
529,Handtuch::N,dəsmal,serviette
530,Handtuch::N,dəsmal,essuie-mains
531,Kraft::N,güc,force
532,Stärke::N,qüvvət,vigueur
533,Gesundheit::N,sağlamlıq,santé
534,Krankheit::N,xəstəlik,maladie
535,Schmerz::N,ağrı,douleur
536,Schmerz::N,sancı,douleur
537,Wunde::N,yara,plaie
538,Wunde::N,yara,blessure
539,Fieber::N,isitmə,fièvre
540,Fieber::N,qızdırma,fièvre
541,Arznei::N,ilaç,remède
542,Arznei::N,ilaç,médecine
543,Arznei::N,dərman,remède
544,Arznei::N,dərman,médecine
545,Brücke::N,körpü,pont
546,Brunnen::N,quyu,puits
547,Weide::N,otlaq,pâturage
548,Pfad::N,cığır,sentier
549,Weg::N,yol,voie
550,Weg::N,yol,chemin
551,Straße::N,küçə,route
552,Dorf::N,kənd,village
553,Stadt::N,şəhər,cité
554,Stadt::N,şəhər,ville
555,Brief::N,məktub,lettre
556,Buch::N,kitab,livre
557,Buchstabe::N,hərf,lettre
558,Buchstabe::N,hərf,caractère
559,Zeitung::N,qəzet,journal
560,Leben::N,həyat,vie
561,Tod::N,ölüm,mort
562,Grab::N,qəbir,tombe
563,Kirche::N,kilsə,église
564,Sünde::N,günah,péché
565,Gott::N,tanrı,dieu
566,Arbeiter::N,işçi,ouvrier
567,Arbeiter::N,işçi,travailleur
568,Chef::N,şef,chef
569,Chef::N,şef,patron
570,Chef::N,rəis,chef
571,Chef::N,rəis,patron
572,Meister::N,usta,maître
573,Arzt::N,həkim,médecin
574,Arzt::N,doktor,médecin
575,Lehrer::N,müəllim,professeur
576,Lehrer::N,müəllim,instituteur
577,Geld::N,pul,argent
578,Geschäft::N,ticarət,affaire
579,Geschäft::N,ticarət,commerce
580,Laden::N,dükan,magasin
581,Laden::N,dükan,boutique
582,Preis::N,qiymət,prix
583,Ware::N,mal,marchandise
584,Nutzen::N,fayda,profit
585,Reichtum::N,zənginlik,richesse
586,Welt::N,aləm,monde
587,Welt::N,dünya,monde
588,Land::N,ölkə,pays
589,Staat::N,dövlət,État
590,König::N,kral,roi
591,König::N,məlik,roi
592,Macht::N,qüdrət,pouvoir
593,Macht::N,qüdrət,puissance
594,Grenze::N,hüdud,frontière
595,Grenze::N,sərhət,frontière
596,Krieg::N,hərb,guerre
597,Krieg::N,müharibə,guerre
598,Feind::N,düşmən,ennemi
599,Gewalt::N,cəbr,violence
600,Kampf::N,savaş,lutte
601,Kampf::N,savaş,combat
602,Bogen[Waffe]::N,yay,arc
603,Pfeil::N,ox,flèche
604,Gewehr::N,tüfəng,fusil
605,Fehler::N,xəta,faute
606,Fehler::N,xəta,erreur
607,Lüge::N,yalan,mensonge
608,Schaden::N,ziyan,dégât
609,Schaden::N,ziyan,dommage
610,Unglück::N,bəla,malheur
611,Schuld::N,təqsir,faute
612,Schuld::N,təqsir,culpabilité
613,Alter::N,yaş,âge
614,Schluss::N,son,fin
615,Zeit::N,vaxt,temps
616,Zeit::N,zaman,temps
617,Tag::N,gün,jour
618,Tag::N,gün,journée
619,Morgen::N,sabah,matin
620,Morgen::N,sabah,matinée
621,Mittag::N,günorta,midi
622,Abend::N,axşam,soir
623,Abend::N,axşam,soirée
624,Nacht::N,gecə,nuit
625,Woche::N,həftə,semaine
626,Monat::N,ay,mois
627,Jahr::N,il,an
628,Jahr::N,il,année
629,Frühling::N,yaz,printemps
630,Frühling::N,bahar,printemps
631,Sommer::N,yay,été
632,Herbst::N,payız,automne
633,Winter::N,qış,hiver
634,Januar::N,Janvar,janvier
635,Februar::N,Fevral,février
636,März::N,Mart,mars
637,April::N,Aprel,avril
638,Mai::N,May,mai
639,Juni::N,İyun,juin
640,Juli::N,İyul,juillet
641,August::N,Avqust,août
642,September::N,Sentyabr,septembre
643,Oktober::N,Oktyabr,octobre
644,November::N,Noyabr,novembre
645,Dezember::N,Dekabr,décembre
646,Montag::N,bazar ertəsi,lundi
647,Dienstag::N,çərşənbə axşamı,mardi
648,Mittwoch::N,çərşənbə,mercredi
649,Donnerstag::N,cüme axşamı,jeudi
650,Freitag::N,cüme,vendredi
651,Samstag::N,şənbə,samedi
652,Sonntag::N,bazar,dimanche
653,groß::A,böyük,grand
654,klein::A,kiçik,petit
655,lang::A,uzun,long
656,kurz::A,qısa,court
657,breit::A,enli,large
658,breit::A,geniş,large
659,schmal::A,dar,étroit
660,dicht::A,sıx,dense
661,dick[Gegenstand]::A,qalın,épais
662,dünn::A,nazik,mince
663,fein::A,incə,fin
664,fein::A,incə,menu
665,fest::A,bərk,ferme
666,fest::A,bərk,solide
667,fest::A,möhkəm,ferme
668,fest::A,möhkəm,solide
669,flach::A,düz,plat
670,glatt::A,hamar,poli
671,glatt::A,hamar,lisse
672,hart::A,sərt,dur
673,weich::A,yumşaq,mou
674,rund::A,yuvarlaq,rond
675,spitz::A,uclu,aigu
676,spitz::A,uclu,pointu
677,spitz::A,sivri,aigu
678,spitz::A,sivri,pointu
679,scharf::A,kəskin,tranchant
680,stumpf::A,küt,mousse
681,stumpf::A,küt,émoussé
682,schwer::A,ağır,lourd
683,schwer::A,ağır,pesant
684,schön::A,gözəl,beau
685,schön::A,gəşəng,beau
686,heiß::A,isti,chaud
687,heiß::A,isti,très chaud
688,warm::A,ilıq,chaud
689,kalt::A,soyuq,froid
690,kühl::A,sərin,frais
691,frisch::A,təzə,frais
692,feucht::A,nəm,humide
693,nass::A,yaş,mouillé
694,trocken::A,quru,sec
695,voll::A,dolu,plein
696,voll::A,dolu,rempli
697,leer::A,boş,vide
698,offen::A,açıq,ouvert
699,geschlossen::A,qapalı,clos
700,geschlossen::A,qapalı,fermé
701,sauber::A,təmiz,net
702,sauber::A,təmiz,propre
703,schmutzig::A,kirli,sale
704,schmutzig::A,kirli,crasseux
705,roh::A,çiy,cru
706,roh::A,çiy,brut
707,reif::A,yetişmiş,mûr
708,lecker::A,dadlı,délicieux
709,lecker::A,dadlı,appétissant
710,lecker::A,ləzzətli,délicieux
711,lecker::A,ləzzətli,appétissant
712,süß::A,şirin,doux
713,bitter::A,acı,amer
714,sauer::A,turş,aigre
715,hell::A,aydın,clair
716,dunkel::A,qaranlıq,sombre
717,schwarz::A,qara,noir
718,weiß::A,ağ,blanc
719,rot::A,qırmızı,rouge
720,gelb::A,sarı,jaune
721,blau::A,göy,bleu
722,blau::A,mavi,bleu
723,grün::A,yaşıl,vert
724,grau::A,boz,gris
725,bunt::A,əlvan,multicolore
726,bunt::A,rəngli,multicolore
727,billig::A,ucuz,bon marché
728,teuer::A,bahalı,cher
729,wertvoll::A,qiymətli,précieux
730,blind::A,kor,aveugle
731,taub::A,kar,sourd
732,kräftig::A,güclü,fort
733,kräftig::A,güclü,vigoureux
734,stark::A,qüvvətli,fort
735,stark::A,qüvvətli,puissant
736,schwach::A,zəif,faible
737,schwach::A,gücsüz,faible
738,fett::A,şişman,gras
739,schlank::A,zərif,svelte
740,hübsch::A,göyçək,joli
741,böse::A,fəna,mauvais
742,dumm::A,axmaq,sot
743,dumm::A,axmaq,bête
744,faul::A,tənbəl,fainéant
745,faul::A,tənbəl,paresseux
746,fleißig::A,çalışqan,appliqué
747,geizig::A,xəsis,avare
748,klug::A,ağıllı,intelligent
749,geschickt::A,bacarıqlı,habile
750,lieb::A,əziz,cher
751,lieb::A,əziz,gentil
752,lieb::A,sevimli,cher
753,lieb::A,sevimli,gentil
754,lustig::A,məzəli,gai
755,lustig::A,məzəli,joyeux
756,lustig::A,gülməli,gai
757,lustig::A,gülməli,joyeux
758,sanft::A,mülayim,doux
759,hungrig::A,ac,affamé
760,krank::A,xəstə,malade
761,nackt::A,çılpaq,nu
762,traurig::A,qəmgin,triste
763,traurig::A,kədərli,triste
764,lebendig::A,canlı,vivant
765,gut::A,yaxşı,bon
766,schlecht::A,pis,mauvais
767,richtig::A,doğru,juste
768,richtig::A,doğru,correct
769,schlimm::A,fəna,grave
770,schlimm::A,fəna,mauvais
771,wahr::A,gərçək,vrai
772,wahr::A,gərçək,véritable
773,alt::A,əski,vieux
774,alt::A,köhnə,vieux
775,neu::A,yeni,neuf
776,neu::A,yeni,nouveau
777,ehemalig::A,əvvəlki,ancien
778,alt[Lebewesen]::A,qoca,âgé
779,alt[Lebewesen]::A,qoca,vieux
780,jung::A,gənc,jeune
781,arm::A,kasıb,pauvre
782,arm::A,yoxsul,pauvre
783,reich::A,zəngin,riche
784,bekannt::A,tanış,connu
785,berühmt::A,məşhur,fameux
786,berühmt::A,məşhur,célèbre
787,fremd::A,yad,étranger
788,verschieden::A,dürlü,différent
789,nah::A,yaxın,lié
790,nah::A,yaxın,proche
791,fern::A,uzaq,éloigné
792,fern::A,uzaq,lointain
793,linker::A,sol,gauche
794,rechter::A,sağ,droit
795,anderer::A,başqa,autre
796,erster::A,birinci,premier
797,zweiter::A,ikinci,second
798,zweiter::A,ikinci,deuxième
799,dritter::A,üçüncü,troisième
800,letzter::A,sonuncu,dernier
801,letzter::A,axırıncı,dernier
802,allein::ADV,tək,seul
803,allein::ADV,yalqız,seul
804,auf einmal::ADV,birdən,à la fois
805,zusammen::ADV,birlikdə,ensemble
806,lange::ADV,uzun,longtemps
807,plötzlich::ADV,qəfildən,tout à coup
808,sofort::ADV,həmən,immédiatement
809,sofort::ADV,dərhal,immédiatement
810,später::ADV,sonra,plus tard
811,jetzt::ADV,indi,maintenant
812,heute::ADV,bugün,aujourd'hui
813,morgen::ADV,sabah,demain
814,bald::ADV,yaxında,bientôt
815,bald::ADV,tezliklə,bientôt
816,dann::ADV,onda,puis
817,dann::ADV,onda,ensuite
818,gestern::ADV,dünən,hier
819,einst::ADV,əvvəllər,jadis
820,einst::ADV,əvvəllər,autrefois
821,damals::ADV,o vaxt,alors
822,damals::ADV,o vaxt,à l'époque
823,danach::ADV,sonra,après
824,danach::ADV,sonra,ensuite
825,vorher::ADV,qabaqcadan,auparavant
826,zuerst::ADV,əvvəl,d'abord
827,zuerst::ADV,əvvəl,premièrement
828,einmal::ADV,bir dəfə,une fois
