,Concept_ID,es,kn
285,Freund::N,amigo,ಸ್ನೇಹಿತ
286,Kamerad::N,camarada,ಜೊತೆಗಾರ
287,Kamerad::N,compañero,ಜೊತೆಗಾರ
288,Angelegenheit::N,asunto,ವಿಚಾರ
289,Anzahl::N,cantidad,ಎಣಿಕೆ
290,Art::N,tipo,ತರ
291,Art::N,clase,ತರ
292,Stück::N,pieza,ತುಂಡು
293,Teil::N,parte,ಭಾಗ
294,Hälfte::N,mitad,ಅರ್ಧ
295,Kreis::N,círculo,ವೃತ್ತ
296,Kreuz::N,cruz,ಶಿಲುಬೆ
297,Linie::N,línea,ರೀಖೆ
298,Strich::N,raya,ಗೀಟು
299,Strich::N,trazo,ಗೀಟು
300,Abstand::N,distancia,ಅಂತರ
301,Entfernung::N,distancia,ದೂರ
302,Gegend::N,región,ವಿಸ್ತೀರ್ಣ
303,Gegend::N,comarca,ವಿಸ್ತೀರ್ಣ
304,Platz::N,espacio,ಅಂತರ
305,Ort::N,sitio,ಸ್ಥಳ
306,Seite::N,lado,ಪಕ್ಷ
307,Seite::N,costado,ಪಕ್ಷ
308,Mitte::N,medio,ನಡು
309,Mitte::N,centro,ನಡು
310,Gegenstand::N,objeto,ವಸ್ತು
311,Sache::N,cosa,ವಸ್ತು
312,Rand::N,borde,ಅಂಚು
313,Kante::N,borde,ಅಂಚು
314,Ecke::N,esquina,ಮೂಲೆ
315,Spitze::N,punta,ತುದಿ
316,Ende::N,cabo,ಕೊನೆ
317,Ende::N,extremo,ಕೊನೆ
318,Loch::N,agujero,ತೂತು
319,Loch::N,abertura,ತೂತು
320,Winkel::N,ángulo,ಕೋನ
321,Muster::N,dibujo,ನಮೂನೆ
322,Größe::N,tamaño,ಪ್ರಮಾಣ
323,Länge::N,longitud,ಉದ್ದ
324,Höhe::N,altura,ಎತ್ತರ
325,Höhe::N,altitud,ಎತ್ತರ
326,Gewicht::N,peso,ತೂಕ
327,Menge::N,cantidad,ಮೊತ್ತ
328,Haufen::N,montón,ರಾಶಿ
329,Reihe::N,fila,ಸಾಲು
330,Boot::N,bote,ದೋಣಿ
331,Boot::N,barca,ದೋಣಿ
332,Ruder::N,remo,ಹುಟ್ಟು
333,Schlitten::N,trineo,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
334,Ski::N,esquí,ಜಾರುಪಟ್ಟಿ
335,Lagerfeuer::N,hoguera,ಶಿಬಿರಾಗ್ನಿ
336,Last::N,carga,ಹೊರೆ
337,Gang::N,marcha,ತಿರುಗಾಟ
338,Schritt::N,paso,ಹೆಜ್ಜೆ
339,Norden::N,norte,ಉತ್ತರ
340,Süden::N,sur,ದಕ್ಷಿಣ
341,Westen::N,oeste,ಪಶ್ಚಿಮ
342,Osten::N,este,ಮೂಡಲು
343,Holz::N,madera,ಚೌಬೀನೆ
344,Brett::N,tabla,ಹಲಗೆ
345,Platte::N,placa,ಹಲಗೆ
346,Platte::N,plancha,ಹಲಗೆ
347,Stütze::N,sostén,ಆಸರೆ
348,Stütze::N,soporte,ಆಸರೆ
349,Stange::N,vara,ಕಂಬ
350,Stange::N,percha,ಕಂಬ
351,Stock::N,palo,ಕೋಲು
352,Stock::N,bastón,ಕೋಲು
353,Stab::N,vara,ದೊಣ್ಣೆ
354,Stab::N,bastón,ದೊಣ್ಣೆ
355,Rohr::N,tubo,ನಳಿಕೆ
356,Haus::N,casa,ಮನೆ
357,Heim::N,hogar,ಗೃಹ
358,Ofen::N,estufa,ಒಲೆ
359,Fußboden::N,suelo,ನೆಲ
360,Tisch::N,mesa,ಮೇಜು
361,Stuhl::N,silla,ಕುರ್ಚಿ
362,Wiege::N,cuna,ತೊಟ್ಟಿಲು
363,Bett::N,cama,ಹಾಸಿಗೆ
364,Regal::N,estantería,ಬೀರು
365,Kiste::N,caja,ಪಟ್ಟಿಗೆ
366,Fenster::N,ventana,ಕಿಟಕಿ
367,Tür::N,puerta,ಬಾಗಿಲು
368,Tor::N,puerta,ಹೆಬ್ಬಾಗಿಲು
369,Zaun::N,valla,ಬೇಲಿ
370,Zaun::N,cercado,ಬೇಲಿ
371,Dach::N,techo,ಮಾಳಿಗೆ
372,Dach::N,tejado,ಮಾಳಿಗೆ
373,Leiter::N,escalera,ಏಣಿ
374,Besen::N,escoba,ಪೊರಕೆ
375,Spaten::N,pala,ಗುದ್ದಲಿ
376,Schaufel::N,pala,ಸನಿಕೆ
377,Schaufel::N,paleta,ಸನಿಕೆ
378,Gabel::N,tenedor,ಕವಲು
379,Löffel::N,cuchara,ಚಮಚ
380,Messer::N,cuchillo,ಚಾಕು
381,Nagel::N,clavo,ಆಣಿ
382,Netz::N,red,ಬಲೆ
383,Haken::N,gancho,ಕೊಂಡಿ
384,Haken::N,corchete,ಕೊಂಡಿ
385,Griff::N,asa,ಹಿಡಿ
386,Griff::N,mango,ಹಿಡಿ
387,Schloss::N,cerradura,ವೀಗ
388,Bild::N,imagen,ಚಿತ್ರ
389,Figur::N,figura,ಆಕಾರ
390,Puppe::N,muñeca,ಗೊಂಬೆ
391,Beutel::N,bolsa,ಸಂಚಿ
392,Bündel::N,haz,ಕಟ್ಟು
393,Tasche::N,bolso,ಚೀಲ
394,Eimer::N,cubo,ಬಾನೆ
395,Deckel::N,tapa,ಮುಚ್ಚಳ
396,Deckel::N,tapadera,ಮುಚ್ಚಳ
397,Geschirr::N,vajilla,ಭಕ್ಷ್ಯಗಳು
398,Sack::N,saco,ಮೂಟೆ
399,Tasse::N,taza,ಬಟ್ಟಲು
400,Topf::N,olla,ಮಡಕೆ
401,Topf::N,marmita,ಮಡಕೆ
402,Kessel::N,caldera,ಕೆಟಲ್
403,Essen::N,comida,ಊಟ
404,Nahrung::N,alimento,ಆಹಾರ
405,Speise::N,plato,ಊಟ
406,Fleisch::N,carne,ಮಾಂಸ
407,Getreide::N,cereales,ಧಾನ್ಯ
408,Brei::N,puré,ಗಂಜಿ
409,Brei::N,papilla,ಗಂಜಿ
410,Brot::N,pan,ರೊಟ್ಟಿ
411,Scheibe::N,lonja,ಹೋಳು
412,Scheibe::N,rebanada,ಹೋಳು
413,Fett::N,grasa,ಕೊಬ್ಬು
414,Butter::N,mantequilla,ಬೆಣ್ಣೆ
415,Öl::N,aceite,ಎಣ್ಣೆ
416,Salz::N,sal,ಉಪ್ಪು
417,Suppe::N,sopa,ಎಸರು
418,Honig::N,miel,ಮಧು
419,Milch::N,leche,ಹಾಲು
420,Tee::N,té,ಚಹ
421,Leder::N,cuero,ಚಕ್ಕಳ
422,Wolle::N,lana,ಉಣ್ಣೆ
423,Stoff::N,tela,ಬಟ್ಟೆ
424,Stoff::N,tejido,ಬಟ್ಟೆ
425,Nadel::N,aguja,ಸೂಜಿ
426,Faden::N,hilo,ದಾರ
427,Knopf::N,botón,ಗುಂಡು
428,Knoten::N,nudo,ಗಂಟು
429,Farbe::N,pintura,ಬಣ್ಣ
430,Kleidung::N,ropa,ಅರಿವೆ
431,Kleidung::N,vestidos,ಅರಿವೆ
432,Hemd::N,camisa,ಅಂಗಿ
433,Kragen::N,cuello,ಕುತ್ತಿಗೆಪಟ್ಟಿ
434,Ärmel::N,manga,ತೋಳು
435,Hose::N,pantalón,ಇಜಾರ
436,Gürtel::N,cinturón,ಬೆಲ್ಟು
437,Mütze::N,gorro,ಟೋಪಿ
438,Schuh::N,zapato,ಪಾದರಕ್ಷೆ
439,Stiefel::N,bota,ಬೂಟು
440,Ring::N,anillo,ಉಂಗುರ
441,Band::N,cinta,ರಿಬ್ಬನ್
442,Kamm::N,peine,ಹಣಿಗೆ
443,Spiegel::N,espejo,ಕನ್ನಡಿ
444,Riemen::N,correa,ಬಾರು
445,Schnur::N,cuerda,ಹುರಿ
446,Leine::N,correa,ಹಗ್ಗ
447,Decke::N,manta,ಕಂಬಳಿ
448,Kissen::N,almohada,ದಿಂಬು
449,Tuch::N,pañuelo,ಕೊರಳ ಬಟ್ಟೆ
450,Handtuch::N,toalla,ಚೌಕ
451,Kraft::N,fuerza,ಬಲ
452,Stärke::N,fuerza,ಶಕ್ತಿ
453,Gesundheit::N,salud,ಆರೋಗ್ಯ
454,Krankheit::N,enfermedad,ರೋಗ
455,Schmerz::N,dolor,ನೋವು
456,Wunde::N,llaga,ಗಾಯ
457,Wunde::N,herida,ಗಾಯ
458,Fieber::N,fiebre,ಜ್ವರ
459,Arznei::N,medicina,ಔಷಧ
460,Arznei::N,medicamento,ಔಷಧ
461,Brücke::N,puente,ಸೇತುವೆ
462,Brunnen::N,pozo,ಬಾವಿ
463,Weide::N,pasto,ಗೋಮಾಳ
464,Pfad::N,sendero,ದಾರಿ
465,Weg::N,camino,ಹಾದಿ
466,Straße::N,vía,ರಸ್ತೆ
467,Straße::N,carretera,ರಸ್ತೆ
468,Dorf::N,aldea,ಹಳ್ಳಿ
469,Dorf::N,pueblo,ಹಳ್ಳಿ
470,Stadt::N,ciudad,ಪಟ್ಟಣ
471,Brief::N,carta,ಕಾಗದ
472,Buch::N,libro,ಪುಸ್ತಕ
473,Buchstabe::N,letra,ಅಕ್ಷರ
474,Buchstabe::N,carácter,ಅಕ್ಷರ
475,Zeitung::N,diario,ವಾರ್ತಾಪತ್ರಿಕೆ
476,Zeitung::N,periódico,ವಾರ್ತಾಪತ್ರಿಕೆ
477,Leben::N,vida,ಜೀವನ
478,Tod::N,muerte,ಮರಣ
479,Grab::N,tumba,ಗೋರಿ
480,Grab::N,sepulcro,ಗೋರಿ
481,Kirche::N,iglesia,ಚರ್ಚು
482,Sünde::N,pecado,ಪಾಪ
483,Gott::N,dios,ದೇವರು
484,Arbeiter::N,obrero,ಕೆಲಸಗಾರ
485,Arbeiter::N,trabajador,ಕೆಲಸಗಾರ
486,Chef::N,jefe,ದಣಿ
487,Meister::N,maestro,ಶಿಕ್ಷಕ
488,Arzt::N,médico,ವೈದ್ಯ
489,Lehrer::N,profesor,ಉಪಾಧ್ಯಾಯ
490,Geld::N,dinero,ಹಣ
491,Geschäft::N,negocio,ವಾಣಿಜ್ಯ
492,Laden::N,tienda,ಅಂಗಡಿ
493,Preis::N,precio,ಬೆಲೆ
494,Ware::N,mercancía,ಸರಕು
495,Nutzen::N,provecho,ಲಾಭ
496,Reichtum::N,riqueza,ಸಂಪತ್ತು
497,Welt::N,mundo,ಭೂಲೋಕ
498,Land::N,país,ದೇಶ
499,Staat::N,Estado,ರಾಜ್ಯ
500,König::N,rey,ರಾಜ
501,Macht::N,poder,ಅಧಿಕಾರ
502,Macht::N,potencia,ಅಧಿಕಾರ
503,Grenze::N,frontera,ಗಡಿ
504,Krieg::N,guerra,ಯುದ್ಧ
505,Feind::N,enemigo,ಶತ್ರು
506,Gewalt::N,violencia,ಹಿಂಸೆ
507,Kampf::N,lucha,ಹೋರಾಟ
508,Kampf::N,combate,ಹೋರಾಟ
509,Bogen[Waffe]::N,arco,ಬಿಲ್ಲು
510,Pfeil::N,flecha,ಅಂಬು
511,Gewehr::N,fusil,ಬಂದೂಕು
512,Gewehr::N,escopeta,ಬಂದೂಕು
513,Fehler::N,error,ತಪ್ಪು
514,Lüge::N,mentira,ಸುಳ್ಳು
515,Schaden::N,daño,ಹಾನಿ
516,Unglück::N,desgracia,ಅಪಾಯ
517,Schuld::N,culpa,ದೋಷ
518,Alter::N,edad,ಮುಪ್ಪು
519,Schluss::N,fin,ಮುಕ್ತಾಯ
520,Schluss::N,final,ಮುಕ್ತಾಯ
521,Zeit::N,tiempo,ಕಾಲ
522,Tag::N,día,ದಿನ
523,Morgen::N,mañana,ಮುಂಜಾನೆ
524,Mittag::N,mediodía,ನಡುಹಗಲು
525,Abend::N,noche,ಸಂಜೆ
526,Nacht::N,noche,ರಾತ್ರಿ
527,Woche::N,semana,ವಾರ
528,Monat::N,mes,ತಿಂಗಳು
529,Jahr::N,año,ಸಂವತ್ಸರ
530,Frühling::N,primavera,ವಸಂತ
531,Sommer::N,verano,ಬಿಸಿಲುಕಾಲ
532,Herbst::N,otoño,ಶರತ್ಕಾಲ
533,Winter::N,invierno,ಚಳಿಗಾಲ
534,Januar::N,enero,ನಾಲ್ಚಳಿ
535,Februar::N,febrero,ಅಯ್ಚಳಿ
536,März::N,marzo,ಮೊಬ್ಬೇಸಿಗೆ
537,April::N,abril,ಇಬ್ಬೇಸಿಗೆ
538,Mai::N,mayo,ಮುಬ್ಬೇಸಿಗೆ
539,Juni::N,junio,ಮೊಮ್ಮಳೆ
540,Juli::N,julio,ಇಮ್ಮಳೆ
541,August::N,agosto,ಮುಮ್ಮಳೆ
542,September::N,septiembre,ನಾಲ್ಮಳೆ
543,Oktober::N,octubre,ಮೊಚ್ಚಳಿ
544,November::N,noviembre,ಇಚ್ಚಳಿ
545,Dezember::N,diciembre,ಮುಚ್ಚಳಿ
546,Montag::N,lunes,ಸೋಮುವಾರ
547,Dienstag::N,martes,ಮಂಗಳವಾರ
548,Mittwoch::N,miércoles,ಬುಧವಾರ
549,Donnerstag::N,jueves,ಗುರುವಾರ
550,Freitag::N,viernes,ಶುಕ್ರವಾರ
551,Samstag::N,sábado,ಶನಿವಾರ
552,Sonntag::N,domingo,ಭಾನುವಾರ
553,groß::A,grande,ದೊಡ್ಡ
554,klein::A,pequeño,ಪುಟ್ಟ
555,lang::A,largo,ದೀರ್ಘ
556,kurz::A,corto,ಚಕ್ಕ
557,breit::A,ancho,ಅಗಲವಾದ
558,schmal::A,estrecho,ಇಕ್ಕಟ್ಟಾದ
559,dicht::A,denso,ದಟ್ಟ
560,dick[Gegenstand]::A,grueso,ದಟ್ಟ
561,dünn::A,fino,ತೆಳು
562,dünn::A,delgado,ತೆಳು
563,fein::A,fino,ಕೋಮಲ
564,fein::A,delicado,ಕೋಮಲ
565,fest::A,firme,ಘನ
566,fest::A,sólido,ಘನ
567,flach::A,plano,ಚಪ್ಪಟೆ
568,glatt::A,liso,ನಯ
569,hart::A,duro,ಗಟ್ಟಿ
570,weich::A,muelle,ಮೃದುವಾದ
571,rund::A,redondo,ವರ್ತುಳ
572,spitz::A,agudo,ಮೊನಚಾದ
573,spitz::A,apuntado,ಮೊನಚಾದ
574,scharf::A,agudo,ತೀಕ್ಷ್ಣ
