,Concept_ID,zh,ja
176,Zwiebel::N,洋葱,玉葱
177,Saat::N,种子,種
178,Korn::N,谷粒,粒
179,Heu::N,干草,干し草
180,Schale::N,壳,皮
181,Grube::N,坑,穴
182,Falle::N,圈套,わな
183,Schlinge::N,活扣,輪
184,Spur::N,踪迹,跡
185,Asche::N,灰烬,灰
186,Dreck::N,污垢,泥
187,Eisen::N,铁,鉄
188,Gold::N,金子,金
189,Silber::N,银,銀
190,Kohle::N,煤,炭
191,Glas::N,玻璃,ガラス
192,Lehm::N,粘土,ローム
193,Sand::N,沙,砂
194,Mensch::N,人,人
195,Mann::N,男子,男
196,Mann::N,男子,男性
197,Frau::N,妇女,女
198,Frau::N,妇女,女性
199,Kind::N,小孩,子
200,Kind::N,小孩,子供
201,Junge::N,男孩,男の子
202,Mädchen::N,女孩,女の子
203,Familie::N,家庭,家族
204,Großvater::N,祖父,祖父
205,Großvater::N,祖父,おじいさん
206,Großmutter::N,祖母,祖母
207,Großmutter::N,祖母,おばあさん
208,Eltern::N,父母,親
209,Eltern::N,父母,両親
210,Vater::N,父亲,父
211,Vater::N,父亲,お父さん
212,Mutter::N,母亲,母
213,Mutter::N,母亲,お母さん
214,Sohn::N,儿子,息子
215,Sohn::N,儿子,息子さん
216,Tochter::N,女儿,娘
217,Tochter::N,女儿,お嬢さん
218,Bruder::N,兄弟,弟
219,Schwester::N,姐妹,妹
220,Onkel::N,伯父,伯父
221,Onkel::N,伯父,伯父さん
222,Tante::N,阿姨,叔母
223,Tante::N,阿姨,叔母さん
224,Ehemann::N,丈夫,夫
225,Ehemann::N,丈夫,主人
226,Ehefrau::N,妻子,妻
227,Ehefrau::N,妻子,奥さん
228,Freude::N,愉快,喜び
229,Gelächter::N,大笑,笑い
230,Glück::N,运气,幸せ
231,Kummer::N,苦恼,悩み
232,Wunsch::N,愿望,希望
233,Lust::N,乐趣,気
234,Geist::N,精神,精神
235,Gedanke::N,思想,考え
236,Gedächtnis::N,记性,記憶
237,Verstand::N,理智,理解力
238,Sinn::N,感觉,意味
239,Grund::N,理由,理由
240,Wahrheit::N,真理,真実
241,Gespräch::N,谈话,会話
242,Märchen::N,童话,童話
243,Erzählung::N,故事,物語
244,Nachricht::N,消息,報告
245,Neuigkeit::N,新闻,ニュース
246,Name::N,名字,名前
247,Rätsel::N,谜语,謎
248,Rede::N,讲话,演説
249,Sprache::N,语言,言語
250,Stimme::N,声音,声
251,Wort::N,词,言葉
252,Zeichen::N,标记,記号
253,Ruf::N,呼喊,呼び声
254,Lärm::N,噪音,騒音
255,Laut::N,响声,音
256,Ton::N,声音,音
257,Lied::N,歌曲,歌
258,Ruhe::N,安静,静けさ
259,Leute::N,人们,人々
260,Volk::N,人民,民族
261,Arbeit::N,劳动,仕事
262,Gast::N,客人,客
263,Geschenk::N,礼物,贈り物
264,Spiel::N,游戏,遊び
265,Gesellschaft::N,陪同,社会
266,Hilfe::N,帮助,援助
267,Freund::N,朋友,友達
268,Kamerad::N,同志,同志
269,Angelegenheit::N,事情,件
270,Anzahl::N,数目,数
271,Art::N,种类,種類
272,Stück::N,块,部分
273,Teil::N,部分,部分
274,Hälfte::N,一半,半分
275,Kreis::N,圆,円
276,Kreuz::N,十字架,十字
277,Linie::N,线条,線
278,Strich::N,划,線
279,Abstand::N,距离,距離
280,Entfernung::N,距离,距離
281,Gegend::N,地区,辺
282,Gegend::N,地区,地域
283,Platz::N,场所,ゆとり
284,Ort::N,地点,所
285,Ort::N,地点,場所
286,Seite::N,面,横
287,Mitte::N,中间,真ん中
288,Gegenstand::N,物品,物件
289,Sache::N,物,物
290,Rand::N,边,端
291,Kante::N,棱,縁
292,Ecke::N,角,角
293,Spitze::N,尖,先頭
294,Ende::N,结尾,端
295,Loch::N,洞,穴
296,Winkel::N,角度,片隅
297,Muster::N,模型,模様
298,Größe::N,大小,大きさ
299,Länge::N,长度,長さ
300,Höhe::N,高度,高さ
301,Gewicht::N,重量,重さ
302,Menge::N,数量,量
303,Haufen::N,堆,堆積
304,Reihe::N,行,並び
305,Boot::N,小船,ボート
306,Ruder::N,奖,オール
307,Schlitten::N,雪橇,そり
308,Ski::N,雪板,スキー
309,Lagerfeuer::N,营火,篝火
310,Last::N,负担,荷物
311,Gang::N,行走,歩み
312,Schritt::N,步伐,歩
313,Norden::N,北,北
314,Süden::N,南,南
315,Westen::N,西,西
316,Osten::N,东,東
317,Holz::N,木材,木
318,Holz::N,木材,木材
319,Brett::N,木板,板
320,Platte::N,平板,盤
321,Stütze::N,支架,支柱
322,Stange::N,杆,棒
323,Stock::N,棒,杖
324,Stab::N,棍,棒
325,Rohr::N,管子,管
326,Haus::N,房屋,家
327,Heim::N,家,家
328,Ofen::N,炉子,ストーブ
329,Fußboden::N,地板,床
330,Tisch::N,桌子,机
331,Stuhl::N,椅子,椅子
332,Wiege::N,摇蓝,揺籃
333,Bett::N,床,ベッド
334,Regal::N,架子,棚
335,Kiste::N,箱子,箱
336,Fenster::N,窗户,窓
337,Tür::N,门,戸
338,Tür::N,门,ドア
339,Tor::N,大门,門
340,Zaun::N,篱笆,垣根
341,Dach::N,屋顶,屋根
342,Leiter::N,梯子,梯子
343,Besen::N,扫帚,ほうき
344,Spaten::N,铁锹,スコップ
345,Schaufel::N,铁锹,シャベル
346,Gabel::N,叉,フォーク
347,Löffel::N,食匙,スプーン
348,Messer::N,刀,ナイフ
349,Nagel::N,钉子,釘
350,Netz::N,网,網
351,Haken::N,钩子,鉤
352,Haken::N,钩子,フック
353,Griff::N,把柄,取っ手
354,Schloss::N,锁,錠
355,Bild::N,图画,絵
356,Figur::N,人像,像
357,Puppe::N,娃娃,人形
358,Beutel::N,袋子,袋
359,Bündel::N,捆,束
360,Bündel::N,捆,包み
361,Tasche::N,手提包,かばん
362,Eimer::N,桶,バケツ
363,Deckel::N,盖子,蓋
364,Geschirr::N,餐具,食器
365,Sack::N,袋子,袋
366,Tasse::N,杯子,カップ
367,Topf::N,锅,鍋
368,Kessel::N,水壶,釜
369,Essen::N,进餐,食事
370,Nahrung::N,食物,食物
371,Speise::N,菜肴,料理
372,Fleisch::N,肉,肉
373,Getreide::N,谷物,麦
374,Getreide::N,谷物,穀物
375,Brei::N,粥,粥
376,Brot::N,面包,パン
377,Scheibe::N,片,枚
378,Scheibe::N,片,切れ
379,Fett::N,脂肪,脂肪
380,Butter::N,黄油,バター
381,Öl::N,油,油
382,Salz::N,盐,塩
383,Suppe::N,汤,スープ
384,Honig::N,蜂蜜,蜂蜜
385,Milch::N,奶,牛乳
386,Tee::N,茶,茶
387,Tee::N,茶,お茶
388,Leder::N,皮革,革
389,Wolle::N,毛线,毛糸
390,Stoff::N,织物,布
391,Nadel::N,针,針
392,Faden::N,线,糸
393,Knopf::N,纽扣,ボタン
394,Knoten::N,结,結び目
395,Farbe::N,颜色,ペンキ
396,Kleidung::N,衣服,衣服
397,Hemd::N,衬衫,シャツ
398,Kragen::N,领子,襟
399,Ärmel::N,袖子,袖
400,Hose::N,裤子,ズボン
401,Gürtel::N,腰带,帯
402,Gürtel::N,腰带,ベルト
403,Mütze::N,帽子,帽子
404,Schuh::N,鞋,靴
405,Stiefel::N,靴子,ブーツ
406,Ring::N,戒指,輪
407,Band::N,带子,リボン
408,Kamm::N,梳子,櫛
409,Spiegel::N,镜子,鏡
410,Riemen::N,皮带,緒
411,Schnur::N,绳子,紐
412,Leine::N,皮带,綱
413,Decke::N,被子,掛け布団
414,Kissen::N,软垫,枕
415,Tuch::N,巾,スカーフ
416,Handtuch::N,手巾,タオル
417,Kraft::N,力,力
418,Stärke::N,力量,強さ
419,Gesundheit::N,健康,健康
420,Krankheit::N,病,病気
421,Schmerz::N,痛,痛み
422,Wunde::N,伤口,傷
423,Fieber::N,发烧,熱
424,Arznei::N,药,薬
425,Brücke::N,桥,橋
426,Brunnen::N,井,井戸
427,Weide::N,牧场,牧場
428,Pfad::N,小路,小路
429,Weg::N,路,道
430,Straße::N,街,街道
431,Dorf::N,村庄,村
432,Stadt::N,城市,町
433,Stadt::N,城市,都市
434,Brief::N,信,手紙
435,Buch::N,书,本
436,Buchstabe::N,字母,文字
437,Zeitung::N,报纸,新聞
438,Leben::N,生命,生活
439,Tod::N,死亡,死
440,Grab::N,坟墓,墓
441,Kirche::N,教堂,教会
442,Sünde::N,罪,罪
443,Gott::N,上帝,神
444,Arbeiter::N,工人,労働者
445,Chef::N,上司,上司
446,Meister::N,师傅,達人
447,Meister::N,师傅,マイスター
448,Arzt::N,医生,医者
449,Lehrer::N,教师,先生
450,Geld::N,钱,金
451,Geschäft::N,交易,取り引き
452,Laden::N,商店,店
453,Preis::N,价格,値段
454,Ware::N,商品,商品
455,Nutzen::N,好处,利益
456,Reichtum::N,财富,豊かさ
457,Welt::N,世界,世界
458,Land::N,国家,国
459,Staat::N,国家,国家
460,König::N,国王,国王
461,Macht::N,权力,権力
462,Grenze::N,边界,国境
463,Krieg::N,战争,戦争
464,Feind::N,敌人,敵
465,Gewalt::N,暴力,暴力
466,Kampf::N,战斗,戦い
467,Bogen[Waffe]::N,弓,弓
468,Pfeil::N,箭,矢
469,Gewehr::N,枪,銃
470,Fehler::N,错误,間違い
471,Lüge::N,谎话,嘘
472,Schaden::N,损失,損害
473,Unglück::N,不幸,不幸
474,Schuld::N,过错,罪
475,Alter::N,年龄,年
476,Alter::N,年龄,年齢
477,Schluss::N,结束,終わり
478,Zeit::N,时间,時
479,Zeit::N,时间,時間
480,Tag::N,天,日
481,Morgen::N,早晨,朝
482,Mittag::N,中午,昼
483,Abend::N,晚上,晩
484,Abend::N,晚上,夕方
485,Nacht::N,夜,夜
486,Woche::N,星期,週
487,Monat::N,月,月
488,Jahr::N,年,年
489,Frühling::N,春天,春
490,Sommer::N,夏天,夏
491,Herbst::N,秋天,秋
492,Winter::N,冬天,冬
493,Januar::N,一月,一月
494,Februar::N,二月,二月
495,März::N,三月,三月
496,April::N,四月,四月
497,Mai::N,五月,五月
498,Juni::N,六月,六月
499,Juli::N,七月,七月
500,August::N,八月,八月
501,September::N,九月,九月
502,Oktober::N,十月,十月
503,November::N,十一月,十一月
504,Dezember::N,十二月,十二月
505,Montag::N,星期一,月曜日
506,Dienstag::N,星期二,火曜日
507,Mittwoch::N,星期三,水曜日
508,Donnerstag::N,星期四,木曜日
509,Freitag::N,星期五,金曜日
510,Samstag::N,星期六,土曜日
511,Sonntag::N,星期日,日曜日
512,groß::A,大,大きい
513,klein::A,小,小さい
514,lang::A,长,長い
515,kurz::A,短,短い
516,breit::A,宽,広い
517,schmal::A,细长的,狭い
518,dicht::A,密,密な
519,dick[Gegenstand]::A,厚,厚い
520,dünn::A,薄,薄い
521,fein::A,细小,細い
522,fest::A,固体,硬い
523,flach::A,平坦,平らな
524,glatt::A,光滑,滑らかな
525,hart::A,硬,堅い
526,weich::A,软,柔らかい
527,rund::A,圆,丸い
528,spitz::A,尖,尖った
529,scharf::A,锋利,鋭い
530,stumpf::A,钝,鈍い
531,schwer::A,重,重い
532,schön::A,美丽,綺麗な
533,heiß::A,烫,熱い
534,warm::A,暖和,温かい
535,kalt::A,冷,寒い
536,kalt::A,冷,冷たい
537,kühl::A,凉,涼しい
538,frisch::A,新鲜,ひんやりした
539,feucht::A,潮湿,湿った
540,nass::A,湿,濡れた
541,trocken::A,干,乾いた
542,voll::A,满,いっぱいの
543,leer::A,空,空の
544,offen::A,敞开,開いた
545,geschlossen::A,关闭,閉まった
546,sauber::A,干净,清潔な
547,schmutzig::A,肮脏,汚い
548,roh::A,生,生の
549,reif::A,成熟,熟した
550,lecker::A,好吃,美味しい
551,süß::A,甜,甘い
552,bitter::A,苦,苦い
553,sauer::A,酸,酸っぱい
554,hell::A,亮,明るい
555,dunkel::A,阴暗,暗い
556,schwarz::A,黑,黒い
557,weiß::A,白,白い
558,rot::A,红,赤い
559,gelb::A,黄,黄色い
560,blau::A,蓝,青い
561,grün::A,绿,緑の
562,grau::A,灰色,灰色の
563,bunt::A,五彩,色取り取りの
564,billig::A,便宜,安い
565,teuer::A,贵,高い
566,wertvoll::A,贵重,貴重な
567,blind::A,瞎,盲目の
568,taub::A,聋,耳が聞こえない
569,kräftig::A,强壮,強力な
570,stark::A,强壮,強い
571,schwach::A,弱,弱い
572,fett::A,胖,太った
573,schlank::A,苗条,ほっそりした
574,hübsch::A,漂亮,素敵な
575,böse::A,邪恶,悪い
576,dumm::A,笨,馬鹿な
577,faul::A,懒惰,怠惰な
578,fleißig::A,勤奋,勤勉な
579,geizig::A,吝啬,けちな
580,klug::A,聪明,賢い
581,klug::A,聪明,頭のいい
582,geschickt::A,灵巧,器用な
583,lieb::A,可爱,愛らしい
584,lustig::A,快乐,楽しい
585,sanft::A,柔和,温和な
586,hungrig::A,饥饿,空腹の
587,krank::A,患病,病気の
588,nackt::A,裸体,裸の
589,traurig::A,悲哀,悲しい
590,lebendig::A,活,生きた
591,gut::A,好,良い
592,schlecht::A,坏,悪い
593,schlecht::A,坏,駄目な
594,richtig::A,正确,正しい
595,schlimm::A,糟糕,ひどい
596,wahr::A,真,本当の
597,alt::A,旧,古い
598,neu::A,新,新しい
599,ehemalig::A,以前,以前の
600,alt[Lebewesen]::A,老,年を取った
601,jung::A,年轻,若い
602,arm::A,贫穷,貧乏な
603,reich::A,富裕,裕福な
604,bekannt::A,出名,有名な
605,berühmt::A,著名,有名な
606,fremd::A,陌生,見知らぬ
607,verschieden::A,不同,色々な
608,nah::A,近,近い
609,fern::A,遥远,遠い
610,linker::A,左,左の
611,rechter::A,右,右の
612,anderer::A,别的,別の
613,erster::A,第一,一番目
614,zweiter::A,第二,二番目
615,dritter::A,第三,三番目
616,letzter::A,最后,最後の
617,allein::ADV,单独,一人で
618,auf einmal::ADV,同时,同時に
619,zusammen::ADV,一起,一緒に
620,lange::ADV,许久,長い間
621,plötzlich::ADV,忽然,急に
622,sofort::ADV,立刻,すぐに
623,später::ADV,以后,後で
624,jetzt::ADV,现在,今
625,heute::ADV,今天,今日
626,morgen::ADV,明天,明日
627,bald::ADV,即将,間もなく
628,dann::ADV,然后,それから
629,gestern::ADV,昨天,昨日
630,einst::ADV,曾经,過去に
631,damals::ADV,当时,あの時
632,danach::ADV,随后,その後で
633,vorher::ADV,事先,以前に
634,zuerst::ADV,首先,まず
635,zuerst::ADV,首先,最初に
636,einmal::ADV,一次,一回
637,manchmal::ADV,有时,時々
638,oft::ADV,时常,よく
639,immer::ADV,总是,いつも
640,niemals::ADV,从未,一度も...ない
641,hier::ADV,这里,こちら
642,hierhin::ADV,到这里,ここへ
643,hierhin::ADV,到这里,こちらへ
644,von hier::ADV,由此,ここから
645,dort::ADV,那里,そちら
646,dorthin::ADV,到那里,そこへ
647,dorthin::ADV,到那里,そちらへ
648,geradeaus::ADV,一直往前,真っ直ぐに
649,vorwärts::ADV,向前,前へ
650,rückwärts::ADV,向后,後ろへ
651,zurück::ADV,退后,後ろへ
652,unten::ADV,下面,下に
653,hinab::ADV,向下,下へ
654,oben::ADV,上面,上に
655,hinauf::ADV,向上,上へ
656,überall::ADV,到处,どこでも
657,nicht::ADV,不,ない
658,ein wenig::ADV,一点儿,少し
659,ein wenig::ADV,一点儿,ちょっと
660,kaum::ADV,几乎不,ほとんど～ない
661,sehr::ADV,很,とても
662,so::ADV,如此,こう
663,noch::ADV,还,まだ
664,nur::ADV,只,～だけ
665,schon::ADV,已经,もう
666,wieder::ADV,又,再び
667,vor::PRP,在...面前,前に
668,hinter::PRP,在...背后,後ろに
669,unter::PRP,在...下面,下に
670,durch::PRP,穿过,通して
671,neben::PRP,在...旁,横に
672,zwischen::PRP,在...之间,間に
673,wegen::PRP,由于,為に
674,wegen::PRP,由于,せいで
675,dies::PRN,这,これ
676,das::PRN,那,それ
677,alles::PRN,一切,全部
678,ich::PRN,我,私
679,du::PRN,你,あなた
680,er::PRN,他,彼
681,wir::PRN,我们,私達
682,ihr::PRN,你们,あなた達
683,sie::PRN,她,彼ら
684,was::FPRN,什么,何
685,wer::FPRN,谁,誰
686,wer::FPRN,谁,どなた
687,wo::FADV,哪里,どこ
688,wo::FADV,哪里,どこに
689,wohin::FADV,去哪里,どこへ
690,wie::FADV,怎么,どう
691,warum::FADV,为什么,何故
692,warum::FADV,为什么,どうして
693,wieviel::FNUM,多少,どのくらい
694,eins::NUM,一,一
695,zwei::NUM,二,二
696,zwei::NUM,二,二つ
697,drei::NUM,三,三
698,drei::NUM,三,三つ
699,vier::NUM,四,四
700,vier::NUM,四,四つ
701,fünf::NUM,五,五
702,fünf::NUM,五,五つ
703,sechs::NUM,六,六
704,sechs::NUM,六,六つ
705,sieben::NUM,七,七
706,sieben::NUM,七,七つ
707,acht::NUM,八,八
708,acht::NUM,八,八つ
709,neun::NUM,九,九
710,neun::NUM,九,九つ
711,zehn::NUM,十,十
712,elf::NUM,十一,十一
713,zwölf::NUM,十二,十二
714,zwanzig::NUM,二十,二十
715,dreißig::NUM,三十,三十
716,vierzig::NUM,四十,四十
717,fünfzig::NUM,五十,五十
718,sechzig::NUM,六十,六十
719,siebzig::NUM,七十,七十
720,achtzig::NUM,八十,八十
721,neunzig::NUM,九十,九十
722,hundert::NUM,百,百
723,tausend::NUM,千,千
724,und::CNJ,和,-と
725,und::CNJ,和,そして
726,oder::CNJ,或者,或いは
727,stehen::V,站,立っている
728,sitzen::V,坐,座っている
729,liegen::V,躺着,横になっている
730,hängen::V,挂着,掛かっている
731,werden::V,成为,なる
732,passieren::V,发生,起こる
733,beginnen::V,开始,始まる
734,enden::V,终止,終わる
735,wechseln::V,变迁,変わる
736,aufgehen[Sonne]::V,升起,出る
737,untergehen[Sonne]::V,下落,沈む
738,scheinen[Sonne]::V,照射,輝く
739,donnern::V,打雷,雷が鳴る
740,wehen::V,飘扬,吹く
741,strömen::V,流,流れる
742,fließen::V,流动,流れる
743,sich drehen::V,转动,回転する
744,schwanken::V,摇摆,揺れる
745,schwingen::V,摇,振動する
746,fallen::V,坠落,落ちる
747,brennen::V,燃烧,燃える
748,rauchen::V,冒烟,煙を出す
749,regnen::V,下雨,雨が降る
750,gefrieren::V,结冰,凍る
751,tauen::V,融化,溶ける
752,schmelzen::V,溶化,溶ける
753,trocknen::V,变干,乾く
754,sieden::V,煮,沸く
755,faulen::V,腐烂,腐る
756,verfaulen::V,腐烂,朽ちる
757,reißen::V,撕,切れる
758,versinken::V,下沉,沈む
759,vergehen::V,流逝,経つ
760,erscheinen::V,出现,現れる
761,verschwinden::V,消失,消える
762,sinken::V,下降,下がる
763,abnehmen::V,减少,減る
764,zunehmen::V,增加,増える
765,steigen::V,上升,上がる
766,wachsen::V,生长,伸びる
767,glänzen::V,发光,輝く
768,funkeln::V,闪烁,ぴかぴか光る
769,lärmen::V,吵闹,騒ぐ
770,läuten::V,响,鳴る
771,klingeln::V,按铃,鳴る
772,brausen::V,疾驶,逆巻く
773,klingen::V,听起来,鳴る
774,bellen::V,吠,吠える
775,heulen::V,嗥,きゃんきゃん鳴く
776,blasen::V,吹,吹く
777,pfeifen::V,吹口哨,口笛を吹く
778,schreien::V,叫喊,叫ぶ
779,stöhnen::V,呻吟,うめく
780,zittern::V,颤抖,震える
781,leben::V,生存,生きている
782,geboren werden::V,出生,生まれる
783,atmen::V,呼吸,呼吸する
784,trinken::V,喝,飲む
785,essen::V,吃,食べる
786,schlucken::V,咽,飲み込む
787,müde werden::V,疲倦,眠くなる
788,einschlafen::V,入睡,寝付く
789,schlafen::V,睡觉,眠る
790,aufwachen::V,睡醒,目が覚める
791,aufstehen::V,起床,起きる
792,sich erholen::V,休养,休養する
793,krank werden::V,生病,病気になる
794,krank sein::V,生病,病気である
795,schmerzen::V,疼痛,痛む
796,husten::V,咳,咳をする
797,genesen::V,痊愈,元気になる
798,sterben::V,死,死ぬ
799,sterben::V,死,亡くなる
800,umkommen::V,丧命,死亡する
801,sich bewegen::V,移动,移動する
802,sich rühren::V,动弹,動く
803,sich erheben::V,站起,立ち上がる
804,sich setzen::V,坐,座る
805,hinfallen::V,跌倒,転ぶ
806,laufen::V,步行,歩く
807,schreiten::V,迈步,跨ぐ
808,spazierengehen::V,散步,散歩する
809,eilen::V,急忙,急ぐ
810,sich beeilen::V,赶快,焦る
811,sausen::V,疾驰,疾駆する
812,rennen::V,奔跑,走る
813,springen::V,跳,跳ぶ
814,klettern::V,攀缘,よじ登る
815,schaukeln::V,荡秋千,ぶらんこに乗る
816,kriechen::V,爬行,這う
817,schwimmen::V,游泳,泳ぐ
818,tauchen::V,潜水,潜る
819,rudern::V,划船,漕ぐ
820,fahren::V,行驶,行く
821,fahren::V,行驶,乗車する
822,fliegen::V,飞,飛ぶ
823,gehen::V,走,行く
824,weggehen::V,离去,立ち去る
825,abfahren::V,出发,出発する
826,anhalten::V,停住,止まる
827,hineingehen::V,进去,入る
828,eintreten::V,进入,中に入る
829,kommen::V,来,来る
830,ankommen::V,到达,着く
831,ankommen::V,到达,到着する
832,zurückkommen::V,回来,帰る
833,bleiben::V,停留,留まる
834,warten::V,等,待つ
835,erwarten::V,等候,期待する
836,suchen::V,找,探る
837,finden::V,找到,見つける
838,versuchen::V,尝试,試す
839,vorbereiten::V,预备,準備する
840,lieben::V,爱,愛する
841,mögen::V,喜欢,好きである
842,lachen::V,笑,笑う
843,weinen::V,哭,泣く
844,schimpfen::V,骂,叱る
845,sich ärgern::V,生气,怒る
846,sich ärgern::V,生气,腹を立てる
847,sich fürchten::V,害怕,怖がる
848,fürchten::V,害怕,恐れる
849,fliehen::V,逃走,逃げる
850,flüchten::V,逃跑,逃亡する
851,sehen::V,看,見る
852,anschauen::V,注视,眺める
853,ansehen::V,注视,見る
854,hören::V,听,聞く
855,zuhören::V,倾听,聴く
856,probieren::V,尝,食べてみる
857,riechen::V,闻,気取る
858,fühlen::V,感到,感じる
859,scheinen::V,照耀,ように見える
860,zu sehen sein::V,可以看到,見える
861,vernehmen::V,审讯,承る
862,frieren::V,觉得冷,寒気がする
863,tun::V,作,する
864,können::V,能,出来る
865,wollen::V,要,-たい
866,anfangen::V,开始,始める
867,beenden::V,结束,終える
868,aufhören::V,停止,止める
869,gelingen::V,成功,成功する
