,Concept_ID,ady,ca
143,Kralle::N,лъакъо,grapa
144,Schwanz::N,кӏэ,cua
145,Ei::N,кӏэнкӏэ́,ou
146,Nest::N,набгъо́,niu
147,Bau::N,гъу,cau
148,Bau::N,бы,cau
149,Tier::N,псэу́шъхь,animāl
150,Herde::N,ӏэхъогъу,ramat
151,Kuh::N,чэмы́,vaca
152,Bulle::N,цу,toro
153,Pferd::N,шы,cavāll
154,Schaf::N,мэлы́,be
155,Schaf::N,мэлы́,ovella
156,Schwein::N,къо,bacó
157,Hund::N,бьэ,ca
158,Hund::N,бьэ,gos
159,Katze::N,чэты́у,gat
160,Bär::N,мышъэ́,ós
161,Eichhörnchen::N,цызэ́,esquirol
162,Elch::N,лось,ant
163,Fuchs::N,баджэ́,guilla
164,Hase::N,тхьакӏумкӏы́хь,llebre
165,Maus::N,цыгъо́,ratolí
166,Wolf::N,тыгъу́жъ,llop
167,Vogel::N,бзы́у,au
168,Vogel::N,бзы́у,ocēll
169,Schwarm::N,отэр,bandada
170,Huhn::N,чэты́,gallina
171,Hahn::N,атакъэ́,gall
172,Gans::N,къа́з,oca
173,Ente::N,псычэ́т,ànec
174,Eule::N,тыгъурыгъу,òliba
175,Eule::N,тыгъурыгъу,mussol
176,Kranich::N,къэрэ́у,grua
177,Krähe::N,къолэ́жъ,cornella
178,Kuckuck::N,куку́у,cucut
179,Fisch::N,пцэжъы́й,peix
180,Barsch::N,тхыкъэц,perca
181,Hecht::N,лэнд,lluç
182,Schlange[Tier]::N,блэ́,serp
183,Wurm::N,хьамлыу,cuc
184,Spinne::N,бэдж,aranya
185,Ameise::N,къамзэ́гу,formiga
186,Laus::N,цӏэ,poll
187,Mücke::N,аргъо́й,mosquit
188,Fliege::N,бадзэ́,mosca
189,Schmetterling::N,хьампӏыра́шъу,papallona
190,Beere::N,маткӏо,baia
191,Apfel::N,мыӏэры́с,poma
192,Pilz::N,хьаӏу,bolet
193,Zwiebel::N,бжьыны́,ceba
194,Saat::N,чылапхъ,sembra
195,Korn::N,цэ,gra
196,Heu::N,мэкъу,fenc
197,Schale::N,кӏы́шъу,closca
198,Grube::N,машэ́,sot
199,Grube::N,машэ́,clot
200,Falle::N,зэраубытырэ́ ӏэмэпсы́м,trampa
201,Schlinge::N,бзыуубыт,baga
202,Spur::N,ужы,traça
203,Spur::N,лъэуж,traça
204,Asche::N,яжьэ́,cendra
205,Dreck::N,псынжъы,llot
206,Eisen::N,гыучӏы́,ferro
207,Eisen::N,къэнджа́л,ferro
208,Gold::N,дышъэ́,or
209,Silber::N,тыжьы́н,plata
210,Kohle::N,шӏомыкӏ,carbó
211,Glas::N,апч,vidre
212,Lehm::N,етӏагъо́,fang
213,Lehm::N,етӏагъо́,argila
214,Sand::N,пшахъо,arena
215,Mensch::N,цӏыфы́,humà
216,Mensch::N,цӏыфы́,persona
217,Mann::N,хъулъфы́гъ,home
218,Frau::N,бӏылъфыгъэ́,dona
219,Kind::N,кӏэлэцӏы́кӏу,nen
220,Junge::N,кӏэлэцӏы́кӏу,noi
221,Mädchen::N,пшъэшъэжъый,noia
222,Familie::N,быны́,família
223,Familie::N,уна́гъу,família
224,Großvater::N,тэтэ́жъ,avi
225,Großmutter::N,нэнэ́жъ,àvia
226,Eltern::N,ны-тыхэ́р,pares
227,Vater::N,ты,pare
228,Mutter::N,ны,mare
229,Sohn::N,къо,fill
230,Tochter::N,пхъу,filla
231,Bruder::N,шы,germà
232,Schwester::N,шы́пхъу,germana
233,Onkel::N,янэ́ш,oncle
234,Tante::N,атэшыпхъу,tia
235,Ehemann::N,лӏы,espòs
236,Ehefrau::N,шъу́з,muller
237,Freude::N,гушӏуа́гъу,goig
238,Freude::N,гушӏуа́гъу,alegria
239,Gelächter::N,щхыныр,riallada
240,Glück::N,насы́п,felicitat
241,Kummer::N,тхьамыкӏагъу,pena
242,Wunsch::N,шӏонгъоны́гъ,desig
243,Lust::N,шӏонгъоны́гъ,ganes
244,Geist::N,гу,ment
245,Geist::N,гу,esperit
246,Gedanke::N,гупшыс,pensament
247,Gedächtnis::N,память,memòria
248,Verstand::N,акъы́л,raó
249,Verstand::N,акъы́л,seny
250,Sinn::N,мэхьанэ,solta
251,Sinn::N,мэхьанэ,sentit
252,Grund::N,ушъхьагъу,raó
253,Grund::N,ушъхьагъу,causa
254,Wahrheit::N,шъыпкъэ́,veritāt
255,Gespräch::N,гущыӏ,conversa
256,Märchen::N,пшысэ,conte
257,Erzählung::N,къэба́р,narració
258,Nachricht::N,къэба́р,missatge
259,Neuigkeit::N,къэбарыкӏ,novetat
260,Name::N,цӏэ,nom
261,Rätsel::N,коджэхь-къоджэшх,endevinalla
262,Rede::N,гущыӏ,discurs
263,Sprache::N,бзэ,llēngua
264,Stimme::N,макъэ́,veu
265,Wort::N,гущыӏ,mot
266,Wort::N,гущыӏ,paraula
267,Zeichen::N,тамы́гъ,signe
268,Zeichen::N,тамы́гъ,senyal
269,Ruf::N,джэ макъ,crida
270,Lärm::N,макъэ,sorōll
271,Laut::N,макъэ,so
272,Lied::N,орэ́д,cançó
273,Ruhe::N,самбырыныгъ,calma
274,Ruhe::N,самбырыныгъ,silenci
275,Leute::N,цӏыфхэ́р,gent
276,Volk::N,цӏыф лъэпкъ,poble
277,Arbeit::N,ӏофшӏакӏэ́н,labor
278,Arbeit::N,ӏофшӏакӏэ́н,treball
279,Gast::N,хьакӏэ́,hoste
280,Geschenk::N,шӏухьафтын,regal
281,Geschenk::N,шӏухьафтын,obsequi
282,Spiel::N,еоны́р,joc
283,Spiel::N,джэгуны́р,joc
284,Spiel::N,къегъэӏоны́р,joc
285,Gesellschaft::N,обществ,companyia
286,Hilfe::N,ӏэпыӏэгъу,ajut
287,Freund::N,ныбджэгъу,amīc
288,Kamerad::N,ныбджэгъу,company
289,Kamerad::N,ныбджэгъу,camarada
290,Angelegenheit::N,ӏофы́,afer
291,Angelegenheit::N,ӏофы́,assumpte
292,Anzahl::N,пчъагъэ́,nombre
293,Anzahl::N,пчъагъэ́,quantitat
294,Art::N,изэрэщы́т,tipus
295,Art::N,изэрэщы́т,classe
296,Art::N,лъэпкъ,tipus
297,Art::N,лъэпкъ,classe
298,Stück::N,такъы́р,peça
299,Teil::N,щыщ,part
300,Teil::N,ӏахь,part
301,Hälfte::N,ныкъо́,meitat
302,Kreis::N,хъура́й,cercle
303,Kreuz::N,къащ,creu
304,Linie::N,хъахъ,línia
305,Linie::N,итхъа́гъ,línia
306,Strich::N,хъахъ,traç
307,Strich::N,хъахъ,ratlla
308,Strich::N,итхъагъ,traç
309,Strich::N,итхъагъ,ratlla
310,Abstand::N,азыфагу,distància
311,Entfernung::N,чӏыгууанэ,distància
312,Gegend::N,чӏыпӏэ́,regió
313,Gegend::N,чӏыпӏэ́,contrada
314,Platz::N,азыфагу,cabuda
315,Ort::N,чӏыпӏэ́,lloc
316,Seite::N,лъэны́къу,banda
317,Seite::N,лъэны́къу,costāt
318,Mitte::N,гузэ́гу,mig
319,Mitte::N,гузэ́гу,centre
320,Gegenstand::N,пкъыгъо,objecte
321,Rand::N,цакӏэ́,vora
322,Rand::N,цакӏэ́,marge
323,Kante::N,цэгэналъ,caire
324,Kante::N,цэгэналъ,cantell
325,Ecke::N,къогъу,cantonada
326,Spitze::N,пакӏэ,punta
327,Ende::N,кӏэ,cap
328,Loch::N,гъуа́н,forāt
329,Winkel::N,къогъу,racó
330,Muster::N,тхыпхъэ,dibuix
331,Muster::N,тхыпхъэ,disseny
332,Größe::N,иина́гъ,grandària
333,Länge::N,икӏыхьа́гъ,longitud
334,Höhe::N,лъэгагъ,altura
335,Höhe::N,лъэгагъ,altitud
336,Gewicht::N,онтэгъугъэ́,pes
337,Menge::N,пчъагъэ́,quantitat
338,Haufen::N,ӏат,pila
339,Reihe::N,саты́р,fila
340,Boot::N,къуашъо́,bot
341,Boot::N,къуашъо́,barca
342,Ruder::N,къошъобэ́щ,rem
343,Ski::N,лыжэхэр,esquí
344,Lagerfeuer::N,пхъэмашӏу,foc de campament
345,Gang::N,кӏоныр,marxa
346,Schritt::N,лъэубэ́къу,pas
347,Norden::N,темы́р,nord
348,Süden::N,къыблэ́,sud
349,Westen::N,тыгъэкъохьа́пӏ,oest
350,Westen::N,тыгъэкъохьа́пӏ,occident
351,Osten::N,тыгьэкъокӏы́пӏ,est
352,Osten::N,тыгьэкъокӏы́пӏ,orient
353,Holz::N,чъыгы́,fusta
354,Brett::N,пхъэ́мбгъу,taula
355,Platte::N,упсыхьагъ,placa
356,Stütze::N,кӏэгъэкъон,suport
357,Stange::N,къорэ́гъ,vara
358,Stock::N,бэщ,pal
359,Stab::N,бэщ кӏы́хь,bastó
360,Rohr::N,онджэкъ,tub
361,Haus::N,унэ́,casa
362,Heim::N,унэ́,llar
363,Ofen::N,гъэжъэн,estufa
364,Fußboden::N,джэхашъу,terra
365,Tisch::N,стол,taula
366,Stuhl::N,пхъэнтӏэ́кӏу,cadira
367,Wiege::N,кушъэ́,bressol
368,Bett::N,пӏэкӏо́р,llit
369,Regal::N,мэкӏай,prestatgeria
370,Kiste::N,ящык,caixa
371,Fenster::N,шъхьаныгъу́пчъ,finestra
372,Tür::N,пчъэ,porta
373,Tor::N,къэла́пчъ,portal
374,Zaun::N,шӏыхьагъэ́,tanca
375,Dach::N,шъхьэ́,teulada
376,Leiter::N,лъэо́й,escala
377,Leiter::N,лъэо́й,escala de mà
378,Leiter::N,дэкӏояпӏэ́,escala
379,Leiter::N,дэкӏояпӏэ́,escala de mà
380,Besen::N,пхъэнкӏы́пхъ,escombra
381,Spaten::N,къазгъы́р,pala
382,Schaufel::N,хэӏалъ,pala
383,Gabel::N,цацэ,forquilla
384,Löffel::N,джэмы́шх,cullera
385,Messer::N,шъэжъы́й,coltell
386,Nagel::N,гъучӏыӏу́н,clau
387,Netz::N,хъытыу,filat
388,Haken::N,хьажтӏаркъу,ganxo
389,Griff::N,къопс,puny
390,Griff::N,къопс,mànec
391,Schloss::N,ӏункӏы́бз,pany
392,Bild::N,сурэ́т,imatge
393,Puppe::N,нысхъа́п,nina
394,Beutel::N,дзыо́,bossa
395,Tasche::N,ӏэлъмэ́къ,bossa
396,Eimer::N,щалъ,galleda
397,Deckel::N,шъхьэ,tapa
398,Deckel::N,шъхьэ,tapadora
399,Geschirr::N,хьакъу-шыкъу,vaixella
400,Sack::N,дзыо́,sac
401,Sack::N,дзыо́,saca
402,Tasse::N,чашк,tassa
403,Topf::N,кастрюль,pot
404,Topf::N,кастрюль,olla
405,Kessel::N,шыуа́н,caldera
406,Essen::N,шхэн,àpat
407,Essen::N,шхэн,menjada
408,Nahrung::N,шхэн,aliment
409,Speise::N,шхыныгъу,plat
410,Fleisch::N,лы,carn
411,Getreide::N,лэжьыгъацэ́,cereals
412,Brei::N,пӏастэ́,puré
413,Brot::N,хьалыгъу,pa
414,Scheibe::N,такъы́р,tall
415,Scheibe::N,такъы́р,llesca
416,Fett::N,дагъэ́,greix
417,Butter::N,тхъу,mantega
418,Öl::N,тхъу,oli
419,Salz::N,щыгъу,sal
420,Suppe::N,хьантхъупс,sopa
421,Honig::N,шъоу́,mel
422,Milch::N,щэ,llet
423,Tee::N,щай,te
424,Leder::N,кӏы́шъу,cuir
425,Wolle::N,цы,llana
426,Stoff::N,шэкӏы,tela
427,Nadel::N,бгъэ́хаӏу,agulla
428,Faden::N,ӏуда́н,fil
429,Knopf::N,занкӏэу,botó
430,Knoten::N,зэкъодзапӏэ,nus
431,Farbe::N,краск,pintura
432,Kleidung::N,щыгъы́ны,roba
433,Kleidung::N,щыгъы́ны,vestits
434,Hemd::N,джан,camisa
435,Kragen::N,пшъапӏ,coll
436,Ärmel::N,гъуап,màniga
437,Hose::N,гъончэ́дж,pantalōns
438,Gürtel::N,бгыры́пх,cinturó
439,Mütze::N,паӏо́,gorra
440,Stiefel::N,щазым,bota
441,Ring::N,ӏэлъы́н,anell
442,Band::N,лент,veta
443,Band::N,лент,cinta
444,Kamm::N,мажь,pinta
445,Spiegel::N,гъундж,mirāll
446,Riemen::N,бгыры́пх,corretja
447,Schnur::N,кӏапсэ́,corda
448,Leine::N,шъокӏапс,corretja
449,Decke::N,чыхӏэн,manta
450,Decke::N,чыхӏэн,flassada
451,Kissen::N,шъхьант,coixí
452,Tuch::N,шъхьэтехъу,mocador
453,Handtuch::N,ӏаплъэкӏ,tovallola
454,Kraft::N,къары́у,força
455,Kraft::N,кӏуачӏэ́,força
456,Stärke::N,кӏуачӏэ́,vigor
457,Gesundheit::N,псауныгъ,salut
458,Krankheit::N,узы,malaltia
459,Schmerz::N,узы,dolor
460,Wunde::N,уӏагъэ́,ferida
461,Fieber::N,техьа́гъу,febre
462,Fieber::N,жъоку,febre
463,Arznei::N,ӏэзэ́гъу,medicament
464,Brücke::N,лъэмы́д ж,pont
465,Brunnen::N,псынэ́,pou
466,Weide::N,хъупӏэ́,pastura
467,Pfad::N,лъагъу,senda
468,Pfad::N,лъагъу,sender
469,Weg::N,гъо́гу,camí
470,Straße::N,гъо́гу,carretera
471,Dorf::N,къуа́дж,poble
472,Stadt::N,къалэ́,ciutāt
473,Brief::N,тхэн,carta
474,Brief::N,письмэ,carta
475,Buch::N,тхы́лъ,llibre
476,Buchstabe::N,хьары́ф,lletra
477,Zeitung::N,газет,diāri
478,Leben::N,гъашӏэ́,vida
479,Tod::N,аджал,mort
480,Grab::N,бэны́,tomba
481,Kirche::N,чылы́с,església
482,Sünde::N,гунахь,pecat
483,Gott::N,тхьэ,déu
484,Arbeiter::N,рабоч,obrer
485,Chef::N,гъэр,cap
486,Meister::N,ӏэпыӏа́с,mestre
487,Lehrer::N,кӏэлэегъа́дж,mestre
488,Geld::N,ахъщ,dinērs
489,Geschäft::N,ӏофшӏэн,negoci
490,Laden::N,туча́н,tenda
491,Laden::N,туча́н,botiga
492,Preis::N,уасэ́,preu
493,Ware::N,хьап-щып,mercaderia
494,Nutzen::N,чар,profit
495,Nutzen::N,федэ́,profit
496,Reichtum::N,байныгъ,riquesa
497,Welt::N,дуна́й,món
498,Land::N,хэгъэ́́гу,país
499,Staat::N,къэралыгъу,estat
500,König::N,пачъы́хь,rei
501,Macht::N,шынэгъакзэ́,poder
502,Macht::N,шынэгъакзэ́,potència
503,Grenze::N,гъуна́пкъ,frontera
504,Krieg::N,зао́,guerra
505,Feind::N,пы́и,enemic
506,Gewalt::N,егъэзыгъэныгъ,violència
507,Kampf::N,бэнэныгъ,lluita
508,Bogen[Waffe]::N,щабз,arc
509,Pfeil::N,щэбза́щ,fletxa
510,Gewehr::N,шхонч,fusell
511,Gewehr::N,шхонч,escopeta
512,Fehler::N,хэукъоныгъ,falta
513,Lüge::N,пцӏы,mentida
514,Schaden::N,зэра́р,dany
515,Unglück::N,тхьамыкӏагъу,desgràcia
516,Schuld::N,мысагъэ́,culpa
517,Alter::N,ныбжь,edat
518,Schluss::N,кӏэ,fi
519,Schluss::N,кӏэ,final
520,Zeit::N,уахътэ́,temps
521,Tag::N,мафэ́,dia
522,Morgen::N,пчэды́жь,matí
523,Mittag::N,щэджагьу́,migdia
524,Abend::N,пчыхьэ́,vespre
525,Nacht::N,чэщы́,nit
526,Woche::N,тхьамафэ́,setmana
527,Monat::N,мазэ́,mes
528,Jahr::N,илъэ́с,any
529,Frühling::N,гъатхэ́,primavera
530,Sommer::N,гъэмафэ́,estīu
531,Herbst::N,бжыхьэ́,tardor
532,Winter::N,кӏыма́ф,hivērn
533,Januar::N,январь,gener
534,Februar::N,февраль,febrer
535,März::N,март,març
536,April::N,апрель,abril
537,Mai::N,май,maig
538,Juni::N,июнь,juny
539,Juli::N,июль,juliol
540,August::N,август,agost
541,September::N,сентябрь,setembre
542,Oktober::N,октябрь,octubre
543,November::N,ноябрь,novembre
544,Dezember::N,декабрь,desembre
545,Montag::N,блыпэ́,dilluns
546,Dienstag::N,гъубдж,dimarts
547,Mittwoch::N,бэрэскэжъый,dimecres
548,Donnerstag::N,мэфэ́ку,dijous
549,Freitag::N,бэрэскэшху,divendres
550,Samstag::N,шэмбэ́т,dissabte
551,Sonntag::N,тхьаума́ф,diumenge
552,groß::A,ины́,gros
553,klein::A,цӏы́кӏу,petīt
554,lang::A,кӏыхьэ́,llarg
555,kurz::A,кӏэкӏы́,curt
556,breit::A,шъуамбгъо́,ample
557,schmal::A,бгъузэ́,estret
558,dicht::A,ӏужъу́,dens
559,dick[Gegenstand]::A,ӏужъу́,gruixūt
560,dünn::A,пӏуакӏэ́,prim
561,fein::A,пӏуакӏэ́,fi
562,fest::A,пытэ́,ferm
563,fest::A,пытэ́,sòlid
564,flach::A,тешъо́,pla
565,glatt::A,зэны́бжь,llis
566,hart::A,пытэ́,dur
567,weich::A,шъабэ́,tou
568,rund::A,хъура́й,rodó
569,spitz::A,папцӏэ́,punxegut
570,scharf::A,чан,agut
571,stumpf::A,цако́,rom
572,stumpf::A,цако́,esmussat
573,schwer::A,онтэ́гъу,pesāt
574,schön::A,дахэ́,bonīc
575,heiß::A,жъо́ркъ,calēnt
576,warm::A,фабэ́у,càlid
577,kalt::A,чъыӏэ́,fred
578,kühl::A,чъыӏэтагъ,fresc
579,frisch::A,чъыӏэтагъ,fresc
580,feucht::A,шынагъэ зиӏэ,humit
581,feucht::A,шынэгъакӏэ зиӏэ,humit
582,nass::A,цӏынэ́,mullat
583,trocken::A,гъушъ,sec
584,trocken::A,чъэпхъыгъ,sec
585,voll::A,из,ple
586,voll::A,изыбз,ple
587,leer::A,нэкӏы́,buit
588,offen::A,зэдэхыгъэ,obert
589,geschlossen::A,зэфэшӏыгъ,tancat
590,sauber::A,къабзэ́,net
591,schmutzig::A,шӏо́и,brut
592,roh::A,мыжъо́,cru
593,reif::A,чъэпхъыгъ,madur
594,lecker::A,го́хьы,deliciós
595,süß::A,ӏэшӏу,dolç
596,bitter::A,дыджы́,amarg
597,sauer::A,хафэ́,agre
598,hell::A,нэфын,clar
599,dunkel::A,мэзэхэ,fosc
600,schwarz::A,шӏуцӏэ,negre
601,weiß::A,фыжьы́,blanc
602,rot::A,плъыжьы́,vermēll
603,gelb::A,гъожьы́,groc
604,blau::A,шхъуантӏэ,blau
605,grün::A,шхъуантӏэ,verd
606,grau::A,шхъо,gris
607,bunt::A,къолэны,multicolor
608,billig::A,пыут,barat
609,teuer::A,сикӏа́с,car
610,teuer::A,силъа́пӏ,car
611,wertvoll::A,пкӏэ зиӏ,preciós
612,wertvoll::A,уасэ́ зыфа́шӏ,preciós
613,blind::A,нэшъу́,cec
614,taub::A,дэгу,sord
615,kräftig::A,лъэ́ш,fort
616,kräftig::A,лъэ́ш,vigorós
617,stark::A,лъэ́ш,fort
618,schwach::A,хъыбэй,feble
619,fett::A,пщэры́,gras
620,schlank::A,ищыгъэ,esvelt
621,hübsch::A,дахэ́,maco
622,böse::A,ябгэ,dolent
623,dumm::A,делэ,ximple
624,dumm::A,делэ,estúpid
625,faul::A,шъхьахы́нэ,gandūl
626,faul::A,шъхьахы́нэ,mandrós
627,fleißig::A,егугъурэ,diligēnt
628,geizig::A,тхьацэ,avar
629,klug::A,акъылышӏу́,intel·ligent
630,geschickt::A,ӏэпэӏэсэ́,hàbil
631,geschickt::A,шо́у шӏыгъэ́,hàbil
632,lieb::A,псэм фэд,amat
633,lieb::A,псэм фэд,estimat
634,lustig::A,чэф,alegre
635,sanft::A,ӏушъа́б,suau
636,hungrig::A,гъаблэ́,afamat
637,krank::A,сыма́дж,malālt
638,nackt::A,пцӏанэ́,nu
639,traurig::A,нэшхъэй,trist
640,gut::A,дэгъу́,bo
641,schlecht::A,дэи,dolēnt
642,richtig::A,тэрэз,just
643,richtig::A,тэрэз,correcte
644,schlimm::A,щынэгъо,greu
645,wahr::A,шъыпкъэ́,vertader
646,wahr::A,шъыпкъэ́,veritable
647,alt::A,жъы,vell
648,neu::A,кӏэ,nou
649,ehemalig::A,-щтыгъэ,antic
650,ehemalig::A,-гъэ,antic
651,alt[Lebewesen]::A,жъы,vell
652,jung::A,ныбжьыкӏэ́,jove
653,arm::A,тхьамы́кӏ,pobre
654,reich::A,бай,ric
655,bekannt::A,нэӏуа́с,conegut
656,berühmt::A,цӏэры́ӏу,famós
657,fremd::A,хымэ,estrany
658,verschieden::A,зэфэшъхьафы,diferent
659,nah::A,благъэ́,pròxim
660,fern::A,чыжьэ,llunyà
661,fern::A,чыжьэ,distant
662,linker::A,сэмэ́гу,esquerre
663,rechter::A,джабгъу,dret
664,anderer::A,нэмы́кӏ,altre
665,erster::A,апэр,primer
666,zweiter::A,я́тӏонэр,segon
667,dritter::A,ящэнэр,tercer
668,letzter::A,аужыр,últim
669,allein::ADV,зы,sol
670,auf einmal::ADV,ардэдэм,d'una vegada
671,auf einmal::ADV,асыхьатым,d'una vegada
672,zusammen::ADV,зэгъусэхэ́у,junt
673,lange::ADV,бэрэ́,molt de temps
674,plötzlich::ADV,зэкӏэм,de cop
675,plötzlich::ADV,зэкӏэм,de sobte
676,sofort::ADV,ардэдэм,de seguida
677,sofort::ADV,асыхьатым,de seguida
678,später::ADV,нэужым,més tard
679,jetzt::ADV,джы,ara
680,heute::ADV,непэ́,avūi
681,morgen::ADV,неу́щы,demà
682,bald::ADV,псынкӏэу,aviāt
683,dann::ADV,нэужым,després
684,gestern::ADV,тыгъуа́с,ahir
685,einst::ADV,зэгорэ́м,anteriorment
686,damals::ADV,армэ,llavōrs
687,damals::ADV,армэ,aleshores
688,damals::ADV,ащыгъум,llavōrs
689,damals::ADV,ащыгъум,aleshores
690,danach::ADV,нэужым,després
691,vorher::ADV,нахьыпэм,abāns
692,einmal::ADV,зэ,una vegada
693,oft::ADV,бэрэ,sovint
694,immer::ADV,ренэ́у,sempre
695,dort::ADV,модэ,allí
696,dorthin::ADV,модэ́,hi
697,geradeaus::ADV,занкӏэу,tot dret
698,vorwärts::ADV,ыпэкӏэ,endavānt
699,rückwärts::ADV,ыужыкӏэ́,endarrera
700,zurück::ADV,ыужыкӏэ́,darrere
701,unten::ADV,ычӏэкӏэ́,a baix
702,hinab::ADV,ычӏэгъы́,cap avall
703,hinab::ADV,ычӏэкӏэ́,cap avall
