,Concept_ID,fa,ga
193,Ei::N,تخم,ubh
194,Nest::N,لانه,nead
195,Bau::N,بنا,brocais
196,Bau::N,ساختمان,brocais
197,Tier::N,هیوان,ainmhí
198,Tier::N,هیوان,beithíoch
199,Herde::N,رمه,tréad
200,Kuh::N,گاو,bó
201,Bulle::N,گاو نر,tarbh
202,Pferd::N,اسب,each
203,Pferd::N,اسب,capall
204,Schaf::N,گوسفند,caora
205,Schwein::N,خوک,muc
206,Hund::N,سگ,madra
207,Katze::N,گربه,cat
208,Bär::N,خرس,béar
209,Eichhörnchen::N,سنجاب,iora
210,Elch::N,گوزن شمالی,eilc
211,Fuchs::N,روباه,sionnach
212,Fuchs::N,روباه,madra rua
213,Hase::N,خرگوش,giorria
214,Maus::N,موش,luch
215,Wolf::N,گرگ,mac tíre
216,Vogel::N,پرنده,éan
217,Schwarm::N,دسته,saithe
218,Huhn::N,مرغ,cearc
219,Hahn::N,خروس,coileach
220,Gans::N,غاز,gé
221,Adler::N,عقاب,iolar
222,Ente::N,اردک,lacha
223,Ente::N,مرغابی,lacha
224,Eule::N,جغد,ulchabhán
225,Kranich::N,درنا,grús
226,Krähe::N,زاغ,caróg
227,Krähe::N,زاغ,préachán
228,Krähe::N,کلاغ,caróg
229,Krähe::N,کلاغ,préachán
230,Kuckuck::N,فاخته,cuach
231,Schwan::N,قو,eala
232,Fisch::N,ماهی,iasc
233,Barsch::N,ماهی خاردار,péirse
234,Hecht::N,اردک ماهی,liús
235,Schlange[Tier]::N,مار,nathair
236,Wurm::N,کرم,péist
237,Spinne::N,عنکبوت,damhán alla
238,Ameise::N,مورچه,seangán
239,Laus::N,شپش,míol
240,Mücke::N,پشه,muiscít
241,Mücke::N,پشه,corrmhíol
242,Fliege::N,مگس,cuil
243,Fliege::N,مگس,cuileog
244,Schmetterling::N,پروانه,féileacán
245,Beere::N,گیله,caor
246,Apfel::N,سیب,úll
247,Pilz::N,قارچ,beacán
248,Pilz::N,قارچ,muisiriún
249,Zwiebel::N,پیاز,oinniún
250,Saat::N,بذر,síol
251,Korn::N,تخم,gráinne
252,Korn::N,دانه,gráinne
253,Heu::N,علف خشک,féar
254,Schale::N,پوست,scaimh
255,Grube::N,گودال,poll
256,Falle::N,دام,gaiste
257,Schlinge::N,حلقه,sealán
258,Spur::N,رد,rian
259,Asche::N,خاکستر,luaith
260,Dreck::N,کثافت,salachar
261,Eisen::N,آهن,iarann
262,Gold::N,زر,ór
263,Gold::N,طلا,ór
264,Silber::N,نقره,airgead
265,Kohle::N,زغال,gual
266,Glas::N,شیشه,gloine
267,Lehm::N,گل,cré
268,Sand::N,شن,gaineamh
269,Sand::N,ماسه,gaineamh
270,Mensch::N,آدم,duine
271,Mensch::N,انسان,duine
272,Mann::N,مرد,fear
273,Frau::N,زن,bean
274,Kind::N,بچه,gasúr
275,Kind::N,بچه,páiste
276,Kind::N,کودک,gasúr
277,Kind::N,کودک,páiste
278,Junge::N,پسر,buachaill
279,Mädchen::N,دختر,cailín
280,Familie::N,فامیل,teaghlach
281,Familie::N,فامیل,comhluadar
282,Familie::N,خانواده,teaghlach
283,Familie::N,خانواده,comhluadar
284,Großvater::N,پدربزرگ,seanathair
285,Großmutter::N,مادر‌بزرگ,seanmháthair
286,Eltern::N,والدین,tuismitheoirí
287,Eltern::N,پدر‌و‌مادر,tuismitheoirí
288,Vater::N,پدر,athair
289,Mutter::N,مادر,máthair
290,Sohn::N,پسر,mac
291,Tochter::N,دختر,iníon
292,Bruder::N,برادر,deartháir
293,Schwester::N,خواهر,deirfiúr
294,Onkel::N,عمو,uncail
295,Onkel::N,دایی,uncail
296,Tante::N,عمه,aintín
297,Tante::N,خاله,aintín
298,Ehemann::N,همسر,fear céile
299,Ehefrau::N,همسر,bean chéile
300,Freude::N,شادی,áthas
301,Gelächter::N,خنده,gáire
302,Gelächter::N,قاه‌قاه,gáire
303,Glück::N,اقبال,séan
304,Glück::N,اقبال,sonas
305,Kummer::N,غم,brón
306,Kummer::N,غم,buairt
307,Kummer::N,غصه,brón
308,Kummer::N,غصه,buairt
309,Wunsch::N,آرزو,guí
310,Wunsch::N,آرزو,achainí
311,Lust::N,هوس,fonn
312,Geist::N,روح,meon
313,Geist::N,روح,spiorad
314,Gedanke::N,فکر,smaoineamh
315,Gedächtnis::N,حافظه,cuimhne
316,Verstand::N,هوش,ciall
317,Verstand::N,هوش,intinn
318,Sinn::N,معنا,brí
319,Sinn::N,معنا,ciall
320,Sinn::N,مفهوم,brí
321,Sinn::N,مفهوم,ciall
322,Grund::N,سبب,fáth
323,Grund::N,دلیل,fáth
324,Wahrheit::N,حقیقت,fírinne
325,Gespräch::N,صحبت,comhrá
326,Gespräch::N,گفتگو,comhrá
327,Märchen::N,قصه,scéal
328,Märchen::N,افسانه,scéal
329,Erzählung::N,داستان,scéal
330,Nachricht::N,خبر,teachtaireacht
331,Neuigkeit::N,خبر تازه,scéala
332,Name::N,اسم,ainm
333,Rätsel::N,معما,tomhas
334,Rede::N,سخن,óráid
335,Rede::N,سخن,aitheasc
336,Sprache::N,زبان,teanga
337,Stimme::N,صدا,guth
338,Wort::N,کلمه,focal
339,Zeichen::N,نشان,comhartha
340,Zeichen::N,علامت,comhartha
341,Ruf::N,صدا,glaoch
342,Lärm::N,هیاهو,torann
343,Laut::N,صدا,fuaim
344,Ton::N,آهنگ,ton
345,Lied::N,آواز,amhrán
346,Lied::N,ترانه,amhrán
347,Ruhe::N,آرامش,suaimhneas
348,Leute::N,مردم,muintir
349,Volk::N,خلق,pobal
350,Arbeit::N,کار,obair
351,Gast::N,مهمان,aoi
352,Geschenk::N,هدیه,féirín
353,Geschenk::N,هدیه,bronntanas
354,Spiel::N,بازی,cluiche
355,Gesellschaft::N,جمعیت,comhluadar
356,Hilfe::N,کمک,cúnamh
357,Hilfe::N,کمک,cabhair
358,Freund::N,دوست,cara
359,Kamerad::N,رفیق,comrádaí
360,Angelegenheit::N,امر,ábhar
361,Angelegenheit::N,قضیه,ábhar
362,Anzahl::N,عده,líon
363,Anzahl::N,شمار,líon
364,Art::N,نوع,sórt
365,Art::N,نوع,saghas
366,Stück::N,تکه,píosa
367,Stück::N,قطعه,píosa
368,Teil::N,بخش,cuid
369,Teil::N,بخش,páirt
370,Teil::N,قسمت,cuid
371,Teil::N,قسمت,páirt
372,Hälfte::N,نیم,leath
373,Kreis::N,حلقه,ciorcal
374,Kreis::N,دایره,ciorcal
375,Kreuz::N,صلیب,cros
376,Linie::N,خط,líne
377,Linie::N,سطر,líne
378,Strich::N,خط,stríoc
379,Abstand::N,فاصله,achar
380,Entfernung::N,مسافت,fad
381,Gegend::N,منطقه,ceantar
382,Platz::N,گنجایش,áit
383,Platz::N,گنجایش,spás
384,Ort::N,جا,áit
385,Ort::N,محل,áit
386,Ort::N,مکان,áit
387,Seite::N,طرف,taobh
388,Mitte::N,وسط,lár
389,Mitte::N,میان,lár
390,Gegenstand::N,چیز,ball
391,Gegenstand::N,چیز,ábhar
392,Sache::N,چیز,ní
393,Sache::N,چیز,rud
394,Rand::N,کنار,imeall
395,Rand::N,کنار,ciumhais
396,Rand::N,حاشیه,imeall
397,Rand::N,حاشیه,ciumhais
398,Kante::N,لبه,corr
399,Kante::N,لبه,colbha
400,Ecke::N,گوشه,coirnéal
401,Spitze::N,سر,gob
402,Spitze::N,سر,barr
403,Spitze::N,نوک,gob
404,Spitze::N,نوک,barr
405,Ende::N,ته,ceann
406,Ende::N,ته,foirceann
407,Ende::N,آخر,ceann
408,Ende::N,آخر,foirceann
409,Loch::N,سوراخ,poll
410,Winkel::N,کنج,cúinne
411,Winkel::N,کنج,uillinn
412,Muster::N,نقش,patrún
413,Größe::N,قد,méid
414,Größe::N,قد,toise
415,Größe::N,بزرگی,méid
416,Größe::N,بزرگی,toise
417,Länge::N,طول,fad
418,Höhe::N,بلندی,airde
419,Gewicht::N,وزن,meáchan
420,Menge::N,مقدار,méid
421,Menge::N,اندازه,méid
422,Haufen::N,توده,cnap
423,Reihe::N,ردیف,líne
424,Reihe::N,ردیف,sraith
425,Boot::N,قایق,bád
426,Ruder::N,پارو,rámh
427,Ruder::N,پارو,maide rámha
428,Schlitten::N,سورتمه,carr sleamhnáin
429,Ski::N,اسکی,scí
430,Lagerfeuer::N,آتش,tine champa
431,Last::N,بار,ualach
432,Last::N,سنگینی,ualach
433,Gang::N,راه رفتن,siúlóid
434,Schritt::N,قدم,céim
435,Schritt::N,قدم,coiscéim
436,Norden::N,شمال,tuaisceart
437,Süden::N,جنوب,deisceart
438,Westen::N,غرب,iarthar
439,Osten::N,شرق,oirthear
440,Holz::N,چوب,adhmad
441,Brett::N,تخته,clár
442,Platte::N,صفحه,leac
443,Stütze::N,تکیه,taca
444,Stange::N,میله,polla
445,Stange::N,میله,cuaille
446,Stock::N,چوب,bata
447,Stock::N,چوب,maide
448,Stab::N,عصا,maide
449,Stab::N,عصا,bachall
450,Rohr::N,لوله,píopa
451,Haus::N,منزل,teach
452,Heim::N,خانه,baile
453,Heim::N,کاشانه,baile
454,Ofen::N,بخاری,sornóg
455,Fußboden::N,کف اتاق,urlár
456,Tisch::N,میز,bord
457,Tisch::N,میز,tábla
458,Stuhl::N,صندلی,cathaoir
459,Wiege::N,گهواره,cliabhán
460,Bett::N,تختخواب,leaba
461,Regal::N,قفسه,seilf
462,Kiste::N,صندوق,bosca
463,Fenster::N,پنجره,fuinneoig
464,Tür::N,در,doras
465,Tür::N,درب,doras
466,Tor::N,دروازه,geata
467,Zaun::N,حصار,fál
468,Zaun::N,حصار,claí
469,Dach::N,بام,díon
470,Leiter::N,نردبان,dréimire
471,Besen::N,جارو,scuab
472,Spaten::N,بیل,spád
473,Spaten::N,بیل,rámhainn
474,Schaufel::N,بیل,sluasaid
475,Schaufel::N,پارو,sluasaid
476,Gabel::N,چنگال,forc
477,Gabel::N,چنگال,gabhlóg
478,Löffel::N,قاشق,spúnóg
479,Messer::N,کارد,scian
480,Nagel::N,میخ,tairne
481,Netz::N,تور,líon
482,Netz::N,تور,eangach
483,Netz::N,شبکه,líon
484,Netz::N,شبکه,eangach
485,Haken::N,قلاب,croch
486,Griff::N,دسته,cos
487,Griff::N,دسته,hanla
488,Schloss::N,قفل,glas
489,Bild::N,عکس,pictiúr
490,Bild::N,تصویر,pictiúr
491,Figur::N,تندیس,fíor
492,Puppe::N,عروسک,bábóg
493,Beutel::N,کیسه,mála
494,Beutel::N,کیسه,mealbhóg
495,Bündel::N,بسته,beart
496,Tasche::N,کیف,mála
497,Eimer::N,سطل,buicéad
498,Deckel::N,در,clár
499,Deckel::N,در,claibín
500,Geschirr::N,ظرف,soithí
501,Geschirr::N,ظرف,gréithe
502,Sack::N,گونی,sac
503,Sack::N,گونی,mála
504,Tasse::N,فنجان,cupán
505,Topf::N,دیگ,pota
506,Topf::N,قابلمه,pota
507,Kessel::N,دیگ,citeal
508,Essen::N,خوراک,béile
509,Nahrung::N,غذا,bia
510,Speise::N,خوراک,mias
511,Fleisch::N,گوشت,feoil
512,Getreide::N,غله,grán
513,Getreide::N,غله,arbhar
514,Brei::N,فرنی,brúitín
515,Brei::N,حریره,brúitín
516,Brot::N,نان,arán
517,Scheibe::N,قاچ,píosa
518,Scheibe::N,قاچ,slisne
519,Scheibe::N,لزگه,píosa
520,Scheibe::N,لزگه,slisne
521,Fett::N,چربی,saill
522,Fett::N,چربی,méathras
523,Butter::N,کره,im
524,Öl::N,روغن,ola
525,Salz::N,نمک,salann
526,Suppe::N,آش,sú
527,Suppe::N,آش,anraith
528,Suppe::N,سوپ,sú
529,Suppe::N,سوپ,anraith
530,Honig::N,عسل,mil
531,Milch::N,شیر,bainne
532,Tee::N,چای,tae
533,Leder::N,چرم,leathar
534,Wolle::N,پشم,olann
535,Stoff::N,پارچه,éadach
536,Nadel::N,سوزن,snáthaid
537,Faden::N,نخ,snáth
538,Knopf::N,دکمه,cnaipe
539,Knoten::N,گره,snaidhm
540,Farbe::N,رنگ,péint
541,Kleidung::N,لباس,éadaí
542,Kleidung::N,پوشاک,éadaí
543,Hemd::N,پیراهن,léine
544,Kragen::N,یقه,bóna
545,Ärmel::N,آستین,muinchille
546,Hose::N,شلوار,bríste
547,Hose::N,شلوار,treabhsar
548,Gürtel::N,کمر‌بند,crios
549,Mütze::N,کلاه,caipín
550,Schuh::N,کفش,bróg
551,Stiefel::N,چکمه,buatais
552,Ring::N,حلقه,fáinne
553,Ring::N,انگشتر,fáinne
554,Band::N,نوار,ribín
555,Band::N,روبان,ribín
556,Kamm::N,شانه,cíor
557,Spiegel::N,آینه,scáthán
558,Riemen::N,تسمه,iall
559,Riemen::N,تسمه,strapa
560,Schnur::N,ریسمان,téad
561,Schnur::N,ریسمان,sreangán
562,Leine::N,قلاده,iall
563,Decke::N,پتو,pluid
564,Decke::N,پتو,blaincéad
565,Kissen::N,بالش,piliúr
566,Kissen::N,بالش,adhartán
567,Tuch::N,شال,scaif
568,Handtuch::N,حوله,tuáille
569,Kraft::N,نیرو,fórsa
570,Stärke::N,زور,neart
571,Gesundheit::N,سلامتی,sláinte
572,Gesundheit::N,تندرستی,sláinte
573,Krankheit::N,بیماری,tinneas
574,Krankheit::N,بیماری,breoiteacht
575,Schmerz::N,درد,pian
576,Wunde::N,زخم,goin
577,Fieber::N,تب,fiabhras
578,Arznei::N,دارو,cógas
579,Brücke::N,پل,droichead
580,Brunnen::N,چاه,tobar
581,Weide::N,چراگاه,féarach
582,Pfad::N,راه,cosán
583,Pfad::N,راه,conair
584,Weg::N,راه,slí
585,Weg::N,راه,bealach
586,Weg::N,طریق,slí
587,Weg::N,طریق,bealach
588,Straße::N,راه,bóthar
589,Straße::N,جاده,bóthar
590,Dorf::N,ده,sráidbhaile
591,Dorf::N,روستا,sráidbhaile
592,Stadt::N,شهر,baile
593,Stadt::N,شهر,cathair
594,Brief::N,نامه,litir
595,Buch::N,کتاب,cín
596,Buch::N,کتاب,leabhar
597,Buchstabe::N,حرف,litir
598,Zeitung::N,روزنامه,nuachtán
599,Leben::N,عمر,saol
600,Leben::N,عمر,beatha
601,Leben::N,زندگی,saol
602,Leben::N,زندگی,beatha
603,Tod::N,مرگ,bás
604,Grab::N,گور,uaigh
605,Grab::N,مزار,uaigh
606,Kirche::N,کلیسا,eaglais
607,Sünde::N,بزه,peaca
608,Sünde::N,گناه,peaca
609,Gott::N,خدا,dia
610,Arbeiter::N,کارگر,oibrí
611,Chef::N,رئیس,saoiste
612,Chef::N,رئیس,ceannasaí
613,Meister::N,استاد,máistir
614,Arzt::N,پزشک,lia
615,Arzt::N,پزشک,dochtúir
616,Lehrer::N,معلم,oide
617,Lehrer::N,معلم,múinteoir
618,Lehrer::N,آموزگار,oide
619,Lehrer::N,آموزگار,múinteoir
620,Geld::N,پول,airgead
621,Geschäft::N,کار,gnó
622,Geschäft::N,بیزنس,gnó
623,Laden::N,دکان,siopa
624,Laden::N,مغازه,siopa
625,Preis::N,بها,praghas
626,Preis::N,قیمت,praghas
627,Ware::N,جنس,earra
628,Ware::N,کالا,earra
629,Nutzen::N,مزیت,tairbhe
630,Nutzen::N,امتیاز,tairbhe
631,Reichtum::N,مال,rachmas
632,Reichtum::N,مال,saibhreas
633,Reichtum::N,ثروت,rachmas
634,Reichtum::N,ثروت,saibhreas
635,Welt::N,دنیا,domhan
636,Land::N,کشور,tír
637,Land::N,مملکت,tír
638,Staat::N,دولت,stát
639,König::N,شاه,rí
640,König::N,پادشاه,rí
641,Macht::N,قدرت,cumhacht
642,Macht::N,اختیار,cumhacht
643,Grenze::N,مرز,críoch
644,Grenze::N,مرز,teorainn
645,Krieg::N,جنگ,cogadh
646,Feind::N,دشمن,namhaid
647,Gewalt::N,زور,foréigean
648,Gewalt::N,خشونت,foréigean
649,Kampf::N,نبرد,troid
650,Kampf::N,مبارزه,troid
651,Bogen[Waffe]::N,کمان,bogha
652,Pfeil::N,تیر,saighead
653,Gewehr::N,تفنگ,gunna
654,Fehler::N,غلط,botún
655,Fehler::N,غلط,meancóg
656,Fehler::N,اشتباه,botún
657,Fehler::N,اشتباه,meancóg
658,Lüge::N,دروغ,bréag
659,Lüge::N,دروغ,éitheach
660,Schaden::N,آسیب,dochar
661,Schaden::N,آسیب,damáiste
662,Schaden::N,خسارت,dochar
663,Schaden::N,خسارت,damáiste
664,Unglück::N,بلا,drochrath
665,Schuld::N,گناه,locht
666,Schuld::N,گناه,milleán
667,Schuld::N,تقصیر,locht
668,Schuld::N,تقصیر,milleán
669,Alter::N,سن,aois
670,Alter::N,عمر,aois
671,Schluss::N,انتها,deireadh
672,Zeit::N,وقت,am
673,Zeit::N,وقت,aimsir
674,Zeit::N,زمان,am
675,Zeit::N,زمان,aimsir
676,Tag::N,روز,lá
677,Morgen::N,صبح,maidin
678,Mittag::N,ظهر,nóin
679,Abend::N,شب,tráthnóna
680,Abend::N,عصر,tráthnóna
681,Nacht::N,شب,oíche
682,Woche::N,هفته,seachtain
683,Monat::N,ماه,mí
684,Jahr::N,سال,bliain
685,Frühling::N,بهار,earrach
686,Sommer::N,تابستان,samhradh
687,Herbst::N,پاییز,fómhar
688,Winter::N,زمستان,geimhreadh
689,Januar::N,ژانویه,Eanáir
690,Februar::N,فوریه,Feabhra
691,März::N,مارس,Márta
692,April::N,آوریل,Aibreán
693,Mai::N,مه,Bealtaine
694,Juni::N,ژوئن,Meitheamh
695,Juli::N,ژویه,Iúil
696,August::N,اوت,Lúnasa
697,September::N,سپتامبر,Meán Fómhair
698,Oktober::N,اکتبر,Deireadh Fómhair
699,November::N,نوامبر,Samhain
700,November::N,نوامبر,Mí na Samhna
701,Dezember::N,دسامبر,Mí na Nollag
702,Montag::N,دو‌شنبه,Luan
703,Montag::N,دو‌شنبه,Dé Luain
704,Dienstag::N,سه‌شنبه,Máirt
705,Dienstag::N,سه‌شنبه,Dé Máirt
706,Mittwoch::N,چهار‌شنبه,Céadaoin
707,Mittwoch::N,چهار‌شنبه,Dé Céadaoin
708,Donnerstag::N,پنج شنبه,Déardaoin
709,Freitag::N,جمعه,Aoine
710,Freitag::N,جمعه,Dé hAoine
711,Samstag::N,شنبه,Satharn
712,Samstag::N,شنبه,Dé Sathairn
713,Sonntag::N,یکشنبه,Domhnach
714,Sonntag::N,یکشنبه,Dé Domhnaigh
715,groß::A,بزرگ,mór
716,klein::A,کوچک,beag
717,lang::A,بلند,fada
718,kurz::A,کوتاه,gearr
719,kurz::A,کوتاه,gairid
720,breit::A,پهن,leathan
721,breit::A,پهن,fairsing
722,schmal::A,تنگ,cúng
723,schmal::A,نازک,cúng
724,dicht::A,چگال,dlúth
725,dicht::A,انبوه,dlúth
726,dick[Gegenstand]::A,ضخیم,tiubh
727,dünn::A,نازک,caol
728,dünn::A,نازک,tanaí
729,fein::A,ریز,scáinte
730,fein::A,ریز,fíneálta
731,fein::A,باریک,scáinte
732,fein::A,باریک,fíneálta
733,fest::A,محکم,daingean
734,flach::A,صاف,cothrom
735,flach::A,مسطح,cothrom
736,glatt::A,لیز,mín
737,glatt::A,لیز,sleamhain
738,hart::A,سفت,crua
739,weich::A,نرم,bog
740,weich::A,ملایم,bog
741,rund::A,گرد,cruinn
742,spitz::A,تیز,gobach
743,spitz::A,تیز,biorach
744,spitz::A,نوک‌تیز,gobach
745,spitz::A,نوک‌تیز,biorach
746,scharf::A,تیز,géar
747,scharf::A,تیز,faobhrach
748,scharf::A,برنده,géar
749,scharf::A,برنده,faobhrach
750,stumpf::A,کند,maol
751,schwer::A,سنگین,trom
752,schön::A,زیبا,álainn
753,heiß::A,داغ,te
754,warm::A,گرم,te
755,kalt::A,سرد,fuar
756,kühl::A,خنک,fionnuar
757,frisch::A,تازه,úr
758,frisch::A,تازه,friseáilte
759,feucht::A,مرطوب,tais
760,nass::A,تر,fliuch
761,nass::A,خیش,fliuch
762,trocken::A,خشک,tirim
763,voll::A,پر,lán
764,leer::A,خالی,folamh
765,offen::A,باز,oscailte
766,geschlossen::A,بسته,dúnta
767,geschlossen::A,بسته,druidte
768,sauber::A,پاک,glan
769,sauber::A,تمیز,glan
770,schmutzig::A,کثیف,salach
771,schmutzig::A,آلوده,salach
772,roh::A,خام,amh
773,reif::A,رسیده,aibí
774,lecker::A,لذیذ,blasta
775,lecker::A,خوشمزه,blasta
776,süß::A,شیرین,milis
777,bitter::A,تلخ,searbh
778,sauer::A,ترش,géar
779,sauer::A,ترش,searbh
780,hell::A,روشن,geal
781,hell::A,روشن,soilseach
782,dunkel::A,تاریک,dorcha
783,schwarz::A,سیاه,dubh
784,weiß::A,سفید,bán
785,rot::A,سرخ,dearg
786,rot::A,قرمز,dearg
787,gelb::A,زرد,buí
788,blau::A,آبی,gorm
789,grün::A,سبز,glas
790,grün::A,سبز,uaine
791,grau::A,طوسی,liath
792,grau::A,خاکستری,liath
793,bunt::A,رنگارنگ,ildathach
794,bunt::A,رنگارنگ,dathannach
795,billig::A,ارزان,saor
796,teuer::A,گران,daor
797,teuer::A,گران,costasach
798,wertvoll::A,قیمتی,luachmhar
799,wertvoll::A,گرانبها,luachmhar
800,blind::A,کور,dall
801,blind::A,کور,caoch
802,blind::A,نابینا,dall
