,Concept_ID,ko,is
110,Gipfel::N,졀졍,tindur
111,Höhle::N,공동,hellir
112,Abhang::N,몰매,hlíð
113,Abhang::N,몰매,brekka
114,Quelle::N,근원,lind
115,Quelle::N,근원,uppspretta
116,Bach::N,내,lækur
117,Fluss::N,강,á
118,Fluss::N,강,fljót
119,Ufer::N,강변,árbakki
120,Ufer::N,강변,sjávarbakki
121,Ufer::N,바닷가,árbakki
122,Ufer::N,바닷가,sjávarbakki
123,Küste::N,해변,strönd
124,Küste::N,해변가,strönd
125,Festland::N,본토,meginland
126,Meer::N,바다,haf
127,Meer::N,바다,sjór
128,Bucht::N,협만,vík
129,Insel::N,섬,eyja
130,Blume::N,꽃,blóm
131,Gras::N,풀,gras
132,Wurzel::N,뿌리,rót
133,Baum::N,나무,tré
134,Stamm::N,대,stofn
135,Rinde::N,나무껍질,börkur
136,Ast::N,가지,grein
137,Zweig::N,가지,angi
138,Zweig::N,가지,kvistur
139,Blatt::N,잎,blað
140,Birke::N,자작나무,birki
141,Kiefer[Baum]::N,소나무,fura
142,Weide[Baum]::N,쉬양버들,víðir
143,Tanne::N,전나무,greni
144,Horn::N,뿔,horn
145,Feder::N,깃털,fjöður
146,Fell::N,피혁모피,skinn
147,Flügel::N,날개,vængur
148,Klaue::N,갈고리 발톺,kló
149,Kralle::N,발툭,kló
150,Schwanz::N,꼬리,rófa
151,Schwanz::N,꼬리,skott
152,Ei::N,알,egg
153,Nest::N,보금자리,hreiður
154,Bau::N,굴,greni
155,Bau::N,굴,bæli
156,Tier::N,짐승,dýr
157,Herde::N,가축의떼,hjörð
158,Kuh::N,암소,kýr
159,Bulle::N,황소,boli
160,Pferd::N,말,hestur
161,Schaf::N,양,kind
162,Schwein::N,돼지,svín
163,Hund::N,개,hundur
164,Katze::N,고양이,köttur
165,Bär::N,콤,björn
166,Eichhörnchen::N,다람쥐,íkorni
167,Elch::N,고라니,elgur
168,Fuchs::N,여우,refur
169,Hase::N,토끼,héri
170,Maus::N,쥐,mús
171,Wolf::N,늑대,úlfur
172,Vogel::N,새,fugl
173,Schwarm::N,뗴,sægur
174,Huhn::N,암탉,hæna
175,Hahn::N,수탉,hani
176,Gans::N,거위,gæs
177,Adler::N,수리,örn
178,Ente::N,오리,önd
179,Eule::N,부엉이,uggla
180,Kranich::N,두루미,trana
181,Krähe::N,까마귀,kráka
182,Kuckuck::N,뻐꾸기,gaukur
183,Schwan::N,배조,svanur
184,Fisch::N,물고기,fiskur
185,Barsch::N,농어,aborri
186,Hecht::N,에속스,gedda
187,Schlange[Tier]::N,뱀,naðra
188,Wurm::N,벌레,ormur
189,Spinne::N,거미,kónguló
190,Ameise::N,개미,maur
191,Laus::N,이,lús
192,Mücke::N,모기,mý
193,Mücke::N,모기,mýfluga
194,Fliege::N,날기,fluga
195,Schmetterling::N,나비,fiðrildi
196,Beere::N,장과,ber
197,Apfel::N,사과,epli
198,Pilz::N,고방이,sveppur
199,Zwiebel::N,양파,laukur
200,Saat::N,씨,fræ
201,Saat::N,씨,útsæði
202,Korn::N,알맹이,korn
203,Heu::N,건초,hey
204,Schale::N,피상,hýði
205,Falle::N,함정,gildra
206,Schlinge::N,올가미,snara
207,Schlinge::N,멜빵붕대,snara
208,Spur::N,발지국,spor
209,Asche::N,재,aska
210,Dreck::N,똥,óþverri
211,Dreck::N,오물,óþverri
212,Eisen::N,쇠,járn
213,Eisen::N,철,járn
214,Gold::N,항금,gull
215,Silber::N,은,silfur
216,Kohle::N,슻,kol
217,Glas::N,유리,gler
218,Lehm::N,찰흙,leir
219,Sand::N,모래,sandur
220,Mensch::N,사람,maður
221,Mensch::N,사람,manneskja
222,Mann::N,남자,maður
223,Mann::N,남자,karlmaður
224,Frau::N,여자,kona
225,Kind::N,아이,barn
226,Kind::N,아이,krakki
227,Junge::N,소녁,drengur
228,Mädchen::N,소녀,stelpa
229,Familie::N,가족,fjölskylda
230,Großvater::N,할아버지,afi
231,Großmutter::N,할머니,amma
232,Eltern::N,어버오,foreldrar
233,Vater::N,아버지,faðir
234,Mutter::N,어머니,móðir
235,Sohn::N,아들,sonur
236,Tochter::N,딸기,dóttir
237,Bruder::N,형제,bróðir
238,Schwester::N,누이,systir
239,Onkel::N,백부,föðurbróðir
240,Tante::N,아주머니,frænka
241,Tante::N,아주머니,móðursystir
242,Ehemann::N,남편,eiginmaður
243,Ehefrau::N,아내,eiginkona
244,Freude::N,기쁨,gleði
245,Gelächter::N,웃음,hlátur
246,Glück::N,즐거움,gæfa
247,Kummer::N,슬픔,sorg
248,Wunsch::N,소망,ósk
249,Geist::N,할기,andi
250,Gedanke::N,상념,hugsun
251,Gedächtnis::N,기억,minni
252,Verstand::N,분별,vit
253,Verstand::N,지능,vit
254,Sinn::N,센스,merking
255,Grund::N,까닭,ástæða
256,Wahrheit::N,참,sannleikur
257,Wahrheit::N,진실,sannleikur
258,Gespräch::N,대화,samtal
259,Märchen::N,동화,ævintýri
260,Erzählung::N,이야기,saga
261,Neuigkeit::N,뉴스,frétt
262,Name::N,이름,nafn
263,Rätsel::N,수수께끼,gáta
264,Rede::N,연설,ræða
265,Sprache::N,말,mál
266,Sprache::N,말,tungumál
267,Stimme::N,목소리,rödd
268,Wort::N,낱말,orð
269,Zeichen::N,신호,tákn
270,Zeichen::N,신호,merki
271,Ruf::N,부름,kall
272,Lärm::N,소동,hávaði
273,Laut::N,음성,hljóð
274,Ton::N,목소리,tónn
275,Lied::N,노래,ljóð
276,Lied::N,노래,söngur
277,Ruhe::N,쉼,ró
278,Ruhe::N,쉼,kyrrð
279,Leute::N,사람들,fólk
280,Volk::N,국중,þjóð
281,Arbeit::N,근로,vinna
282,Arbeit::N,너무,vinna
283,Gast::N,손님,gestur
284,Geschenk::N,행하,gjöf
285,Spiel::N,무리,leikur
286,Gesellschaft::N,교제,selskapur
287,Hilfe::N,거들음,hjálp
288,Hilfe::N,보좌,hjálp
289,Freund::N,친구,vinur
290,Kamerad::N,동실자,félagi
291,Angelegenheit::N,용무,mál
292,Angelegenheit::N,용무,málefni
293,Anzahl::N,어떤,tala
294,Anzahl::N,어떤,fjöldi
295,Anzahl::N,수,tala
296,Anzahl::N,수,fjöldi
297,Art::N,정류,tegund
298,Stück::N,일부분,biti
299,Stück::N,일부분,stykki
300,Teil::N,몱,hluti
301,Teil::N,몱,partur
302,Teil::N,구훠,hluti
303,Teil::N,구훠,partur
304,Hälfte::N,2분의,helmingur
305,Kreis::N,고리,hringur
306,Kreuz::N,열십자,kross
307,Kreuz::N,열십자,krossmark
308,Linie::N,선,lína
309,Strich::N,스침,strik
310,Abstand::N,거리,millibil
311,Entfernung::N,거리,fjarlægð
312,Gegend::N,곳,hérað
313,Gegend::N,부금,hérað
314,Platz::N,장소,pláss
315,Ort::N,장소,staður
316,Seite::N,옆면,hlið
317,Mitte::N,궁간,miðja
318,Gegenstand::N,항목,hlutur
319,Sache::N,뭉에,mál
320,Rand::N,가,brún
321,Kante::N,귀퉁,rönd
322,Ecke::N,구석,horn
323,Spitze::N,끝,oddur
324,Spitze::N,참단,oddur
325,Ende::N,말당,endi
326,Loch::N,빙옷,gat
327,Loch::N,빙옷,hola
328,Winkel::N,각도,skot
329,Winkel::N,각도,krókur
330,Muster::N,본,munstur
331,Muster::N,견복,munstur
332,Größe::N,신장,stærð
333,Länge::N,길이긺,lengd
334,Höhe::N,높이,hæð
335,Gewicht::N,추,vigt
336,Gewicht::N,추,þyngd
337,Menge::N,수양,magn
338,Haufen::N,퇴적,hrúga
339,Haufen::N,퇴적,haugur
340,Reihe::N,열,röð
341,Boot::N,보트,bátur
342,Ruder::N,노,ár
343,Schlitten::N,썰매,sleði
344,Ski::N,스키,skíði
345,Lagerfeuer::N,캠프의 모닥불,varðeldur
346,Last::N,무거운짐,byrði
347,Last::N,무거운짐,farmur
348,Gang::N,걸음,ganga
349,Schritt::N,보조,skref
350,Norden::N,북쪽 ,norður
351,Süden::N,남쪽,suður
352,Westen::N,서쪽,vestur
353,Osten::N,동쪽,austur
354,Holz::N,목재,viður
355,Brett::N,마루널,fjöl
356,Platte::N,탤,flötur
357,Platte::N,금속판,flötur
358,Stütze::N,버팀목,stoð
359,Stange::N,장대,stöng
360,Stock::N,막대기,prik
361,Stock::N,막대기,stafur
362,Stab::N,작대기,prik
363,Stab::N,작대기,stafur
364,Rohr::N,갈대,rör
365,Rohr::N,갈대,pípa
366,Haus::N,집,hús
367,Heim::N,집,heimili
368,Ofen::N,아궁이,ofn
369,Fußboden::N,마루,gólf
370,Tisch::N,탁자,borð
371,Stuhl::N,의자,stóll
372,Wiege::N,발상지,vagga
373,Bett::N,침대,rúm
374,Bett::N,침대,hvíla
375,Regal::N,서가,hilla
376,Kiste::N,짐궤,kassi
377,Fenster::N,눔,gluggi
378,Tür::N,문,dyr
379,Tür::N,문,hurð
380,Tor::N,대문,hlið
381,Zaun::N,담장,girðing
382,Zaun::N,담장,limgarður
383,Dach::N,지붕,þak
384,Leiter::N,사닥다리,stigi
385,Besen::N,비,sópur
386,Spaten::N,가래,spaði
387,Schaufel::N,삽,skófla
388,Gabel::N,갈래,gaffall
389,Löffel::N,숟가락,skeið
390,Messer::N,나이프,hnífur
391,Nagel::N,발툽,nögl
392,Netz::N,그물,net
393,Haken::N,갈고리,krókur
394,Griff::N,움켜쥠,tak
395,Schloss::N,자물쇠,lás
396,Bild::N,그림,mynd
397,Figur::N,몸메,stytta
398,Puppe::N,인형,brúða
399,Beutel::N,클,poki
400,Beutel::N,클,baggi
401,Bündel::N,자근다발,böggull
402,Tasche::N,가방,veski
403,Eimer::N,동이,fata
404,Deckel::N,뚜껑,lok
405,Geschirr::N,식시,leirtau
406,Sack::N,조갑,sekkur
407,Tasse::N,차잔,bolli
408,Topf::N,단지,pottur
409,Kessel::N,주전자,ketill
410,Essen::N,먹기,matur
411,Nahrung::N,식료,fæða
412,Speise::N,음식물,réttur
413,Speise::N,음식물,matarréttur
414,Fleisch::N,고기,kjöt
415,Getreide::N,곡물,korn
416,Brei::N,젤리,grautur
417,Brot::N,빵,brauð
418,Scheibe::N,원반,sneið
419,Fett::N,기름,fita
420,Butter::N,버터,smjör
421,Öl::N,올리브유,olía
422,Salz::N,소금,salt
423,Suppe::N,국,súpa
424,Suppe::N,수프,súpa
425,Honig::N,감미,hunang
426,Milch::N,유즙,mjólk
427,Tee::N,차,te
428,Leder::N,가죽,skinn
429,Wolle::N,양털,ull
430,Stoff::N,패료,dúkur
431,Nadel::N,바늘,nál
432,Faden::N,콘실,þráður
433,Knopf::N,단추,tala
434,Knopf::N,단추,hnappur
435,Knoten::N,곁절,hnútur
436,Farbe::N,색,málning
437,Kleidung::N,옷입기,búningur
438,Kleidung::N,옷입기,klæðnaður
439,Hemd::N,속옷,skyrta
440,Kragen::N,깃,kragi
441,Kragen::N,깃,flibbi
442,Ärmel::N,소매,ermi
443,Hose::N,바지,buxur
444,Gürtel::N,밴드,belti
445,Mütze::N,모자,húfa
446,Schuh::N,구두,skór
447,Stiefel::N,장화,stígvél
448,Ring::N,고리,hringur
449,Band::N,리본,band
450,Kamm::N,빗,greiða
451,Spiegel::N,거울,spegill
452,Riemen::N,가죽끈,ól
453,Riemen::N,가죽끈,reim
454,Schnur::N,밧줄,snúra
455,Leine::N,고삐줄,band
456,Decke::N,이부자리,teppi
457,Kissen::N,깔개,koddi
458,Tuch::N,천,klútur
459,Handtuch::N,수건,þurrka
460,Handtuch::N,수건,handklæði
461,Kraft::N,세력,afl
462,Kraft::N,세력,kraftur
463,Stärke::N,힘,styrkur
464,Gesundheit::N,위생,heilsa
465,Gesundheit::N,위생,heilbrigði
466,Krankheit::N,병,sjúkdómur
467,Schmerz::N,아픔고통,sársauki
468,Wunde::N,상처,sár
469,Fieber::N,열별,hitasótt
470,Arznei::N,약,lyf
471,Brücke::N,교량,brú
472,Brunnen::N,원천,brunnur
473,Weide::N,목장,hagi
474,Pfad::N,좁은길,stígur
475,Weg::N,길,vegur
476,Straße::N,길,gata
477,Straße::N,길,stræti
478,Dorf::N,촌,þorp
479,Dorf::N,촌락,þorp
480,Stadt::N,도시,borg
481,Brief::N,서한,bréf
482,Buch::N,책,bók
483,Buchstabe::N,문자,bókstafur
484,Zeitung::N,신문,dagblað
485,Leben::N,삶,líf
486,Tod::N,죽음,dauði
487,Grab::N,무덤,gröf
488,Kirche::N,교회,kirkja
489,Sünde::N,부정,synd
490,Gott::N,하느님,guð
491,Arbeiter::N,일하는사람,verkamaður
492,Chef::N,사장,yfirmaður
493,Meister::N,명인,meistari
494,Meister::N,대가,meistari
495,Arzt::N,의사,læknir
496,Lehrer::N,교사,kennari
497,Geld::N,돈,peningar
498,Geschäft::N,일,viðskipti
499,Laden::N,가게,búð
500,Laden::N,가게,verslun
501,Preis::N,가격,verð
502,Ware::N,상품,vara
503,Nutzen::N,이익,gagn
504,Reichtum::N,많음,auður
505,Welt::N,세상,veröld
506,Land::N,지방,land
507,Staat::N,국가,ríki
508,König::N,국왕,konungur
509,Macht::N,힘,vald
510,Grenze::N,국경,landamæri
511,Krieg::N,전쟁,stríð
512,Feind::N,적,fjandmaður
513,Gewalt::N,권력,ofbeldi
514,Kampf::N,전투,bardagi
515,Bogen[Waffe]::N,활,bogi
516,Pfeil::N,화살,ör
517,Gewehr::N,무기,byssa
518,Fehler::N,오류,villa
519,Lüge::N,거짓말,lygi
520,Schaden::N,손상,skemmd
521,Unglück::N,불행,óhamingja
522,Schuld::N,부채,sök
523,Alter::N,연령,aldur
524,Schluss::N,마감,lok
525,Schluss::N,마감,endir
526,Zeit::N,때,tími
527,Zeit::N,시간,tími
528,Tag::N,하루,dagur
529,Morgen::N,이침,morgunn
530,Mittag::N,대낮,hádegi
531,Abend::N,저녁,kvöld
532,Nacht::N,밤,nótt
533,Woche::N,근무일,vika
534,Monat::N,달,mánuður
535,Jahr::N,해,ár
536,Frühling::N,봄,vor
537,Sommer::N,여름,sumar
538,Herbst::N,가을,haust
539,Winter::N,겨울,vetur
540,Januar::N,일월,janúar
541,Februar::N,이월,február
542,März::N,삼월,mars
543,April::N,사월,apríl
544,Mai::N,오월,maí
545,Juni::N,유월,júní
546,Juli::N,칠월,júlí
547,August::N,팔월,ágúst
548,September::N,구월,september
549,Oktober::N,시월,október
550,November::N,십일월,nóvember
551,Dezember::N,십이월,desember
552,Montag::N,월요일,mánudagur
553,Dienstag::N,화요일,þriðjudagur
554,Mittwoch::N,수요일,miðvikudagur
555,Donnerstag::N,모교일,fimmtudagur
556,Freitag::N,그묘일,föstudagur
557,Samstag::N,토요일,laugardagur
558,Sonntag::N,일요일,sunnudagur
559,groß::A,큰,stór
560,klein::A,자근,lítill
561,lang::A,긴,langur
562,kurz::A,짧은,stuttur
563,breit::A,넓은,breiður
564,schmal::A,좁은,mjór
565,dicht::A,농밀한,þéttur
566,dick[Gegenstand]::A,두꺼운,þykkur
567,dünn::A,얇은,þunnur
568,fein::A,미세한,fíngerður
569,fest::A,굳은,fastur
570,flach::A,얕은,flatur
571,glatt::A,반들반들한,háll
572,glatt::A,반들반들한,sléttur
573,hart::A,굳은,harður
574,weich::A,연한,mjúkur
575,rund::A,둥근,kringlóttur
576,spitz::A,뾰족한,oddhvass
577,scharf::A,날카로운,beittur
578,stumpf::A,무딘,bitlaus
579,schwer::A,무거운,þungur
580,schön::A,멋진,fagur
581,schön::A,멋진,fallegur
582,heiß::A,뜨거운,heitur
583,warm::A,따뜻한,hlýr
584,warm::A,따뜻한,heitur
585,kalt::A,찬,kaldur
586,kühl::A,서늘한,svalur
587,frisch::A,신선한,frískur
588,feucht::A,축축한,rakur
589,feucht::A,축축한,þvalur
590,nass::A,젖은,votur
591,nass::A,젖은,blautur
592,trocken::A,마른,þurr
593,voll::A,완전한,fullur
594,leer::A,빈,tómur
595,offen::A,열린,opinn
596,geschlossen::A,닫힌,lokaður
597,sauber::A,깨끗한,þrifinn
598,schmutzig::A,더러운,óhreinn
599,schmutzig::A,더러운,sóðalegur
600,roh::A,날게잇의,hrár
601,reif::A,이근,þroskaður
602,lecker::A,맛있는,ljúffengur
603,süß::A,단,sætur
604,bitter::A,찌르는듯한,beiskur
605,sauer::A,산성의,súr
606,hell::A,밝은,bjartur
607,dunkel::A,어두운,dimmur
608,schwarz::A,검은,svartur
609,weiß::A,하얀,hvítur
610,rot::A,붉은,rauður
611,gelb::A,황색,gulur
612,blau::A,푸른,blár
613,grün::A,녹색의,grænn
614,grau::A,회색의,grár
615,bunt::A,알록달록한,marglitur
616,billig::A,싼,ódýr
617,teuer::A,값비산,dýr
618,wertvoll::A,가치가많은,verðmætur
619,blind::A,눈먼,blindur
620,taub::A,무감간한,heyrnarlaus
621,kräftig::A,강장한,öflugur
622,stark::A,강한,sterkur
623,schwach::A,약한,veill
624,fett::A,실찐,feitur
625,schlank::A,호리호리한,grannur
626,schlank::A,호리호리한,spengilegur
627,hübsch::A,예쁜,snotur
628,hübsch::A,예쁜,laglegur
629,böse::A,나쁜,illur
630,böse::A,나쁜,vondur
631,dumm::A,어리석은,heimskur
632,faul::A,너덜너덜한,latur
633,fleißig::A,근면한,iðinn
634,geizig::A,인색한,nískur
635,geschickt::A,교묘한,fimur
636,geschickt::A,교묘한,laginn
637,lieb::A,친애하는,kær
638,lieb::A,친애하는,ljúfur
639,lustig::A,유쾌한,kátur
640,sanft::A,온화한,blíður
641,hungrig::A,배고픈,soltinn
642,hungrig::A,배고픈,hungraður
643,krank::A,병든,sjúkur
644,nackt::A,벌거벗은,nakinn
645,traurig::A,슬픈,dapur
646,traurig::A,슬픈,hryggur
647,lebendig::A,살아있는,lifandi
648,gut::A,좋은,góður
649,schlecht::A,나쁜,slæmur
650,schlecht::A,나쁜,lélegur
651,richtig::A,바른,réttur
652,schlimm::A,못된,slæmur
653,wahr::A,참된,sannur
654,alt::A,늙은,gamall
655,neu::A,새,nýr
656,ehemalig::A,전의,fyrrverandi
657,alt[Lebewesen]::A,낡은,gamall
658,jung::A,젊은,ungur
659,arm::A,가난한,vesall
660,arm::A,가난한,fátækur
661,reich::A,풍부한,ríkur
662,reich::A,풍부한,auðugur
663,bekannt::A,저명한,kunnugur
664,berühmt::A,유명한,frægur
665,fremd::A,타처이,framandi
666,fremd::A,타처이,ókunnugur
667,verschieden::A,따른,ýmis
668,nah::A,가까운,nálægur
669,fern::A,먼,fjarri
670,fern::A,먼,fjarlægur
671,linker::A,왼쭉의,vinstri
672,rechter::A,오른쪽의,hægri
673,anderer::A,다른,annar
674,erster::A,첫째,fyrsti
675,zweiter::A,둘째,annar
676,dritter::A,셋째,þriðji
677,letzter::A,의후자의,síðasti
678,allein::ADV,훌로,einn
679,allein::ADV,훌로,aleinn
680,auf einmal::ADV,갑자기,allt í einu
681,zusammen::ADV,모아서,saman
682,lange::ADV,오래,lengi
683,plötzlich::ADV,둘연한,skyndilega
684,sofort::ADV,즉시,strax
685,sofort::ADV,즉시,þegar í stað
686,später::ADV,보다늦은,seinna
687,jetzt::ADV,목하,nú
688,jetzt::ADV,목하,núna
689,heute::ADV,오늘,í dag
690,morgen::ADV,내일,á morgun
691,bald::ADV,곱,brátt
692,bald::ADV,곱,bráðum
693,dann::ADV,그경우에,svo
694,dann::ADV,그경우에,síðan
695,gestern::ADV,어제,í gær
696,einst::ADV,옛날에,forðum
697,damals::ADV,그때에,þá
698,damals::ADV,그때에,á þeim tímum
699,danach::ADV,그 뒤에,á eftir því
700,vorher::ADV,미리,áður
701,zuerst::ADV,최초로,fyrst
702,einmal::ADV,한번,einu sinni
703,manchmal::ADV,땓대로,stundum
704,oft::ADV,땓대로,oft
705,immer::ADV,늘,alltaf
706,immer::ADV,늘,sífellt
707,niemals::ADV,결코...(하지)않다,aldrei
708,hier::ADV,여기,hér
709,hierhin::ADV,여기로,hingað
710,dort::ADV,거기,þar
711,dort::ADV,거기,þarna
712,dorthin::ADV,저기예,þangað
713,geradeaus::ADV,곧장,beint áfram
714,vorwärts::ADV,앞으로,áfram
715,rückwärts::ADV,뒤로,aftur á bak
716,zurück::ADV,제자리로,aftur
717,zurück::ADV,제자리로,til baka
718,unten::ADV,아래에,niðri
719,unten::ADV,아래에,fyrir neðan
720,hinab::ADV,아래쪽으로,niður
721,hinab::ADV,아래쪽으로,niður eftir
722,oben::ADV,위에,uppi
723,hinauf::ADV,위쪽으로,upp
724,hinauf::ADV,위쪽으로,upp eftir
725,überall::ADV,도처에,alls staðar
726,nicht::ADV,안,ekki
727,ein wenig::ADV,적음,dálítið
728,kaum::ADV,가의,varla
729,kaum::ADV,가의,tæplega
730,sehr::ADV,자주,mjög
731,so::ADV,그와같이,svo
732,so::ADV,그와같이,þannig
733,noch::ADV,아직,enn
734,noch::ADV,아직,ennþá
735,nur::ADV,다만,bara
736,nur::ADV,다만,aðeins
737,schon::ADV,이미,nú þegar
738,wieder::ADV,다시,aftur
739,wieder::ADV,다시,að nýju
740,vergebens::ADV,헛되이,árangurslaust
741,vor::PRP,앞에,fyrir
742,hinter::PRP,뒤에,bak við
743,hinter::PRP,뒤에,aftur fyrir
744,unter::PRP,잍에,undir
745,durch::PRP,통고하여,gegnum
746,neben::PRP,와나란히,hjá
747,neben::PRP,와나란히,við hliðina á
748,zwischen::PRP,의사이로,milli
749,zwischen::PRP,의사이로,á milli
750,wegen::PRP,때문에,vegna
751,dies::PRN,이,þetta
752,das::PRN,저,það
753,alles::PRN,모든것,allt
754,ich::PRN,나,ég
755,du::PRN,너,þú
756,er::PRN,그,hann
757,wir::PRN,우리,við
758,ihr::PRN,너희들,þið
759,sie::PRN,그들,þær
760,sie::PRN,그들,þeir
761,was::FPRN,뭣,hvað
762,wer::FPRN,누구,hver
763,wo::FADV,어디,hvar
764,wohin::FADV,어디로,hvert
765,wie::FADV,어떻게,hvernig
766,warum::FADV,왜,hvers vegna
767,wieviel::FNUM,얼마만큰,hve mikill
768,eins::NUM,하나,einn
769,zwei::NUM,둘,tveir
770,drei::NUM,셋,þrír
771,vier::NUM,넷,fjórir
772,fünf::NUM,다섯,fimm
773,sechs::NUM,여섯,sex
774,sieben::NUM,일곱,sjö
775,acht::NUM,여덟,átta
776,neun::NUM,아홉,níu
777,zehn::NUM,열,tíu
778,elf::NUM,열하나,ellefu
779,zwölf::NUM,열둘,tólf
780,zwanzig::NUM,스물,tuttugu
781,dreißig::NUM,서름,þrjátíu
782,vierzig::NUM,마흔,fjörutíu
783,fünfzig::NUM,숸,fimmtíu
784,sechzig::NUM,에순,sextíu
785,siebzig::NUM,일흔,sjötíu
786,achtzig::NUM,여든,áttatíu
787,neunzig::NUM,아흔,níutíu
788,hundert::NUM,백,hundrað
789,tausend::NUM,천,þúsund
790,und::CNJ,와,og
791,oder::CNJ,아니면,eða
792,stehen::V,서다,standa
793,sitzen::V,앉다,sitja
794,liegen::V,눕다,liggja
795,hängen::V,달다,hanga
796,werden::V,되다,verða
797,passieren::V,지장옶다,gerast
798,beginnen::V,시작되다,byrja
799,enden::V,큳내다,enda
800,enden::V,큳내다,lykta
801,wechseln::V,병경하다,skipta
802,aufgehen[Sonne]::V,뜨다,koma upp
803,untergehen[Sonne]::V,지다,ganga til viðar
804,scheinen[Sonne]::V,빛나다,skína
805,donnern::V,천둥치다,þruma
806,wehen::V,풀다,blása
807,strömen::V,흐르다,streyma
808,fließen::V,흐르다,fljóta
809,sich drehen::V,돌다,snúast
810,schwanken::V,동요하다,riða
811,schwanken::V,동요하다,rugga
812,schwingen::V,흔들다,sveiflast
813,fallen::V,떨어지다,falla
814,brennen::V,타다,brenna
815,rauchen::V,김이나다,reykja
816,regnen::V,비가오다,rigna
817,gefrieren::V,얼다,frjósa
818,tauen::V,녹다,þiðna
819,schmelzen::V,녹다,bráðna
820,trocknen::V,홈치다,þorna
821,sieden::V,끓다,sjóða
822,faulen::V,부패하다,rotna
823,verfaulen::V,썩다,rotna
824,reißen::V,지바찢다,rifna
825,versinken::V,가라앉다,sökkva
826,vergehen::V,지나가다,líða
827,erscheinen::V,나타나다,birtast
828,verschwinden::V,사라지다,hverfa
829,sinken::V,가라앉다,síga
830,abnehmen::V,떼어내다,lækka
831,abnehmen::V,떼어내다,minnka
