,Concept_ID,ar,hu
179,Hase::N,أرنب,nyúl
180,Maus::N,فأرة,egér
181,Wolf::N,ذئب,farkas
182,Vogel::N,طير,madár
183,Schwarm::N,سرب,raj
184,Huhn::N,دجاجة,tyúk
185,Hahn::N,ديك,kakas
186,Gans::N,وزة,lúd
187,Gans::N,وزة,liba
188,Adler::N,نسر,sas
189,Ente::N,بطة,kacsa
190,Eule::N,بوم,bagoly
191,Kranich::N,كركي,daru
192,Krähe::N,غراب,varjú
193,Kuckuck::N,وقواق,kakukk
194,Schwan::N,إوز عراقي,hattyú
195,Fisch::N,سمك,hal
196,Barsch::N,فرخ أوربي,sügér
197,Hecht::N,سمك الكراكي,csuka
198,Schlange[Tier]::N,حية,kígyó
199,Schlange[Tier]::N,ثعبان,kígyó
200,Wurm::N,دودة,kukac
201,Spinne::N,عنكبوت,pók
202,Ameise::N,نملة,hangya
203,Laus::N,قملة,tetű
204,Mücke::N,ناموسة,szúnyog
205,Fliege::N,ذبابة,légy
206,Schmetterling::N,فراشة,lepke
207,Schmetterling::N,فراشة,pillangó
208,Beere::N,حبة,bogyó
209,Apfel::N,تفاح,alma
210,Pilz::N,فطر,gomba
211,Zwiebel::N,بصل,hagyma
212,Saat::N,زرع,vetőmag
213,Korn::N,حبة,mag
214,Korn::N,حبة,szem
215,Heu::N,دريس,széna
216,Schale::N,قشرة,héj
217,Grube::N,نقرة,verem
218,Falle::N,فخ,csapda
219,Falle::N,مصيدة,csapda
220,Schlinge::N,عروة,tőr
221,Spur::N,أثر,nyom
222,Asche::N,رماد,hamu
223,Dreck::N,قذر,sár
224,Dreck::N,قذر,piszok
225,Eisen::N,حديد,vas
226,Gold::N,ذهب,arany
227,Silber::N,فضة,ezüst
228,Kohle::N,فحم,szén
229,Glas::N,زجاج,üveg
230,Lehm::N,طين,agyag
231,Lehm::N,طين,vályog
232,Sand::N,رمل,homok
233,Mensch::N,إنسان,ember
234,Mann::N,رجل,úr
235,Mann::N,رجل,férfi
236,Frau::N,امرأة,nő
237,Frau::N,امرأة,asszony
238,Kind::N,طفل,gyerek
239,Kind::N,طفل,gyermek
240,Junge::N,ولد,fiú
241,Mädchen::N,بنت,lány
242,Familie::N,عائلة,család
243,Großvater::N,جد,nagyapa
244,Großmutter::N,جدة,nagyanya
245,Eltern::N,أبوان,szülők
246,Eltern::N,والدان,szülők
247,Vater::N,أب,apa
248,Vater::N,أب,atya
249,Mutter::N,أم,anya
250,Sohn::N,إبن,fiú
251,Tochter::N,بنت,lány
252,Tochter::N,إبنة,lány
253,Bruder::N,أخ,fivér
254,Bruder::N,أخ,testvér
255,Bruder::N,شقيق,fivér
256,Bruder::N,شقيق,testvér
257,Schwester::N,أخت,nővér
258,Schwester::N,أخت,lánytestvér
259,Onkel::N,عم,nagybácsi
260,Tante::N,عمة,nagynéni
261,Ehemann::N,زوج,férj
262,Ehefrau::N,زوجة,feleség
263,Freude::N,فرح,öröm
264,Freude::N,سرور,öröm
265,Gelächter::N,قهقهة,nevetés
266,Gelächter::N,قهقهة,hahotázás
267,Glück::N,سعادة,boldogság
268,Kummer::N,غم,bánat
269,Wunsch::N,منية,óhaj
270,Lust::N,شهوة,kedv
271,Geist::N,روح,elme
272,Geist::N,روح,szellem
273,Gedanke::N,فكرة,gondolat
274,Gedächtnis::N,ذاكرة,emlékezet
275,Verstand::N,عقل,ész
276,Verstand::N,عقل,értelem
277,Sinn::N,معنى,értelem
278,Grund::N,سبب,ok
279,Grund::N,سبب,alap
280,Wahrheit::N,حقيقة,igaz
281,Wahrheit::N,حقيقة,igazság
282,Gespräch::N,محادثة,beszélgetés
283,Märchen::N,خرافة,mese
284,Erzählung::N,قصة,elbeszélés
285,Erzählung::N,حكاية,elbeszélés
286,Nachricht::N,خبر,hír
287,Nachricht::N,خبر,híradás
288,Neuigkeit::N,خبر جديد,újság
289,Name::N,اسم,név
290,Rätsel::N,لغز,rejtvény
291,Rede::N,خطبة,beszéd
292,Rede::N,خطبة,szónoklat
293,Sprache::N,لغة,nyelv
294,Stimme::N,صوت,hang
295,Wort::N,كلمة,szó
296,Zeichen::N,رمز,jel
297,Zeichen::N,إشارة,jel
298,Ruf::N,نداء,kiáltás
299,Lärm::N,صخب,zaj
300,Lärm::N,ضجة,zaj
301,Laut::N,صوت,hang
302,Ton::N,نغمة,hang
303,Lied::N,أغنية,dal
304,Lied::N,أغنية,ének
305,Ruhe::N,هدوء,csend
306,Ruhe::N,هدوء,nyugalom
307,Leute::N,ناس,emberek
308,Volk::N,شعب,nép
309,Arbeit::N,عمل,dolog
310,Gast::N,ضيف,vendég
311,Geschenk::N,هدية,ajándék
312,Spiel::N,لعب,játék
313,Gesellschaft::N,صحبة,társaság
314,Hilfe::N,عون,segítség
315,Hilfe::N,مساعدة,segítség
316,Freund::N,صديق,barát
317,Kamerad::N,زميل,társ
318,Angelegenheit::N,أمر,ügy
319,Angelegenheit::N,شأن,ügy
320,Anzahl::N,عدد,szám
321,Art::N,نوع,faj
322,Art::N,نوع,fajta
323,Stück::N,قطعة,darab
324,Teil::N,قسم,rész
325,Hälfte::N,نصف,fél
326,Kreis::N,دائرة,kör
327,Kreuz::N,صليب,kereszt
328,Linie::N,خط,vonal
329,Strich::N,شرطة,vonás
330,Abstand::N,مسافة,köz
331,Entfernung::N,بعد,távolság
332,Gegend::N,ناحية,táj
333,Gegend::N,ناحية,vidék
334,Platz::N,فراغ,hely
335,Ort::N,مكان,hely
336,Seite::N,جانب,fél
337,Seite::N,جانب,oldal
338,Mitte::N,وسط,közép
339,Gegenstand::N,موضوع,tárgy
340,Sache::N,شيء,dolog
341,Rand::N,حافة,szél
342,Rand::N,حافة,perem
343,Rand::N,حافة,szegély
344,Kante::N,حافة,él
345,Ecke::N,ركن,sarok
346,Ecke::N,ركن,szöglet
347,Spitze::N,سن,csúcs
348,Ende::N,طرف,vég
349,Loch::N,ثقب,lyuk
350,Winkel::N,زاوية,szög
351,Muster::N,عينة,minta
352,Größe::N,حجم,nagyság
353,Länge::N,طول,hossz
354,Länge::N,طول,hosszúság
355,Höhe::N,علو,magasság
356,Höhe::N,ارتفاع,magasság
357,Gewicht::N,وزن,súly
358,Menge::N,كمية,sokaság
359,Menge::N,كمية,mennyiség
360,Haufen::N,كوم,halom
361,Reihe::N,صف,sor
362,Boot::N,قارب,csónak
363,Boot::N,زورق,csónak
364,Ruder::N,مجذاف,evező
365,Schlitten::N,مزلقة,szánkó
366,Ski::N,زلاجة,sí
367,Lagerfeuer::N,نار المخيم,tábortűz
368,Last::N,حمل,teher
369,Gang::N,مشية,járás
370,Schritt::N,خطوة,lépés
371,Norden::N,شمال,észak
372,Süden::N,جنوب,dél
373,Westen::N,غرب,nyugat
374,Osten::N,شرق,kelet
375,Holz::N,خشب,fa
376,Brett::N,لوح,deszka
377,Platte::N,صفيحة,lap
378,Platte::N,صفيحة,lemez
379,Stütze::N,سند,támasz
380,Stütze::N,سند,támaszték
381,Stütze::N,دعامة,támasz
382,Stütze::N,دعامة,támaszték
383,Stange::N,عود,rúd
384,Stange::N,عود,pózna
385,Stock::N,عصا,pálca
386,Stab::N,قضيب,bot
387,Rohr::N,أنبوبة,cső
388,Haus::N,دار,ház
389,Haus::N,بيت,ház
390,Heim::N,بيت,otthon
391,Heim::N,مسكن,otthon
392,Ofen::N,مدفأة,kályha
393,Fußboden::N,أرضية,padló
394,Tisch::N,مائدة,asztal
395,Stuhl::N,كرسي,szék
396,Wiege::N,مهد,bölcső
397,Bett::N,سرير,ágy
398,Regal::N,رف,polc
399,Regal::N,رف,állvány
400,Kiste::N,صندوق,láda
401,Fenster::N,شباك,ablak
402,Fenster::N,نافذة,ablak
403,Tür::N,باب,ajtó
404,Tor::N,بوابة,kapu
405,Zaun::N,سياج,kerítés
406,Dach::N,سطح,tető
407,Leiter::N,سلم,létra
408,Besen::N,مكنسة,seprű
409,Spaten::N,مسحاة,ásó
410,Schaufel::N,مجرفة,lapát
411,Gabel::N,شوكة,villa
412,Löffel::N,ملعقة,kanál
413,Messer::N,سكين,kés
414,Nagel::N,مسمار,szeg
415,Netz::N,شبكة,háló
416,Haken::N,خطاف,kampó
417,Haken::N,صنارة,kampó
418,Griff::N,قبضة,nyél
419,Griff::N,قبضة,fogantyú
420,Schloss::N,قفل,zár
421,Bild::N,صورة,kép
422,Figur::N,تمثال,alak
423,Puppe::N,دمية,bábu
424,Beutel::N,كيس,zacskó
425,Bündel::N,ربطة,köteg
426,Tasche::N,شنطة,táska
427,Tasche::N,محفظة,táska
428,Eimer::N,سطل,vödör
429,Eimer::N,جردل,vödör
430,Deckel::N,سداد,fedő
431,Deckel::N,سداد,fedél
432,Geschirr::N,أوان,edény
433,Sack::N,زكيبة,zsák
434,Tasse::N,فنجان,csésze
435,Topf::N,قدر,fazék
436,Topf::N,طنجرة,fazék
437,Kessel::N,قدر,üst
438,Kessel::N,قدر,bogrács
439,Kessel::N,غلاية,üst
440,Kessel::N,غلاية,bogrács
441,Essen::N,طعام,evés
442,Essen::N,طعام,étkezés
443,Nahrung::N,غذاء,ennivaló
444,Speise::N,أكل,étel
445,Fleisch::N,لحم,hús
446,Getreide::N,حبوب,gabona
447,Brei::N,عصيدة,pép
448,Brei::N,عصيدة,kása
449,Brot::N,خبز,kenyér
450,Scheibe::N,شريحة,szelet
451,Fett::N,سمن,háj
452,Fett::N,سمن,zsír
453,Butter::N,زبدة,vaj
454,Öl::N,زيت,olaj
455,Salz::N,ملح,só
456,Suppe::N,حساء,leves
457,Suppe::N,شربة,leves
458,Honig::N,عسل,méz
459,Milch::N,حليب,tej
460,Tee::N,شاي,tea
461,Leder::N,جلد,bőr
462,Wolle::N,صوف,gyapjú
463,Stoff::N,قماش,szövet
464,Nadel::N,إبرة,tű
465,Faden::N,خيط,fonál
466,Knopf::N,زر,gomb
467,Knoten::N,عقدة,csomó
468,Farbe::N,صبغة,szín
469,Farbe::N,صبغة,festék
470,Kleidung::N,ملابس,ruha
471,Kleidung::N,ملابس,ruházat
472,Hemd::N,قميص,ing
473,Kragen::N,ياقة,gallér
474,Ärmel::N,كم,ujj
475,Hose::N,سروال,gatya
476,Hose::N,سروال,nadrág
477,Hose::N,بنطلون,gatya
478,Hose::N,بنطلون,nadrág
479,Gürtel::N,حزام,öv
480,Mütze::N,طاقية,sapka
481,Schuh::N,حذاء,cipő
482,Stiefel::N,جزمة,csizma
483,Stiefel::N,حذاء طويل,csizma
484,Ring::N,حلقة,gyűrű
485,Band::N,شريط,szalag
486,Kamm::N,مشط,fésű
487,Spiegel::N,مرآة,tükör
488,Riemen::N,سير,szíj
489,Schnur::N,حبل,zsinór
490,Schnur::N,دوبارة,zsinór
491,Leine::N,قيد,póráz
492,Decke::N,بطانية,takaró
493,Kissen::N,وسادة,párna
494,Tuch::N,منديل,kendő
495,Handtuch::N,فوطة,törülköző
496,Handtuch::N,منشفة,törülköző
497,Kraft::N,قدرة,erő
498,Stärke::N,قوة,erő
499,Stärke::N,قوة,erősség
500,Gesundheit::N,صحة,egészség
501,Krankheit::N,مرض,kór
502,Krankheit::N,مرض,betegség
503,Schmerz::N,ألم,fájdalom
504,Schmerz::N,وجع,fájdalom
505,Wunde::N,جرح,seb
506,Fieber::N,حمى,láz
507,Arznei::N,دواء,orvosság
508,Arznei::N,دواء,gyógyszer
509,Brücke::N,جسر,híd
510,Brunnen::N,بئر,kút
511,Weide::N,مرعى,legelő
512,Pfad::N,درب,ösvény
513,Weg::N,سكة,út
514,Straße::N,طريق,út
515,Dorf::N,قرية,falu
516,Stadt::N,مدينة,város
517,Brief::N,خطاب,levél
518,Brief::N,مكتوب,levél
519,Buch::N,كتاب,könyv
520,Buchstabe::N,حرف,betű
521,Zeitung::N,جريدة,újság
522,Zeitung::N,جريدة,hírlap
523,Leben::N,عيش,élet
524,Leben::N,حياة,élet
525,Tod::N,موت,halál
526,Tod::N,وفاة,halál
527,Grab::N,قبر,sír
528,Kirche::N,كنيسة,templom
529,Sünde::N,خطيئة,bűn
530,Sünde::N,خطيئة,vétek
531,Gott::N,إله,isten
532,Arbeiter::N,عامل,munkás
533,Chef::N,رئيس,főnök
534,Meister::N,أسطى,mester
535,Arzt::N,طبيب,orvos
536,Lehrer::N,مدرس,tanár
537,Lehrer::N,مدرس,tanító
538,Geld::N,نقود,pénz
539,Geschäft::N,صفقة,üzlet
540,Laden::N,دكان,bolt
541,Preis::N,سعر,ár
542,Ware::N,بضاعة,áru
543,Nutzen::N,فائدة,haszon
544,Reichtum::N,غنى,gazdagság
545,Reichtum::N,ثروة,gazdagság
546,Welt::N,عالم,világ
547,Welt::N,دنيا,világ
548,Land::N,بلد,ország
549,Staat::N,دولة,állam
550,König::N,ملك,király
551,Macht::N,سلطة,hatalom
552,Grenze::N,حدود,határ
553,Krieg::N,حرب,háború
554,Feind::N,عدو,ellenség
555,Gewalt::N,عنف,erőszak
556,Kampf::N,قتال,harc
557,Bogen[Waffe]::N,قوس,íj
558,Pfeil::N,سهم,nyíl
559,Gewehr::N,بندقية,puska
560,Gewehr::N,بندقية,fegyver
561,Fehler::N,خطأ,hiba
562,Lüge::N,كذب,hazugság
563,Schaden::N,تلف,kár
564,Unglück::N,نحس,csapás
565,Unglück::N,نحس,balszerencse
566,Schuld::N,ذنب,bűn
567,Alter::N,سن,kor
568,Alter::N,عمر,kor
569,Schluss::N,ختام,vég
570,Schluss::N,ختام,befejezés
571,Schluss::N,نهاية,vég
572,Schluss::N,نهاية,befejezés
573,Zeit::N,وقت,idő
574,Tag::N,يوم,nap
575,Morgen::N,صباح,reggel
576,Mittag::N,ظهر,dél
577,Abend::N,مساء,este
578,Nacht::N,ليلة,éj
579,Nacht::N,ليلة,éjszaka
580,Woche::N,أسبوع,hét
581,Monat::N,شهر,hó
582,Monat::N,شهر,hónap
583,Jahr::N,عام,év
584,Jahr::N,سنة,év
585,Frühling::N,ربيع,tavasz
586,Sommer::N,صيف,nyár
587,Herbst::N,خريف,ősz
588,Winter::N,شتاء,tél
589,Januar::N,يناير,január
590,Januar::N,كانون الثاني,január
591,Februar::N,شباط,február
592,Februar::N,فبراير,február
593,März::N,آذار,március
594,März::N,مارس,március
595,April::N,نيسان,április
596,Mai::N,مايو,május
597,Juni::N,يونيو,június
598,Juni::N,حزيران,június
599,Juli::N,تموز,július
600,Juli::N,يوليو,július
601,August::N,آب,augusztus
602,August::N,أغسطس,augusztus
603,September::N,أيلول,szeptember
604,September::N,سبتمبر,szeptember
605,Oktober::N,أكتوبر,október
606,Oktober::N,تشرين الأول,október
607,November::N,نوفمبر,november
608,November::N,تشرين الثاني,november
609,Dezember::N,ديسمبر,december
610,Dezember::N,كانون الأول,december
611,Montag::N,يوم الاثنين,hétfő
612,Dienstag::N,يوم الثلاثاء,kedd
613,Mittwoch::N,يوم الأربعاء,szerda
614,Donnerstag::N,يوم الخميس,csütörtök
615,Freitag::N,يوم الجمعة,péntek
616,Samstag::N,يوم السبت,szombat
617,Sonntag::N,يوم الأحد,vasárnap
618,groß::A,كبير,nagy
619,klein::A,صغير,pici
620,klein::A,صغير,kicsi
621,lang::A,طويل,hosszú
622,kurz::A,قصير,rövid
623,breit::A,واسع,széles
624,schmal::A,ضيق,keskeny
625,dicht::A,كث,sűrű
626,dicht::A,كثيف,sűrű
627,dick[Gegenstand]::A,غليظ,vastag
628,dünn::A,رفيع,vékony
629,fein::A,رقيق,vékony
630,fest::A,متين,szilárd
631,flach::A,سهل,sík
632,flach::A,سهل,lapos
633,flach::A,منبسط,sík
634,flach::A,منبسط,lapos
635,glatt::A,ناعم,sima
636,hart::A,صلب,kemény
637,hart::A,جامد,kemény
638,weich::A,لين,puha
639,rund::A,مستدير,kerek
640,spitz::A,مدبب,hegyes
641,scharf::A,حاد,éles
642,stumpf::A,ثالم,tompa
643,stumpf::A,ثالم,életlen
644,schwer::A,ثقيل,nehéz
645,schwer::A,ثقيل,súlyos
646,schön::A,جميل,szép
647,heiß::A,حار,forró
648,heiß::A,ساخن,forró
649,warm::A,دافئ,meleg
650,kalt::A,بارد,hideg
651,kühl::A,قر,hűs
652,kühl::A,قر,hűvös
653,frisch::A,طازج,üde
654,frisch::A,طازج,friss
655,feucht::A,رطب,nedves
656,nass::A,مبلول,vizes
657,trocken::A,جاف,száraz
658,voll::A,ملء,telt
659,leer::A,خال,üres
660,leer::A,فارغ,üres
661,offen::A,مفتوح,nyílt
662,offen::A,مفتوح,nyitott
663,geschlossen::A,مغلق,zárt
664,geschlossen::A,مغلق,csukott
665,sauber::A,نظيف,tiszta
666,schmutzig::A,قذر,piszkos
667,schmutzig::A,قذر,szennyes
668,roh::A,نيء,nyers
669,reif::A,ناضج,érett
670,lecker::A,لذيذ,finom
671,süß::A,حلو,édes
672,bitter::A,مر,keserű
673,sauer::A,حامض,savanyú
674,hell::A,نير,világos
675,dunkel::A,مظلم,sötét
676,schwarz::A,أسود,fekete
677,weiß::A,أبيض,fehér
678,rot::A,أحمر,vörös
679,gelb::A,أصفر,sárga
680,blau::A,أزرق,kék
681,grün::A,أخضر,zöld
682,grau::A,رمادي,ősz
683,grau::A,رمادي,szürke
684,bunt::A,ملوب,tarka
685,bunt::A,ملوب,színes
686,billig::A,رخيص,olcsó
687,teuer::A,غال,drága
688,wertvoll::A,ثمين,értékes
689,blind::A,أعمى,vak
690,taub::A,أصم,süket
691,taub::A,أطرش,süket
692,kräftig::A,قوي,erős
693,stark::A,قوي,erős
694,schwach::A,ضعيف,gyenge
695,schwach::A,ضعيف,erőtlen
696,fett::A,سمين,hájas
697,schlank::A,أهيف,karcsú
698,hübsch::A,جميل,csinos
699,böse::A,رديء,rossz
700,böse::A,رديء,gonosz
701,dumm::A,أبله,buta
702,dumm::A,أبله,ostoba
703,dumm::A,أحمق,buta
704,dumm::A,أحمق,ostoba
705,faul::A,كسلان,lusta
706,fleißig::A,مجتهد,szorgalmas
707,geizig::A,بخيل,fukar
708,geizig::A,بخيل,fösvény
709,klug::A,ذكي,okos
710,klug::A,ذكي,eszes
711,klug::A,عاقل,okos
712,klug::A,عاقل,eszes
713,geschickt::A,ماهر,ügyes
714,lieb::A,عزيز,drága
715,lieb::A,عزيز,kedves
716,lustig::A,مرح,víg
717,lustig::A,مرح,vidám
718,sanft::A,حليم,enyhe
719,hungrig::A,جائع,éhes
720,krank::A,مريض,beteg
721,nackt::A,عار,csupasz
722,nackt::A,عار,meztelen
723,traurig::A,حزين,bús
724,traurig::A,حزين,szomorú
725,lebendig::A,حي,élő
726,gut::A,جيد,jó
727,schlecht::A,سيء,rossz
728,richtig::A,صحيح,helyes
729,schlimm::A,خبيث,rossz
730,wahr::A,حق,igaz
731,alt::A,قديم,ó
732,alt::A,قديم,régi
733,neu::A,جديد,új
734,ehemalig::A,سابق,volt
735,ehemalig::A,سابق,egykori
736,alt[Lebewesen]::A,مسن,öreg
737,jung::A,شاب,fiatal
738,jung::A,صغير,fiatal
739,arm::A,فقير,szegény
740,reich::A,غني,gazdag
741,bekannt::A,معلوم,ismert
742,bekannt::A,معلوم,ismeretes
743,berühmt::A,مشهور,híres
744,fremd::A,أجنبي,idegen
745,verschieden::A,مختلف,különböző
746,nah::A,قريب,közeli
747,fern::A,بعيد,távoli
748,linker::A,يسار,bal
749,rechter::A,يمين,jobb
750,anderer::A,آخر,más
751,anderer::A,آخر,másik
752,erster::A,أول,első
753,zweiter::A,ثان,második
754,dritter::A,ثالث,harmadik
755,letzter::A,أخير,utolsó
756,allein::ADV,وحده,egyedül
757,auf einmal::ADV,بالمرة,egyszerre
758,zusammen::ADV,معا,együtt
759,zusammen::ADV,معا,összesen
760,lange::ADV,مدة طويلة,sokáig
761,lange::ADV,مدة طويلة,hosszan
762,plötzlich::ADV,فجأة,hirtelen
763,plötzlich::ADV,فجأة,egyszerre
764,sofort::ADV,حالا,rögtön
765,sofort::ADV,حالا,tüstént
766,sofort::ADV,فورا,rögtön
767,sofort::ADV,فورا,tüstént
768,später::ADV,فيما بعد,későn
769,jetzt::ADV,الآن,most
770,jetzt::ADV,حاليا,most
771,heute::ADV,اليوم,ma
772,morgen::ADV,غدا,holnap
773,bald::ADV,قريبا,majd
774,bald::ADV,قريبا,nemsokára
775,dann::ADV,ثم,akkor
776,gestern::ADV,أمس,tegnap
777,gestern::ADV,البارحة,tegnap
778,einst::ADV,قديما,hajdan
779,damals::ADV,حينئذ,akkor
780,damals::ADV,حينئذ,akkoriban
781,danach::ADV,ثم,azután
782,danach::ADV,بعد ذلك,azután
783,vorher::ADV,من قبل,előbb
784,vorher::ADV,قبل ذلك,előbb
785,zuerst::ADV,أولا,először
786,einmal::ADV,مرة,egyszer
787,manchmal::ADV,أحيانا,néha
788,manchmal::ADV,أحيانا,olykor
789,oft::ADV,كثيرا,sokszor
790,immer::ADV,دائما,mindig
791,niemals::ADV,لا أبدا,sohasem
792,hier::ADV,هنا,itt
793,hierhin::ADV,إلى هنا,erre
794,von hier::ADV,من هنا,innen
795,dort::ADV,هناك,ott
796,dorthin::ADV,إلى هناك,oda
797,geradeaus::ADV,إلى الأمام,egyenesen
798,vorwärts::ADV,إلى الأمام,előre
799,rückwärts::ADV,إلى الوراء,hátrafelé
800,zurück::ADV,عودا,hátra
801,zurück::ADV,عودا,vissza
802,zurück::ADV,إلى الخلف,hátra
803,zurück::ADV,إلى الخلف,vissza
804,unten::ADV,تحت,alul
805,unten::ADV,في الأسفل,alul
806,hinab::ADV,إلى تحت,le
807,hinab::ADV,إلى تحت,lefelé
808,oben::ADV,فوق,fenn
809,oben::ADV,فوق,felül
810,oben::ADV,في الأعلى,fenn
811,oben::ADV,في الأعلى,felül
812,hinauf::ADV,إلى فوق,fel
813,hinauf::ADV,إلى فوق,felfelé
