,Concept_ID,bn,hy
50,Herz::N,হৃৎপিণ্ড,սիրտ
51,Magen::N,পাকস্থলী,ստամոքս
52,Leber::N,যকৃৎ,լյարդ
53,Atem::N,শ্বাস,շունչ
54,Hunger::N,ক্ষুধা,քաղց
55,Träne::N,অশ্রু,արտասուք
56,Geschmack::N,স্বাদ,համ
57,Geschmack::N,স্বাদ,բուրմունք
58,Geruch::N,গন্ধ,հոտ
59,Geruch::N,গন্ধ,բուրում
60,Schlaf::N,ঘুম,քուն
61,Traum::N,স্বপ্ন,երազ
62,Himmel::N,আকাশ,երկինք
63,Sonne::N,সূর্য,արեւ
64,Mond::N,চন্দ্র,լուսին
65,Stern::N,নক্ষত্র,աստղ
66,Luft::N,বায়ু,օդ
67,Wind::N,বাতাস,քամի
68,Welle::N,ঢেউ,ալիք
69,Welle::N,তরঙ্গ,ալիք
70,Wasser::N,জল,ջուր
71,Stein::N,ঢিল,քար
72,Stein::N,প্রস্তর,քար
73,Boden::N,ভূতল,գետին
74,Erde::N,ভূমি,հող
75,Staub::N,ধুলা,փոշի
76,Rauch::N,ধোঁয়া,ծուխ
77,Funke::N,স্ফুলিঙ্গ,կայծ
78,Feuer::N,অগ্নি,կրակ
79,Feuer::N,অগ্নি,հրդեհ
80,Licht::N,আলো,լույս
81,Schatten::N,ছায়া,ստվեր
82,Wetter::N,আবহাওয়া,եղանակ
83,Nebel::N,কুহেলিকা,մեգ
84,Nebel::N,কুহেলিকা,մառախուղ
85,Wolke::N,মেঘ,ամպ
86,Regen::N,বৃষ্টি,անձրև
87,Schnee::N,তুষার,ձյուն
88,Eis::N,বরফ,սառույց
89,Frost::N,তুষার,սառնամանիք
90,Kälte::N,শৈত্য,դող
91,Hitze::N,তাপ,շոգ
92,Raureif::N,তুহিন,ցօղեղեամ
93,Regenbogen::N,রামধনু,ծիածան
94,Donner::N,বজ্রধ্বনি,որոտ
95,Strömung::N,স্রোত,հոսանք
96,Tropfen::N,ফোঁটা,կաթիլ
97,Schaum::N,ফেনা,փրփուր
98,Schmutz::N,ধুলা,կեղտ
99,See::N,হ্রদ,լիճ
100,Sumpf::N,জলা,ճահիճ
101,Moor::N,মাঠ,ճահիճ
102,Wiese::N,তৃণভূমি,մարգագետին
103,Wald::N,বন,անտառ
104,Hügel::N,পাহাড়,բլուր
105,Anhöhe::N,টিলা,բարձունք
106,Berg::N,পর্বত,լեռ
107,Gipfel::N,শীর্ষ,գագաթ
108,Gipfel::N,শীর্ষ,կատար
109,Höhle::N,গুহা,քարայր
110,Abhang::N,ঢাল,լանջ
111,Abhang::N,ঢাল,զառիվայր
112,Quelle::N,উৎস,աղբյուր
113,Bach::N,ক্ষুদ্র নদী,վտակ
114,Fluss::N,নদী,գետ
115,Ufer::N,উপকূল,ծովափ
116,Küste::N,তীর,ափ
117,Küste::N,তীর,ծովափ
118,Festland::N,ভূমি,ցամաք
119,Meer::N,সমুদ্র,ծով
120,Bucht::N,উপসাগর,հաչիւն
121,Insel::N,দ্বীপ,վղզի
122,Blume::N,ফুল,ծաղիկ
123,Gras::N,ঘাস,խոտ
124,Wurzel::N,শিকড়,արմատ
125,Baum::N,গাছ,ծառ
126,Stamm::N,স্কন্ধ,իրան
127,Rinde::N,বল্কল,կեղեւ
128,Rinde::N,বল্কল,հաչոց
129,Ast::N,শাখা,ճյուղ
130,Zweig::N,ডাল,ճյուղ
131,Blatt::N,পর্ণ,տերեւ
132,Birke::N,ভুর্জ,ցարասի
133,Kiefer[Baum]::N,পাইন গাছ,սոճի
134,Weide[Baum]::N,উইলো,ուռենի
135,Tanne::N,দেবদারূ গাছ,եղեւին
136,Horn::N,শিং,
137,Feder::N,পালক,փետուր
138,Fell::N,রোম,մորթի
139,Flügel::N,ডানা,թեւ
140,Klaue::N,নখর,չանչ
141,Kralle::N,নখর,ճանկ
142,Schwanz::N,লেজ,պոչ
143,Ei::N,ডিম,ձու
144,Nest::N,কুলায়,բույն
145,Bau::N,ডেরা,որջ
146,Bau::N,ডেরা,բայոց
147,Tier::N,জন্তু,կենդանի
148,Herde::N,ঝাঁক,հոտ
149,Kuh::N,গোরু,կով
150,Bulle::N,বৃষ,ցուլ
151,Pferd::N,ঘোড়া,ձի
152,Schaf::N,ভেড়া,ոչխար
153,Schwein::N,শূকর,խոզ
154,Hund::N,কুকুর,շուն
155,Katze::N,বেড়াল,կատու
156,Bär::N,ভল্লুক,արջ
157,Eichhörnchen::N,কাঠবিড়াল,սկյուռ
158,Elch::N,হরিণবিশেষ,հիւսիսային եղջերու
159,Fuchs::N,পাঁতিশিয়াল,աղվես
160,Hase::N,শশক,նապաստակ
161,Maus::N,নেংটি ইঁদুর,մուկ
162,Wolf::N,নেকড়ে,գայլ
163,Vogel::N,পক্ষী,թռչուն
164,Schwarm::N,ঝাঁক,երամ
165,Huhn::N,মোরগ,հավ
166,Hahn::N,কুক্কুট,աքաղաղ
167,Gans::N,হংসী,սագ
168,Adler::N,ইগল,արծիվ
169,Ente::N,হংসী,բադ
170,Eule::N,পেচক,բու
171,Kranich::N,সারস,կռունկ
172,Krähe::N,কাক,ագռավ
173,Kuckuck::N,কোকিল,կուկու
174,Schwan::N,মরাল,կարապ
175,Fisch::N,মাছ,ձուկ
176,Barsch::N,মৎন্যবিশেষ,պերկես
177,Hecht::N,বানমাছ,գայլաձուկ
178,Schlange[Tier]::N,সর্প,օձ
179,Wurm::N,কীট,որդ
180,Wurm::N,কীট,ճիճու
181,Spinne::N,মাকড়সা,սարդ
182,Ameise::N,পিপীলিকা,միջյուն
183,Laus::N,উকুন,ոջիլ
184,Mücke::N,মশা,մժղուկ
185,Fliege::N,মাছি,ճանճ
186,Schmetterling::N,প্রজাপতি,թիթեռ
187,Beere::N,বেরি,հատապտուղ
188,Apfel::N,আপেল,խնձոր
189,Pilz::N,ছত্রক,սունկ
190,Zwiebel::N,পিয়াজ,սոխ
191,Saat::N,বীজ,սերմ
192,Korn::N,শস্য,հատիկ
193,Heu::N,খড়,խոտ
194,Schale::N,খোসা,կեղեւ
195,Grube::N,গর্ত,փոս
196,Falle::N,ফাঁদ,ծուղակ
197,Schlinge::N,পাশ,խեղդան
198,Spur::N,চিহ্ন,հետք
199,Asche::N,ভস্ম,մոխիր
200,Dreck::N,ময়লা,աղտ
201,Eisen::N,লোহা,երկաթ
202,Gold::N,স্বর্ণ,ոսկի
203,Silber::N,রৌপ্য,արծաթ
204,Kohle::N,অঙ্গার,քարածուխ
205,Glas::N,কাচ,ապակի
206,Lehm::N,মৃত্তিকা,կավ
207,Sand::N,বালি,ավազ
208,Mensch::N,নর,մարդ
209,Mensch::N,মানুষ,մարդ
210,Mann::N,মানুষ,մարդ
211,Mann::N,মানুষ,տղամարդ
212,Frau::N,নারী,կին
213,Kind::N,বাচ্চা,զավակ
214,Junge::N,ছেলে,տղա
215,Mädchen::N,মেয়ে,աղջիկ
216,Familie::N,পরিবার,ընտանիք
217,Großvater::N,মাতামহ,պապ
218,Großmutter::N,মাতামহী,տատ
219,Eltern::N,মাতাপিতা,ծնողներ
220,Vater::N,পিতা,հայր
221,Mutter::N,মাতা,մայր
222,Sohn::N,ছেলে,որդի
223,Tochter::N,মেয়ে,աղջիկ
224,Tochter::N,মেয়ে,դուստր
225,Bruder::N,দাদা,եղբայր
226,Schwester::N,বোন,քույր
227,Schwester::N,দিদি,քույր
228,Onkel::N,মামা,քեռի
229,Onkel::N,মামা,հորեղբայր
230,Tante::N,মাসী,մորաքույր
231,Ehemann::N,স্বামী,մարդ
232,Ehemann::N,স্বামী,ամուսին
233,Ehefrau::N,পত্নী,կին ամուսին
234,Freude::N,উল্লাস,ուրախություն
235,Gelächter::N,হাসি,ծիծաղ
236,Glück::N,সুখ,երջանկություն
237,Kummer::N,দুঃখ,վիշտ
238,Wunsch::N,আকাঙ্ক্ষা,ցանկություն
239,Lust::N,বাসনা,փափագ
240,Lust::N,বাসনা,իղձ
241,Geist::N,আত্না,ոգի
242,Gedanke::N,চিন্তা,միտք
243,Gedächtnis::N,স্মরণশক্তি,հիշողություն
244,Verstand::N,মন,խելք
245,Sinn::N,পদার্থ,իմաստ
246,Grund::N,কারণ,պատճառ
247,Wahrheit::N,সত্য,ճշմարտություն
248,Gespräch::N,কথাবার্তা,զրույց
249,Märchen::N,রূপকথা,պայիկի պատմություն
250,Erzählung::N,গল্প,պատմվածք
251,Erzählung::N,গল্প,պատմություն
252,Nachricht::N,তথ্য,հաղորդագրություն
253,Neuigkeit::N,খবরাখবর,լուր
254,Neuigkeit::N,খবরাখবর,նորություն
255,Name::N,নাম,անուն
256,Rätsel::N,ধাঁধা,բարդ խնդիր
257,Rede::N,বক্তৃতা,ճառ
258,Rede::N,বক্তৃতা,ելույթ
259,Sprache::N,ভাষা,լեզու
260,Stimme::N,স্বর,ձայն
261,Wort::N,শব্দ,բառ
262,Zeichen::N,প্রতীক,նշան
263,Ruf::N,ডাক,կոչ
264,Ruf::N,ডাক,կանչ
265,Lärm::N,হৈচৈ,աղմուկ
266,Laut::N,ধ্বনি,հնչյուն
267,Laut::N,ধ্বনি,ձայն
268,Ton::N,স্বর,տոն
269,Lied::N,গান,երգ
270,Ruhe::N,শান্তি,անդորրություն
271,Leute::N,প্রজাপুঞ্জ,մարդիկ
272,Volk::N,জাতি,ազգ
273,Arbeit::N,চাকরি,գործ
274,Arbeit::N,চাকরি,աշխատանք
275,Gast::N,অতিথি,հյուր
276,Geschenk::N,উপহার,նվեր
277,Spiel::N,খেলা,խաղ
278,Gesellschaft::N,সঙ্গিগণ,ընկերություն
279,Hilfe::N,সাহায্য,օգնությթուն
280,Freund::N,বন্ধু,ընկեր
281,Freund::N,বন্ধু,բարեկամ
282,Kamerad::N,সঙ্গী,ուղեկից
283,Angelegenheit::N,বিষয়,բան
284,Angelegenheit::N,বিষয়,գործ
285,Anzahl::N,পরিমাণ,քանակ
286,Anzahl::N,পরিমাণ,գումար
287,Art::N,রকম,տեսակ
288,Stück::N,টুকরো,կտոր
289,Teil::N,অংশ,մաս
290,Hälfte::N,অর্ধেক,կես
291,Kreis::N,বৃত্ত,շիջանակ
292,Kreuz::N,ক্রুশ,խաչ
293,Linie::N,রেখা,գիծ
294,Strich::N,কষি,գիծ
295,Abstand::N,ফাঁক,անջրպետ
296,Entfernung::N,ব্যবধান,հեռավորություն
297,Gegend::N,ক্ষেত্র,շրջան
298,Platz::N,জায়গা,տարածություն
299,Ort::N,স্থান,տեղ
300,Ort::N,স্থান,վայր
301,Seite::N,পার্শ্ব,կողմ
302,Mitte::N,মধ্য,մեջտեղ
303,Gegenstand::N,জিনিস,առարկա
304,Sache::N,বস্তু,բան
305,Rand::N,কানা,վերջք
306,Kante::N,ধার,եզր
307,Ecke::N,কোণ,անկյուն
308,Spitze::N,ডগা,ծայր
309,Ende::N,প্রান্ত,ծայր
310,Loch::N,গর্ত,անցք
311,Winkel::N,কোণ,անկյուն
312,Muster::N,নমুন্,օրինակ
313,Größe::N,আয়তন,մեծություն
314,Länge::N,দৈর্ঘ্য,երկարություն
315,Höhe::N,উচ্চতা,բարձրություն
316,Gewicht::N,ওজন,կշիռ
317,Menge::N,পরিমাণ,քանակ
318,Haufen::N,পুঞ্জ,դեզ
319,Haufen::N,পুঞ্জ,կույտ
320,Reihe::N,শ্রেণী,շարք
321,Reihe::N,শ্রেণী,կարգ
322,Boot::N,নৌকা,նավակ
323,Ruder::N,দাঁড়,թի
324,Ruder::N,দাঁড়,թիակ
325,Schlitten::N,স্নেজ্-গাড়ি,բալխիր
326,Ski::N,শী,դահուկ
327,Lagerfeuer::N,অগ্নি,բացօդեայ կրակ
328,Last::N,বোঝা,բեռ
329,Gang::N,হণ্টন,զբոսանք
330,Schritt::N,পদ,քայլ
331,Norden::N,উত্তরদিক্,հյուսիս
332,Süden::N,দক্ষিণদিক,հարավ
333,Westen::N,পশ্চিমদিক্,արեւմուտք
334,Osten::N,পূর্বদিক,արեւելք
335,Holz::N,কাঠ,փայտ
336,Brett::N,তক্তা,տախտակ
337,Platte::N,ফলক,թիթեղ
338,Stütze::N,নাগদণ্ড,նեցուկ
339,Stange::N,দণ্ড,ձող
340,Stock::N,ছড়ি,փայտ
341,Stab::N,যষ্টি,ցուպ
342,Stab::N,যষ্টি,գավազան
343,Rohr::N,নল,խողովակ
344,Haus::N,ঘর,տուն
345,Heim::N,বাসা,տուն
346,Ofen::N,স্টোভ্,վառարան
347,Fußboden::N,গহতল,հատակ
348,Tisch::N,মেজ,սեղան
349,Tisch::N,টেবিল,սեղան
350,Stuhl::N,চেয়ার,աթոռ
351,Stuhl::N,কেদারা,աթոռ
352,Wiege::N,দোলনা,օրորոց
353,Bett::N,শয্যা,անկողին
354,Regal::N,তাক,դարակ
355,Kiste::N,বাক্স,տուփ
356,Fenster::N,জানালা,պատուհան
357,Tür::N,দ্বার,դուռ
358,Tor::N,দ্বার,դարպաս
359,Zaun::N,বেড়া,ցանկապատ
360,Dach::N,ছাদ,տանիք
361,Dach::N,ছাদ,կտուր
362,Leiter::N,মই,սանդուղք
363,Besen::N,গুল্মবিশেষ,ավել
364,Spaten::N,কোদাল,բահ
365,Schaufel::N,বেলচা,թի
366,Gabel::N,কাঁটা,պատառաքաղ
367,Löffel::N,চামচ,գդալ
368,Messer::N,ছুরি,դանակ
369,Nagel::N,পেরেক,մեխ
370,Netz::N,জাল,ցանց
371,Haken::N,কাচি,կարթ
372,Griff::N,হাতল,կոթ
373,Griff::N,হাতল,բռնակ
374,Schloss::N,তালা,կողպեք
375,Bild::N,ছবি,նկար
376,Bild::N,ছবি,պատկեր
377,Bild::N,চিত্র,նկար
378,Bild::N,চিত্র,պատկեր
379,Figur::N,আকার,քանդակ
380,Figur::N,আকার,պատկեր
381,Puppe::N,পুতুল,տիկնիկ
382,Beutel::N,বটুয়া,տոպրակ
383,Bündel::N,আঁটি,կապոց
384,Tasche::N,থলি,պայուսակ
385,Eimer::N,বাল্তি,դույլ
386,Deckel::N,আবরণ,կափարիչ
387,Geschirr::N,থালা-বাসন,ամանեղեն
388,Sack::N,বস্তা,պարկ
389,Sack::N,বস্তা,տոպրակ
390,Tasse::N,কাপ,թաս
391,Tasse::N,কাপ,գավաթ
392,Topf::N,পাত্র,անոթ
393,Kessel::N,কেটলি,կաթսա
394,Essen::N,আহার,կերակուր
395,Nahrung::N,খাদ্য,ուտելիք
396,Speise::N,খাদ্য,խորտիկ
397,Speise::N,খাদ্য,կերակուր
398,Fleisch::N,মাংস,միս
399,Getreide::N,শস্য,հացահատիկ
400,Brei::N,মণ্ড,լանդակ
401,Brot::N,রুটি,հաց
402,Scheibe::N,ফালি,կտոր
403,Scheibe::N,ফালি,պատառ
404,Fett::N,মেদ,ճարպ
405,Butter::N,মাখন,կարագ
406,Öl::N,তৈল,ձեթ
407,Salz::N,নুন,աղ
408,Suppe::N,শুরুয়া,սուպ
409,Suppe::N,শুরুয়া,ապուր
410,Honig::N,মধু,մեղր
411,Milch::N,দুধ,կաթ
412,Tee::N,চা,թեյ
413,Leder::N,পাকা চামড়া,կաշի
414,Wolle::N,পশম,բուրդ
415,Stoff::N,বস্ত্র,գործվածք
416,Nadel::N,সুচ,ասեղ
417,Faden::N,সূত্র,թել
418,Knopf::N,বোতাম,կոճակ
419,Knoten::N,গিঁট,հանգույց
420,Farbe::N,রং,ներկ
421,Kleidung::N,কাপড়,հագուստ
422,Hemd::N,শার্ট,վերնաշապիկ
423,Kragen::N,গলবন্ধ,օձիք
424,Ärmel::N,আস্তিন্,թեւք
425,Hose::N,ট্রাউজার,շալվար
426,Gürtel::N,কটিবন্ধ,գոտի
427,Mütze::N,টুপি,կեպի
428,Schuh::N,জুতো,կոշիկ
429,Stiefel::N,বুট,երկարաճիթ կոշիկ
430,Ring::N,আংটি,զնգալ
431,Band::N,ফিতা,ժապավեն
432,Kamm::N,চিরুনি,սանր
433,Spiegel::N,আয়না,հայելի
434,Riemen::N,চাবুক,փոկ
435,Schnur::N,দড়ি,լար
436,Leine::N,শিকল,փոկ
437,Decke::N,কম্বল,վերմակ
438,Kissen::N,উপাধান,բարձ
439,Tuch::N,বস্ত্র,թաշկինակ
440,Handtuch::N,তোয়ালে,սրբիչ
441,Kraft::N,জোর,ուժ
442,Stärke::N,শক্তি,պնդություն
443,Stärke::N,শক্তি,ամրություն
444,Gesundheit::N,স্বাস্থ্য,առողջություն
445,Krankheit::N,অসুখ,ախտ
446,Krankheit::N,অসুখ,հիվանդություն
447,Krankheit::N,ব্যামো,ախտ
448,Krankheit::N,ব্যামো,հիվանդություն
449,Schmerz::N,যন্ত্রণা,ցավ
450,Schmerz::N,যন্ত্রণা,տանջանք
451,Wunde::N,ক্ষত,վերք
452,Fieber::N,জ্বর,տենդ
453,Arznei::N,ঔষধ,դեղ
454,Brücke::N,সেতু,կամուրջ
455,Brunnen::N,কূপ,հոր
456,Brunnen::N,কূপ,ջրհոր
457,Weide::N,পশুচারণভূমি,արոտավայր
458,Pfad::N,পথ,արահետ
459,Weg::N,পথ,ուղի
460,Straße::N,রাস্তা,ճանապարհ
461,Dorf::N,গ্রাম,գյուղ
462,Stadt::N,শহর,քաղաք
463,Brief::N,চিঠি,նամակ
464,Buch::N,বই,գիրք
465,Buchstabe::N,অক্ষর,տառ
466,Buchstabe::N,অক্ষর,գիր
467,Zeitung::N,সংবাদপত্র,լրագիր
468,Leben::N,জীবন,կյանք
469,Tod::N,মৃত্যু,մահ
470,Grab::N,কবর,գերեզման
471,Kirche::N,গির্জা,եկեղեցի
472,Sünde::N,পাপ,մեղք
473,Gott::N,দেবতা,աստված
474,Arbeiter::N,শ্রমিক,բանվոր
475,Arbeiter::N,শ্রমিক,աշխատող
476,Chef::N,নেতা,տեր
477,Meister::N,ব্যক্তি,վարպետ
478,Arzt::N,চিকিৎসক,բժիշկ
479,Lehrer::N,অধ্যাপক,ուսուցիչ
480,Geld::N,মুদ্রা,փող
481,Geld::N,টাকাপয়সা,փող
482,Geschäft::N,ব্যস্ততা,գործ
483,Geschäft::N,ব্যস্ততা,աշխատանք
484,Laden::N,দোকান,կրպակ
485,Laden::N,দোকান,խանութ
486,Preis::N,মূল্য,գին
487,Ware::N,পণ্যদ্রব্য,ապրանք
488,Nutzen::N,সুবিধা,օգուտ
489,Reichtum::N,ধনদৌলত,հարստություն
490,Welt::N,জগৎ,աշխարհ
491,Land::N,খেত,երկիր
492,Staat::N,রাষ্ট্র,պետություն
493,König::N,রাজা,արքա
494,König::N,রাজা,թագավոր
495,Macht::N,প্রভাব,իշխանություն
496,Grenze::N,সীমা,սահման
497,Krieg::N,যুদ্ধ,պատերազմ
498,Feind::N,শত্রু,թշնամի
499,Gewalt::N,জোর,բռնություն
500,Gewalt::N,জোর,սաստկություն
501,Kampf::N,লড়াই,մարտ
502,Bogen[Waffe]::N,ধনুক,աղեղ
503,Pfeil::N,বাণ,նետ
504,Gewehr::N,বন্দুক,հրացան
505,Fehler::N,ভুল,սխալ
506,Lüge::N,মিথ্যা,սուտ
507,Schaden::N,ক্ষতি,վնաս
508,Unglück::N,দুর্ভাগ্য,դժբախտություն
509,Schuld::N,অপরাধ,պակասություն
510,Alter::N,আয়ু,հասակ
511,Schluss::N,শেষ,վերջ
512,Schluss::N,শেষ,վախճան
513,Zeit::N,সময়,ժամանակ
514,Tag::N,দিন,օր
515,Morgen::N,সকাল,առավոտ
516,Mittag::N,মধ্যাহু,կեսօր
517,Abend::N,সন্ধ্যা,երեկո
518,Nacht::N,রাত্রি,գիշեր
519,Woche::N,সপ্তাহ,շաբաթ
520,Monat::N,মাস,ամիս
521,Jahr::N,সৌরবর্ষ,տարի
522,Frühling::N,বসন্তকাল,գարուն
523,Sommer::N,গ্রীষ্মকাল,ամառ
524,Herbst::N,শরংঋতু,աշուն
525,Winter::N,শীতকাল,ձմեռ
526,Januar::N,জানুয়ারী,հունվար
527,Februar::N,ফেব্রুয়ারী,փետրվար
528,März::N,মার্চ,մարտ
529,April::N,এপ্রিল,ապրիլ
530,Mai::N,মে,մայիս
531,Juni::N,জুন,հունիս
532,Juli::N,জুলাই,հուլիս
533,August::N,অগাস্ট,օգոստոս
534,September::N,সেপ্টেম্বর,սեպտեմբեր
535,Oktober::N,অক্টোবর,հոկտեմբեր
536,November::N,নভেম্বর,նոյեմբեր
537,Dezember::N,ডিসেম্বর,դեկտեմբեր
538,Montag::N,সোমবার,երկուշաբթի
539,Dienstag::N,মঙ্গলবার,երեքշաբթի
540,Mittwoch::N,বুধবার,չորեքշաբթի
541,Donnerstag::N,বৃহম্পতিবার,հինգշաբթի
542,Freitag::N,শুক্রবার,ուրբաթ
543,Samstag::N,শনিবার,շաբաթ
544,Sonntag::N,রবিবার,կիրակի
545,groß::A,বৃহৎ,մեծ
546,groß::A,বৃহৎ,խոշոր
547,klein::A,ছোট,պստիկ
548,klein::A,ছোট,փոքրիկ
549,lang::A,দীর্ঘ,երկար
550,kurz::A,খর্ব,կարճ
551,kurz::A,হ্রস্ব,կարճ
552,breit::A,চওড়া,լայն
553,schmal::A,সরু,նեղ
554,dicht::A,ঘন,խիտ
555,dick[Gegenstand]::A,পুরু,հաստ
556,dünn::A,কৃশ,բարակ
557,fein::A,সূক্ষ্ম,նուրբ
558,fest::A,দৃঢ়,ամուր
559,fest::A,দৃঢ়,պինդ
560,flach::A,সমতল,տափակ
561,glatt::A,মসৃণ,հարթ
562,hart::A,শক্ত,կարծր
563,weich::A,নরম,մեղմ
564,weich::A,নরম,փափուկ
565,rund::A,গোলাকার,կլոր
566,spitz::A,তীক্ষ্ন,սրածայր
567,scharf::A,শাণিত,սուր
568,stumpf::A,ভোঁতা,գուլ
569,schwer::A,ভারী,ծանր
570,schön::A,সুন্দর,սիրուն
571,schön::A,সুন্দর,գեղեցիկ
572,heiß::A,গরম,թեժ
573,warm::A,ঈষদুষ্ণ,տաք
574,warm::A,ঈষদুষ্ণ,ջերմ
575,kalt::A,ঠাণ্ডা,ցուրտ
576,kühl::A,শীতল,զով
577,frisch::A,তাজা,թարմ
578,feucht::A,ভিজা,ղոնավ
579,nass::A,ভিজা,թաց
580,trocken::A,শুষ্ক,ցամաք
581,voll::A,পূর্ণ,լի
582,voll::A,পূর্ণ,լիքը
583,leer::A,খালি,դատարկ
584,offen::A,খোলা,բաց
585,geschlossen::A,বন্ধ,գոց
586,sauber::A,নির্মল,մաքուր
587,schmutzig::A,নোংরা,կեղտոտ
588,roh::A,কাঁচা,հում
589,reif::A,পাকা,հասած
590,reif::A,পাকা,հասուն
591,lecker::A,সুস্বাদ,համեղ
592,süß::A,মিষ্ট,անուշ
593,bitter::A,তিক্ত,կծու
594,sauer::A,টক,թթու
595,sauer::A,টক,թթված
596,hell::A,উজ্জ্বল,պայծառ
597,hell::A,উজ্জ্বল,խելամիտ
598,dunkel::A,অন্ধকারময়,մութ
599,schwarz::A,কালো,սեւ
600,weiß::A,সাদা,սպիտակ
601,rot::A,লাল,կարմիր
602,gelb::A,হলদে,դեղին
603,blau::A,নীল,կապույտ
604,grün::A,সবুজ,կանաչ
605,grau::A,ছাই-রঙা,գորշ
606,bunt::A,রঙিন,գոյնզգոյն
607,billig::A,সস্তা,էժան
608,teuer::A,আক্রা,թանկ
609,wertvoll::A,মহার্ঘ,թանկարժեք
610,blind::A,কানা,կույր
611,taub::A,বধির,խուլ
612,kräftig::A,বিশাল,հզոր
613,stark::A,শক্তিশালী,ուժեղ
614,schwach::A,দুর্বল,տկար
615,schwach::A,দুর্বল,թույլ
616,fett::A,মোটা,գեր
617,schlank::A,কৃশ,նիհար
618,hübsch::A,সুন্দর,գրավիչ
619,hübsch::A,সুন্দর,սիրունիկ
620,böse::A,খারাপ,չար
621,dumm::A,মূর্খ,հիմար
622,faul::A,শ্রমবিমুখ,ծույլ
623,fleißig::A,পরিশ্রমী,ջանասեր
624,fleißig::A,পরিশ্রমী,փութաջան
625,geizig::A,ব্যয়কুণ্ঠ,ագահ
626,geizig::A,ব্যয়কুণ্ঠ,կծծի
627,klug::A,দক্ষ,խելոք
628,klug::A,দক্ষ,ընդունակ
629,geschickt::A,পটু,ճարտար
630,lieb::A,প্রেয়,սիրելի
631,lustig::A,প্রফুল্ল,զվարթ
632,sanft::A,নম্র,հեզ
633,hungrig::A,ক্ষুধার্ত,քաղցած
634,krank::A,অসুস্থ,հիվանդ
635,nackt::A,উলঙ্গ,մերկ
636,traurig::A,দুঃখিত,տխուր
637,lebendig::A,জীবিত,կենդանի
638,gut::A,ভালো,լավ
639,schlecht::A,মন্দ,վատ
640,richtig::A,ঠিক,ձիշտ
641,schlimm::A,কদর্য,լղրճուկ
642,wahr::A,বাস্তব,ճիշտ
643,wahr::A,বাস্তব,իրական
644,alt::A,পুরাতন,հին
645,neu::A,নব,նոր
646,neu::A,নূতন,նոր
647,ehemalig::A,পূর্বকালীন,նախկին
648,alt[Lebewesen]::A,বৃদ্ধ,ծեր
649,alt[Lebewesen]::A,বৃদ্ধ,պառավ
650,jung::A,তরুণ,մատաղ
651,arm::A,ক্ষুদ্র,աղքատ
652,reich::A,ধনবান্,հարուստ
653,bekannt::A,সুপরিচিত,ծանոթ
654,berühmt::A,বিখ্যাত,հայտնի
655,berühmt::A,বিখ্যাত,հռչակավոր
656,fremd::A,বিদেশি,օտար
657,verschieden::A,বিসদৃশ,տարբեր
658,nah::A,নিকটবতী,մոտ
659,nah::A,নিকটবতী,մերձ
660,fern::A,দুরবতী,հեռավոր
661,linker::A,বাম,ձախ
662,rechter::A,ডান,աջ
663,rechter::A,ডাইন,աջ
664,anderer::A,অন্যতর,այլ
665,anderer::A,অন্যতর,ուրիշ
666,erster::A,প্রথম,առաջին
667,zweiter::A,দ্বিতীয়,երկրորդ
