,Concept_ID,fr,pt
192,Maus::N,souris,rato
193,Wolf::N,loup,lobo
194,Vogel::N,oiseau,ave
195,Vogel::N,oiseau,pássaro
196,Schwarm::N,nuée,bando
197,Schwarm::N,nuée,enxame
198,Schwarm::N,volée,bando
199,Schwarm::N,volée,enxame
200,Huhn::N,poule,galinha
201,Hahn::N,coq,galo
202,Gans::N,oie,ganso
203,Adler::N,aigle,águia
204,Ente::N,canard,pata
205,Eule::N,hibou,mocho
206,Eule::N,hibou,coruja
207,Kranich::N,grue,grou
208,Krähe::N,corneille,gralha
209,Kuckuck::N,coucou,cuco
210,Schwan::N,cygne,cisne
211,Fisch::N,poisson,peixe
212,Barsch::N,perche,perca
213,Hecht::N,brochet,lúcio
214,Schlange[Tier]::N,serpent,serpente
215,Wurm::N,ver,verme
216,Spinne::N,araignée,aranha
217,Ameise::N,fourmi,formiga
218,Laus::N,pou,piolho
219,Mücke::N,moucheron,mosquito
220,Fliege::N,mouche,mosca
221,Schmetterling::N,papillon,borboleta
222,Beere::N,baie,bago
223,Apfel::N,pomme,maçã
224,Pilz::N,champignon,fungo
225,Pilz::N,champignon,cogumelo
226,Zwiebel::N,oignon,cebola
227,Saat::N,semence,sementeira
228,Korn::N,grain,grão
229,Heu::N,foin,feno
230,Schale::N,pelure,casca
231,Grube::N,fosse,cova
232,Grube::N,fosse,fossa
233,Falle::N,piège,armadilha
234,Schlinge::N,lacs,laço
235,Spur::N,trace,pista
236,Spur::N,trace,vestígio
237,Asche::N,cendre,cinza
238,Dreck::N,crotte,sujidade
239,Eisen::N,fer,ferro
240,Gold::N,or,ouro
241,Silber::N,argent,prata
242,Kohle::N,charbon,carvão
243,Glas::N,verre,vidro
244,Lehm::N,glaise,barro
245,Lehm::N,glaise,argila
246,Sand::N,sable,areia
247,Mensch::N,homme,homem
248,Mensch::N,homme,pessoa
249,Mann::N,homme,homem
250,Frau::N,femme,mulher
251,Kind::N,enfant,filho
252,Kind::N,enfant,criança
253,Junge::N,garçon,rapaz
254,Junge::N,garçon,menino
255,Mädchen::N,fille,menina
256,Mädchen::N,fille,rapariga
257,Mädchen::N,jeune fille,menina
258,Mädchen::N,jeune fille,rapariga
259,Familie::N,famille,família
260,Großvater::N,grand-père,avô
261,Großmutter::N,grand-mère,avó
262,Eltern::N,parents,pais
263,Vater::N,père,pai
264,Mutter::N,mère,mãe
265,Sohn::N,fils,filho
266,Tochter::N,fille,filha
267,Bruder::N,frère,irmão
268,Schwester::N,sœur,irmã
269,Onkel::N,oncle,tio
270,Tante::N,tante,tia
271,Ehemann::N,mari,esposo
272,Ehemann::N,époux,esposo
273,Ehefrau::N,femme,esposa
274,Ehefrau::N,épouse,esposa
275,Freude::N,joie,prazer
276,Freude::N,joie,alegria
277,Freude::N,plaisir,prazer
278,Freude::N,plaisir,alegria
279,Gelächter::N,rires,risada
280,Gelächter::N,rires,gargalhada
281,Glück::N,bonheur,felicidade
282,Kummer::N,peine,aflição
283,Kummer::N,peine,desgosto
284,Kummer::N,chagrin,aflição
285,Kummer::N,chagrin,desgosto
286,Wunsch::N,désir,desejo
287,Lust::N,envie,vontade
288,Geist::N,esprit,mente
289,Geist::N,esprit,espírito
290,Gedanke::N,idée,ideia
291,Gedanke::N,idée,pensamento
292,Gedanke::N,pensée,ideia
293,Gedanke::N,pensée,pensamento
294,Gedächtnis::N,mémoire,memória
295,Verstand::N,raison,razão
296,Verstand::N,raison,inteligência
297,Sinn::N,sens,sentido
298,Sinn::N,sens,significado
299,Grund::N,cause,causa
300,Grund::N,cause,motivo
301,Grund::N,raison,causa
302,Grund::N,raison,motivo
303,Wahrheit::N,vérité,verdade
304,Gespräch::N,conversation,conversa
305,Gespräch::N,conversation,conversação
306,Märchen::N,conte,conto
307,Märchen::N,conte de fées,conto
308,Erzählung::N,conte,conto
309,Erzählung::N,conte,narrativa
310,Erzählung::N,narration,conto
311,Erzählung::N,narration,narrativa
312,Nachricht::N,message,mensagem
313,Neuigkeit::N,nouvelle,notícia
314,Neuigkeit::N,nouvelle,novidade
315,Name::N,nom,nome
316,Rätsel::N,énigme,adivinha
317,Rätsel::N,devinette,adivinha
318,Rede::N,parole,oração
319,Rede::N,parole,discurso
320,Rede::N,discours,oração
321,Rede::N,discours,discurso
322,Sprache::N,langue,língua
323,Sprache::N,langage,língua
324,Stimme::N,voix,voz
325,Wort::N,mot,palavra
326,Zeichen::N,signe,marca
327,Ruf::N,cri,grito
328,Ruf::N,cri,chamada
329,Ruf::N,appel,grito
330,Ruf::N,appel,chamada
331,Lärm::N,bruit,ruído
332,Lärm::N,bruit,barulho
333,Laut::N,son,som
334,Ton::N,ton,tom
335,Lied::N,chant,canção
336,Lied::N,chanson,canção
337,Ruhe::N,calme,calma
338,Ruhe::N,calme,silêncio
339,Ruhe::N,tranquillité,calma
340,Ruhe::N,tranquillité,silêncio
341,Leute::N,gens,gente
342,Leute::N,gens,pessoas
343,Volk::N,peuple,povo
344,Volk::N,peuple,nação
345,Arbeit::N,travail,trabalho
346,Gast::N,hôte,hóspede
347,Gast::N,hôte,convidado
348,Gast::N,invité,hóspede
349,Gast::N,invité,convidado
350,Geschenk::N,cadeau,prenda
351,Geschenk::N,cadeau,presente
352,Geschenk::N,présent,prenda
353,Geschenk::N,présent,presente
354,Spiel::N,jeu,jogo
355,Gesellschaft::N,compagnie,companhia
356,Hilfe::N,aide,ajuda
357,Hilfe::N,aide,socorro
358,Hilfe::N,secours,ajuda
359,Hilfe::N,secours,socorro
360,Freund::N,ami,amigo
361,Kamerad::N,copain,camarada
362,Kamerad::N,camarade,camarada
363,Angelegenheit::N,affaire,assunto
364,Anzahl::N,nombre,número
365,Anzahl::N,nombre,quantidade
366,Art::N,sorte,tipo
367,Art::N,sorte,espécie
368,Art::N,espèce,tipo
369,Art::N,espèce,espécie
370,Stück::N,morceau,pedaço
371,Teil::N,part,peça
372,Teil::N,part,parte
373,Teil::N,partie,peça
374,Teil::N,partie,parte
375,Hälfte::N,moitié,metade
376,Kreis::N,cercle,círculo
377,Kreuz::N,croix,cruz
378,Linie::N,ligne,linha
379,Strich::N,trait,traço
380,Abstand::N,écart,distância
381,Entfernung::N,distance,distância
382,Gegend::N,région,área
383,Gegend::N,région,região
384,Gegend::N,contrée,área
385,Gegend::N,contrée,região
386,Platz::N,place,lugar
387,Ort::N,lieu,sítio
388,Ort::N,endroit,sítio
389,Seite::N,côté,lado
390,Mitte::N,milieu,meio
391,Gegenstand::N,objet,objecto
392,Sache::N,chose,coisa
393,Rand::N,bord,bordo
394,Rand::N,bord,margem
395,Kante::N,arête,borda
396,Kante::N,arête,aresta
397,Ecke::N,coin,esquina
398,Ecke::N,tournant,esquina
399,Spitze::N,cime,ponta
400,Spitze::N,pointe,ponta
401,Ende::N,bout,cabo
402,Ende::N,bout,extremo
403,Loch::N,trou,furo
404,Loch::N,trou,buraco
405,Winkel::N,coin,canto
406,Winkel::N,coin,ângulo
407,Winkel::N,réduit,canto
408,Winkel::N,réduit,ângulo
409,Muster::N,dessin,padrão
410,Muster::N,dessin,desenho
411,Größe::N,grandeur,tamanho
412,Länge::N,longueur,comprimento
413,Höhe::N,hauteur,altura
414,Höhe::N,hauteur,altitude
415,Höhe::N,altitude,altura
416,Höhe::N,altitude,altitude
417,Gewicht::N,poids,peso
418,Menge::N,quantité,quantidade
419,Haufen::N,tas,pilha
420,Reihe::N,file,fila
421,Reihe::N,rangée,fila
422,Boot::N,canot,barco
423,Boot::N,bateau,barco
424,Ruder::N,rame,remo
425,Ruder::N,aviron,remo
426,Schlitten::N,traîneau,trenó
427,Ski::N,ski,esqui
428,Lagerfeuer::N,feu de camp,fogueira
429,Last::N,charge,carga
430,Last::N,fardeau,carga
431,Gang::N,tour,curso
432,Gang::N,tour,caminhada
433,Gang::N,marche,curso
434,Gang::N,marche,caminhada
435,Schritt::N,pas,passo
436,Norden::N,nord,norte
437,Süden::N,sud,sul
438,Westen::N,ouest,oeste
439,Westen::N,ouest,ocidente
440,Westen::N,occident,oeste
441,Westen::N,occident,ocidente
442,Osten::N,est,este
443,Osten::N,est,leste
444,Osten::N,est,oriente
445,Osten::N,orient,este
446,Osten::N,orient,leste
447,Osten::N,orient,oriente
448,Holz::N,bois,madeira
449,Brett::N,planche,tábua
450,Brett::N,planche,prancha
451,Platte::N,plaque,laje
452,Platte::N,plaque,chapa
453,Stütze::N,appui,apoio
454,Stütze::N,appui,suporte
455,Stütze::N,soutien,apoio
456,Stütze::N,soutien,suporte
457,Stange::N,barre,vara
458,Stange::N,barre,barra
459,Stange::N,perche,vara
460,Stange::N,perche,barra
461,Stock::N,canne,pau
462,Stock::N,canne,bengala
463,Stab::N,bâton,bastão
464,Rohr::N,tube,cano
465,Rohr::N,tuyau,cano
466,Haus::N,maison,casa
467,Heim::N,maison,lar
468,Heim::N,maison,casa
469,Ofen::N,poêle,estufa
470,Ofen::N,poêle,aquecedor
471,Fußboden::N,plancher,piso
472,Tisch::N,table,mesa
473,Stuhl::N,chaise,cadeira
474,Wiege::N,berceau,berço
475,Bett::N,lit,cama
476,Regal::N,étagère,estante
477,Regal::N,étagère,prateleira
478,Kiste::N,caisse,caixa
479,Fenster::N,fenêtre,janela
480,Tür::N,porte,porta
481,Tor::N,porte,portão
482,Tor::N,portail,portão
483,Zaun::N,clôture,cerca
484,Zaun::N,clôture,vedação
485,Dach::N,toit,telhado
486,Leiter::N,échelle,escada
487,Leiter::N,échelle,escada móvel
488,Besen::N,balai,vassoura
489,Spaten::N,bêche,pá
490,Schaufel::N,pelle,pá
491,Gabel::N,fourchette,garfo
492,Löffel::N,cuiller,colher
493,Messer::N,couteau,faca
494,Nagel::N,clou,cravo
495,Netz::N,filet,rede
496,Haken::N,croc,gancho
497,Haken::N,crochet,gancho
498,Griff::N,prise,asa
499,Griff::N,prise,cabo
500,Griff::N,manche,asa
501,Griff::N,manche,cabo
502,Schloss::N,serrure,fechadura
503,Bild::N,image,imagem
504,Bild::N,tableau,imagem
505,Figur::N,figure,figura
506,Puppe::N,poupée,boneca
507,Beutel::N,sac,saco
508,Beutel::N,sac,bolsa
509,Beutel::N,petit sac,saco
510,Beutel::N,petit sac,bolsa
511,Bündel::N,paquet,fardo
512,Bündel::N,faisceau,fardo
513,Tasche::N,sac,saco
514,Tasche::N,sac,bolso
515,Eimer::N,seau,balde
516,Deckel::N,couvercle,tampa
517,Geschirr::N,vaisselle,louça
518,Sack::N,sac,saca
519,Tasse::N,tasse,chávena
520,Topf::N,pot,tacho
521,Topf::N,pot,panela
522,Topf::N,marmite,tacho
523,Topf::N,marmite,panela
524,Kessel::N,chaudron,caldeira
525,Essen::N,repas,refeição
526,Essen::N,manger,refeição
527,Nahrung::N,nourriture,comida
528,Nahrung::N,nourriture,alimento
529,Speise::N,plat,prato
530,Fleisch::N,viande,carne
531,Getreide::N,blé,cereais
532,Getreide::N,céréales,cereais
533,Brei::N,purée,puré
534,Brei::N,bouillie,puré
535,Brot::N,pain,pão
536,Scheibe::N,tranche,fatia
537,Fett::N,graisse,banha
538,Fett::N,graisse,gordura
539,Butter::N,beurre,manteiga
540,Öl::N,huile,azeite
541,Salz::N,sel,sal
542,Suppe::N,soupe,sopa
543,Suppe::N,soupe,caldo
544,Suppe::N,potage,sopa
545,Suppe::N,potage,caldo
546,Honig::N,miel,mel
547,Milch::N,lait,leite
548,Tee::N,thé,chá
549,Leder::N,cuir,couro
550,Wolle::N,laine,lã
551,Stoff::N,tissu,pano
552,Stoff::N,tissu,tecido
553,Stoff::N,étoffe,pano
554,Stoff::N,étoffe,tecido
555,Nadel::N,aiguille,agulha
556,Faden::N,fil,fio
557,Knopf::N,bouton,botão
558,Knoten::N,nœud,nó
559,Farbe::N,peinture,corante
560,Kleidung::N,vêtements,roupa
561,Kleidung::N,vêtements,vestuário
562,Kleidung::N,habillement,roupa
563,Kleidung::N,habillement,vestuário
564,Hemd::N,chemise,camisa
565,Kragen::N,col,gola
566,Ärmel::N,manche,manga
567,Hose::N,pantalon,calça
568,Gürtel::N,ceinture,cinto
569,Mütze::N,bonnet,boné
570,Mütze::N,bonnet,barrete
571,Mütze::N,casquette,boné
572,Mütze::N,casquette,barrete
573,Schuh::N,soulier,sapato
574,Schuh::N,chaussure,sapato
575,Stiefel::N,botte,bota
576,Ring::N,bague,anel
577,Band::N,ruban,fita
578,Band::N,ruban,faixa
579,Kamm::N,peigne,pente
580,Spiegel::N,glace,espelho
581,Spiegel::N,miroir,espelho
582,Riemen::N,lanière,correia
583,Riemen::N,courroie,correia
584,Schnur::N,corde,corda
585,Schnur::N,corde,cordel
586,Schnur::N,ficelle,corda
587,Schnur::N,ficelle,cordel
588,Leine::N,laisse,trela
589,Decke::N,couverture,cobertor
590,Kissen::N,oreiller,almofada
591,Tuch::N,drap,pano
592,Tuch::N,fichu,pano
593,Handtuch::N,serviette,toalha
594,Handtuch::N,essuie-mains,toalha
595,Kraft::N,force,força
596,Stärke::N,vigueur,força
597,Gesundheit::N,santé,saúde
598,Krankheit::N,maladie,doença
599,Krankheit::N,maladie,enfermidade
600,Schmerz::N,douleur,dor
601,Wunde::N,plaie,chaga
602,Wunde::N,plaie,ferida
603,Wunde::N,blessure,chaga
604,Wunde::N,blessure,ferida
605,Fieber::N,fièvre,febre
606,Arznei::N,remède,remédio
607,Arznei::N,médecine,remédio
608,Brücke::N,pont,ponte
609,Brunnen::N,puits,poço
610,Weide::N,pâturage,pastagem
611,Pfad::N,sentier,senda
612,Pfad::N,sentier,trilho
613,Weg::N,voie,caminho
614,Weg::N,chemin,caminho
615,Straße::N,route,via
616,Straße::N,route,estrada
617,Dorf::N,village,aldeia
618,Stadt::N,cité,cidade
619,Stadt::N,ville,cidade
620,Brief::N,lettre,carta
621,Buch::N,livre,livro
622,Buchstabe::N,lettre,letra
623,Buchstabe::N,caractère,letra
624,Zeitung::N,journal,jornal
625,Leben::N,vie,vida
626,Tod::N,mort,morte
627,Grab::N,tombe,túmulo
628,Grab::N,tombe,sepultura
629,Kirche::N,église,igreja
630,Sünde::N,péché,pecado
631,Gott::N,dieu,deus
632,Arbeiter::N,ouvrier,operário
633,Arbeiter::N,ouvrier,trabalhador
634,Arbeiter::N,travailleur,operário
635,Arbeiter::N,travailleur,trabalhador
636,Chef::N,chef,chefe
637,Chef::N,chef,patrão
638,Chef::N,patron,chefe
639,Chef::N,patron,patrão
640,Meister::N,maître,mestre
641,Arzt::N,médecin,médico
642,Lehrer::N,professeur,professor
643,Lehrer::N,instituteur,professor
644,Geld::N,argent,dinheiro
645,Geschäft::N,affaire,negócio
646,Geschäft::N,commerce,negócio
647,Laden::N,magasin,loja
648,Laden::N,boutique,loja
649,Preis::N,prix,preço
650,Ware::N,marchandise,mercadoria
651,Nutzen::N,profit,proveito
652,Reichtum::N,richesse,riqueza
653,Welt::N,monde,mundo
654,Land::N,pays,país
655,Staat::N,État,Estado
656,König::N,roi,rei
657,Macht::N,pouvoir,poder
658,Macht::N,pouvoir,potência
659,Macht::N,puissance,poder
660,Macht::N,puissance,potência
661,Grenze::N,frontière,fronteira
662,Krieg::N,guerre,guerra
663,Feind::N,ennemi,inimigo
664,Gewalt::N,violence,violência
665,Kampf::N,lutte,luta
666,Kampf::N,lutte,combate
667,Kampf::N,combat,luta
668,Kampf::N,combat,combate
669,Bogen[Waffe]::N,arc,arco
670,Pfeil::N,flèche,seta
671,Pfeil::N,flèche,flecha
672,Gewehr::N,fusil,espingarda
673,Fehler::N,faute,erro
674,Fehler::N,faute,falha
675,Fehler::N,erreur,erro
676,Fehler::N,erreur,falha
677,Lüge::N,mensonge,mentira
678,Schaden::N,dégât,dano
679,Schaden::N,dégât,estrago
680,Schaden::N,dommage,dano
681,Schaden::N,dommage,estrago
682,Unglück::N,malheur,desgraça
683,Schuld::N,faute,culpa
684,Schuld::N,culpabilité,culpa
685,Alter::N,âge,idade
686,Schluss::N,fin,fim
687,Zeit::N,temps,tempo
688,Tag::N,jour,dia
689,Tag::N,journée,dia
690,Morgen::N,matin,manhã
691,Morgen::N,matinée,manhã
692,Mittag::N,midi,meio-dia
693,Abend::N,soir,noite
694,Abend::N,soir,tardinha
695,Abend::N,soirée,noite
696,Abend::N,soirée,tardinha
697,Nacht::N,nuit,noite
698,Woche::N,semaine,semana
699,Monat::N,mois,mês
700,Jahr::N,an,ano
701,Jahr::N,année,ano
702,Frühling::N,printemps,primavera
703,Sommer::N,été,verão
704,Herbst::N,automne,outono
705,Winter::N,hiver,inverno
706,Januar::N,janvier,Janeiro
707,Februar::N,février,Fevereiro
708,März::N,mars,Março
709,April::N,avril,Abril
710,Mai::N,mai,Maio
711,Juni::N,juin,Junho
712,Juli::N,juillet,Julho
713,August::N,août,Agosto
714,September::N,septembre,Setembro
715,Oktober::N,octobre,Outubro
716,November::N,novembre,Novembro
717,Dezember::N,décembre,Dezembro
718,Montag::N,lundi,segunda-feira
719,Dienstag::N,mardi,terça-feira
720,Mittwoch::N,mercredi,quarta-feira
721,Donnerstag::N,jeudi,quinta-feira
722,Freitag::N,vendredi,sexta-feira
723,Samstag::N,samedi,sábado
724,Sonntag::N,dimanche,domingo
725,groß::A,grand,grande
726,klein::A,petit,pequeno
727,lang::A,long,comprido
728,kurz::A,court,curto
729,breit::A,large,largo
730,schmal::A,étroit,estreito
731,dicht::A,dense,denso
732,dick[Gegenstand]::A,épais,grosso
733,dünn::A,mince,delgado
734,fein::A,fin,fino
735,fein::A,fin,subtil
736,fein::A,menu,fino
737,fein::A,menu,subtil
738,fest::A,ferme,firme
739,fest::A,ferme,sólido
740,fest::A,solide,firme
741,fest::A,solide,sólido
742,flach::A,plat,plano
743,glatt::A,poli,liso
744,glatt::A,lisse,liso
745,hart::A,dur,duro
746,weich::A,mou,mole
747,rund::A,rond,redondo
748,spitz::A,aigu,agudo
749,spitz::A,pointu,agudo
750,scharf::A,tranchant,afiado
751,stumpf::A,mousse,rombo
752,stumpf::A,émoussé,rombo
753,schwer::A,lourd,pesado
754,schwer::A,pesant,pesado
755,schön::A,beau,belo
756,schön::A,beau,bonito
757,heiß::A,chaud,quente
758,heiß::A,très chaud,quente
759,warm::A,chaud,quente
760,kalt::A,froid,frio
761,kühl::A,frais,fresco
762,frisch::A,frais,fresco
763,feucht::A,humide,húmido
764,nass::A,mouillé,molhado
765,trocken::A,sec,seco
766,voll::A,plein,cheio
767,voll::A,rempli,cheio
768,leer::A,vide,vazio
769,offen::A,ouvert,aberto
770,geschlossen::A,clos,fechado
771,geschlossen::A,fermé,fechado
772,sauber::A,net,limpo
773,sauber::A,propre,limpo
774,schmutzig::A,sale,sujo
775,schmutzig::A,crasseux,sujo
776,roh::A,cru,cru
777,roh::A,brut,cru
778,reif::A,mûr,maduro
779,lecker::A,délicieux,delicioso
780,lecker::A,appétissant,delicioso
781,süß::A,doux,doce
782,bitter::A,amer,amargo
783,sauer::A,aigre,azedo
784,hell::A,clair,claro
785,dunkel::A,sombre,escuro
786,dunkel::A,sombre,sombrio
787,schwarz::A,noir,preto
788,weiß::A,blanc,branco
789,rot::A,rouge,vermelho
790,gelb::A,jaune,amarelo
791,blau::A,bleu,azul
792,grün::A,vert,verde
793,grau::A,gris,cinzento
794,bunt::A,multicolore,colorido
795,billig::A,bon marché,barato
796,teuer::A,cher,caro
797,wertvoll::A,précieux,valioso
798,wertvoll::A,précieux,precioso
799,blind::A,aveugle,cego
800,taub::A,sourd,surdo
801,kräftig::A,fort,forte
802,kräftig::A,fort,poderoso
803,kräftig::A,vigoureux,forte
804,kräftig::A,vigoureux,poderoso
805,stark::A,fort,forte
806,stark::A,fort,robusto
807,stark::A,puissant,forte
808,stark::A,puissant,robusto
809,schwach::A,faible,débil
810,fett::A,gras,gordo
811,schlank::A,svelte,esbelto
812,hübsch::A,joli,giro
813,hübsch::A,joli,bonito
814,böse::A,mauvais,mau
815,dumm::A,sot,parvo
816,dumm::A,sot,estúpido
817,dumm::A,bête,parvo
818,dumm::A,bête,estúpido
819,faul::A,fainéant,preguiçoso
820,faul::A,paresseux,preguiçoso
821,fleißig::A,appliqué,aplicado
822,fleißig::A,appliqué,diligente
823,geizig::A,avare,avarento
824,klug::A,intelligent,prudente
825,klug::A,intelligent,inteligente
826,geschickt::A,habile,hábil
827,lieb::A,cher,caro
828,lieb::A,cher,querido
829,lieb::A,gentil,caro
830,lieb::A,gentil,querido
831,lustig::A,gai,alegre
832,lustig::A,joyeux,alegre
833,sanft::A,doux,suave
834,sanft::A,doux,brando
835,hungrig::A,affamé,faminto
836,krank::A,malade,doente
837,krank::A,malade,enfermo
838,nackt::A,nu,nu
839,nackt::A,nu,despido
840,traurig::A,triste,triste
841,lebendig::A,vivant,vivo
842,gut::A,bon,bom
843,schlecht::A,mauvais,mau
844,schlecht::A,mauvais,ruim
845,richtig::A,juste,justo
846,richtig::A,juste,correcto
847,richtig::A,correct,justo
848,richtig::A,correct,correcto
849,schlimm::A,grave,mau
850,schlimm::A,grave,grave
851,schlimm::A,mauvais,mau
852,schlimm::A,mauvais,grave
853,wahr::A,vrai,verdadeiro
854,wahr::A,véritable,verdadeiro
855,alt::A,vieux,velho
856,alt::A,vieux,antigo
857,neu::A,neuf,novo
858,neu::A,nouveau,novo
859,ehemalig::A,ancien,antigo
860,alt[Lebewesen]::A,âgé,velho
861,alt[Lebewesen]::A,vieux,velho
862,jung::A,jeune,jovem
863,arm::A,pauvre,pobre
864,reich::A,riche,rico
865,bekannt::A,connu,conhecido
866,berühmt::A,fameux,famoso
