,Concept_ID,pt,ko
349,Kante::N,borda,귀퉁
350,Kante::N,aresta,귀퉁
351,Ecke::N,esquina,구석
352,Spitze::N,ponta,끝
353,Spitze::N,ponta,참단
354,Ende::N,cabo,말당
355,Ende::N,extremo,말당
356,Loch::N,furo,빙옷
357,Loch::N,buraco,빙옷
358,Winkel::N,canto,각도
359,Winkel::N,ângulo,각도
360,Muster::N,padrão,본
361,Muster::N,padrão,견복
362,Muster::N,desenho,본
363,Muster::N,desenho,견복
364,Größe::N,tamanho,신장
365,Länge::N,comprimento,길이긺
366,Höhe::N,altura,높이
367,Höhe::N,altitude,높이
368,Gewicht::N,peso,추
369,Menge::N,quantidade,수양
370,Haufen::N,pilha,퇴적
371,Reihe::N,fila,열
372,Boot::N,barco,보트
373,Ruder::N,remo,노
374,Schlitten::N,trenó,썰매
375,Ski::N,esqui,스키
376,Lagerfeuer::N,fogueira,캠프의 모닥불
377,Last::N,carga,무거운짐
378,Gang::N,curso,걸음
379,Gang::N,caminhada,걸음
380,Schritt::N,passo,보조
381,Norden::N,norte,북쪽 
382,Süden::N,sul,남쪽
383,Westen::N,oeste,서쪽
384,Westen::N,ocidente,서쪽
385,Osten::N,este,동쪽
386,Osten::N,leste,동쪽
387,Osten::N,oriente,동쪽
388,Holz::N,madeira,목재
389,Brett::N,tábua,마루널
390,Brett::N,prancha,마루널
391,Platte::N,laje,탤
392,Platte::N,laje,금속판
393,Platte::N,chapa,탤
394,Platte::N,chapa,금속판
395,Stütze::N,apoio,버팀목
396,Stütze::N,suporte,버팀목
397,Stange::N,vara,장대
398,Stange::N,barra,장대
399,Stock::N,pau,막대기
400,Stock::N,bengala,막대기
401,Stab::N,bastão,작대기
402,Rohr::N,cano,갈대
403,Haus::N,casa,집
404,Heim::N,lar,집
405,Heim::N,casa,집
406,Ofen::N,estufa,아궁이
407,Ofen::N,aquecedor,아궁이
408,Fußboden::N,piso,마루
409,Tisch::N,mesa,탁자
410,Stuhl::N,cadeira,의자
411,Wiege::N,berço,발상지
412,Bett::N,cama,침대
413,Regal::N,estante,서가
414,Regal::N,prateleira,서가
415,Kiste::N,caixa,짐궤
416,Fenster::N,janela,눔
417,Tür::N,porta,문
418,Tor::N,portão,대문
419,Zaun::N,cerca,담장
420,Zaun::N,vedação,담장
421,Dach::N,telhado,지붕
422,Leiter::N,escada,사닥다리
423,Leiter::N,escada móvel,사닥다리
424,Besen::N,vassoura,비
425,Spaten::N,pá,가래
426,Schaufel::N,pá,삽
427,Gabel::N,garfo,갈래
428,Löffel::N,colher,숟가락
429,Messer::N,faca,나이프
430,Nagel::N,cravo,발툽
431,Netz::N,rede,그물
432,Haken::N,gancho,갈고리
433,Griff::N,asa,움켜쥠
434,Griff::N,cabo,움켜쥠
435,Schloss::N,fechadura,자물쇠
436,Bild::N,imagem,그림
437,Figur::N,figura,몸메
438,Puppe::N,boneca,인형
439,Beutel::N,saco,클
440,Beutel::N,bolsa,클
441,Bündel::N,fardo,자근다발
442,Tasche::N,saco,가방
443,Tasche::N,bolso,가방
444,Eimer::N,balde,동이
445,Deckel::N,tampa,뚜껑
446,Geschirr::N,louça,식시
447,Sack::N,saca,조갑
448,Tasse::N,chávena,차잔
449,Topf::N,tacho,단지
450,Topf::N,panela,단지
451,Kessel::N,caldeira,주전자
452,Essen::N,refeição,먹기
453,Nahrung::N,comida,식료
454,Nahrung::N,alimento,식료
455,Speise::N,prato,음식물
456,Fleisch::N,carne,고기
457,Getreide::N,cereais,곡물
458,Brei::N,puré,젤리
459,Brot::N,pão,빵
460,Scheibe::N,fatia,원반
461,Fett::N,banha,기름
462,Fett::N,gordura,기름
463,Butter::N,manteiga,버터
464,Öl::N,azeite,올리브유
465,Salz::N,sal,소금
466,Suppe::N,sopa,국
467,Suppe::N,sopa,수프
468,Suppe::N,caldo,국
469,Suppe::N,caldo,수프
470,Honig::N,mel,감미
471,Milch::N,leite,유즙
472,Tee::N,chá,차
473,Leder::N,couro,가죽
474,Wolle::N,lã,양털
475,Stoff::N,pano,패료
476,Stoff::N,tecido,패료
477,Nadel::N,agulha,바늘
478,Faden::N,fio,콘실
479,Knopf::N,botão,단추
480,Knoten::N,nó,곁절
481,Farbe::N,corante,색
482,Kleidung::N,roupa,옷입기
483,Kleidung::N,vestuário,옷입기
484,Hemd::N,camisa,속옷
485,Kragen::N,gola,깃
486,Ärmel::N,manga,소매
487,Hose::N,calça,바지
488,Gürtel::N,cinto,밴드
489,Mütze::N,boné,모자
490,Mütze::N,barrete,모자
491,Schuh::N,sapato,구두
492,Stiefel::N,bota,장화
493,Ring::N,anel,고리
494,Band::N,fita,리본
495,Band::N,faixa,리본
496,Kamm::N,pente,빗
497,Spiegel::N,espelho,거울
498,Riemen::N,correia,가죽끈
499,Schnur::N,corda,밧줄
500,Schnur::N,cordel,밧줄
501,Leine::N,trela,고삐줄
502,Decke::N,cobertor,이부자리
503,Kissen::N,almofada,깔개
504,Tuch::N,pano,천
505,Handtuch::N,toalha,수건
506,Kraft::N,força,세력
507,Stärke::N,força,힘
508,Gesundheit::N,saúde,위생
509,Krankheit::N,doença,병
510,Krankheit::N,enfermidade,병
511,Schmerz::N,dor,아픔고통
512,Wunde::N,chaga,상처
513,Wunde::N,ferida,상처
514,Fieber::N,febre,열별
515,Arznei::N,remédio,약
516,Brücke::N,ponte,교량
517,Brunnen::N,poço,원천
518,Weide::N,pastagem,목장
519,Pfad::N,senda,좁은길
520,Pfad::N,trilho,좁은길
521,Weg::N,caminho,길
522,Straße::N,via,길
523,Straße::N,estrada,길
524,Dorf::N,aldeia,촌
525,Dorf::N,aldeia,촌락
526,Stadt::N,cidade,도시
527,Brief::N,carta,서한
528,Buch::N,livro,책
529,Buchstabe::N,letra,문자
530,Zeitung::N,jornal,신문
531,Leben::N,vida,삶
532,Tod::N,morte,죽음
533,Grab::N,túmulo,무덤
534,Grab::N,sepultura,무덤
535,Kirche::N,igreja,교회
536,Sünde::N,pecado,부정
537,Gott::N,deus,하느님
538,Arbeiter::N,operário,일하는사람
539,Arbeiter::N,trabalhador,일하는사람
540,Chef::N,chefe,사장
541,Chef::N,patrão,사장
542,Meister::N,mestre,명인
543,Meister::N,mestre,대가
544,Arzt::N,médico,의사
545,Lehrer::N,professor,교사
546,Geld::N,dinheiro,돈
547,Geschäft::N,negócio,일
548,Laden::N,loja,가게
549,Preis::N,preço,가격
550,Ware::N,mercadoria,상품
551,Nutzen::N,proveito,이익
552,Reichtum::N,riqueza,많음
553,Welt::N,mundo,세상
554,Land::N,país,지방
555,Staat::N,Estado,국가
556,König::N,rei,국왕
557,Macht::N,poder,힘
558,Macht::N,potência,힘
559,Grenze::N,fronteira,국경
560,Krieg::N,guerra,전쟁
561,Feind::N,inimigo,적
562,Gewalt::N,violência,권력
563,Kampf::N,luta,전투
564,Kampf::N,combate,전투
565,Bogen[Waffe]::N,arco,활
566,Pfeil::N,seta,화살
567,Pfeil::N,flecha,화살
568,Gewehr::N,espingarda,무기
569,Fehler::N,erro,오류
570,Fehler::N,falha,오류
571,Lüge::N,mentira,거짓말
572,Schaden::N,dano,손상
573,Schaden::N,estrago,손상
574,Unglück::N,desgraça,불행
575,Schuld::N,culpa,부채
576,Alter::N,idade,연령
577,Schluss::N,fim,마감
578,Zeit::N,tempo,때
579,Zeit::N,tempo,시간
580,Tag::N,dia,하루
581,Morgen::N,manhã,이침
582,Mittag::N,meio-dia,대낮
583,Abend::N,noite,저녁
584,Abend::N,tardinha,저녁
585,Nacht::N,noite,밤
586,Woche::N,semana,근무일
587,Monat::N,mês,달
588,Jahr::N,ano,해
589,Frühling::N,primavera,봄
590,Sommer::N,verão,여름
591,Herbst::N,outono,가을
592,Winter::N,inverno,겨울
593,Januar::N,Janeiro,일월
594,Februar::N,Fevereiro,이월
595,März::N,Março,삼월
596,April::N,Abril,사월
597,Mai::N,Maio,오월
598,Juni::N,Junho,유월
599,Juli::N,Julho,칠월
600,August::N,Agosto,팔월
601,September::N,Setembro,구월
602,Oktober::N,Outubro,시월
603,November::N,Novembro,십일월
604,Dezember::N,Dezembro,십이월
605,Montag::N,segunda-feira,월요일
606,Dienstag::N,terça-feira,화요일
607,Mittwoch::N,quarta-feira,수요일
608,Donnerstag::N,quinta-feira,모교일
609,Freitag::N,sexta-feira,그묘일
610,Samstag::N,sábado,토요일
611,Sonntag::N,domingo,일요일
612,groß::A,grande,큰
613,klein::A,pequeno,자근
614,lang::A,comprido,긴
615,kurz::A,curto,짧은
616,breit::A,largo,넓은
617,schmal::A,estreito,좁은
618,dicht::A,denso,농밀한
619,dick[Gegenstand]::A,grosso,두꺼운
620,dünn::A,delgado,얇은
621,fein::A,fino,미세한
622,fein::A,subtil,미세한
623,fest::A,firme,굳은
624,fest::A,sólido,굳은
625,flach::A,plano,얕은
626,glatt::A,liso,반들반들한
627,hart::A,duro,굳은
628,weich::A,mole,연한
629,rund::A,redondo,둥근
630,spitz::A,agudo,뾰족한
631,scharf::A,afiado,날카로운
632,stumpf::A,rombo,무딘
633,schwer::A,pesado,무거운
634,schön::A,belo,멋진
635,schön::A,bonito,멋진
636,heiß::A,quente,뜨거운
637,warm::A,quente,따뜻한
638,kalt::A,frio,찬
639,kühl::A,fresco,서늘한
640,frisch::A,fresco,신선한
641,feucht::A,húmido,축축한
642,nass::A,molhado,젖은
643,trocken::A,seco,마른
644,voll::A,cheio,완전한
645,leer::A,vazio,빈
646,offen::A,aberto,열린
647,geschlossen::A,fechado,닫힌
648,sauber::A,limpo,깨끗한
649,schmutzig::A,sujo,더러운
650,roh::A,cru,날게잇의
651,reif::A,maduro,이근
652,lecker::A,delicioso,맛있는
653,süß::A,doce,단
654,bitter::A,amargo,찌르는듯한
655,sauer::A,azedo,산성의
656,hell::A,claro,밝은
657,dunkel::A,escuro,어두운
658,dunkel::A,sombrio,어두운
659,schwarz::A,preto,검은
660,weiß::A,branco,하얀
661,rot::A,vermelho,붉은
662,gelb::A,amarelo,황색
663,blau::A,azul,푸른
664,grün::A,verde,녹색의
665,grau::A,cinzento,회색의
666,bunt::A,colorido,알록달록한
667,billig::A,barato,싼
668,teuer::A,caro,값비산
669,wertvoll::A,valioso,가치가많은
670,wertvoll::A,precioso,가치가많은
671,blind::A,cego,눈먼
672,taub::A,surdo,무감간한
673,kräftig::A,forte,강장한
674,kräftig::A,poderoso,강장한
675,stark::A,forte,강한
676,stark::A,robusto,강한
677,schwach::A,débil,약한
678,fett::A,gordo,실찐
679,schlank::A,esbelto,호리호리한
680,hübsch::A,giro,예쁜
681,hübsch::A,bonito,예쁜
682,böse::A,mau,나쁜
683,dumm::A,parvo,어리석은
684,dumm::A,estúpido,어리석은
685,faul::A,preguiçoso,너덜너덜한
686,fleißig::A,aplicado,근면한
687,fleißig::A,diligente,근면한
688,geizig::A,avarento,인색한
689,klug::A,prudente,
690,klug::A,inteligente,
691,geschickt::A,hábil,교묘한
692,lieb::A,caro,친애하는
693,lieb::A,querido,친애하는
694,lustig::A,alegre,유쾌한
695,sanft::A,suave,온화한
696,sanft::A,brando,온화한
697,hungrig::A,faminto,배고픈
698,krank::A,doente,병든
699,krank::A,enfermo,병든
700,nackt::A,nu,벌거벗은
701,nackt::A,despido,벌거벗은
702,traurig::A,triste,슬픈
703,lebendig::A,vivo,살아있는
704,gut::A,bom,좋은
705,schlecht::A,mau,나쁜
706,schlecht::A,ruim,나쁜
707,richtig::A,justo,바른
708,richtig::A,correcto,바른
709,schlimm::A,mau,못된
710,schlimm::A,grave,못된
711,wahr::A,verdadeiro,참된
712,alt::A,velho,늙은
713,alt::A,antigo,늙은
714,neu::A,novo,새
715,ehemalig::A,antigo,전의
716,alt[Lebewesen]::A,velho,낡은
717,jung::A,jovem,젊은
718,arm::A,pobre,가난한
719,reich::A,rico,풍부한
720,bekannt::A,conhecido,저명한
721,berühmt::A,famoso,유명한
722,berühmt::A,célebre,유명한
723,fremd::A,alheio,타처이
724,fremd::A,estranho,타처이
725,verschieden::A,diverso,따른
726,verschieden::A,diferente,따른
727,nah::A,próximo,가까운
728,fern::A,remoto,먼
729,fern::A,distante,먼
730,linker::A,esquerdo,왼쭉의
731,rechter::A,direito,오른쪽의
732,anderer::A,outro,다른
733,erster::A,primeiro,첫째
734,zweiter::A,segundo,둘째
735,dritter::A,terceiro,셋째
736,letzter::A,final,의후자의
737,letzter::A,último,의후자의
738,allein::ADV,só,훌로
739,auf einmal::ADV,de vez,갑자기
740,zusammen::ADV,juntos,모아서
741,lange::ADV,muito tempo,오래
742,plötzlich::ADV,de repente,둘연한
743,sofort::ADV,imediatamente,즉시
744,später::ADV,mais tarde,보다늦은
745,jetzt::ADV,agora,목하
746,heute::ADV,hoje,오늘
747,morgen::ADV,amanhã,내일
748,bald::ADV,logo,곱
749,bald::ADV,breve,곱
750,dann::ADV,então,그경우에
751,dann::ADV,depois,그경우에
752,gestern::ADV,ontem,어제
753,einst::ADV,antigamente,옛날에
754,damals::ADV,então,그때에
755,danach::ADV,logo,그 뒤에
756,danach::ADV,depois,그 뒤에
757,vorher::ADV,antes,미리
758,zuerst::ADV,primeiro,최초로
759,einmal::ADV,uma vez,한번
760,manchmal::ADV,às vezes,땓대로
761,oft::ADV,muitas vezes,땓대로
762,immer::ADV,sempre,늘
763,niemals::ADV,nunca,결코...(하지)않다
764,hier::ADV,cá,여기
765,hier::ADV,aqui,여기
766,hierhin::ADV,para cá,여기로
767,von hier::ADV,daqui,
768,dort::ADV,lá,거기
769,dort::ADV,ali,거기
770,dorthin::ADV,lá,저기예
771,dorthin::ADV,para lá,저기예
772,geradeaus::ADV,em frente,곧장
773,vorwärts::ADV,avante,앞으로
774,rückwärts::ADV,para trás,뒤로
775,zurück::ADV,atrás,제자리로
776,unten::ADV,debaixo,아래에
777,unten::ADV,em baixo,아래에
778,hinab::ADV,para baixo,아래쪽으로
779,oben::ADV,em cima,위에
780,hinauf::ADV,para cima,위쪽으로
781,überall::ADV,em toda parte,도처에
782,nicht::ADV,não,안
783,ein wenig::ADV,um pouco,적음
784,ein wenig::ADV,um bocado,적음
785,kaum::ADV,apenas,가의
786,sehr::ADV,muito,자주
787,so::ADV,tão,그와같이
788,so::ADV,assim,그와같이
789,noch::ADV,ainda,아직
790,nur::ADV,só,다만
791,nur::ADV,apenas,다만
792,nur::ADV,somente,다만
793,schon::ADV,já,이미
794,wieder::ADV,outra vez,다시
795,vergebens::ADV,em vão,헛되이
796,vor::PRP,diante de,앞에
797,hinter::PRP,atrás de,뒤에
798,unter::PRP,sob,잍에
799,unter::PRP,debaixo de,잍에
800,durch::PRP,por,통고하여
801,durch::PRP,através de,통고하여
802,neben::PRP,junto de,와나란히
803,neben::PRP,ao lado de,와나란히
804,zwischen::PRP,entre,의사이로
805,wegen::PRP,por,때문에
806,wegen::PRP,por causa de,때문에
807,dies::PRN,isto,이
808,das::PRN,isso,저
809,das::PRN,aquilo,저
810,alles::PRN,todo,모든것
811,ich::PRN,eu,나
812,du::PRN,tu,너
813,er::PRN,ele,그
814,wir::PRN,nós,우리
815,ihr::PRN,vós,너희들
816,ihr::PRN,vocês,너희들
817,sie::PRN,eles,그들
818,was::FPRN,quê,뭣
819,wer::FPRN,quem,누구
820,wo::FADV,onde,어디
821,wohin::FADV,aonde,어디로
822,wohin::FADV,para onde,어디로
823,wie::FADV,como,어떻게
824,warum::FADV,porquê,왜
825,warum::FADV,por que,왜
826,wieviel::FNUM,quanto,얼마만큰
827,eins::NUM,um,하나
828,zwei::NUM,dois,둘
829,drei::NUM,três,셋
830,vier::NUM,quatro,넷
831,fünf::NUM,cinco,다섯
832,sechs::NUM,seis,여섯
833,sieben::NUM,sete,일곱
834,acht::NUM,oito,여덟
835,neun::NUM,nove,아홉
836,zehn::NUM,dez,열
837,elf::NUM,onze,열하나
838,zwölf::NUM,doze,열둘
839,zwanzig::NUM,vinte,스물
840,dreißig::NUM,trinta,서름
841,vierzig::NUM,quarenta,마흔
842,fünfzig::NUM,cinquenta,숸
843,sechzig::NUM,sessenta,에순
844,siebzig::NUM,setenta,일흔
845,achtzig::NUM,oitenta,여든
846,neunzig::NUM,noventa,아흔
847,hundert::NUM,cem,백
848,hundert::NUM,cento,백
849,tausend::NUM,mil,천
850,und::CNJ,e,와
851,oder::CNJ,ou,아니면
852,stehen::V,estar em pé,서다
853,sitzen::V,estar sentado,앉다
854,liegen::V,jazer,눕다
855,liegen::V,estar deitado,눕다
856,hängen::V,pender,달다
857,hängen::V,estar pendurado,달다
858,werden::V,tornar-se,되다
