,Concept_ID,sv,zh
241,Lust::N,lust,乐趣
242,Geist::N,ande,精神
243,Gedanke::N,tanke,思想
244,Gedächtnis::N,minne,记性
245,Verstand::N,förstånd,理智
246,Sinn::N,mening,感觉
247,Sinn::N,betydelse,感觉
248,Grund::N,skäl,理由
249,Grund::N,grund,理由
250,Wahrheit::N,sanning,真理
251,Gespräch::N,samtal,谈话
252,Märchen::N,saga,童话
253,Erzählung::N,berättelse,故事
254,Nachricht::N,meddelande,消息
255,Neuigkeit::N,nyhet,新闻
256,Name::N,namn,名字
257,Rätsel::N,gåta,谜语
258,Rede::N,tal,讲话
259,Sprache::N,språk,语言
260,Stimme::N,stämma,声音
261,Wort::N,ord,词
262,Zeichen::N,tecken,标记
263,Ruf::N,rop,呼喊
264,Lärm::N,bråk,噪音
265,Lärm::N,oväsen,噪音
266,Laut::N,ljud,响声
267,Ton::N,ton,声音
268,Lied::N,sång,歌曲
269,Ruhe::N,ro,安静
270,Ruhe::N,lugn,安静
271,Leute::N,folk,人们
272,Volk::N,folk,人民
273,Arbeit::N,arbete,劳动
274,Gast::N,gäst,客人
275,Geschenk::N,gåva,礼物
276,Geschenk::N,present,礼物
277,Spiel::N,lek,游戏
278,Spiel::N,spel,游戏
279,Gesellschaft::N,sällskap,陪同
280,Hilfe::N,hjälp,帮助
281,Freund::N,vän,朋友
282,Kamerad::N,kamrat,同志
283,Angelegenheit::N,ärende,事情
284,Angelegenheit::N,angelägenhet,事情
285,Anzahl::N,antal,数目
286,Art::N,art,种类
287,Art::N,slag,种类
288,Stück::N,stycke,块
289,Teil::N,del,部分
290,Hälfte::N,halva,一半
291,Kreis::N,krets,圆
292,Kreis::N,cirkel,圆
293,Kreuz::N,kors,十字架
294,Kreuz::N,kryss,十字架
295,Linie::N,linje,线条
296,Strich::N,streck,划
297,Abstand::N,avstånd,距离
298,Entfernung::N,avstånd,距离
299,Gegend::N,trakt,地区
300,Platz::N,plats,场所
301,Ort::N,plats,地点
302,Ort::N,ställe,地点
303,Seite::N,sida,面
304,Mitte::N,mitt,中间
305,Gegenstand::N,föremål,物品
306,Sache::N,sak,物
307,Rand::N,rand,边
308,Kante::N,kant,棱
309,Ecke::N,vrå,角
310,Ecke::N,hörn,角
311,Spitze::N,spets,尖
312,Ende::N,ända,结尾
313,Loch::N,hål,洞
314,Winkel::N,vinkel,角度
315,Muster::N,mönster,模型
316,Größe::N,storlek,大小
317,Länge::N,längd,长度
318,Höhe::N,höjd,高度
319,Gewicht::N,tyngd,重量
320,Menge::N,mängd,数量
321,Haufen::N,hög,堆
322,Reihe::N,rad,行
323,Boot::N,båt,小船
324,Ruder::N,åra,奖
325,Schlitten::N,släde,雪橇
326,Ski::N,skida,雪板
327,Lagerfeuer::N,lägereld,营火
328,Last::N,last,负担
329,Last::N,börda,负担
330,Gang::N,gång,行走
331,Schritt::N,steg,步伐
332,Norden::N,norr,北
333,Süden::N,söder,南
334,Westen::N,väster,西
335,Osten::N,öster,东
336,Holz::N,trä,木材
337,Brett::N,bräda,木板
338,Platte::N,platta,平板
339,Stütze::N,stöd,支架
340,Stütze::N,stötta,支架
341,Stange::N,stång,杆
342,Stock::N,käpp,棒
343,Stock::N,pinne,棒
344,Stab::N,stav,棍
345,Rohr::N,rör,管子
346,Haus::N,hus,房屋
347,Heim::N,hem,家
348,Ofen::N,ugn,炉子
349,Fußboden::N,golv,地板
350,Tisch::N,bord,桌子
351,Stuhl::N,stol,椅子
352,Wiege::N,vagga,摇蓝
353,Bett::N,säng,床
354,Regal::N,hylla,架子
355,Kiste::N,låda,箱子
356,Fenster::N,fönster,窗户
357,Tür::N,dörr,门
358,Tor::N,port,大门
359,Zaun::N,staket,篱笆
360,Zaun::N,stängsel,篱笆
361,Dach::N,tak,屋顶
362,Leiter::N,stege,梯子
363,Besen::N,kvast,扫帚
364,Spaten::N,spade,铁锹
365,Schaufel::N,skovel,铁锹
366,Schaufel::N,skyffel,铁锹
367,Gabel::N,gaffel,叉
368,Löffel::N,sked,食匙
369,Messer::N,kniv,刀
370,Nagel::N,spik,钉子
371,Netz::N,nät,网
372,Haken::N,krok,钩子
373,Griff::N,tag,把柄
374,Griff::N,handtag,把柄
375,Schloss::N,las,锁
376,Bild::N,bild,图画
377,Figur::N,figur,人像
378,Puppe::N,docka,娃娃
379,Beutel::N,påse,袋子
380,Bündel::N,bunt,捆
381,Bündel::N,knippa,捆
382,Tasche::N,väska,手提包
383,Eimer::N,hink,桶
384,Eimer::N,ämbar,桶
385,Deckel::N,lock,盖子
386,Geschirr::N,servis,餐具
387,Geschirr::N,porslin,餐具
388,Sack::N,säck,袋子
389,Tasse::N,kopp,杯子
390,Topf::N,gryta,锅
391,Topf::N,kastrull,锅
392,Kessel::N,kittel,水壶
393,Essen::N,mål,进餐
394,Nahrung::N,näring,食物
395,Speise::N,maträtt,菜肴
396,Fleisch::N,kött,肉
397,Getreide::N,säd,谷物
398,Getreide::N,spannmål,谷物
399,Brei::N,gröt,粥
400,Brot::N,bröd,面包
401,Scheibe::N,skiva,片
402,Fett::N,fett,脂肪
403,Butter::N,smör,黄油
404,Öl::N,olja,油
405,Salz::N,salt,盐
406,Suppe::N,soppa,汤
407,Honig::N,honung,蜂蜜
408,Milch::N,mjölk,奶
409,Tee::N,te,茶
410,Leder::N,läder,皮革
411,Wolle::N,ull,毛线
412,Wolle::N,ylle,毛线
413,Stoff::N,tyg,织物
414,Stoff::N,stoff,织物
415,Nadel::N,nål,针
416,Faden::N,tråd,线
417,Knopf::N,knapp,纽扣
418,Knoten::N,knut,结
419,Farbe::N,färg,颜色
420,Kleidung::N,klädsel,衣服
421,Hemd::N,skjorta,衬衫
422,Kragen::N,krage,领子
423,Ärmel::N,ärm,袖子
424,Hose::N,byxor,裤子
425,Gürtel::N,bälte,腰带
426,Mütze::N,mössa,帽子
427,Schuh::N,sko,鞋
428,Stiefel::N,stövel,靴子
429,Ring::N,ring,戒指
430,Band::N,band,带子
431,Kamm::N,kam,梳子
432,Spiegel::N,spegel,镜子
433,Riemen::N,rem,皮带
434,Schnur::N,snöre,绳子
435,Leine::N,lina,皮带
436,Decke::N,täcke,被子
437,Kissen::N,dyna,软垫
438,Kissen::N,kudde,软垫
439,Tuch::N,sjal,巾
440,Handtuch::N,handduk,手巾
441,Kraft::N,kraft,力
442,Stärke::N,styrka,力量
443,Gesundheit::N,hälsa,健康
444,Krankheit::N,sjukdom,病
445,Schmerz::N,smärta,痛
446,Wunde::N,sår,伤口
447,Fieber::N,feber,发烧
448,Arznei::N,medicin,药
449,Arznei::N,läkemedel,药
450,Brücke::N,bro,桥
451,Brunnen::N,brunn,井
452,Weide::N,bete,牧场
453,Pfad::N,stig,小路
454,Weg::N,väg,路
455,Straße::N,gata,街
456,Dorf::N,by,村庄
457,Stadt::N,stad,城市
458,Brief::N,brev,信
459,Buch::N,bok,书
460,Buchstabe::N,bokstav,字母
461,Zeitung::N,tidning,报纸
462,Leben::N,liv,生命
463,Tod::N,död,死亡
464,Grab::N,grav,坟墓
465,Kirche::N,kyrka,教堂
466,Sünde::N,synd,罪
467,Gott::N,gud,上帝
468,Arbeiter::N,arbetare,工人
469,Chef::N,chef,上司
470,Meister::N,mästare,师傅
471,Arzt::N,läkare,医生
472,Lehrer::N,lärare,教师
473,Geld::N,pengar,钱
474,Geschäft::N,rörelse,交易
475,Laden::N,affär,商店
476,Preis::N,pris,价格
477,Ware::N,vara,商品
478,Nutzen::N,gagn,好处
479,Nutzen::N,nytta,好处
480,Reichtum::N,rikedom,财富
481,Welt::N,värld,世界
482,Land::N,land,国家
483,Staat::N,stat,国家
484,König::N,kung,国王
485,König::N,konung,国王
486,Macht::N,makt,权力
487,Grenze::N,gräns,边界
488,Krieg::N,krig,战争
489,Feind::N,fiende,敌人
490,Gewalt::N,våld,暴力
491,Kampf::N,kamp,战斗
492,Kampf::N,strid,战斗
493,Bogen[Waffe]::N,båge,弓
494,Pfeil::N,pil,箭
495,Gewehr::N,gevär,枪
496,Fehler::N,fel,错误
497,Lüge::N,lögn,谎话
498,Schaden::N,skada,损失
499,Unglück::N,otur,不幸
500,Unglück::N,olycka,不幸
501,Schuld::N,skuld,过错
502,Alter::N,ålder,年龄
503,Schluss::N,slut,结束
504,Zeit::N,tid,时间
505,Tag::N,dag,天
506,Morgen::N,morgon,早晨
507,Mittag::N,middag,中午
508,Abend::N,kväll,晚上
509,Nacht::N,natt,夜
510,Woche::N,vecka,星期
511,Monat::N,månad,月
512,Jahr::N,år,年
513,Frühling::N,vår,春天
514,Sommer::N,sommar,夏天
515,Herbst::N,höst,秋天
516,Winter::N,vinter,冬天
517,Januar::N,januari,一月
518,Februar::N,februari,二月
519,März::N,mars,三月
520,April::N,april,四月
521,Mai::N,maj,五月
522,Juni::N,juni,六月
523,Juli::N,juli,七月
524,August::N,augusti,八月
525,September::N,september,九月
526,Oktober::N,oktober,十月
527,November::N,november,十一月
528,Dezember::N,december,十二月
529,Montag::N,måndag,星期一
530,Dienstag::N,tisdag,星期二
531,Mittwoch::N,onsdag,星期三
532,Donnerstag::N,torsdag,星期四
533,Freitag::N,fredag,星期五
534,Samstag::N,lördag,星期六
535,Sonntag::N,söndag,星期日
536,groß::A,stor,大
537,klein::A,liten,小
538,lang::A,lång,长
539,kurz::A,kort,短
540,breit::A,bred,宽
541,schmal::A,smal,细长的
542,dicht::A,tät,密
543,dick[Gegenstand]::A,tjock,厚
544,dünn::A,tunn,薄
545,fein::A,fin,细小
546,fest::A,fast,固体
547,flach::A,platt,平坦
548,glatt::A,glatt,光滑
549,hart::A,hård,硬
550,weich::A,mjuk,软
551,rund::A,rund,圆
552,spitz::A,toppig,尖
553,spitz::A,spetsig,尖
554,scharf::A,vass,锋利
555,scharf::A,skarp,锋利
556,stumpf::A,slö,钝
557,schwer::A,tung,重
558,schön::A,skön,美丽
559,schön::A,vacker,美丽
560,heiß::A,het,烫
561,warm::A,varm,暖和
562,kalt::A,kall,冷
563,kühl::A,sval,凉
564,kühl::A,kylig,凉
565,frisch::A,färsk,新鲜
566,feucht::A,fuktig,潮湿
567,nass::A,våt,湿
568,trocken::A,torr,干
569,voll::A,full,满
570,leer::A,tom,空
571,offen::A,öppen,敞开
572,geschlossen::A,stängd,关闭
573,sauber::A,ren,干净
574,schmutzig::A,snuskig,肮脏
575,roh::A,rå,生
576,reif::A,mogen,成熟
577,lecker::A,läcker,好吃
578,süß::A,söt,甜
579,bitter::A,besk,苦
580,bitter::A,bitter,苦
581,sauer::A,sur,酸
582,hell::A,ljus,亮
583,dunkel::A,mörk,阴暗
584,schwarz::A,svart,黑
585,weiß::A,vit,白
586,rot::A,röd,红
587,gelb::A,gul,黄
588,blau::A,blå,蓝
589,grün::A,grön,绿
590,grau::A,grå,灰色
591,bunt::A,brokig,五彩
592,billig::A,billig,便宜
593,teuer::A,dyr,贵
594,wertvoll::A,värdefull,贵重
595,blind::A,blind,瞎
596,taub::A,döv,聋
597,kräftig::A,kraftig,强壮
598,stark::A,stark,强壮
599,schwach::A,svag,弱
600,fett::A,fet,胖
601,schlank::A,slank,苗条
602,hübsch::A,snygg,漂亮
603,hübsch::A,vacker,漂亮
604,böse::A,ond,邪恶
605,böse::A,elak,邪恶
606,dumm::A,dum,笨
607,faul::A,lat,懒惰
608,fleißig::A,flitig,勤奋
609,geizig::A,snål,吝啬
610,geizig::A,girig,吝啬
611,klug::A,klok,聪明
612,geschickt::A,händig,灵巧
613,geschickt::A,skicklig,灵巧
614,lieb::A,kär,可爱
615,lieb::A,snäll,可爱
616,lustig::A,rolig,快乐
617,lustig::A,lustig,快乐
618,sanft::A,mild,柔和
619,hungrig::A,hungrig,饥饿
620,krank::A,sjuk,患病
621,nackt::A,naken,裸体
622,traurig::A,ledsen,悲哀
623,traurig::A,sorgsen,悲哀
624,lebendig::A,levande,活
625,gut::A,bra,好
626,schlecht::A,dålig,坏
627,richtig::A,riktig,正确
628,schlimm::A,illa,糟糕
629,wahr::A,sann,真
630,alt::A,gammal,旧
631,neu::A,ny,新
632,ehemalig::A,forn,以前
633,ehemalig::A,tidigare,以前
634,alt[Lebewesen]::A,gammal,老
635,jung::A,ung,年轻
636,arm::A,fattig,贫穷
637,reich::A,rik,富裕
638,bekannt::A,känd,出名
639,berühmt::A,berömd,著名
640,fremd::A,främmande,陌生
641,verschieden::A,åtskillig,不同
642,nah::A,nära,近
643,fern::A,fjärran,遥远
644,linker::A,vänster,左
645,rechter::A,höger,右
646,anderer::A,annan,别的
647,erster::A,första,第一
648,zweiter::A,andra,第二
649,dritter::A,tredje,第三
650,letzter::A,sist,最后
651,allein::ADV,allena,单独
652,auf einmal::ADV,på en gång,同时
653,zusammen::ADV,tillsammans,一起
654,lange::ADV,länge,许久
655,plötzlich::ADV,plötsligt,忽然
656,sofort::ADV,strax,立刻
657,sofort::ADV,genast,立刻
658,später::ADV,senare,以后
659,jetzt::ADV,nu,现在
660,heute::ADV,i dag,今天
661,morgen::ADV,i morgon,明天
662,bald::ADV,snart,即将
663,dann::ADV,då,然后
664,gestern::ADV,i går,昨天
665,einst::ADV,en gång,曾经
666,damals::ADV,då,当时
667,damals::ADV,den gången,当时
668,danach::ADV,därefter,随后
669,vorher::ADV,före,事先
670,vorher::ADV,förut,事先
671,zuerst::ADV,först,首先
672,einmal::ADV,en gång,一次
673,manchmal::ADV,ibland,有时
674,oft::ADV,ofta,时常
675,immer::ADV,alltid,总是
676,niemals::ADV,aldrig,从未
677,hier::ADV,här,这里
678,hierhin::ADV,hit,到这里
679,von hier::ADV,härifrån,由此
680,dort::ADV,där,那里
681,dorthin::ADV,dit,到那里
682,geradeaus::ADV,rätt fram,一直往前
683,vorwärts::ADV,fram,向前
684,vorwärts::ADV,framåt,向前
685,rückwärts::ADV,baklänges,向后
686,zurück::ADV,tillbaka,退后
687,unten::ADV,nere,下面
688,unten::ADV,nedanför,下面
689,hinab::ADV,ned,向下
690,hinab::ADV,nedåt,向下
691,oben::ADV,ovan,上面
692,oben::ADV,ovanpå,上面
693,hinauf::ADV,upp,向上
694,hinauf::ADV,uppåt,向上
695,überall::ADV,överallt,到处
696,nicht::ADV,ej,不
697,nicht::ADV,inte,不
698,ein wenig::ADV,litet,一点儿
699,kaum::ADV,knappt,几乎不
700,kaum::ADV,knappast,几乎不
701,sehr::ADV,mycket,很
702,so::ADV,så,如此
703,noch::ADV,än,还
704,noch::ADV,ännu,还
705,nur::ADV,bara,只
706,nur::ADV,endast,只
707,schon::ADV,redan,已经
708,wieder::ADV,åter,又
709,vergebens::ADV,förgäves,
710,vor::PRP,utanför,在...面前
711,hinter::PRP,bakom,在...背后
712,unter::PRP,under,在...下面
713,durch::PRP,genom,穿过
714,durch::PRP,igenom,穿过
715,neben::PRP,bredvid,在...旁
716,neben::PRP,vid sidan av,在...旁
717,zwischen::PRP,mellan,在...之间
718,wegen::PRP,på grund av,由于
719,dies::PRN,detta,这
720,das::PRN,det,那
721,alles::PRN,allt,一切
722,ich::PRN,jag,我
723,du::PRN,du,你
724,er::PRN,han,他
725,wir::PRN,vi,我们
726,ihr::PRN,ni,你们
727,sie::PRN,de,她
728,was::FPRN,vad,什么
729,wer::FPRN,vem,谁
730,wo::FADV,var,哪里
731,wohin::FADV,vart,去哪里
732,wie::FADV,hur,怎么
733,warum::FADV,varför,为什么
734,wieviel::FNUM,hur mycket,多少
735,eins::NUM,en,一
736,eins::NUM,ett,一
737,zwei::NUM,två,二
738,drei::NUM,tre,三
739,vier::NUM,fyra,四
740,fünf::NUM,fem,五
741,sechs::NUM,sex,六
742,sieben::NUM,sju,七
743,acht::NUM,åtta,八
744,neun::NUM,nio,九
745,zehn::NUM,tio,十
746,elf::NUM,elva,十一
747,zwölf::NUM,tolv,十二
748,zwanzig::NUM,tjugo,二十
749,dreißig::NUM,trettio,三十
750,vierzig::NUM,fyrtio,四十
751,fünfzig::NUM,femtio,五十
752,sechzig::NUM,sextio,六十
753,siebzig::NUM,sjuttio,七十
754,achtzig::NUM,åttio,八十
755,neunzig::NUM,nittio,九十
756,hundert::NUM,hundra,百
757,tausend::NUM,tusen,千
758,und::CNJ,och,和
759,oder::CNJ,eller,或者
760,stehen::V,stå,站
761,sitzen::V,sitta,坐
762,liegen::V,ligga,躺着
763,hängen::V,hänga,挂着
764,werden::V,bli,成为
765,passieren::V,ske,发生
766,passieren::V,hända,发生
767,beginnen::V,börja,开始
768,enden::V,ända,终止
769,wechseln::V,växla,变迁
770,aufgehen[Sonne]::V,gå upp,升起
771,untergehen[Sonne]::V,gå ned,下落
772,scheinen[Sonne]::V,skina,照射
773,donnern::V,dundra,打雷
774,wehen::V,blåsa,飘扬
775,strömen::V,forsa,流
776,strömen::V,strömma,流
777,fließen::V,flyta,流动
778,sich drehen::V,snurra,转动
779,schwanken::V,vackla,摇摆
780,schwingen::V,svinga,摇
781,fallen::V,falla,坠落
782,brennen::V,brinna,燃烧
783,rauchen::V,ryka,冒烟
784,regnen::V,regna,下雨
785,gefrieren::V,frysa,结冰
786,tauen::V,töa,融化
787,schmelzen::V,smälta,溶化
788,trocknen::V,torka,变干
789,sieden::V,koka,煮
790,sieden::V,sjuda,煮
791,faulen::V,ruttna,腐烂
792,verfaulen::V,ruttna,腐烂
793,reißen::V,brista,撕
794,versinken::V,sjunka,下沉
795,vergehen::V,förgå,流逝
796,erscheinen::V,synas,出现
797,erscheinen::V,visa sig,出现
798,verschwinden::V,försvinna,消失
799,sinken::V,sjunka,下降
800,abnehmen::V,avta,减少
801,abnehmen::V,minskas,减少
802,zunehmen::V,tilltaga,增加
803,steigen::V,stiga,上升
804,wachsen::V,växa,生长
805,glänzen::V,glimma,发光
806,funkeln::V,tindra,闪烁
807,funkeln::V,gnistra,闪烁
808,lärmen::V,bråka,吵闹
809,lärmen::V,väsnas,吵闹
810,läuten::V,ringa,响
811,klingeln::V,ringa,按铃
812,klirren::V,klirra,
813,brausen::V,brusa,疾驶
814,rauschen::V,susa,
815,klingen::V,låta,听起来
816,klingen::V,klinga,听起来
817,bellen::V,skälla,吠
818,heulen::V,yla,嗥
819,heulen::V,tjuta,嗥
820,blasen::V,blåsa,吹
821,pfeifen::V,vissla,吹口哨
822,schreien::V,skrika,叫喊
823,stöhnen::V,stöna,呻吟
824,zittern::V,darra,颤抖
825,zittern::V,skälva,颤抖
826,leben::V,leva,生存
827,geboren werden::V,födas,出生
828,atmen::V,andas,呼吸
829,trinken::V,dricka,喝
830,essen::V,äta,吃
831,schlucken::V,svälja,咽
832,müde werden::V,tröttna,疲倦
833,einschlafen::V,somna,入睡
834,schlafen::V,sova,睡觉
835,aufwachen::V,vakna,睡醒
836,aufstehen::V,stiga upp,起床
837,sich erholen::V,repa sig,休养
838,sich erholen::V,hämta sig,休养
839,krank werden::V,insjukna,生病
840,krank sein::V,vara sjuk,生病
841,schmerzen::V,smärta,疼痛
842,schmerzen::V,göra ont,疼痛
843,husten::V,hosta,咳
844,genesen::V,tillfriskna,痊愈
845,sterben::V,dö,死
846,umkommen::V,omkomma,丧命
847,sich bewegen::V,röra sig,移动
848,sich rühren::V,röra på sig,动弹
849,sich erheben::V,resa sig,站起
850,sich setzen::V,sätta sig,坐
851,hinfallen::V,falla omkull,跌倒
852,laufen::V,löpa,步行
853,schreiten::V,skrida,迈步
854,spazierengehen::V,promenera,散步
855,eilen::V,ila,急忙
856,sich beeilen::V,skynda sig,赶快
857,sausen::V,susa,疾驰
858,rennen::V,löpa,奔跑
859,rennen::V,springa,奔跑
860,springen::V,hoppa,跳
861,klettern::V,klättra,攀缘
862,schaukeln::V,gunga,荡秋千
863,kriechen::V,kräla,爬行
864,schwimmen::V,simma,游泳
865,tauchen::V,dyka,潜水
866,rudern::V,ro,划船
867,fahren::V,köra,行驶
868,fliegen::V,flyga,飞
869,gehen::V,gå,走
870,weggehen::V,gå bort,离去
871,abfahren::V,resa,出发
872,abfahren::V,avresa,出发
873,anhalten::V,stanna,停住
874,hineingehen::V,gå in,进去
