,Concept_ID,bn,uz
153,Hahn::N,কুক্কুট,xo'roz
154,Gans::N,হংসী,g'oz
155,Adler::N,ইগল,burgut
156,Ente::N,হংসী,o'rdak
157,Eule::N,পেচক,boyo'g'li
158,Kranich::N,সারস,turna
159,Krähe::N,কাক,qarg'a
160,Kuckuck::N,কোকিল,kakku
161,Schwan::N,মরাল,oqkush
162,Fisch::N,মাছ,baliq
163,Barsch::N,মৎন্যবিশেষ,olabug'a
164,Hecht::N,বানমাছ,cho'rtan
165,Schlange[Tier]::N,সর্প,ilon
166,Wurm::N,কীট,qurt
167,Spinne::N,মাকড়সা,o'rgimchak
168,Ameise::N,পিপীলিকা,chumoli
169,Laus::N,উকুন,bit
170,Mücke::N,মশা,chivin
171,Fliege::N,মাছি,pashsha
172,Schmetterling::N,প্রজাপতি,kapalak
173,Beere::N,বেরি,meva
174,Apfel::N,আপেল,olma
175,Pilz::N,ছত্রক,qo'ziqorin
176,Zwiebel::N,পিয়াজ,piyoz
177,Saat::N,বীজ,äkin
178,Korn::N,শস্য,zarra
179,Heu::N,খড়,xashak
180,Schale::N,খোসা,po'choq
181,Grube::N,গর্ত,co'ra
182,Falle::N,ফাঁদ,qopqon
183,Schlinge::N,পাশ,sirtmoq
184,Spur::N,চিহ্ন,iz
185,Asche::N,ভস্ম,kul
186,Dreck::N,ময়লা,kir
187,Eisen::N,লোহা,temir
188,Gold::N,স্বর্ণ,tilla
189,Silber::N,রৌপ্য,kumush
190,Kohle::N,অঙ্গার,ko'mir
191,Glas::N,কাচ,oyna
192,Lehm::N,মৃত্তিকা,loy
193,Sand::N,বালি,qum
194,Mensch::N,নর,odam
195,Mensch::N,মানুষ,odam
196,Mann::N,মানুষ,ärkak
197,Frau::N,নারী,ayol
198,Kind::N,বাচ্চা,bola
199,Kind::N,বাচ্চা,kichkintoy
200,Junge::N,ছেলে,bola
201,Mädchen::N,মেয়ে,qiz
202,Familie::N,পরিবার,oila
203,Großvater::N,মাতামহ,buva
204,Großvater::N,মাতামহ,katta ota
205,Großmutter::N,মাতামহী,buvi
206,Großmutter::N,মাতামহী,katta oyi
207,Eltern::N,মাতাপিতা,ota-ona
208,Vater::N,পিতা,ota
209,Mutter::N,মাতা,ona
210,Sohn::N,ছেলে,o'g'il
211,Tochter::N,মেয়ে,qiz
212,Bruder::N,দাদা,og'a
213,Bruder::N,দাদা,uka
214,Schwester::N,বোন,opa
215,Schwester::N,বোন,singil
216,Schwester::N,দিদি,opa
217,Schwester::N,দিদি,singil
218,Onkel::N,মামা,amaki
219,Tante::N,মাসী,amma
220,Tante::N,মাসী,xola
221,Ehemann::N,স্বামী,är
222,Ehefrau::N,পত্নী,rafiqa
223,Freude::N,উল্লাস,ayish
224,Gelächter::N,হাসি,kulgi
225,Glück::N,সুখ,saodat
226,Kummer::N,দুঃখ,g'am
227,Wunsch::N,আকাঙ্ক্ষা,orzu
228,Lust::N,বাসনা,rag'bat
229,Geist::N,আত্না,ruh
230,Gedanke::N,চিন্তা,fikr
231,Gedächtnis::N,স্মরণশক্তি,äs
232,Verstand::N,মন,aql
233,Sinn::N,পদার্থ,ma'ni
234,Grund::N,কারণ,sabab
235,Wahrheit::N,সত্য,haq
236,Gespräch::N,কথাবার্তা,gap
237,Märchen::N,রূপকথা,ärtak
238,Erzählung::N,গল্প,rivoyat
239,Nachricht::N,তথ্য,xabar
240,Neuigkeit::N,খবরাখবর,yangilik
241,Name::N,নাম,ot
242,Rätsel::N,ধাঁধা,topishmoq
243,Rede::N,বক্তৃতা,nutq
244,Sprache::N,ভাষা,til
245,Stimme::N,স্বর,ovoz
246,Wort::N,শব্দ,so'z
247,Zeichen::N,প্রতীক,alomat
248,Ruf::N,ডাক,chaqiriq
249,Lärm::N,হৈচৈ,taraq
250,Laut::N,ধ্বনি,tovush
251,Ton::N,স্বর,un
252,Lied::N,গান,ashula
253,Ruhe::N,শান্তি,tinchlik
254,Leute::N,প্রজাপুঞ্জ,xaloyiq
255,Volk::N,জাতি,xalq
256,Arbeit::N,চাকরি,ish
257,Gast::N,অতিথি,mehmon
258,Geschenk::N,উপহার,hadya
259,Spiel::N,খেলা,o'yin
260,Gesellschaft::N,সঙ্গিগণ,jamiyat
261,Hilfe::N,সাহায্য,yordam
262,Freund::N,বন্ধু,do'st
263,Kamerad::N,সঙ্গী,yo'ldosh
264,Angelegenheit::N,বিষয়,daxl
265,Anzahl::N,পরিমাণ,son
266,Art::N,রকম,tur
267,Stück::N,টুকরো,parcha
268,Teil::N,অংশ,bo'lak
269,Hälfte::N,অর্ধেক,yarim
270,Kreis::N,বৃত্ত,aylana
271,Kreuz::N,ক্রুশ,xoch
272,Linie::N,রেখা,liniya
273,Strich::N,কষি,chiziq
274,Abstand::N,ফাঁক,oralik
275,Entfernung::N,ব্যবধান,uzoqlik
276,Gegend::N,ক্ষেত্র,yer
277,Platz::N,জায়গা,oralig
278,Ort::N,স্থান,joy
279,Seite::N,পার্শ্ব,yon
280,Mitte::N,মধ্য,o'rta
281,Gegenstand::N,জিনিস,ashyo
282,Sache::N,বস্তু,buyum
283,Rand::N,কানা,chek
284,Kante::N,ধার,tig'
285,Ecke::N,কোণ,burchak
286,Spitze::N,ডগা,uch
287,Ende::N,প্রান্ত,oxir
288,Loch::N,গর্ত,teshik
289,Winkel::N,কোণ,go'sha
290,Muster::N,নমুন্,nusha
291,Größe::N,আয়তন,kattalik
292,Länge::N,দৈর্ঘ্য,uzunlik
293,Höhe::N,উচ্চতা,yuksaklik
294,Gewicht::N,ওজন,solmoq
295,Menge::N,পরিমাণ,miqdor
296,Haufen::N,পুঞ্জ,uyum
297,Reihe::N,শ্রেণী,saf
298,Boot::N,নৌকা,qayiq
299,Ruder::N,দাঁড়,äshkak
300,Schlitten::N,স্নেজ্-গাড়ি,chana
301,Ski::N,শী,chang'i
302,Lagerfeuer::N,অগ্নি,gulxan
303,Last::N,বোঝা,yuk
304,Gang::N,হণ্টন,yurish
305,Schritt::N,পদ,qadam
306,Norden::N,উত্তরদিক্,shimol
307,Süden::N,দক্ষিণদিক,janub
308,Westen::N,পশ্চিমদিক্,g'arb
309,Osten::N,পূর্বদিক,sharq
310,Holz::N,কাঠ,yog'och
311,Brett::N,তক্তা,taxta
312,Platte::N,ফলক,tabaqa
313,Stütze::N,নাগদণ্ড,tayanchi
314,Stange::N,দণ্ড,qo'noq
315,Stock::N,ছড়ি,tayoq
316,Stab::N,যষ্টি,gavron
317,Rohr::N,নল,tarnov
318,Haus::N,ঘর,uy
319,Heim::N,বাসা,makon
320,Ofen::N,স্টোভ্,pechka
321,Fußboden::N,গহতল,pol
322,Tisch::N,মেজ,mosa
323,Tisch::N,টেবিল,mosa
324,Stuhl::N,চেয়ার,o'rindiq
325,Stuhl::N,কেদারা,o'rindiq
326,Wiege::N,দোলনা,beshik
327,Bett::N,শয্যা,yotoq
328,Regal::N,তাক,tokcha
329,Kiste::N,বাক্স,sandiq
330,Fenster::N,জানালা,deraza
331,Tür::N,দ্বার,äshik
332,Tor::N,দ্বার,darvoza
333,Zaun::N,বেড়া,panjara
334,Dach::N,ছাদ,tom
335,Leiter::N,মই,narvon
336,Besen::N,গুল্মবিশেষ,supurgi
337,Spaten::N,কোদাল,bel
338,Schaufel::N,বেলচা,kurak
339,Gabel::N,কাঁটা,bilka
340,Löffel::N,চামচ,qoshiq
341,Messer::N,ছুরি,pichoq
342,Nagel::N,পেরেক,mix
343,Netz::N,জাল,to'r
344,Haken::N,কাচি,ilgak
345,Griff::N,হাতল,sop
346,Griff::N,হাতল,tutqich
347,Schloss::N,তালা,qulf
348,Bild::N,ছবি,rasm
349,Bild::N,চিত্র,rasm
350,Figur::N,আকার,shakl
351,Puppe::N,পুতুল,ko'g'irchoq
352,Beutel::N,বটুয়া,to'rva
353,Bündel::N,আঁটি,bog'lam
354,Tasche::N,থলি,kissa
355,Eimer::N,বাল্তি,chelak
356,Deckel::N,আবরণ,qopqoq
357,Geschirr::N,থালা-বাসন,idish
358,Sack::N,বস্তা,qop
359,Tasse::N,কাপ,piyola
360,Topf::N,পাত্র,tuvak
361,Kessel::N,কেটলি,qozon
362,Essen::N,আহার,tomoq
363,Nahrung::N,খাদ্য,emak
364,Speise::N,খাদ্য,taom
365,Fleisch::N,মাংস,go'sht
366,Getreide::N,শস্য,g'alla
367,Brei::N,মণ্ড,bo'tqa
368,Brot::N,রুটি,non
369,Scheibe::N,ফালি,disk
370,Fett::N,মেদ,moy
371,Butter::N,মাখন,yog'
372,Öl::N,তৈল,moy
373,Salz::N,নুন,tuz
374,Suppe::N,শুরুয়া,sho'rva
375,Honig::N,মধু,asal
376,Milch::N,দুধ,sut
377,Tee::N,চা,choy
378,Leder::N,পাকা চামড়া,charm
379,Wolle::N,পশম,jun
380,Stoff::N,বস্ত্র,mato
381,Nadel::N,সুচ,igna
382,Faden::N,সূত্র,ip
383,Knopf::N,বোতাম,tugma
384,Knoten::N,গিঁট,tugun
385,Farbe::N,রং,bo'yok
386,Kleidung::N,কাপড়,kiyim
387,Hemd::N,শার্ট,ko'ylak
388,Kragen::N,গলবন্ধ,yoqa
389,Ärmel::N,আস্তিন্,yeng
390,Hose::N,ট্রাউজার,shim
391,Gürtel::N,কটিবন্ধ,tasma
392,Mütze::N,টুপি,shapka
393,Schuh::N,জুতো,but
394,Stiefel::N,বুট,botinka
395,Ring::N,আংটি,yuzuk
396,Band::N,ফিতা,rishta
397,Kamm::N,চিরুনি,taroq
398,Spiegel::N,আয়না,ko'zgu
399,Riemen::N,চাবুক,qayish
400,Schnur::N,দড়ি,bog'ich
401,Leine::N,শিকল,etak
402,Decke::N,কম্বল,odyol
403,Kissen::N,উপাধান,yostiq
404,Tuch::N,বস্ত্র,gazlama
405,Handtuch::N,তোয়ালে,sochiq
406,Kraft::N,জোর,kuch
407,Stärke::N,শক্তি,quvvat
408,Gesundheit::N,স্বাস্থ্য,sog'lik
409,Krankheit::N,অসুখ,kasallik
410,Krankheit::N,ব্যামো,kasallik
411,Schmerz::N,যন্ত্রণা,og'riq
412,Wunde::N,ক্ষত,yara
413,Fieber::N,জ্বর,bezgak
414,Arznei::N,ঔষধ,dori
415,Brücke::N,সেতু,ko'prik
416,Brunnen::N,কূপ,buloq
417,Weide::N,পশুচারণভূমি,yaylov
418,Pfad::N,পথ,dorojka
419,Weg::N,পথ,yo'l
420,Straße::N,রাস্তা,ko'cha
421,Dorf::N,গ্রাম,ovul
422,Stadt::N,শহর,shahar
423,Brief::N,চিঠি,maktub
424,Buch::N,বই,kitob
425,Buchstabe::N,অক্ষর,harf
426,Zeitung::N,সংবাদপত্র,gazet
427,Leben::N,জীবন,hayot
428,Tod::N,মৃত্যু,o'lim
429,Grab::N,কবর,go'r
430,Kirche::N,গির্জা,cherkov
431,Sünde::N,পাপ,gunoh
432,Gott::N,দেবতা,olloh
433,Arbeiter::N,শ্রমিক,ishchi
434,Chef::N,নেতা,rais
435,Meister::N,ব্যক্তি,usta
436,Arzt::N,চিকিৎসক,hakim
437,Lehrer::N,অধ্যাপক,muallim
438,Geld::N,মুদ্রা,pul
439,Geld::N,টাকাপয়সা,pul
440,Geschäft::N,ব্যস্ততা,savdo
441,Laden::N,দোকান,do'kon
442,Preis::N,মূল্য,baho
443,Ware::N,পণ্যদ্রব্য,mol
444,Nutzen::N,সুবিধা,foyda
445,Reichtum::N,ধনদৌলত,boylik
446,Welt::N,জগৎ,olam
447,Land::N,খেত,o'lka
448,Staat::N,রাষ্ট্র,davlat
449,König::N,রাজা,qirol
450,Macht::N,প্রভাব,iqtidor
451,Grenze::N,সীমা,chegara
452,Krieg::N,যুদ্ধ,harb
453,Feind::N,শত্রু,dushman
454,Gewalt::N,জোর,zo'rlik
455,Kampf::N,লড়াই,kurash
456,Bogen[Waffe]::N,ধনুক,yoy
457,Pfeil::N,বাণ,o'q
458,Gewehr::N,বন্দুক,vintovka
459,Fehler::N,ভুল,xato
460,Lüge::N,মিথ্যা,yolg'on
461,Schaden::N,ক্ষতি,ziyon
462,Unglück::N,দুর্ভাগ্য,balo
463,Schuld::N,অপরাধ,ayb
464,Alter::N,আয়ু,yosh
465,Schluss::N,শেষ,tamom
466,Zeit::N,সময়,vaqt
467,Tag::N,দিন,kun
468,Morgen::N,সকাল,saboh
469,Mittag::N,মধ্যাহু,kun tushlik
470,Abend::N,সন্ধ্যা,oqshom
471,Nacht::N,রাত্রি,tun
472,Woche::N,সপ্তাহ,hafta
473,Monat::N,মাস,oy
474,Jahr::N,সৌরবর্ষ,yil
475,Frühling::N,বসন্তকাল,bahor
476,Sommer::N,গ্রীষ্মকাল,yoz
477,Herbst::N,শরংঋতু,kuz
478,Herbst::N,শরংঋতু,xazon
479,Winter::N,শীতকাল,qish
480,Januar::N,জানুয়ারী,yanvar'
481,Februar::N,ফেব্রুয়ারী,fevral'
482,März::N,মার্চ,mart
483,April::N,এপ্রিল,aprel'
484,Mai::N,মে,may
485,Juni::N,জুন,iyun'
486,Juli::N,জুলাই,iyul'
487,August::N,অগাস্ট,avgust
488,September::N,সেপ্টেম্বর,sentyabr'
489,Oktober::N,অক্টোবর,oktyabr'
490,November::N,নভেম্বর,noyabr'
491,Dezember::N,ডিসেম্বর,dekabr'
492,Montag::N,সোমবার,dushanba
493,Dienstag::N,মঙ্গলবার,seshanba
494,Mittwoch::N,বুধবার,chorshanba
495,Donnerstag::N,বৃহম্পতিবার,payshanba
496,Freitag::N,শুক্রবার,juma
497,Samstag::N,শনিবার,shanba
498,Sonntag::N,রবিবার,yakshanba
499,groß::A,বৃহৎ,buyuk
500,klein::A,ছোট,kichik
501,lang::A,দীর্ঘ,uzun
502,kurz::A,খর্ব,qisqa
503,kurz::A,হ্রস্ব,qisqa
504,breit::A,চওড়া,keng
505,schmal::A,সরু,änsiz
506,dicht::A,ঘন,quyuq
507,dick[Gegenstand]::A,পুরু,qalin
508,dünn::A,কৃশ,ingichka
509,fein::A,সূক্ষ্ম,mayin
510,fest::A,দৃঢ়,qattiq
511,flach::A,সমতল,yalpoq
512,glatt::A,মসৃণ,tekis
513,hart::A,শক্ত,qattiq
514,weich::A,নরম,yumshoq
515,rund::A,গোলাকার,yumaloq
516,spitz::A,তীক্ষ্ন,uchli
517,scharf::A,শাণিত,keskir
518,stumpf::A,ভোঁতা,to'mtoq
519,schwer::A,ভারী,salmoqli
520,schön::A,সুন্দর,go'zal
521,heiß::A,গরম,qiziq
522,warm::A,ঈষদুষ্ণ,issiq
523,kalt::A,ঠাণ্ডা,sovuq
524,kühl::A,শীতল,salqin
525,frisch::A,তাজা,toza
526,feucht::A,ভিজা,namli
527,nass::A,ভিজা,nam
528,trocken::A,শুষ্ক,quruq
529,voll::A,পূর্ণ,to'la
530,leer::A,খালি,puch
531,offen::A,খোলা,ochiq
532,geschlossen::A,বন্ধ,berk
533,sauber::A,নির্মল,ozoda
534,schmutzig::A,নোংরা,kir
535,roh::A,কাঁচা,xom
536,reif::A,পাকা,pishiq
537,lecker::A,সুস্বাদ,shirin
538,süß::A,মিষ্ট,shirin
539,bitter::A,তিক্ত,achchiq
540,sauer::A,টক,achchiq
541,hell::A,উজ্জ্বল,yorug'
542,dunkel::A,অন্ধকারময়,qorong'i
543,schwarz::A,কালো,qora
544,weiß::A,সাদা,oq
545,rot::A,লাল,qizil
546,gelb::A,হলদে,sariq
547,blau::A,নীল,zangori
548,grün::A,সবুজ,yashil
549,grau::A,ছাই-রঙা,bo'z
550,bunt::A,রঙিন,ola
551,billig::A,সস্তা,arzon
552,teuer::A,আক্রা,qimmat
553,wertvoll::A,মহার্ঘ,qimmat
554,blind::A,কানা,ko'r
555,taub::A,বধির,garang
556,kräftig::A,বিশাল,kuchli
557,stark::A,শক্তিশালী,quvvatli
558,schwach::A,দুর্বল,kuchsiz
559,fett::A,মোটা,semiz
560,schlank::A,কৃশ,ingichka
561,hübsch::A,সুন্দর,ko'rkam
562,böse::A,খারাপ,yovuz
563,dumm::A,মূর্খ,aqlsiz
564,faul::A,শ্রমবিমুখ,ärinchak
565,fleißig::A,পরিশ্রমী,ishchan
566,geizig::A,ব্যয়কুণ্ঠ,qurumsoq
567,klug::A,দক্ষ,oqil
568,geschickt::A,পটু,äpchil
569,lieb::A,প্রেয়,aziz
570,lustig::A,প্রফুল্ল,chaqchaq
571,sanft::A,নম্র,asta
572,hungrig::A,ক্ষুধার্ত,och
573,krank::A,অসুস্থ,kasal
574,nackt::A,উলঙ্গ,yalang
575,traurig::A,দুঃখিত,xafa
576,lebendig::A,জীবিত,hayotiy
577,gut::A,ভালো,soz
578,schlecht::A,মন্দ,yomon
579,richtig::A,ঠিক,rost
580,schlimm::A,কদর্য,yovuz
581,wahr::A,বাস্তব,haqiqiy
582,alt::A,পুরাতন,äski
583,neu::A,নব,yangi
584,neu::A,নূতন,yangi
585,ehemalig::A,পূর্বকালীন,sobiq
586,alt[Lebewesen]::A,বৃদ্ধ,qari
587,jung::A,তরুণ,navqiron
588,arm::A,ক্ষুদ্র,abgor
589,reich::A,ধনবান্,boy
590,bekannt::A,সুপরিচিত,ma'lum
591,berühmt::A,বিখ্যাত,mashhur
592,fremd::A,বিদেশি,yot
593,verschieden::A,বিসদৃশ,turli
594,nah::A,নিকটবতী,yaqindagi
595,fern::A,দুরবতী,uzoq
596,linker::A,বাম,so'l
597,rechter::A,ডান,o'ng
598,rechter::A,ডাইন,o'ng
599,anderer::A,অন্যতর,boshqa
600,erster::A,প্রথম,birinchi
601,zweiter::A,দ্বিতীয়,ikkinchi
602,dritter::A,তৃতীয়,uchinchi
603,letzter::A,সর্বশেষ,oxirgi
604,allein::ADV,একক,o'zicha
605,auf einmal::ADV,জলদি,varakay
606,zusammen::ADV,একসঙ্গে,barobar
607,lange::ADV,লম্বা,uzoq
608,plötzlich::ADV,হঠাৎ,qo'qqisdan
609,sofort::ADV,মুহ্ণর্তমধ্যে,darrov
610,später::ADV,পশ্চাতে,so'ngra
611,jetzt::ADV,এখন,hozirgina
612,heute::ADV,আজ,bugun
613,morgen::ADV,আগামিকাল,ärta
614,bald::ADV,অস্পকালমধ্যে,toz
615,dann::ADV,তখন,keyin
616,gestern::ADV,গতকাল,kecha
617,einst::ADV,একবার মাত্র,avvallari
618,damals::ADV,তখন,ugal
619,danach::ADV,পরে,so'ngra
620,vorher::ADV,আগে,avval
621,zuerst::ADV,আগে,avval
622,einmal::ADV,একবার,bir marta
623,manchmal::ADV,কখনও কখনও,onda-sonda
624,oft::ADV,ঘনঘন,tez-tez
625,immer::ADV,সর্বদা,har vaqt
626,niemals::ADV,কখলও নহে,hargiz
627,hier::ADV,এখানে,shu erda
628,hierhin::ADV,এখানে,beri
629,von hier::ADV,ত্রই স্তান হইতে,shu erdan
630,dort::ADV,ওখানে,ana
631,dorthin::ADV,ওখানে,u yerga
632,geradeaus::ADV,অগ্রগামী,to'g'ri
633,vorwärts::ADV,সন্মুখিকে,ilgari
634,rückwärts::ADV,খিরিয়া,qoloq
635,zurück::ADV,পিঠ,orqada
636,unten::ADV,নীচে,pastda
637,hinab::ADV,নিম্নগামী,tubanga
638,oben::ADV,উপরে,ustida
639,hinauf::ADV,উচ্চতর অংশে,yuqorida
640,überall::ADV,সর্বত্র,har erda
641,nicht::ADV,না,ämas
642,ein wenig::ADV,অল্প,biroz
643,kaum::ADV,কষ্টসহকাবে,arang
644,sehr::ADV,খুব,ancha
645,so::ADV,তত,shunday
646,noch::ADV,এখন পর্যস্ত,hali
647,nur::ADV,শুধু,yolg'iz
648,schon::ADV,ইতঃপুর্বে,endi
649,wieder::ADV,আবার,yana
650,vergebens::ADV,বিফলে,bekorga
651,vor::PRP,সম্মুখে,burun
652,hinter::PRP,পশ্চাতে,ketida
653,unter::PRP,নীচে,ostida
654,durch::PRP,দ্বারা,bo'ylab
655,neben::PRP,কাছে,yonida
656,zwischen::PRP,মধ্যে,orada
657,wegen::PRP,জন্য,sababli
658,dies::PRN,এটা,o'sha
659,das::PRN,ওটা,narigi
660,alles::PRN,সব,har nima
661,ich::PRN,আমি,men
662,du::PRN,তুমি,sen
663,er::PRN,উনি,u
664,wir::PRN,আমরা,biz
665,ihr::PRN,তোমরা,siz
666,sie::PRN,তারা,ular
667,was::FPRN,কি,nima
668,wer::FPRN,কে,kim
669,wo::FADV,কোথায়,qaerda
670,wohin::FADV,কোথায়,qayerga
671,wie::FADV,কেমন,qanday
672,warum::FADV,কেন,nega
673,wieviel::FNUM,কত,qancha
674,eins::NUM,অক,bir
675,zwei::NUM,দুই,ikki
676,drei::NUM,তিন,uch
677,vier::NUM,চার,to'rt
678,fünf::NUM,পাঁচ,besh
679,sechs::NUM,ছয়,olti
680,sieben::NUM,সাত,etti
681,acht::NUM,আট,sakkiz
682,neun::NUM,নয়,to'qqiz
683,zehn::NUM,দশ,o'n
684,elf::NUM,এগারো,o'n bir
685,zwölf::NUM,দ্বাদশ,o'n ikki
686,zwanzig::NUM,বিশ,yigirma
687,dreißig::NUM,ত্রিশ,o'ttiz
688,vierzig::NUM,চল্লিশ,qirq
689,fünfzig::NUM,পঞ্চাশ,ällik
690,sechzig::NUM,ষাট,oltmish
691,siebzig::NUM,সত্তর,etmish
692,achtzig::NUM,আশি,sakson
693,neunzig::NUM,নব্বুই,to'qson
694,hundert::NUM,শত,yuz
695,tausend::NUM,হাজার,ming
696,und::CNJ,আর,va
697,und::CNJ,এবং,va
698,oder::CNJ,বা,yo
699,stehen::V,দাঁড়ানো,turmoq
700,sitzen::V,বসা,o'tirmoq
701,liegen::V,শোয়া,yotmoq
702,hängen::V,ঝোলা,osilmoq
703,werden::V,হইয়া উঠা,bo'lmoq
704,passieren::V,ঘটা,bo'lib o'tmoq
