,Concept_ID,ady,bn
226,Gedanke::N,гупшыс,চিন্তা
227,Gedächtnis::N,память,স্মরণশক্তি
228,Verstand::N,акъы́л,মন
229,Sinn::N,мэхьанэ,পদার্থ
230,Grund::N,ушъхьагъу,কারণ
231,Wahrheit::N,шъыпкъэ́,সত্য
232,Gespräch::N,гущыӏ,কথাবার্তা
233,Märchen::N,пшысэ,রূপকথা
234,Erzählung::N,къэба́р,গল্প
235,Nachricht::N,къэба́р,তথ্য
236,Neuigkeit::N,къэбарыкӏ,খবরাখবর
237,Name::N,цӏэ,নাম
238,Rätsel::N,коджэхь-къоджэшх,ধাঁধা
239,Rede::N,гущыӏ,বক্তৃতা
240,Sprache::N,бзэ,ভাষা
241,Stimme::N,макъэ́,স্বর
242,Wort::N,гущыӏ,শব্দ
243,Zeichen::N,тамы́гъ,প্রতীক
244,Ruf::N,джэ макъ,ডাক
245,Lärm::N,макъэ,হৈচৈ
246,Laut::N,макъэ,ধ্বনি
247,Lied::N,орэ́д,গান
248,Ruhe::N,самбырыныгъ,শান্তি
249,Leute::N,цӏыфхэ́р,প্রজাপুঞ্জ
250,Volk::N,цӏыф лъэпкъ,জাতি
251,Arbeit::N,ӏофшӏакӏэ́н,চাকরি
252,Gast::N,хьакӏэ́,অতিথি
253,Geschenk::N,шӏухьафтын,উপহার
254,Spiel::N,еоны́р,খেলা
255,Spiel::N,джэгуны́р,খেলা
256,Spiel::N,къегъэӏоны́р,খেলা
257,Gesellschaft::N,обществ,সঙ্গিগণ
258,Hilfe::N,ӏэпыӏэгъу,সাহায্য
259,Freund::N,ныбджэгъу,বন্ধু
260,Kamerad::N,ныбджэгъу,সঙ্গী
261,Angelegenheit::N,ӏофы́,বিষয়
262,Anzahl::N,пчъагъэ́,পরিমাণ
263,Art::N,изэрэщы́т,রকম
264,Art::N,лъэпкъ,রকম
265,Stück::N,такъы́р,টুকরো
266,Teil::N,щыщ,অংশ
267,Teil::N,ӏахь,অংশ
268,Hälfte::N,ныкъо́,অর্ধেক
269,Kreis::N,хъура́й,বৃত্ত
270,Kreuz::N,къащ,ক্রুশ
271,Linie::N,хъахъ,রেখা
272,Linie::N,итхъа́гъ,রেখা
273,Strich::N,хъахъ,কষি
274,Strich::N,итхъагъ,কষি
275,Abstand::N,азыфагу,ফাঁক
276,Entfernung::N,чӏыгууанэ,ব্যবধান
277,Gegend::N,чӏыпӏэ́,ক্ষেত্র
278,Platz::N,азыфагу,জায়গা
279,Ort::N,чӏыпӏэ́,স্থান
280,Seite::N,лъэны́къу,পার্শ্ব
281,Mitte::N,гузэ́гу,মধ্য
282,Gegenstand::N,пкъыгъо,জিনিস
283,Rand::N,цакӏэ́,কানা
284,Kante::N,цэгэналъ,ধার
285,Ecke::N,къогъу,কোণ
286,Spitze::N,пакӏэ,ডগা
287,Ende::N,кӏэ,প্রান্ত
288,Loch::N,гъуа́н,গর্ত
289,Winkel::N,къогъу,কোণ
290,Muster::N,тхыпхъэ,নমুন্
291,Größe::N,иина́гъ,আয়তন
292,Länge::N,икӏыхьа́гъ,দৈর্ঘ্য
293,Höhe::N,лъэгагъ,উচ্চতা
294,Gewicht::N,онтэгъугъэ́,ওজন
295,Menge::N,пчъагъэ́,পরিমাণ
296,Haufen::N,ӏат,পুঞ্জ
297,Reihe::N,саты́р,শ্রেণী
298,Boot::N,къуашъо́,নৌকা
299,Ruder::N,къошъобэ́щ,দাঁড়
300,Ski::N,лыжэхэр,শী
301,Lagerfeuer::N,пхъэмашӏу,অগ্নি
302,Gang::N,кӏоныр,হণ্টন
303,Schritt::N,лъэубэ́къу,পদ
304,Norden::N,темы́р,উত্তরদিক্
305,Süden::N,къыблэ́,দক্ষিণদিক
306,Westen::N,тыгъэкъохьа́пӏ,পশ্চিমদিক্
307,Osten::N,тыгьэкъокӏы́пӏ,পূর্বদিক
308,Holz::N,чъыгы́,কাঠ
309,Brett::N,пхъэ́мбгъу,তক্তা
310,Platte::N,упсыхьагъ,ফলক
311,Stütze::N,кӏэгъэкъон,নাগদণ্ড
312,Stange::N,къорэ́гъ,দণ্ড
313,Stock::N,бэщ,ছড়ি
314,Stab::N,бэщ кӏы́хь,যষ্টি
315,Rohr::N,онджэкъ,নল
316,Haus::N,унэ́,ঘর
317,Heim::N,унэ́,বাসা
318,Ofen::N,гъэжъэн,স্টোভ্
319,Fußboden::N,джэхашъу,গহতল
320,Tisch::N,стол,মেজ
321,Tisch::N,стол,টেবিল
322,Stuhl::N,пхъэнтӏэ́кӏу,চেয়ার
323,Stuhl::N,пхъэнтӏэ́кӏу,কেদারা
324,Wiege::N,кушъэ́,দোলনা
325,Bett::N,пӏэкӏо́р,শয্যা
326,Regal::N,мэкӏай,তাক
327,Kiste::N,ящык,বাক্স
328,Fenster::N,шъхьаныгъу́пчъ,জানালা
329,Tür::N,пчъэ,দ্বার
330,Tor::N,къэла́пчъ,দ্বার
331,Zaun::N,шӏыхьагъэ́,বেড়া
332,Dach::N,шъхьэ́,ছাদ
333,Leiter::N,лъэо́й,মই
334,Leiter::N,дэкӏояпӏэ́,মই
335,Besen::N,пхъэнкӏы́пхъ,গুল্মবিশেষ
336,Spaten::N,къазгъы́р,কোদাল
337,Schaufel::N,хэӏалъ,বেলচা
338,Gabel::N,цацэ,কাঁটা
339,Löffel::N,джэмы́шх,চামচ
340,Messer::N,шъэжъы́й,ছুরি
341,Nagel::N,гъучӏыӏу́н,পেরেক
342,Netz::N,хъытыу,জাল
343,Haken::N,хьажтӏаркъу,কাচি
344,Griff::N,къопс,হাতল
345,Schloss::N,ӏункӏы́бз,তালা
346,Bild::N,сурэ́т,ছবি
347,Bild::N,сурэ́т,চিত্র
348,Puppe::N,нысхъа́п,পুতুল
349,Beutel::N,дзыо́,বটুয়া
350,Tasche::N,ӏэлъмэ́къ,থলি
351,Eimer::N,щалъ,বাল্তি
352,Deckel::N,шъхьэ,আবরণ
353,Geschirr::N,хьакъу-шыкъу,থালা-বাসন
354,Sack::N,дзыо́,বস্তা
355,Tasse::N,чашк,কাপ
356,Topf::N,кастрюль,পাত্র
357,Kessel::N,шыуа́н,কেটলি
358,Essen::N,шхэн,আহার
359,Nahrung::N,шхэн,খাদ্য
360,Speise::N,шхыныгъу,খাদ্য
361,Fleisch::N,лы,মাংস
362,Getreide::N,лэжьыгъацэ́,শস্য
363,Brei::N,пӏастэ́,মণ্ড
364,Brot::N,хьалыгъу,রুটি
365,Scheibe::N,такъы́р,ফালি
366,Fett::N,дагъэ́,মেদ
367,Butter::N,тхъу,মাখন
368,Öl::N,тхъу,তৈল
369,Salz::N,щыгъу,নুন
370,Suppe::N,хьантхъупс,শুরুয়া
371,Honig::N,шъоу́,মধু
372,Milch::N,щэ,দুধ
373,Tee::N,щай,চা
374,Leder::N,кӏы́шъу,পাকা চামড়া
375,Wolle::N,цы,পশম
376,Stoff::N,шэкӏы,বস্ত্র
377,Nadel::N,бгъэ́хаӏу,সুচ
378,Faden::N,ӏуда́н,সূত্র
379,Knopf::N,занкӏэу,বোতাম
380,Knoten::N,зэкъодзапӏэ,গিঁট
381,Farbe::N,краск,রং
382,Kleidung::N,щыгъы́ны,কাপড়
383,Hemd::N,джан,শার্ট
384,Kragen::N,пшъапӏ,গলবন্ধ
385,Ärmel::N,гъуап,আস্তিন্
386,Hose::N,гъончэ́дж,ট্রাউজার
387,Gürtel::N,бгыры́пх,কটিবন্ধ
388,Mütze::N,паӏо́,টুপি
389,Stiefel::N,щазым,বুট
390,Ring::N,ӏэлъы́н,আংটি
391,Band::N,лент,ফিতা
392,Kamm::N,мажь,চিরুনি
393,Spiegel::N,гъундж,আয়না
394,Riemen::N,бгыры́пх,চাবুক
395,Schnur::N,кӏапсэ́,দড়ি
396,Leine::N,шъокӏапс,শিকল
397,Decke::N,чыхӏэн,কম্বল
398,Kissen::N,шъхьант,উপাধান
399,Tuch::N,шъхьэтехъу,বস্ত্র
400,Handtuch::N,ӏаплъэкӏ,তোয়ালে
401,Kraft::N,къары́у,জোর
402,Kraft::N,кӏуачӏэ́,জোর
403,Stärke::N,кӏуачӏэ́,শক্তি
404,Gesundheit::N,псауныгъ,স্বাস্থ্য
405,Krankheit::N,узы,অসুখ
406,Krankheit::N,узы,ব্যামো
407,Schmerz::N,узы,যন্ত্রণা
408,Wunde::N,уӏагъэ́,ক্ষত
409,Fieber::N,техьа́гъу,জ্বর
410,Fieber::N,жъоку,জ্বর
411,Arznei::N,ӏэзэ́гъу,ঔষধ
412,Brücke::N,лъэмы́д ж,সেতু
413,Brunnen::N,псынэ́,কূপ
414,Weide::N,хъупӏэ́,পশুচারণভূমি
415,Pfad::N,лъагъу,পথ
416,Weg::N,гъо́гу,পথ
417,Straße::N,гъо́гу,রাস্তা
418,Dorf::N,къуа́дж,গ্রাম
419,Stadt::N,къалэ́,শহর
420,Brief::N,тхэн,চিঠি
421,Brief::N,письмэ,চিঠি
422,Buch::N,тхы́лъ,বই
423,Buchstabe::N,хьары́ф,অক্ষর
424,Zeitung::N,газет,সংবাদপত্র
425,Leben::N,гъашӏэ́,জীবন
426,Tod::N,аджал,মৃত্যু
427,Grab::N,бэны́,কবর
428,Kirche::N,чылы́с,গির্জা
429,Sünde::N,гунахь,পাপ
430,Gott::N,тхьэ,দেবতা
431,Arbeiter::N,рабоч,শ্রমিক
432,Chef::N,гъэр,নেতা
433,Meister::N,ӏэпыӏа́с,ব্যক্তি
434,Lehrer::N,кӏэлэегъа́дж,অধ্যাপক
435,Geld::N,ахъщ,মুদ্রা
436,Geld::N,ахъщ,টাকাপয়সা
437,Geschäft::N,ӏофшӏэн,ব্যস্ততা
438,Laden::N,туча́н,দোকান
439,Preis::N,уасэ́,মূল্য
440,Ware::N,хьап-щып,পণ্যদ্রব্য
441,Nutzen::N,чар,সুবিধা
442,Nutzen::N,федэ́,সুবিধা
443,Reichtum::N,байныгъ,ধনদৌলত
444,Welt::N,дуна́й,জগৎ
445,Land::N,хэгъэ́́гу,খেত
446,Staat::N,къэралыгъу,রাষ্ট্র
447,König::N,пачъы́хь,রাজা
448,Macht::N,шынэгъакзэ́,প্রভাব
449,Grenze::N,гъуна́пкъ,সীমা
450,Krieg::N,зао́,যুদ্ধ
451,Feind::N,пы́и,শত্রু
452,Gewalt::N,егъэзыгъэныгъ,জোর
453,Kampf::N,бэнэныгъ,লড়াই
454,Bogen[Waffe]::N,щабз,ধনুক
455,Pfeil::N,щэбза́щ,বাণ
456,Gewehr::N,шхонч,বন্দুক
457,Fehler::N,хэукъоныгъ,ভুল
458,Lüge::N,пцӏы,মিথ্যা
459,Schaden::N,зэра́р,ক্ষতি
460,Unglück::N,тхьамыкӏагъу,দুর্ভাগ্য
461,Schuld::N,мысагъэ́,অপরাধ
462,Alter::N,ныбжь,আয়ু
463,Schluss::N,кӏэ,শেষ
464,Zeit::N,уахътэ́,সময়
465,Tag::N,мафэ́,দিন
466,Morgen::N,пчэды́жь,সকাল
467,Mittag::N,щэджагьу́,মধ্যাহু
468,Abend::N,пчыхьэ́,সন্ধ্যা
469,Nacht::N,чэщы́,রাত্রি
470,Woche::N,тхьамафэ́,সপ্তাহ
471,Monat::N,мазэ́,মাস
472,Jahr::N,илъэ́с,সৌরবর্ষ
473,Frühling::N,гъатхэ́,বসন্তকাল
474,Sommer::N,гъэмафэ́,গ্রীষ্মকাল
475,Herbst::N,бжыхьэ́,শরংঋতু
476,Winter::N,кӏыма́ф,শীতকাল
477,Januar::N,январь,জানুয়ারী
478,Februar::N,февраль,ফেব্রুয়ারী
479,März::N,март,মার্চ
480,April::N,апрель,এপ্রিল
481,Mai::N,май,মে
482,Juni::N,июнь,জুন
483,Juli::N,июль,জুলাই
484,August::N,август,অগাস্ট
485,September::N,сентябрь,সেপ্টেম্বর
486,Oktober::N,октябрь,অক্টোবর
487,November::N,ноябрь,নভেম্বর
488,Dezember::N,декабрь,ডিসেম্বর
489,Montag::N,блыпэ́,সোমবার
490,Dienstag::N,гъубдж,মঙ্গলবার
491,Mittwoch::N,бэрэскэжъый,বুধবার
492,Donnerstag::N,мэфэ́ку,বৃহম্পতিবার
493,Freitag::N,бэрэскэшху,শুক্রবার
494,Samstag::N,шэмбэ́т,শনিবার
495,Sonntag::N,тхьаума́ф,রবিবার
496,groß::A,ины́,বৃহৎ
497,klein::A,цӏы́кӏу,ছোট
498,lang::A,кӏыхьэ́,দীর্ঘ
499,kurz::A,кӏэкӏы́,খর্ব
500,kurz::A,кӏэкӏы́,হ্রস্ব
501,breit::A,шъуамбгъо́,চওড়া
502,schmal::A,бгъузэ́,সরু
503,dicht::A,ӏужъу́,ঘন
504,dick[Gegenstand]::A,ӏужъу́,পুরু
505,dünn::A,пӏуакӏэ́,কৃশ
506,fein::A,пӏуакӏэ́,সূক্ষ্ম
507,fest::A,пытэ́,দৃঢ়
508,flach::A,тешъо́,সমতল
509,glatt::A,зэны́бжь,মসৃণ
510,hart::A,пытэ́,শক্ত
511,weich::A,шъабэ́,নরম
512,rund::A,хъура́й,গোলাকার
513,spitz::A,папцӏэ́,তীক্ষ্ন
514,scharf::A,чан,শাণিত
515,stumpf::A,цако́,ভোঁতা
516,schwer::A,онтэ́гъу,ভারী
517,schön::A,дахэ́,সুন্দর
518,heiß::A,жъо́ркъ,গরম
519,warm::A,фабэ́у,ঈষদুষ্ণ
520,kalt::A,чъыӏэ́,ঠাণ্ডা
521,kühl::A,чъыӏэтагъ,শীতল
522,frisch::A,чъыӏэтагъ,তাজা
523,feucht::A,шынагъэ зиӏэ,ভিজা
524,feucht::A,шынэгъакӏэ зиӏэ,ভিজা
525,nass::A,цӏынэ́,ভিজা
526,trocken::A,гъушъ,শুষ্ক
527,trocken::A,чъэпхъыгъ,শুষ্ক
528,voll::A,из,পূর্ণ
529,voll::A,изыбз,পূর্ণ
530,leer::A,нэкӏы́,খালি
531,offen::A,зэдэхыгъэ,খোলা
532,geschlossen::A,зэфэшӏыгъ,বন্ধ
533,sauber::A,къабзэ́,নির্মল
534,schmutzig::A,шӏо́и,নোংরা
535,roh::A,мыжъо́,কাঁচা
536,reif::A,чъэпхъыгъ,পাকা
537,lecker::A,го́хьы,সুস্বাদ
538,süß::A,ӏэшӏу,মিষ্ট
539,bitter::A,дыджы́,তিক্ত
540,sauer::A,хафэ́,টক
541,hell::A,нэфын,উজ্জ্বল
542,dunkel::A,мэзэхэ,অন্ধকারময়
543,schwarz::A,шӏуцӏэ,কালো
544,weiß::A,фыжьы́,সাদা
545,rot::A,плъыжьы́,লাল
546,gelb::A,гъожьы́,হলদে
547,blau::A,шхъуантӏэ,নীল
548,grün::A,шхъуантӏэ,সবুজ
549,grau::A,шхъо,ছাই-রঙা
550,bunt::A,къолэны,রঙিন
551,billig::A,пыут,সস্তা
552,teuer::A,сикӏа́с,আক্রা
553,teuer::A,силъа́пӏ,আক্রা
554,wertvoll::A,пкӏэ зиӏ,মহার্ঘ
555,wertvoll::A,уасэ́ зыфа́шӏ,মহার্ঘ
556,blind::A,нэшъу́,কানা
557,taub::A,дэгу,বধির
558,kräftig::A,лъэ́ш,বিশাল
559,stark::A,лъэ́ш,শক্তিশালী
560,schwach::A,хъыбэй,দুর্বল
561,fett::A,пщэры́,মোটা
562,schlank::A,ищыгъэ,কৃশ
563,hübsch::A,дахэ́,সুন্দর
564,böse::A,ябгэ,খারাপ
565,dumm::A,делэ,মূর্খ
566,faul::A,шъхьахы́нэ,শ্রমবিমুখ
567,fleißig::A,егугъурэ,পরিশ্রমী
568,geizig::A,тхьацэ,ব্যয়কুণ্ঠ
569,klug::A,акъылышӏу́,দক্ষ
570,geschickt::A,ӏэпэӏэсэ́,পটু
571,geschickt::A,шо́у шӏыгъэ́,পটু
572,lieb::A,псэм фэд,প্রেয়
573,lustig::A,чэф,প্রফুল্ল
574,sanft::A,ӏушъа́б,নম্র
575,hungrig::A,гъаблэ́,ক্ষুধার্ত
576,krank::A,сыма́дж,অসুস্থ
577,nackt::A,пцӏанэ́,উলঙ্গ
578,traurig::A,нэшхъэй,দুঃখিত
579,gut::A,дэгъу́,ভালো
580,schlecht::A,дэи,মন্দ
581,richtig::A,тэрэз,ঠিক
582,schlimm::A,щынэгъо,কদর্য
583,wahr::A,шъыпкъэ́,বাস্তব
584,alt::A,жъы,পুরাতন
585,neu::A,кӏэ,নব
586,neu::A,кӏэ,নূতন
587,ehemalig::A,-щтыгъэ,পূর্বকালীন
588,ehemalig::A,-гъэ,পূর্বকালীন
589,alt[Lebewesen]::A,жъы,বৃদ্ধ
590,jung::A,ныбжьыкӏэ́,তরুণ
591,arm::A,тхьамы́кӏ,ক্ষুদ্র
592,reich::A,бай,ধনবান্
593,bekannt::A,нэӏуа́с,সুপরিচিত
594,berühmt::A,цӏэры́ӏу,বিখ্যাত
595,fremd::A,хымэ,বিদেশি
596,verschieden::A,зэфэшъхьафы,বিসদৃশ
597,nah::A,благъэ́,নিকটবতী
598,fern::A,чыжьэ,দুরবতী
599,linker::A,сэмэ́гу,বাম
600,rechter::A,джабгъу,ডান
601,rechter::A,джабгъу,ডাইন
602,anderer::A,нэмы́кӏ,অন্যতর
603,erster::A,апэр,প্রথম
604,zweiter::A,я́тӏонэр,দ্বিতীয়
605,dritter::A,ящэнэр,তৃতীয়
606,letzter::A,аужыр,সর্বশেষ
607,allein::ADV,зы,একক
608,auf einmal::ADV,ардэдэм,জলদি
609,auf einmal::ADV,асыхьатым,জলদি
610,zusammen::ADV,зэгъусэхэ́у,একসঙ্গে
611,lange::ADV,бэрэ́,লম্বা
612,plötzlich::ADV,зэкӏэм,হঠাৎ
