,Concept_ID,fi,bn
98,Strömung::N,virtaus,স্রোত
99,Tropfen::N,tippa,ফোঁটা
100,Tropfen::N,pisara,ফোঁটা
101,Schaum::N,vaahto,ফেনা
102,Schmutz::N,loka,ধুলা
103,See::N,järvi,হ্রদ
104,Sumpf::N,suo,জলা
105,Moor::N,räme,মাঠ
106,Wiese::N,niitty,তৃণভূমি
107,Wald::N,metsä,বন
108,Hügel::N,mäki,পাহাড়
109,Hügel::N,kumpu,পাহাড়
110,Hügel::N,kukkula,পাহাড়
111,Anhöhe::N,mäki,টিলা
112,Anhöhe::N,kumpare,টিলা
113,Berg::N,mäki,পর্বত
114,Berg::N,vuori,পর্বত
115,Gipfel::N,laki,শীর্ষ
116,Gipfel::N,huippu,শীর্ষ
117,Höhle::N,luola,গুহা
118,Abhang::N,rinne,ঢাল
119,Quelle::N,lähde,উৎস
120,Bach::N,puro,ক্ষুদ্র নদী
121,Fluss::N,joki,নদী
122,Ufer::N,ranta,উপকূল
123,Küste::N,rannikko,তীর
124,Festland::N,manner,ভূমি
125,Meer::N,meri,সমুদ্র
126,Bucht::N,lahti,উপসাগর
127,Insel::N,saari,দ্বীপ
128,Blume::N,kukka,ফুল
129,Gras::N,ruoho,ঘাস
130,Wurzel::N,juuri,শিকড়
131,Baum::N,puu,গাছ
132,Stamm::N,runko,স্কন্ধ
133,Rinde::N,kuori,বল্কল
134,Rinde::N,parkki,বল্কল
135,Ast::N,oksa,শাখা
136,Zweig::N,haara,ডাল
137,Blatt::N,lehti,পর্ণ
138,Birke::N,koivu,ভুর্জ
139,Kiefer[Baum]::N,mänty,পাইন গাছ
140,Kiefer[Baum]::N,petäjä,পাইন গাছ
141,Weide[Baum]::N,paju,উইলো
142,Tanne::N,kuusi,দেবদারূ গাছ
143,Horn::N,sarvi,শিং
144,Feder::N,sulka,পালক
145,Feder::N,höyhen,পালক
146,Fell::N,talja,রোম
147,Flügel::N,siipi,ডানা
148,Klaue::N,kynsi,নখর
149,Kralle::N,kynsi,নখর
150,Schwanz::N,häntä,লেজ
151,Schwanz::N,pyrstö,লেজ
152,Ei::N,muna,ডিম
153,Nest::N,pesä,কুলায়
154,Bau::N,pesä,ডেরা
155,Tier::N,eläin,জন্তু
156,Herde::N,lauma,ঝাঁক
157,Kuh::N,lehmä,গোরু
158,Bulle::N,sonni,বৃষ
159,Pferd::N,hevonen,ঘোড়া
160,Schaf::N,lammas,ভেড়া
161,Schwein::N,sika,শূকর
162,Hund::N,koira,কুকুর
163,Katze::N,kissa,বেড়াল
164,Bär::N,karhu,ভল্লুক
165,Eichhörnchen::N,orava,কাঠবিড়াল
166,Elch::N,hirvi,হরিণবিশেষ
167,Fuchs::N,kettu,পাঁতিশিয়াল
168,Hase::N,jänis,শশক
169,Maus::N,hiiri,নেংটি ইঁদুর
170,Wolf::N,susi,নেকড়ে
171,Vogel::N,lintu,পক্ষী
172,Schwarm::N,parvi,ঝাঁক
173,Huhn::N,kana,মোরগ
174,Hahn::N,kukko,কুক্কুট
175,Gans::N,hanhi,হংসী
176,Adler::N,kotka,ইগল
177,Ente::N,ankka,হংসী
178,Eule::N,pöllö,পেচক
179,Kranich::N,kurki,সারস
180,Krähe::N,varis,কাক
181,Kuckuck::N,käki,কোকিল
182,Schwan::N,joutsen,মরাল
183,Fisch::N,kala,মাছ
184,Barsch::N,ahven,মৎন্যবিশেষ
185,Hecht::N,hauki,বানমাছ
186,Schlange[Tier]::N,käärme,সর্প
187,Wurm::N,mato,কীট
188,Spinne::N,hämähäkki,মাকড়সা
189,Ameise::N,muurahainen,পিপীলিকা
190,Laus::N,täi,উকুন
191,Mücke::N,sääski,মশা
192,Mücke::N,hyttynen,মশা
193,Fliege::N,kärpänen,মাছি
194,Schmetterling::N,perhonen,প্রজাপতি
195,Beere::N,marja,বেরি
196,Apfel::N,omena,আপেল
197,Pilz::N,sieni,ছত্রক
198,Zwiebel::N,sipuli,পিয়াজ
199,Saat::N,siemenet,বীজ
200,Korn::N,jyvä,শস্য
201,Korn::N,vilja,শস্য
202,Heu::N,heinä,খড়
203,Schale::N,kuori,খোসা
204,Grube::N,kuoppa,গর্ত
205,Falle::N,loukku,ফাঁদ
206,Schlinge::N,ansa,পাশ
207,Spur::N,jälki,চিহ্ন
208,Asche::N,tuhka,ভস্ম
209,Dreck::N,lika,ময়লা
210,Eisen::N,rauta,লোহা
211,Gold::N,kulta,স্বর্ণ
212,Silber::N,hopea,রৌপ্য
213,Kohle::N,hiili,অঙ্গার
214,Glas::N,lasi,কাচ
215,Lehm::N,savi,মৃত্তিকা
216,Sand::N,hiekka,বালি
217,Mensch::N,ihminen,নর
218,Mensch::N,ihminen,মানুষ
219,Mann::N,mies,মানুষ
220,Frau::N,nainen,নারী
221,Kind::N,lapsi,বাচ্চা
222,Junge::N,poika,ছেলে
223,Mädchen::N,tyttö,মেয়ে
224,Familie::N,perhe,পরিবার
225,Großvater::N,isoisä,মাতামহ
226,Großmutter::N,isoäiti,মাতামহী
227,Eltern::N,vanhemmat,মাতাপিতা
228,Vater::N,isä,পিতা
229,Mutter::N,äiti,মাতা
230,Sohn::N,poika,ছেলে
231,Tochter::N,tytär,মেয়ে
232,Bruder::N,veli,দাদা
233,Schwester::N,sisko,বোন
234,Schwester::N,sisko,দিদি
235,Onkel::N,eno,মামা
236,Onkel::N,setä,মামা
237,Tante::N,täti,মাসী
238,Ehemann::N,mies,স্বামী
239,Ehemann::N,aviomies,স্বামী
240,Ehefrau::N,vaimo,পত্নী
241,Ehefrau::N,aviovaimo,পত্নী
242,Freude::N,ilo,উল্লাস
243,Freude::N,riemu,উল্লাস
244,Gelächter::N,nauru,হাসি
245,Glück::N,onni,সুখ
246,Kummer::N,suru,দুঃখ
247,Kummer::N,murhe,দুঃখ
248,Wunsch::N,toive,আকাঙ্ক্ষা
249,Wunsch::N,toivomus,আকাঙ্ক্ষা
250,Lust::N,himo,বাসনা
251,Geist::N,henki,আত্না
252,Gedanke::N,aate,চিন্তা
253,Gedanke::N,ajatus,চিন্তা
254,Gedächtnis::N,muisti,স্মরণশক্তি
255,Verstand::N,äly,মন
256,Verstand::N,järki,মন
257,Verstand::N,ymmärrys,মন
258,Sinn::N,merkitys,পদার্থ
259,Grund::N,syy,কারণ
260,Grund::N,peruste,কারণ
261,Wahrheit::N,tosi,সত্য
262,Wahrheit::N,totuus,সত্য
263,Gespräch::N,puhelu,কথাবার্তা
264,Gespräch::N,keskustelu,কথাবার্তা
265,Märchen::N,satu,রূপকথা
266,Erzählung::N,tarina,গল্প
267,Erzählung::N,kertomus,গল্প
268,Nachricht::N,tieto,তথ্য
269,Nachricht::N,ilmoitus,তথ্য
270,Neuigkeit::N,uutinen,খবরাখবর
271,Name::N,nimi,নাম
272,Rätsel::N,arvoitus,ধাঁধা
273,Rede::N,puhe,বক্তৃতা
274,Sprache::N,kieli,ভাষা
275,Stimme::N,ääni,স্বর
276,Wort::N,sana,শব্দ
277,Zeichen::N,merkki,প্রতীক
278,Ruf::N,kutsu,ডাক
279,Lärm::N,melu,হৈচৈ
280,Lärm::N,hälinä,হৈচৈ
281,Laut::N,ääni,ধ্বনি
282,Ton::N,sävel,স্বর
283,Lied::N,laulu,গান
284,Ruhe::N,lepo,শান্তি
285,Ruhe::N,rauha,শান্তি
286,Leute::N,väki,প্রজাপুঞ্জ
287,Leute::N,ihmiset,প্রজাপুঞ্জ
288,Volk::N,kansa,জাতি
289,Arbeit::N,työ,চাকরি
290,Gast::N,vieras,অতিথি
291,Geschenk::N,lahja,উপহার
292,Spiel::N,peli,খেলা
293,Spiel::N,leikki,খেলা
294,Gesellschaft::N,seura,সঙ্গিগণ
295,Hilfe::N,apu,সাহায্য
296,Freund::N,ystävä,বন্ধু
297,Kamerad::N,toveri,সঙ্গী
298,Angelegenheit::N,asia,বিষয়
299,Anzahl::N,lukumäärä,পরিমাণ
300,Art::N,laji,রকম
301,Stück::N,pala,টুকরো
302,Stück::N,kappale,টুকরো
303,Teil::N,osa,অংশ
304,Hälfte::N,puoli,অর্ধেক
305,Kreis::N,ympyrä,বৃত্ত
306,Kreuz::N,risti,ক্রুশ
307,Linie::N,viiva,রেখা
308,Strich::N,piirto,কষি
309,Abstand::N,väli,ফাঁক
310,Abstand::N,väljyys,ফাঁক
311,Entfernung::N,etäisyys,ব্যবধান
312,Gegend::N,seutu,ক্ষেত্র
313,Platz::N,tila,জায়গা
314,Ort::N,kohta,স্থান
315,Ort::N,paikka,স্থান
316,Seite::N,sivu,পার্শ্ব
317,Seite::N,kylki,পার্শ্ব
318,Mitte::N,keskus,মধ্য
319,Mitte::N,puoliväli,মধ্য
320,Gegenstand::N,kalu,জিনিস
321,Gegenstand::N,esine,জিনিস
322,Sache::N,asia,বস্তু
323,Rand::N,ääri,কানা
324,Rand::N,syrjä,কানা
325,Kante::N,särmä,ধার
326,Ecke::N,nurkka,কোণ
327,Spitze::N,terä,ডগা
328,Spitze::N,kärki,ডগা
329,Ende::N,pää,প্রান্ত
330,Ende::N,perä,প্রান্ত
331,Loch::N,kolo,গর্ত
332,Loch::N,reikä,গর্ত
333,Winkel::N,kulma,কোণ
334,Muster::N,kuvio,নমুন্
335,Größe::N,koko,আয়তন
336,Größe::N,suuruus,আয়তন
337,Länge::N,pituus,দৈর্ঘ্য
338,Höhe::N,korkeus,উচ্চতা
339,Gewicht::N,paino,ওজন
340,Menge::N,määrä,পরিমাণ
341,Haufen::N,kasa,পুঞ্জ
342,Reihe::N,rivi,শ্রেণী
343,Boot::N,vene,নৌকা
344,Ruder::N,airo,দাঁড়
345,Schlitten::N,reki,স্নেজ্-গাড়ি
346,Schlitten::N,kelkka,স্নেজ্-গাড়ি
347,Ski::N,suksi,শী
348,Lagerfeuer::N,nuotio,অগ্নি
349,Last::N,kuorma,বোঝা
350,Gang::N,kulku,হণ্টন
351,Gang::N,käynti,হণ্টন
352,Schritt::N,askel,পদ
353,Norden::N,pohjoinen,উত্তরদিক্
354,Süden::N,etelä,দক্ষিণদিক
355,Westen::N,länsi,পশ্চিমদিক্
356,Osten::N,itä,পূর্বদিক
357,Holz::N,puu,কাঠ
358,Brett::N,lauta,তক্তা
359,Platte::N,levy,ফলক
360,Stütze::N,noja,নাগদণ্ড
361,Stange::N,tanko,দণ্ড
362,Stock::N,keppi,ছড়ি
363,Stab::N,sauva,যষ্টি
364,Stab::N,seiväs,যষ্টি
365,Rohr::N,putki,নল
366,Haus::N,talo,ঘর
367,Heim::N,koti,বাসা
368,Ofen::N,uuni,স্টোভ্
369,Fußboden::N,lattia,গহতল
370,Tisch::N,pöytä,মেজ
371,Tisch::N,pöytä,টেবিল
372,Stuhl::N,tuoli,চেয়ার
373,Stuhl::N,tuoli,কেদারা
374,Wiege::N,kehto,দোলনা
375,Bett::N,sänky,শয্যা
376,Regal::N,hylly,তাক
377,Kiste::N,arkku,বাক্স
378,Kiste::N,kirstu,বাক্স
379,Kiste::N,laatikko,বাক্স
380,Fenster::N,ikkuna,জানালা
381,Tür::N,ovi,দ্বার
382,Tor::N,portti,দ্বার
383,Zaun::N,aita,বেড়া
384,Dach::N,katto,ছাদ
385,Leiter::N,tikkaat,মই
386,Leiter::N,tikapuut,মই
387,Besen::N,luuta,গুল্মবিশেষ
388,Spaten::N,lapio,কোদাল
389,Schaufel::N,lapio,বেলচা
390,Gabel::N,haarukka,কাঁটা
391,Löffel::N,lusikka,চামচ
392,Messer::N,veitsi,ছুরি
393,Nagel::N,naula,পেরেক
394,Netz::N,verkko,জাল
395,Haken::N,haka,কাচি
396,Haken::N,koukku,কাচি
397,Griff::N,ripa,হাতল
398,Griff::N,kahva,হাতল
399,Schloss::N,lukko,তালা
400,Bild::N,kuva,ছবি
401,Bild::N,kuva,চিত্র
402,Figur::N,kuvio,আকার
403,Puppe::N,nukke,পুতুল
404,Beutel::N,pussi,বটুয়া
405,Bündel::N,nippu,আঁটি
406,Bündel::N,kimppu,আঁটি
407,Tasche::N,laukku,থলি
408,Eimer::N,sanko,বাল্তি
409,Eimer::N,ämpäri,বাল্তি
410,Deckel::N,kansi,আবরণ
411,Geschirr::N,astia,থালা-বাসন
412,Sack::N,säkki,বস্তা
413,Tasse::N,kuppi,কাপ
414,Topf::N,pata,পাত্র
415,Kessel::N,kattila,কেটলি
416,Essen::N,syönti,আহার
417,Nahrung::N,ruoka,খাদ্য
418,Nahrung::N,ravinto,খাদ্য
419,Speise::N,ruoka,খাদ্য
420,Fleisch::N,liha,মাংস
421,Getreide::N,vilja,শস্য
422,Brei::N,puuro,মণ্ড
423,Brot::N,leipä,রুটি
424,Scheibe::N,viipale,ফালি
425,Fett::N,rasva,মেদ
426,Butter::N,voi,মাখন
427,Öl::N,öljy,তৈল
428,Salz::N,suola,নুন
429,Suppe::N,keitto,শুরুয়া
430,Honig::N,hunaja,মধু
431,Milch::N,maito,দুধ
432,Tee::N,tee,চা
433,Leder::N,nahka,পাকা চামড়া
434,Wolle::N,villa,পশম
435,Stoff::N,kangas,বস্ত্র
436,Nadel::N,neula,সুচ
437,Faden::N,lanka,সূত্র
438,Knopf::N,nappi,বোতাম
439,Knoten::N,solmu,গিঁট
440,Farbe::N,maali,রং
441,Kleidung::N,vaatteet,কাপড়
442,Hemd::N,paita,শার্ট
443,Kragen::N,kaulus,গলবন্ধ
444,Ärmel::N,hiha,আস্তিন্
445,Hose::N,housut,ট্রাউজার
446,Gürtel::N,vyö,কটিবন্ধ
447,Mütze::N,lakki,টুপি
448,Schuh::N,kenkä,জুতো
449,Stiefel::N,saapas,বুট
450,Ring::N,sormus,আংটি
451,Band::N,nauha,ফিতা
452,Kamm::N,kampa,চিরুনি
453,Spiegel::N,peili,আয়না
454,Riemen::N,hihna,চাবুক
455,Schnur::N,naru,দড়ি
456,Schnur::N,nuora,দড়ি
457,Leine::N,talutushihna,শিকল
458,Decke::N,peite,কম্বল
459,Kissen::N,tyyny,উপাধান
460,Kissen::N,pielus,উপাধান
461,Tuch::N,huivi,বস্ত্র
462,Handtuch::N,pyyheliina,তোয়ালে
463,Kraft::N,väki,জোর
464,Kraft::N,voima,জোর
465,Stärke::N,vahvuus,শক্তি
466,Gesundheit::N,terveys,স্বাস্থ্য
467,Krankheit::N,tauti,অসুখ
468,Krankheit::N,tauti,ব্যামো
469,Krankheit::N,sairaus,অসুখ
470,Krankheit::N,sairaus,ব্যামো
471,Schmerz::N,kipu,যন্ত্রণা
472,Schmerz::N,särky,যন্ত্রণা
473,Wunde::N,haava,ক্ষত
474,Fieber::N,kuume,জ্বর
475,Arznei::N,lääke,ঔষধ
476,Brücke::N,silta,সেতু
477,Brunnen::N,kaivo,কূপ
478,Weide::N,laidun,পশুচারণভূমি
479,Pfad::N,polku,পথ
480,Weg::N,tie,পথ
481,Straße::N,katu,রাস্তা
482,Dorf::N,kylä,গ্রাম
483,Stadt::N,kaupunki,শহর
484,Brief::N,kirje,চিঠি
485,Buch::N,kirja,বই
486,Buchstabe::N,kirjain,অক্ষর
487,Zeitung::N,lehti,সংবাদপত্র
488,Zeitung::N,sanomalehti,সংবাদপত্র
489,Leben::N,elo,জীবন
490,Leben::N,elämä,জীবন
491,Tod::N,kuolema,মৃত্যু
492,Grab::N,hauta,কবর
493,Kirche::N,kirkko,গির্জা
494,Sünde::N,synti,পাপ
495,Gott::N,jumala,দেবতা
496,Arbeiter::N,työläinen,শ্রমিক
497,Chef::N,päällikkö,নেতা
498,Meister::N,mestari,ব্যক্তি
499,Arzt::N,lääkäri,চিকিৎসক
500,Lehrer::N,opettaja,অধ্যাপক
501,Geld::N,raha,মুদ্রা
502,Geld::N,raha,টাকাপয়সা
503,Geschäft::N,liike,ব্যস্ততা
504,Laden::N,puoti,দোকান
505,Laden::N,kauppa,দোকান
506,Preis::N,hinta,মূল্য
507,Ware::N,tavara,পণ্যদ্রব্য
508,Nutzen::N,hyöty,সুবিধা
509,Reichtum::N,rikkaus,ধনদৌলত
510,Welt::N,maailma,জগৎ
511,Land::N,maa,খেত
512,Staat::N,valtio,রাষ্ট্র
513,König::N,kuningas,রাজা
514,Macht::N,mahti,প্রভাব
515,Grenze::N,raja,সীমা
516,Krieg::N,sota,যুদ্ধ
517,Feind::N,vihollinen,শত্রু
518,Gewalt::N,väkivalta,জোর
519,Kampf::N,taistelu,লড়াই
520,Bogen[Waffe]::N,jousi,ধনুক
521,Pfeil::N,nuoli,বাণ
522,Gewehr::N,kivääri,বন্দুক
523,Fehler::N,vika,ভুল
524,Fehler::N,virhe,ভুল
525,Lüge::N,valhe,মিথ্যা
526,Schaden::N,vaurio,ক্ষতি
527,Schaden::N,vahinko,ক্ষতি
528,Unglück::N,vahinko,দুর্ভাগ্য
529,Unglück::N,onnettomuus,দুর্ভাগ্য
530,Schuld::N,syy,অপরাধ
531,Alter::N,ikä,আয়ু
532,Schluss::N,loppu,শেষ
533,Zeit::N,aika,সময়
534,Tag::N,päivä,দিন
535,Morgen::N,aamu,সকাল
536,Morgen::N,huomen,সকাল
537,Mittag::N,keskipäivä,মধ্যাহু
538,Abend::N,ilta,সন্ধ্যা
539,Nacht::N,yö,রাত্রি
540,Woche::N,viikko,সপ্তাহ
541,Monat::N,kuukausi,মাস
542,Jahr::N,vuosi,সৌরবর্ষ
543,Frühling::N,kevät,বসন্তকাল
544,Sommer::N,kesä,গ্রীষ্মকাল
545,Herbst::N,syksy,শরংঋতু
546,Winter::N,talvi,শীতকাল
547,Januar::N,tammikuu,জানুয়ারী
548,Februar::N,helmikuu,ফেব্রুয়ারী
549,März::N,maaliskuu,মার্চ
550,April::N,huhtikuu,এপ্রিল
551,Mai::N,toukokuu,মে
552,Juni::N,kesäkuu,জুন
553,Juli::N,heinäkuu,জুলাই
554,August::N,elokuu,অগাস্ট
555,September::N,syyskuu,সেপ্টেম্বর
556,Oktober::N,lokakuu,অক্টোবর
557,November::N,marraskuu,নভেম্বর
558,Dezember::N,joulukuu,ডিসেম্বর
559,Montag::N,maanantai,সোমবার
560,Dienstag::N,tiistai,মঙ্গলবার
561,Mittwoch::N,keskiviikko,বুধবার
562,Donnerstag::N,torstai,বৃহম্পতিবার
563,Freitag::N,perjantai,শুক্রবার
564,Samstag::N,lauantai,শনিবার
565,Sonntag::N,sunnuntai,রবিবার
566,groß::A,iso,বৃহৎ
567,groß::A,suuri,বৃহৎ
568,klein::A,pieni,ছোট
569,lang::A,pitkä,দীর্ঘ
570,kurz::A,lyhyt,খর্ব
571,kurz::A,lyhyt,হ্রস্ব
572,breit::A,leveä,চওড়া
573,schmal::A,kapea,সরু
574,dicht::A,taaja,ঘন
575,dick[Gegenstand]::A,paksu,পুরু
576,dünn::A,ohut,কৃশ
577,fein::A,hieno,সূক্ষ্ম
578,fest::A,luja,দৃঢ়
579,flach::A,litteä,সমতল
580,flach::A,tasainen,সমতল
581,glatt::A,sileä,মসৃণ
582,glatt::A,siloinen,মসৃণ
583,hart::A,kova,শক্ত
584,weich::A,pehmeä,নরম
585,rund::A,pyöreä,গোলাকার
586,spitz::A,terävä,তীক্ষ্ন
587,scharf::A,terävä,শাণিত
588,stumpf::A,tylsä,ভোঁতা
589,schwer::A,raskas,ভারী
590,schwer::A,painava,ভারী
591,schön::A,kaunis,সুন্দর
592,heiß::A,kuuma,গরম
593,warm::A,lämmin,ঈষদুষ্ণ
594,kalt::A,kylmä,ঠাণ্ডা
595,kalt::A,viluinen,ঠাণ্ডা
596,kühl::A,viileä,শীতল
597,frisch::A,tuore,তাজা
598,feucht::A,kostea,ভিজা
599,nass::A,märkä,ভিজা
600,trocken::A,kuiva,শুষ্ক
601,voll::A,täysi,পূর্ণ
602,leer::A,tyhjä,খালি
603,offen::A,avonainen,খোলা
604,geschlossen::A,suljettu,বন্ধ
605,sauber::A,puhdas,নির্মল
606,schmutzig::A,likainen,নোংরা
607,roh::A,raaka,কাঁচা
608,reif::A,kypsä,পাকা
609,lecker::A,herkullinen,সুস্বাদ
610,süß::A,makea,মিষ্ট
611,bitter::A,karvas,তিক্ত
612,bitter::A,kitkerä,তিক্ত
613,sauer::A,hapan,টক
614,hell::A,kirkas,উজ্জ্বল
615,hell::A,valoisa,উজ্জ্বল
616,dunkel::A,pimeä,অন্ধকারময়
617,schwarz::A,musta,কালো
618,weiß::A,valkea,সাদা
619,rot::A,punainen,লাল
620,gelb::A,keltainen,হলদে
621,blau::A,sininen,নীল
622,grün::A,vihreä,সবুজ
623,grau::A,harmaa,ছাই-রঙা
624,bunt::A,kirjava,রঙিন
625,billig::A,halpa,সস্তা
626,billig::A,huokea,সস্তা
627,teuer::A,kallis,আক্রা
628,wertvoll::A,arvokas,মহার্ঘ
629,blind::A,sokea,কানা
630,taub::A,kuuro,বধির
631,kräftig::A,väkevä,বিশাল
632,kräftig::A,voimakas,বিশাল
633,stark::A,vahva,শক্তিশালী
634,schwach::A,heikko,দুর্বল
635,fett::A,lihava,মোটা
636,schlank::A,hoikka,কৃশ
637,schlank::A,solakka,কৃশ
638,hübsch::A,soma,সুন্দর
639,hübsch::A,sievä,সুন্দর
640,böse::A,paha,খারাপ
641,böse::A,häijy,খারাপ
642,dumm::A,tyhmä,মূর্খ
643,dumm::A,typerä,মূর্খ
644,faul::A,laiska,শ্রমবিমুখ
645,fleißig::A,ahkera,পরিশ্রমী
646,geizig::A,saita,ব্যয়কুণ্ঠ
647,klug::A,älykäs,দক্ষ
648,geschickt::A,taitava,পটু
649,lieb::A,rakas,প্রেয়
650,lustig::A,hauska,প্রফুল্ল
651,lustig::A,iloinen,প্রফুল্ল
652,sanft::A,lauha,নম্র
653,sanft::A,lempeä,নম্র
654,hungrig::A,nälkäinen,ক্ষুধার্ত
655,krank::A,sairas,অসুস্থ
656,nackt::A,alaston,উলঙ্গ
657,traurig::A,surullinen,দুঃখিত
658,traurig::A,murheellinen,দুঃখিত
659,lebendig::A,elävä,জীবিত
660,gut::A,hyvä,ভালো
661,schlecht::A,paha,মন্দ
662,schlecht::A,huono,মন্দ
663,richtig::A,oikea,ঠিক
664,schlimm::A,paha,কদর্য
665,wahr::A,tosi,বাস্তব
666,alt::A,vanha,পুরাতন
667,neu::A,uusi,নব
668,neu::A,uusi,নূতন
669,ehemalig::A,entinen,পূর্বকালীন
670,ehemalig::A,muinainen,পূর্বকালীন
671,alt[Lebewesen]::A,vanha,বৃদ্ধ
672,jung::A,nuori,তরুণ
673,arm::A,köyhä,ক্ষুদ্র
674,reich::A,rikas,ধনবান্
675,bekannt::A,tuttu,সুপরিচিত
676,bekannt::A,tunnettu,সুপরিচিত
677,berühmt::A,kuuluisa,বিখ্যাত
678,fremd::A,vieras,বিদেশি
679,verschieden::A,eri,বিসদৃশ
680,verschieden::A,erilainen,বিসদৃশ
681,nah::A,läheinen,নিকটবতী
682,fern::A,etäinen,দুরবতী
683,linker::A,vasen,বাম
684,rechter::A,oikea,ডান
685,rechter::A,oikea,ডাইন
686,anderer::A,muu,অন্যতর
687,anderer::A,toinen,অন্যতর
688,erster::A,ensimmäinen,প্রথম
689,zweiter::A,toinen,দ্বিতীয়
690,dritter::A,kolmas,তৃতীয়
691,letzter::A,viimeinen,সর্বশেষ
692,allein::ADV,yksin,একক
693,auf einmal::ADV,yhdellä kertaa,জলদি
694,zusammen::ADV,yhdessä,একসঙ্গে
695,lange::ADV,kauan,লম্বা
696,lange::ADV,pitkään,লম্বা
697,plötzlich::ADV,äkkiä,হঠাৎ
698,sofort::ADV,heti,মুহ্ণর্তমধ্যে
699,später::ADV,myöhemmin,পশ্চাতে
700,jetzt::ADV,nyt,এখন
701,heute::ADV,tänään,আজ
702,morgen::ADV,huomenna,আগামিকাল
703,bald::ADV,pian,অস্পকালমধ্যে
704,dann::ADV,sitten,তখন
705,gestern::ADV,eilen,গতকাল
706,einst::ADV,aikanaan,একবার মাত্র
707,damals::ADV,silloin,তখন
708,damals::ADV,siihen aikaan,তখন
709,danach::ADV,sen jälkeen,পরে
710,vorher::ADV,ennen,আগে
