,Concept_ID,is,de
206,Silber::N,silfur,Silber
207,Kohle::N,kol,Kohle
208,Glas::N,gler,Glas
209,Lehm::N,leir,Lehm
210,Sand::N,sandur,Sand
211,Mensch::N,maður,Mensch
212,Mensch::N,manneskja,Mensch
213,Mann::N,maður,Mann
214,Mann::N,karlmaður,Mann
215,Frau::N,kona,Frau
216,Kind::N,barn,Kind
217,Kind::N,krakki,Kind
218,Junge::N,drengur,Junge
219,Mädchen::N,stelpa,Mädchen
220,Familie::N,fjölskylda,Familie
221,Großvater::N,afi,Großvater
222,Großmutter::N,amma,Großmutter
223,Eltern::N,foreldrar,Eltern
224,Vater::N,faðir,Vater
225,Mutter::N,móðir,Mutter
226,Sohn::N,sonur,Sohn
227,Tochter::N,dóttir,Tochter
228,Bruder::N,bróðir,Bruder
229,Schwester::N,systir,Schwester
230,Onkel::N,föðurbróðir,Onkel
231,Tante::N,frænka,Tante
232,Tante::N,móðursystir,Tante
233,Ehemann::N,eiginmaður,Ehemann
234,Ehefrau::N,eiginkona,Ehefrau
235,Freude::N,gleði,Freude
236,Gelächter::N,hlátur,Gelächter
237,Glück::N,gæfa,Glück
238,Kummer::N,sorg,Kummer
239,Wunsch::N,ósk,Wunsch
240,Lust::N,fýsn,Lust
241,Lust::N,löngun,Lust
242,Geist::N,andi,Geist
243,Gedanke::N,hugsun,Gedanke
244,Gedächtnis::N,minni,Gedächtnis
245,Verstand::N,vit,Verstand
246,Sinn::N,merking,Sinn
247,Grund::N,ástæða,Grund
248,Wahrheit::N,sannleikur,Wahrheit
249,Gespräch::N,samtal,Gespräch
250,Märchen::N,ævintýri,Märchen
251,Erzählung::N,saga,Erzählung
252,Nachricht::N,frétt,Nachricht
253,Neuigkeit::N,frétt,Neuigkeit
254,Name::N,nafn,Name
255,Rätsel::N,gáta,Rätsel
256,Rede::N,ræða,Rede
257,Sprache::N,mál,Sprache
258,Sprache::N,tungumál,Sprache
259,Stimme::N,rödd,Stimme
260,Wort::N,orð,Wort
261,Zeichen::N,tákn,Zeichen
262,Zeichen::N,merki,Zeichen
263,Ruf::N,kall,Ruf
264,Lärm::N,hávaði,Lärm
265,Laut::N,hljóð,Laut
266,Ton::N,tónn,Ton
267,Lied::N,ljóð,Lied
268,Lied::N,söngur,Lied
269,Ruhe::N,ró,Ruhe
270,Ruhe::N,kyrrð,Ruhe
271,Leute::N,fólk,Leute
272,Volk::N,þjóð,Volk
273,Arbeit::N,vinna,Arbeit
274,Gast::N,gestur,Gast
275,Geschenk::N,gjöf,Geschenk
276,Spiel::N,leikur,Spiel
277,Gesellschaft::N,selskapur,Gesellschaft
278,Hilfe::N,hjálp,Hilfe
279,Freund::N,vinur,Freund
280,Kamerad::N,félagi,Kamerad
281,Angelegenheit::N,mál,Angelegenheit
282,Angelegenheit::N,málefni,Angelegenheit
283,Anzahl::N,tala,Anzahl
284,Anzahl::N,fjöldi,Anzahl
285,Art::N,tegund,Art
286,Stück::N,biti,Stück
287,Stück::N,stykki,Stück
288,Teil::N,hluti,Teil
289,Teil::N,partur,Teil
290,Hälfte::N,helmingur,Hälfte
291,Kreis::N,hringur,Kreis
292,Kreuz::N,kross,Kreuz
293,Kreuz::N,krossmark,Kreuz
294,Linie::N,lína,Linie
295,Strich::N,strik,Strich
296,Abstand::N,millibil,Abstand
297,Entfernung::N,fjarlægð,Entfernung
298,Gegend::N,hérað,Gegend
299,Platz::N,pláss,Platz
300,Ort::N,staður,Ort
301,Seite::N,hlið,Seite
302,Mitte::N,miðja,Mitte
303,Gegenstand::N,hlutur,Gegenstand
304,Sache::N,mál,Sache
305,Rand::N,brún,Rand
306,Kante::N,rönd,Kante
307,Ecke::N,horn,Ecke
308,Spitze::N,oddur,Spitze
309,Ende::N,endi,Ende
310,Loch::N,gat,Loch
311,Loch::N,hola,Loch
312,Winkel::N,skot,Winkel
313,Winkel::N,krókur,Winkel
314,Muster::N,munstur,Muster
315,Größe::N,stærð,Größe
316,Länge::N,lengd,Länge
317,Höhe::N,hæð,Höhe
318,Gewicht::N,vigt,Gewicht
319,Gewicht::N,þyngd,Gewicht
320,Menge::N,magn,Menge
321,Haufen::N,hrúga,Haufen
322,Haufen::N,haugur,Haufen
323,Reihe::N,röð,Reihe
324,Boot::N,bátur,Boot
325,Ruder::N,ár,Ruder
326,Schlitten::N,sleði,Schlitten
327,Ski::N,skíði,Ski
328,Lagerfeuer::N,varðeldur,Lagerfeuer
329,Last::N,byrði,Last
330,Last::N,farmur,Last
331,Gang::N,ganga,Gang
332,Schritt::N,skref,Schritt
333,Norden::N,norður,Norden
334,Süden::N,suður,Süden
335,Westen::N,vestur,Westen
336,Osten::N,austur,Osten
337,Holz::N,viður,Holz
338,Brett::N,fjöl,Brett
339,Platte::N,flötur,Platte
340,Stütze::N,stoð,Stütze
341,Stange::N,stöng,Stange
342,Stock::N,prik,Stock
343,Stock::N,stafur,Stock
344,Stab::N,prik,Stab
345,Stab::N,stafur,Stab
346,Rohr::N,rör,Rohr
347,Rohr::N,pípa,Rohr
348,Haus::N,hús,Haus
349,Heim::N,heimili,Heim
350,Ofen::N,ofn,Ofen
351,Fußboden::N,gólf,Fußboden
352,Tisch::N,borð,Tisch
353,Stuhl::N,stóll,Stuhl
354,Wiege::N,vagga,Wiege
355,Bett::N,rúm,Bett
356,Bett::N,hvíla,Bett
357,Regal::N,hilla,Regal
358,Kiste::N,kassi,Kiste
359,Fenster::N,gluggi,Fenster
360,Tür::N,dyr,Tür
361,Tür::N,hurð,Tür
362,Tor::N,hlið,Tor
363,Zaun::N,girðing,Zaun
364,Zaun::N,limgarður,Zaun
365,Dach::N,þak,Dach
366,Leiter::N,stigi,Leiter
367,Besen::N,sópur,Besen
368,Spaten::N,spaði,Spaten
369,Schaufel::N,skófla,Schaufel
370,Gabel::N,gaffall,Gabel
371,Löffel::N,skeið,Löffel
372,Messer::N,hnífur,Messer
373,Nagel::N,nögl,Nagel
374,Netz::N,net,Netz
375,Haken::N,krókur,Haken
376,Griff::N,tak,Griff
377,Schloss::N,lás,Schloss
378,Bild::N,mynd,Bild
379,Figur::N,stytta,Figur
380,Puppe::N,brúða,Puppe
381,Beutel::N,poki,Beutel
382,Beutel::N,baggi,Beutel
383,Bündel::N,böggull,Bündel
384,Tasche::N,veski,Tasche
385,Eimer::N,fata,Eimer
386,Deckel::N,lok,Deckel
387,Geschirr::N,leirtau,Geschirr
388,Sack::N,sekkur,Sack
389,Tasse::N,bolli,Tasse
390,Topf::N,pottur,Topf
391,Kessel::N,ketill,Kessel
392,Essen::N,matur,Essen
393,Nahrung::N,fæða,Nahrung
394,Speise::N,réttur,Speise
395,Speise::N,matarréttur,Speise
396,Fleisch::N,kjöt,Fleisch
397,Getreide::N,korn,Getreide
398,Brei::N,grautur,Brei
399,Brot::N,brauð,Brot
400,Scheibe::N,sneið,Scheibe
401,Fett::N,fita,Fett
402,Butter::N,smjör,Butter
403,Öl::N,olía,Öl
404,Salz::N,salt,Salz
405,Suppe::N,súpa,Suppe
406,Honig::N,hunang,Honig
407,Milch::N,mjólk,Milch
408,Tee::N,te,Tee
409,Leder::N,skinn,Leder
410,Wolle::N,ull,Wolle
411,Stoff::N,dúkur,Stoff
412,Nadel::N,nál,Nadel
413,Faden::N,þráður,Faden
414,Knopf::N,tala,Knopf
415,Knopf::N,hnappur,Knopf
416,Knoten::N,hnútur,Knoten
417,Farbe::N,málning,Farbe
418,Kleidung::N,búningur,Kleidung
419,Kleidung::N,klæðnaður,Kleidung
420,Hemd::N,skyrta,Hemd
421,Kragen::N,kragi,Kragen
422,Kragen::N,flibbi,Kragen
423,Ärmel::N,ermi,Ärmel
424,Hose::N,buxur,Hose
425,Gürtel::N,belti,Gürtel
426,Mütze::N,húfa,Mütze
427,Schuh::N,skór,Schuh
428,Stiefel::N,stígvél,Stiefel
429,Ring::N,hringur,Ring
430,Band::N,band,Band
431,Kamm::N,greiða,Kamm
432,Spiegel::N,spegill,Spiegel
433,Riemen::N,ól,Riemen
434,Riemen::N,reim,Riemen
435,Schnur::N,snúra,Schnur
436,Leine::N,band,Leine
437,Decke::N,teppi,Decke
438,Kissen::N,koddi,Kissen
439,Tuch::N,klútur,Tuch
440,Handtuch::N,þurrka,Handtuch
441,Handtuch::N,handklæði,Handtuch
442,Kraft::N,afl,Kraft
443,Kraft::N,kraftur,Kraft
444,Stärke::N,styrkur,Stärke
445,Gesundheit::N,heilsa,Gesundheit
446,Gesundheit::N,heilbrigði,Gesundheit
447,Krankheit::N,sjúkdómur,Krankheit
448,Schmerz::N,sársauki,Schmerz
449,Wunde::N,sár,Wunde
450,Fieber::N,hitasótt,Fieber
451,Arznei::N,lyf,Arznei
452,Brücke::N,brú,Brücke
453,Brunnen::N,brunnur,Brunnen
454,Weide::N,hagi,Weide
455,Pfad::N,stígur,Pfad
456,Weg::N,vegur,Weg
457,Straße::N,gata,Straße
458,Straße::N,stræti,Straße
459,Dorf::N,þorp,Dorf
460,Stadt::N,borg,Stadt
461,Brief::N,bréf,Brief
462,Buch::N,bók,Buch
463,Buchstabe::N,bókstafur,Buchstabe
464,Zeitung::N,dagblað,Zeitung
465,Leben::N,líf,Leben
466,Tod::N,dauði,Tod
467,Grab::N,gröf,Grab
468,Kirche::N,kirkja,Kirche
469,Sünde::N,synd,Sünde
470,Gott::N,guð,Gott
471,Arbeiter::N,verkamaður,Arbeiter
472,Chef::N,yfirmaður,Chef
473,Meister::N,meistari,Meister
474,Arzt::N,læknir,Arzt
475,Lehrer::N,kennari,Lehrer
476,Geld::N,peningar,Geld
477,Geschäft::N,viðskipti,Geschäft
478,Laden::N,búð,Laden
479,Laden::N,verslun,Laden
480,Preis::N,verð,Preis
481,Ware::N,vara,Ware
482,Nutzen::N,gagn,Nutzen
483,Reichtum::N,auður,Reichtum
484,Welt::N,veröld,Welt
485,Land::N,land,Land
486,Staat::N,ríki,Staat
487,König::N,konungur,König
488,Macht::N,vald,Macht
489,Grenze::N,landamæri,Grenze
490,Krieg::N,stríð,Krieg
491,Feind::N,fjandmaður,Feind
492,Gewalt::N,ofbeldi,Gewalt
493,Kampf::N,bardagi,Kampf
494,Bogen[Waffe]::N,bogi,Bogen
495,Pfeil::N,ör,Pfeil
496,Gewehr::N,byssa,Gewehr
497,Fehler::N,villa,Fehler
498,Lüge::N,lygi,Lüge
499,Schaden::N,skemmd,Schaden
500,Unglück::N,óhamingja,Unglück
501,Schuld::N,sök,Schuld
502,Alter::N,aldur,Alter
503,Schluss::N,lok,Schluss
504,Schluss::N,endir,Schluss
505,Zeit::N,tími,Zeit
506,Tag::N,dagur,Tag
507,Morgen::N,morgunn,Morgen
508,Mittag::N,hádegi,Mittag
509,Abend::N,kvöld,Abend
510,Nacht::N,nótt,Nacht
511,Woche::N,vika,Woche
512,Monat::N,mánuður,Monat
513,Jahr::N,ár,Jahr
514,Frühling::N,vor,Frühling
515,Sommer::N,sumar,Sommer
516,Herbst::N,haust,Herbst
517,Winter::N,vetur,Winter
518,Januar::N,janúar,Januar
519,Februar::N,február,Februar
520,März::N,mars,März
521,April::N,apríl,April
522,Mai::N,maí,Mai
523,Juni::N,júní,Juni
524,Juli::N,júlí,Juli
525,August::N,ágúst,August
526,September::N,september,September
527,Oktober::N,október,Oktober
528,November::N,nóvember,November
529,Dezember::N,desember,Dezember
530,Montag::N,mánudagur,Montag
531,Dienstag::N,þriðjudagur,Dienstag
532,Mittwoch::N,miðvikudagur,Mittwoch
533,Donnerstag::N,fimmtudagur,Donnerstag
534,Freitag::N,föstudagur,Freitag
535,Samstag::N,laugardagur,Samstag
536,Sonntag::N,sunnudagur,Sonntag
537,groß::A,stór,groß
538,klein::A,lítill,klein
539,lang::A,langur,lang
540,kurz::A,stuttur,kurz
541,breit::A,breiður,breit
542,schmal::A,mjór,schmal
543,dicht::A,þéttur,dicht
544,dick[Gegenstand]::A,þykkur,dick
545,dünn::A,þunnur,dünn
546,fein::A,fíngerður,fein
547,fest::A,fastur,fest
548,flach::A,flatur,flach
549,glatt::A,háll,glatt
550,glatt::A,sléttur,glatt
551,hart::A,harður,hart
552,weich::A,mjúkur,weich
553,rund::A,kringlóttur,rund
554,spitz::A,oddhvass,spitz
555,scharf::A,beittur,scharf
556,stumpf::A,bitlaus,stumpf
557,schwer::A,þungur,schwer
558,schön::A,fagur,schön
559,schön::A,fallegur,schön
560,heiß::A,heitur,heiß
561,warm::A,hlýr,warm
562,warm::A,heitur,warm
563,kalt::A,kaldur,kalt
564,kühl::A,svalur,kühl
565,frisch::A,frískur,frisch
566,feucht::A,rakur,feucht
567,feucht::A,þvalur,feucht
568,nass::A,votur,nass
569,nass::A,blautur,nass
570,trocken::A,þurr,trocken
571,voll::A,fullur,voll
572,leer::A,tómur,leer
573,offen::A,opinn,offen
574,geschlossen::A,lokaður,geschlossen
575,sauber::A,þrifinn,sauber
576,schmutzig::A,óhreinn,schmutzig
577,schmutzig::A,sóðalegur,schmutzig
578,roh::A,hrár,roh
579,reif::A,þroskaður,reif
580,lecker::A,ljúffengur,lecker
581,süß::A,sætur,süß
582,bitter::A,beiskur,bitter
583,sauer::A,súr,sauer
584,hell::A,bjartur,hell
585,dunkel::A,dimmur,dunkel
586,schwarz::A,svartur,schwarz
587,weiß::A,hvítur,weiß
588,rot::A,rauður,rot
589,gelb::A,gulur,gelb
590,blau::A,blár,blau
591,grün::A,grænn,grün
592,grau::A,grár,grau
593,bunt::A,marglitur,bunt
594,billig::A,ódýr,billig
595,teuer::A,dýr,teuer
596,wertvoll::A,verðmætur,wertvoll
597,blind::A,blindur,blind
598,taub::A,heyrnarlaus,taub
599,kräftig::A,öflugur,kräftig
600,stark::A,sterkur,stark
601,schwach::A,veill,schwach
602,fett::A,feitur,fett
603,schlank::A,grannur,schlank
604,schlank::A,spengilegur,schlank
605,hübsch::A,snotur,hübsch
606,hübsch::A,laglegur,hübsch
607,böse::A,illur,böse
608,böse::A,vondur,böse
609,dumm::A,heimskur,dumm
610,faul::A,latur,faul
611,fleißig::A,iðinn,fleißig
612,geizig::A,nískur,geizig
613,klug::A,hygginn,klug
614,geschickt::A,fimur,geschickt
615,geschickt::A,laginn,geschickt
616,lieb::A,kær,lieb
617,lieb::A,ljúfur,lieb
618,lustig::A,kátur,lustig
619,sanft::A,blíður,sanft
620,hungrig::A,soltinn,hungrig
621,hungrig::A,hungraður,hungrig
622,krank::A,sjúkur,krank
623,nackt::A,nakinn,nackt
624,traurig::A,dapur,traurig
625,traurig::A,hryggur,traurig
626,lebendig::A,lifandi,lebendig
627,gut::A,góður,gut
628,schlecht::A,slæmur,schlecht
629,schlecht::A,lélegur,schlecht
630,richtig::A,réttur,richtig
631,schlimm::A,slæmur,schlimm
632,wahr::A,sannur,wahr
633,alt::A,gamall,alt
634,neu::A,nýr,neu
635,ehemalig::A,fyrrverandi,ehemalig
636,alt[Lebewesen]::A,gamall,alt
637,jung::A,ungur,jung
638,arm::A,vesall,arm
639,arm::A,fátækur,arm
640,reich::A,ríkur,reich
641,reich::A,auðugur,reich
642,bekannt::A,kunnugur,bekannt
643,berühmt::A,frægur,berühmt
644,fremd::A,framandi,fremd
645,fremd::A,ókunnugur,fremd
646,verschieden::A,ýmis,verschieden
647,nah::A,nálægur,nah
648,fern::A,fjarri,fern
649,fern::A,fjarlægur,fern
650,linker::A,vinstri,linker
651,rechter::A,hægri,rechter
652,anderer::A,annar,anderer
653,erster::A,fyrsti,erster
654,zweiter::A,annar,zweiter
655,dritter::A,þriðji,dritter
656,letzter::A,síðasti,letzter
657,allein::ADV,einn,allein
658,allein::ADV,aleinn,allein
659,auf einmal::ADV,allt í einu,auf einmal
660,zusammen::ADV,saman,zusammen
661,lange::ADV,lengi,lange
662,plötzlich::ADV,skyndilega,plötzlich
663,sofort::ADV,strax,sofort
664,sofort::ADV,þegar í stað,sofort
665,später::ADV,seinna,später
666,jetzt::ADV,nú,jetzt
667,jetzt::ADV,núna,jetzt
668,heute::ADV,í dag,heute
669,morgen::ADV,á morgun,morgen
670,bald::ADV,brátt,bald
671,bald::ADV,bráðum,bald
672,dann::ADV,svo,dann
673,dann::ADV,síðan,dann
674,gestern::ADV,í gær,gestern
675,einst::ADV,forðum,einst
676,damals::ADV,þá,damals
677,damals::ADV,á þeim tímum,damals
678,danach::ADV,á eftir því,danach
679,vorher::ADV,áður,vorher
680,zuerst::ADV,fyrst,zuerst
681,einmal::ADV,einu sinni,einmal
682,manchmal::ADV,stundum,manchmal
683,oft::ADV,oft,oft
684,immer::ADV,alltaf,immer
685,immer::ADV,sífellt,immer
686,niemals::ADV,aldrei,niemals
687,hier::ADV,hér,hier
688,hierhin::ADV,hingað,hierhin
689,von hier::ADV,héðan,von hier
690,dort::ADV,þar,dort
691,dort::ADV,þarna,dort
692,dorthin::ADV,þangað,dorthin
693,geradeaus::ADV,beint áfram,geradeaus
694,vorwärts::ADV,áfram,vorwärts
695,rückwärts::ADV,aftur á bak,rückwärts
696,zurück::ADV,aftur,zurück
697,zurück::ADV,til baka,zurück
698,unten::ADV,niðri,unten
699,unten::ADV,fyrir neðan,unten
700,hinab::ADV,niður,hinab
701,hinab::ADV,niður eftir,hinab
702,oben::ADV,uppi,oben
703,hinauf::ADV,upp,hinauf
704,hinauf::ADV,upp eftir,hinauf
705,überall::ADV,alls staðar,überall
706,nicht::ADV,ekki,nicht
707,ein wenig::ADV,dálítið,ein wenig
708,kaum::ADV,varla,kaum
709,kaum::ADV,tæplega,kaum
710,sehr::ADV,mjög,sehr
711,so::ADV,svo,so
712,so::ADV,þannig,so
713,noch::ADV,enn,noch
714,noch::ADV,ennþá,noch
715,nur::ADV,bara,nur
716,nur::ADV,aðeins,nur
717,schon::ADV,nú þegar,schon
718,wieder::ADV,aftur,wieder
719,wieder::ADV,að nýju,wieder
720,vergebens::ADV,árangurslaust,vergebens
721,vor::PRP,fyrir,vor
722,hinter::PRP,bak við,hinter
723,hinter::PRP,aftur fyrir,hinter
724,unter::PRP,undir,unter
725,durch::PRP,gegnum,durch
726,neben::PRP,hjá,neben
727,neben::PRP,við hliðina á,neben
728,zwischen::PRP,milli,zwischen
729,zwischen::PRP,á milli,zwischen
730,wegen::PRP,vegna,wegen
731,dies::PRN,þetta,dies
732,das::PRN,það,das
733,alles::PRN,allt,alles
734,ich::PRN,ég,ich
735,du::PRN,þú,du
736,er::PRN,hann,er
737,wir::PRN,við,wir
738,ihr::PRN,þið,ihr
739,sie::PRN,þær,sie
740,sie::PRN,þeir,sie
741,was::FPRN,hvað,was
742,wer::FPRN,hver,wer
743,wo::FADV,hvar,wo
744,wohin::FADV,hvert,wohin
745,wie::FADV,hvernig,wie
746,warum::FADV,hvers vegna,warum
747,wieviel::FNUM,hve mikill,wieviel
748,eins::NUM,einn,eins
749,zwei::NUM,tveir,zwei
750,drei::NUM,þrír,drei
751,vier::NUM,fjórir,vier
752,fünf::NUM,fimm,fünf
753,sechs::NUM,sex,sechs
754,sieben::NUM,sjö,sieben
755,acht::NUM,átta,acht
756,neun::NUM,níu,neun
757,zehn::NUM,tíu,zehn
758,elf::NUM,ellefu,elf
759,zwölf::NUM,tólf,zwölf
760,zwanzig::NUM,tuttugu,zwanzig
761,dreißig::NUM,þrjátíu,dreißig
762,vierzig::NUM,fjörutíu,vierzig
763,fünfzig::NUM,fimmtíu,fünfzig
764,sechzig::NUM,sextíu,sechzig
765,siebzig::NUM,sjötíu,siebzig
766,achtzig::NUM,áttatíu,achtzig
767,neunzig::NUM,níutíu,neunzig
768,hundert::NUM,hundrað,hundert
769,tausend::NUM,þúsund,tausend
770,und::CNJ,og,und
771,oder::CNJ,eða,oder
772,stehen::V,standa,stehen
773,sitzen::V,sitja,sitzen
774,liegen::V,liggja,liegen
775,hängen::V,hanga,hängen
776,werden::V,verða,werden
777,passieren::V,gerast,passieren
778,beginnen::V,byrja,beginnen
779,enden::V,enda,enden
780,enden::V,lykta,enden
781,wechseln::V,skipta,wechseln
782,aufgehen[Sonne]::V,koma upp,aufgehen
783,untergehen[Sonne]::V,ganga til viðar,untergehen
784,scheinen[Sonne]::V,skína,scheinen
785,donnern::V,þruma,donnern
786,wehen::V,blása,wehen
787,strömen::V,streyma,strömen
788,fließen::V,fljóta,fließen
789,sich drehen::V,snúast,sich drehen
790,schwanken::V,riða,schwanken
791,schwanken::V,rugga,schwanken
792,schwingen::V,sveiflast,schwingen
793,fallen::V,falla,fallen
794,brennen::V,brenna,brennen
795,rauchen::V,reykja,rauchen
796,regnen::V,rigna,regnen
797,gefrieren::V,frjósa,gefrieren
