,Concept_ID,hy,fi
151,Blatt::N,տերեւ,lehti
152,Birke::N,ցարասի,koivu
153,Kiefer[Baum]::N,սոճի,mänty
154,Kiefer[Baum]::N,սոճի,petäjä
155,Weide[Baum]::N,ուռենի,paju
156,Tanne::N,եղեւին,kuusi
157,Feder::N,փետուր,sulka
158,Feder::N,փետուր,höyhen
159,Fell::N,մորթի,talja
160,Flügel::N,թեւ,siipi
161,Klaue::N,չանչ,kynsi
162,Kralle::N,ճանկ,kynsi
163,Schwanz::N,պոչ,häntä
164,Schwanz::N,պոչ,pyrstö
165,Ei::N,ձու,muna
166,Nest::N,բույն,pesä
167,Bau::N,որջ,pesä
168,Bau::N,բայոց,pesä
169,Tier::N,կենդանի,eläin
170,Herde::N,հոտ,lauma
171,Kuh::N,կով,lehmä
172,Bulle::N,ցուլ,sonni
173,Pferd::N,ձի,hevonen
174,Schaf::N,ոչխար,lammas
175,Schwein::N,խոզ,sika
176,Hund::N,շուն,koira
177,Katze::N,կատու,kissa
178,Bär::N,արջ,karhu
179,Eichhörnchen::N,սկյուռ,orava
180,Elch::N,հիւսիսային եղջերու,hirvi
181,Fuchs::N,աղվես,kettu
182,Hase::N,նապաստակ,jänis
183,Maus::N,մուկ,hiiri
184,Wolf::N,գայլ,susi
185,Vogel::N,թռչուն,lintu
186,Schwarm::N,երամ,parvi
187,Huhn::N,հավ,kana
188,Hahn::N,աքաղաղ,kukko
189,Gans::N,սագ,hanhi
190,Adler::N,արծիվ,kotka
191,Ente::N,բադ,ankka
192,Eule::N,բու,pöllö
193,Kranich::N,կռունկ,kurki
194,Krähe::N,ագռավ,varis
195,Kuckuck::N,կուկու,käki
196,Schwan::N,կարապ,joutsen
197,Fisch::N,ձուկ,kala
198,Barsch::N,պերկես,ahven
199,Hecht::N,գայլաձուկ,hauki
200,Schlange[Tier]::N,օձ,käärme
201,Wurm::N,որդ,mato
202,Wurm::N,ճիճու,mato
203,Spinne::N,սարդ,hämähäkki
204,Ameise::N,միջյուն,muurahainen
205,Laus::N,ոջիլ,täi
206,Mücke::N,մժղուկ,sääski
207,Mücke::N,մժղուկ,hyttynen
208,Fliege::N,ճանճ,kärpänen
209,Schmetterling::N,թիթեռ,perhonen
210,Beere::N,հատապտուղ,marja
211,Apfel::N,խնձոր,omena
212,Pilz::N,սունկ,sieni
213,Zwiebel::N,սոխ,sipuli
214,Saat::N,սերմ,siemenet
215,Korn::N,հատիկ,jyvä
216,Korn::N,հատիկ,vilja
217,Heu::N,խոտ,heinä
218,Schale::N,կեղեւ,kuori
219,Grube::N,փոս,kuoppa
220,Falle::N,ծուղակ,loukku
221,Schlinge::N,խեղդան,ansa
222,Spur::N,հետք,jälki
223,Asche::N,մոխիր,tuhka
224,Dreck::N,աղտ,lika
225,Eisen::N,երկաթ,rauta
226,Gold::N,ոսկի,kulta
227,Silber::N,արծաթ,hopea
228,Kohle::N,քարածուխ,hiili
229,Glas::N,ապակի,lasi
230,Lehm::N,կավ,savi
231,Sand::N,ավազ,hiekka
232,Mensch::N,մարդ,ihminen
233,Mann::N,մարդ,mies
234,Mann::N,տղամարդ,mies
235,Frau::N,կին,nainen
236,Kind::N,զավակ,lapsi
237,Junge::N,տղա,poika
238,Mädchen::N,աղջիկ,tyttö
239,Familie::N,ընտանիք,perhe
240,Großvater::N,պապ,isoisä
241,Großmutter::N,տատ,isoäiti
242,Eltern::N,ծնողներ,vanhemmat
243,Vater::N,հայր,isä
244,Mutter::N,մայր,äiti
245,Sohn::N,որդի,poika
246,Tochter::N,աղջիկ,tytär
247,Tochter::N,դուստր,tytär
248,Bruder::N,եղբայր,veli
249,Schwester::N,քույր,sisko
250,Onkel::N,քեռի,eno
251,Onkel::N,քեռի,setä
252,Onkel::N,հորեղբայր,eno
253,Onkel::N,հորեղբայր,setä
254,Tante::N,մորաքույր,täti
255,Ehemann::N,մարդ,mies
256,Ehemann::N,մարդ,aviomies
257,Ehemann::N,ամուսին,mies
258,Ehemann::N,ամուսին,aviomies
259,Ehefrau::N,կին ամուսին,vaimo
260,Ehefrau::N,կին ամուսին,aviovaimo
261,Freude::N,ուրախություն,ilo
262,Freude::N,ուրախություն,riemu
263,Gelächter::N,ծիծաղ,nauru
264,Glück::N,երջանկություն,onni
265,Kummer::N,վիշտ,suru
266,Kummer::N,վիշտ,murhe
267,Wunsch::N,ցանկություն,toive
268,Wunsch::N,ցանկություն,toivomus
269,Lust::N,փափագ,himo
270,Lust::N,իղձ,himo
271,Geist::N,ոգի,henki
272,Gedanke::N,միտք,aate
273,Gedanke::N,միտք,ajatus
274,Gedächtnis::N,հիշողություն,muisti
275,Verstand::N,խելք,äly
276,Verstand::N,խելք,järki
277,Verstand::N,խելք,ymmärrys
278,Sinn::N,իմաստ,merkitys
279,Grund::N,պատճառ,syy
280,Grund::N,պատճառ,peruste
281,Wahrheit::N,ճշմարտություն,tosi
282,Wahrheit::N,ճշմարտություն,totuus
283,Gespräch::N,զրույց,puhelu
284,Gespräch::N,զրույց,keskustelu
285,Märchen::N,պայիկի պատմություն,satu
286,Erzählung::N,պատմվածք,tarina
287,Erzählung::N,պատմվածք,kertomus
288,Erzählung::N,պատմություն,tarina
289,Erzählung::N,պատմություն,kertomus
290,Nachricht::N,հաղորդագրություն,tieto
291,Nachricht::N,հաղորդագրություն,ilmoitus
292,Neuigkeit::N,լուր,uutinen
293,Neuigkeit::N,նորություն,uutinen
294,Name::N,անուն,nimi
295,Rätsel::N,բարդ խնդիր,arvoitus
296,Rede::N,ճառ,puhe
297,Rede::N,ելույթ,puhe
298,Sprache::N,լեզու,kieli
299,Stimme::N,ձայն,ääni
300,Wort::N,բառ,sana
301,Zeichen::N,նշան,merkki
302,Ruf::N,կոչ,kutsu
303,Ruf::N,կանչ,kutsu
304,Lärm::N,աղմուկ,melu
305,Lärm::N,աղմուկ,hälinä
306,Laut::N,հնչյուն,ääni
307,Laut::N,ձայն,ääni
308,Ton::N,տոն,sävel
309,Lied::N,երգ,laulu
310,Ruhe::N,անդորրություն,lepo
311,Ruhe::N,անդորրություն,rauha
312,Leute::N,մարդիկ,väki
313,Leute::N,մարդիկ,ihmiset
314,Volk::N,ազգ,kansa
315,Arbeit::N,գործ,työ
316,Arbeit::N,աշխատանք,työ
317,Gast::N,հյուր,vieras
318,Geschenk::N,նվեր,lahja
319,Spiel::N,խաղ,peli
320,Spiel::N,խաղ,leikki
321,Gesellschaft::N,ընկերություն,seura
322,Hilfe::N,օգնությթուն,apu
323,Freund::N,ընկեր,ystävä
324,Freund::N,բարեկամ,ystävä
325,Kamerad::N,ուղեկից,toveri
326,Angelegenheit::N,բան,asia
327,Angelegenheit::N,գործ,asia
328,Anzahl::N,քանակ,lukumäärä
329,Anzahl::N,գումար,lukumäärä
330,Art::N,տեսակ,laji
331,Stück::N,կտոր,pala
332,Stück::N,կտոր,kappale
333,Teil::N,մաս,osa
334,Hälfte::N,կես,puoli
335,Kreis::N,շիջանակ,ympyrä
336,Kreuz::N,խաչ,risti
337,Linie::N,գիծ,viiva
338,Strich::N,գիծ,piirto
339,Abstand::N,անջրպետ,väli
340,Abstand::N,անջրպետ,väljyys
341,Entfernung::N,հեռավորություն,etäisyys
342,Gegend::N,շրջան,seutu
343,Platz::N,տարածություն,tila
344,Ort::N,տեղ,kohta
345,Ort::N,տեղ,paikka
346,Ort::N,վայր,kohta
347,Ort::N,վայր,paikka
348,Seite::N,կողմ,sivu
349,Seite::N,կողմ,kylki
350,Mitte::N,մեջտեղ,keskus
351,Mitte::N,մեջտեղ,puoliväli
352,Gegenstand::N,առարկա,kalu
353,Gegenstand::N,առարկա,esine
354,Sache::N,բան,asia
355,Rand::N,վերջք,ääri
356,Rand::N,վերջք,syrjä
357,Kante::N,եզր,särmä
358,Ecke::N,անկյուն,nurkka
359,Spitze::N,ծայր,terä
360,Spitze::N,ծայր,kärki
361,Ende::N,ծայր,pää
362,Ende::N,ծայր,perä
363,Loch::N,անցք,kolo
364,Loch::N,անցք,reikä
365,Winkel::N,անկյուն,kulma
366,Muster::N,օրինակ,kuvio
367,Größe::N,մեծություն,koko
368,Größe::N,մեծություն,suuruus
369,Länge::N,երկարություն,pituus
370,Höhe::N,բարձրություն,korkeus
371,Gewicht::N,կշիռ,paino
372,Menge::N,քանակ,määrä
373,Haufen::N,դեզ,kasa
374,Haufen::N,կույտ,kasa
375,Reihe::N,շարք,rivi
376,Reihe::N,կարգ,rivi
377,Boot::N,նավակ,vene
378,Ruder::N,թի,airo
379,Ruder::N,թիակ,airo
380,Schlitten::N,բալխիր,reki
381,Schlitten::N,բալխիր,kelkka
382,Ski::N,դահուկ,suksi
383,Lagerfeuer::N,բացօդեայ կրակ,nuotio
384,Last::N,բեռ,kuorma
385,Gang::N,զբոսանք,kulku
386,Gang::N,զբոսանք,käynti
387,Schritt::N,քայլ,askel
388,Norden::N,հյուսիս,pohjoinen
389,Süden::N,հարավ,etelä
390,Westen::N,արեւմուտք,länsi
391,Osten::N,արեւելք,itä
392,Holz::N,փայտ,puu
393,Brett::N,տախտակ,lauta
394,Platte::N,թիթեղ,levy
395,Stütze::N,նեցուկ,noja
396,Stange::N,ձող,tanko
397,Stock::N,փայտ,keppi
398,Stab::N,ցուպ,sauva
399,Stab::N,ցուպ,seiväs
400,Stab::N,գավազան,sauva
401,Stab::N,գավազան,seiväs
402,Rohr::N,խողովակ,putki
403,Haus::N,տուն,talo
404,Heim::N,տուն,koti
405,Ofen::N,վառարան,uuni
406,Fußboden::N,հատակ,lattia
407,Tisch::N,սեղան,pöytä
408,Stuhl::N,աթոռ,tuoli
409,Wiege::N,օրորոց,kehto
410,Bett::N,անկողին,sänky
411,Regal::N,դարակ,hylly
412,Kiste::N,տուփ,arkku
413,Kiste::N,տուփ,kirstu
414,Kiste::N,տուփ,laatikko
415,Fenster::N,պատուհան,ikkuna
416,Tür::N,դուռ,ovi
417,Tor::N,դարպաս,portti
418,Zaun::N,ցանկապատ,aita
419,Dach::N,տանիք,katto
420,Dach::N,կտուր,katto
421,Leiter::N,սանդուղք,tikkaat
422,Leiter::N,սանդուղք,tikapuut
423,Besen::N,ավել,luuta
424,Spaten::N,բահ,lapio
425,Schaufel::N,թի,lapio
426,Gabel::N,պատառաքաղ,haarukka
427,Löffel::N,գդալ,lusikka
428,Messer::N,դանակ,veitsi
429,Nagel::N,մեխ,naula
430,Netz::N,ցանց,verkko
431,Haken::N,կարթ,haka
432,Haken::N,կարթ,koukku
433,Griff::N,կոթ,ripa
434,Griff::N,կոթ,kahva
435,Griff::N,բռնակ,ripa
436,Griff::N,բռնակ,kahva
437,Schloss::N,կողպեք,lukko
438,Bild::N,նկար,kuva
439,Bild::N,պատկեր,kuva
440,Figur::N,քանդակ,kuvio
441,Figur::N,պատկեր,kuvio
442,Puppe::N,տիկնիկ,nukke
443,Beutel::N,տոպրակ,pussi
444,Bündel::N,կապոց,nippu
445,Bündel::N,կապոց,kimppu
446,Tasche::N,պայուսակ,laukku
447,Eimer::N,դույլ,sanko
448,Eimer::N,դույլ,ämpäri
449,Deckel::N,կափարիչ,kansi
450,Geschirr::N,ամանեղեն,astia
451,Sack::N,պարկ,säkki
452,Sack::N,տոպրակ,säkki
453,Tasse::N,թաս,kuppi
454,Tasse::N,գավաթ,kuppi
455,Topf::N,անոթ,pata
456,Kessel::N,կաթսա,kattila
457,Essen::N,կերակուր,syönti
458,Nahrung::N,ուտելիք,ruoka
459,Nahrung::N,ուտելիք,ravinto
460,Speise::N,խորտիկ,ruoka
461,Speise::N,կերակուր,ruoka
462,Fleisch::N,միս,liha
463,Getreide::N,հացահատիկ,vilja
464,Brei::N,լանդակ,puuro
465,Brot::N,հաց,leipä
466,Scheibe::N,կտոր,viipale
467,Scheibe::N,պատառ,viipale
468,Fett::N,ճարպ,rasva
469,Butter::N,կարագ,voi
470,Öl::N,ձեթ,öljy
471,Salz::N,աղ,suola
472,Suppe::N,սուպ,keitto
473,Suppe::N,ապուր,keitto
474,Honig::N,մեղր,hunaja
475,Milch::N,կաթ,maito
476,Tee::N,թեյ,tee
477,Leder::N,կաշի,nahka
478,Wolle::N,բուրդ,villa
479,Stoff::N,գործվածք,kangas
480,Nadel::N,ասեղ,neula
481,Faden::N,թել,lanka
482,Knopf::N,կոճակ,nappi
483,Knoten::N,հանգույց,solmu
484,Farbe::N,ներկ,maali
485,Kleidung::N,հագուստ,vaatteet
486,Hemd::N,վերնաշապիկ,paita
487,Kragen::N,օձիք,kaulus
488,Ärmel::N,թեւք,hiha
489,Hose::N,շալվար,housut
490,Gürtel::N,գոտի,vyö
491,Mütze::N,կեպի,lakki
492,Schuh::N,կոշիկ,kenkä
493,Stiefel::N,երկարաճիթ կոշիկ,saapas
494,Ring::N,զնգալ,sormus
495,Band::N,ժապավեն,nauha
496,Kamm::N,սանր,kampa
497,Spiegel::N,հայելի,peili
498,Riemen::N,փոկ,hihna
499,Schnur::N,լար,naru
500,Schnur::N,լար,nuora
501,Leine::N,փոկ,talutushihna
502,Decke::N,վերմակ,peite
503,Kissen::N,բարձ,tyyny
504,Kissen::N,բարձ,pielus
505,Tuch::N,թաշկինակ,huivi
506,Handtuch::N,սրբիչ,pyyheliina
507,Kraft::N,ուժ,väki
508,Kraft::N,ուժ,voima
509,Stärke::N,պնդություն,vahvuus
510,Stärke::N,ամրություն,vahvuus
511,Gesundheit::N,առողջություն,terveys
512,Krankheit::N,ախտ,tauti
513,Krankheit::N,ախտ,sairaus
514,Krankheit::N,հիվանդություն,tauti
515,Krankheit::N,հիվանդություն,sairaus
516,Schmerz::N,ցավ,kipu
517,Schmerz::N,ցավ,särky
518,Schmerz::N,տանջանք,kipu
519,Schmerz::N,տանջանք,särky
520,Wunde::N,վերք,haava
521,Fieber::N,տենդ,kuume
522,Arznei::N,դեղ,lääke
523,Brücke::N,կամուրջ,silta
524,Brunnen::N,հոր,kaivo
525,Brunnen::N,ջրհոր,kaivo
526,Weide::N,արոտավայր,laidun
527,Pfad::N,արահետ,polku
528,Weg::N,ուղի,tie
529,Straße::N,ճանապարհ,katu
530,Dorf::N,գյուղ,kylä
531,Stadt::N,քաղաք,kaupunki
532,Brief::N,նամակ,kirje
533,Buch::N,գիրք,kirja
534,Buchstabe::N,տառ,kirjain
535,Buchstabe::N,գիր,kirjain
536,Zeitung::N,լրագիր,lehti
537,Zeitung::N,լրագիր,sanomalehti
538,Leben::N,կյանք,elo
539,Leben::N,կյանք,elämä
540,Tod::N,մահ,kuolema
541,Grab::N,գերեզման,hauta
542,Kirche::N,եկեղեցի,kirkko
543,Sünde::N,մեղք,synti
544,Gott::N,աստված,jumala
545,Arbeiter::N,բանվոր,työläinen
546,Arbeiter::N,աշխատող,työläinen
547,Chef::N,տեր,päällikkö
548,Meister::N,վարպետ,mestari
549,Arzt::N,բժիշկ,lääkäri
550,Lehrer::N,ուսուցիչ,opettaja
551,Geld::N,փող,raha
552,Geschäft::N,գործ,liike
553,Geschäft::N,աշխատանք,liike
554,Laden::N,կրպակ,puoti
555,Laden::N,կրպակ,kauppa
556,Laden::N,խանութ,puoti
557,Laden::N,խանութ,kauppa
558,Preis::N,գին,hinta
559,Ware::N,ապրանք,tavara
560,Nutzen::N,օգուտ,hyöty
561,Reichtum::N,հարստություն,rikkaus
562,Welt::N,աշխարհ,maailma
563,Land::N,երկիր,maa
564,Staat::N,պետություն,valtio
565,König::N,արքա,kuningas
566,König::N,թագավոր,kuningas
567,Macht::N,իշխանություն,mahti
568,Grenze::N,սահման,raja
569,Krieg::N,պատերազմ,sota
570,Feind::N,թշնամի,vihollinen
571,Gewalt::N,բռնություն,väkivalta
572,Gewalt::N,սաստկություն,väkivalta
573,Kampf::N,մարտ,taistelu
574,Bogen[Waffe]::N,աղեղ,jousi
575,Pfeil::N,նետ,nuoli
576,Gewehr::N,հրացան,kivääri
577,Fehler::N,սխալ,vika
578,Fehler::N,սխալ,virhe
579,Lüge::N,սուտ,valhe
580,Schaden::N,վնաս,vaurio
581,Schaden::N,վնաս,vahinko
582,Unglück::N,դժբախտություն,vahinko
583,Unglück::N,դժբախտություն,onnettomuus
584,Schuld::N,պակասություն,syy
585,Alter::N,հասակ,ikä
586,Schluss::N,վերջ,loppu
587,Schluss::N,վախճան,loppu
588,Zeit::N,ժամանակ,aika
589,Tag::N,օր,päivä
590,Morgen::N,առավոտ,aamu
591,Morgen::N,առավոտ,huomen
592,Mittag::N,կեսօր,keskipäivä
593,Abend::N,երեկո,ilta
594,Nacht::N,գիշեր,yö
595,Woche::N,շաբաթ,viikko
596,Monat::N,ամիս,kuukausi
597,Jahr::N,տարի,vuosi
598,Frühling::N,գարուն,kevät
599,Sommer::N,ամառ,kesä
600,Herbst::N,աշուն,syksy
601,Winter::N,ձմեռ,talvi
602,Januar::N,հունվար,tammikuu
603,Februar::N,փետրվար,helmikuu
604,März::N,մարտ,maaliskuu
605,April::N,ապրիլ,huhtikuu
606,Mai::N,մայիս,toukokuu
607,Juni::N,հունիս,kesäkuu
608,Juli::N,հուլիս,heinäkuu
609,August::N,օգոստոս,elokuu
610,September::N,սեպտեմբեր,syyskuu
611,Oktober::N,հոկտեմբեր,lokakuu
612,November::N,նոյեմբեր,marraskuu
613,Dezember::N,դեկտեմբեր,joulukuu
614,Montag::N,երկուշաբթի,maanantai
615,Dienstag::N,երեքշաբթի,tiistai
616,Mittwoch::N,չորեքշաբթի,keskiviikko
617,Donnerstag::N,հինգշաբթի,torstai
618,Freitag::N,ուրբաթ,perjantai
619,Samstag::N,շաբաթ,lauantai
620,Sonntag::N,կիրակի,sunnuntai
621,groß::A,մեծ,iso
622,groß::A,մեծ,suuri
623,groß::A,խոշոր,iso
624,groß::A,խոշոր,suuri
625,klein::A,պստիկ,pieni
626,klein::A,փոքրիկ,pieni
627,lang::A,երկար,pitkä
628,kurz::A,կարճ,lyhyt
629,breit::A,լայն,leveä
630,schmal::A,նեղ,kapea
631,dicht::A,խիտ,taaja
632,dick[Gegenstand]::A,հաստ,paksu
633,dünn::A,բարակ,ohut
634,fein::A,նուրբ,hieno
635,fest::A,ամուր,luja
636,fest::A,պինդ,luja
637,flach::A,տափակ,litteä
638,flach::A,տափակ,tasainen
639,glatt::A,հարթ,sileä
640,glatt::A,հարթ,siloinen
641,hart::A,կարծր,kova
642,weich::A,մեղմ,pehmeä
643,weich::A,փափուկ,pehmeä
644,rund::A,կլոր,pyöreä
645,spitz::A,սրածայր,terävä
646,scharf::A,սուր,terävä
647,stumpf::A,գուլ,tylsä
648,schwer::A,ծանր,raskas
649,schwer::A,ծանր,painava
650,schön::A,սիրուն,kaunis
651,schön::A,գեղեցիկ,kaunis
652,heiß::A,թեժ,kuuma
653,warm::A,տաք,lämmin
654,warm::A,ջերմ,lämmin
655,kalt::A,ցուրտ,kylmä
656,kalt::A,ցուրտ,viluinen
657,kühl::A,զով,viileä
658,frisch::A,թարմ,tuore
659,feucht::A,ղոնավ,kostea
660,nass::A,թաց,märkä
661,trocken::A,ցամաք,kuiva
662,voll::A,լի,täysi
663,voll::A,լիքը,täysi
664,leer::A,դատարկ,tyhjä
665,offen::A,բաց,avonainen
666,geschlossen::A,գոց,suljettu
667,sauber::A,մաքուր,puhdas
668,schmutzig::A,կեղտոտ,likainen
669,roh::A,հում,raaka
670,reif::A,հասած,kypsä
671,reif::A,հասուն,kypsä
672,lecker::A,համեղ,herkullinen
673,süß::A,անուշ,makea
674,bitter::A,կծու,karvas
675,bitter::A,կծու,kitkerä
676,sauer::A,թթու,hapan
677,sauer::A,թթված,hapan
678,hell::A,պայծառ,kirkas
679,hell::A,պայծառ,valoisa
680,hell::A,խելամիտ,kirkas
681,hell::A,խելամիտ,valoisa
682,dunkel::A,մութ,pimeä
683,schwarz::A,սեւ,musta
684,weiß::A,սպիտակ,valkea
685,rot::A,կարմիր,punainen
686,gelb::A,դեղին,keltainen
687,blau::A,կապույտ,sininen
688,grün::A,կանաչ,vihreä
689,grau::A,գորշ,harmaa
690,bunt::A,գոյնզգոյն,kirjava
691,billig::A,էժան,halpa
692,billig::A,էժան,huokea
693,teuer::A,թանկ,kallis
694,wertvoll::A,թանկարժեք,arvokas
695,blind::A,կույր,sokea
696,taub::A,խուլ,kuuro
697,kräftig::A,հզոր,väkevä
698,kräftig::A,հզոր,voimakas
699,stark::A,ուժեղ,vahva
700,schwach::A,տկար,heikko
701,schwach::A,թույլ,heikko
702,fett::A,գեր,lihava
703,schlank::A,նիհար,hoikka
704,schlank::A,նիհար,solakka
705,hübsch::A,գրավիչ,soma
706,hübsch::A,գրավիչ,sievä
707,hübsch::A,սիրունիկ,soma
708,hübsch::A,սիրունիկ,sievä
709,böse::A,չար,paha
710,böse::A,չար,häijy
711,dumm::A,հիմար,tyhmä
712,dumm::A,հիմար,typerä
713,faul::A,ծույլ,laiska
714,fleißig::A,ջանասեր,ahkera
715,fleißig::A,փութաջան,ahkera
716,geizig::A,ագահ,saita
717,geizig::A,կծծի,saita
718,klug::A,խելոք,älykäs
719,klug::A,ընդունակ,älykäs
720,geschickt::A,ճարտար,taitava
721,lieb::A,սիրելի,rakas
722,lustig::A,զվարթ,hauska
723,lustig::A,զվարթ,iloinen
724,sanft::A,հեզ,lauha
725,sanft::A,հեզ,lempeä
726,hungrig::A,քաղցած,nälkäinen
727,krank::A,հիվանդ,sairas
728,nackt::A,մերկ,alaston
729,traurig::A,տխուր,surullinen
730,traurig::A,տխուր,murheellinen
731,lebendig::A,կենդանի,elävä
732,gut::A,լավ,hyvä
733,schlecht::A,վատ,paha
734,schlecht::A,վատ,huono
735,richtig::A,ձիշտ,oikea
736,schlimm::A,լղրճուկ,paha
737,wahr::A,ճիշտ,tosi
738,wahr::A,իրական,tosi
739,alt::A,հին,vanha
740,neu::A,նոր,uusi
741,ehemalig::A,նախկին,entinen
742,ehemalig::A,նախկին,muinainen
743,alt[Lebewesen]::A,ծեր,vanha
744,alt[Lebewesen]::A,պառավ,vanha
745,jung::A,մատաղ,nuori
746,arm::A,աղքատ,köyhä
747,reich::A,հարուստ,rikas
748,bekannt::A,ծանոթ,tuttu
749,bekannt::A,ծանոթ,tunnettu
750,berühmt::A,հայտնի,kuuluisa
751,berühmt::A,հռչակավոր,kuuluisa
752,fremd::A,օտար,vieras
753,verschieden::A,տարբեր,eri
