,Concept_ID,zh,be
71,Boden::N,地面,глеба
72,Erde::N,地,зямля
73,Staub::N,灰尘,пыл
74,Rauch::N,烟,дым
75,Funke::N,火花,іскра
76,Feuer::N,火,агонь
77,Licht::N,光,святло
78,Schatten::N,影子,цень
79,Wetter::N,天气,пагода
80,Wetter::N,天气,надворʼе
81,Nebel::N,雾,туман
82,Wolke::N,云,воблака
83,Regen::N,雨,дождж
84,Schnee::N,雪,снег
85,Eis::N,冰,лёд
86,Frost::N,霜冻,мароз
87,Kälte::N,寒冷,холад
88,Hitze::N,炎热,спёка
89,Raureif::N,霜,іней
90,Regenbogen::N,虹,вясёлка
91,Donner::N,雷,гром
92,Strömung::N,水流,цячэнне
93,Tropfen::N,滴,кропля
94,Schaum::N,泡沫,пена
95,Schmutz::N,赃物,гразь
96,See::N,湖,возера
97,Sumpf::N,沼泽,багна
98,Moor::N,沼泽,балота
99,Wiese::N,草地,луг
100,Wald::N,森林,лес
101,Hügel::N,丘陵,узгорак
102,Anhöhe::N,山丘,узвышша
103,Berg::N,山,гара
104,Gipfel::N,峰,вяршыня
105,Höhle::N,洞穴,пячора
106,Abhang::N,斜坡,схіл
107,Quelle::N,泉,крыніца
108,Bach::N,溪,ручай
109,Fluss::N,河流,рака
110,Ufer::N,岸,бераг
111,Küste::N,海岸,узбярэжжа
112,Festland::N,大陆,суша
113,Meer::N,海,мора
114,Bucht::N,海湾,бухта
115,Insel::N,岛,востраў
116,Blume::N,花,кветка
117,Gras::N,草,трава
118,Wurzel::N,根,корань
119,Baum::N,树,дрэва
120,Stamm::N,树干,ствол
121,Rinde::N,树皮,кара
122,Ast::N,树枝,сук
123,Zweig::N,树枝,галіна
124,Blatt::N,叶子,ліст
125,Birke::N,桦木,бяроза
126,Kiefer[Baum]::N,松树,хвоя
127,Kiefer[Baum]::N,松树,сасна
128,Weide[Baum]::N,柳树,вярба
129,Tanne::N,冷杉,яліна
130,Horn::N,角,рог
131,Feder::N,羽毛,пяро
132,Fell::N,皮毛,шкура
133,Flügel::N,翅膀,крыло
134,Klaue::N,爪子,кіпцюр
135,Kralle::N,爪子,лапа
136,Schwanz::N,尾巴,хвост
137,Ei::N,蛋,яйка
138,Nest::N,巢,гняздо
139,Bau::N,穴,нара
140,Tier::N,动物,жывёла
141,Herde::N,群,статак
142,Kuh::N,母牛,карова
143,Bulle::N,公牛,бык
144,Pferd::N,马,конь
145,Schaf::N,羊,авечка
146,Schwein::N,猪,свіння
147,Hund::N,狗,сабака
148,Katze::N,猫,кошка
149,Bär::N,熊,мядзведзь
150,Eichhörnchen::N,松鼠,вавёрка
151,Elch::N,麋鹿,лось
152,Fuchs::N,狐狸,ліса
153,Hase::N,兔子,заяц
154,Maus::N,老鼠,мыш
155,Wolf::N,狼,воўк
156,Vogel::N,鸟,птах
157,Vogel::N,鸟,птушка
158,Schwarm::N,群,чарада
159,Huhn::N,鸡,курыца
160,Hahn::N,公鸡,певень
161,Gans::N,鹅,гусь
162,Adler::N,鹰,арол
163,Ente::N,鸭,качка
164,Eule::N,猫头鹰,сава
165,Kranich::N,鹤,жораў
166,Kranich::N,鹤,журавель
167,Krähe::N,乌鸦,варона
168,Kuckuck::N,布谷鸟,зязюля
169,Schwan::N,天鹅,лебедзь
170,Fisch::N,鱼,рыба
171,Barsch::N,鲈鱼,акунь
172,Hecht::N,狗鱼,шчупак
173,Schlange[Tier]::N,蛇,змяя
174,Wurm::N,蠕虫,чарвяк
175,Spinne::N,蜘蛛,павук
176,Ameise::N,蚂蚁,мурашка
177,Laus::N,虱子,вош
178,Mücke::N,蚊子,камар
179,Fliege::N,苍蝇,муха
180,Schmetterling::N,蝴蝶,матыль
181,Beere::N,将果,ягада
182,Apfel::N,苹果,яблык
183,Pilz::N,蘑菇,грыб
184,Zwiebel::N,洋葱,цыбуля
185,Saat::N,种子,семя
186,Korn::N,谷粒,зерне
187,Heu::N,干草,сена
188,Schale::N,壳,шалупінне
189,Grube::N,坑,яма
190,Falle::N,圈套,пастка
191,Schlinge::N,活扣,сіло
192,Spur::N,踪迹,след
193,Asche::N,灰烬,попел
194,Dreck::N,污垢,бруд
195,Eisen::N,铁,жалеза
196,Gold::N,金子,золата
197,Silber::N,银,сребра
198,Kohle::N,煤,вугаль
199,Glas::N,玻璃,шкло
200,Lehm::N,粘土,гліна
201,Sand::N,沙,пясок
202,Mensch::N,人,чалавек
203,Mann::N,男子,мужчына
204,Frau::N,妇女,жанчына
205,Kind::N,小孩,дзіця
206,Junge::N,男孩,хлопчык
207,Mädchen::N,女孩,дзяўчынка
208,Familie::N,家庭,сямʼя
209,Großvater::N,祖父,дзядуля
210,Großmutter::N,祖母,бабуля
211,Eltern::N,父母,бацькі
212,Vater::N,父亲,бацька
213,Mutter::N,母亲,маці
214,Sohn::N,儿子,сын
215,Tochter::N,女儿,дачка
216,Bruder::N,兄弟,брат
217,Schwester::N,姐妹,сястра
218,Onkel::N,伯父,дзядзька
219,Tante::N,阿姨,цётка
220,Ehemann::N,丈夫,муж
221,Ehefrau::N,妻子,жонка
222,Freude::N,愉快,радасць
223,Gelächter::N,大笑,смех
224,Glück::N,运气,шчасце
225,Kummer::N,苦恼,гора
226,Wunsch::N,愿望,жаданне
227,Lust::N,乐趣,цяга
228,Geist::N,精神,дух
229,Gedanke::N,思想,думка
230,Gedächtnis::N,记性,памяць
231,Verstand::N,理智,розум
232,Sinn::N,感觉,сэнс
233,Grund::N,理由,зачэпка
234,Wahrheit::N,真理,праўда
235,Gespräch::N,谈话,размова
236,Märchen::N,童话,казка
237,Erzählung::N,故事,расказ
238,Erzählung::N,故事,апавяданне
239,Nachricht::N,消息,вестка
240,Nachricht::N,消息,паведамленне
241,Neuigkeit::N,新闻,навіна
242,Name::N,名字,імя
243,Rätsel::N,谜语,загадка
244,Rede::N,讲话,прамова
245,Sprache::N,语言,мова
246,Stimme::N,声音,голас
247,Wort::N,词,слова
248,Zeichen::N,标记,знак
249,Ruf::N,呼喊,кліч
250,Lärm::N,噪音,шум
251,Laut::N,响声,гук
252,Ton::N,声音,гучанне
253,Lied::N,歌曲,песня
254,Ruhe::N,安静,спакой
255,Leute::N,人们,людзі
256,Volk::N,人民,народ
257,Arbeit::N,劳动,праца
258,Arbeit::N,劳动,работа
259,Gast::N,客人,госць
260,Geschenk::N,礼物,падарунак
261,Spiel::N,游戏,гульня
262,Gesellschaft::N,陪同,таварыства
263,Hilfe::N,帮助,дапамога
264,Freund::N,朋友,друг
265,Freund::N,朋友,сябар
266,Kamerad::N,同志,прыяцель
267,Angelegenheit::N,事情,справа
268,Anzahl::N,数目,колькасць
269,Art::N,种类,від
270,Stück::N,块,кусок
271,Stück::N,块,кавалак
272,Teil::N,部分,частка
273,Hälfte::N,一半,палова
274,Hälfte::N,一半,палавіна
275,Kreis::N,圆,круг
276,Kreuz::N,十字架,крыж
277,Linie::N,线条,лінія
278,Strich::N,划,рыса
279,Abstand::N,距离,прамежак
280,Entfernung::N,距离,адлегласць
281,Gegend::N,地区,мясцовасць
282,Platz::N,场所,месца
283,Ort::N,地点,месца
284,Seite::N,面,бок
285,Mitte::N,中间,сярэдзіна
286,Gegenstand::N,物品,прадмет
287,Sache::N,物,рэч
288,Rand::N,边,край
289,Kante::N,棱,руб
290,Kante::N,棱,кант
291,Ecke::N,角,вугал
292,Spitze::N,尖,кончык
293,Ende::N,结尾,канец
294,Loch::N,洞,дзірка
295,Winkel::N,角度,вугал
296,Muster::N,模型,узор
297,Größe::N,大小,памер
298,Länge::N,长度,даўжыня
299,Höhe::N,高度,вышыня
300,Gewicht::N,重量,вага
301,Menge::N,数量,колькасць
302,Haufen::N,堆,куча
303,Reihe::N,行,рад
304,Boot::N,小船,лодка
305,Ruder::N,奖,вясло
306,Schlitten::N,雪橇,сані
307,Ski::N,雪板,лыжа
308,Lagerfeuer::N,营火,вогнішча
309,Last::N,负担,цяжар
310,Gang::N,行走,ход
311,Schritt::N,步伐,шаг
312,Schritt::N,步伐,крок
313,Norden::N,北,поўнач
314,Süden::N,南,поўдзень
315,Westen::N,西,захад
316,Osten::N,东,усход
317,Holz::N,木材,дрэва
318,Holz::N,木材,драўніна
319,Brett::N,木板,дошка
320,Platte::N,平板,пліта
321,Stütze::N,支架,падпорка
322,Stange::N,杆,жэрдка
323,Stock::N,棒,палка
324,Stab::N,棍,шост
325,Rohr::N,管子,труба
326,Haus::N,房屋,дом
327,Heim::N,家,дом
328,Heim::N,家,хата
329,Ofen::N,炉子,печ
330,Fußboden::N,地板,падлога
331,Tisch::N,桌子,стол
332,Stuhl::N,椅子,стул
333,Stuhl::N,椅子,крэсла
334,Wiege::N,摇蓝,калыска
335,Bett::N,床,ложак
336,Bett::N,床,пасцель
337,Regal::N,架子,паліца
338,Kiste::N,箱子,скрынка
339,Fenster::N,窗户,акно
340,Tür::N,门,дзверы
341,Tor::N,大门,вароты
342,Zaun::N,篱笆,агароджа
343,Dach::N,屋顶,дах
344,Leiter::N,梯子,лесвіца
345,Besen::N,扫帚,мятла
346,Spaten::N,铁锹,лапата
347,Spaten::N,铁锹,жалязняк
348,Schaufel::N,铁锹,шуфлік
349,Schaufel::N,铁锹,лапатка
350,Gabel::N,叉,відэлец
351,Löffel::N,食匙,лыжка
352,Messer::N,刀,нож
353,Nagel::N,钉子,цвік
354,Netz::N,网,сетка
355,Haken::N,钩子,крук
356,Griff::N,把柄,ручка
357,Schloss::N,锁,замок
358,Bild::N,图画,карціна
359,Figur::N,人像,фігура
360,Puppe::N,娃娃,лялька
361,Beutel::N,袋子,мяшок
362,Bündel::N,捆,вязка
363,Tasche::N,手提包,торба
364,Eimer::N,桶,вядро
365,Deckel::N,盖子,накрыўка
366,Geschirr::N,餐具,пасуда
367,Sack::N,袋子,мех
368,Tasse::N,杯子,кубак
369,Topf::N,锅,каструля
370,Kessel::N,水壶,кацёл
371,Essen::N,进餐,ежа
372,Nahrung::N,食物,харч
373,Speise::N,菜肴,страва
374,Fleisch::N,肉,мяса
375,Getreide::N,谷物,збожжа
376,Brei::N,粥,каша
377,Brot::N,面包,хлеб
378,Scheibe::N,片,луста
379,Scheibe::N,片,скібка
380,Fett::N,脂肪,тлушч
381,Butter::N,黄油,масла
382,Öl::N,油,алей
383,Salz::N,盐,соль
384,Suppe::N,汤,суп
385,Honig::N,蜂蜜,мёд
386,Milch::N,奶,малако
387,Tee::N,茶,чай
388,Tee::N,茶,гарбата
389,Leder::N,皮革,скура
390,Wolle::N,毛线,воўна
391,Stoff::N,织物,тканіна
392,Nadel::N,针,іголка
393,Faden::N,线,нітка
394,Knopf::N,纽扣,гузік
395,Knoten::N,结,вузел
396,Farbe::N,颜色,фарба
397,Kleidung::N,衣服,адзенне
398,Hemd::N,衬衫,кашуля
399,Kragen::N,领子,каўнер
400,Ärmel::N,袖子,рукаў
401,Hose::N,裤子,штаны
402,Gürtel::N,腰带,пояс
403,Mütze::N,帽子,шапка
404,Schuh::N,鞋,чаравік
405,Stiefel::N,靴子,бот
406,Ring::N,戒指,кольца
407,Band::N,带子,стужка
408,Kamm::N,梳子,расчоска
409,Spiegel::N,镜子,люстра
410,Riemen::N,皮带,рэмень
411,Schnur::N,绳子,вяроўка
412,Leine::N,皮带,павадок
413,Decke::N,被子,коўдра
414,Kissen::N,软垫,падушка
415,Tuch::N,巾,хустка
416,Handtuch::N,手巾,ручнік
417,Kraft::N,力,сіла
418,Stärke::N,力量,моц
419,Gesundheit::N,健康,здароўе
420,Krankheit::N,病,хвароба
421,Schmerz::N,痛,боль
422,Wunde::N,伤口,рана
423,Fieber::N,发烧,гарачка
424,Fieber::N,发烧,ліхаманка
425,Arznei::N,药,лекі
426,Brücke::N,桥,мост
427,Brunnen::N,井,калодзеж
428,Weide::N,牧场,паша
429,Pfad::N,小路,сцежка
430,Weg::N,路,шлях
431,Weg::N,路,дарога
432,Straße::N,街,вуліца
433,Dorf::N,村庄,вёска
434,Stadt::N,城市,горад
435,Brief::N,信,ліст
436,Brief::N,信,пісьмо
437,Buch::N,书,кніга
438,Buchstabe::N,字母,літара
439,Zeitung::N,报纸,газета
440,Leben::N,生命,жыццё
441,Tod::N,死亡,смерць
442,Grab::N,坟墓,магіла
443,Kirche::N,教堂,касцёл
444,Kirche::N,教堂,царква
445,Sünde::N,罪,грэх
446,Gott::N,上帝,бог
447,Arbeiter::N,工人,рабочы
448,Chef::N,上司,начальнік
449,Meister::N,师傅,майстар
450,Arzt::N,医生,урач
451,Lehrer::N,教师,настаўнік
452,Geld::N,钱,грошы
453,Geschäft::N,交易,заняцце
454,Laden::N,商店,крама
455,Laden::N,商店,магазін
456,Preis::N,价格,цана
457,Ware::N,商品,тавар
458,Nutzen::N,好处,выгада
459,Reichtum::N,财富,багацце
460,Welt::N,世界,свет
461,Land::N,国家,краіна
462,Staat::N,国家,дзяржава
463,König::N,国王,кароль
464,Macht::N,权力,улада
465,Grenze::N,边界,граніца
466,Krieg::N,战争,вайна
467,Feind::N,敌人,вораг
468,Gewalt::N,暴力,насілле
469,Kampf::N,战斗,барацьба
470,Bogen[Waffe]::N,弓,лук
471,Pfeil::N,箭,страла
472,Gewehr::N,枪,ружжо
473,Fehler::N,错误,памылка
474,Lüge::N,谎话,хлусня
475,Schaden::N,损失,шкода
476,Unglück::N,不幸,ліха
477,Unglück::N,不幸,бядота
478,Schuld::N,过错,віна
479,Alter::N,年龄,узрост
480,Schluss::N,结束,канец
481,Zeit::N,时间,час
482,Tag::N,天,дзень
483,Morgen::N,早晨,ранак
484,Morgen::N,早晨,раніца
485,Mittag::N,中午,паўдня
486,Mittag::N,中午,поўдзень
487,Abend::N,晚上,вечар
488,Nacht::N,夜,ноч
489,Woche::N,星期,тыдзень
490,Monat::N,月,месяц
491,Jahr::N,年,год
492,Frühling::N,春天,вясна
493,Sommer::N,夏天,лета
494,Herbst::N,秋天,восень
495,Winter::N,冬天,зіма
496,Januar::N,一月,студзень
497,Februar::N,二月,люты
498,März::N,三月,сакавік
499,April::N,四月,красавік
500,Mai::N,五月,май
501,Mai::N,五月,травень
502,Juni::N,六月,чэрвень
503,Juli::N,七月,ліпень
504,August::N,八月,жнівень
505,September::N,九月,верасень
506,Oktober::N,十月,кастрычнік
507,November::N,十一月,лістапад
508,Dezember::N,十二月,снежань
509,Montag::N,星期一,панядзелак
510,Dienstag::N,星期二,аўторак
511,Mittwoch::N,星期三,серада
512,Donnerstag::N,星期四,чацвер
513,Freitag::N,星期五,пятніца
514,Samstag::N,星期六,субота
515,Sonntag::N,星期日,нядзеля
516,groß::A,大,вялікі
517,klein::A,小,маленькі
518,lang::A,长,доўгі
519,kurz::A,短,кароткі
520,breit::A,宽,шырокі
521,schmal::A,细长的,вузкі
522,dicht::A,密,густы
523,dick[Gegenstand]::A,厚,тоўсты
524,dünn::A,薄,тонкі
525,fein::A,细小,тонкі
526,fest::A,固体,моцны
527,flach::A,平坦,плоскі
528,glatt::A,光滑,гладкі
529,hart::A,硬,цвёрды
530,weich::A,软,мяккі
531,rund::A,圆,круглы
532,spitz::A,尖,спічасты
533,spitz::A,尖,востраканцовы
534,scharf::A,锋利,востры
535,stumpf::A,钝,тупы
536,schwer::A,重,цяжкі
537,schön::A,美丽,прыгожы
538,heiß::A,烫,гарачы
539,warm::A,暖和,цёплы
540,kalt::A,冷,холадны
541,kühl::A,凉,халаднаваты
542,frisch::A,新鲜,свежы
543,feucht::A,潮湿,вільготны
544,nass::A,湿,мокры
545,trocken::A,干,сухі
546,voll::A,满,поўны
547,leer::A,空,пусты
548,offen::A,敞开,адкрыты
549,offen::A,敞开,адчынены
550,geschlossen::A,关闭,закрыты
551,geschlossen::A,关闭,зачынены
552,sauber::A,干净,чысты
553,schmutzig::A,肮脏,брудны
554,roh::A,生,сыры
555,reif::A,成熟,спелы
556,lecker::A,好吃,смачны
557,süß::A,甜,салодкі
558,bitter::A,苦,горкі
559,sauer::A,酸,кіслы
560,hell::A,亮,светлы
561,dunkel::A,阴暗,цёмны
562,schwarz::A,黑,чорны
563,weiß::A,白,белы
564,rot::A,红,чырвоны
565,gelb::A,黄,жоўты
566,blau::A,蓝,сіні
567,grün::A,绿,зялёны
568,grau::A,灰色,шэры
569,bunt::A,五彩,пяресты
570,billig::A,便宜,танны
571,teuer::A,贵,дарагі
572,wertvoll::A,贵重,цэнны
573,wertvoll::A,贵重,каштоўны
574,blind::A,瞎,сляпы
575,taub::A,聋,глухі
576,kräftig::A,强壮,магутны
577,stark::A,强壮,сільны
578,schwach::A,弱,слабы
579,fett::A,胖,тлусты
580,schlank::A,苗条,стройны
581,hübsch::A,漂亮,чароўны
582,böse::A,邪恶,злы
583,dumm::A,笨,дурны
584,faul::A,懒惰,лянівы
585,fleißig::A,勤奋,руплівы
586,geizig::A,吝啬,прагны
587,klug::A,聪明,разумны
588,geschickt::A,灵巧,умелы
589,lieb::A,可爱,мілы
590,lustig::A,快乐,вясёлы
591,sanft::A,柔和,ласкавы
592,hungrig::A,饥饿,галодны
593,krank::A,患病,хворы
594,nackt::A,裸体,голы
595,traurig::A,悲哀,сумны
596,lebendig::A,活,жывы
597,gut::A,好,добры
598,schlecht::A,坏,кепскі
599,richtig::A,正确,правільны
600,schlimm::A,糟糕,агідны
601,wahr::A,真,сапраўдны
602,alt::A,旧,стары
603,neu::A,新,новы
604,ehemalig::A,以前,былы
605,alt[Lebewesen]::A,老,стары
606,jung::A,年轻,малады
607,arm::A,贫穷,бедны
608,reich::A,富裕,багаты
609,bekannt::A,出名,знаёмы
610,berühmt::A,著名,славуты
611,fremd::A,陌生,чужы
612,verschieden::A,不同,розны
613,nah::A,近,блізкі
614,fern::A,遥远,далёкі
615,linker::A,左,левы
616,rechter::A,右,правы
617,anderer::A,别的,іншы
618,anderer::A,别的,другі
619,erster::A,第一,першы
620,zweiter::A,第二,другі
621,dritter::A,第三,трэці
622,letzter::A,最后,апошні
623,allein::ADV,单独,сам
624,allein::ADV,单独,адзін
625,auf einmal::ADV,同时,адразу
626,zusammen::ADV,一起,разам
627,lange::ADV,许久,доўга
628,plötzlich::ADV,忽然,раптам
629,sofort::ADV,立刻,зараз
630,später::ADV,以后,пазней
631,jetzt::ADV,现在,цяпер
632,heute::ADV,今天,сёння
633,morgen::ADV,明天,заўтра
634,bald::ADV,即将,хутка
635,bald::ADV,即将,неўзабаве
636,dann::ADV,然后,потым
637,gestern::ADV,昨天,учора
638,einst::ADV,曾经,аднойчы
639,damals::ADV,当时,тады
640,danach::ADV,随后,затым
641,vorher::ADV,事先,раней
642,zuerst::ADV,首先,спярша
643,zuerst::ADV,首先,спачатку
644,einmal::ADV,一次,адзін раз
645,manchmal::ADV,有时,часам
646,oft::ADV,时常,часта
647,immer::ADV,总是,заўсёды
648,niemals::ADV,从未,ніколі
649,hier::ADV,这里,тут
650,hierhin::ADV,到这里,сюды
651,von hier::ADV,由此,адсюль
652,von hier::ADV,由此,адгэтуль
653,dort::ADV,那里,там
654,dorthin::ADV,到那里,туды
655,geradeaus::ADV,一直往前,прама
656,vorwärts::ADV,向前,наперад
657,rückwärts::ADV,向后,назад
658,zurück::ADV,退后,назад
659,unten::ADV,下面,унізе
660,hinab::ADV,向下,уніз
661,oben::ADV,上面,угары
662,oben::ADV,上面,наверсе
663,hinauf::ADV,向上,угару
664,überall::ADV,到处,усюды
665,nicht::ADV,不,не
666,ein wenig::ADV,一点儿,трошкі
667,kaum::ADV,几乎不,ледзьве
668,sehr::ADV,很,вельмі
669,so::ADV,如此,так
670,noch::ADV,还,яшчэ
671,nur::ADV,只,толькі
672,schon::ADV,已经,ужо
673,wieder::ADV,又,зноў
674,vor::PRP,在...面前,перад
675,hinter::PRP,在...背后,за
676,hinter::PRP,在...背后,ззаду
677,unter::PRP,在...下面,пад
678,durch::PRP,穿过,праз
679,neben::PRP,在...旁,каля
680,zwischen::PRP,在...之间,між
681,zwischen::PRP,在...之间,паміж
682,wegen::PRP,由于,з-за
683,dies::PRN,这,гэта
684,das::PRN,那,тое
685,alles::PRN,一切,усё
686,ich::PRN,我,я
687,du::PRN,你,ты
688,er::PRN,他,ён
689,wir::PRN,我们,мы
690,ihr::PRN,你们,вы
691,sie::PRN,她,яны
692,was::FPRN,什么,што
693,wer::FPRN,谁,хто
694,wo::FADV,哪里,дзе
695,wohin::FADV,去哪里,куды
696,wie::FADV,怎么,як
697,warum::FADV,为什么,чаму
698,wieviel::FNUM,多少,колькі
699,eins::NUM,一,адзін
700,zwei::NUM,二,два
701,drei::NUM,三,тры
702,vier::NUM,四,чатыры
703,fünf::NUM,五,пяць
704,sechs::NUM,六,шесць
705,sieben::NUM,七,сем
706,acht::NUM,八,восем
707,neun::NUM,九,дзевяць
708,zehn::NUM,十,дзесяць
709,elf::NUM,十一,адзінаццаць
710,zwölf::NUM,十二,дванаццаць
711,zwanzig::NUM,二十,дваццаць
712,dreißig::NUM,三十,трыццаць
713,vierzig::NUM,四十,сорак
714,fünfzig::NUM,五十,пядзесят
715,sechzig::NUM,六十,шесдзесят
716,siebzig::NUM,七十,семдзесят
717,achtzig::NUM,八十,восемдзесят
718,neunzig::NUM,九十,дзевяноста
719,hundert::NUM,百,сто
720,tausend::NUM,千,тысяча
721,und::CNJ,和,і
722,und::CNJ,和,ды
723,oder::CNJ,或者,або
724,stehen::V,站,стаяць
725,sitzen::V,坐,сядзець
726,liegen::V,躺着,ляжаць
727,hängen::V,挂着,вісець
728,werden::V,成为,стаць
729,werden::V,成为,зрабіцца
730,passieren::V,发生,трапіцца
731,beginnen::V,开始,пачацца
732,enden::V,终止,кончыцца
733,wechseln::V,变迁,мяняцца
734,aufgehen[Sonne]::V,升起,узысці
735,untergehen[Sonne]::V,下落,зайсці
736,scheinen[Sonne]::V,照射,свяціць
737,donnern::V,打雷,грымець
738,wehen::V,飘扬,дзьмуць
739,strömen::V,流,ліцца
740,fließen::V,流动,цячы
741,sich drehen::V,转动,круціцца
742,sich drehen::V,转动,варочацца
743,schwanken::V,摇摆,хістацца
744,schwingen::V,摇,гайдацца
745,schwingen::V,摇,калыхацца
746,fallen::V,坠落,падаць
747,brennen::V,燃烧,гарэць
748,rauchen::V,冒烟,дымець
749,regnen::V,下雨,дажджыць
750,gefrieren::V,结冰,замерзнуць
751,tauen::V,融化,раставаць
752,schmelzen::V,溶化,плавіцца
753,trocknen::V,变干,сохнуць
754,sieden::V,煮,кіпець
755,faulen::V,腐烂,гнісці
756,verfaulen::V,腐烂,згнісці
757,reißen::V,撕,ірвацца
758,versinken::V,下沉,тануць
759,vergehen::V,流逝,праходзіць
760,erscheinen::V,出现,зʼявіцца
761,verschwinden::V,消失,знікнуць
762,sinken::V,下降,спадаць
763,abnehmen::V,减少,паменшыцца
764,zunehmen::V,增加,павялічвацца
765,steigen::V,上升,паднімацца
766,wachsen::V,生长,расці
767,glänzen::V,发光,блішчаць
768,funkeln::V,闪烁,бліскаць
769,lärmen::V,吵闹,шумець
770,läuten::V,响,званіць
771,klingeln::V,按铃,званіць
772,brausen::V,疾驶,бушаваць
773,klingen::V,听起来,гучаць
774,bellen::V,吠,брахаць
775,heulen::V,嗥,выць
776,blasen::V,吹,дзьмухнуць
777,pfeifen::V,吹口哨,свістаць
778,schreien::V,叫喊,крычаць
779,stöhnen::V,呻吟,стагнаць
780,zittern::V,颤抖,дрыжаць
781,leben::V,生存,жыць
782,geboren werden::V,出生,нарадзіцца
783,atmen::V,呼吸,дыхаць
784,trinken::V,喝,піць
785,essen::V,吃,есці
786,schlucken::V,咽,глытаць
787,müde werden::V,疲倦,стаміцца
788,einschlafen::V,入睡,заснуць
789,schlafen::V,睡觉,спаць
790,aufwachen::V,睡醒,рассыпацца
791,aufstehen::V,起床,устаць
792,sich erholen::V,休养,адпачываць
793,krank werden::V,生病,захварэць
794,krank sein::V,生病,хварэць
795,schmerzen::V,疼痛,балець
796,husten::V,咳,кашляць
797,genesen::V,痊愈,паправіцца
798,genesen::V,痊愈,паздаравець
799,sterben::V,死,памерці
800,umkommen::V,丧命,загінуць
801,sich bewegen::V,移动,рухацца
802,sich rühren::V,动弹,варушыцца
803,sich erheben::V,站起,устаць
804,sich setzen::V,坐,сесці
805,hinfallen::V,跌倒,упасці
806,laufen::V,步行,хадзіць
807,schreiten::V,迈步,шагаць
808,schreiten::V,迈步,крочыць
809,spazierengehen::V,散步,гуляць
810,eilen::V,急忙,спяшацца
811,sich beeilen::V,赶快,спяшацца
812,sausen::V,疾驰,імчацца
813,rennen::V,奔跑,бегаць
814,springen::V,跳,скакаць
815,klettern::V,攀缘,лазіць
816,schaukeln::V,荡秋千,гайдацца
817,kriechen::V,爬行,поўзаць
818,schwimmen::V,游泳,плаваць
819,tauchen::V,潜水,ныраць
820,rudern::V,划船,веславаць
821,fahren::V,行驶,ехаць
822,fliegen::V,飞,лятаць
823,gehen::V,走,ісці
824,weggehen::V,离去,пайсці
825,abfahren::V,出发,адʼяжджаць
826,anhalten::V,停住,спыніцца
827,anhalten::V,停住,затрымацца
828,hineingehen::V,进去,уваходзіць
829,eintreten::V,进入,увайсці
830,kommen::V,来,прыйсці
831,ankommen::V,到达,прыбыць
832,zurückkommen::V,回来,вярнуцца
833,bleiben::V,停留,застацца
834,warten::V,等,чакаць
835,erwarten::V,等候,чакаць
836,suchen::V,找,шукаць
837,finden::V,找到,знайсці
838,versuchen::V,尝试,прабаваць
839,vorbereiten::V,预备,падрыхтаваць
840,lieben::V,爱,кахаць
841,mögen::V,喜欢,любіць
