,Concept_ID,sk,it
156,Fell::N,kožušina,manto
157,Fell::N,kožušina,pelame
158,Flügel::N,krídlo,ala
159,Klaue::N,paznecht,grinfia
160,Kralle::N,pazúr,unghia
161,Kralle::N,pazúr,artiglio
162,Schwanz::N,chvost,coda
163,Ei::N,vajce,uovo
164,Ei::N,vajíčko,uovo
165,Nest::N,hniezdo,nido
166,Bau::N,nora,covo
167,Tier::N,zviera,bestia
168,Tier::N,zviera,animale
169,Herde::N,stádo,gregge
170,Kuh::N,krava,vacca
171,Bulle::N,býk,toro
172,Pferd::N,kôň,cavallo
173,Schaf::N,ovca,pècora
174,Schwein::N,sviňa,porco
175,Schwein::N,sviňa,maiale
176,Hund::N,pes,cane
177,Katze::N,mačka,gatta
178,Bär::N,medveď,orso
179,Eichhörnchen::N,veverička,scoiàttolo
180,Elch::N,los,alce
181,Fuchs::N,líška,volpe
182,Hase::N,zajac,lepre
183,Maus::N,myš,topo
184,Maus::N,myš,sorcio
185,Wolf::N,vlk,lupo
186,Vogel::N,vták,uccello
187,Schwarm::N,roj,stormo
188,Huhn::N,kurča,gallina
189,Huhn::N,sliepka,gallina
190,Hahn::N,kohút,gallo
191,Gans::N,hus,oca
192,Adler::N,orol,àquila
193,Ente::N,kačka,ànatra
194,Ente::N,kačica,ànatra
195,Eule::N,sova,gufo
196,Eule::N,sova,civetta
197,Kranich::N,žeriav,gru
198,Krähe::N,vrana,cornacchia
199,Kuckuck::N,kukučka,cuccù
200,Kuckuck::N,kukučka,cùculo
201,Schwan::N,labuť,cigno
202,Fisch::N,ryba,pesce
203,Barsch::N,ostriež,pèrsico
204,Hecht::N,šťuka,luccio
205,Schlange[Tier]::N,had,serpente
206,Wurm::N,červ,baco
207,Wurm::N,červ,verme
208,Spinne::N,pavúk,ragno
209,Ameise::N,mravec,formica
210,Laus::N,voš,pidocchio
211,Mücke::N,komár,zanzara
212,Fliege::N,mucha,mosca
213,Schmetterling::N,motýľ,farfalla
214,Beere::N,bobuľa,bacca
215,Apfel::N,jablko,mela
216,Pilz::N,hríb,fungo
217,Zwiebel::N,cibuľa,cipolla
218,Saat::N,osivo,semente
219,Korn::N,zrno,grano
220,Heu::N,seno,fieno
221,Schale::N,šupa,buccia
222,Schale::N,škrupina,buccia
223,Grube::N,jama,cava
224,Grube::N,jama,fossa
225,Falle::N,pasca,tràppola
226,Falle::N,klepec,tràppola
227,Schlinge::N,slučka,laccio
228,Spur::N,stopa,traccia
229,Asche::N,popol,cenere
230,Dreck::N,kal,fango
231,Dreck::N,blato,fango
232,Eisen::N,železo,ferro
233,Gold::N,zlato,oro
234,Silber::N,striebro,argento
235,Kohle::N,uhlie,carbone
236,Glas::N,sklo,vetro
237,Lehm::N,íl,argilla
238,Lehm::N,hlina,argilla
239,Sand::N,piesok,arena
240,Sand::N,piesok,sabbia
241,Mensch::N,človek,uomo
242,Mensch::N,človek,èssere umano
243,Mann::N,muž,uomo
244,Mann::N,chlap,uomo
245,Frau::N,žena,donna
246,Kind::N,dieťa,bambino
247,Junge::N,chlapec,ragazzo
248,Mädchen::N,dievka,ragazza
249,Familie::N,rodina,famiglia
250,Großvater::N,dedo,nonno
251,Großvater::N,starý otec,nonno
252,Großmutter::N,babička,nonna
253,Großmutter::N,stará mať,nonna
254,Eltern::N,rodičia,genitori
255,Vater::N,otec,padre
256,Mutter::N,mať,madre
257,Mutter::N,matka,madre
258,Sohn::N,syn,figlio
259,Tochter::N,dcéra,figlia
260,Bruder::N,brat,fratello
261,Schwester::N,sestra,sorella
262,Onkel::N,ujo,zio
263,Onkel::N,strýko,zio
264,Tante::N,teta,zia
265,Tante::N,tetka,zia
266,Ehemann::N,muž,marito
267,Ehemann::N,manžel,marito
268,Ehefrau::N,žena,moglie
269,Ehefrau::N,manželka,moglie
270,Freude::N,radosť,gioia
271,Freude::N,radosť,piacere
272,Gelächter::N,smiech,risata
273,Glück::N,šťastie,felicità
274,Kummer::N,žiaľ,afflizione
275,Kummer::N,zármutok,afflizione
276,Wunsch::N,prianie,desiderio
277,Lust::N,chuť,voglia
278,Geist::N,duch,mente
279,Geist::N,duch,spìrito
280,Gedanke::N,myšlienka,idea
281,Gedanke::N,myšlienka,pensiero
282,Gedächtnis::N,pamäť,memoria
283,Verstand::N,rozum,intelletto
284,Sinn::N,zmysel,senso
285,Sinn::N,zmysel,significato
286,Grund::N,dôvod,causa
287,Grund::N,dôvod,motivo
288,Grund::N,dôvod,ragione
289,Grund::N,príčina,causa
290,Grund::N,príčina,motivo
291,Grund::N,príčina,ragione
292,Wahrheit::N,pravda,verità
293,Gespräch::N,reč,discorso
294,Gespräch::N,reč,conversazione
295,Gespräch::N,rozhovor,discorso
296,Gespräch::N,rozhovor,conversazione
297,Märchen::N,rozprávka,fiaba
298,Märchen::N,rozprávka,fàvola
299,Erzählung::N,poviedka,racconto
300,Erzählung::N,poviedka,narrazione
301,Nachricht::N,správa,messaggio
302,Neuigkeit::N,novinka,notizia
303,Name::N,meno,nome
304,Rätsel::N,záhada,indovinello
305,Rätsel::N,hádanka,indovinello
306,Rede::N,reč,discorso
307,Sprache::N,reč,lingua
308,Sprache::N,reč,linguaggio
309,Sprache::N,jazyk,lingua
310,Sprache::N,jazyk,linguaggio
311,Stimme::N,hlas,voce
312,Wort::N,slovo,parola
313,Zeichen::N,znak,segno
314,Zeichen::N,znak,segnale
315,Ruf::N,volanie,chiamata
316,Ruf::N,zavolanie,chiamata
317,Lärm::N,hluk,chiasso
318,Lärm::N,hluk,strèpito
319,Lärm::N,hurhaj,chiasso
320,Lärm::N,hurhaj,strèpito
321,Laut::N,zvuk,suono
322,Ton::N,tón,tono
323,Ton::N,zvuk,tono
324,Lied::N,pieseň,canto
325,Lied::N,pieseň,canzone
326,Ruhe::N,pokoj,calma
327,Ruhe::N,pokoj,tranquillità
328,Leute::N,ľudia,gente
329,Volk::N,ľud,pòpolo
330,Volk::N,národ,pòpolo
331,Arbeit::N,práca,lavoro
332,Arbeit::N,robota,lavoro
333,Gast::N,hosť,òspite
334,Gast::N,hosť,invitato
335,Geschenk::N,dar,regalo
336,Spiel::N,hra,gioco
337,Gesellschaft::N,spoločnosť,compagnìa
338,Hilfe::N,pomoc,aiuto
339,Hilfe::N,pomoc,soccorso
340,Freund::N,priateľ,amico
341,Kamerad::N,kamarát,camerata
342,Angelegenheit::N,vec,affare
343,Angelegenheit::N,vec,faccenda
344,Angelegenheit::N,záležitosť,affare
345,Angelegenheit::N,záležitosť,faccenda
346,Anzahl::N,počet,nùmero
347,Anzahl::N,počet,quantità
348,Anzahl::N,množstvo,nùmero
349,Anzahl::N,množstvo,quantità
350,Art::N,druh,tipo
351,Art::N,druh,specie
352,Stück::N,kus,pezzo
353,Stück::N,kúsok,pezzo
354,Teil::N,časť,parte
355,Hälfte::N,polka,metà
356,Hälfte::N,polovica,metà
357,Kreis::N,kruh,cìrcolo
358,Kreuz::N,kríž,croce
359,Linie::N,línia,lìnea
360,Strich::N,čiara,tratto
361,Abstand::N,vzdialenosť,distanza
362,Entfernung::N,vzdialenosť,distanza
363,Entfernung::N,vzdialenosť,lontananza
364,Gegend::N,kraj,regione
365,Gegend::N,krajina,regione
366,Platz::N,miesto,posto
367,Platz::N,miesto,spazio
368,Ort::N,miesto,luogo
369,Ort::N,miesto,località
370,Seite::N,bok,lato
371,Seite::N,bok,parte
372,Seite::N,strana,lato
373,Seite::N,strana,parte
374,Mitte::N,stred,mezzo
375,Mitte::N,stred,centro
376,Gegenstand::N,predmet,oggetto
377,Sache::N,vec,cosa
378,Rand::N,kraj,orlo
379,Rand::N,kraj,bordo
380,Rand::N,okraj,orlo
381,Rand::N,okraj,bordo
382,Kante::N,hrana,spìgolo
383,Ecke::N,roh,canto
384,Spitze::N,hrot,punta
385,Spitze::N,špička,punta
386,Ende::N,koniec,capo
387,Ende::N,koniec,estremità
388,Loch::N,diera,buco
389,Winkel::N,kút,àngolo
390,Muster::N,vzor,disegno
391,Muster::N,vzorka,disegno
392,Größe::N,veľkosť,taglia
393,Größe::N,veľkosť,grandezza
394,Länge::N,dĺžka,lunghezza
395,Höhe::N,výška,altezza
396,Gewicht::N,váha,peso
397,Menge::N,množstvo,quantità
398,Haufen::N,hŕba,cùmulo
399,Haufen::N,hŕba,mucchio
400,Reihe::N,rad,fila
401,Boot::N,čln,barca
402,Boot::N,čln,battello
403,Ruder::N,veslo,remo
404,Schlitten::N,sane,slitta
405,Ski::N,lyža,sci
406,Lagerfeuer::N,táborák,falò
407,Lagerfeuer::N,táborák,fuoco di bivacco
408,Last::N,ťarcha,càrico
409,Last::N,bremeno,càrico
410,Gang::N,chôdza,andata
411,Schritt::N,krok,passo
412,Norden::N,sever,nord
413,Norden::N,sever,settentrione
414,Süden::N,juh,sud
415,Süden::N,juh,meridione
416,Westen::N,západ,òvest
417,Westen::N,západ,occidente
418,Osten::N,východ,est
419,Osten::N,východ,oriente
420,Holz::N,drevo,legno
421,Brett::N,doska,asse
422,Brett::N,doska,tàvola
423,Platte::N,doska,lastra
424,Platte::N,doska,piastra
425,Platte::N,platňa,lastra
426,Platte::N,platňa,piastra
427,Stütze::N,opora,supporto
428,Stange::N,tyč,sbarra
429,Stange::N,tyč,pèrtica
430,Stock::N,palica,verga
431,Stock::N,palica,bastone
432,Stock::N,palica,bacchetta
433,Stab::N,palica,asta
434,Rohr::N,rúra,tubo
435,Haus::N,dom,casa
436,Heim::N,domov,casa
437,Ofen::N,pec,stufa
438,Ofen::N,kachle,stufa
439,Fußboden::N,dlážka,pavimento
440,Fußboden::N,podlaha,pavimento
441,Tisch::N,stôl,tàvolo
442,Stuhl::N,stolička,sedia
443,Wiege::N,kolíska,culla
444,Bett::N,lôžko,letto
445,Bett::N,posteľ,letto
446,Regal::N,regál,scaffale
447,Regal::N,polica,scaffale
448,Kiste::N,debna,cassa
449,Fenster::N,okno,finestra
450,Fenster::N,oblok,finestra
451,Tür::N,dvere,porta
452,Tor::N,vráta,portone
453,Zaun::N,plot,recinto
454,Zaun::N,ohrada,recinto
455,Dach::N,krov,tetto
456,Dach::N,strecha,tetto
457,Leiter::N,rebrík,scala
458,Leiter::N,rebrík,scala a pioli
459,Leiter::N,rebrina,scala
460,Leiter::N,rebrina,scala a pioli
461,Besen::N,metla,scopa
462,Spaten::N,rýľ,vanga
463,Schaufel::N,lopata,pala
464,Gabel::N,vidlička,forchetta
465,Löffel::N,lyžica,cucchiaio
466,Messer::N,nôž,coltello
467,Nagel::N,klinec,chiodo
468,Netz::N,sieť,rete
469,Haken::N,hák,uncino
470,Haken::N,háčik,uncino
471,Griff::N,rukoväť,mànico
472,Griff::N,rukoväť,maniglia
473,Schloss::N,zámka,serratura
474,Bild::N,obraz,quadro
475,Bild::N,obraz,immàgine
476,Figur::N,figúra,figura
477,Puppe::N,bábka,bàmbola
478,Puppe::N,bábika,bàmbola
479,Beutel::N,vrece,borsa
480,Beutel::N,vrece,sacchetto
481,Beutel::N,vrecko,borsa
482,Beutel::N,vrecko,sacchetto
483,Bündel::N,uzlík,fascio
484,Bündel::N,uzlík,fagotto
485,Bündel::N,zväzok,fascio
486,Bündel::N,zväzok,fagotto
487,Tasche::N,taška,borsa
488,Tasche::N,kabelka,borsa
489,Eimer::N,vedro,secchio
490,Deckel::N,vrchnák,coperchio
491,Deckel::N,pokrývka,coperchio
492,Geschirr::N,nádoba,stoviglie
493,Sack::N,mech,sacco
494,Sack::N,vrece,sacco
495,Tasse::N,šálka,tazza
496,Topf::N,hrniec,pèntola
497,Kessel::N,kotol,paiolo
498,Kessel::N,kotol,calderone
499,Essen::N,jedlo,pasto
500,Essen::N,jedlo,mangiare
501,Nahrung::N,strava,cibo
502,Nahrung::N,strava,alimento
503,Nahrung::N,potrava,cibo
504,Nahrung::N,potrava,alimento
505,Speise::N,jedlo,piatto
506,Fleisch::N,mäso,carne
507,Getreide::N,obilie,cereali
508,Brei::N,kaša,purè
509,Brei::N,kaša,pappa
510,Brot::N,chlieb,pane
511,Scheibe::N,kotúč,fetta
512,Scheibe::N,kotúč,trancia
513,Scheibe::N,krajec,fetta
514,Scheibe::N,krajec,trancia
515,Fett::N,tuk,grasso
516,Fett::N,masť,grasso
517,Butter::N,maslo,burro
518,Öl::N,olej,olio
519,Salz::N,soľ,sale
520,Suppe::N,polievka,zuppa
521,Suppe::N,polievka,minestra
522,Honig::N,med,miele
523,Milch::N,mlieko,latte
524,Tee::N,čaj,tè
525,Leder::N,koža,pelle
526,Wolle::N,vlna,lana
527,Stoff::N,súkno,panno
528,Stoff::N,súkno,tessuto
529,Nadel::N,ihla,ago
530,Faden::N,niť,filo
531,Faden::N,vlákno,filo
532,Knopf::N,gombík,bottone
533,Knoten::N,uzol,nodo
534,Farbe::N,farba,pittura
535,Kleidung::N,šaty,vestiti
536,Kleidung::N,šaty,vestiario
537,Kleidung::N,šatstvo,vestiti
538,Kleidung::N,šatstvo,vestiario
539,Hemd::N,košeľa,camicia
540,Kragen::N,golier,bàvero
541,Kragen::N,golier,colletto
542,Ärmel::N,rukáv,mànica
543,Hose::N,nohavice,calzoni
544,Gürtel::N,pás,cintura
545,Gürtel::N,opasok,cintura
546,Mütze::N,čiapka,berretto
547,Schuh::N,obuv,scarpa
548,Schuh::N,topánka,scarpa
549,Stiefel::N,čižma,stivale
550,Ring::N,prsteň,anello
551,Band::N,stuha,nastro
552,Band::N,stuha,fettuccia
553,Kamm::N,hrebeň,pèttine
554,Spiegel::N,zrkadlo,specchio
555,Riemen::N,remeň,cinghia
556,Schnur::N,šnúra,corda
557,Leine::N,vodidlo,guinzaglio
558,Decke::N,deka,coperta
559,Decke::N,prikrývka,coperta
560,Kissen::N,poduška,cuscino
561,Kissen::N,poduška,guanciale
562,Tuch::N,šatka,fazzoletto
563,Handtuch::N,uterák,asciugamano
564,Kraft::N,moc,forza
565,Stärke::N,sila,forza
566,Stärke::N,sila,vigore
567,Stärke::N,sila,fortezza
568,Gesundheit::N,zdravie,salute
569,Krankheit::N,nemoc,malattìa
570,Krankheit::N,choroba,malattìa
571,Schmerz::N,bolesť,dolore
572,Wunde::N,rana,piaga
573,Wunde::N,rana,ferita
574,Fieber::N,horúčka,febbre
575,Arznei::N,liek,fàrmaco
576,Arznei::N,liek,medicina
577,Brücke::N,most,ponte
578,Brunnen::N,studňa,pozzo
579,Weide::N,pastva,pàscolo
580,Pfad::N,chodník,sentiero
581,Weg::N,cesta,via
582,Weg::N,cesta,cammino
583,Straße::N,hradská,strada
584,Dorf::N,dedina,paese
585,Dorf::N,dedina,villaggio
586,Stadt::N,mesto,città
587,Brief::N,list,lèttera
588,Buch::N,kniha,libro
589,Buchstabe::N,litera,lèttera
590,Buchstabe::N,písmeno,lèttera
591,Zeitung::N,noviny,giornale
592,Leben::N,život,vita
593,Tod::N,smrť,morte
594,Grab::N,hrob,tomba
595,Grab::N,hrob,sepolcro
596,Kirche::N,kostol,chiesa
597,Sünde::N,hriech,peccato
598,Gott::N,boh,dio
599,Arbeiter::N,robotník,operaio
600,Arbeiter::N,robotník,lavoratore
601,Arbeiter::N,pracnovík,operaio
602,Arbeiter::N,pracnovík,lavoratore
603,Chef::N,šéf,capo
604,Chef::N,šéf,padrone
605,Chef::N,riaditeľ,capo
606,Chef::N,riaditeľ,padrone
607,Meister::N,majster,mastro
608,Meister::N,majster,maestro
609,Arzt::N,lekár,mèdico
610,Arzt::N,lekár,dottore
611,Lehrer::N,učiteľ,professore
612,Geld::N,peniaze,soldi
613,Geld::N,peniaze,denaro
614,Geschäft::N,obchod,affare
615,Geschäft::N,obchod,negozio
616,Laden::N,obchod,negozio
617,Preis::N,cena,prezzo
618,Ware::N,tovar,merce
619,Nutzen::N,osoh,ùtile
620,Nutzen::N,osoh,profitto
621,Nutzen::N,úžitok,ùtile
622,Nutzen::N,úžitok,profitto
623,Reichtum::N,bohatstvo,ricchezza
624,Welt::N,svet,mondo
625,Land::N,územie,paese
626,Land::N,krajina,paese
627,Staat::N,štát,Stato
628,König::N,kráľ,re
629,Macht::N,moc,potere
630,Macht::N,mocnosť,potere
631,Grenze::N,hranica,confine
632,Grenze::N,hranica,frontiera
633,Krieg::N,vojna,guerra
634,Feind::N,nepriateľ,nemico
635,Gewalt::N,násilie,violenza
636,Kampf::N,boj,lotta
637,Bogen[Waffe]::N,luk,arco
638,Pfeil::N,šíp,freccia
639,Pfeil::N,strela,freccia
640,Gewehr::N,puška,fucile
641,Fehler::N,omyl,errore
642,Fehler::N,omyl,sbaglio
643,Fehler::N,chyba,errore
644,Fehler::N,chyba,sbaglio
645,Lüge::N,lož,bugìa
646,Lüge::N,lož,menzogna
647,Schaden::N,ujma,danno
648,Schaden::N,škoda,danno
649,Unglück::N,nešťastie,sfortuna
650,Schuld::N,vina,colpa
651,Schuld::N,previnenie,colpa
652,Alter::N,vek,età
653,Schluss::N,záver,fine
654,Schluss::N,koniec,fine
655,Zeit::N,čas,tempo
656,Tag::N,deň,giorno
657,Tag::N,deň,giornata
658,Morgen::N,ráno,mattina
659,Mittag::N,poludnie,mezzogiorno
660,Abend::N,večer,sera
661,Abend::N,večer,serata
662,Nacht::N,noc,notte
663,Woche::N,týždeň,settimana
664,Monat::N,mesiac,mese
665,Jahr::N,rok,anno
666,Frühling::N,jar,primavera
667,Sommer::N,leto,estate
668,Herbst::N,jeseň,autunno
669,Winter::N,zima,inverno
670,Januar::N,január,gennaio
671,Februar::N,február,febbraio
672,März::N,marec,marzo
673,April::N,apríl,aprile
674,Mai::N,máj,maggio
675,Juni::N,jún,giugno
676,Juli::N,júl,luglio
677,August::N,august,agosto
678,September::N,september,settembre
679,Oktober::N,október,ottobre
680,November::N,november,novembre
681,Dezember::N,december,dicembre
682,Montag::N,pondelok,lunedì
683,Dienstag::N,utorok,martedì
684,Mittwoch::N,streda,mercoledì
685,Donnerstag::N,štvrtok,giovedì
686,Freitag::N,piatok,venerdì
687,Samstag::N,sobota,sàbato
688,Sonntag::N,nedeľa,domenica
689,groß::A,veľký,grande
690,klein::A,malý,pìccolo
691,lang::A,dlhý,lungo
692,kurz::A,krátky,corto
693,breit::A,široký,largo
694,schmal::A,úzky,stretto
695,dicht::A,hustý,denso
696,dick[Gegenstand]::A,tlstý,spesso
697,dünn::A,tenký,sottile
698,fein::A,jemný,fine
699,fein::A,jemný,delicato
700,fest::A,pevný,sodo
701,fest::A,pevný,fisso
702,flach::A,rovný,piano
703,flach::A,rovný,piatto
704,flach::A,plochý,piano
705,flach::A,plochý,piatto
706,glatt::A,hladký,liscio
707,hart::A,tvrdý,duro
708,weich::A,mäkký,molle
709,rund::A,guľatý,rotondo
710,rund::A,okrúhly,rotondo
711,spitz::A,končitý,aguzzo
712,spitz::A,končitý,appuntito
713,scharf::A,ostrý,affilato
714,scharf::A,ostrý,tagliente
715,stumpf::A,tupý,smussato
716,schwer::A,ťažký,pesante
717,schön::A,pekný,bello
718,schön::A,krásny,bello
719,heiß::A,horúci,caldo
720,heiß::A,horúci,bollente
721,warm::A,teplý,caldo
722,kalt::A,studený,freddo
723,kühl::A,chladný,fresco
724,frisch::A,svieži,fresco
725,feucht::A,vlhký,ùmido
726,feucht::A,zvlhnutý,ùmido
727,nass::A,mokrý,bagnato
728,trocken::A,suchý,secco
729,voll::A,plný,pieno
730,leer::A,prázdny,vuoto
731,offen::A,otvorený,aperto
732,geschlossen::A,zavretý,chiuso
733,sauber::A,čistý,netto
734,sauber::A,čistý,pulito
735,schmutzig::A,špinavý,sporco
736,schmutzig::A,špinavý,sùdicio
737,roh::A,surový,crudo
738,reif::A,zrelý,maturo
739,lecker::A,chutný,ghiotto
740,lecker::A,chutný,squisito
741,süß::A,sladký,dolce
742,bitter::A,horký,amaro
743,sauer::A,kyslý,aspro
744,sauer::A,kyslý,acerbo
745,hell::A,jasný,chiaro
746,hell::A,svetlý,chiaro
747,dunkel::A,temný,buio
748,dunkel::A,temný,oscuro
749,schwarz::A,čierny,nero
750,weiß::A,biely,bianco
751,rot::A,červený,rosso
752,gelb::A,žltý,giallo
753,blau::A,modrý,blu
754,blau::A,modrý,azzurro
755,blau::A,belasý,blu
756,blau::A,belasý,azzurro
757,grün::A,zelený,verde
758,grau::A,šedý,grigio
759,bunt::A,pestrý,variopinto
760,billig::A,lacný,a buon prezzo
761,billig::A,lacný,a buon mercato
762,teuer::A,drahý,caro
763,wertvoll::A,cenný,prezioso
764,blind::A,slepý,cieco
765,taub::A,hluchý,sordo
766,kräftig::A,silný,forte
767,kräftig::A,silný,robusto
768,stark::A,silný,forte
769,stark::A,silný,vigoroso
770,schwach::A,slabý,dèbole
771,schwach::A,bezvládny,dèbole
772,fett::A,tučný,grasso
773,schlank::A,štíhly,snello
774,schlank::A,štíhly,slanciato
775,hübsch::A,šumný,bello
776,hübsch::A,šumný,carino
777,hübsch::A,švárny,bello
778,hübsch::A,švárny,carino
779,böse::A,zlý,cattivo
780,dumm::A,hlúpy,stùpido
781,faul::A,lenivý,pigro
782,fleißig::A,snaživý,diligente
783,fleißig::A,usilovný,diligente
784,geizig::A,skupý,avaro
785,geizig::A,lakomý,avaro
786,klug::A,múdry,intelligente
787,klug::A,bystrý,intelligente
788,geschickt::A,zručný,àbile
789,geschickt::A,šikovný,àbile
790,lieb::A,milý,caro
791,lustig::A,veselý,gaio
792,lustig::A,veselý,allegro
793,sanft::A,nežný,dolce
794,hungrig::A,lačný,affamato
795,hungrig::A,hladný,affamato
796,krank::A,chorý,malato
797,krank::A,chorý,infermo
798,krank::A,nemocný,malato
799,krank::A,nemocný,infermo
800,nackt::A,nahý,nudo
801,traurig::A,smutný,triste
802,lebendig::A,živý,vivo
803,gut::A,dobrý,buono
804,schlecht::A,zlý,cattivo
805,richtig::A,správny,giusto
806,schlimm::A,zlý,grave
807,schlimm::A,nepríjemný,grave
808,wahr::A,pravý,vero
809,wahr::A,pravdivý,vero
810,alt::A,starý,vecchio
811,neu::A,nový,nuovo
812,ehemalig::A,bývalý,vecchio
813,ehemalig::A,bývalý,d'una_volta
814,alt[Lebewesen]::A,starý,anziano
815,jung::A,mladý,giovane
816,arm::A,chudobný,pòvero
817,reich::A,bohatý,ricco
818,bekannt::A,známy,noto
819,bekannt::A,známy,conosciuto
820,berühmt::A,slávny,famoso
821,berühmt::A,slávny,cèlebre
822,berühmt::A,povestný,famoso
823,berühmt::A,povestný,cèlebre
824,fremd::A,cudzí,estràneo
825,fremd::A,cudzí,straniero
826,verschieden::A,rôzny,diverso
827,verschieden::A,rôzny,differente
828,verschieden::A,rozličný,diverso
