,Concept_ID,az,ga
359,Gegenstand::N,şey,ball
360,Gegenstand::N,şey,ábhar
361,Sache::N,şey,ní
362,Sache::N,şey,rud
363,Rand::N,kənar,imeall
364,Rand::N,kənar,ciumhais
365,Kante::N,tiyə,corr
366,Kante::N,tiyə,colbha
367,Kante::N,kənar,corr
368,Kante::N,kənar,colbha
369,Ecke::N,bucaq,coirnéal
370,Spitze::N,uc,gob
371,Spitze::N,uc,barr
372,Ende::N,son,ceann
373,Ende::N,son,foirceann
374,Ende::N,axır,ceann
375,Ende::N,axır,foirceann
376,Loch::N,deşik,poll
377,Winkel::N,guşə,cúinne
378,Winkel::N,guşə,uillinn
379,Muster::N,ülgü,patrún
380,Größe::N,böyüklük,méid
381,Größe::N,böyüklük,toise
382,Länge::N,uzunluq,fad
383,Höhe::N,yüksəklik,airde
384,Gewicht::N,çəki,meáchan
385,Gewicht::N,ağırlıq,meáchan
386,Menge::N,miqdar,méid
387,Haufen::N,yığın,cnap
388,Reihe::N,səf,líne
389,Reihe::N,səf,sraith
390,Reihe::N,sıra,líne
391,Reihe::N,sıra,sraith
392,Boot::N,qayıq,bád
393,Ruder::N,kürək,rámh
394,Ruder::N,kürək,maide rámha
395,Schlitten::N,kirşə,carr sleamhnáin
396,Ski::N,xizək,scí
397,Lagerfeuer::N,düşərgə tonqalı,tine champa
398,Last::N,yük,ualach
399,Gang::N,yeriş,siúlóid
400,Schritt::N,addım,céim
401,Schritt::N,addım,coiscéim
402,Norden::N,şimal,tuaisceart
403,Süden::N,cənub,deisceart
404,Westen::N,qərb,iarthar
405,Osten::N,şərq,oirthear
406,Holz::N,ağac,adhmad
407,Holz::N,taxta,adhmad
408,Brett::N,taxta,clár
409,Platte::N,lövhə,leac
410,Stütze::N,dayaq,taca
411,Stütze::N,dəstək,taca
412,Stange::N,şüvül,polla
413,Stange::N,şüvül,cuaille
414,Stock::N,dəyənək,bata
415,Stock::N,dəyənək,maide
416,Stab::N,əsa,maide
417,Stab::N,əsa,bachall
418,Stab::N,şüvül,maide
419,Stab::N,şüvül,bachall
420,Rohr::N,boru,píopa
421,Rohr::N,truba,píopa
422,Haus::N,ev,teach
423,Heim::N,ev,baile
424,Ofen::N,peç,sornóg
425,Ofen::N,soba,sornóg
426,Fußboden::N,döşəmə,urlár
427,Tisch::N,masa,bord
428,Tisch::N,masa,tábla
429,Stuhl::N,stul,cathaoir
430,Wiege::N,beşik,cliabhán
431,Bett::N,yataq,leaba
432,Regal::N,rəf,seilf
433,Kiste::N,yeşik,bosca
434,Kiste::N,sandıq,bosca
435,Fenster::N,pəncərə,fuinneoig
436,Tür::N,qapı,doras
437,Tor::N,darvaza,geata
438,Zaun::N,çəpər,fál
439,Zaun::N,çəpər,claí
440,Dach::N,dam,díon
441,Leiter::N,nərdivan,dréimire
442,Besen::N,süpürgə,scuab
443,Spaten::N,kürək,spád
444,Spaten::N,kürək,rámhainn
445,Schaufel::N,kürək,sluasaid
446,Gabel::N,çəngəl,forc
447,Gabel::N,çəngəl,gabhlóg
448,Löffel::N,qaşıq,spúnóg
449,Messer::N,bıçaq,scian
450,Nagel::N,mıx,tairne
451,Netz::N,tor,líon
452,Netz::N,tor,eangach
453,Haken::N,çəngəl,croch
454,Griff::N,qulp,cos
455,Griff::N,qulp,hanla
456,Griff::N,tutacaq,cos
457,Griff::N,tutacaq,hanla
458,Schloss::N,qıfıl,glas
459,Bild::N,rəsm,pictiúr
460,Figur::N,şəkil,fíor
461,Figur::N,heykəl,fíor
462,Puppe::N,kukla,bábóg
463,Puppe::N,gəlincik,bábóg
464,Beutel::N,kisə,mála
465,Beutel::N,kisə,mealbhóg
466,Beutel::N,torba,mála
467,Beutel::N,torba,mealbhóg
468,Bündel::N,bağlama,beart
469,Tasche::N,çanta,mála
470,Eimer::N,vedrə,buicéad
471,Eimer::N,çəllək,buicéad
472,Deckel::N,qapaq,clár
473,Deckel::N,qapaq,claibín
474,Geschirr::N,qab-qazan,soithí
475,Geschirr::N,qab-qazan,gréithe
476,Sack::N,çuval,sac
477,Sack::N,çuval,mála
478,Tasse::N,fincan,cupán
479,Topf::N,qazan,pota
480,Kessel::N,qazan,citeal
481,Essen::N,yemək,béile
482,Nahrung::N,qida,bia
483,Speise::N,xörək,mias
484,Fleisch::N,ət,feoil
485,Getreide::N,taxıl,grán
486,Getreide::N,taxıl,arbhar
487,Brei::N,aş,brúitín
488,Brei::N,sıyıq,brúitín
489,Brot::N,çörək,arán
490,Scheibe::N,dilim,píosa
491,Scheibe::N,dilim,slisne
492,Fett::N,yağ,saill
493,Fett::N,yağ,méathras
494,Butter::N,kərə yağı,im
495,Öl::N,yağ,ola
496,Salz::N,duz,salann
497,Suppe::N,şorba,sú
498,Suppe::N,şorba,anraith
499,Honig::N,bal,mil
500,Milch::N,süd,bainne
501,Tee::N,çay,tae
502,Leder::N,dəri,leathar
503,Wolle::N,yun,olann
504,Stoff::N,qumaş,éadach
505,Nadel::N,iynə,snáthaid
506,Faden::N,sap,snáth
507,Knopf::N,düymə,cnaipe
508,Knoten::N,düyün,snaidhm
509,Farbe::N,boya,péint
510,Kleidung::N,geyim,éadaí
511,Hemd::N,köynək,léine
512,Kragen::N,yaxa,bóna
513,Ärmel::N,qol,muinchille
514,Hose::N,şalvar,bríste
515,Hose::N,şalvar,treabhsar
516,Gürtel::N,kəmər,crios
517,Mütze::N,şapka,caipín
518,Schuh::N,tufli,bróg
519,Schuh::N,ayaqqabı,bróg
520,Stiefel::N,çəkmə,buatais
521,Ring::N,üzük,fáinne
522,Band::N,lent,ribín
523,Kamm::N,daraq,cíor
524,Spiegel::N,güzgü,scáthán
525,Riemen::N,qayış,iall
526,Riemen::N,qayış,strapa
527,Schnur::N,ip,téad
528,Schnur::N,ip,sreangán
529,Leine::N,kəmsik,iall
530,Decke::N,ədyal,pluid
531,Decke::N,ədyal,blaincéad
532,Decke::N,yorğan,pluid
533,Decke::N,yorğan,blaincéad
534,Kissen::N,yastıq,piliúr
535,Kissen::N,yastıq,adhartán
536,Tuch::N,şarf,scaif
537,Tuch::N,kaşne,scaif
538,Handtuch::N,dəsmal,tuáille
539,Kraft::N,güc,fórsa
540,Stärke::N,qüvvət,neart
541,Gesundheit::N,sağlamlıq,sláinte
542,Krankheit::N,xəstəlik,tinneas
543,Krankheit::N,xəstəlik,breoiteacht
544,Schmerz::N,ağrı,pian
545,Schmerz::N,sancı,pian
546,Wunde::N,yara,goin
547,Fieber::N,isitmə,fiabhras
548,Fieber::N,qızdırma,fiabhras
549,Arznei::N,ilaç,cógas
550,Arznei::N,dərman,cógas
551,Brücke::N,körpü,droichead
552,Brunnen::N,quyu,tobar
553,Weide::N,otlaq,féarach
554,Pfad::N,cığır,cosán
555,Pfad::N,cığır,conair
556,Weg::N,yol,slí
557,Weg::N,yol,bealach
558,Straße::N,küçə,bóthar
559,Dorf::N,kənd,sráidbhaile
560,Stadt::N,şəhər,baile
561,Stadt::N,şəhər,cathair
562,Brief::N,məktub,litir
563,Buch::N,kitab,cín
564,Buch::N,kitab,leabhar
565,Buchstabe::N,hərf,litir
566,Zeitung::N,qəzet,nuachtán
567,Leben::N,həyat,saol
568,Leben::N,həyat,beatha
569,Tod::N,ölüm,bás
570,Grab::N,qəbir,uaigh
571,Kirche::N,kilsə,eaglais
572,Sünde::N,günah,peaca
573,Gott::N,tanrı,dia
574,Arbeiter::N,işçi,oibrí
575,Chef::N,şef,saoiste
576,Chef::N,şef,ceannasaí
577,Chef::N,rəis,saoiste
578,Chef::N,rəis,ceannasaí
579,Meister::N,usta,máistir
580,Arzt::N,həkim,lia
581,Arzt::N,həkim,dochtúir
582,Arzt::N,doktor,lia
583,Arzt::N,doktor,dochtúir
584,Lehrer::N,müəllim,oide
585,Lehrer::N,müəllim,múinteoir
586,Geld::N,pul,airgead
587,Geschäft::N,ticarət,gnó
588,Laden::N,dükan,siopa
589,Preis::N,qiymət,praghas
590,Ware::N,mal,earra
591,Nutzen::N,fayda,tairbhe
592,Reichtum::N,zənginlik,rachmas
593,Reichtum::N,zənginlik,saibhreas
594,Welt::N,aləm,domhan
595,Welt::N,dünya,domhan
596,Land::N,ölkə,tír
597,Staat::N,dövlət,stát
598,König::N,kral,rí
599,König::N,məlik,rí
600,Macht::N,qüdrət,cumhacht
601,Grenze::N,hüdud,críoch
602,Grenze::N,hüdud,teorainn
603,Grenze::N,sərhət,críoch
604,Grenze::N,sərhət,teorainn
605,Krieg::N,hərb,cogadh
606,Krieg::N,müharibə,cogadh
607,Feind::N,düşmən,namhaid
608,Gewalt::N,cəbr,foréigean
609,Kampf::N,savaş,troid
610,Bogen[Waffe]::N,yay,bogha
611,Pfeil::N,ox,saighead
612,Gewehr::N,tüfəng,gunna
613,Fehler::N,xəta,botún
614,Fehler::N,xəta,meancóg
615,Lüge::N,yalan,bréag
616,Lüge::N,yalan,éitheach
617,Schaden::N,ziyan,dochar
618,Schaden::N,ziyan,damáiste
619,Unglück::N,bəla,drochrath
620,Schuld::N,təqsir,locht
621,Schuld::N,təqsir,milleán
622,Alter::N,yaş,aois
623,Schluss::N,son,deireadh
624,Zeit::N,vaxt,am
625,Zeit::N,vaxt,aimsir
626,Zeit::N,zaman,am
627,Zeit::N,zaman,aimsir
628,Tag::N,gün,lá
629,Morgen::N,sabah,maidin
630,Mittag::N,günorta,nóin
631,Abend::N,axşam,tráthnóna
632,Nacht::N,gecə,oíche
633,Woche::N,həftə,seachtain
634,Monat::N,ay,mí
635,Jahr::N,il,bliain
636,Frühling::N,yaz,earrach
637,Frühling::N,bahar,earrach
638,Sommer::N,yay,samhradh
639,Herbst::N,payız,fómhar
640,Winter::N,qış,geimhreadh
641,Januar::N,Janvar,Eanáir
642,Februar::N,Fevral,Feabhra
643,März::N,Mart,Márta
644,April::N,Aprel,Aibreán
645,Mai::N,May,Bealtaine
646,Juni::N,İyun,Meitheamh
647,Juli::N,İyul,Iúil
648,August::N,Avqust,Lúnasa
649,September::N,Sentyabr,Meán Fómhair
650,Oktober::N,Oktyabr,Deireadh Fómhair
651,November::N,Noyabr,Samhain
652,November::N,Noyabr,Mí na Samhna
653,Dezember::N,Dekabr,Mí na Nollag
654,Montag::N,bazar ertəsi,Luan
655,Montag::N,bazar ertəsi,Dé Luain
656,Dienstag::N,çərşənbə axşamı,Máirt
657,Dienstag::N,çərşənbə axşamı,Dé Máirt
658,Mittwoch::N,çərşənbə,Céadaoin
659,Mittwoch::N,çərşənbə,Dé Céadaoin
660,Donnerstag::N,cüme axşamı,Déardaoin
661,Freitag::N,cüme,Aoine
662,Freitag::N,cüme,Dé hAoine
663,Samstag::N,şənbə,Satharn
664,Samstag::N,şənbə,Dé Sathairn
665,Sonntag::N,bazar,Domhnach
666,Sonntag::N,bazar,Dé Domhnaigh
667,groß::A,böyük,mór
668,klein::A,kiçik,beag
669,lang::A,uzun,fada
670,kurz::A,qısa,gearr
671,kurz::A,qısa,gairid
672,breit::A,enli,leathan
673,breit::A,enli,fairsing
674,breit::A,geniş,leathan
675,breit::A,geniş,fairsing
676,schmal::A,dar,cúng
677,dicht::A,sıx,dlúth
678,dick[Gegenstand]::A,qalın,tiubh
679,dünn::A,nazik,caol
680,dünn::A,nazik,tanaí
681,fein::A,incə,scáinte
682,fein::A,incə,fíneálta
683,fest::A,bərk,daingean
684,fest::A,möhkəm,daingean
685,flach::A,düz,cothrom
686,glatt::A,hamar,mín
687,glatt::A,hamar,sleamhain
688,hart::A,sərt,crua
689,weich::A,yumşaq,bog
690,rund::A,yuvarlaq,cruinn
691,spitz::A,uclu,gobach
692,spitz::A,uclu,biorach
693,spitz::A,sivri,gobach
694,spitz::A,sivri,biorach
695,scharf::A,kəskin,géar
696,scharf::A,kəskin,faobhrach
697,stumpf::A,küt,maol
698,schwer::A,ağır,trom
699,schön::A,gözəl,álainn
700,schön::A,gəşəng,álainn
701,heiß::A,isti,te
702,warm::A,ilıq,te
703,kalt::A,soyuq,fuar
704,kühl::A,sərin,fionnuar
705,frisch::A,təzə,úr
706,frisch::A,təzə,friseáilte
707,feucht::A,nəm,tais
708,nass::A,yaş,fliuch
709,trocken::A,quru,tirim
710,voll::A,dolu,lán
711,leer::A,boş,folamh
712,offen::A,açıq,oscailte
713,geschlossen::A,qapalı,dúnta
714,geschlossen::A,qapalı,druidte
715,sauber::A,təmiz,glan
716,schmutzig::A,kirli,salach
717,roh::A,çiy,amh
718,reif::A,yetişmiş,aibí
719,lecker::A,dadlı,blasta
720,lecker::A,ləzzətli,blasta
721,süß::A,şirin,milis
722,bitter::A,acı,searbh
723,sauer::A,turş,géar
724,sauer::A,turş,searbh
725,hell::A,aydın,geal
726,hell::A,aydın,soilseach
727,dunkel::A,qaranlıq,dorcha
728,schwarz::A,qara,dubh
729,weiß::A,ağ,bán
730,rot::A,qırmızı,dearg
731,gelb::A,sarı,buí
732,blau::A,göy,gorm
733,blau::A,mavi,gorm
734,grün::A,yaşıl,glas
735,grün::A,yaşıl,uaine
736,grau::A,boz,liath
737,bunt::A,əlvan,ildathach
738,bunt::A,əlvan,dathannach
739,bunt::A,rəngli,ildathach
740,bunt::A,rəngli,dathannach
741,billig::A,ucuz,saor
742,teuer::A,bahalı,daor
743,teuer::A,bahalı,costasach
744,wertvoll::A,qiymətli,luachmhar
745,blind::A,kor,dall
746,blind::A,kor,caoch
747,taub::A,kar,bodhar
748,kräftig::A,güclü,cumhachtach
749,stark::A,qüvvətli,tréan
750,stark::A,qüvvətli,láidir
751,schwach::A,zəif,lag
752,schwach::A,zəif,fann
753,schwach::A,gücsüz,lag
754,schwach::A,gücsüz,fann
755,fett::A,şişman,ramhar
756,schlank::A,zərif,caol
757,schlank::A,zərif,seang
758,hübsch::A,göyçək,álainn
759,hübsch::A,göyçək,dathúil
760,böse::A,fəna,olc
761,dumm::A,axmaq,dúr
762,dumm::A,axmaq,amaideach
763,faul::A,tənbəl,falsa
764,faul::A,tənbəl,leisciúil
765,fleißig::A,çalışqan,dícheallach
766,geizig::A,xəsis,barainneach
767,geizig::A,xəsis,sprionlaithe
768,klug::A,ağıllı,cliste
769,geschickt::A,bacarıqlı,oilte
770,geschickt::A,bacarıqlı,ealaíonta
771,lieb::A,əziz,dil
772,lieb::A,əziz,dílis
773,lieb::A,sevimli,dil
774,lieb::A,sevimli,dílis
775,lustig::A,məzəli,aerach
776,lustig::A,məzəli,meidhreach
777,lustig::A,gülməli,aerach
778,lustig::A,gülməli,meidhreach
779,sanft::A,mülayim,bog
780,sanft::A,mülayim,séimh
781,hungrig::A,ac,ocrach
782,krank::A,xəstə,tinn
783,krank::A,xəstə,breoite
784,nackt::A,çılpaq,nocht
785,traurig::A,qəmgin,brónach
786,traurig::A,kədərli,brónach
787,lebendig::A,canlı,beo
788,gut::A,yaxşı,maith
789,schlecht::A,pis,dona
790,schlecht::A,pis,droch-
791,richtig::A,doğru,ceart
792,schlimm::A,fəna,gránna
793,schlimm::A,fəna,tubaisteach
794,wahr::A,gərçək,fíor
795,alt::A,əski,sean
796,alt::A,köhnə,sean
797,neu::A,yeni,úr
798,neu::A,yeni,nua
799,ehemalig::A,əvvəlki,iar-
800,ehemalig::A,əvvəlki,sean-
801,alt[Lebewesen]::A,qoca,sean
802,alt[Lebewesen]::A,qoca,aosta
803,jung::A,gənc,óg
