,Concept_ID,lez,sk
80,Wolke::N,циф,mračno
81,Regen::N,марф,dážď
82,Schnee::N,жив,sneh
83,Eis::N,мурк,ľad
84,Frost::N,аяз,mráz
85,Kälte::N,мекь,zima
86,Kälte::N,мекь,chlad
87,Kälte::N,мекьивал,zima
88,Kälte::N,мекьивал,chlad
89,Hitze::N,зегьем,horúčava
90,Raureif::N,къирав,srieň
91,Raureif::N,къирав,inovať
92,Regenbogen::N,яргъируш,dúha
93,Donner::N,цавун ван,hrom
94,Tropfen::N,стӏал,kvapka
95,Schaum::N,каф,pena
96,Schmutz::N,чирк,špina
97,Schmutz::N,чирк,nečistota
98,Schmutz::N,кьуруш,špina
99,Schmutz::N,кьуруш,nečistota
100,See::N,вир,jazero
101,Sumpf::N,уьлен,bahno
102,Wiese::N,векь,lúka
103,Wald::N,там,les
104,Wald::N,там,hora
105,Hügel::N,кӏунтӏ,vŕšok
106,Anhöhe::N,тепе,výšina
107,Anhöhe::N,тепе,vyvýšenina
108,Anhöhe::N,гьуьндуьрвал,výšina
109,Anhöhe::N,гьуьндуьрвал,vyvýšenina
110,Berg::N,дагъ,hora
111,Gipfel::N,кӏукӏ,vrchol
112,Höhle::N,кьветӏ,jaskyňa
113,Abhang::N,гуьне,úbočie
114,Quelle::N,чешме,prameň
115,Bach::N,булах,potok
116,Fluss::N,вацӏ,rieka
117,Ufer::N,къерех,breh
118,Küste::N,къерех,pobrežie
119,Festland::N,кьурамат,pevnina
120,Meer::N,гьуьл,more
121,Bucht::N,бухта,záliv
122,Bucht::N,бухта,zátoka
123,Insel::N,остров,ostrov
124,Blume::N,цуьк,kvet
125,Blume::N,цуьк,kvetina
126,Gras::N,хъач,tráva
127,Wurzel::N,дувул,koreň
128,Baum::N,ттар,strom
129,Stamm::N,тан,kmeň
130,Rinde::N,чкал,kôra
131,Ast::N,тӏур,konár
132,Zweig::N,хел,vetva
133,Blatt::N,пеш,list
134,Birke::N,верх,breza
135,Kiefer[Baum]::N,шамагъаж,sosna
136,Kiefer[Baum]::N,шамагъаж,borovica
137,Weide[Baum]::N,цӏвелин ттар,vŕba
138,Tanne::N,ель,jedľa
139,Horn::N,карч,roh
140,Feder::N,цӏакул,pero
141,Fell::N,хам,koža
142,Fell::N,хам,kožušina
143,Flügel::N,лув,krídlo
144,Klaue::N,къармах,paznecht
145,Kralle::N,пац,pazúr
146,Kralle::N,тапас,pazúr
147,Schwanz::N,ттум,chvost
148,Ei::N,кака,vajce
149,Ei::N,кака,vajíčko
150,Nest::N,муг,hniezdo
151,Bau::N,тӏеквен,nora
152,Tier::N,гьайван,zviera
153,Herde::N,суьруь,stádo
154,Kuh::N,ккал,krava
155,Bulle::N,яц,býk
156,Bulle::N,бугъа,býk
157,Pferd::N,балкӏан,kôň
158,Schaf::N,хеб,ovca
159,Schwein::N,вак,sviňa
160,Hund::N,кицӏ,pes
161,Katze::N,кац,mačka
162,Bär::N,сев,medveď
163,Eichhörnchen::N,белка,veverička
164,Elch::N,лось,los
165,Fuchs::N,сикӏ,líška
166,Hase::N,къуьр,zajac
167,Maus::N,кьиф,myš
168,Wolf::N,жанавур,vlk
169,Vogel::N,луван ничхир,vták
170,Schwarm::N,луж,roj
171,Huhn::N,верч,kurča
172,Huhn::N,верч,sliepka
173,Hahn::N,кӏек,kohút
174,Gans::N,къаз,hus
175,Adler::N,лекь,orol
176,Ente::N,пӏатӏ,kačka
177,Ente::N,пӏатӏ,kačica
178,Eule::N,тӏиб,sova
179,Kranich::N,дурна,žeriav
180,Krähe::N,къаргъа,vrana
181,Kuckuck::N,кукупӏ,kukučka
182,Schwan::N,къугь,labuť
183,Fisch::N,гъед,ryba
184,Barsch::N,окунь,ostriež
185,Hecht::N,щука,šťuka
186,Schlange[Tier]::N,илан,had
187,Schlange[Tier]::N,гъуьлягъ,had
188,Wurm::N,квак,červ
189,Spinne::N,хуьшрекан,pavúk
190,Ameise::N,цегв,mravec
191,Laus::N,нет,voš
192,Mücke::N,ветӏ,komár
193,Fliege::N,тӏветӏ,mucha
194,Schmetterling::N,чепелукь,motýľ
195,Beere::N,куьлуь емиш,bobuľa
196,Apfel::N,ич,jablko
197,Pilz::N,къарникъуз,hríb
198,Zwiebel::N,чичӏек,cibuľa
199,Saat::N,тумар,osivo
200,Korn::N,твар,zrno
201,Heu::N,векь,seno
202,Heu::N,векьер,seno
203,Schale::N,пириш,šupa
204,Schale::N,пириш,škrupina
205,Schale::N,хъуьруьш,šupa
206,Schale::N,хъуьруьш,škrupina
207,Grube::N,фур,jama
208,Falle::N,ракьар,pasca
209,Falle::N,ракьар,klepec
210,Schlinge::N,гьалкъа,slučka
211,Spur::N,гел,stopa
212,Asche::N,руьхъ,popol
213,Dreck::N,чирк,kal
214,Dreck::N,чирк,blato
215,Dreck::N,кьуруш,kal
216,Dreck::N,кьуруш,blato
217,Eisen::N,ракь,železo
218,Gold::N,алтун,zlato
219,Silber::N,гимиш,striebro
220,Kohle::N,цӏивин,uhlie
221,Glas::N,шуьше,sklo
222,Lehm::N,ччеб,íl
223,Lehm::N,ччеб,hlina
224,Sand::N,къум,piesok
225,Mensch::N,инсан,človek
226,Mann::N,итим,muž
227,Mann::N,итим,chlap
228,Frau::N,паб,žena
229,Frau::N,дишегьли,žena
230,Kind::N,аял,dieťa
231,Junge::N,гада,chlapec
232,Mädchen::N,руш,dievka
233,Familie::N,хзан,rodina
234,Familie::N,килфет,rodina
235,Großvater::N,чӏехи буба,dedo
236,Großvater::N,чӏехи буба,starý otec
237,Großmutter::N,чӏехи диде,babička
238,Großmutter::N,чӏехи диде,stará mať
239,Eltern::N,диде-буба,rodičia
240,Vater::N,буба,otec
241,Mutter::N,диде,mať
242,Mutter::N,диде,matka
243,Sohn::N,хва,syn
244,Tochter::N,руш,dcéra
245,Bruder::N,стха,brat
246,Schwester::N,вах,sestra
247,Onkel::N,ими,ujo
248,Onkel::N,ими,strýko
249,Onkel::N,халу,ujo
250,Onkel::N,халу,strýko
251,Tante::N,эме,teta
252,Tante::N,эме,tetka
253,Tante::N,хала,teta
254,Tante::N,хала,tetka
255,Ehemann::N,гъуьл,muž
256,Ehemann::N,гъуьл,manžel
257,Ehefrau::N,паб,žena
258,Ehefrau::N,паб,manželka
259,Freude::N,шадвал,radosť
260,Gelächter::N,хъвер,smiech
261,Glück::N,бахт,šťastie
262,Kummer::N,дерт,žiaľ
263,Kummer::N,дерт,zármutok
264,Kummer::N,хажалат,žiaľ
265,Kummer::N,хажалат,zármutok
266,Wunsch::N,мурад,prianie
267,Lust::N,гьевес,chuť
268,Geist::N,руьгь,duch
269,Gedanke::N,фикир,myšlienka
270,Verstand::N,акьул,rozum
271,Sinn::N,мана,zmysel
272,Grund::N,себеб,dôvod
273,Grund::N,себеб,príčina
274,Wahrheit::N,керчек,pravda
275,Wahrheit::N,гьакъикъат,pravda
276,Gespräch::N,ихтилат,reč
277,Gespräch::N,ихтилат,rozhovor
278,Märchen::N,мах,rozprávka
279,Erzählung::N,кьиса,poviedka
280,Nachricht::N,хабар,správa
281,Neuigkeit::N,цӏийи хабар,novinka
282,Name::N,тӏвар,meno
283,Rätsel::N,мискӏал,záhada
284,Rätsel::N,мискӏал,hádanka
285,Rede::N,рахун,reč
286,Sprache::N,чӏал,reč
287,Sprache::N,чӏал,jazyk
288,Stimme::N,ван,hlas
289,Wort::N,гаф,slovo
290,Zeichen::N,ишара,znak
291,Ruf::N,эвер,volanie
292,Ruf::N,эвер,zavolanie
293,Lärm::N,ван-сес,hluk
294,Lärm::N,ван-сес,hurhaj
295,Laut::N,ван,zvuk
296,Laut::N,сес,zvuk
297,Ton::N,ван-сес,tón
298,Ton::N,ван-сес,zvuk
299,Lied::N,мани,pieseň
300,Ruhe::N,ласвал,pokoj
301,Ruhe::N,фаракъат,pokoj
302,Ruhe::N,асайиш,pokoj
303,Leute::N,инсанар,ľudia
304,Volk::N,халкь,ľud
305,Volk::N,халкь,národ
306,Arbeit::N,кӏвалах,práca
307,Arbeit::N,кӏвалах,robota
308,Gast::N,мугьман,hosť
309,Geschenk::N,савкьат,dar
310,Spiel::N,къугъун,hra
311,Gesellschaft::N,жемят,spoločnosť
312,Gesellschaft::N,общество,spoločnosť
313,Hilfe::N,куьмек,pomoc
314,Freund::N,дуст,priateľ
315,Kamerad::N,яр-дуст,kamarát
316,Angelegenheit::N,кар,vec
317,Angelegenheit::N,кар,záležitosť
318,Anzahl::N,сан,počet
319,Anzahl::N,сан,množstvo
320,Anzahl::N,кьадар,počet
321,Anzahl::N,кьадар,množstvo
322,Art::N,жуьре,druh
323,Stück::N,кӏус,kus
324,Stück::N,кӏус,kúsok
325,Teil::N,пай,časť
326,Hälfte::N,зур,polka
327,Hälfte::N,зур,polovica
328,Hälfte::N,зур пай,polka
329,Hälfte::N,зур пай,polovica
330,Kreis::N,круг,kruh
331,Kreis::N,чкаяр,kruh
332,Kreis::N,элкъвей цӏар,kruh
333,Kreuz::N,хаш,kríž
334,Linie::N,цӏар,línia
335,Strich::N,цӏар,čiara
336,Abstand::N,ара,vzdialenosť
337,Entfernung::N,мензил,vzdialenosť
338,Gegend::N,чка,kraj
339,Gegend::N,чка,krajina
340,Platz::N,ара,miesto
341,Ort::N,чка,miesto
342,Seite::N,пад,bok
343,Seite::N,пад,strana
344,Mitte::N,юкь,stred
345,Gegenstand::N,затӏ,predmet
346,Sache::N,шей,vec
347,Sache::N,затӏ,vec
348,Rand::N,къерех,kraj
349,Rand::N,къерех,okraj
350,Kante::N,син,hrana
351,Ecke::N,пӏипӏ,roh
352,Spitze::N,кӏвенкӏв,hrot
353,Spitze::N,кӏвенкӏв,špička
354,Ende::N,кьил,koniec
355,Loch::N,тӏеквен,diera
356,Winkel::N,пӏипӏ,kút
357,Muster::N,гишир,vzor
358,Muster::N,гишир,vzorka
359,Größe::N,кьадар,veľkosť
360,Länge::N,яргъивал,dĺžka
361,Höhe::N,кьакьанвал,výška
362,Gewicht::N,заланвал,váha
363,Menge::N,кьадар,množstvo
364,Haufen::N,хара,hŕba
365,Reihe::N,жерге,rad
366,Boot::N,луьткве,čln
367,Ruder::N,кьусу,veslo
368,Schlitten::N,гъелерар,sane
369,Lagerfeuer::N,цӏай,táborák
370,Last::N,заланвал,ťarcha
371,Last::N,заланвал,bremeno
372,Gang::N,ериш,chôdza
373,Schritt::N,къадам,krok
374,Norden::N,кефер,sever
375,Norden::N,кефер пад,sever
376,Süden::N,кьибле,juh
377,Westen::N,рагъакӏидай пад,západ
378,Osten::N,рагъэкъечӏдай пад,východ
379,Holz::N,кӏарас,drevo
380,Brett::N,кьул,doska
381,Brett::N,тахта,doska
382,Stütze::N,даях,opora
383,Stange::N,юрк,tyč
384,Stock::N,лаш,palica
385,Stab::N,юрк,palica
386,Rohr::N,турба,rúra
387,Haus::N,ужагъ,dom
388,Heim::N,кӏвал,domov
389,Ofen::N,пич,pec
390,Ofen::N,пич,kachle
391,Fußboden::N,кӏвалин ччил,dlážka
392,Fußboden::N,кӏвалин ччил,podlaha
393,Tisch::N,стол,stôl
394,Stuhl::N,стул,stolička
395,Wiege::N,кьеб,kolíska
396,Bett::N,тахт,lôžko
397,Bett::N,тахт,posteľ
398,Regal::N,кьацӏ,regál
399,Regal::N,кьацӏ,polica
400,Kiste::N,ящик,debna
401,Fenster::N,дакӏар,okno
402,Fenster::N,дакӏар,oblok
403,Tür::N,рак,dvere
404,Tor::N,варар,vráta
405,Zaun::N,пару,plot
406,Zaun::N,пару,ohrada
407,Dach::N,къав,krov
408,Dach::N,къав,strecha
409,Leiter::N,гурар,rebrík
410,Leiter::N,гурар,rebrina
411,Besen::N,таран кул,metla
412,Spaten::N,ппер,rýľ
413,Schaufel::N,хекендаз,lopata
414,Gabel::N,шиш,vidlička
415,Löffel::N,тӏур,lyžica
416,Messer::N,чукӏул,nôž
417,Nagel::N,мих,klinec
418,Netz::N,чил,sieť
419,Haken::N,къармах,hák
420,Haken::N,къармах,háčik
421,Griff::N,ттум,rukoväť
422,Schloss::N,куьлег,zámka
423,Bild::N,шикил,obraz
424,Bild::N,суьрет,obraz
425,Figur::N,фигура,figúra
426,Puppe::N,нини,bábka
427,Puppe::N,нини,bábika
428,Beutel::N,тагъар,vrece
429,Beutel::N,тагъар,vrecko
430,Bündel::N,галгам,uzlík
431,Bündel::N,галгам,zväzok
432,Tasche::N,чанта,taška
433,Tasche::N,чанта,kabelka
434,Eimer::N,ведре,vedro
435,Deckel::N,кьил,vrchnák
436,Deckel::N,кьил,pokrývka
437,Deckel::N,къалпагъ,vrchnák
438,Deckel::N,къалпагъ,pokrývka
439,Geschirr::N,къаб-къажах,nádoba
440,Sack::N,чувал,mech
441,Sack::N,чувал,vrece
442,Tasse::N,сукӏра,šálka
443,Topf::N,къажгъан,hrniec
444,Kessel::N,къажгъан,kotol
445,Essen::N,тӏуьн,jedlo
446,Nahrung::N,тӏуьн,strava
447,Nahrung::N,тӏуьн,potrava
448,Speise::N,хуьрек,jedlo
449,Fleisch::N,як,mäso
450,Getreide::N,техил,obilie
451,Brei::N,хапӏа,kaša
452,Brei::N,хешил,kaša
453,Brot::N,фу,chlieb
454,Scheibe::N,чӏук,kotúč
455,Scheibe::N,чӏук,krajec
456,Fett::N,ягълу,tuk
457,Fett::N,ягълу,masť
458,Butter::N,гъери,maslo
459,Öl::N,ягълу,olej
460,Salz::N,кьел,soľ
461,Suppe::N,суп,polievka
462,Suppe::N,шурпа,polievka
463,Honig::N,вирт,med
464,Milch::N,нек,mlieko
465,Tee::N,чай,čaj
466,Leder::N,тумаж,koža
467,Wolle::N,йис,vlna
468,Stoff::N,парча,súkno
469,Nadel::N,раб,ihla
470,Faden::N,гъал,niť
471,Faden::N,гъал,vlákno
472,Knopf::N,дуьгме,gombík
473,Knoten::N,тӏвал,uzol
474,Farbe::N,ранг,farba
475,Kleidung::N,партал,šaty
476,Kleidung::N,партал,šatstvo
477,Hemd::N,перем,košeľa
478,Kragen::N,хев,golier
479,Ärmel::N,хел,rukáv
480,Hose::N,шалвар,nohavice
481,Gürtel::N,чӏул,pás
482,Gürtel::N,чӏул,opasok
483,Mütze::N,бармак,čiapka
484,Mütze::N,бапӏах,čiapka
485,Schuh::N,ботинка,obuv
486,Schuh::N,ботинка,topánka
487,Stiefel::N,чекме,čižma
488,Ring::N,тупӏал,prsteň
489,Band::N,тасма,stuha
490,Kamm::N,регъ,hrebeň
491,Spiegel::N,гуьзгуь,zrkadlo
492,Riemen::N,къайиш,remeň
493,Schnur::N,еб,šnúra
494,Decke::N,яргъан,deka
495,Decke::N,яргъан,prikrývka
496,Kissen::N,хъуьцуьган,poduška
497,Tuch::N,шал,šatka
498,Handtuch::N,дасмал,uterák
499,Kraft::N,гуж,moc
500,Stärke::N,къуват,sila
501,Gesundheit::N,сагъвал,zdravie
502,Krankheit::N,тӏал,nemoc
503,Krankheit::N,тӏал,choroba
504,Schmerz::N,тӏал,bolesť
505,Schmerz::N,тӏарвал,bolesť
506,Wunde::N,хер,rana
507,Fieber::N,ифин,horúčka
508,Arznei::N,дарман,liek
509,Brücke::N,муьгъ,most
510,Brunnen::N,къуй,studňa
511,Weide::N,уьруьш,pastva
512,Pfad::N,рехъ,chodník
513,Weg::N,рехъ,cesta
514,Straße::N,рехъ,hradská
515,Dorf::N,хуьр,dedina
516,Stadt::N,шегьер,mesto
517,Brief::N,кагъаз,list
518,Buch::N,улуб,kniha
519,Buchstabe::N,гьарф,litera
520,Buchstabe::N,гьарф,písmeno
521,Zeitung::N,газета,noviny
522,Leben::N,уьмуьр,život
523,Tod::N,кьиникь,smrť
524,Grab::N,сур,hrob
525,Kirche::N,килиса,kostol
526,Sünde::N,гунагь,hriech
527,Gott::N,аллагь,boh
528,Arbeiter::N,фяле,robotník
529,Arbeiter::N,фяле,pracnovík
530,Chef::N,гьаким,šéf
531,Chef::N,гьаким,riaditeľ
532,Meister::N,устӏар,majster
533,Arzt::N,доктор,lekár
534,Lehrer::N,муаллим,učiteľ
535,Geld::N,пул,peniaze
536,Laden::N,магазин,obchod
537,Preis::N,къимет,cena
538,Ware::N,мал,tovar
539,Ware::N,товар,tovar
540,Nutzen::N,хийир,osoh
541,Nutzen::N,хийир,úžitok
542,Nutzen::N,менфят,osoh
543,Nutzen::N,менфят,úžitok
544,Reichtum::N,девлет,bohatstvo
545,Welt::N,дуьнья,svet
546,Land::N,уьлкве,územie
547,Land::N,уьлкве,krajina
548,Staat::N,пачагьлугъ,štát
549,Staat::N,государство,štát
550,König::N,пачагь,kráľ
551,Macht::N,власть,moc
552,Macht::N,власть,mocnosť
553,Grenze::N,сергьят,hranica
554,Krieg::N,дяве,vojna
555,Feind::N,душман,nepriateľ
556,Gewalt::N,гуж,násilie
557,Kampf::N,женг,boj
558,Bogen[Waffe]::N,чӏемерук,luk
559,Pfeil::N,хьел,šíp
560,Pfeil::N,хьел,strela
561,Gewehr::N,тфенг,puška
562,Fehler::N,гъалатӏ,omyl
563,Fehler::N,гъалатӏ,chyba
564,Lüge::N,ттаб,lož
565,Schaden::N,зиян,ujma
566,Schaden::N,зиян,škoda
567,Schaden::N,зарар,ujma
568,Schaden::N,зарар,škoda
569,Unglück::N,бала,nešťastie
570,Unglück::N,бедбахтвал,nešťastie
571,Schuld::N,тахсир,vina
572,Schuld::N,тахсир,previnenie
573,Alter::N,яш,vek
574,Schluss::N,эхир,záver
575,Schluss::N,эхир,koniec
576,Zeit::N,вяде,čas
577,Tag::N,югъ,deň
578,Morgen::N,пакама,ráno
579,Mittag::N,нисин,poludnie
580,Abend::N,няни,večer
581,Nacht::N,йиф,noc
582,Woche::N,гьафте,týždeň
583,Monat::N,варз,mesiac
584,Jahr::N,йис,rok
585,Frühling::N,гатфар,jar
586,Sommer::N,гад,leto
587,Herbst::N,зул,jeseň
588,Winter::N,кьуьд,zima
589,Januar::N,январь,január
590,Februar::N,февраль,február
591,März::N,март,marec
592,April::N,апрель,apríl
593,Mai::N,май,máj
594,Juni::N,июнь,jún
595,Juli::N,июль,júl
596,August::N,август,august
597,September::N,сентябрь,september
598,Oktober::N,октябрь,október
599,November::N,ноябрь,november
600,Dezember::N,декабрь,december
601,Montag::N,ислен,pondelok
602,Dienstag::N,саласа,utorok
603,Mittwoch::N,арбе,streda
604,Donnerstag::N,хемис югъ,štvrtok
605,Freitag::N,жуьмя,piatok
606,Freitag::N,жуьмя югъ,piatok
607,Samstag::N,киш,sobota
608,Sonntag::N,гьяд,nedeľa
609,groß::A,еке,veľký
610,groß::A,чӏехи,veľký
611,klein::A,гъвечӏи,malý
612,lang::A,яргъи,dlhý
613,kurz::A,куьруь,krátky
614,breit::A,гьяркьуь,široký
615,schmal::A,гуьтӏуь,úzky
616,dicht::A,къалин,hustý
617,dünn::A,кьелечӏ,tenký
618,fein::A,шуькӏуь,jemný
619,fest::A,кӏеви,pevný
620,flach::A,кьулу,rovný
621,flach::A,кьулу,plochý
622,glatt::A,цӏалцӏам,hladký
623,hart::A,кӏеви,tvrdý
624,weich::A,хъуьтуьл,mäkký
625,rund::A,элкъвей,guľatý
626,rund::A,элкъвей,okrúhly
627,spitz::A,хци,končitý
628,scharf::A,хци,ostrý
629,stumpf::A,къуьруь,tupý
630,schwer::A,залан,ťažký
631,schön::A,иер,pekný
632,schön::A,иер,krásny
633,heiß::A,кудай,horúci
634,warm::A,чими,teplý
635,kalt::A,мекьи,studený
636,kühl::A,къайи,chladný
637,frisch::A,таза,svieži
638,frisch::A,михьи,svieži
639,feucht::A,ламу,vlhký
640,feucht::A,ламу,zvlhnutý
641,nass::A,кьежей,mokrý
642,trocken::A,кьуру,suchý
643,voll::A,ацӏай,plný
644,leer::A,буш,prázdny
645,leer::A,ичӏи,prázdny
646,offen::A,ахъа,otvorený
647,geschlossen::A,кӏеви,zavretý
648,sauber::A,михьи,čistý
649,schmutzig::A,чиркин,špinavý
650,schmutzig::A,кьацӏай,špinavý
651,roh::A,чиг,surový
652,roh::A,ицӏи,surový
653,reif::A,дигмиш хьайи,zrelý
654,lecker::A,дадлу,chutný
655,süß::A,ширин,sladký
656,bitter::A,туькьуьл,horký
657,sauer::A,цуру,kyslý
658,hell::A,экуь,jasný
659,hell::A,экуь,svetlý
660,dunkel::A,мичӏи,temný
661,schwarz::A,чӏулав,čierny
662,weiß::A,лацу,biely
663,rot::A,яру,červený
664,gelb::A,хъипи,žltý
665,blau::A,вили,modrý
666,blau::A,вили,belasý
667,grün::A,къацу,zelený
668,grau::A,рехи,šedý
669,bunt::A,цӏару,pestrý
670,bunt::A,яру-цӏару,pestrý
671,billig::A,ужуз,lacný
672,teuer::A,багьа,drahý
673,wertvoll::A,масан,cenný
674,blind::A,буьркьуь,slepý
675,taub::A,биши,hluchý
676,kräftig::A,гужлу,silný
677,stark::A,къуватлу,silný
678,schwach::A,такьатсуз,slabý
679,schwach::A,такьатсуз,bezvládny
680,fett::A,куьк,tučný
681,schlank::A,шумал,štíhly
682,hübsch::A,гуьрчег,šumný
683,hübsch::A,гуьрчег,švárny
684,böse::A,пис,zlý
685,dumm::A,ахмакь,hlúpy
686,faul::A,тенпел,lenivý
687,fleißig::A,сяй ийидай,snaživý
688,fleißig::A,сяй ийидай,usilovný
689,fleißig::A,сяйи ийидай,snaživý
690,fleißig::A,сяйи ийидай,usilovný
691,geizig::A,мискьи,skupý
692,geizig::A,мискьи,lakomý
693,klug::A,акьуллу,múdry
694,klug::A,акьуллу,bystrý
695,geschickt::A,магьир,zručný
696,geschickt::A,магьир,šikovný
697,lieb::A,играми,milý
698,lustig::A,шад,veselý
699,sanft::A,назик,nežný
700,sanft::A,милайим,nežný
701,hungrig::A,гишин,lačný
702,hungrig::A,гишин,hladný
703,krank::A,кефсуз,chorý
704,krank::A,кефсуз,nemocný
705,nackt::A,кьецӏил,nahý
706,traurig::A,пашман,smutný
707,lebendig::A,ччан алай,živý
708,gut::A,хъсан,dobrý
709,gut::A,вижевай,dobrý
710,schlecht::A,пис,zlý
711,richtig::A,дуьз,správny
712,schlimm::A,нифретлу,zlý
713,schlimm::A,нифретлу,nepríjemný
714,wahr::A,гьакъикъи,pravý
715,wahr::A,гьакъикъи,pravdivý
716,alt::A,эски,starý
717,alt::A,куьгьне,starý
718,neu::A,цӏийи,nový
719,ehemalig::A,виликан,bývalý
720,alt[Lebewesen]::A,кьуьзуь,starý
721,jung::A,жегьил,mladý
722,arm::A,кесиб,chudobný
723,reich::A,девлетлу,bohatý
724,bekannt::A,чидай,známy
725,berühmt::A,машгьур,slávny
726,berühmt::A,машгьур,povestný
727,fremd::A,ччара,cudzí
728,verschieden::A,жуьреба-жуьре,rôzny
729,verschieden::A,жуьреба-жуьре,rozličný
730,nah::A,мукьвал,blízky
731,fern::A,яргъал,ďaleký
732,linker::A,чапла,ľavý
733,rechter::A,эрчӏи,pravý
734,anderer::A,маса,iný
735,anderer::A,маса,druhý
736,anderer::A,муькуь,iný
737,anderer::A,муькуь,druhý
738,erster::A,сад лагьай,prvý
739,zweiter::A,кьвед лагьай,druhý
740,dritter::A,пуд лагьай,tretí
741,letzter::A,эхиримжи,ostatný
742,letzter::A,эхиримжи,posledný
743,allein::ADV,кьилди,sám
744,zusammen::ADV,санал,spolu
745,zusammen::ADV,санал,spoločne
746,lange::ADV,яргъалди,dlho
747,plötzlich::ADV,садлагьана,náhle
748,sofort::ADV,гьасятда,hneď
749,sofort::ADV,гьасятда,ihneď
750,später::ADV,гуьгъуьнлай,neskoršie
751,jetzt::ADV,гила,teraz
752,heute::ADV,къе,dnes
753,morgen::ADV,пака,zajtra
754,bald::ADV,мукьва,skoro
755,bald::ADV,мукьвара,skoro
756,dann::ADV,ахпа,nato
757,dann::ADV,ахпа,potom
758,gestern::ADV,накь,včera
759,einst::ADV,садра,kedysi
760,einst::ADV,садра,niekedy
761,damals::ADV,а чӏавуз,vtedy
762,danach::ADV,ахпа,potom
763,danach::ADV,ахпа,podľa toho
764,vorher::ADV,вилик,napred
765,vorher::ADV,вилик,predtým
766,zuerst::ADV,сифте,najprv
767,einmal::ADV,садра,raz
768,einmal::ADV,садра,jedenkrát
769,manchmal::ADV,гагь-гагь,občas
770,manchmal::ADV,гагь-гагь,niekedy
771,oft::ADV,гзаф вахтара,často
772,immer::ADV,гьамиша,vždy
773,immer::ADV,гьамиша,ustavične
774,niemals::ADV,са чӏавузни,nikdy
775,niemals::ADV,са вахтундани,nikdy
776,hier::ADV,ина,tu
777,hierhin::ADV,иниз,sem
778,hierhin::ADV,иниз,tade
779,von hier::ADV,инай,odtiaľto
780,dort::ADV,ана,tam
781,dorthin::ADV,аниз,ta
782,dorthin::ADV,аниз,tam
783,geradeaus::ADV,дуьз,rovno
784,geradeaus::ADV,дуьз,priamo
785,vorwärts::ADV,вилик,napred
786,vorwärts::ADV,виликди,napred
787,rückwärts::ADV,кьулухъ,nazad
788,unten::ADV,агъада,dolu
789,unten::ADV,агъада,naspodku
790,hinab::ADV,агъуз,dolu
791,oben::ADV,винел,hore
792,oben::ADV,винел,navrchu
793,hinauf::ADV,виниз,hore
