,Concept_ID,bn,fa
136,Zweig::N,ডাল,شاخه
137,Blatt::N,পর্ণ,برگ
138,Birke::N,ভুর্জ,غان
139,Kiefer[Baum]::N,পাইন গাছ,کاج
140,Weide[Baum]::N,উইলো,بید
141,Tanne::N,দেবদারূ গাছ,صنوبر
142,Horn::N,শিং,شاخ
143,Feder::N,পালক,پر
144,Fell::N,রোম,خز
145,Flügel::N,ডানা,پر
146,Flügel::N,ডানা,بال
147,Klaue::N,নখর,چنگ
148,Klaue::N,নখর,پنجه
149,Kralle::N,নখর,پنجه
150,Schwanz::N,লেজ,دم
151,Ei::N,ডিম,تخم
152,Nest::N,কুলায়,لانه
153,Bau::N,ডেরা,بنا
154,Bau::N,ডেরা,ساختمان
155,Tier::N,জন্তু,هیوان
156,Herde::N,ঝাঁক,رمه
157,Kuh::N,গোরু,گاو
158,Bulle::N,বৃষ,گاو نر
159,Pferd::N,ঘোড়া,اسب
160,Schaf::N,ভেড়া,گوسفند
161,Schwein::N,শূকর,خوک
162,Hund::N,কুকুর,سگ
163,Katze::N,বেড়াল,گربه
164,Bär::N,ভল্লুক,خرس
165,Eichhörnchen::N,কাঠবিড়াল,سنجاب
166,Elch::N,হরিণবিশেষ,گوزن شمالی
167,Fuchs::N,পাঁতিশিয়াল,روباه
168,Hase::N,শশক,خرگوش
169,Maus::N,নেংটি ইঁদুর,موش
170,Wolf::N,নেকড়ে,گرگ
171,Vogel::N,পক্ষী,پرنده
172,Schwarm::N,ঝাঁক,دسته
173,Huhn::N,মোরগ,مرغ
174,Hahn::N,কুক্কুট,خروس
175,Gans::N,হংসী,غاز
176,Adler::N,ইগল,عقاب
177,Ente::N,হংসী,اردک
178,Ente::N,হংসী,مرغابی
179,Eule::N,পেচক,جغد
180,Kranich::N,সারস,درنا
181,Krähe::N,কাক,زاغ
182,Krähe::N,কাক,کلاغ
183,Kuckuck::N,কোকিল,فاخته
184,Schwan::N,মরাল,قو
185,Fisch::N,মাছ,ماهی
186,Barsch::N,মৎন্যবিশেষ,ماهی خاردار
187,Hecht::N,বানমাছ,اردک ماهی
188,Schlange[Tier]::N,সর্প,مار
189,Wurm::N,কীট,کرم
190,Spinne::N,মাকড়সা,عنکبوت
191,Ameise::N,পিপীলিকা,مورچه
192,Laus::N,উকুন,شپش
193,Mücke::N,মশা,پشه
194,Fliege::N,মাছি,مگس
195,Schmetterling::N,প্রজাপতি,پروانه
196,Beere::N,বেরি,گیله
197,Apfel::N,আপেল,سیب
198,Pilz::N,ছত্রক,قارچ
199,Zwiebel::N,পিয়াজ,پیاز
200,Saat::N,বীজ,بذر
201,Korn::N,শস্য,تخم
202,Korn::N,শস্য,دانه
203,Heu::N,খড়,علف خشک
204,Schale::N,খোসা,پوست
205,Grube::N,গর্ত,گودال
206,Falle::N,ফাঁদ,دام
207,Schlinge::N,পাশ,حلقه
208,Spur::N,চিহ্ন,رد
209,Asche::N,ভস্ম,خاکستر
210,Dreck::N,ময়লা,کثافت
211,Eisen::N,লোহা,آهن
212,Gold::N,স্বর্ণ,زر
213,Gold::N,স্বর্ণ,طلا
214,Silber::N,রৌপ্য,نقره
215,Kohle::N,অঙ্গার,زغال
216,Glas::N,কাচ,شیشه
217,Lehm::N,মৃত্তিকা,گل
218,Sand::N,বালি,شن
219,Sand::N,বালি,ماسه
220,Mensch::N,নর,آدم
221,Mensch::N,নর,انسان
222,Mensch::N,মানুষ,آدم
223,Mensch::N,মানুষ,انسان
224,Mann::N,মানুষ,مرد
225,Frau::N,নারী,زن
226,Kind::N,বাচ্চা,بچه
227,Kind::N,বাচ্চা,کودک
228,Junge::N,ছেলে,پسر
229,Mädchen::N,মেয়ে,دختر
230,Familie::N,পরিবার,فامیل
231,Familie::N,পরিবার,خانواده
232,Großvater::N,মাতামহ,پدربزرگ
233,Großmutter::N,মাতামহী,مادر‌بزرگ
234,Eltern::N,মাতাপিতা,والدین
235,Eltern::N,মাতাপিতা,پدر‌و‌مادر
236,Vater::N,পিতা,پدر
237,Mutter::N,মাতা,مادر
238,Sohn::N,ছেলে,پسر
239,Tochter::N,মেয়ে,دختر
240,Bruder::N,দাদা,برادر
241,Schwester::N,বোন,خواهر
242,Schwester::N,দিদি,خواهر
243,Onkel::N,মামা,عمو
244,Onkel::N,মামা,دایی
245,Tante::N,মাসী,عمه
246,Tante::N,মাসী,خاله
247,Ehemann::N,স্বামী,همسر
248,Ehefrau::N,পত্নী,همسر
249,Freude::N,উল্লাস,شادی
250,Gelächter::N,হাসি,خنده
251,Gelächter::N,হাসি,قاه‌قاه
252,Glück::N,সুখ,اقبال
253,Kummer::N,দুঃখ,غم
254,Kummer::N,দুঃখ,غصه
255,Wunsch::N,আকাঙ্ক্ষা,آرزو
256,Lust::N,বাসনা,هوس
257,Geist::N,আত্না,روح
258,Gedanke::N,চিন্তা,فکر
259,Gedächtnis::N,স্মরণশক্তি,حافظه
260,Verstand::N,মন,هوش
261,Sinn::N,পদার্থ,معنا
262,Sinn::N,পদার্থ,مفهوم
263,Grund::N,কারণ,سبب
264,Grund::N,কারণ,دلیل
265,Wahrheit::N,সত্য,حقیقت
266,Gespräch::N,কথাবার্তা,صحبت
267,Gespräch::N,কথাবার্তা,گفتگو
268,Märchen::N,রূপকথা,قصه
269,Märchen::N,রূপকথা,افسانه
270,Erzählung::N,গল্প,داستان
271,Nachricht::N,তথ্য,خبر
272,Neuigkeit::N,খবরাখবর,خبر تازه
273,Name::N,নাম,اسم
274,Rätsel::N,ধাঁধা,معما
275,Rede::N,বক্তৃতা,سخن
276,Sprache::N,ভাষা,زبان
277,Stimme::N,স্বর,صدا
278,Wort::N,শব্দ,کلمه
279,Zeichen::N,প্রতীক,نشان
280,Zeichen::N,প্রতীক,علامت
281,Ruf::N,ডাক,صدا
282,Lärm::N,হৈচৈ,هیاهو
283,Laut::N,ধ্বনি,صدا
284,Ton::N,স্বর,آهنگ
285,Lied::N,গান,آواز
286,Lied::N,গান,ترانه
287,Ruhe::N,শান্তি,آرامش
288,Leute::N,প্রজাপুঞ্জ,مردم
289,Volk::N,জাতি,خلق
290,Arbeit::N,চাকরি,کار
291,Gast::N,অতিথি,مهمان
292,Geschenk::N,উপহার,هدیه
293,Spiel::N,খেলা,بازی
294,Gesellschaft::N,সঙ্গিগণ,جمعیت
295,Hilfe::N,সাহায্য,کمک
296,Freund::N,বন্ধু,دوست
297,Kamerad::N,সঙ্গী,رفیق
298,Angelegenheit::N,বিষয়,امر
299,Angelegenheit::N,বিষয়,قضیه
300,Anzahl::N,পরিমাণ,عده
301,Anzahl::N,পরিমাণ,شمار
302,Art::N,রকম,نوع
303,Stück::N,টুকরো,تکه
304,Stück::N,টুকরো,قطعه
305,Teil::N,অংশ,بخش
306,Teil::N,অংশ,قسمت
307,Hälfte::N,অর্ধেক,نیم
308,Kreis::N,বৃত্ত,حلقه
309,Kreis::N,বৃত্ত,دایره
310,Kreuz::N,ক্রুশ,صلیب
311,Linie::N,রেখা,خط
312,Linie::N,রেখা,سطر
313,Strich::N,কষি,خط
314,Abstand::N,ফাঁক,فاصله
315,Entfernung::N,ব্যবধান,مسافت
316,Gegend::N,ক্ষেত্র,منطقه
317,Platz::N,জায়গা,گنجایش
318,Ort::N,স্থান,جا
319,Ort::N,স্থান,محل
320,Ort::N,স্থান,مکان
321,Seite::N,পার্শ্ব,طرف
322,Mitte::N,মধ্য,وسط
323,Mitte::N,মধ্য,میان
324,Gegenstand::N,জিনিস,چیز
325,Sache::N,বস্তু,چیز
326,Rand::N,কানা,کنار
327,Rand::N,কানা,حاشیه
328,Kante::N,ধার,لبه
329,Ecke::N,কোণ,گوشه
330,Spitze::N,ডগা,سر
331,Spitze::N,ডগা,نوک
332,Ende::N,প্রান্ত,ته
333,Ende::N,প্রান্ত,آخر
334,Loch::N,গর্ত,سوراخ
335,Winkel::N,কোণ,کنج
336,Muster::N,নমুন্,نقش
337,Größe::N,আয়তন,قد
338,Größe::N,আয়তন,بزرگی
339,Länge::N,দৈর্ঘ্য,طول
340,Höhe::N,উচ্চতা,بلندی
341,Gewicht::N,ওজন,وزن
342,Menge::N,পরিমাণ,مقدار
343,Menge::N,পরিমাণ,اندازه
344,Haufen::N,পুঞ্জ,توده
345,Reihe::N,শ্রেণী,ردیف
346,Boot::N,নৌকা,قایق
347,Ruder::N,দাঁড়,پارو
348,Schlitten::N,স্নেজ্-গাড়ি,سورتمه
349,Ski::N,শী,اسکی
350,Lagerfeuer::N,অগ্নি,آتش
351,Last::N,বোঝা,بار
352,Last::N,বোঝা,سنگینی
353,Gang::N,হণ্টন,راه رفتن
354,Schritt::N,পদ,قدم
355,Norden::N,উত্তরদিক্,شمال
356,Süden::N,দক্ষিণদিক,جنوب
357,Westen::N,পশ্চিমদিক্,غرب
358,Osten::N,পূর্বদিক,شرق
359,Holz::N,কাঠ,چوب
360,Brett::N,তক্তা,تخته
361,Platte::N,ফলক,صفحه
362,Stütze::N,নাগদণ্ড,تکیه
363,Stange::N,দণ্ড,میله
364,Stock::N,ছড়ি,چوب
365,Stab::N,যষ্টি,عصا
366,Rohr::N,নল,لوله
367,Haus::N,ঘর,منزل
368,Heim::N,বাসা,خانه
369,Heim::N,বাসা,کاشانه
370,Ofen::N,স্টোভ্,بخاری
371,Fußboden::N,গহতল,کف اتاق
372,Tisch::N,মেজ,میز
373,Tisch::N,টেবিল,میز
374,Stuhl::N,চেয়ার,صندلی
375,Stuhl::N,কেদারা,صندلی
376,Wiege::N,দোলনা,گهواره
377,Bett::N,শয্যা,تختخواب
378,Regal::N,তাক,قفسه
379,Kiste::N,বাক্স,صندوق
380,Fenster::N,জানালা,پنجره
381,Tür::N,দ্বার,در
382,Tür::N,দ্বার,درب
383,Tor::N,দ্বার,دروازه
384,Zaun::N,বেড়া,حصار
385,Dach::N,ছাদ,بام
386,Leiter::N,মই,نردبان
387,Besen::N,গুল্মবিশেষ,جارو
388,Spaten::N,কোদাল,بیل
389,Schaufel::N,বেলচা,بیل
390,Schaufel::N,বেলচা,پارو
391,Gabel::N,কাঁটা,چنگال
392,Löffel::N,চামচ,قاشق
393,Messer::N,ছুরি,کارد
394,Nagel::N,পেরেক,میخ
395,Netz::N,জাল,تور
396,Netz::N,জাল,شبکه
397,Haken::N,কাচি,قلاب
398,Griff::N,হাতল,دسته
399,Schloss::N,তালা,قفل
400,Bild::N,ছবি,عکس
401,Bild::N,ছবি,تصویر
402,Bild::N,চিত্র,عکس
403,Bild::N,চিত্র,تصویر
404,Figur::N,আকার,تندیس
405,Puppe::N,পুতুল,عروسک
406,Beutel::N,বটুয়া,کیسه
407,Bündel::N,আঁটি,بسته
408,Tasche::N,থলি,کیف
409,Eimer::N,বাল্তি,سطل
410,Deckel::N,আবরণ,در
411,Geschirr::N,থালা-বাসন,ظرف
412,Sack::N,বস্তা,گونی
413,Tasse::N,কাপ,فنجان
414,Topf::N,পাত্র,دیگ
415,Topf::N,পাত্র,قابلمه
416,Kessel::N,কেটলি,دیگ
417,Essen::N,আহার,خوراک
418,Nahrung::N,খাদ্য,غذا
419,Speise::N,খাদ্য,خوراک
420,Fleisch::N,মাংস,گوشت
421,Getreide::N,শস্য,غله
422,Brei::N,মণ্ড,فرنی
423,Brei::N,মণ্ড,حریره
424,Brot::N,রুটি,نان
425,Scheibe::N,ফালি,قاچ
426,Scheibe::N,ফালি,لزگه
427,Fett::N,মেদ,چربی
428,Butter::N,মাখন,کره
429,Öl::N,তৈল,روغن
430,Salz::N,নুন,نمک
431,Suppe::N,শুরুয়া,آش
432,Suppe::N,শুরুয়া,سوپ
433,Honig::N,মধু,عسل
434,Milch::N,দুধ,شیر
435,Tee::N,চা,چای
436,Leder::N,পাকা চামড়া,چرم
437,Wolle::N,পশম,پشم
438,Stoff::N,বস্ত্র,پارچه
439,Nadel::N,সুচ,سوزن
440,Faden::N,সূত্র,نخ
441,Knopf::N,বোতাম,دکمه
442,Knoten::N,গিঁট,گره
443,Farbe::N,রং,رنگ
444,Kleidung::N,কাপড়,لباس
445,Kleidung::N,কাপড়,پوشاک
446,Hemd::N,শার্ট,پیراهن
447,Kragen::N,গলবন্ধ,یقه
448,Ärmel::N,আস্তিন্,آستین
449,Hose::N,ট্রাউজার,شلوار
450,Gürtel::N,কটিবন্ধ,کمر‌بند
451,Mütze::N,টুপি,کلاه
452,Schuh::N,জুতো,کفش
453,Stiefel::N,বুট,چکمه
454,Ring::N,আংটি,حلقه
455,Ring::N,আংটি,انگشتر
456,Band::N,ফিতা,نوار
457,Band::N,ফিতা,روبان
458,Kamm::N,চিরুনি,شانه
459,Spiegel::N,আয়না,آینه
460,Riemen::N,চাবুক,تسمه
461,Schnur::N,দড়ি,ریسمان
462,Leine::N,শিকল,قلاده
463,Decke::N,কম্বল,پتو
464,Kissen::N,উপাধান,بالش
465,Tuch::N,বস্ত্র,شال
466,Handtuch::N,তোয়ালে,حوله
467,Kraft::N,জোর,نیرو
468,Stärke::N,শক্তি,زور
469,Gesundheit::N,স্বাস্থ্য,سلامتی
470,Gesundheit::N,স্বাস্থ্য,تندرستی
471,Krankheit::N,অসুখ,بیماری
472,Krankheit::N,ব্যামো,بیماری
473,Schmerz::N,যন্ত্রণা,درد
474,Wunde::N,ক্ষত,زخم
475,Fieber::N,জ্বর,تب
476,Arznei::N,ঔষধ,دارو
477,Brücke::N,সেতু,پل
478,Brunnen::N,কূপ,چاه
479,Weide::N,পশুচারণভূমি,چراگاه
480,Pfad::N,পথ,راه
481,Weg::N,পথ,راه
482,Weg::N,পথ,طریق
483,Straße::N,রাস্তা,راه
484,Straße::N,রাস্তা,جاده
485,Dorf::N,গ্রাম,ده
486,Dorf::N,গ্রাম,روستا
487,Stadt::N,শহর,شهر
488,Brief::N,চিঠি,نامه
489,Buch::N,বই,کتاب
490,Buchstabe::N,অক্ষর,حرف
491,Zeitung::N,সংবাদপত্র,روزنامه
492,Leben::N,জীবন,عمر
493,Leben::N,জীবন,زندگی
494,Tod::N,মৃত্যু,مرگ
495,Grab::N,কবর,گور
496,Grab::N,কবর,مزار
497,Kirche::N,গির্জা,کلیسا
498,Sünde::N,পাপ,بزه
499,Sünde::N,পাপ,گناه
500,Gott::N,দেবতা,خدا
501,Arbeiter::N,শ্রমিক,کارگر
502,Chef::N,নেতা,رئیس
503,Meister::N,ব্যক্তি,استاد
504,Arzt::N,চিকিৎসক,پزشک
505,Lehrer::N,অধ্যাপক,معلم
506,Lehrer::N,অধ্যাপক,آموزگار
507,Geld::N,মুদ্রা,پول
508,Geld::N,টাকাপয়সা,پول
509,Geschäft::N,ব্যস্ততা,کار
510,Geschäft::N,ব্যস্ততা,بیزنس
511,Laden::N,দোকান,دکان
512,Laden::N,দোকান,مغازه
513,Preis::N,মূল্য,بها
514,Preis::N,মূল্য,قیمت
515,Ware::N,পণ্যদ্রব্য,جنس
516,Ware::N,পণ্যদ্রব্য,کالا
517,Nutzen::N,সুবিধা,مزیت
518,Nutzen::N,সুবিধা,امتیاز
519,Reichtum::N,ধনদৌলত,مال
520,Reichtum::N,ধনদৌলত,ثروت
521,Welt::N,জগৎ,دنیا
522,Land::N,খেত,کشور
523,Land::N,খেত,مملکت
524,Staat::N,রাষ্ট্র,دولت
525,König::N,রাজা,شاه
526,König::N,রাজা,پادشاه
527,Macht::N,প্রভাব,قدرت
528,Macht::N,প্রভাব,اختیار
529,Grenze::N,সীমা,مرز
530,Krieg::N,যুদ্ধ,جنگ
531,Feind::N,শত্রু,دشمن
532,Gewalt::N,জোর,زور
533,Gewalt::N,জোর,خشونت
534,Kampf::N,লড়াই,نبرد
535,Kampf::N,লড়াই,مبارزه
536,Bogen[Waffe]::N,ধনুক,کمان
537,Pfeil::N,বাণ,تیر
538,Gewehr::N,বন্দুক,تفنگ
539,Fehler::N,ভুল,غلط
540,Fehler::N,ভুল,اشتباه
541,Lüge::N,মিথ্যা,دروغ
542,Schaden::N,ক্ষতি,آسیب
543,Schaden::N,ক্ষতি,خسارت
544,Unglück::N,দুর্ভাগ্য,بلا
545,Schuld::N,অপরাধ,گناه
546,Schuld::N,অপরাধ,تقصیر
547,Alter::N,আয়ু,سن
548,Alter::N,আয়ু,عمر
549,Schluss::N,শেষ,انتها
550,Zeit::N,সময়,وقت
551,Zeit::N,সময়,زمان
552,Tag::N,দিন,روز
553,Morgen::N,সকাল,صبح
554,Mittag::N,মধ্যাহু,ظهر
555,Abend::N,সন্ধ্যা,شب
556,Abend::N,সন্ধ্যা,عصر
557,Nacht::N,রাত্রি,شب
558,Woche::N,সপ্তাহ,هفته
559,Monat::N,মাস,ماه
560,Jahr::N,সৌরবর্ষ,سال
561,Frühling::N,বসন্তকাল,بهار
562,Sommer::N,গ্রীষ্মকাল,تابستان
563,Herbst::N,শরংঋতু,پاییز
564,Winter::N,শীতকাল,زمستان
565,Januar::N,জানুয়ারী,ژانویه
566,Februar::N,ফেব্রুয়ারী,فوریه
567,März::N,মার্চ,مارس
568,April::N,এপ্রিল,آوریل
569,Mai::N,মে,مه
570,Juni::N,জুন,ژوئن
571,Juli::N,জুলাই,ژویه
572,August::N,অগাস্ট,اوت
573,September::N,সেপ্টেম্বর,سپتامبر
574,Oktober::N,অক্টোবর,اکتبر
575,November::N,নভেম্বর,نوامبر
576,Dezember::N,ডিসেম্বর,دسامبر
577,Montag::N,সোমবার,دو‌شنبه
578,Dienstag::N,মঙ্গলবার,سه‌شنبه
579,Mittwoch::N,বুধবার,چهار‌شنبه
580,Donnerstag::N,বৃহম্পতিবার,پنج شنبه
581,Freitag::N,শুক্রবার,جمعه
582,Samstag::N,শনিবার,شنبه
583,Sonntag::N,রবিবার,یکشنبه
584,groß::A,বৃহৎ,بزرگ
585,klein::A,ছোট,کوچک
586,lang::A,দীর্ঘ,بلند
587,kurz::A,খর্ব,کوتاه
588,kurz::A,হ্রস্ব,کوتاه
589,breit::A,চওড়া,پهن
590,schmal::A,সরু,تنگ
591,schmal::A,সরু,نازک
592,dicht::A,ঘন,چگال
593,dicht::A,ঘন,انبوه
594,dick[Gegenstand]::A,পুরু,ضخیم
595,dünn::A,কৃশ,نازک
596,fein::A,সূক্ষ্ম,ریز
597,fein::A,সূক্ষ্ম,باریک
598,fest::A,দৃঢ়,محکم
599,flach::A,সমতল,صاف
600,flach::A,সমতল,مسطح
601,glatt::A,মসৃণ,لیز
602,hart::A,শক্ত,سفت
603,weich::A,নরম,نرم
604,weich::A,নরম,ملایم
605,rund::A,গোলাকার,گرد
606,spitz::A,তীক্ষ্ন,تیز
607,spitz::A,তীক্ষ্ন,نوک‌تیز
608,scharf::A,শাণিত,تیز
609,scharf::A,শাণিত,برنده
610,stumpf::A,ভোঁতা,کند
611,schwer::A,ভারী,سنگین
612,schön::A,সুন্দর,زیبا
613,heiß::A,গরম,داغ
614,warm::A,ঈষদুষ্ণ,گرم
615,kalt::A,ঠাণ্ডা,سرد
616,kühl::A,শীতল,خنک
617,frisch::A,তাজা,تازه
618,feucht::A,ভিজা,مرطوب
619,nass::A,ভিজা,تر
620,nass::A,ভিজা,خیش
621,trocken::A,শুষ্ক,خشک
622,voll::A,পূর্ণ,پر
623,leer::A,খালি,خالی
624,offen::A,খোলা,باز
625,geschlossen::A,বন্ধ,بسته
626,sauber::A,নির্মল,پاک
627,sauber::A,নির্মল,تمیز
628,schmutzig::A,নোংরা,کثیف
629,schmutzig::A,নোংরা,آلوده
630,roh::A,কাঁচা,خام
631,reif::A,পাকা,رسیده
632,lecker::A,সুস্বাদ,لذیذ
633,lecker::A,সুস্বাদ,خوشمزه
634,süß::A,মিষ্ট,شیرین
635,bitter::A,তিক্ত,تلخ
636,sauer::A,টক,ترش
637,hell::A,উজ্জ্বল,روشن
638,dunkel::A,অন্ধকারময়,تاریک
639,schwarz::A,কালো,سیاه
640,weiß::A,সাদা,سفید
641,rot::A,লাল,سرخ
642,rot::A,লাল,قرمز
643,gelb::A,হলদে,زرد
644,blau::A,নীল,آبی
645,grün::A,সবুজ,سبز
646,grau::A,ছাই-রঙা,طوسی
647,grau::A,ছাই-রঙা,خاکستری
648,bunt::A,রঙিন,رنگارنگ
649,billig::A,সস্তা,ارزان
650,teuer::A,আক্রা,گران
651,wertvoll::A,মহার্ঘ,قیمتی
652,wertvoll::A,মহার্ঘ,گرانبها
653,blind::A,কানা,کور
654,blind::A,কানা,نابینا
655,taub::A,বধির,کر
656,taub::A,বধির,ناشنوا
657,kräftig::A,বিশাল,قوی
658,stark::A,শক্তিশালী,قوی
659,stark::A,শক্তিশালী,نیرومند
660,schwach::A,দুর্বল,ضعیف
661,fett::A,মোটা,چرب
662,schlank::A,কৃশ,باریک‌اندام
663,hübsch::A,সুন্দর,قشنگ
664,hübsch::A,সুন্দর,خوشگل
665,böse::A,খারাপ,بد
666,dumm::A,মূর্খ,احمق
667,faul::A,শ্রমবিমুখ,لش
668,faul::A,শ্রমবিমুখ,تنبل
669,fleißig::A,পরিশ্রমী,زرنگ
670,geizig::A,ব্যয়কুণ্ঠ,خسیس
671,klug::A,দক্ষ,عاقل
672,klug::A,দক্ষ,باهوش
673,geschickt::A,পটু,ماهر
674,lieb::A,প্রেয়,عزیز
675,lustig::A,প্রফুল্ল,شاد
676,lustig::A,প্রফুল্ল,خوشحال
677,sanft::A,নম্র,لطیف
678,hungrig::A,ক্ষুধার্ত,گرسنه
679,krank::A,অসুস্থ,مریض
680,krank::A,অসুস্থ,بیمار
681,nackt::A,উলঙ্গ,لخت
682,nackt::A,উলঙ্গ,برهنه
683,traurig::A,দুঃখিত,غمگین
684,lebendig::A,জীবিত,زنده
685,gut::A,ভালো,خوب
686,schlecht::A,মন্দ,بد
687,richtig::A,ঠিক,درست
688,schlimm::A,কদর্য,وخيم
689,wahr::A,বাস্তব,درست
690,wahr::A,বাস্তব,حقیقی
691,alt::A,পুরাতন,کهنه
692,neu::A,নব,نو
693,neu::A,নূতন,نو
694,ehemalig::A,পূর্বকালীন,قبلی
695,alt[Lebewesen]::A,বৃদ্ধ,پیر
696,jung::A,তরুণ,جوان
697,arm::A,ক্ষুদ্র,فقیر
698,reich::A,ধনবান্,پولدار
699,reich::A,ধনবান্,ثروتمند
700,bekannt::A,সুপরিচিত,آشنا
701,bekannt::A,সুপরিচিত,معلوم
702,berühmt::A,বিখ্যাত,مشهور
703,fremd::A,বিদেশি,خارجی
704,fremd::A,বিদেশি,بیگانه
705,verschieden::A,বিসদৃশ,مختلف
