,Concept_ID,udm,el
209,Spinne::N,чонари,αράχνη
210,Ameise::N,кузьыли,μυρμήγκι
211,Laus::N,тэй,ψείρα
212,Mücke::N,нымы,κουνούπι
213,Mücke::N,чибинь,κουνούπι
214,Fliege::N,кут,μύγα
215,Schmetterling::N,бубыли,πεταλούδα
216,Beere::N,узы-боры,ρόγα
217,Apfel::N,яблок,μήλο
218,Pilz::N,губи,μανιτάρι
219,Zwiebel::N,сугон,κρεμμύδι
220,Saat::N,кидыс,σπόρος
221,Korn::N,тысь,σπυρί
222,Heu::N,турын,σανός
223,Schale::N,кыд,τσόφλι
224,Grube::N,гу,λάκκος
225,Grube::N,гоп,λάκκος
226,Falle::N,налик,παγίδα
227,Schlinge::N,гиӟ,θηλειά
228,Schlinge::N,герд,θηλειά
229,Spur::N,пытьы,ίχνος
230,Spur::N,бервыл,ίχνος
231,Asche::N,пень,στάχτη
232,Dreck::N,дэри,βρωμιά
233,Eisen::N,корт,σίδερο
234,Gold::N,зарни,μάλαμα
235,Gold::N,зарни,χρυσάφι
236,Silber::N,азвесь,ασήμι
237,Silber::N,азвесь,άργυρος
238,Kohle::N,эгыр,κάρβουνο
239,Glas::N,стекло,γυαλί
240,Glas::N,пияла,γυαλί
241,Lehm::N,сюй,πηλός
242,Sand::N,луо,άμμος
243,Mensch::N,мурт,άνθρωπος
244,Mensch::N,адями,άνθρωπος
245,Mann::N,воргорон,άνδρας
246,Frau::N,кышномурт,γυναίκα
247,Kind::N,нуны,παιδί
248,Kind::N,пинал,παιδί
249,Junge::N,пи,αγόρι
250,Mädchen::N,ныл,κοπέλα
251,Mädchen::N,ныл,κορίτσι
252,Familie::N,семья,οικογένεια
253,Großvater::N,песятай,παππούς
254,Großvater::N,пересь атай,παππούς
255,Großmutter::N,песянай,γιαγιά
256,Großmutter::N,пересь анай,γιαγιά
257,Eltern::N,атай-анай,γονείς
258,Eltern::N,бубы-мумы,γονείς
259,Vater::N,айы,πατέρας
260,Vater::N,атай,πατέρας
261,Mutter::N,мумы,μητέρα
262,Sohn::N,пи,γιος
263,Tochter::N,ныл,κόρη
264,Bruder::N,агай,αδελφός
265,Schwester::N,апа,αδελφή
266,Schwester::N,сузэр,αδελφή
267,Onkel::N,агай,θείος
268,Tante::N,апа,θεία
269,Tante::N,кенак,θεία
270,Ehemann::N,карт,σύζυγος
271,Ehefrau::N,кышно,σύζυγος
272,Freude::N,шумпотон,χαρά
273,Gelächter::N,горем,γέλια
274,Glück::N,шуд,ευτυχία
275,Kummer::N,кайгу,έγνοια
276,Kummer::N,куректон,έγνοια
277,Wunsch::N,мылпотон,επιθυμία
278,Lust::N,потон,όρεξη
279,Geist::N,лул,πνέυμα
280,Gedanke::N,малпан,σκέψη
281,Gedächtnis::N,йырсазь,μνήμη
282,Gedächtnis::N,тодэваён,μνήμη
283,Verstand::N,йырвизь,νους
284,Sinn::N,смысл,νόημα
285,Grund::N,муг,λόγος
286,Grund::N,ньӧм,λόγος
287,Wahrheit::N,зэм,αλήθεια
288,Wahrheit::N,шонер,αλήθεια
289,Gespräch::N,вераськон,συνομιλία
290,Märchen::N,выжыкыл,παραμύθι
291,Erzählung::N,верос,διήγημα
292,Nachricht::N,ивор,είδηση
293,Neuigkeit::N,выльивор,νέο
294,Name::N,ним,όνομα
295,Rätsel::N,мадькыл,αίνιγμα
296,Rede::N,верам,λόγος
297,Rede::N,верам,ομιλία
298,Sprache::N,кыл,γλώσσα
299,Stimme::N,куара,φωνή
300,Wort::N,кыл,λέξη
301,Zeichen::N,пус,σημείο
302,Zeichen::N,тодмет,σημείο
303,Ruf::N,ӧтён,κραυγή
304,Ruf::N,чортон,κραυγή
305,Lärm::N,ӵашетон,θόρυβος
306,Laut::N,куара,ήχος
307,Ton::N,куара,ήχος
308,Ton::N,куара,τόνος
309,Lied::N,кырӟан,τραγούδι
310,Ruhe::N,чалмыт улон,ησυχία
311,Leute::N,адямиос,κόσμος
312,Leute::N,адямиос,άνθρωποι
313,Volk::N,калык,λαός
314,Arbeit::N,уж,εργασία
315,Gast::N,куно,επισκέπτης
316,Geschenk::N,салам,δώρο
317,Geschenk::N,кузьым,δώρο
318,Spiel::N,шудон,παιχνίδι
319,Gesellschaft::N,калык,κοινωνία
320,Hilfe::N,юрттон,βοήθεια
321,Freund::N,эш,φίλος
322,Freund::N,юлтош,φίλος
323,Kamerad::N,тодмо,σύντροφος
324,Angelegenheit::N,уж,υπόθεση
325,Anzahl::N,лыд,αριθμός
326,Art::N,тус,είδος
327,Stück::N,юдэс,κομμάτι
328,Teil::N,люкет,μέρος
329,Hälfte::N,ӝыны,μισό
330,Kreis::N,котырес,κύκλος
331,Kreuz::N,крест,σταυρός
332,Linie::N,гож,γραμμή
333,Strich::N,гож,γραμμή
334,Abstand::N,вис,απόσταση
335,Abstand::N,кусып,απόσταση
336,Entfernung::N,кусып,απόσταση
337,Gegend::N,инты,περιοχή
338,Gegend::N,инты,τοποθεσία
339,Platz::N,инты,χώρος
340,Ort::N,инты,τόπος
341,Ort::N,места,τόπος
342,Seite::N,пал,πλευρά
343,Mitte::N,шор,μέση
344,Gegenstand::N,арбери,αντικείμενο
345,Sache::N,котыр,πράγμα
346,Rand::N,дур,άκρη
347,Rand::N,дур,χείλος
348,Rand::N,шаер,άκρη
349,Rand::N,шаер,χείλος
350,Kante::N,дур,άκρη
351,Ecke::N,сэрег,γωνιά
352,Spitze::N,йыл,μύτη
353,Ende::N,пум,άκρη
354,Loch::N,пась,τρύπα
355,Winkel::N,сэрег,γωνία
356,Muster::N,пужы,σχέδιο
357,Größe::N,быдӟала,μέγεθος
358,Länge::N,кузьдала,μήκος
359,Höhe::N,ӝуждала,ύψος
360,Gewicht::N,сектала,βάρος
361,Gewicht::N,секытлык,βάρος
362,Menge::N,лыд,ποσότητα
363,Menge::N,лыдпус,ποσότητα
364,Haufen::N,люк,σωρός
365,Reihe::N,чур,αράδα
366,Boot::N,пыж,βάρκα
367,Boot::N,лодка,βάρκα
368,Ruder::N,полыс,κουπί
369,Schlitten::N,додьы,έλκηθρο
370,Ski::N,куас,σκι
371,Lagerfeuer::N,тылскем,φωτιά
372,Last::N,секыт,φορτίο
373,Gang::N,ветлон,δρόμος
374,Schritt::N,вамыш,βήμα
375,Norden::N,уйпал,βορράς
376,Süden::N,лымшор,νότος
377,Westen::N,шунды пуксён,δύση
378,Osten::N,шунды ӝужан,ανατολή
379,Holz::N,пу,ξύλο
380,Brett::N,пул,σανίδι
381,Platte::N,плита,πλάκα
382,Stütze::N,пыкет,στήριγμα
383,Stange::N,пуӵ,ραβδί
384,Stange::N,пуӵ,κοντός
385,Stock::N,боды,ξύλο
386,Stock::N,боды,μπαστούνι
387,Stab::N,пуӵ,ραβδί
388,Stab::N,боды,ραβδί
389,Rohr::N,труба,σωλήνας
390,Haus::N,юрт,σπίτι
391,Heim::N,корка,σπίτι
392,Ofen::N,гур,σόμπα
393,Ofen::N,гур,θερμάστρα
394,Fußboden::N,выж,πάτωμα
395,Tisch::N,ӝӧк,τραπέζι
396,Stuhl::N,пукон,καρέκλα
397,Wiege::N,кӧкы,κούνια
398,Wiege::N,зыбка,κούνια
399,Bett::N,валес,κρεβάτι
400,Regal::N,ӝажы,ράφι
401,Kiste::N,ящик,κιβώτιο
402,Fenster::N,укно,παράθυρο
403,Fenster::N,косяк,παράθυρο
404,Tür::N,ӧс,πόρτα
405,Tor::N,ӟезьы,πύλη
406,Zaun::N,забор,φράχτης
407,Dach::N,липет,στέγη
408,Leiter::N,падӟа,σκάλα
409,Leiter::N,падӟа,κλίμακα
410,Besen::N,ӵужон,σκούπα
411,Besen::N,исьнер,σκούπα
412,Spaten::N,лопатка,φτυάρι
413,Schaufel::N,ютырон,φτυάρι
414,Gabel::N,тэчы,πιρούνι
415,Gabel::N,вилка,πιρούνι
416,Löffel::N,пуньы,κουτάλι
417,Messer::N,пурт,μαχαίρι
418,Nagel::N,кортӵог,καρφί
419,Netz::N,сеть,δίχτυ
420,Haken::N,курик,γάντζος
421,Haken::N,курик,αγκίστρι
422,Griff::N,ныд,λαβή
423,Schloss::N,тунгон,κλειδαριά
424,Bild::N,суред,εικόνα
425,Figur::N,фигура,ανάστημα
426,Puppe::N,мунё,κούκλα
427,Beutel::N,пуйы,πουγγί
428,Bündel::N,керттэт,δεμάτι
429,Tasche::N,пуйы,τσάντα
430,Tasche::N,сумка,τσάντα
431,Eimer::N,ведра,κουβάς
432,Deckel::N,ӵоксэт,καπάκι
433,Geschirr::N,тусьты-пуньы,σκεύη
434,Sack::N,пуйы,σάκος
435,Tasse::N,ӵаша,φλιτζάνι
436,Topf::N,миска,χύτρα
437,Kessel::N,пурты,καζάνι
438,Essen::N,сиськон,φαγητό
439,Nahrung::N,сион,τροφή
440,Speise::N,сиён,φαγητό
441,Fleisch::N,сӥль,κρέας
442,Getreide::N,ю тысь,σιτάρι
443,Brei::N,ӝук,χυλός
444,Brot::N,нянь,ψωμί
445,Brot::N,нянь,άρτος
446,Scheibe::N,шорем,φέτα
447,Fett::N,кӧй,πάχος
448,Butter::N,вӧй,βούτυρο
449,Öl::N,вӧй,λάδι
450,Salz::N,сылал,αλάτι
451,Suppe::N,шыд,σούπα
452,Honig::N,чечы,μέλι
453,Milch::N,йӧл,γάλα
454,Tee::N,чай,τσάι
455,Leder::N,сурон,πετσί
456,Wolle::N,гон,μαλλί
457,Wolle::N,ыжгон,μαλλί
458,Stoff::N,куэм,ύφασμα
459,Nadel::N,вень,βελόνα
460,Faden::N,сӥньыс,κλωστή
461,Knopf::N,бирды,κουμπί
462,Knoten::N,герд,κόμπος
463,Farbe::N,буёл,μπογιά
464,Kleidung::N,дӥсь,ρούχα
465,Kleidung::N,дӥсь,ενδυμασία
466,Hemd::N,дэрем,πουκάμισο
467,Kragen::N,сирес,κολάρο
468,Ärmel::N,саес,μανίκι
469,Hose::N,брюки,πανταλόνι
470,Hose::N,штань,πανταλόνι
471,Gürtel::N,кускерттон,ζώνη
472,Mütze::N,ызьы,σκούφος
473,Schuh::N,ботинка,παπούτσι
474,Stiefel::N,сапег,μπότα
475,Ring::N,зундэс,δαχτυλίδι
476,Band::N,лента,κορδέλα
477,Kamm::N,сын,χτένα
478,Spiegel::N,синучкон,καθρέφτης
479,Riemen::N,е,λουρί
480,Schnur::N,гозы,κορδόνι
481,Leine::N,думет,σχοινί
482,Decke::N,шобрет,κουβέρτα
483,Kissen::N,миндэр,μαξιλάρι
484,Tuch::N,кышет,πανί
485,Tuch::N,кышет,μαντήλι
486,Handtuch::N,ӵушкон,πετσέτα
487,Kraft::N,кать,δύναμη
488,Kraft::N,ӟигар,δύναμη
489,Stärke::N,юнлык,ισχύς
490,Stärke::N,юнлык,δύναμη
491,Gesundheit::N,тазалык,υγεία
492,Krankheit::N,висён,αρρώστια
493,Schmerz::N,висён,πόνος
494,Wunde::N,яра,πληγή
495,Fieber::N,кезег,πυρετός
496,Arznei::N,эмъюм,φάρμακο
497,Brücke::N,выж,γέφυρα
498,Brunnen::N,колдэч,πηγάδι
499,Weide::N,возь,βοσκή
500,Pfad::N,сюрес,μονοπάτι
501,Weg::N,сюрес,δρόμος
502,Straße::N,сюрес,οδός
503,Straße::N,сюрес,δρόμος
504,Dorf::N,гурт,χωριό
505,Stadt::N,кар,πόλη
506,Stadt::N,город,πόλη
507,Brief::N,гожтэт,γράμμα
508,Brief::N,гожтэт,επιστολή
509,Buch::N,книга,βιβλίο
510,Buchstabe::N,буква,γράμμα
511,Zeitung::N,газет,εφημερίδα
512,Leben::N,улон,ζωή
513,Leben::N,улон,βίος
514,Tod::N,кулон,θάνατος
515,Grab::N,шайгу,τάφος
516,Kirche::N,черк,εκκλησία
517,Sünde::N,сьӧлык,αμαρτία
518,Gott::N,ӥнмар,θεός
519,Arbeiter::N,рабочий,εργάτης
520,Chef::N,начальник,προϊστάμενος
521,Meister::N,кибашлы,μάστορας
522,Meister::N,кибашлы,αρχιτεχνίτης
523,Arzt::N,врач,γιατρός
524,Lehrer::N,дышетӥсь,δάσκαλος
525,Geld::N,уксё,λεφτά
526,Geld::N,уксё,χρήματα
527,Geld::N,коньдон,λεφτά
528,Geld::N,коньдон,χρήματα
529,Geschäft::N,уж,συναλλαγή
530,Laden::N,магазин,μαγαζί
531,Laden::N,магазин,κατάστημα
532,Preis::N,дун,τιμή
533,Ware::N,вуз,εμπόρευμα
534,Nutzen::N,пайда,όφελος
535,Reichtum::N,узырлык,πλούτος
536,Welt::N,дунне,κόσμος
537,Land::N,шаер,χώρα
538,Staat::N,кун,κράτος
539,Staat::N,кун,πολιτεία
540,König::N,эксэй,βασιλιάς
541,Macht::N,власть,εξουσία
542,Grenze::N,кунгож,σύνορα
543,Krieg::N,ож,πόλεμος
544,Feind::N,тушмон,εχθρός
545,Gewalt::N,эриктэман,βία
546,Kampf::N,нюръяськон,αγώνας
547,Bogen[Waffe]::N,пукыӵ,τόξο
548,Pfeil::N,пукыӵ вень,σαΐτα
549,Gewehr::N,пыӵал,τουφέκι
550,Fehler::N,янгыш,λάθος
551,Fehler::N,янгыш,σφάλμα
552,Lüge::N,пӧян,ψέμα
553,Lüge::N,пӧян,ψεύδος
554,Lüge::N,алдан,ψέμα
555,Lüge::N,алдан,ψεύδος
556,Lüge::N,ӧрекчан,ψέμα
557,Lüge::N,ӧрекчан,ψεύδος
558,Schaden::N,изъян,ζημία
559,Unglück::N,куректон,δυστυχία
560,Unglück::N,шудтэме усён,δυστυχία
561,Schuld::N,янгыш,ενοχή
562,Schuld::N,янгыш,φταίξιμο
563,Alter::N,арлыд,ηλικία
564,Schluss::N,пум,τέλος
565,Zeit::N,дыр,χρόνος
566,Tag::N,нунал,μέρα
567,Tag::N,нунал,ημέρα
568,Morgen::N,ӵукна,πρωί
569,Mittag::N,лымшор,μεσημέρι
570,Abend::N,ӝыт,βράδυ
571,Abend::N,акшан,βράδυ
572,Nacht::N,уй,νύχτα
573,Woche::N,арня,εβδομάδα
574,Monat::N,толэзь,μήνας
575,Jahr::N,ар,έτος
576,Jahr::N,ар,χρόνος
577,Frühling::N,тулыс,άνοιξη
578,Sommer::N,гужем,καλοκαίρι
579,Herbst::N,сӥзьыл,φθινόπωρο
580,Winter::N,тол,χειμώνας
581,Januar::N,выльартолэзь,Ιανουάριος
582,Februar::N,тулыспал,Φεβρουάριος
583,März::N,южтолэзь,Μάρτιος
584,April::N,оштолэзь,Απρίλιος
585,Mai::N,куартолэзь,Μάιος
586,Juni::N,вожотолэзь,Ιούνιος
587,Juli::N,пӧсьтолэзь,Ιούλιος
588,August::N,гудырикошкон,Αύγουστος
589,September::N,куарусён,Σεπτέμβριος
590,Oktober::N,выльӝуктолэзь,Οκτώβριος
591,November::N,шуркынмон,Νοέμβριος
592,Dezember::N,толсур,Δεκέμβριος
593,Montag::N,вордӥськон,Δευτέρα
594,Dienstag::N,вторник,Τρίτη
595,Mittwoch::N,вирнунал,Τετάρτη
596,Donnerstag::N,покчиарня,Πέμπτη
597,Freitag::N,удмуртарня,Παρασκευή
598,Samstag::N,кӧснунал,Σάββατο
599,Sonntag::N,арня,Κυριακή
600,groß::A,бадӟым,μεγάλος
601,klein::A,пичи,μικρός
602,lang::A,кузь,μακρύς
603,kurz::A,вакчи,κοντός
604,breit::A,паськыт,φαρδύς
605,schmal::A,сюлэг,στενός
606,dicht::A,ӵем,πυκνός
607,dick[Gegenstand]::A,зӧк,παχύς
608,dick[Gegenstand]::A,зӧк,χοντρός
609,dünn::A,векчи,ψιλός
610,dünn::A,векчи,λεπτός
611,fein::A,векчи,ψιλός
612,fest::A,юн,στερεός
613,fest::A,чурыт,στερεός
614,flach::A,ӵошкыт,επίπεδος
615,glatt::A,гылыт,λείος
616,glatt::A,гылыт,ομαλός
617,glatt::A,вольыт,λείος
618,glatt::A,вольыт,ομαλός
619,hart::A,чурыт,σκληρός
620,weich::A,небыт,μαλακός
621,rund::A,котырес,στρογγυλός
622,spitz::A,йылсо,μυτερός
623,scharf::A,лэчыт,κοφτερός
624,stumpf::A,ныж,αμβλύς
625,schwer::A,секыт,βαρύς
626,schön::A,чебер,ωραίος
627,schön::A,чебер,όμορφος
628,heiß::A,пӧсь,ζεστός
629,warm::A,шуныт,θερμός
630,kalt::A,кезьыт,κρύος
631,kalt::A,кезьыт,ψυχρός
632,kühl::A,юзмыт,δροσερός
633,kühl::A,салкым,δροσερός
634,frisch::A,выль,νωπός
635,frisch::A,выль,φρέσκος
636,feucht::A,мускыт,υγρός
637,nass::A,котмем,βρεγμένος
638,trocken::A,кӧс,ξηρός
639,trocken::A,кӧс,στεγνός
640,voll::A,тыр,γεμάτος
641,leer::A,буш,άδειος
642,leer::A,тырттэм,άδειος
643,offen::A,усьтэм,ανοιχτός
644,geschlossen::A,ӵогам,κλειστός
645,geschlossen::A,пунням,κλειστός
646,sauber::A,ӝикыт,καθαρός
647,sauber::A,чылкыт,καθαρός
648,schmutzig::A,нӧд,βρώμικος
649,schmutzig::A,нӧд,λερωμένος
650,roh::A,ыль,ωμός
651,reif::A,вуэм,ώριμος
652,lecker::A,ческыт,νόστιμος
653,süß::A,ческыт,γλυκός
654,bitter::A,курыт,πικρός
655,sauer::A,чырс,ξινός
656,hell::A,югыт,φωτεινός
657,dunkel::A,пеймыт,σκοτεινός
658,schwarz::A,сьӧд,μαύρος
659,schwarz::A,сьӧд,μελανός
660,weiß::A,тӧдьы,άσπρος
661,rot::A,горд,κόκκινος
662,gelb::A,ӵуж,κίτρινος
663,blau::A,лыз,μπλε
664,blau::A,лыз,γαλανός
665,grün::A,вож,πράσινος
666,grau::A,пурысь,γκρίζος
667,bunt::A,куӵо,ποικιλόχρωπος
668,billig::A,дунтэм,φτηνός
669,teuer::A,дуно,ακριβός
670,wertvoll::A,дуно,πολύτιμος
671,blind::A,сукыр,τυφλός
672,blind::A,синтэм,τυφλός
673,taub::A,пельтэм,κουφός
674,kräftig::A,кужмо,δυνατός
675,stark::A,юн,γερός
676,stark::A,кужмо,γερός
677,schwach::A,ляб,αδύνατος
678,schwach::A,начар,αδύνατος
679,fett::A,кӧй,παχύς
680,schlank::A,веськыт,λεπτός
681,schlank::A,веськыт,λυγερός
682,schlank::A,веськрес,λεπτός
683,schlank::A,веськрес,λυγερός
684,hübsch::A,чебер,όμορφος
685,hübsch::A,чебер,χαριτωμένος
686,hübsch::A,синмаськымон,όμορφος
687,hübsch::A,синмаськымон,χαριτωμένος
688,böse::A,лек,κακός
689,dumm::A,шузи,κουτός
690,dumm::A,шузи,ανόητος
691,dumm::A,визьтэм,κουτός
692,dumm::A,визьтэм,ανόητος
693,faul::A,азьтэм,τεμπέλης
694,fleißig::A,сюлмо,εργατικός
695,geizig::A,сук,τσιγγούνης
696,klug::A,визьмо,έξυπνος
697,geschickt::A,усто,επιδέξιος
698,geschickt::A,быгатӥсь,επιδέξιος
699,lieb::A,мусо,φίλος
700,lieb::A,мусо,αγαπητός
701,lustig::A,шулдыр,εύθυμος
702,lustig::A,шулдыр,χαρούμενος
703,sanft::A,мусо,ήπιος
704,sanft::A,эрке,ήπιος
705,hungrig::A,сютэм,πεινασμένος
706,krank::A,висись,άρρωστος
707,nackt::A,гольык,γυμνός
708,traurig::A,мӧзмыт,λυπημένος
709,lebendig::A,улэп,ζωντανός
710,gut::A,ӟеч,καλός
711,gut::A,умой,καλός
712,schlecht::A,урод,κακός
713,schlecht::A,алама,κακός
714,richtig::A,шонер,σωστός
715,schlimm::A,алама,άσχημος
716,wahr::A,зэмос,αληθής
717,wahr::A,зэмос,αληθινός
718,alt::A,вуж,παλιός
719,neu::A,выль,νέος
720,neu::A,выль,καινούργιος
721,ehemalig::A,азьвылэз,παλιός
722,alt[Lebewesen]::A,пересь,γέρος
723,jung::A,егит,νέος
724,jung::A,пинал,νέος
