,Concept_ID,uz,hy
65,Stern::N,yulduz,աստղ
66,Luft::N,havo,օդ
67,Wind::N,el,քամի
68,Welle::N,to'lqin,ալիք
69,Wasser::N,suv,ջուր
70,Stein::N,tosh,քար
71,Boden::N,tuproq,գետին
72,Erde::N,er,հող
73,Staub::N,chang,փոշի
74,Rauch::N,tutun,ծուխ
75,Funke::N,yalt,կայծ
76,Feuer::N,o't,կրակ
77,Feuer::N,o't,հրդեհ
78,Licht::N,yorug',լույս
79,Schatten::N,soya,ստվեր
80,Wetter::N,havo,եղանակ
81,Nebel::N,tuman,մեգ
82,Nebel::N,tuman,մառախուղ
83,Wolke::N,bulut,ամպ
84,Regen::N,yomg'ir,անձրև
85,Schnee::N,qor,ձյուն
86,Eis::N,muz,սառույց
87,Frost::N,ajoz,սառնամանիք
88,Kälte::N,ajoz,դող
89,Hitze::N,issiq,շոգ
90,Raureif::N,qirov,ցօղեղեամ
91,Regenbogen::N,kamalak,ծիածան
92,Donner::N,guldur,որոտ
93,Strömung::N,oqim,հոսանք
94,Tropfen::N,tomchi,կաթիլ
95,Schaum::N,ko'pik,փրփուր
96,Schmutz::N,gard,կեղտ
97,See::N,ko'l,լիճ
98,Sumpf::N,botqoq,ճահիճ
99,Moor::N,qir-adir,ճահիճ
100,Wiese::N,o'tzor,մարգագետին
101,Wald::N,o'rmon,անտառ
102,Hügel::N,tepa,բլուր
103,Anhöhe::N,adir,բարձունք
104,Berg::N,tog',լեռ
105,Gipfel::N,cho'qqi,գագաթ
106,Gipfel::N,cho'qqi,կատար
107,Höhle::N,kavak,քարայր
108,Abhang::N,to'sh,լանջ
109,Abhang::N,to'sh,զառիվայր
110,Quelle::N,buloq,աղբյուր
111,Bach::N,o'zan,վտակ
112,Fluss::N,daryo,գետ
113,Ufer::N,sohil,ծովափ
114,Küste::N,qirg'oq,ափ
115,Küste::N,qirg'oq,ծովափ
116,Festland::N,materik,ցամաք
117,Meer::N,dengiz,ծով
118,Bucht::N,qo'ltiq,հաչիւն
119,Insel::N,orol,վղզի
120,Blume::N,gul,ծաղիկ
121,Gras::N,sabza,խոտ
122,Wurzel::N,tub,արմատ
123,Wurzel::N,tomir,արմատ
124,Baum::N,daraxt,ծառ
125,Stamm::N,o'simta,իրան
126,Rinde::N,qobiq,կեղեւ
127,Rinde::N,qobiq,հաչոց
128,Ast::N,shox,ճյուղ
129,Zweig::N,butoq,ճյուղ
130,Blatt::N,barg,տերեւ
131,Birke::N,qayin,ցարասի
132,Kiefer[Baum]::N,qarag'ay,սոճի
133,Weide[Baum]::N,shum,ուռենի
134,Tanne::N,archa,եղեւին
135,Horn::N,mugiz,
136,Feder::N,par,փետուր
137,Fell::N,mo'yna,մորթի
138,Flügel::N,qanot,թեւ
139,Klaue::N,tirnoq,չանչ
140,Kralle::N,tirnoq,ճանկ
141,Schwanz::N,quyruq,պոչ
142,Ei::N,tuxum,ձու
143,Nest::N,oshyon,բույն
144,Bau::N,o'pqon,որջ
145,Bau::N,o'pqon,բայոց
146,Tier::N,hayvon,կենդանի
147,Herde::N,gala,հոտ
148,Kuh::N,inak,կով
149,Bulle::N,ho'kiz,ցուլ
150,Pferd::N,ot,ձի
151,Schaf::N,qo'y,ոչխար
152,Schwein::N,cho'chqa,խոզ
153,Hund::N,it,շուն
154,Katze::N,mushuk,կատու
155,Bär::N,ayiq,արջ
156,Eichhörnchen::N,tiyin,սկյուռ
157,Elch::N,los,հիւսիսային եղջերու
158,Fuchs::N,tulki,աղվես
159,Hase::N,kuyon,նապաստակ
160,Maus::N,sichqon,մուկ
161,Wolf::N,bo'ri,գայլ
162,Vogel::N,qush,թռչուն
163,Schwarm::N,to'da,երամ
164,Huhn::N,tovuq,հավ
165,Hahn::N,xo'roz,աքաղաղ
166,Gans::N,g'oz,սագ
167,Adler::N,burgut,արծիվ
168,Ente::N,o'rdak,բադ
169,Eule::N,boyo'g'li,բու
170,Kranich::N,turna,կռունկ
171,Krähe::N,qarg'a,ագռավ
172,Kuckuck::N,kakku,կուկու
173,Schwan::N,oqkush,կարապ
174,Fisch::N,baliq,ձուկ
175,Barsch::N,olabug'a,պերկես
176,Hecht::N,cho'rtan,գայլաձուկ
177,Schlange[Tier]::N,ilon,օձ
178,Wurm::N,qurt,որդ
179,Wurm::N,qurt,ճիճու
180,Spinne::N,o'rgimchak,սարդ
181,Ameise::N,chumoli,միջյուն
182,Laus::N,bit,ոջիլ
183,Mücke::N,chivin,մժղուկ
184,Fliege::N,pashsha,ճանճ
185,Schmetterling::N,kapalak,թիթեռ
186,Beere::N,meva,հատապտուղ
187,Apfel::N,olma,խնձոր
188,Pilz::N,qo'ziqorin,սունկ
189,Zwiebel::N,piyoz,սոխ
190,Saat::N,äkin,սերմ
191,Korn::N,zarra,հատիկ
192,Heu::N,xashak,խոտ
193,Schale::N,po'choq,կեղեւ
194,Grube::N,co'ra,փոս
195,Falle::N,qopqon,ծուղակ
196,Schlinge::N,sirtmoq,խեղդան
197,Spur::N,iz,հետք
198,Asche::N,kul,մոխիր
199,Dreck::N,kir,աղտ
200,Eisen::N,temir,երկաթ
201,Gold::N,tilla,ոսկի
202,Silber::N,kumush,արծաթ
203,Kohle::N,ko'mir,քարածուխ
204,Glas::N,oyna,ապակի
205,Lehm::N,loy,կավ
206,Sand::N,qum,ավազ
207,Mensch::N,odam,մարդ
208,Mann::N,ärkak,մարդ
209,Mann::N,ärkak,տղամարդ
210,Frau::N,ayol,կին
211,Kind::N,bola,զավակ
212,Kind::N,kichkintoy,զավակ
213,Junge::N,bola,տղա
214,Mädchen::N,qiz,աղջիկ
215,Familie::N,oila,ընտանիք
216,Großvater::N,buva,պապ
217,Großvater::N,katta ota,պապ
218,Großmutter::N,buvi,տատ
219,Großmutter::N,katta oyi,տատ
220,Eltern::N,ota-ona,ծնողներ
221,Vater::N,ota,հայր
222,Mutter::N,ona,մայր
223,Sohn::N,o'g'il,որդի
224,Tochter::N,qiz,աղջիկ
225,Tochter::N,qiz,դուստր
226,Bruder::N,og'a,եղբայր
227,Bruder::N,uka,եղբայր
228,Schwester::N,opa,քույր
229,Schwester::N,singil,քույր
230,Onkel::N,amaki,քեռի
231,Onkel::N,amaki,հորեղբայր
232,Tante::N,amma,մորաքույր
233,Tante::N,xola,մորաքույր
234,Ehemann::N,är,մարդ
235,Ehemann::N,är,ամուսին
236,Ehefrau::N,rafiqa,կին ամուսին
237,Freude::N,ayish,ուրախություն
238,Gelächter::N,kulgi,ծիծաղ
239,Glück::N,saodat,երջանկություն
240,Kummer::N,g'am,վիշտ
241,Wunsch::N,orzu,ցանկություն
242,Lust::N,rag'bat,փափագ
243,Lust::N,rag'bat,իղձ
244,Geist::N,ruh,ոգի
245,Gedanke::N,fikr,միտք
246,Gedächtnis::N,äs,հիշողություն
247,Verstand::N,aql,խելք
248,Sinn::N,ma'ni,իմաստ
249,Grund::N,sabab,պատճառ
250,Wahrheit::N,haq,ճշմարտություն
251,Gespräch::N,gap,զրույց
252,Märchen::N,ärtak,պայիկի պատմություն
253,Erzählung::N,rivoyat,պատմվածք
254,Erzählung::N,rivoyat,պատմություն
255,Nachricht::N,xabar,հաղորդագրություն
256,Neuigkeit::N,yangilik,լուր
257,Neuigkeit::N,yangilik,նորություն
258,Name::N,ot,անուն
259,Rätsel::N,topishmoq,բարդ խնդիր
260,Rede::N,nutq,ճառ
261,Rede::N,nutq,ելույթ
262,Sprache::N,til,լեզու
263,Stimme::N,ovoz,ձայն
264,Wort::N,so'z,բառ
265,Zeichen::N,alomat,նշան
266,Ruf::N,chaqiriq,կոչ
267,Ruf::N,chaqiriq,կանչ
268,Lärm::N,taraq,աղմուկ
269,Laut::N,tovush,հնչյուն
270,Laut::N,tovush,ձայն
271,Ton::N,un,տոն
272,Lied::N,ashula,երգ
273,Ruhe::N,tinchlik,անդորրություն
274,Leute::N,xaloyiq,մարդիկ
275,Volk::N,xalq,ազգ
276,Arbeit::N,ish,գործ
277,Arbeit::N,ish,աշխատանք
278,Gast::N,mehmon,հյուր
279,Geschenk::N,hadya,նվեր
280,Spiel::N,o'yin,խաղ
281,Gesellschaft::N,jamiyat,ընկերություն
282,Hilfe::N,yordam,օգնությթուն
283,Freund::N,do'st,ընկեր
284,Freund::N,do'st,բարեկամ
285,Kamerad::N,yo'ldosh,ուղեկից
286,Angelegenheit::N,daxl,բան
287,Angelegenheit::N,daxl,գործ
288,Anzahl::N,son,քանակ
289,Anzahl::N,son,գումար
290,Art::N,tur,տեսակ
291,Stück::N,parcha,կտոր
292,Teil::N,bo'lak,մաս
293,Hälfte::N,yarim,կես
294,Kreis::N,aylana,շիջանակ
295,Kreuz::N,xoch,խաչ
296,Linie::N,liniya,գիծ
297,Strich::N,chiziq,գիծ
298,Abstand::N,oralik,անջրպետ
299,Entfernung::N,uzoqlik,հեռավորություն
300,Gegend::N,yer,շրջան
301,Platz::N,oralig,տարածություն
302,Ort::N,joy,տեղ
303,Ort::N,joy,վայր
304,Seite::N,yon,կողմ
305,Mitte::N,o'rta,մեջտեղ
306,Gegenstand::N,ashyo,առարկա
307,Sache::N,buyum,բան
308,Rand::N,chek,վերջք
309,Kante::N,tig',եզր
310,Ecke::N,burchak,անկյուն
311,Spitze::N,uch,ծայր
312,Ende::N,oxir,ծայր
313,Loch::N,teshik,անցք
314,Winkel::N,go'sha,անկյուն
315,Muster::N,nusha,օրինակ
316,Größe::N,kattalik,մեծություն
317,Länge::N,uzunlik,երկարություն
318,Höhe::N,yuksaklik,բարձրություն
319,Gewicht::N,solmoq,կշիռ
320,Menge::N,miqdor,քանակ
321,Haufen::N,uyum,դեզ
322,Haufen::N,uyum,կույտ
323,Reihe::N,saf,շարք
324,Reihe::N,saf,կարգ
325,Boot::N,qayiq,նավակ
326,Ruder::N,äshkak,թի
327,Ruder::N,äshkak,թիակ
328,Schlitten::N,chana,բալխիր
329,Ski::N,chang'i,դահուկ
330,Lagerfeuer::N,gulxan,բացօդեայ կրակ
331,Last::N,yuk,բեռ
332,Gang::N,yurish,զբոսանք
333,Schritt::N,qadam,քայլ
334,Norden::N,shimol,հյուսիս
335,Süden::N,janub,հարավ
336,Westen::N,g'arb,արեւմուտք
337,Osten::N,sharq,արեւելք
338,Holz::N,yog'och,փայտ
339,Brett::N,taxta,տախտակ
340,Platte::N,tabaqa,թիթեղ
341,Stütze::N,tayanchi,նեցուկ
342,Stange::N,qo'noq,ձող
343,Stock::N,tayoq,փայտ
344,Stab::N,gavron,ցուպ
345,Stab::N,gavron,գավազան
346,Rohr::N,tarnov,խողովակ
347,Haus::N,uy,տուն
348,Heim::N,makon,տուն
349,Ofen::N,pechka,վառարան
350,Fußboden::N,pol,հատակ
351,Tisch::N,mosa,սեղան
352,Stuhl::N,o'rindiq,աթոռ
353,Wiege::N,beshik,օրորոց
354,Bett::N,yotoq,անկողին
355,Regal::N,tokcha,դարակ
356,Kiste::N,sandiq,տուփ
357,Fenster::N,deraza,պատուհան
358,Tür::N,äshik,դուռ
359,Tor::N,darvoza,դարպաս
360,Zaun::N,panjara,ցանկապատ
361,Dach::N,tom,տանիք
362,Dach::N,tom,կտուր
363,Leiter::N,narvon,սանդուղք
364,Besen::N,supurgi,ավել
365,Spaten::N,bel,բահ
366,Schaufel::N,kurak,թի
367,Gabel::N,bilka,պատառաքաղ
368,Löffel::N,qoshiq,գդալ
369,Messer::N,pichoq,դանակ
370,Nagel::N,mix,մեխ
371,Netz::N,to'r,ցանց
372,Haken::N,ilgak,կարթ
373,Griff::N,sop,կոթ
374,Griff::N,sop,բռնակ
375,Griff::N,tutqich,կոթ
376,Griff::N,tutqich,բռնակ
377,Schloss::N,qulf,կողպեք
378,Bild::N,rasm,նկար
379,Bild::N,rasm,պատկեր
380,Figur::N,shakl,քանդակ
381,Figur::N,shakl,պատկեր
382,Puppe::N,ko'g'irchoq,տիկնիկ
383,Beutel::N,to'rva,տոպրակ
384,Bündel::N,bog'lam,կապոց
385,Tasche::N,kissa,պայուսակ
386,Eimer::N,chelak,դույլ
387,Deckel::N,qopqoq,կափարիչ
388,Geschirr::N,idish,ամանեղեն
389,Sack::N,qop,պարկ
390,Sack::N,qop,տոպրակ
391,Tasse::N,piyola,թաս
392,Tasse::N,piyola,գավաթ
393,Topf::N,tuvak,անոթ
394,Kessel::N,qozon,կաթսա
395,Essen::N,tomoq,կերակուր
396,Nahrung::N,emak,ուտելիք
397,Speise::N,taom,խորտիկ
398,Speise::N,taom,կերակուր
399,Fleisch::N,go'sht,միս
400,Getreide::N,g'alla,հացահատիկ
401,Brei::N,bo'tqa,լանդակ
402,Brot::N,non,հաց
403,Scheibe::N,disk,կտոր
404,Scheibe::N,disk,պատառ
405,Fett::N,moy,ճարպ
406,Butter::N,yog',կարագ
407,Öl::N,moy,ձեթ
408,Salz::N,tuz,աղ
409,Suppe::N,sho'rva,սուպ
410,Suppe::N,sho'rva,ապուր
411,Honig::N,asal,մեղր
412,Milch::N,sut,կաթ
413,Tee::N,choy,թեյ
414,Leder::N,charm,կաշի
415,Wolle::N,jun,բուրդ
416,Stoff::N,mato,գործվածք
417,Nadel::N,igna,ասեղ
418,Faden::N,ip,թել
419,Knopf::N,tugma,կոճակ
420,Knoten::N,tugun,հանգույց
421,Farbe::N,bo'yok,ներկ
422,Kleidung::N,kiyim,հագուստ
423,Hemd::N,ko'ylak,վերնաշապիկ
424,Kragen::N,yoqa,օձիք
425,Ärmel::N,yeng,թեւք
426,Hose::N,shim,շալվար
427,Gürtel::N,tasma,գոտի
428,Mütze::N,shapka,կեպի
429,Schuh::N,but,կոշիկ
430,Stiefel::N,botinka,երկարաճիթ կոշիկ
431,Ring::N,yuzuk,զնգալ
432,Band::N,rishta,ժապավեն
433,Kamm::N,taroq,սանր
434,Spiegel::N,ko'zgu,հայելի
435,Riemen::N,qayish,փոկ
436,Schnur::N,bog'ich,լար
437,Leine::N,etak,փոկ
438,Decke::N,odyol,վերմակ
439,Kissen::N,yostiq,բարձ
440,Tuch::N,gazlama,թաշկինակ
441,Handtuch::N,sochiq,սրբիչ
442,Kraft::N,kuch,ուժ
443,Stärke::N,quvvat,պնդություն
444,Stärke::N,quvvat,ամրություն
445,Gesundheit::N,sog'lik,առողջություն
446,Krankheit::N,kasallik,ախտ
447,Krankheit::N,kasallik,հիվանդություն
448,Schmerz::N,og'riq,ցավ
449,Schmerz::N,og'riq,տանջանք
450,Wunde::N,yara,վերք
451,Fieber::N,bezgak,տենդ
452,Arznei::N,dori,դեղ
453,Brücke::N,ko'prik,կամուրջ
454,Brunnen::N,buloq,հոր
455,Brunnen::N,buloq,ջրհոր
456,Weide::N,yaylov,արոտավայր
457,Pfad::N,dorojka,արահետ
458,Weg::N,yo'l,ուղի
459,Straße::N,ko'cha,ճանապարհ
460,Dorf::N,ovul,գյուղ
461,Stadt::N,shahar,քաղաք
462,Brief::N,maktub,նամակ
463,Buch::N,kitob,գիրք
464,Buchstabe::N,harf,տառ
465,Buchstabe::N,harf,գիր
466,Zeitung::N,gazet,լրագիր
467,Leben::N,hayot,կյանք
468,Tod::N,o'lim,մահ
469,Grab::N,go'r,գերեզման
470,Kirche::N,cherkov,եկեղեցի
471,Sünde::N,gunoh,մեղք
472,Gott::N,olloh,աստված
473,Arbeiter::N,ishchi,բանվոր
474,Arbeiter::N,ishchi,աշխատող
475,Chef::N,rais,տեր
476,Meister::N,usta,վարպետ
477,Arzt::N,hakim,բժիշկ
478,Lehrer::N,muallim,ուսուցիչ
479,Geld::N,pul,փող
480,Geschäft::N,savdo,գործ
481,Geschäft::N,savdo,աշխատանք
482,Laden::N,do'kon,կրպակ
483,Laden::N,do'kon,խանութ
484,Preis::N,baho,գին
485,Ware::N,mol,ապրանք
486,Nutzen::N,foyda,օգուտ
487,Reichtum::N,boylik,հարստություն
488,Welt::N,olam,աշխարհ
489,Land::N,o'lka,երկիր
490,Staat::N,davlat,պետություն
491,König::N,qirol,արքա
492,König::N,qirol,թագավոր
493,Macht::N,iqtidor,իշխանություն
494,Grenze::N,chegara,սահման
495,Krieg::N,harb,պատերազմ
496,Feind::N,dushman,թշնամի
497,Gewalt::N,zo'rlik,բռնություն
498,Gewalt::N,zo'rlik,սաստկություն
499,Kampf::N,kurash,մարտ
500,Bogen[Waffe]::N,yoy,աղեղ
501,Pfeil::N,o'q,նետ
502,Gewehr::N,vintovka,հրացան
503,Fehler::N,xato,սխալ
504,Lüge::N,yolg'on,սուտ
505,Schaden::N,ziyon,վնաս
506,Unglück::N,balo,դժբախտություն
507,Schuld::N,ayb,պակասություն
508,Alter::N,yosh,հասակ
509,Schluss::N,tamom,վերջ
510,Schluss::N,tamom,վախճան
511,Zeit::N,vaqt,ժամանակ
512,Tag::N,kun,օր
513,Morgen::N,saboh,առավոտ
514,Mittag::N,kun tushlik,կեսօր
515,Abend::N,oqshom,երեկո
516,Nacht::N,tun,գիշեր
517,Woche::N,hafta,շաբաթ
518,Monat::N,oy,ամիս
519,Jahr::N,yil,տարի
520,Frühling::N,bahor,գարուն
521,Sommer::N,yoz,ամառ
522,Herbst::N,kuz,աշուն
523,Herbst::N,xazon,աշուն
524,Winter::N,qish,ձմեռ
525,Januar::N,yanvar',հունվար
526,Februar::N,fevral',փետրվար
527,März::N,mart,մարտ
528,April::N,aprel',ապրիլ
529,Mai::N,may,մայիս
530,Juni::N,iyun',հունիս
531,Juli::N,iyul',հուլիս
532,August::N,avgust,օգոստոս
533,September::N,sentyabr',սեպտեմբեր
534,Oktober::N,oktyabr',հոկտեմբեր
535,November::N,noyabr',նոյեմբեր
536,Dezember::N,dekabr',դեկտեմբեր
537,Montag::N,dushanba,երկուշաբթի
538,Dienstag::N,seshanba,երեքշաբթի
539,Mittwoch::N,chorshanba,չորեքշաբթի
540,Donnerstag::N,payshanba,հինգշաբթի
541,Freitag::N,juma,ուրբաթ
542,Samstag::N,shanba,շաբաթ
543,Sonntag::N,yakshanba,կիրակի
544,groß::A,buyuk,մեծ
545,groß::A,buyuk,խոշոր
546,klein::A,kichik,պստիկ
547,klein::A,kichik,փոքրիկ
548,lang::A,uzun,երկար
549,kurz::A,qisqa,կարճ
550,breit::A,keng,լայն
551,schmal::A,änsiz,նեղ
552,dicht::A,quyuq,խիտ
553,dick[Gegenstand]::A,qalin,հաստ
554,dünn::A,ingichka,բարակ
555,fein::A,mayin,նուրբ
556,fest::A,qattiq,ամուր
557,fest::A,qattiq,պինդ
558,flach::A,yalpoq,տափակ
559,glatt::A,tekis,հարթ
560,hart::A,qattiq,կարծր
561,weich::A,yumshoq,մեղմ
562,weich::A,yumshoq,փափուկ
563,rund::A,yumaloq,կլոր
564,spitz::A,uchli,սրածայր
565,scharf::A,keskir,սուր
566,stumpf::A,to'mtoq,գուլ
567,schwer::A,salmoqli,ծանր
568,schön::A,go'zal,սիրուն
569,schön::A,go'zal,գեղեցիկ
570,heiß::A,qiziq,թեժ
571,warm::A,issiq,տաք
572,warm::A,issiq,ջերմ
573,kalt::A,sovuq,ցուրտ
574,kühl::A,salqin,զով
575,frisch::A,toza,թարմ
576,feucht::A,namli,ղոնավ
577,nass::A,nam,թաց
578,trocken::A,quruq,ցամաք
579,voll::A,to'la,լի
580,voll::A,to'la,լիքը
581,leer::A,puch,դատարկ
582,offen::A,ochiq,բաց
583,geschlossen::A,berk,գոց
584,sauber::A,ozoda,մաքուր
585,schmutzig::A,kir,կեղտոտ
586,roh::A,xom,հում
587,reif::A,pishiq,հասած
588,reif::A,pishiq,հասուն
589,lecker::A,shirin,համեղ
590,süß::A,shirin,անուշ
591,bitter::A,achchiq,կծու
592,sauer::A,achchiq,թթու
593,sauer::A,achchiq,թթված
594,hell::A,yorug',պայծառ
595,hell::A,yorug',խելամիտ
596,dunkel::A,qorong'i,մութ
597,schwarz::A,qora,սեւ
598,weiß::A,oq,սպիտակ
599,rot::A,qizil,կարմիր
600,gelb::A,sariq,դեղին
601,blau::A,zangori,կապույտ
602,grün::A,yashil,կանաչ
603,grau::A,bo'z,գորշ
604,bunt::A,ola,գոյնզգոյն
605,billig::A,arzon,էժան
606,teuer::A,qimmat,թանկ
607,wertvoll::A,qimmat,թանկարժեք
608,blind::A,ko'r,կույր
609,taub::A,garang,խուլ
610,kräftig::A,kuchli,հզոր
611,stark::A,quvvatli,ուժեղ
612,schwach::A,kuchsiz,տկար
613,schwach::A,kuchsiz,թույլ
614,fett::A,semiz,գեր
615,schlank::A,ingichka,նիհար
616,hübsch::A,ko'rkam,գրավիչ
617,hübsch::A,ko'rkam,սիրունիկ
618,böse::A,yovuz,չար
619,dumm::A,aqlsiz,հիմար
620,faul::A,ärinchak,ծույլ
621,fleißig::A,ishchan,ջանասեր
622,fleißig::A,ishchan,փութաջան
623,geizig::A,qurumsoq,ագահ
624,geizig::A,qurumsoq,կծծի
625,klug::A,oqil,խելոք
626,klug::A,oqil,ընդունակ
627,geschickt::A,äpchil,ճարտար
628,lieb::A,aziz,սիրելի
629,lustig::A,chaqchaq,զվարթ
630,sanft::A,asta,հեզ
631,hungrig::A,och,քաղցած
632,krank::A,kasal,հիվանդ
633,nackt::A,yalang,մերկ
634,traurig::A,xafa,տխուր
635,lebendig::A,hayotiy,կենդանի
636,gut::A,soz,լավ
637,schlecht::A,yomon,վատ
638,richtig::A,rost,ձիշտ
639,schlimm::A,yovuz,լղրճուկ
640,wahr::A,haqiqiy,ճիշտ
641,wahr::A,haqiqiy,իրական
642,alt::A,äski,հին
643,neu::A,yangi,նոր
644,ehemalig::A,sobiq,նախկին
645,alt[Lebewesen]::A,qari,ծեր
646,alt[Lebewesen]::A,qari,պառավ
647,jung::A,navqiron,մատաղ
648,arm::A,abgor,աղքատ
649,reich::A,boy,հարուստ
650,bekannt::A,ma'lum,ծանոթ
651,berühmt::A,mashhur,հայտնի
652,berühmt::A,mashhur,հռչակավոր
653,fremd::A,yot,օտար
654,verschieden::A,turli,տարբեր
655,nah::A,yaqindagi,մոտ
656,nah::A,yaqindagi,մերձ
657,fern::A,uzoq,հեռավոր
658,linker::A,so'l,ձախ
659,rechter::A,o'ng,աջ
660,anderer::A,boshqa,այլ
661,anderer::A,boshqa,ուրիշ
662,erster::A,birinchi,առաջին
663,zweiter::A,ikkinchi,երկրորդ
664,dritter::A,uchinchi,երրորդ
665,letzter::A,oxirgi,վերջին
666,allein::ADV,o'zicha,միայնակ
667,auf einmal::ADV,varakay,միասնաբար
668,zusammen::ADV,barobar,միասին
669,zusammen::ADV,barobar,իրար հետ
670,lange::ADV,uzoq,երկար ժամանակ
671,plötzlich::ADV,qo'qqisdan,հանկարծ
672,sofort::ADV,darrov,իսկույն
673,später::ADV,so'ngra,ավելի ուշ
674,später::ADV,so'ngra,հետո
675,jetzt::ADV,hozirgina,այժմ
676,heute::ADV,bugun,այսօր
677,morgen::ADV,ärta,վաղը
678,bald::ADV,toz,շուտով
679,dann::ADV,keyin,ապա
680,dann::ADV,keyin,հետո
681,gestern::ADV,kecha,երեկ
682,einst::ADV,avvallari,հին ատեն
683,damals::ADV,ugal,ատէնին
684,danach::ADV,so'ngra,ապա
685,danach::ADV,so'ngra,այն ժամանակ
686,vorher::ADV,avval,առաջ
687,zuerst::ADV,avval,նախ
688,einmal::ADV,bir marta,մի անգամ
689,manchmal::ADV,onda-sonda,երբեմն
690,oft::ADV,tez-tez,հաճախ
691,immer::ADV,har vaqt,միշտ
692,niemals::ADV,hargiz,երբեք
693,hier::ADV,shu erda,այստեղ
694,hierhin::ADV,beri,այստեղ
695,von hier::ADV,shu erdan,այդտեղից
696,dort::ADV,ana,այնտեղ
697,dorthin::ADV,u yerga,այնտեղ
698,geradeaus::ADV,to'g'ri,ուղիղ
699,vorwärts::ADV,ilgari,առաջ
700,rückwärts::ADV,qoloq,դեպի ետ
701,zurück::ADV,orqada,ետ
702,unten::ADV,pastda,ներքեւում
703,hinab::ADV,tubanga,ներքեւ
704,oben::ADV,ustida,վերեւում
705,hinauf::ADV,yuqorida,վերեւ
706,überall::ADV,har erda,ամենուր
707,nicht::ADV,ämas,չէ
708,ein wenig::ADV,biroz,մի քիչ
709,kaum::ADV,arang,հազիվ
710,sehr::ADV,ancha,շատ
711,so::ADV,shunday,այդպես
712,noch::ADV,hali,դեռ
713,nur::ADV,yolg'iz,միայն
714,schon::ADV,endi,արդեն
715,wieder::ADV,yana,նորից
716,wieder::ADV,yana,դարձյալ
717,vergebens::ADV,bekorga,իզուր
718,vor::PRP,burun,դիմացը
719,hinter::PRP,ketida,ետեւը
720,unter::PRP,ostida,տակ
721,durch::PRP,bo'ylab,միջով
722,neben::PRP,yonida,քովը
723,zwischen::PRP,orada,միջեւ
724,wegen::PRP,sababli,պատճառով
725,wegen::PRP,sababli,շնորհից
726,dies::PRN,o'sha,սա
727,dies::PRN,o'sha,այս
728,das::PRN,narigi,դա
729,das::PRN,narigi,այդ
730,alles::PRN,har nima,ամեն ինչ
731,ich::PRN,men,ես
732,du::PRN,sen,դու
733,er::PRN,u,նա
734,wir::PRN,biz,մենք
735,ihr::PRN,siz,դուք
736,sie::PRN,ular,նրանք
737,was::FPRN,nima,ինչ
738,wer::FPRN,kim,ով
739,wo::FADV,qaerda,ուր
740,wo::FADV,qaerda,որտեղ
741,wohin::FADV,qayerga,դեպի ուր
742,wie::FADV,qanday,ինչպես
743,warum::FADV,nega,ինչու
744,wieviel::FNUM,qancha,որչափ
