,Concept_ID,hu,cy
305,Rede::N,beszéd,araith
306,Rede::N,szónoklat,araith
307,Sprache::N,nyelv,iaith
308,Stimme::N,hang,llais
309,Wort::N,szó,gair
310,Zeichen::N,jel,arwydd
311,Ruf::N,kiáltás,galwad
312,Lärm::N,zaj,trwst
313,Laut::N,hang,sain
314,Ton::N,hang,tôn
315,Lied::N,dal,cân
316,Lied::N,ének,cân
317,Ruhe::N,csend,tawelwch
318,Ruhe::N,nyugalom,tawelwch
319,Leute::N,emberek,pobl
320,Volk::N,nép,pobl
321,Arbeit::N,dolog,gwaith
322,Gast::N,vendég,gwestai
323,Geschenk::N,ajándék,rhodd
324,Geschenk::N,ajándék,anrheg
325,Spiel::N,játék,chwarae
326,Gesellschaft::N,társaság,cwmni
327,Hilfe::N,segítség,cymorth
328,Freund::N,barát,cyfaill
329,Kamerad::N,társ,cydymaith
330,Angelegenheit::N,ügy,pwnc
331,Anzahl::N,szám,cyfrif
332,Art::N,faj,bath
333,Art::N,fajta,bath
334,Stück::N,darab,darn
335,Teil::N,rész,rhan
336,Hälfte::N,fél,hanner
337,Kreis::N,kör,cylch
338,Kreuz::N,kereszt,croes
339,Linie::N,vonal,llinell
340,Strich::N,vonás,strôc
341,Strich::N,vonás,trawiad
342,Abstand::N,köz,bwlch
343,Abstand::N,köz,pellter
344,Entfernung::N,távolság,pellter
345,Gegend::N,táj,cylch
346,Gegend::N,vidék,cylch
347,Platz::N,hely,lle
348,Ort::N,hely,lle
349,Seite::N,fél,ochr
350,Seite::N,oldal,ochr
351,Mitte::N,közép,canol
352,Gegenstand::N,tárgy,eitem
353,Sache::N,dolog,peth
354,Rand::N,szél,cwr
355,Rand::N,szél,ymyl
356,Rand::N,perem,cwr
357,Rand::N,perem,ymyl
358,Rand::N,szegély,cwr
359,Rand::N,szegély,ymyl
360,Kante::N,él,min
361,Kante::N,él,ymyl
362,Ecke::N,sarok,cornel
363,Ecke::N,szöglet,cornel
364,Spitze::N,csúcs,blaen
365,Ende::N,vég,pen
366,Loch::N,lyuk,twll
367,Winkel::N,szög,congl
368,Muster::N,minta,patrwm
369,Größe::N,nagyság,maint
370,Größe::N,nagyság,maintioli
371,Länge::N,hossz,hyd
372,Länge::N,hosszúság,hyd
373,Höhe::N,magasság,uchder
374,Gewicht::N,súly,pwysau
375,Menge::N,sokaság,swm
376,Menge::N,sokaság,maint
377,Menge::N,mennyiség,swm
378,Menge::N,mennyiség,maint
379,Haufen::N,halom,pentwr
380,Reihe::N,sor,rhes
381,Boot::N,csónak,cwch
382,Ruder::N,evező,rhwyf
383,Schlitten::N,szánkó,sled
384,Schlitten::N,szánkó,car llusg
385,Ski::N,sí,sgi
386,Lagerfeuer::N,tábortűz,coelcerth
387,Last::N,teher,llwyth
388,Gang::N,járás,tro
389,Schritt::N,lépés,cam
390,Norden::N,észak,gogledd
391,Süden::N,dél,de
392,Westen::N,nyugat,gorllewin
393,Osten::N,kelet,dwyrain
394,Holz::N,fa,pren
395,Brett::N,deszka,bwrdd
396,Brett::N,deszka,astell
397,Platte::N,lap,llech
398,Platte::N,lemez,llech
399,Stütze::N,támasz,ateg
400,Stütze::N,támasz,cynhalydd
401,Stütze::N,támaszték,ateg
402,Stütze::N,támaszték,cynhalydd
403,Stange::N,rúd,polyn
404,Stange::N,pózna,polyn
405,Stock::N,pálca,ffon
406,Stock::N,pálca,brigyn
407,Stab::N,bot,ffon
408,Rohr::N,cső,pibell
409,Haus::N,ház,tŷ
410,Heim::N,otthon,cartref
411,Ofen::N,kályha,stof
412,Fußboden::N,padló,llawr
413,Tisch::N,asztal,bwrdd
414,Stuhl::N,szék,cadair
415,Wiege::N,bölcső,crud
416,Bett::N,ágy,gwely
417,Regal::N,polc,silff
418,Regal::N,állvány,silff
419,Kiste::N,láda,bocs
420,Kiste::N,láda,blwch
421,Fenster::N,ablak,ffenestr
422,Tür::N,ajtó,drws
423,Tor::N,kapu,porth
424,Zaun::N,kerítés,ffens
425,Dach::N,tető,to
426,Leiter::N,létra,ysgol
427,Besen::N,seprű,ysgub
428,Spaten::N,ásó,rhaw
429,Schaufel::N,lapát,rhaw
430,Gabel::N,villa,fforc
431,Löffel::N,kanál,llwy
432,Messer::N,kés,cyllell
433,Nagel::N,szeg,hoel
434,Netz::N,háló,gwe
435,Netz::N,háló,rhwyd
436,Haken::N,kampó,bach
437,Griff::N,nyél,carn
438,Griff::N,fogantyú,carn
439,Schloss::N,zár,clo
440,Bild::N,kép,llun
441,Bild::N,kép,pictiwr
442,Figur::N,alak,ffigur
443,Puppe::N,bábu,dol
444,Beutel::N,zacskó,cwd
445,Bündel::N,köteg,bwndel
446,Bündel::N,köteg,coflaid
447,Tasche::N,táska,cod
448,Eimer::N,vödör,bwced
449,Eimer::N,vödör,cunnog
450,Deckel::N,fedő,caead
451,Deckel::N,fedél,caead
452,Geschirr::N,edény,llestri
453,Sack::N,zsák,sach
454,Tasse::N,csésze,cwpan
455,Topf::N,fazék,pot
456,Topf::N,fazék,crochan
457,Kessel::N,üst,tegell
458,Kessel::N,bogrács,tegell
459,Essen::N,evés,pryd o fwyd
460,Essen::N,étkezés,pryd o fwyd
461,Nahrung::N,ennivaló,bwyd
462,Speise::N,étel,saig
463,Fleisch::N,hús,cig
464,Getreide::N,gabona,ŷd
465,Getreide::N,gabona,llafur
466,Brei::N,pép,uwd
467,Brei::N,kása,uwd
468,Brot::N,kenyér,bara
469,Scheibe::N,szelet,tafell
470,Fett::N,háj,saim
471,Fett::N,háj,braster
472,Fett::N,zsír,saim
473,Fett::N,zsír,braster
474,Butter::N,vaj,ymenyn
475,Öl::N,olaj,olew
476,Salz::N,só,halen
477,Suppe::N,leves,cawl
478,Honig::N,méz,mêl
479,Milch::N,tej,llaeth
480,Milch::N,tej,llefrith
481,Tee::N,tea,te
482,Leder::N,bőr,lledr
483,Wolle::N,gyapjú,gwlân
484,Stoff::N,szövet,lliain
485,Stoff::N,szövet,brethyn
486,Nadel::N,tű,nodwydd
487,Faden::N,fonál,edau
488,Faden::N,fonál,edefyn
489,Knopf::N,gomb,botwm
490,Knoten::N,csomó,cwlwm
491,Farbe::N,szín,paent
492,Farbe::N,festék,paent
493,Kleidung::N,ruha,dillad
494,Kleidung::N,ruha,gwisgoedd
495,Kleidung::N,ruházat,dillad
496,Kleidung::N,ruházat,gwisgoedd
497,Hemd::N,ing,crys
498,Kragen::N,gallér,coler
499,Ärmel::N,ujj,llawes
500,Hose::N,gatya,trowsus
501,Hose::N,nadrág,trowsus
502,Gürtel::N,öv,gwregys
503,Mütze::N,sapka,cap
504,Schuh::N,cipő,esgid
505,Stiefel::N,csizma,botasen
506,Ring::N,gyűrű,modrwy
507,Band::N,szalag,rhuban
508,Kamm::N,fésű,crib
509,Spiegel::N,tükör,drych
510,Riemen::N,szíj,strap
511,Schnur::N,zsinór,llinyn
512,Leine::N,póráz,tennyn
513,Decke::N,takaró,blanced
514,Decke::N,takaró,gwrthban
515,Kissen::N,párna,clustog
516,Kissen::N,párna,gobennydd
517,Tuch::N,kendő,sgarff
518,Handtuch::N,törülköző,tywel
519,Handtuch::N,törülköző,lliain sychu
520,Kraft::N,erő,grym
521,Stärke::N,erő,nerth
522,Stärke::N,erő,cryfder
523,Stärke::N,erősség,nerth
524,Stärke::N,erősség,cryfder
525,Gesundheit::N,egészség,iechyd
526,Krankheit::N,kór,afiechyd
527,Krankheit::N,kór,anhwylder
528,Krankheit::N,betegség,afiechyd
529,Krankheit::N,betegség,anhwylder
530,Schmerz::N,fájdalom,poen
531,Schmerz::N,fájdalom,gwayw
532,Wunde::N,seb,clwyf
533,Fieber::N,láz,twymyn
534,Arznei::N,orvosság,meddyginiaeth
535,Arznei::N,gyógyszer,meddyginiaeth
536,Brücke::N,híd,pont
537,Brunnen::N,kút,ffynnon
538,Weide::N,legelő,porfa
539,Pfad::N,ösvény,llwybr
540,Weg::N,út,ffordd
541,Straße::N,út,heol
542,Straße::N,út,ffordd
543,Dorf::N,falu,pentref
544,Stadt::N,város,tref
545,Brief::N,levél,llythyr
546,Buch::N,könyv,llyfr
547,Buchstabe::N,betű,llythyren
548,Zeitung::N,újság,papur newydd
549,Zeitung::N,hírlap,papur newydd
550,Leben::N,élet,bywyd
551,Tod::N,halál,marwolaeth
552,Grab::N,sír,bedd
553,Kirche::N,templom,eglwys
554,Sünde::N,bűn,pechod
555,Sünde::N,vétek,pechod
556,Gott::N,isten,duw
557,Arbeiter::N,munkás,gweithiwr
558,Chef::N,főnök,pennaeth
559,Meister::N,mester,meistr
560,Arzt::N,orvos,meddyg
561,Lehrer::N,tanár,athro
562,Lehrer::N,tanító,athro
563,Geld::N,pénz,pres
564,Geld::N,pénz,arian
565,Geschäft::N,üzlet,busnes
566,Laden::N,bolt,siop
567,Preis::N,ár,pris
568,Ware::N,áru,nwydd
569,Nutzen::N,haszon,elw
570,Nutzen::N,haszon,budd
571,Reichtum::N,gazdagság,cyfoeth
572,Welt::N,világ,byd
573,Land::N,ország,gwlad
574,Staat::N,állam,gwladwriaeth
575,König::N,király,brenin
576,Macht::N,hatalom,grym
577,Macht::N,hatalom,awdurdod
578,Grenze::N,határ,ffin
579,Grenze::N,határ,goror
580,Krieg::N,háború,rhyfel
581,Feind::N,ellenség,gelyn
582,Gewalt::N,erőszak,ffyrnigrwydd
583,Kampf::N,harc,brwydr
584,Bogen[Waffe]::N,íj,bwa
585,Pfeil::N,nyíl,saeth
586,Gewehr::N,puska,dryll
587,Gewehr::N,fegyver,dryll
588,Fehler::N,hiba,gwall
589,Fehler::N,hiba,camgymeriad
590,Lüge::N,hazugság,celwydd
591,Lüge::N,hazugság,anwiredd
592,Schaden::N,kár,niwed
593,Schaden::N,kár,difrod
594,Unglück::N,csapás,anffawd
595,Unglück::N,balszerencse,anffawd
596,Schuld::N,bűn,bai
597,Alter::N,kor,oed
598,Schluss::N,vég,diwedd
599,Schluss::N,befejezés,diwedd
600,Zeit::N,idő,amser
601,Tag::N,nap,dydd
602,Tag::N,nap,diwrnod
603,Morgen::N,reggel,bore
604,Mittag::N,dél,nawn
605,Abend::N,este,noswaith
606,Nacht::N,éj,nos
607,Nacht::N,éjszaka,nos
608,Woche::N,hét,wythnos
609,Monat::N,hó,mis
610,Monat::N,hónap,mis
611,Jahr::N,év,blwyddyn
612,Frühling::N,tavasz,gwanwyn
613,Sommer::N,nyár,haf
614,Herbst::N,ősz,hydref
615,Winter::N,tél,gaeaf
616,Januar::N,január,Ionawr
617,Februar::N,február,Chwefror
618,März::N,március,Mawrth
619,April::N,április,Ebrill
620,Mai::N,május,Mai
621,Juni::N,június,Mehefin
622,Juli::N,július,Gorffennaf
623,August::N,augusztus,Awst
624,September::N,szeptember,Medi
625,Oktober::N,október,Hydref
626,November::N,november,Tachwedd
627,Dezember::N,december,Rhagfyr
628,Montag::N,hétfő,dydd Llun
629,Dienstag::N,kedd,dydd Mawrth
630,Mittwoch::N,szerda,dydd Mercher
631,Donnerstag::N,csütörtök,dydd Iau
632,Freitag::N,péntek,dydd Gwener
633,Samstag::N,szombat,dydd Sadwrn
634,Sonntag::N,vasárnap,dydd Sul
635,groß::A,nagy,mawr
636,klein::A,pici,bach
637,klein::A,kicsi,bach
638,lang::A,hosszú,hir
639,kurz::A,rövid,byr
640,kurz::A,rövid,cwta
641,breit::A,széles,llydan
642,schmal::A,keskeny,cul
643,dicht::A,sűrű,dwys
644,dick[Gegenstand]::A,vastag,trwchus
645,dünn::A,vékony,tenau
646,fein::A,vékony,main
647,fest::A,szilárd,cadarn
648,flach::A,sík,gwastad
649,flach::A,lapos,gwastad
650,glatt::A,sima,llyfn
651,hart::A,kemény,caled
652,weich::A,puha,meddal
653,rund::A,kerek,crwn
654,spitz::A,hegyes,pigfain
655,scharf::A,éles,miniog
656,stumpf::A,tompa,pŵl
657,stumpf::A,életlen,pŵl
658,schwer::A,nehéz,trwm
659,schwer::A,súlyos,trwm
660,schön::A,szép,teg
661,schön::A,szép,hardd
662,schön::A,szép,prydferth
663,heiß::A,forró,poeth
664,warm::A,meleg,twym
665,warm::A,meleg,cynnes
666,kalt::A,hideg,oer
667,kühl::A,hűs,oeraidd
668,kühl::A,hűvös,oeraidd
669,frisch::A,üde,iach
670,frisch::A,friss,iach
671,feucht::A,nedves,llaith
672,nass::A,vizes,gwlyb
673,trocken::A,száraz,sych
674,voll::A,telt,llawn
675,leer::A,üres,gwag
676,offen::A,nyílt,agored
677,offen::A,nyitott,agored
678,geschlossen::A,zárt,caead
679,geschlossen::A,zárt,caeëdig
680,geschlossen::A,csukott,caead
681,geschlossen::A,csukott,caeëdig
682,sauber::A,tiszta,glân
683,schmutzig::A,piszkos,budr
684,schmutzig::A,piszkos,brwnt
685,schmutzig::A,szennyes,budr
686,schmutzig::A,szennyes,brwnt
687,roh::A,nyers,amrwd
688,reif::A,érett,aeddfed
689,lecker::A,finom,blasus
690,lecker::A,finom,danteithiol
691,süß::A,édes,melys
692,bitter::A,keserű,chwerw
693,sauer::A,savanyú,sur
694,hell::A,világos,disglair
695,dunkel::A,sötét,tywyll
696,schwarz::A,fekete,du
697,weiß::A,fehér,gwyn
698,rot::A,vörös,coch
699,gelb::A,sárga,melyn
700,blau::A,kék,glas
701,grün::A,zöld,gwyrdd
702,grau::A,ősz,llwyd
703,grau::A,szürke,llwyd
704,bunt::A,tarka,lliwgar
705,bunt::A,színes,lliwgar
706,billig::A,olcsó,rhad
707,teuer::A,drága,drud
708,wertvoll::A,értékes,gwerthfawr
709,blind::A,vak,dall
710,taub::A,süket,byddar
711,kräftig::A,erős,nerthol
712,kräftig::A,erős,grymus
713,stark::A,erős,cryf
714,stark::A,erős,cadarn
715,schwach::A,gyenge,gwan
716,schwach::A,erőtlen,gwan
717,fett::A,hájas,tew
718,schlank::A,karcsú,main
719,hübsch::A,csinos,tlws
720,böse::A,rossz,drwg
721,böse::A,gonosz,drwg
722,dumm::A,buta,twp
723,dumm::A,ostoba,twp
724,faul::A,lusta,diog
725,fleißig::A,szorgalmas,dyfal
726,geizig::A,fukar,crintach
727,geizig::A,fukar,cybyddlyd
728,geizig::A,fösvény,crintach
729,geizig::A,fösvény,cybyddlyd
730,klug::A,okos,deallus
731,klug::A,eszes,deallus
732,geschickt::A,ügyes,medrus
733,geschickt::A,ügyes,deheuig
734,lieb::A,drága,hoff
735,lieb::A,drága,annwyl
736,lieb::A,kedves,hoff
737,lieb::A,kedves,annwyl
738,lustig::A,víg,llon
739,lustig::A,vidám,llon
740,sanft::A,enyhe,mwyn
741,hungrig::A,éhes,newynog
742,krank::A,beteg,sâl
743,krank::A,beteg,gwael
744,nackt::A,csupasz,noeth
745,nackt::A,meztelen,noeth
746,traurig::A,bús,trist
747,traurig::A,szomorú,trist
748,lebendig::A,élő,yn fyw
749,gut::A,jó,da
750,schlecht::A,rossz,drwg
751,schlecht::A,rossz,gwael
752,richtig::A,helyes,cywir
753,schlimm::A,rossz,enbyd
754,wahr::A,igaz,gwir
755,alt::A,ó,hen
756,alt::A,régi,hen
757,neu::A,új,newydd
758,ehemalig::A,volt,blaenorol
759,ehemalig::A,egykori,blaenorol
760,alt[Lebewesen]::A,öreg,oedrannus
761,jung::A,fiatal,ifanc
762,arm::A,szegény,tlawd
763,reich::A,gazdag,cyfoethog
764,bekannt::A,ismert,cynefin
765,bekannt::A,ismert,cyfarwydd
766,bekannt::A,ismeretes,cynefin
767,bekannt::A,ismeretes,cyfarwydd
768,berühmt::A,híres,enwog
769,fremd::A,idegen,estron
770,verschieden::A,különböző,gwahanol
771,nah::A,közeli,agos
772,fern::A,távoli,pell
773,linker::A,bal,aswy
774,linker::A,bal,chwith
775,rechter::A,jobb,de
776,rechter::A,jobb,deau
777,anderer::A,más,arall
778,anderer::A,másik,arall
779,erster::A,első,cyntaf
780,zweiter::A,második,ail
781,dritter::A,harmadik,trydydd
782,letzter::A,utolsó,olaf
783,allein::ADV,egyedül,unig
784,allein::ADV,egyedül,ar ei ben ei hun
785,auf einmal::ADV,egyszerre,ar yr un pryd
786,zusammen::ADV,együtt,ynghyd
787,zusammen::ADV,együtt,gyda'i gilydd
788,zusammen::ADV,összesen,ynghyd
789,zusammen::ADV,összesen,gyda'i gilydd
790,lange::ADV,sokáig,amser hir
791,lange::ADV,hosszan,amser hir
792,plötzlich::ADV,hirtelen,yn sydyn
793,plötzlich::ADV,egyszerre,yn sydyn
794,sofort::ADV,rögtön,ar unwaith
795,sofort::ADV,tüstént,ar unwaith
796,später::ADV,későn,yn ddiweddarach
797,jetzt::ADV,most,yn awr
798,heute::ADV,ma,heddiw
799,morgen::ADV,holnap,yfory
800,bald::ADV,majd,yn fuan
801,bald::ADV,majd,gyda hyn
802,bald::ADV,nemsokára,yn fuan
803,bald::ADV,nemsokára,gyda hyn
804,dann::ADV,akkor,yna
805,dann::ADV,akkor,y pryd hwnnw
806,gestern::ADV,tegnap,ddoe
807,einst::ADV,hajdan,gynt
808,damals::ADV,akkor,ar y pryd
809,damals::ADV,akkor,bryd hynny
810,damals::ADV,akkoriban,ar y pryd
811,damals::ADV,akkoriban,bryd hynny
812,danach::ADV,azután,wedyn
813,vorher::ADV,előbb,o'r blaen
814,zuerst::ADV,először,yn gyntaf
815,einmal::ADV,egyszer,unwaith
816,manchmal::ADV,néha,weithiau
