,Concept_ID,ga,mn
71,Schlaf::N,codladh,нойр
72,Traum::N,taibhreamh,зүүд
73,Himmel::N,spéir,тэнгэр
74,Himmel::N,spéir,огторгуй
75,Sonne::N,grian,нар
76,Mond::N,ré,сар
77,Mond::N,gealach,сар
78,Stern::N,rinn,од
79,Stern::N,réalta,од
80,Luft::N,aer,агаар
81,Wind::N,gaoth,салхи
82,Welle::N,tonn,долгио
83,Welle::N,tonn,давалгаа
84,Wasser::N,uisce,ус
85,Stein::N,cloch,чулуу
86,Boden::N,talamh,хөрс
87,Erde::N,cré,газар
88,Erde::N,cré,шороо
89,Erde::N,ithir,газар
90,Erde::N,ithir,шороо
91,Staub::N,dusta,тоос
92,Staub::N,deannach,тоос
93,Rauch::N,toit,утаа
94,Rauch::N,deatach,утаа
95,Funke::N,drithle,оч
96,Feuer::N,tine,гал
97,Licht::N,solas,гэрэл
98,Licht::N,solas,гэгээ
99,Schatten::N,scáth,сүүдэр
100,Wetter::N,aimsir,тэнгэр
101,Wetter::N,aimsir,цаг уур
102,Nebel::N,ceo,будан
103,Wolke::N,néal,үүл
104,Wolke::N,scamall,үүл
105,Regen::N,báisteach,бороо
106,Regen::N,fearthainn,бороо
107,Schnee::N,sneachta,цас
108,Eis::N,oighear,мөс
109,Frost::N,sioc,хүйт
110,Kälte::N,fuacht,хүйт
111,Hitze::N,teas,халуун
112,Hitze::N,teocht,халуун
113,Raureif::N,sioc bán,цан
114,Raureif::N,sioc bán,хяруу
115,Regenbogen::N,stua ceatha,солонго
116,Regenbogen::N,bogha báistí,солонго
117,Donner::N,toirneach,тэнгэрийн дуу
118,Strömung::N,sruth,урсгал
119,Tropfen::N,deoir,дусал
120,Schaum::N,cúr,хөөс
121,Schmutz::N,salachar,хир
122,Schmutz::N,salachar,шавхай
123,See::N,loch,нуур
124,Sumpf::N,portach,намаг
125,Sumpf::N,portach,балчиг
126,Moor::N,caorán,хүлрийн намаг
127,Moor::N,móinteán,хүлрийн намаг
128,Wiese::N,cluain,нуга
129,Wiese::N,móinéar,нуга
130,Wald::N,coill,ой
131,Wald::N,foraois,ой
132,Hügel::N,ard,болдог
133,Anhöhe::N,ard,гүвээ
134,Anhöhe::N,ardán,гүвээ
135,Berg::N,sliabh,уул
136,Gipfel::N,barr,орой
137,Gipfel::N,barr,оргил
138,Gipfel::N,mullach,орой
139,Gipfel::N,mullach,оргил
140,Höhle::N,uaimh,агуй
141,Höhle::N,pluais,агуй
142,Abhang::N,fána,хүр
143,Quelle::N,foinse,булаг
144,Bach::N,sruthán,горхи
145,Fluss::N,abhainn,гол
146,Fluss::N,abhainn,мөрөн
147,Ufer::N,bruach,эрэг
148,Küste::N,cósta,эрэг
149,Küste::N,cladach,эрэг
150,Festland::N,míntír,хуурай газар
151,Meer::N,muir,далай
152,Meer::N,muir,тэнгис
153,Meer::N,farraige,далай
154,Meer::N,farraige,тэнгис
155,Bucht::N,bá,булан
156,Bucht::N,bá,далайн тохой
157,Bucht::N,cuan,булан
158,Bucht::N,cuan,далайн тохой
159,Insel::N,inis,арал
160,Insel::N,oileán,арал
161,Blume::N,bláth,цэцэг
162,Gras::N,féar,өвс
163,Gras::N,féar,ногоо
164,Wurzel::N,rúta,үндэс
165,Wurzel::N,fréamh,үндэс
166,Baum::N,crann,мод
167,Stamm::N,stoc,иш
168,Stamm::N,stoc,гуалин
169,Stamm::N,tamhan,иш
170,Stamm::N,tamhan,гуалин
171,Rinde::N,coirt,холтос
172,Rinde::N,craiceann,холтос
173,Ast::N,géag,гишүү
174,Zweig::N,géag,салаа
175,Zweig::N,craobh,салаа
176,Blatt::N,duille,навч
177,Blatt::N,duilleog,навч
178,Birke::N,beith,хус
179,Birke::N,crann beithe,хус
180,Kiefer[Baum]::N,péine,нарс
181,Weide[Baum]::N,saileach,уд
182,Weide[Baum]::N,saileach,бургас
183,Tanne::N,giúis,гачуур
184,Horn::N,adharc,эвэр
185,Feder::N,cleite,өд
186,Fell::N,clúmh,арьс
187,Flügel::N,eite,жигүүр
188,Flügel::N,eite,далавч
189,Flügel::N,sciathán,жигүүр
190,Flügel::N,sciathán,далавч
191,Klaue::N,crúb,савар
192,Klaue::N,crúb,хумс
193,Klaue::N,crobh,савар
194,Klaue::N,crobh,хумс
195,Kralle::N,crobh,савар
196,Schwanz::N,eireaball,сүүл
197,Ei::N,ubh,өндөг
198,Nest::N,nead,үүр
199,Bau::N,brocais,нүх
200,Bau::N,brocais,элүү
201,Tier::N,ainmhí,амьтан
202,Tier::N,ainmhí,адгуус
203,Tier::N,beithíoch,амьтан
204,Tier::N,beithíoch,адгуус
205,Herde::N,tréad,сүрэг
206,Kuh::N,bó,үнээ
207,Bulle::N,tarbh,бух
208,Pferd::N,each,морь
209,Pferd::N,each,адуу
210,Pferd::N,capall,морь
211,Pferd::N,capall,адуу
212,Schaf::N,caora,хонь
213,Schwein::N,muc,гахай
214,Hund::N,madra,нохой
215,Katze::N,cat,муур
216,Katze::N,cat,мигуй
217,Bär::N,béar,баавгай
218,Eichhörnchen::N,iora,хэрэм
219,Elch::N,eilc,хандгай
220,Fuchs::N,sionnach,үнэг
221,Fuchs::N,madra rua,үнэг
222,Hase::N,giorria,туулай
223,Maus::N,luch,хулгана
224,Wolf::N,mac tíre,чоно
225,Vogel::N,éan,шувуу
226,Schwarm::N,saithe,сүрэг
227,Huhn::N,cearc,тахиа
228,Hahn::N,coileach,эр тахиа
229,Gans::N,gé,галуу
230,Adler::N,iolar,бүргэд
231,Ente::N,lacha,нугас
232,Eule::N,ulchabhán,ууль
233,Kranich::N,grús,тогоруу
234,Krähe::N,caróg,хэрээ
235,Krähe::N,préachán,хэрээ
236,Kuckuck::N,cuach,хөхөө
237,Schwan::N,eala,хун
238,Fisch::N,iasc,загас
239,Barsch::N,péirse,алгана
240,Hecht::N,liús,цурхай
241,Schlange[Tier]::N,nathair,могой
242,Wurm::N,péist,өт
243,Wurm::N,péist,хорхой
244,Spinne::N,damhán alla,аалз
245,Ameise::N,seangán,шоргоолж
246,Laus::N,míol,бөөс
247,Mücke::N,muiscít,шумуул
248,Mücke::N,corrmhíol,шумуул
249,Fliege::N,cuil,ялаа
250,Fliege::N,cuileog,ялаа
251,Schmetterling::N,féileacán,эрвээхэй
252,Beere::N,caor,жимсгэнэ
253,Apfel::N,úll,алим
254,Pilz::N,beacán,мөөг
255,Pilz::N,muisiriún,мөөг
256,Zwiebel::N,oinniún,сонгино
257,Saat::N,síol,тариа
258,Korn::N,gráinne,үр
259,Korn::N,gráinne,мөхлөг
260,Heu::N,féar,өвс
261,Schale::N,scaimh,хальс
262,Grube::N,poll,алам
263,Grube::N,poll,нүх
264,Falle::N,gaiste,хавх
265,Falle::N,gaiste,занга
266,Schlinge::N,sealán,урхи
267,Spur::N,rian,мөр
268,Asche::N,luaith,үнс
269,Dreck::N,salachar,хир
270,Eisen::N,iarann,төмөр
271,Gold::N,ór,алт
272,Silber::N,airgead,мөнгө
273,Kohle::N,gual,нүүрс
274,Glas::N,gloine,шил
275,Lehm::N,cré,шавар
276,Sand::N,gaineamh,элс
277,Mensch::N,duine,хүн
278,Mann::N,fear,эр
279,Mann::N,fear,эрэгтэй
280,Frau::N,bean,эмэгтэй
281,Frau::N,bean,хатагтай
282,Kind::N,gasúr,хүүхэд
283,Kind::N,páiste,хүүхэд
284,Junge::N,buachaill,хүү
285,Mädchen::N,cailín,охин
286,Mädchen::N,cailín,бүсгүй
287,Familie::N,teaghlach,айл
288,Familie::N,comhluadar,айл
289,Großvater::N,seanathair,өвгөн аав
290,Großmutter::N,seanmháthair,эмэг эх
291,Großmutter::N,seanmháthair,эмгээ
292,Eltern::N,tuismitheoirí,эцэг эх
293,Vater::N,athair,аав
294,Vater::N,athair,эцэг
295,Mutter::N,máthair,эх
296,Mutter::N,máthair,ээж
297,Sohn::N,mac,хүү
298,Tochter::N,iníon,охин
299,Bruder::N,deartháir,ах
300,Bruder::N,deartháir,дүү
301,Schwester::N,deirfiúr,эгч
302,Schwester::N,deirfiúr,охин дүү
303,Onkel::N,uncail,авга ах
304,Onkel::N,uncail,нагац ах
305,Tante::N,aintín,авга эгч
306,Tante::N,aintín,нагац эгч
307,Ehemann::N,fear céile,нөхөр
308,Ehefrau::N,bean chéile,эхнэр
309,Ehefrau::N,bean chéile,гэргий
310,Freude::N,áthas,баяр
311,Freude::N,áthas,баясгалан
312,Gelächter::N,gáire,инээдэм
313,Glück::N,séan,жаргалан
314,Glück::N,sonas,жаргалан
315,Kummer::N,brón,гаслан
316,Kummer::N,buairt,гаслан
317,Wunsch::N,guí,ерөөл
318,Wunsch::N,achainí,ерөөл
319,Lust::N,fonn,дур
320,Lust::N,fonn,хүсэл
321,Geist::N,meon,оюун
322,Geist::N,spiorad,оюун
323,Gedanke::N,smaoineamh,сэтгэл
324,Gedächtnis::N,cuimhne,ой
325,Gedächtnis::N,cuimhne,цээж
326,Verstand::N,ciall,ухаан
327,Verstand::N,intinn,ухаан
328,Sinn::N,brí,утга
329,Sinn::N,ciall,утга
330,Grund::N,fáth,учир
331,Wahrheit::N,fírinne,үнэн
332,Gespräch::N,comhrá,яриа
333,Märchen::N,scéal,явган үлгэр
334,Erzählung::N,scéal,тууж
335,Nachricht::N,teachtaireacht,мэдээ
336,Neuigkeit::N,scéala,сонин
337,Name::N,ainm,нэр
338,Rätsel::N,tomhas,оньсого
339,Rede::N,óráid,хэлсэн үг
340,Rede::N,aitheasc,хэлсэн үг
341,Sprache::N,teanga,хэл
342,Stimme::N,guth,дуу
343,Wort::N,focal,үг
344,Zeichen::N,comhartha,тамга
345,Zeichen::N,comhartha,тэмдэг
346,Ruf::N,glaoch,дуудлага
347,Lärm::N,torann,шуугиан
348,Lärm::N,torann,чимээ
349,Laut::N,fuaim,анир
350,Laut::N,fuaim,дуу
351,Ton::N,ton,авиа
352,Ton::N,ton,аялгуу
353,Lied::N,amhrán,дуу
354,Ruhe::N,suaimhneas,энх
355,Ruhe::N,suaimhneas,тайван
356,Leute::N,muintir,хүмүүс
357,Volk::N,pobal,улс
358,Arbeit::N,obair,ажил
359,Arbeit::N,obair,хөдөлмөр
360,Gast::N,aoi,зочин
361,Gast::N,aoi,айлчин
362,Geschenk::N,féirín,бэлэг
363,Geschenk::N,bronntanas,бэлэг
364,Spiel::N,cluiche,наадам
365,Spiel::N,cluiche,тоглоом
366,Gesellschaft::N,comhluadar,хамт байх
367,Hilfe::N,cúnamh,тусламж
368,Hilfe::N,cabhair,тусламж
369,Freund::N,cara,найз
370,Freund::N,cara,нөхөр
371,Kamerad::N,comrádaí,хань
372,Kamerad::N,comrádaí,нөхөр
373,Angelegenheit::N,ábhar,хэрэг
374,Anzahl::N,líon,тоо
375,Art::N,sórt,төрөл
376,Art::N,sórt,янз
377,Art::N,saghas,төрөл
378,Art::N,saghas,янз
379,Stück::N,píosa,хэсэг
380,Teil::N,cuid,хувь
381,Teil::N,cuid,хэсэг
382,Teil::N,páirt,хувь
383,Teil::N,páirt,хэсэг
384,Hälfte::N,leath,хагас
385,Kreis::N,ciorcal,тойрог
386,Kreis::N,ciorcal,хүрээ
387,Kreuz::N,cros,загалмай
388,Linie::N,líne,шугам
389,Strich::N,stríoc,зураас
390,Abstand::N,achar,зай
391,Entfernung::N,fad,зай
392,Entfernung::N,fad,хол ойр
393,Gegend::N,ceantar,хавь
394,Gegend::N,ceantar,газар
395,Platz::N,áit,зай
396,Platz::N,áit,завсар
397,Platz::N,spás,зай
398,Platz::N,spás,завсар
399,Ort::N,áit,газар
400,Ort::N,áit,байр
401,Seite::N,taobh,тал
402,Seite::N,taobh,этгээд
403,Mitte::N,lár,төв
404,Mitte::N,lár,дунд
405,Gegenstand::N,ball,юм
406,Gegenstand::N,ábhar,юм
407,Sache::N,ní,үйл
408,Sache::N,ní,хэрэг
409,Sache::N,rud,үйл
410,Sache::N,rud,хэрэг
411,Rand::N,imeall,зах
412,Rand::N,imeall,хөвөө
413,Rand::N,ciumhais,зах
414,Rand::N,ciumhais,хөвөө
415,Kante::N,corr,ирмэг
416,Kante::N,colbha,ирмэг
417,Ecke::N,coirnéal,өнцөг
418,Spitze::N,gob,үзүүр
419,Spitze::N,barr,үзүүр
420,Ende::N,ceann,зах
421,Ende::N,ceann,үзүүр
422,Ende::N,foirceann,зах
423,Ende::N,foirceann,үзүүр
424,Loch::N,poll,цоорхой
425,Loch::N,poll,онгорхой
426,Winkel::N,cúinne,өнцөг
427,Winkel::N,uillinn,өнцөг
428,Muster::N,patrún,хээ
429,Muster::N,patrún,угалз
430,Größe::N,méid,хэмжээ
431,Größe::N,toise,хэмжээ
432,Länge::N,fad,урт
433,Höhe::N,airde,өндөр
434,Gewicht::N,meáchan,жин
435,Menge::N,méid,тоо
436,Haufen::N,cnap,бөөн
437,Reihe::N,líne,эгнээ
438,Reihe::N,sraith,эгнээ
439,Boot::N,bád,завь
440,Ruder::N,rámh,сэлүүр
441,Ruder::N,maide rámha,сэлүүр
442,Schlitten::N,carr sleamhnáin,чарга
443,Ski::N,scí,цана
444,Lagerfeuer::N,tine champa,түүдэг
445,Last::N,ualach,ачаа
446,Gang::N,siúlóid,явдал
447,Schritt::N,céim,алхам
448,Schritt::N,coiscéim,алхам
449,Norden::N,tuaisceart,умар
450,Süden::N,deisceart,урд
451,Süden::N,deisceart,өмнө
452,Westen::N,iarthar,өрнө
453,Westen::N,iarthar,баруун
454,Osten::N,oirthear,зүүн
455,Osten::N,oirthear,дорно
456,Holz::N,adhmad,мод
457,Brett::N,clár,банз
458,Platte::N,leac,хавтан
459,Stütze::N,taca,тулгуур
460,Stütze::N,taca,тулга
461,Stange::N,polla,сургааг
462,Stange::N,cuaille,сургааг
463,Stock::N,bata,саваа
464,Stock::N,maide,саваа
465,Stab::N,maide,таяг
466,Stab::N,bachall,таяг
467,Rohr::N,píopa,хоолой
468,Haus::N,teach,гэр
469,Haus::N,teach,байшин
470,Heim::N,baile,гэр
471,Ofen::N,sornóg,зуух
472,Ofen::N,sornóg,пийшин
473,Fußboden::N,urlár,шал
474,Tisch::N,bord,ширээ
475,Tisch::N,tábla,ширээ
476,Stuhl::N,cathaoir,сандал
477,Wiege::N,cliabhán,өлгий
478,Bett::N,leaba,ор
479,Regal::N,seilf,тавиур
480,Kiste::N,bosca,авдар
481,Kiste::N,bosca,хайрцаг
482,Fenster::N,fuinneoig,гэгээвч
483,Tür::N,doras,үүд
484,Tür::N,doras,хаалга
485,Tor::N,geata,хаалга
486,Zaun::N,fál,хашаа
487,Zaun::N,claí,хашаа
488,Dach::N,díon,дээвэр
489,Leiter::N,dréimire,шат
490,Besen::N,scuab,хамуур
491,Besen::N,scuab,туужуу
492,Spaten::N,spád,хүрз
493,Spaten::N,rámhainn,хүрз
494,Schaufel::N,sluasaid,хүрз
495,Gabel::N,forc,сэрээ
496,Gabel::N,gabhlóg,сэрээ
497,Löffel::N,spúnóg,халбага
498,Messer::N,scian,хутга
499,Nagel::N,tairne,хадаас
500,Netz::N,líon,өөш
501,Netz::N,líon,тор
502,Netz::N,eangach,өөш
503,Netz::N,eangach,тор
504,Haken::N,croch,гох
505,Griff::N,cos,иш
506,Griff::N,cos,сэнж
507,Griff::N,hanla,иш
508,Griff::N,hanla,сэнж
509,Schloss::N,glas,цуурга
510,Schloss::N,glas,цоож
511,Bild::N,pictiúr,зураг
512,Figur::N,fíor,баримал
513,Puppe::N,bábóg,хүүхэлдэй
514,Beutel::N,mála,агсаа
515,Beutel::N,mála,уут
516,Beutel::N,mealbhóg,агсаа
517,Beutel::N,mealbhóg,уут
518,Bündel::N,beart,боодол
519,Tasche::N,mála,цүнх
520,Eimer::N,buicéad,хөнөг
521,Eimer::N,buicéad,хувин
522,Deckel::N,clár,таг
523,Deckel::N,clár,хавхаг
524,Deckel::N,claibín,таг
525,Deckel::N,claibín,хавхаг
526,Geschirr::N,soithí,сав суулга
527,Geschirr::N,gréithe,сав суулга
528,Sack::N,sac,шуудай
529,Sack::N,mála,шуудай
530,Tasse::N,cupán,аяга
531,Topf::N,pota,тогоо
532,Kessel::N,citeal,тогоо
533,Essen::N,béile,идээ
534,Nahrung::N,bia,хүнс
535,Speise::N,mias,идээ
536,Fleisch::N,feoil,мах
537,Getreide::N,grán,будаа
538,Getreide::N,arbhar,будаа
539,Brei::N,brúitín,богшмол
540,Brei::N,brúitín,будаа
541,Brot::N,arán,талх
542,Scheibe::N,píosa,зүсэм
543,Scheibe::N,píosa,хэрчим
544,Scheibe::N,slisne,зүсэм
545,Scheibe::N,slisne,хэрчим
546,Fett::N,saill,өөх
547,Fett::N,méathras,өөх
548,Butter::N,im,тос
549,Öl::N,ola,тос
550,Salz::N,salann,давс
551,Suppe::N,sú,шөл
552,Suppe::N,anraith,шөл
553,Honig::N,mil,бал
554,Milch::N,bainne,сүү
555,Tee::N,tae,цай
556,Leder::N,leathar,арьс
557,Leder::N,leathar,савхи
558,Wolle::N,olann,ноос
559,Wolle::N,olann,унгас
560,Stoff::N,éadach,бөс
561,Nadel::N,snáthaid,зүү
562,Faden::N,snáth,боолт
563,Faden::N,snáth,утас
564,Knopf::N,cnaipe,товч
565,Knoten::N,snaidhm,зангилаа
566,Farbe::N,péint,будаг
567,Kleidung::N,éadaí,хувцас
568,Hemd::N,léine,цамц
569,Kragen::N,bóna,зах заам
570,Ärmel::N,muinchille,ханцуй
571,Hose::N,bríste,өмд
572,Hose::N,treabhsar,өмд
573,Gürtel::N,crios,бүс
574,Mütze::N,caipín,малгай
575,Mütze::N,caipín,бүрх
576,Schuh::N,bróg,туфли
577,Stiefel::N,buatais,гутал
578,Ring::N,fáinne,бөгж
579,Band::N,ribín,тууз
580,Kamm::N,cíor,сам
581,Spiegel::N,scáthán,толь
582,Riemen::N,iall,тасам
583,Riemen::N,iall,сур
584,Riemen::N,strapa,тасам
585,Riemen::N,strapa,сур
586,Schnur::N,téad,татлага
587,Schnur::N,sreangán,татлага
588,Leine::N,iall,оосор
589,Decke::N,pluid,хөнжил
590,Decke::N,pluid,хучлага
591,Decke::N,blaincéad,хөнжил
592,Decke::N,blaincéad,хучлага
593,Kissen::N,piliúr,дэр
594,Kissen::N,adhartán,дэр
595,Tuch::N,scaif,алчуур
596,Tuch::N,scaif,даавуу
597,Handtuch::N,tuáille,алчуур
598,Kraft::N,fórsa,чадал
599,Kraft::N,fórsa,хүч
600,Stärke::N,neart,эрч
601,Stärke::N,neart,тэнхээ
602,Gesundheit::N,sláinte,бие
603,Gesundheit::N,sláinte,эрүүл мэнд
604,Krankheit::N,tinneas,эмгэг
605,Krankheit::N,breoiteacht,эмгэг
606,Schmerz::N,pian,өвчин
607,Wunde::N,goin,шарх
608,Fieber::N,fiabhras,халуун
609,Arznei::N,cógas,эм
610,Brücke::N,droichead,гүүр
611,Brunnen::N,tobar,худаг
612,Weide::N,féarach,бэлчээр
613,Pfad::N,cosán,жим
614,Pfad::N,cosán,зөрөг
615,Pfad::N,conair,жим
616,Pfad::N,conair,зөрөг
617,Weg::N,slí,зам
618,Weg::N,slí,харгуй
619,Weg::N,bealach,зам
620,Weg::N,bealach,харгуй
621,Straße::N,bóthar,зам
622,Straße::N,bóthar,харгуй
623,Dorf::N,sráidbhaile,тосгон
624,Dorf::N,sráidbhaile,гацаа
625,Stadt::N,baile,хот
626,Stadt::N,cathair,хот
627,Brief::N,litir,захидал
628,Brief::N,litir,захиа
629,Buch::N,cín,ном
630,Buch::N,cín,бичиг
631,Buch::N,leabhar,ном
632,Buch::N,leabhar,бичиг
633,Buchstabe::N,litir,үсэг
634,Zeitung::N,nuachtán,сонин
635,Leben::N,saol,амь
636,Leben::N,saol,амьдрал
637,Leben::N,beatha,амь
638,Leben::N,beatha,амьдрал
639,Tod::N,bás,үхэл
640,Grab::N,uaigh,булш
641,Kirche::N,eaglais,сүм
642,Sünde::N,peaca,нүгэл
643,Sünde::N,peaca,хилэнц
644,Gott::N,dia,бурхан
645,Arbeiter::N,oibrí,ажилчин
646,Arbeiter::N,oibrí,хөдөлмөрчин
647,Chef::N,saoiste,дарга
648,Chef::N,ceannasaí,дарга
649,Meister::N,máistir,дархан
650,Arzt::N,lia,эмч
651,Arzt::N,dochtúir,эмч
652,Lehrer::N,oide,багш
653,Lehrer::N,múinteoir,багш
654,Geld::N,airgead,цаас
655,Geld::N,airgead,мөнгө
656,Geschäft::N,gnó,наймаа
657,Laden::N,siopa,дэлгүүр
658,Preis::N,praghas,үнэ
659,Ware::N,earra,таваар
660,Ware::N,earra,бараа
661,Nutzen::N,tairbhe,ашиг
662,Reichtum::N,rachmas,баялаг
663,Reichtum::N,saibhreas,баялаг
664,Welt::N,domhan,дэлхий
665,Welt::N,domhan,орчлон
666,Land::N,tír,улс
667,Land::N,tír,орон
668,Staat::N,stát,төр
669,Staat::N,stát,гүрэн
670,König::N,rí,ван
671,Macht::N,cumhacht,засаг
672,Grenze::N,críoch,хил
673,Grenze::N,teorainn,хил
674,Krieg::N,cogadh,дайн
675,Feind::N,namhaid,дайсан
676,Gewalt::N,foréigean,хүчирхэх
677,Kampf::N,troid,тэмцэл
678,Kampf::N,troid,байлдаан
679,Bogen[Waffe]::N,bogha,нум
680,Pfeil::N,saighead,годил
681,Pfeil::N,saighead,сум
682,Gewehr::N,gunna,буу
683,Fehler::N,botún,эндэл
684,Fehler::N,botún,алдаа
685,Fehler::N,meancóg,эндэл
686,Fehler::N,meancóg,алдаа
687,Lüge::N,bréag,худал
688,Lüge::N,éitheach,худал
689,Schaden::N,dochar,хор
690,Schaden::N,dochar,хөнөөл
691,Schaden::N,damáiste,хор
692,Schaden::N,damáiste,хөнөөл
693,Unglück::N,drochrath,гай
694,Unglück::N,drochrath,гамшиг
695,Schuld::N,locht,гэм
696,Schuld::N,locht,буруу
697,Schuld::N,milleán,гэм
698,Schuld::N,milleán,буруу
699,Alter::N,aois,нас
700,Schluss::N,deireadh,эцэс
701,Schluss::N,deireadh,төгсгөл
702,Zeit::N,am,цаг
703,Zeit::N,aimsir,цаг
704,Tag::N,lá,өдөр
705,Morgen::N,maidin,өглөө
706,Mittag::N,nóin,үд
707,Abend::N,tráthnóna,үдэш
708,Nacht::N,oíche,шөнө
709,Woche::N,seachtain,долоо хоног
710,Monat::N,mí,сар
711,Jahr::N,bliain,жил
712,Frühling::N,earrach,хавар
713,Sommer::N,samhradh,зун
714,Herbst::N,fómhar,намар
715,Winter::N,geimhreadh,өвөл
716,Januar::N,Eanáir,нэгдүгээр сар
717,Februar::N,Feabhra,хоёрдугаар сар
718,März::N,Márta,гуравдугаар сар
719,April::N,Aibreán,дөрөвдүгээр сар
720,Mai::N,Bealtaine,тавдугаар сар
721,Juni::N,Meitheamh,зургаадугаар сар
722,Juli::N,Iúil,долдугаар сар
723,August::N,Lúnasa,наймдугаар сар
724,September::N,Meán Fómhair,есдүгээр сар
725,Oktober::N,Deireadh Fómhair,аравдугаар сар
726,November::N,Samhain,арван нэгдүгээр сар
727,November::N,Mí na Samhna,арван нэгдүгээр сар
728,Dezember::N,Mí na Nollag,арван хоёрдугаар сар
729,Montag::N,Luan,даваа
730,Montag::N,Dé Luain,даваа
731,Dienstag::N,Máirt,мягмар
732,Dienstag::N,Dé Máirt,мягмар
733,Mittwoch::N,Céadaoin,лхагва
734,Mittwoch::N,Dé Céadaoin,лхагва
735,Donnerstag::N,Déardaoin,пүрэв
736,Freitag::N,Aoine,баасан
737,Freitag::N,Dé hAoine,баасан
738,Samstag::N,Satharn,бямба
739,Samstag::N,Dé Sathairn,бямба
740,Sonntag::N,Domhnach,ням
741,Sonntag::N,Dé Domhnaigh,ням
742,groß::A,mór,их
743,groß::A,mór,том
744,klein::A,beag,бага
745,klein::A,beag,жаахан
746,lang::A,fada,урт
747,kurz::A,gearr,охор
748,kurz::A,gearr,богино
749,kurz::A,gairid,охор
750,kurz::A,gairid,богино
751,breit::A,leathan,өргөн
752,breit::A,fairsing,өргөн
753,schmal::A,cúng,уйтан
754,schmal::A,cúng,нарийн
755,dicht::A,dlúth,нягт
756,dicht::A,dlúth,чигжүү
757,dick[Gegenstand]::A,tiubh,зузаан
758,dünn::A,caol,нимгэн
759,dünn::A,tanaí,нимгэн
760,fein::A,scáinte,нарийн
761,fein::A,fíneálta,нарийн
762,fest::A,daingean,бөх
763,fest::A,daingean,хатуу
764,flach::A,cothrom,хавтгай
765,glatt::A,mín,цагаан
766,glatt::A,sleamhain,цагаан
767,hart::A,crua,хатуу
768,weich::A,bog,зөөлөн
769,rund::A,cruinn,дугуй
770,rund::A,cruinn,дугариг
771,spitz::A,gobach,шовх
772,spitz::A,gobach,шовгор
773,spitz::A,biorach,шовх
774,spitz::A,biorach,шовгор
775,scharf::A,géar,хурц
776,scharf::A,géar,иртэй
777,scharf::A,faobhrach,хурц
778,scharf::A,faobhrach,иртэй
779,stumpf::A,maol,мохоо
780,schwer::A,trom,хүнд
781,schön::A,álainn,гуа
782,schön::A,álainn,сайхан
783,heiß::A,te,халуун
784,warm::A,te,дулаан
785,kalt::A,fuar,хүйтэн
786,kühl::A,fionnuar,сэрүүн
787,frisch::A,úr,эрүүл
788,frisch::A,úr,жихүүн
789,frisch::A,friseáilte,эрүүл
790,frisch::A,friseáilte,жихүүн
791,feucht::A,tais,чийгтэй
